,regulator-target,adj_importance
96,"('MEK', 'IRS1-Tyr')",0.00499326151355
97,"('IRS1-Tyr', 'MK2')",0.00495945873164
98,"('EGFR', 'Caspase-8')",0.0049569756655
99,"('MEK', 'Caspase-8')",0.00494888468569
100,"('Caspase-8', 'FKHR')",0.00489818593737
101,"('Akt', 'MK2')",0.00488254763155
102,"('JNK', 'FKHR')",0.00485615997662
103,"('ERK', 'IRS1-Tyr')",0.00483439614096
104,"('IRS1-Ser', 'IRS1-Tyr')",0.00480421929795
105,"('IKK', 'MEK')",0.00475424950342
106,"('EGFR', 'MK2')",0.00463918392898
107,"('IKK', 'MK2')",0.00449852467364
108,"('JNK', 'Akt')",0.00403647717693
109,"('IKK', 'IRS1-Tyr')",0.00390040910663
