"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
450	0.0264194	0.5526519	0.6701889	0.2335109	0.7663395	0.0429009	0.0002494	0.2636476	0.1389686	0.5061017	0.0172183	0.6384237	0.4160016	0.3474787	0.0116915	0.4826904	0.2790842	0.5786022	0.4625481	0.7110586	0.0749765	0.3768533	0.6588346	0.2004643	0.2574969	0.3409054	0.2741659	0.0109695	0.1312545	0.0042551	0.5304951	0.4281305	0.8118226	0.4718347	0.2072050	0.0000738	0.6724466	0.1218936	0.1090700	0.1723333	0.5110162	0.3833332	0.1985947	0.3111682	0.6372478	0.6878409	0.6310512	0.6209551	0.7622275	0.2886605	0.5474011	0.2241051	0.3186136	0.6866960	0.4021633	0.0636672	0.1409508	0.0131182	0.0014079	0.0722144	0.6292117	0.2004916	0.0331354	0.0983143	0.1657512	0.5977217	0.1583651	0.4525547	0.0212066	0.0976420	0.5053141	0.2844869	0.1381537	0.3960140	0.3920666	0.0760952	0.3354932	0.4878502	0.3242806	0.0001107	0.6319802	0.4149374	0.0050778	0.5794395	0.2833270	0.0354975	0.4143709	0.7842415	0.3060239	0.5584023	0.5541804	0.3300582	0.3328121	0.6497269	0.1302465	0.2391430	0.7898583	0.5155101	0.4193487	0.6756007
500	0.0433180	0.5575647	0.5325320	0.2497356	0.7237483	0.0728184	0.0113186	0.2170601	0.1554594	0.7056898	0.0290614	0.6636837	0.4257041	0.4548095	0.0269074	0.5843454	0.3066316	0.5310599	0.5104316	0.6781779	0.0491862	0.4252132	0.6082989	0.1658989	0.3342424	0.2538499	0.2676958	0.0097489	0.0915527	0.0062978	0.5279572	0.4175557	0.5273119	0.4504952	0.1878462	0.0007059	0.5556685	0.1097350	0.1577173	0.1217732	0.4277541	0.4203234	0.2629796	0.2568248	0.6179416	0.8296205	0.6204999	0.4861490	0.6066435	0.3521457	0.4368997	0.2174028	0.3520327	0.7213781	0.4730680	0.0525567	0.1263159	0.0031678	0.0017113	0.0445723	0.5104766	0.1560092	0.0486312	0.1001943	0.1175688	0.7217892	0.1384839	0.4431723	0.0105550	0.0758179	0.5789903	0.2415152	0.1252886	0.4098527	0.4183218	0.1105231	0.4183604	0.6237013	0.3728169	0.0000111	0.6169422	0.4605634	0.0065089	0.7246205	0.2621457	0.0169256	0.3701581	0.6946147	0.2025241	0.5423846	0.4759716	0.3871935	0.3498207	0.6115949	0.0910680	0.2506896	0.6354408	0.5355514	0.4150749	0.6098605
550	0.0195755	0.3054834	0.3943359	0.1605282	0.5922159	0.0399405	0.0032181	0.2394834	0.1304374	0.6002823	0.1349962	0.7022545	0.5121114	0.3977585	0.0179822	0.5191056	0.3602697	0.6092846	0.6144052	0.6546762	0.0597605	0.3685189	0.5809849	0.1760277	0.4019733	0.3437556	0.3188385	0.0355323	0.2137800	0.0258537	0.4023526	0.3736956	0.5811090	0.4337382	0.1892717	0.0136492	0.6122292	0.1083951	0.1378048	0.1640071	0.4459618	0.4964463	0.3231533	0.3219512	0.6027617	0.6590472	0.6136258	0.5762559	0.5449445	0.2886565	0.4416897	0.2941417	0.2865771	0.7482813	0.3935618	0.0883444	0.1867529	0.0158736	0.0002659	0.0557438	0.5167638	0.1573041	0.1022832	0.1452203	0.1591543	0.5412754	0.1034871	0.4745561	0.0568480	0.1184684	0.5526994	0.2438795	0.1413722	0.3968802	0.3402593	0.0827848	0.4525935	0.6710828	0.3468293	0.0005755	0.6000649	0.4704631	0.0115802	0.6446508	0.3674417	0.0311331	0.4551471	0.7073064	0.4533421	0.4453765	0.4236480	0.2881207	0.4038029	0.6350582	0.0819966	0.2222762	0.6614547	0.6672252	0.3218633	0.6506668
600	0.0354707	0.2382842	0.2613630	0.1741817	0.6852869	0.0570000	0.0009711	0.2659922	0.1656802	0.4758035	0.2287797	0.7390337	0.2864594	0.3752629	0.0178108	0.4780272	0.3505763	0.5797166	0.4401449	0.6514156	0.0842507	0.2811460	0.6753723	0.1554213	0.5080611	0.2424472	0.2604176	0.0174748	0.2204982	0.0060520	0.2681093	0.4104465	0.7376587	0.4706875	0.1191433	0.0045913	0.4726650	0.1657125	0.1435042	0.1514609	0.5289594	0.4401829	0.3054259	0.3328653	0.6547352	0.5032555	0.7532308	0.5817948	0.8362635	0.1730989	0.5018861	0.3289254	0.2615174	0.7107927	0.3221172	0.0446191	0.3366358	0.0476533	0.0023557	0.0394786	0.5028394	0.2659101	0.1294093	0.1289345	0.2120238	0.4827617	0.1251210	0.5181016	0.0466526	0.1421219	0.6758421	0.3609201	0.1705173	0.2811866	0.3259522	0.0493558	0.6027107	0.4700619	0.4881167	0.0008354	0.6786665	0.5329699	0.0140118	0.7032395	0.3357396	0.0490444	0.4728759	0.5574943	0.5364408	0.4523942	0.3485763	0.3510712	0.3343331	0.5507059	0.1477799	0.2809614	0.5869853	0.5630626	0.4991516	0.6278755
650	0.1107268	0.1855470	0.1155889	0.2611649	0.5528633	0.0274820	0.0007212	0.2597788	0.1816613	0.5381684	0.2397831	0.5667126	0.2462545	0.4973511	0.0224032	0.5601620	0.3028764	0.4901027	0.3987431	0.7235263	0.0326500	0.4262695	0.6535961	0.2159040	0.3567204	0.2687662	0.2814029	0.0145644	0.2893928	0.0032878	0.2099825	0.4352860	0.5775431	0.4726977	0.1661481	0.0070944	0.5820900	0.1355128	0.1281895	0.1347496	0.3209411	0.3733294	0.4184671	0.3015905	0.6277303	0.5947367	0.7113589	0.5080824	0.6079341	0.1692829	0.5102127	0.2792628	0.2937814	0.4603893	0.3945785	0.0428889	0.4054582	0.0744332	0.0004471	0.0513930	0.2560560	0.2805132	0.1500774	0.1073932	0.1771915	0.5345599	0.1427803	0.3948074	0.1301559	0.1046281	0.7194721	0.4819021	0.2299440	0.2659553	0.3048577	0.0932382	0.6718246	0.4478202	0.4982946	0.0037187	0.5787001	0.5518097	0.0243945	0.7297674	0.4270249	0.1537792	0.3721415	0.5655421	0.5933963	0.4836054	0.4528861	0.4288164	0.4674063	0.4503360	0.1628394	0.2135825	0.7892827	0.5965345	0.3391527	0.6519772
700	0.2281859	0.2523969	0.0571199	0.1623588	0.7776561	0.0609484	0.0036394	0.2068235	0.1130258	0.5281989	0.2343421	0.6293157	0.2700944	0.5585097	0.0214407	0.5029328	0.2902736	0.4923753	0.3600625	0.7492513	0.0336491	0.5084512	0.7505621	0.1792055	0.3832185	0.2219238	0.2508727	0.0175524	0.1593508	0.0092575	0.2590735	0.4479334	0.6199992	0.6101267	0.1824577	0.0099362	0.7514785	0.1081253	0.1667194	0.1353324	0.3885160	0.3775411	0.3135717	0.2587209	0.5658214	0.6787506	0.6161321	0.5334772	0.6956063	0.1466577	0.5221128	0.3614147	0.2863507	0.5860982	0.3924968	0.1530437	0.3872160	0.0561381	0.0017214	0.0446490	0.1864452	0.2187584	0.1672881	0.1821787	0.1704505	0.5311584	0.0843338	0.4436986	0.1487438	0.0439074	0.5620718	0.5836776	0.1527351	0.2638358	0.3059677	0.0445731	0.5829731	0.5313525	0.3653472	0.0036307	0.5613414	0.3391587	0.0155782	0.5856536	0.3707567	0.0888662	0.4691788	0.6324500	0.6097116	0.4575228	0.3416745	0.3278955	0.3921500	0.6173726	0.1464126	0.2508008	0.7019282	0.5356219	0.3881512	0.5861025
750	0.1774747	0.3440081	0.0648632	0.1864783	0.6427862	0.0878980	0.0003277	0.2664923	0.1322273	0.5669556	0.2952168	0.5266757	0.3703094	0.5173668	0.0447969	0.4256951	0.2505192	0.4755242	0.4583432	0.7530288	0.0671760	0.4760987	0.6768617	0.0945291	0.4161216	0.2046005	0.2572807	0.0234325	0.1074263	0.0061548	0.3026714	0.3320411	0.6273201	0.5471855	0.1948127	0.0053950	0.7420656	0.1567287	0.1115199	0.1069318	0.5163903	0.3468107	0.2871562	0.3082831	0.5369730	0.6287009	0.5356157	0.5798550	0.6228211	0.1798062	0.4771156	0.4769450	0.2254230	0.6203579	0.4709895	0.1117814	0.2890955	0.0687553	0.0000012	0.0348690	0.1608909	0.2726938	0.1622510	0.1631473	0.1794197	0.4756249	0.0892774	0.3514623	0.1452817	0.0796359	0.5262539	0.5759461	0.2420198	0.2681861	0.4124719	0.1034298	0.5536354	0.5040653	0.4904027	0.0006820	0.5394550	0.5258953	0.0110171	0.5885454	0.3634466	0.0874210	0.3959445	0.5804967	0.6451263	0.4209741	0.3558012	0.2726289	0.5207447	0.7278286	0.0715876	0.2522667	0.8657772	0.5656833	0.3205822	0.6450803
800	0.1255499	0.3677241	0.0332927	0.2403325	0.5919629	0.1375914	0.0008772	0.2596723	0.1864205	0.7380790	0.2771238	0.6308481	0.1435343	0.7039357	0.0436370	0.5678439	0.2497627	0.4787065	0.4624946	0.8562979	0.0628883	0.4146392	0.7261908	0.1398325	0.5089030	0.2424795	0.2358296	0.0140001	0.0935535	0.0108673	0.2390583	0.3464395	0.5632791	0.3683018	0.2068531	0.0049679	0.5471926	0.1165959	0.1203891	0.2117142	0.5251911	0.4375102	0.2913239	0.2831889	0.4995985	0.6653634	0.6811586	0.5696550	0.6693519	0.1426085	0.5132415	0.3521922	0.3116339	0.5126652	0.3740124	0.0467606	0.4429839	0.0495882	0.0007570	0.0473757	0.1746229	0.3079245	0.1685362	0.1506983	0.1325385	0.5427886	0.0879342	0.3819868	0.1661456	0.1432314	0.5497865	0.6476434	0.2032146	0.3286339	0.3384750	0.0596631	0.5959371	0.6942438	0.5356786	0.0006970	0.5926901	0.3825049	0.0562544	0.7164798	0.3752342	0.0749630	0.6080412	0.5011609	0.6486063	0.5154017	0.3887649	0.3394396	0.4742790	0.7195164	0.0690783	0.2700782	0.7395739	0.5855697	0.3293816	0.6859568
850	0.1568224	0.4772100	0.0303117	0.1339805	0.5394787	0.0569360	0.0085899	0.2977142	0.1558135	0.5943431	0.2803144	0.5655573	0.2107824	0.5664528	0.0286799	0.4741756	0.2420229	0.4350713	0.3914806	0.6813655	0.0901726	0.3696494	0.7177800	0.1776643	0.3472422	0.2873001	0.2215314	0.0228392	0.1324821	0.0044243	0.1772303	0.3478752	0.6650033	0.4399640	0.2149275	0.0051238	0.6319378	0.1221749	0.1440582	0.1489361	0.4727239	0.4713871	0.2927158	0.2456160	0.6299407	0.6054087	0.6300812	0.5758260	0.5975380	0.1270034	0.5492201	0.3892596	0.2601632	0.5584438	0.4138991	0.0239268	0.4190215	0.1051189	0.0000171	0.0565806	0.1369068	0.2741768	0.1473515	0.1696579	0.1031188	0.4957976	0.0789823	0.5724253	0.0855071	0.1070848	0.5281982	0.5112716	0.2269066	0.4154216	0.3578510	0.0491290	0.7189242	0.6638538	0.5703277	0.0019944	0.6887758	0.4404318	0.0351603	0.6770670	0.3041602	0.0945378	0.4452971	0.5571348	0.5731239	0.4517774	0.4159343	0.2956683	0.3953478	0.5794215	0.1557791	0.3170333	0.7140975	0.6599310	0.2886305	0.7209615
900	0.1074169	0.4510856	0.0539043	0.1519908	0.6481749	0.0692509	0.0012149	0.2577416	0.1710401	0.5211552	0.3453093	0.5804076	0.1624218	0.4259786	0.0282532	0.4462445	0.2744799	0.5911520	0.4119347	0.6548975	0.0994437	0.3306014	0.6314732	0.2157215	0.5029734	0.2588162	0.2867061	0.0200914	0.0572721	0.0037267	0.2241116	0.4345443	0.6172151	0.3926823	0.1947662	0.0026920	0.5767602	0.1414326	0.1092883	0.1681677	0.4006091	0.4380255	0.2527841	0.2671208	0.6043889	0.6656543	0.5205847	0.5033903	0.6701926	0.1606603	0.5640654	0.4985942	0.3119909	0.5316867	0.5112349	0.0506453	0.4173617	0.0291766	0.0000000	0.0272874	0.1264834	0.2456972	0.1259402	0.1464742	0.1888321	0.4678579	0.0723303	0.4707256	0.0413698	0.1130196	0.4189692	0.5473531	0.1858430	0.4931788	0.3623372	0.0866801	0.5073986	0.5970006	0.6184371	0.0000456	0.7258249	0.5401189	0.0472724	0.5662617	0.3268307	0.0622400	0.3959562	0.5504214	0.6524573	0.4134019	0.4341803	0.3285822	0.4763993	0.6912232	0.0813899	0.2334161	0.8353382	0.3784027	0.2735973	0.6278827
950	0.0824449	0.5065825	0.0385662	0.2055472	0.5437538	0.1008589	0.0040704	0.2772143	0.2000857	0.6271284	0.3751502	0.6298174	0.2692720	0.4941944	0.0623744	0.5170945	0.2933720	0.5617818	0.4103143	0.6480464	0.0848381	0.3911152	0.6592217	0.1817556	0.4163469	0.2305126	0.2024287	0.0197354	0.0800231	0.0044665	0.1713533	0.3336748	0.6198074	0.4096201	0.2430748	0.0055219	0.5885543	0.1661229	0.2132679	0.1541314	0.5872670	0.4679009	0.2553593	0.2546908	0.5273704	0.5949897	0.5200535	0.4524446	0.7947512	0.1101948	0.5208587	0.4309451	0.1276210	0.5565582	0.4270718	0.0429290	0.4205897	0.0662615	0.0000000	0.0545907	0.0833526	0.2402350	0.1279661	0.2223249	0.1621025	0.5529820	0.0839925	0.4920391	0.0528971	0.1230325	0.4411574	0.5056744	0.1634260	0.4111747	0.3379874	0.0838156	0.5805868	0.4910318	0.5088905	0.0003102	0.5164535	0.5279068	0.0165149	0.7172637	0.3921726	0.0415130	0.3657889	0.5292370	0.6707550	0.3898207	0.3221158	0.2760523	0.5286774	0.6705120	0.1097743	0.2895637	0.7489982	0.5427064	0.2585689	0.7234274
1000	0.0738062	0.3631583	0.0316842	0.1764335	0.5892752	0.0547943	0.0033661	0.2905239	0.1340612	0.5650711	0.3293558	0.6708774	0.1876018	0.4245866	0.0102719	0.4835223	0.2746590	0.5726264	0.3880642	0.6200640	0.1002073	0.3607949	0.6775620	0.1995517	0.5150651	0.2350997	0.2169438	0.0348392	0.0472673	0.0223524	0.1792478	0.3797663	0.5854572	0.2820502	0.2198873	0.0075746	0.6431407	0.1563606	0.0981325	0.1549887	0.5717095	0.4498348	0.2951750	0.3723448	0.6082578	0.6108524	0.5509768	0.6204745	0.6697902	0.1463638	0.6203816	0.3686957	0.2224884	0.5216213	0.2944703	0.0495329	0.4426033	0.0557537	0.0000000	0.0163112	0.0783050	0.2813047	0.1365791	0.1165616	0.1450621	0.5031687	0.1186481	0.5679085	0.0263153	0.0879918	0.4082604	0.5533792	0.1574192	0.4364543	0.4647638	0.0891582	0.6446742	0.6345321	0.5357615	0.0001368	0.7182460	0.5069316	0.0401603	0.7567729	0.3503605	0.0549525	0.5048557	0.6549273	0.6771446	0.4184280	0.3722834	0.3679992	0.4554902	0.6966822	0.1002387	0.2520979	0.6638510	0.5735966	0.3325327	0.7361495

0	0.0563846	0.4382172	0.0326660	0.1859517	0.7461979	0.0843167	0.0015119	0.3347535	0.1532452	0.5905805	0.3079183	0.6450842	0.1713616	0.5658480	0.0347285	0.6265778	0.3569578	0.4743880	0.4826329	0.7481699	0.1583466	0.3942577	0.8266072	0.1723924	0.4915909	0.2183344	0.2668409	0.0283718	0.0282851	0.0259111	0.0386134	0.4474126	0.6828719	0.3450849	0.2293983	0.0052333	0.6099975	0.1209053	0.1799709	0.1402717	0.4199117	0.5121185	0.2203590	0.2871972	0.5096367	0.6349312	0.5877461	0.5109600	0.7476963	0.1645760	0.5933381	0.4451860	0.0744721	0.5865427	0.3920124	0.0409396	0.3601366	0.0629209	0.0001665	0.0252499	0.1063517	0.2130429	0.0857650	0.2706951	0.2598038	0.5582149	0.1172721	0.4888326	0.0493481	0.1205575	0.5033298	0.5684409	0.1323557	0.4911225	0.3934298	0.0795309	0.5731241	0.6099292	0.5590927	0.0013569	0.7262417	0.4118070	0.0111778	0.4890563	0.3153761	0.0980291	0.3957077	0.5236203	0.6388345	0.3898458	0.3632316	0.3559585	0.4220457	0.5846531	0.0909916	0.2256732	0.6124960	0.4757199	0.2806264	0.7105700
