Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	1.0268055	0.1600028	0.4491749	0.1928310	0.4152546	0.2459432	0.2346515	0.0809649	0.9421105	0.2065566	0.9644162	0.8151731	0.3535709	0.2714657	0.0670970	0.0184390	0.4253527	0.0714575	0.1671871	0.4339957	0.3666745	0.7019331	0.1652033	0.4512795	0.0308099	1.0597126	0.1066036	0.2077517	0.8639513	0.7405281	0.9740195	0.0105817	0.4254539	0.3248450	0.9253694	0.0302800	0.5500417	0.4815034	0.3341206	0.4242423	0.5367531	0.3387026	0.0578194	0.6298557	0.3287201	0.5898893	0.1676228	0.1650133	0.0940475	0.5129508	0.5727902	0.8747791	0.9914996	0.4770582	0.5072096	0.9929707	0.8764796	0.7722032	0.1665838	0.7878916	0.9301761	0.1399840	0.1681749	1.0825069	0.2026451	0.1956583	0.4874673	0.1368675	0.5579048	0.0457580	0.0857262	0.6592650	0.9620346	0.8079474	0.7863358	0.1718983	0.9852055	0.0717787	0.2499819	0.7294242	0.5508214	0.6625506	0.4583915	0.3550495	0.1045765	0.6229313	0.8065485	0.6227932	0.7592427	0.6083911	0.9601037	0.5559610	0.8652126	0.3256518	0.6038933	0.1757532	0.4048298	0.8429056	0.7830437	0.0929269
500	0.9461478	0.1565060	0.4951821	0.2074216	0.4055729	0.3081354	0.1803832	0.0787318	0.8945532	0.1953407	0.8867806	0.7584611	0.3491313	0.2722209	0.0708125	0.0236088	0.4516706	0.1091381	0.1749691	0.3648195	0.3546291	0.7052802	0.1863744	0.4883483	0.0318327	1.0690415	0.1017199	0.1835808	0.9057719	0.6227415	0.9905280	0.0097001	0.4393881	0.3466889	1.0058716	0.0351324	0.6090578	0.5244308	0.3063252	0.4135728	0.6347912	0.3002952	0.0540890	0.5263813	0.2837720	0.6056875	0.1378985	0.2000101	0.1189506	0.5466074	0.5817659	0.8334486	0.9846920	0.5717133	0.5280347	0.9817644	0.8942713	0.7329856	0.1199920	0.7529641	0.8272607	0.1167119	0.1515363	0.9482114	0.1557949	0.1959101	0.4899629	0.1294307	0.5535086	0.0399416	0.0755077	0.7065858	0.9024553	0.8165720	0.7843323	0.1685443	0.9986110	0.0813714	0.2231571	0.6653822	0.5832147	0.6879279	0.3680106	0.2859585	0.0886915	0.6095270	0.8455271	0.6078242	0.8490239	0.6277242	0.8660978	0.5567164	0.7656211	0.4208323	0.7132913	0.1891820	0.3672934	0.7798240	0.8758658	0.0518961
550	0.9864286	0.2438567	0.6484430	0.3507236	0.1739008	0.6126798	0.3229437	0.4404957	0.8427545	0.2466490	0.8922014	0.2532079	0.3413880	0.2900114	0.0433386	0.2363670	0.5310713	0.0634607	0.2561065	0.3279354	0.4311429	0.6235630	0.1762214	0.4348739	0.0224079	0.9510503	0.1150942	0.1899218	0.8612481	0.5340608	0.3150109	0.0159080	0.2709288	0.4404599	0.9192128	0.0488815	0.5134735	0.5998951	0.3171954	0.4997750	0.3618190	0.4843509	0.0572137	0.5945879	0.2413605	0.9412236	0.1626284	0.6413048	0.1062151	0.7510915	0.5396877	0.8894205	0.9593246	0.6043674	0.5168550	0.3118255	0.8238285	0.6681975	0.4492756	0.8442078	0.8268874	0.1046643	0.1652872	0.8927874	0.1560794	0.1588458	0.4941096	0.3503235	0.4804098	0.0853855	0.0511582	0.8393800	0.9193466	0.8282452	0.7943086	0.0818418	0.9413337	0.0959462	0.6482803	0.7339977	0.5714319	0.3730474	0.6230462	0.3160258	0.0414835	0.5949200	0.9402200	0.7977358	0.9431798	0.5813428	0.8222038	0.5226917	0.7673336	0.3885430	0.6489019	0.2172884	0.3364609	0.8597188	0.8937318	0.2959247
600	0.9687358	0.2098594	0.7341207	0.5259791	0.1149755	0.5953049	0.4871074	0.5179799	0.7041431	0.2707307	0.7911538	0.1929154	0.3903680	0.3194890	0.0680256	0.2351324	0.7371641	0.0519621	0.2947257	0.2814559	0.4705994	0.4477594	0.1985705	0.4339706	0.0346450	0.8962664	0.1339731	0.1973602	0.8722133	0.5613135	0.1343880	0.0280124	0.2277351	0.4940741	0.9517431	0.0486895	0.5699782	0.7416269	0.3111606	0.4540953	0.2012417	0.7354230	0.0615311	0.7502962	0.3110688	0.9457269	0.1550598	0.7055557	0.1189850	0.8234777	0.5231180	0.9216133	1.0000897	0.7001495	0.3952519	0.1494826	0.8961227	0.5768749	0.5710769	0.8465839	0.7780033	0.0695071	0.1615326	0.8499262	0.1744400	0.1060203	0.4707830	0.5310443	0.4240085	0.0822849	0.0642903	0.8815319	0.9904927	0.6549810	0.8134770	0.0655408	0.8548075	0.1185261	0.8139012	0.7665590	0.4471526	0.4745893	0.7916157	0.3491502	0.0417105	0.6403060	0.9625303	0.9606749	1.0239799	0.6384572	0.8338519	0.2635236	0.6895954	0.3504650	0.6279846	0.2065916	0.3280615	1.0053666	0.7949008	0.2455069
650	0.9536169	0.1713228	0.8030109	0.5595301	0.0943262	0.6103296	0.5931984	0.5668754	0.5782904	0.2639900	0.7132694	0.4129138	0.4795806	0.3142377	0.0721589	0.1710300	0.8787134	0.0418189	0.2800467	0.2778404	0.4501273	0.3486781	0.1915757	0.4181795	0.0434732	0.9002221	0.0949697	0.1919604	0.7613031	0.6057714	0.0641730	0.0240450	0.2233090	0.3120686	1.0407366	0.0519373	0.6232233	0.5597847	0.2706163	0.4382891	0.0703333	0.9099616	0.0634541	0.7118519	0.3237040	0.9286033	0.1333628	0.7231497	0.1464288	0.9506256	0.5704800	0.8909149	0.9466007	0.8260501	0.3428763	0.1804948	0.8887307	0.5665297	0.6873412	0.8622255	0.5701601	0.0360937	0.1730590	0.9579305	0.2455155	0.0619174	0.4429216	0.6817049	0.5182430	0.0618751	0.0591439	0.8971830	0.9907257	0.5690866	0.8357904	0.0483888	0.8207618	0.1507751	0.9246527	0.7051269	0.3812052	0.4231758	0.9396621	0.3712914	0.0137959	0.8035350	0.9257231	0.9354907	0.9646105	0.6922120	0.9795269	0.0793050	0.6422554	0.2797693	0.5700971	0.2366500	0.2840232	1.0384800	0.7596798	0.3242469
700	1.0286980	0.1545048	0.7287395	0.3329880	0.1068460	0.5822241	0.6349474	0.5611854	0.6645333	0.3613852	0.6893954	0.4743448	0.4991740	0.3520729	0.0894182	0.1310005	0.9181597	0.0474620	0.2912286	0.2918140	0.4419390	0.3946246	0.1594730	0.4248780	0.0526577	0.9330162	0.1378813	0.2051589	0.6951333	0.6066511	0.0407823	0.0718603	0.2029812	0.2685562	0.9951174	0.0707537	0.6182660	0.6205471	0.1874742	0.3880342	0.0330409	1.0127011	0.0563698	0.5128548	0.3613714	0.9587563	0.1275653	0.7912803	0.1400097	0.9373956	0.6117910	0.9462100	0.9197078	0.7812745	0.3652153	0.2554557	0.9113487	0.4111498	0.6725943	0.7665344	0.5717075	0.0401496	0.1454333	0.9490519	0.2674586	0.0364614	0.3432315	0.6411755	0.4750735	0.0493593	0.0405600	0.8376812	1.0381967	0.5304973	0.7786079	0.0500948	0.7439240	0.1131402	0.8100878	0.6865686	0.2752333	0.4964494	0.9439265	0.3203324	0.0131461	0.9254404	0.9605385	0.8690053	0.9917910	0.6320073	0.9257559	0.0559734	0.6399929	0.1929318	0.5726723	0.2974357	0.3202043	0.9973201	0.7336381	0.2258456
750	0.9700150	0.2221310	0.7157168	0.5048421	0.1433272	0.4901204	0.6471181	0.6761006	0.6846894	0.3291730	0.7119463	0.4590206	0.5752253	0.3416638	0.0761344	0.1280599	0.8736223	0.0477113	0.3037762	0.3178961	0.4142874	0.4054127	0.1499926	0.4032987	0.0378260	1.0012827	0.1023393	0.2534197	0.7864343	0.5757588	0.0245978	0.0831623	0.1779593	0.2719855	1.0459978	0.1056961	0.6872615	0.7273277	0.1821097	0.3495477	0.0197164	1.0177451	0.0602786	0.5034816	0.4052338	1.0289792	0.1536429	0.7908631	0.1560660	0.9760266	0.5524190	0.9567928	0.9659122	0.8955469	0.4117317	0.3566333	1.0118745	0.5397619	0.5989894	0.8787939	0.5249043	0.0421892	0.1086868	0.8784748	0.3350739	0.0194006	0.3906591	0.5801437	0.4063262	0.0356179	0.0378711	0.8284722	1.0033869	0.5615154	0.7829777	0.0434964	0.7271743	0.1187925	0.8846895	0.6435462	0.2462481	0.5247707	0.8845213	0.3892650	0.0017636	0.9107729	0.9968650	0.8293454	0.9709717	0.6653017	0.9931859	0.0308724	0.6682009	0.1805271	0.5456005	0.3391872	0.3559863	0.9060817	0.7267890	0.3456676
800	1.0341099	0.1455526	0.7410402	0.7111698	0.1601608	0.5460319	0.7041071	0.7135600	0.6399104	0.3460452	0.6886603	0.5196909	0.5528786	0.3532661	0.0672703	0.0840751	0.9608873	0.0539666	0.3204706	0.2528254	0.3702593	0.4065092	0.1548902	0.3786321	0.0361176	0.8984945	0.1056924	0.2656563	0.7982992	0.5793183	0.0211728	0.1053141	0.2010852	0.2421290	0.9765701	0.1124589	0.6794166	0.8064305	0.1566983	0.2789207	0.0336893	0.9552673	0.0743243	0.4742526	0.3898760	1.0739334	0.1430194	0.7443234	0.1560071	0.9531325	0.5571271	1.0082506	0.9499460	0.8380472	0.4025825	0.4107322	1.0129979	0.5674026	0.7198596	0.8498369	0.6023630	0.0428844	0.0915666	0.9054164	0.3933703	0.0331620	0.3706083	0.5285680	0.3767620	0.0504097	0.0200611	0.8772805	0.9734188	0.5559330	0.7804108	0.0486345	0.6994866	0.1234072	0.8604860	0.6546267	0.3008688	0.6590414	0.8580320	0.3732370	0.0213749	1.0053453	0.9650455	0.7922722	1.0358512	0.6362989	0.9696437	0.0538120	0.6085310	0.1806700	0.5202791	0.3679337	0.3575918	0.9973988	0.7671920	0.5485580
850	1.0414465	0.1754133	0.7705950	0.6688945	0.1229786	0.5349344	0.6879346	0.7231710	0.7159672	0.4200483	0.6667533	0.5195774	0.5884286	0.3589709	0.0584665	0.1025567	0.9409571	0.0512418	0.3170429	0.2844635	0.3270181	0.4651480	0.1646482	0.3385584	0.0283410	0.8984929	0.0708069	0.2529952	0.8572184	0.5540329	0.0308360	0.1140199	0.2061349	0.2176664	0.9657967	0.0851439	0.7541813	0.8451187	0.1362946	0.3134110	0.0153356	1.0135311	0.0947446	0.5088024	0.4583794	1.0351193	0.1306863	0.7625060	0.1656048	1.0026056	0.5438136	0.9481058	0.9517205	0.9048486	0.3891425	0.4875596	0.9243979	0.5757274	0.8184691	0.8764066	0.5737473	0.0262637	0.1031279	0.9330878	0.3564385	0.0112268	0.4192868	0.5785730	0.2992081	0.0509116	0.0209846	0.9201439	1.0209424	0.5229710	0.7476060	0.0369266	0.7599838	0.1175121	0.8902792	0.5955988	0.2939511	0.6738160	0.8737196	0.2977829	0.0076036	0.9341596	1.0073640	0.7288361	1.0382159	0.6197693	0.9163627	0.0463284	0.6635594	0.1716184	0.5656497	0.4767041	0.3610772	1.0577504	0.8685960	0.3794473
900	1.0336887	0.2097769	0.8363884	0.5441105	0.1172044	0.4832904	0.6685173	0.7160337	0.7880804	0.4906103	0.7679211	0.6403774	0.6390099	0.2985661	0.0602522	0.0719719	0.9716899	0.0684641	0.3544722	0.2476514	0.2496405	0.4515693	0.2229554	0.3085279	0.0418789	0.9960421	0.0802534	0.1954066	0.8353365	0.6036654	0.0295550	0.1088639	0.1607336	0.1836316	1.0064724	0.0794641	0.6694337	0.8783524	0.1248226	0.3048647	0.0236515	1.0146317	0.0978207	0.4298794	0.4604376	0.9842464	0.0884709	0.8316035	0.1337018	0.9428019	0.5511427	0.9131957	0.8637121	0.9380045	0.3925412	0.3905608	0.9336646	0.5133644	0.8442686	0.8996151	0.5396547	0.0370123	0.1068668	0.8858441	0.3546495	0.0008285	0.4126793	0.7100258	0.2926139	0.0471842	0.0076218	0.9288191	0.9711529	0.4289284	0.7021376	0.0310389	0.8360497	0.1339820	0.8518718	0.5854744	0.3160255	0.6098130	0.9404574	0.4233611	0.0066438	1.0433352	0.9522666	0.7156549	1.0431955	0.6824552	0.8506327	0.0246766	0.6181733	0.1733349	0.6159533	0.4337715	0.3451991	0.9837321	0.8338544	0.3579279
950	0.9952820	0.1489829	0.7732697	0.5647422	0.0994961	0.5087107	0.6813668	0.7221533	0.7822191	0.4139633	0.8093046	0.7008494	0.6211533	0.3214781	0.0890815	0.0978459	0.8756247	0.0574618	0.2828306	0.2675981	0.2704237	0.4952119	0.1961463	0.3027783	0.0554879	0.9791138	0.1039919	0.1843916	0.8681982	0.5864555	0.0355608	0.1786919	0.1552949	0.1993698	1.0185802	0.0805656	0.6802943	0.9027002	0.1110839	0.3175762	0.0186402	0.9454159	0.0970116	0.4171039	0.4491861	0.8980901	0.1374842	0.7768857	0.1049568	0.9615916	0.4759157	0.9248054	0.9689325	1.0068252	0.3892750	0.4594701	0.9340778	0.4975875	0.7982457	0.8327254	0.5853528	0.0364270	0.0913712	0.9392269	0.5726134	0.0102754	0.4297293	0.7532105	0.2407541	0.0590755	0.0088610	0.8238825	1.0335319	0.4306165	0.7258545	0.0316186	0.7477055	0.1393436	0.8055561	0.6409259	0.2858019	0.5244448	0.9273542	0.3634334	0.0085333	0.9767629	0.9763780	0.6332040	0.9918013	0.6592527	0.8552617	0.0327423	0.5959009	0.1846275	0.5954001	0.4968579	0.3353352	0.9878061	0.8668800	0.3015586
1000	0.8894546	0.1510777	0.8409944	0.5152778	0.1192179	0.5366741	0.7506084	0.7703946	0.8522315	0.3828390	0.8423098	0.7292098	0.6397568	0.3464684	0.0846958	0.0884560	0.9660147	0.0450655	0.2815391	0.2645114	0.2784446	0.5413325	0.2684341	0.3099683	0.0439741	0.8524336	0.1160534	0.1880243	0.8543408	0.5697328	0.0313810	0.1305215	0.1857388	0.1446904	0.8751287	0.1035895	0.7034156	0.8883518	0.1156892	0.3692329	0.0100871	0.9327162	0.0843965	0.4601423	0.3584399	0.9130431	0.1133172	0.8656665	0.1022265	0.9663333	0.5035238	1.0260410	0.9192148	1.0045096	0.4395817	0.4345603	0.9358201	0.5366098	0.8181385	0.8076579	0.6348659	0.0444697	0.0844599	0.9410369	0.5078178	0.0146026	0.4519752	0.7069385	0.2461896	0.0413546	0.0094194	0.9115899	1.0769986	0.4030202	0.8305961	0.0363604	0.8248056	0.1781842	0.8466019	0.6944621	0.2149832	0.4200876	0.8588126	0.3539224	0.0092164	1.0098462	0.9873216	0.7108748	1.0401794	0.6940283	0.9326786	0.0543405	0.5877545	0.2015419	0.5629441	0.5295280	0.3623095	1.0260804	0.8474992	0.3543249

0	0.9332762	0.4344039	0.7554114	0.5732191	0.1039706	0.5671353	0.7822723	0.7362823	0.7850069	0.3403568	0.8698171	0.6595116	0.6011234	0.3356337	0.0742460	0.1104477	0.9964412	0.0345383	0.3308682	0.2131819	0.3256352	0.6435328	0.3006082	0.2674340	0.0362710	0.8890456	0.2303236	0.1889810	0.8755514	0.5611002	0.0547145	0.2318729	0.1333792	0.1508875	0.9270400	0.1032093	0.7116221	0.8906909	0.1409161	0.3716415	0.0104279	0.9837396	0.0361015	0.5653280	0.5039488	0.9238184	0.1037301	0.8007286	0.1302539	1.0549915	0.5217706	0.9672496	0.9574344	0.8423515	0.3405612	0.3528273	0.9919130	0.4942104	0.8087587	0.8885691	0.6293153	0.0229638	0.1413390	0.9861343	0.6094056	0.0442425	0.5265373	0.6832397	0.1935242	0.0438732	0.0069933	1.0014871	1.0036248	0.3816239	0.8284930	0.0285965	0.7976974	0.1662620	0.9089490	0.4865908	0.2934438	0.5309882	0.9115039	0.3127006	0.0009298	0.9563734	1.0284619	0.8305441	1.0066860	0.7318101	0.9339682	0.0451929	0.6809808	0.1741303	0.4908452	0.4105916	0.3906745	1.0902222	0.9950289	0.2442262
