"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7438101	1.0128019	0.1732575	0.9521437	0.4643817	0.3522086	0.2235545	0.7456063	0.4662718	0.8635912	1.0122861	0.4428007	0.9470654	0.3491416	0.7558553	0.9737268	0.6117347	0.7535961	0.5105395	0.3411443	0.1733768	0.4523405	0.9590254	0.5707022	0.3993437	0.8761380	0.5657613	0.4275687	0.9471735	0.1566869	0.1673477	0.0938299	0.5270077	0.5596499	0.7630767	0.3613465	0.3288759	0.5534345	0.6876464	0.2750550	0.1424906	0.7028295	0.5518928	0.4043029	0.3461567	0.6459948	1.0215602	0.3018165	0.6451985	0.6047390	0.5763712	0.6932796	0.0054672	0.7265224	0.2740767	0.0304243	0.0047371	0.8469607	0.2813894	0.2286183	0.9161492	0.5020400	0.6811042	0.0009741	0.8935417	0.4707570	1.0142965	0.2060413	1.0182515	0.0582449	0.0589747	0.5739653	0.5411857	0.6959082	0.5419607	0.3168877	0.4557461	0.0448408	0.8635874	0.9057499	0.8648315	0.6567561	0.2691338	0.0850241	0.5942972	0.4801285	0.5750083	0.8781795	0.2899467	0.2254612	0.5716574	0.5523407	0.8466176	0.4471164	0.9844681	0.6869952	0.8306392	0.5488476	0.0183440	0.4117127
500	0.7537209	0.9743706	0.1284298	0.9526231	0.5411993	0.2705884	0.1668799	0.7629143	0.4213091	0.8092891	0.9371393	0.4112650	0.9607510	0.2824709	0.7209093	0.9021548	0.7445245	0.6507460	0.4909584	0.4110728	0.1552912	0.4796436	0.8953950	0.5500189	0.4179946	0.9097063	0.5465235	0.4081207	0.8312921	0.1555687	0.1704612	0.0925361	0.4676806	0.5443301	0.7631070	0.3233878	0.2949562	0.5079681	0.8370061	0.2762928	0.1323119	0.6947086	0.5483201	0.4815575	0.3598588	0.5747821	1.0419423	0.3038444	0.7613897	0.6431881	0.6880254	0.7546239	0.0009629	0.8014685	0.2413395	0.0299446	0.0133875	0.9128777	0.3096875	0.2783732	0.7922652	0.5024683	0.5843618	0.0037332	0.9333308	0.4781559	1.0204510	0.1853889	0.9762209	0.0505423	0.0532269	0.6200703	0.5083305	0.7176447	0.4632642	0.3317899	0.4295291	0.0324322	0.8401356	0.8414183	0.9093940	0.6193374	0.3299832	0.0899746	0.6869595	0.5437663	0.6678108	0.8564661	0.2682860	0.2330595	0.5438232	0.5129079	0.8556336	0.5558352	1.0334209	0.6844578	0.8303756	0.4781551	0.0370734	0.3739332
550	0.6933786	0.9618746	0.1787170	0.7788486	0.4652266	0.3142354	0.1531198	0.7378450	0.4056095	0.8128899	1.0652164	0.5775569	1.0349533	0.2965764	0.7689236	1.0139303	0.6007016	0.6615502	0.4442284	0.2880685	0.1519316	0.4395483	1.0159660	0.5572609	0.5453433	0.8025077	0.4709951	0.4716656	0.8088906	0.1606121	0.4611878	0.1103011	0.4439096	0.4982744	0.7253364	0.6276239	0.3130364	0.3157706	0.6787483	0.2951292	0.2803861	0.7319279	0.6331111	0.7567764	0.3687585	0.5992739	1.1423531	0.6753889	0.7294955	0.5409665	0.6704733	0.7675238	0.0006885	0.7095127	0.1352552	0.0481264	0.0277256	0.9839305	0.2572428	0.2192954	0.7483120	0.5352148	0.6033083	0.0011011	0.9362271	0.4600726	0.9655619	0.1848959	0.9022364	0.0524003	0.1469080	0.5638803	0.5433430	0.7837025	0.4332792	0.2906699	0.5488719	0.0254400	0.8527233	0.9966766	0.9889596	0.5824547	0.2900988	0.1088037	0.6965506	0.6255366	0.5817848	0.8564790	0.2441646	0.2317477	0.4149266	0.2739108	0.5656716	0.5255404	0.9521011	0.5142823	0.8783301	0.5331043	0.0629396	0.3595992
600	0.5866339	0.9313190	0.1999596	0.9403087	0.5292249	0.2988890	0.2227142	0.7225237	0.4764447	0.8438954	1.0607709	0.7834604	1.0417765	0.3498363	0.7669738	1.0092077	0.5196119	0.7292642	0.4606607	0.1447807	0.1463319	0.4171250	0.9907477	0.4863107	0.5191709	0.7635863	0.5301090	0.6036209	0.7994941	0.2051773	0.6260229	0.1169686	0.5096253	0.5862583	0.7749913	0.9446421	0.2226920	0.2761196	0.6463142	0.2679448	0.2841360	0.8431142	0.6752644	0.8518348	0.3285153	0.6642197	1.0246830	0.8505840	0.6879001	0.5172089	0.5933417	0.6577287	0.0051341	0.7437785	0.0562027	0.0303827	0.0258396	0.9518157	0.2048385	0.2514139	0.7443527	0.5136099	0.6360990	0.0000643	0.9603877	0.4830537	1.0001992	0.1758949	0.8160562	0.0813978	0.2609029	0.4153715	0.5747137	0.8783642	0.4712080	0.3672321	0.7086083	0.0089544	0.6513842	0.9784803	0.9493701	0.6133100	0.2688393	0.1925439	0.6667410	0.7861573	0.6800839	0.7836056	0.2386476	0.3327990	0.4471880	0.0863090	0.5297553	0.5230375	0.9040651	0.3317949	0.7978083	0.6197262	0.0967206	0.2383915
650	0.5319045	1.0186088	0.1592374	0.8627327	0.5498083	0.2818685	0.2214679	0.7501964	0.4448008	0.8861365	0.9900834	0.7911743	0.9438611	0.3431438	0.7186210	0.9735171	0.5606898	0.7297442	0.4812193	0.0836621	0.0972951	0.4492032	0.7987384	0.6074300	0.5168924	0.7536251	0.5219492	0.5552841	0.9190887	0.2673488	0.6856404	0.1266808	0.5143902	0.5600918	0.7728502	0.9553208	0.2018241	0.2898534	0.5845854	0.3108819	0.2280110	0.9874667	0.6730067	0.8380231	0.3745312	0.6749334	1.0530803	0.9883433	0.6414231	0.5006224	0.6710060	0.5585500	0.0070548	0.6032207	0.0181535	0.0174778	0.0338482	0.9466338	0.2341060	0.2654852	0.8129692	0.4896645	0.6347033	0.0024484	0.9591687	0.5354999	1.0513087	0.1827151	0.9561029	0.0750124	0.2986439	0.3477626	0.5332968	0.9046746	0.5107577	0.3818812	0.7126676	0.0047698	0.4877693	1.1164399	0.8688817	0.5758332	0.2635598	0.2122852	0.6991307	0.8305685	0.7873641	0.8032730	0.2073953	0.3553756	0.3941322	0.0256470	0.5835903	0.4720553	1.0209795	0.2832808	0.8686318	0.6856147	0.0898379	0.1856087
700	0.5824527	0.9928361	0.2224479	0.8339024	0.5922560	0.3116463	0.1668081	0.7402296	0.4145839	0.8105306	0.9918189	0.8195256	1.0753325	0.3347502	0.7527398	0.9763048	0.5727503	0.7009892	0.4811838	0.0375592	0.0546815	0.4250480	0.8754254	0.5934457	0.5453058	0.5651214	0.5384505	0.6487588	0.9283932	0.3573421	0.9039246	0.1198489	0.5295556	0.5685769	0.7962545	0.8977756	0.2373374	0.4994610	0.6086759	0.3110948	0.2769298	0.9438914	0.7386991	0.8351751	0.3159823	0.6974303	0.9899538	1.0032579	0.6734398	0.5693178	0.6834482	0.5497137	0.0019614	0.5664008	0.0122058	0.0399514	0.0221285	0.8497212	0.2547790	0.3356188	0.8913170	0.5261199	0.5512921	0.0018889	0.9635099	0.4782630	1.0067607	0.2002411	0.9906785	0.0654981	0.3336054	0.2551548	0.5813620	0.9378679	0.4691465	0.4197113	0.8262215	0.0025226	0.3047349	1.0624721	0.8249090	0.6583786	0.2645666	0.2167118	0.8269088	0.8583603	0.7953980	0.8375132	0.2408982	0.3189351	0.2748890	0.0177310	0.5893673	0.4862813	1.0097627	0.2154888	0.8614266	0.7669869	0.1050209	0.1239618
750	0.5737332	1.0143491	0.1952249	0.6855181	0.6446240	0.4010168	0.2276771	0.6955825	0.4908063	0.8984572	1.0390885	0.9227097	0.9603064	0.3132067	0.8072761	1.0470971	0.5111235	0.5766134	0.4203088	0.0360082	0.0696349	0.4440988	0.9116557	0.7119227	0.5251905	0.5073075	0.5554220	0.5011728	0.9707385	0.4045857	1.0710834	0.1492207	0.5312149	0.6264881	0.8130293	0.8135559	0.3490344	0.6218782	0.6400939	0.3120029	0.2665645	0.9784977	0.8433474	1.0146977	0.2252325	0.6580530	0.8944528	1.1428982	0.6553573	0.6744586	0.8075676	0.5508820	0.0019226	0.5634777	0.0225656	0.0282769	0.0556241	0.8701421	0.3036672	0.3198149	0.8731647	0.5206801	0.6271309	0.0017914	0.9586257	0.4229480	0.8950558	0.1894437	1.0140845	0.0488768	0.2708554	0.2563869	0.4994309	0.9345247	0.4914270	0.4254909	0.8394166	0.0013670	0.1807230	1.0275351	0.8825857	0.7011023	0.2553356	0.2088903	0.8317413	0.9100249	0.8085129	0.7462755	0.3494043	0.3335553	0.2788715	0.0189434	0.5855664	0.4156167	0.9334262	0.1789053	0.7800356	0.7800111	0.1178315	0.1262479
800	0.5437861	0.8620260	0.2171072	0.8476634	0.7257727	0.3744309	0.2728339	0.6684365	0.4123240	0.8467734	0.9415052	1.0029312	0.9388503	0.3174099	0.7950154	1.0020911	0.5307828	0.6565569	0.4920341	0.0440612	0.1055492	0.4768506	0.9567334	0.7780851	0.4524035	0.4424171	0.4199433	0.5108821	0.9938675	0.4887844	1.0161498	0.1512521	0.5198611	0.6017381	0.8211850	0.8791476	0.2871996	0.6188224	0.6083271	0.3187751	0.2353324	0.8940168	0.8347569	0.8740099	0.2629412	0.6593591	1.0076437	1.0693333	0.7383589	0.7113296	0.8454695	0.6139026	0.0003042	0.6218258	0.0201074	0.0178425	0.0441276	0.9067215	0.2977640	0.2690501	0.8158961	0.4761569	0.6234235	0.0010837	0.9420963	0.4164787	0.9554509	0.1906300	1.0006919	0.0377741	0.2126623	0.1890439	0.5081368	1.0136335	0.4574616	0.4323049	0.8359587	0.0002272	0.1305148	1.1540295	0.9547522	0.7497499	0.2610879	0.2224299	0.8332201	0.8795494	0.6648321	0.7596839	0.3307583	0.3898196	0.4346465	0.0250566	0.6571361	0.5033003	0.9704913	0.1425076	0.8094417	0.7594458	0.1133696	0.1496804
850	0.5014721	0.8650459	0.2067506	0.7925775	0.7745327	0.3844129	0.2884006	0.6951086	0.4521691	0.8143146	0.9203420	0.9449891	0.8438932	0.3181705	0.7533119	0.9963243	0.5644029	0.5815336	0.5022454	0.0497963	0.1037967	0.5652111	0.9173712	0.8245094	0.4301791	0.4683422	0.4482252	0.5300769	1.0298615	0.5110492	0.9834786	0.1306289	0.5218455	0.6237384	0.7472429	0.9408203	0.3516619	0.6788252	0.5860168	0.3224832	0.2847523	0.9671668	0.8837316	0.9101199	0.2850108	0.6621929	1.0722595	1.0724448	0.6468575	0.7334335	0.7713758	0.5076515	0.0015822	0.5077215	0.0139255	0.0309220	0.0501865	0.9002210	0.3225046	0.3021510	0.6885573	0.4424378	0.5972539	0.0000376	0.9290377	0.3611686	0.9035465	0.1955792	0.9646069	0.0329221	0.1648324	0.2467234	0.5390192	1.0160678	0.4254379	0.4405731	0.8721437	0.0033408	0.1267852	1.0915506	0.8789229	0.7771271	0.3344207	0.1979833	0.7805126	0.9307481	0.4727285	0.7716098	0.3668354	0.3738258	0.5082079	0.0166117	0.7029903	0.4834056	0.9691196	0.2397653	0.8645507	0.7433628	0.1351037	0.1445215
900	0.5557164	0.9831929	0.2156230	0.8341843	0.8129751	0.4302156	0.2615035	0.6350703	0.4867694	0.7637584	1.0231184	0.9050581	1.0383925	0.3445964	0.7706135	1.0272525	0.5197406	0.6306751	0.5059663	0.0472384	0.1634059	0.5179557	0.9310792	0.8839905	0.4999464	0.5131127	0.5121278	0.4679230	0.9563273	0.5001105	1.0285332	0.2077594	0.5123546	0.7169230	0.7158115	0.8219621	0.3271755	0.6066973	0.6560939	0.3009613	0.1940358	0.9119741	0.9059245	1.1139909	0.3139720	0.6983614	1.0304567	1.0628608	0.6894046	0.7619060	0.7892153	0.5087534	0.0000000	0.4683395	0.0206515	0.0272827	0.0536486	0.8454504	0.3996160	0.2798847	0.7650241	0.4678293	0.6980870	0.0005933	0.8926513	0.3590616	0.9668363	0.2076665	0.9355261	0.0390896	0.1619029	0.2223192	0.4959936	1.1035423	0.4369504	0.3724556	0.8480666	0.0098771	0.0836865	1.0167682	0.9502207	0.6603300	0.2566349	0.1940411	0.7413418	1.0327889	0.4964795	0.8069231	0.3890224	0.3590453	0.5583116	0.0302389	0.6620336	0.4217457	1.0467738	0.2693981	0.8500939	0.7341754	0.0979042	0.1684294
950	0.5571240	1.0222562	0.1405817	0.8641522	0.7736988	0.3950544	0.3079645	0.5954522	0.4745343	0.8606433	0.9848115	0.9408708	0.9775043	0.3698711	0.7920875	0.9581608	0.5422815	0.5950652	0.5377096	0.0401188	0.1068709	0.4283532	0.9172437	0.9195507	0.5542961	0.5764119	0.4761412	0.4478330	1.0555614	0.5053194	0.9784245	0.1552199	0.5539942	0.6502016	0.7364687	0.8483270	0.3493122	0.6687415	0.5510464	0.2917523	0.2917808	0.9070628	0.8685010	1.0595693	0.3006667	0.7108389	1.0287372	0.9450207	0.7266479	0.6336092	0.7281338	0.5029302	0.0003653	0.4749818	0.0220356	0.0408445	0.0611592	0.9047637	0.4185496	0.2400878	0.7278739	0.4826096	0.6711077	0.0001823	0.9448925	0.3735264	0.9803299	0.2093079	0.9364925	0.0186560	0.1597851	0.2185089	0.5692814	1.0569789	0.4074310	0.4065617	0.7377318	0.0060199	0.0840999	1.0243341	0.9731592	0.7594009	0.2977202	0.2165503	0.7294643	1.0637571	0.5163744	0.8327568	0.4161894	0.3300133	0.5097884	0.0247372	0.6131751	0.5629668	1.0001236	0.2829639	0.7168031	0.8275823	0.0983272	0.1501285
1000	0.4676214	0.9095175	0.1836917	0.8447119	0.7320868	0.3850783	0.2432886	0.7048686	0.4089531	0.8460079	0.9345202	0.9518137	1.0185687	0.2969977	0.7470755	0.9358644	0.5605371	0.5372248	0.5539866	0.0318646	0.0773342	0.3511053	0.9482081	0.8217726	0.5855371	0.5534556	0.4028154	0.4629904	1.0130208	0.5367354	0.9755789	0.1906692	0.5018067	0.6058628	0.7844050	0.7729808	0.4589349	0.7690413	0.5691500	0.3109716	0.2387948	0.9975128	0.9438904	0.9273353	0.3241591	0.6523258	1.0232038	0.8681256	0.7551605	0.5557274	0.8389204	0.5498975	0.0000000	0.4772024	0.0223687	0.0650089	0.0576985	0.9836585	0.3814893	0.2462442	0.6820930	0.5558474	0.6159073	0.0004388	0.9734661	0.3958525	1.0320193	0.2643528	1.0794465	0.0097413	0.1698324	0.2245046	0.5220144	0.9937907	0.4262007	0.4134478	0.8399964	0.0096975	0.0626655	1.1149030	0.9720062	0.7255287	0.3150234	0.2333037	0.7053529	1.0680289	0.3665436	0.7684619	0.3734211	0.3455274	0.5493314	0.0257518	0.5588434	0.4713224	0.9948434	0.1931426	0.7474561	0.7940593	0.0830311	0.0993809

0	0.4412003	0.9112418	0.2023896	0.8284611	0.7968153	0.4482826	0.2533631	0.6424983	0.4561432	0.7411862	0.8786100	0.8700432	0.9673215	0.3646308	0.7381263	1.0950206	0.5856950	0.6766802	0.5084899	0.0306041	0.1083555	0.4676944	1.1498832	0.7731531	0.4834169	0.5038323	0.3712251	0.4521300	0.9552562	0.5798413	1.0042745	0.1301228	0.4343921	0.6201575	0.8568023	0.9543382	0.3359440	0.6562078	0.6520483	0.2903313	0.2713450	0.8234881	0.8828804	0.9862671	0.2586206	0.6360107	0.9749390	1.0469372	0.7201127	0.6552124	0.8331310	0.6392947	0.0047441	0.3630521	0.0480002	0.0336116	0.0648613	0.9756410	0.3807626	0.2215478	0.7509054	0.6107213	0.6908153	0.0000846	0.9409879	0.5406369	0.9292284	0.1632785	1.0218334	0.0312633	0.2549469	0.3058393	0.5185663	0.8812689	0.3963521	0.4790223	0.9469850	0.0090423	0.1645939	1.0374636	0.8833750	0.7479314	0.2785813	0.2115441	0.6793446	1.0548765	0.3915226	0.8180720	0.3631636	0.3493717	0.4885003	0.0184125	0.6528128	0.5267995	1.0237250	0.2663137	0.9488510	0.7588696	0.0846707	0.2255016
