Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4222461	0.9827846	0.3136517	0.2030387	0.5668179	0.1150852	0.2951670	0.2043045	0.5735567	0.4207457	0.0405345	0.6056930	0.0902905	0.9851739	0.1629784	0.6663011	0.4203915	0.3502790	0.1979733	0.2039400	0.1748156	0.4920505	0.7872795	0.9010926	0.0352293	0.0092146	0.0000614	0.4886498	0.4946794	0.3517256	0.5500223	0.9795829	0.6194953	0.9083788	0.4698845	0.4632330	0.1935527	0.0013510	0.7383403	0.6266329	0.9495689	0.6474519	0.7031650	0.4551871	0.0293162	0.7609737	0.9998316	0.5168205	0.7014621	0.7083271	0.0298042	0.7081729	0.9100628	0.7618386	0.2826928	0.4986184	0.1504630	0.8374964	0.3457914	0.6822591	0.4397675	0.8702573	0.5269556	0.3621111	0.1842275	0.4432095	0.5264661	0.8040500	0.6203044	0.5946834	0.7401479	0.8840423	0.3193545	0.6257120	0.9974327	0.7086109	0.3357454	0.9993020	0.5176267	0.2843791	0.0020179	0.7255787	0.9991907	0.9827295	0.0624457	0.9875247	0.5940764	0.2031080	0.9985111	0.4243947	0.3019728	0.3983566	0.0042112	0.9998431	0.1925988	0.0429566	0.0000630	0.7462404	0.1028864	0.6098382
500	0.4231673	0.9886014	0.2724190	0.1704446	0.5906995	0.1591543	0.4033637	0.1669959	0.6046292	0.4322556	0.0441447	0.6055003	0.0894956	0.9862627	0.1684328	0.7101107	0.3668947	0.3648745	0.2874393	0.2680568	0.1376300	0.4444056	0.7612063	0.9020892	0.0352243	0.0092146	0.0000474	0.4969915	0.4947977	0.3339643	0.6070799	0.9751484	0.5489429	0.9006035	0.4577840	0.1743139	0.1934522	0.0013469	0.7741903	0.7123780	0.9500425	0.5947196	0.7268719	0.4382101	0.0991354	0.7723050	0.9998306	0.5166990	0.6627412	0.8020656	0.0228744	0.6794023	0.9130352	0.7496357	0.3016881	0.4994828	0.0841007	0.8609251	0.3720153	0.7108481	0.4006564	0.8735973	0.5539764	0.3101531	0.1567398	0.4634926	0.5363834	0.8170328	0.6387415	0.5742355	0.7164228	0.9096089	0.2980339	0.5700179	0.9986612	0.7582234	0.3219529	0.9994482	0.5314495	0.2280952	0.0038453	0.6313725	0.9989104	0.9875086	0.1691173	0.9893219	0.6932754	0.2246663	0.9992287	0.4200666	0.2693098	0.3868118	0.0032553	0.9998847	0.1940093	0.0246310	0.0000814	0.7294103	0.0874340	0.5735670
550	0.3534733	0.9883983	0.2530048	0.1433786	0.5454772	0.1973637	0.5802020	0.1353815	0.6203070	0.4062381	0.0515938	0.7252999	0.0899170	0.9686660	0.1635505	0.7491441	0.3167301	0.5889650	0.4061582	0.4676783	0.1090262	0.4140736	0.6916393	0.8763803	0.0515032	0.0092146	0.0000396	0.5095070	0.5074195	0.4869350	0.6517963	0.9259357	0.4769063	0.8954658	0.4567915	0.0513222	0.4762477	0.0012101	0.8193259	0.7876517	0.5543564	0.6140755	0.6537983	0.6329801	0.1560470	0.7752973	0.9996738	0.6964702	0.6138559	0.8839514	0.0167646	0.6639455	0.9196481	0.7404293	0.3069631	0.3701167	0.0511748	0.7948560	0.3680791	0.7149521	0.3690568	0.8754460	0.5217883	0.3078899	0.1602220	0.4908149	0.5391429	0.8178984	0.6811483	0.5361735	0.6919710	0.9210833	0.2429522	0.4936061	0.9685827	0.7805330	0.3341764	0.9996397	0.5812506	0.1988034	0.0065065	0.5110009	0.9983928	0.9900427	0.3668109	0.9576252	0.7626092	0.2469249	0.9992278	0.3825408	0.2387723	0.4411110	0.0202633	0.9999293	0.1961085	0.0189847	0.0001715	0.7080884	0.0651421	0.5364817
600	0.2739812	0.9851202	0.2849152	0.1232669	0.4989370	0.1622246	0.6434866	0.1123140	0.6095534	0.3609794	0.0675766	0.8597225	0.0937568	0.9414431	0.1511928	0.7743032	0.2724927	0.8083619	0.5724936	0.6935748	0.0916508	0.4233603	0.5150861	0.7259771	0.0662825	0.0092146	0.0000365	0.5317422	0.5156864	0.6644415	0.6739298	0.8678474	0.3509731	0.8954913	0.5436614	0.0148219	0.7636994	0.0008075	0.8710079	0.8487172	0.3213135	0.5918420	0.5569095	0.7381790	0.1439498	0.7946804	0.9998342	0.8643831	0.5674893	0.9467077	0.0114914	0.6540032	0.9277363	0.7337424	0.2354183	0.2277510	0.0448183	0.7463764	0.3509097	0.6794924	0.3484162	0.8710450	0.4987031	0.3033292	0.1795588	0.5150136	0.5008494	0.7850980	0.6815169	0.5090405	0.6569950	0.9209416	0.2160143	0.4240870	0.9321091	0.7897511	0.3659751	0.9997872	0.6730051	0.1818839	0.0110548	0.3978018	0.9981842	0.9914957	0.5913373	0.9427601	0.8140339	0.2830667	0.9986641	0.3016201	0.2188461	0.5009036	0.0557277	0.9999683	0.2033043	0.0864487	0.0005343	0.6467241	0.0365329	0.5048692
650	0.2228732	0.9855097	0.3355341	0.1072439	0.4790097	0.0928934	0.6147431	0.1031935	0.5819559	0.3014675	0.1065198	0.9356039	0.1011365	0.8972830	0.1663673	0.7681430	0.2394327	0.9167999	0.7171274	0.8385081	0.0926803	0.4999786	0.3206094	0.5438988	0.0729763	0.0092146	0.0000402	0.5504017	0.5115666	0.7760441	0.6735356	0.7917725	0.2393741	0.9076975	0.7040632	0.0063592	0.9068114	0.0004834	0.9101918	0.8913798	0.2946385	0.5768882	0.5037127	0.7878329	0.1145483	0.8192935	0.9999336	0.9446607	0.5318722	0.9778683	0.0078357	0.6461960	0.9291771	0.7296019	0.1619763	0.1687099	0.0590506	0.7268061	0.3108669	0.5465013	0.3458443	0.8665989	0.4872738	0.2937731	0.2030453	0.5334721	0.4010261	0.6868936	0.6271618	0.4834865	0.6129176	0.9095564	0.2097905	0.3790840	0.9064148	0.7902267	0.4150761	0.9998519	0.7603698	0.1638269	0.0221303	0.3105908	0.9971781	0.9923297	0.7541994	0.9403585	0.8580560	0.3454484	0.9983449	0.2059022	0.2209802	0.5332079	0.1499549	0.9999875	0.2264374	0.1904423	0.0014549	0.5664337	0.0212184	0.4858715
700	0.1878691	0.9894364	0.3728458	0.0950962	0.4707813	0.0518611	0.5646093	0.1091867	0.5502272	0.2261078	0.1478794	0.9716265	0.1173008	0.8140921	0.2398997	0.7173826	0.2278567	0.9598418	0.8092374	0.9123345	0.1249204	0.6154552	0.1882782	0.4209237	0.0755671	0.0092145	0.0000556	0.5500100	0.4906584	0.7956340	0.6452105	0.6872206	0.1749275	0.9250927	0.8296248	0.0047615	0.9657478	0.0003081	0.9325121	0.9146036	0.3183827	0.6021974	0.4763259	0.8275878	0.0941153	0.8401772	0.9999697	0.9781102	0.5100974	0.9902207	0.0045826	0.6387182	0.9220029	0.7280276	0.1184128	0.1667559	0.0802235	0.6993078	0.2493499	0.3513087	0.3749612	0.8760327	0.4604440	0.2910568	0.2313336	0.5481038	0.3233616	0.5267322	0.5403040	0.4664323	0.5793985	0.8942087	0.2075594	0.3600548	0.8815591	0.7860656	0.4816987	0.9998069	0.8104783	0.1480312	0.0332925	0.2433548	0.9926492	0.9921648	0.8482080	0.9402000	0.8889040	0.4257279	0.9981569	0.1588734	0.2661685	0.5504837	0.3054376	0.9999952	0.2670900	0.2628245	0.0035195	0.5004755	0.0158020	0.4751259
750	0.1620216	0.9934678	0.3953896	0.0901292	0.4621628	0.0366116	0.5055111	0.1201150	0.5254553	0.1540933	0.1627908	0.9875002	0.1569560	0.6984373	0.3355406	0.6394826	0.2495980	0.9683208	0.8589091	0.9234002	0.1902394	0.7230002	0.1223903	0.3563036	0.0765118	0.0092145	0.0000911	0.5313452	0.4495293	0.7086695	0.5712683	0.5838618	0.1500987	0.9391535	0.9034895	0.0050116	0.9879422	0.0002264	0.9434205	0.9207419	0.3561261	0.6414068	0.4489287	0.8570084	0.0834031	0.8494976	0.9999816	0.9914207	0.4990277	0.9946695	0.0022930	0.6332332	0.9105854	0.7281942	0.1055148	0.1714016	0.0731340	0.6558820	0.2056250	0.1994834	0.4330701	0.8625665	0.4191036	0.2985392	0.2545741	0.5650043	0.2896996	0.3621840	0.4590665	0.4722826	0.5735279	0.8732019	0.1978516	0.3721071	0.8330490	0.7746820	0.5578391	0.9994613	0.8179592	0.1452539	0.0432277	0.1891382	0.9817688	0.9875824	0.8975823	0.9400034	0.9071285	0.4837178	0.9971932	0.1985054	0.3790186	0.5647671	0.4398060	0.9999979	0.3111026	0.2957426	0.0087047	0.4631366	0.0141634	0.4582577
800	0.1437585	0.9962875	0.4162154	0.0962345	0.4443820	0.0365565	0.4518189	0.1395229	0.5117065	0.1018346	0.1622483	0.9942336	0.2406168	0.5838446	0.4119797	0.5633364	0.3031426	0.9527206	0.8802251	0.8459528	0.2708395	0.8062242	0.0944225	0.3264682	0.0768475	0.0092145	0.0001525	0.5090377	0.4041421	0.5776613	0.4493982	0.5221077	0.1605188	0.9482073	0.9439843	0.0070089	0.9958768	0.0001906	0.9479510	0.9144932	0.3907755	0.6741057	0.4113492	0.8751719	0.0784023	0.8413146	0.9999855	0.9966198	0.4941403	0.9959875	0.0012730	0.6420615	0.8995311	0.7294868	0.1232849	0.1519612	0.0442937	0.6202387	0.1764179	0.1101934	0.4953191	0.8037008	0.3766368	0.3182344	0.2596078	0.5888903	0.2697056	0.2434867	0.4245394	0.5016791	0.5971781	0.8355784	0.1705462	0.4238086	0.7464964	0.7446058	0.6289038	0.9984477	0.7918042	0.1776296	0.0513649	0.1458594	0.9666990	0.9693024	0.9197487	0.9392277	0.9153309	0.4753369	0.9916367	0.3007778	0.5301090	0.5820791	0.5217573	0.9999984	0.3445161	0.2934873	0.0189865	0.4561362	0.0135165	0.4403475
850	0.1328334	0.9979261	0.4505295	0.1139113	0.4149617	0.0496084	0.4055002	0.1928748	0.5050728	0.0703248	0.1583713	0.9970302	0.3715430	0.4952749	0.4600117	0.5039225	0.3712295	0.9186253	0.8777081	0.6860027	0.3458455	0.8634558	0.0835375	0.3137078	0.0769652	0.0092145	0.0002348	0.4936180	0.3679727	0.4947865	0.3221198	0.5267158	0.2015889	0.9535028	0.9676273	0.0116072	0.9986190	0.0001755	0.9488781	0.8895347	0.3978110	0.6960880	0.3682468	0.8849969	0.0761964	0.8180919	0.9999868	0.9986319	0.4923077	0.9954466	0.0010763	0.6815348	0.8901722	0.7340400	0.1589474	0.1186967	0.0281194	0.6086058	0.1465446	0.0676678	0.5469123	0.7417278	0.3415630	0.3452319	0.2443599	0.6170092	0.2482258	0.1753238	0.4541792	0.5356821	0.6447385	0.7628893	0.1242501	0.5173989	0.6516258	0.6996890	0.6878471	0.9975743	0.7482152	0.2648067	0.0563368	0.1144170	0.9527925	0.9341121	0.9216332	0.9380296	0.9145020	0.3996062	0.9749894	0.3991100	0.6471006	0.6010374	0.5639278	0.9999976	0.3648973	0.2594032	0.0328358	0.4724699	0.0136042	0.4305795
900	0.1305636	0.9986469	0.5063599	0.1393404	0.3797427	0.0737572	0.3690357	0.2799241	0.4997015	0.0534381	0.1551429	0.9981776	0.5150915	0.4373574	0.4864523	0.4633175	0.4356827	0.8755556	0.8465140	0.5122400	0.4038866	0.8991101	0.0799658	0.3085158	0.0770063	0.0092145	0.0003246	0.4856628	0.3443019	0.4619847	0.2281330	0.5833695	0.2508114	0.9565127	0.9819715	0.0172134	0.9995446	0.0001696	0.9448515	0.8199074	0.3531340	0.7110764	0.3279110	0.8898662	0.0752528	0.7912121	0.9999872	0.9994113	0.4920668	0.9921668	0.0014987	0.7451127	0.8789779	0.7464918	0.1776427	0.0911159	0.0264469	0.6125044	0.1185136	0.0661431	0.5856855	0.7021890	0.3161412	0.3684362	0.2283088	0.6428727	0.2260410	0.1409151	0.5296737	0.5524807	0.7019387	0.6615630	0.0755493	0.6275591	0.5793271	0.6575083	0.7327541	0.9974001	0.7107929	0.3834844	0.0561013	0.0951188	0.9430543	0.8910506	0.8984409	0.9369622	0.9039812	0.3097608	0.9569071	0.4677473	0.6998979	0.6187171	0.5837489	0.9999959	0.3756939	0.2062989	0.0460202	0.4990633	0.0152053	0.4310444
950	0.1371366	0.9985036	0.5781154	0.1688080	0.3469439	0.1039505	0.3473467	0.3605163	0.4911826	0.0451292	0.1530849	0.9986451	0.6304261	0.4035662	0.4998762	0.4379321	0.4869235	0.8339859	0.7799417	0.3751866	0.4433977	0.9195937	0.0795928	0.3064754	0.0770206	0.0092145	0.0004079	0.4821975	0.3320944	0.4519899	0.1713665	0.6508921	0.2919338	0.9582205	0.9902261	0.0207074	0.9998516	0.0001686	0.9303540	0.7026080	0.2612150	0.7264518	0.2960810	0.8921433	0.0748559	0.7697890	0.9999874	0.9997260	0.4932718	0.9828453	0.0026751	0.8070958	0.8622380	0.7677832	0.1712192	0.0754570	0.0331167	0.6198439	0.1002998	0.1191838	0.6016667	0.6828192	0.2992809	0.3833896	0.2267252	0.6616097	0.2067227	0.1248459	0.6142752	0.5431688	0.7506544	0.5666065	0.0401417	0.7184956	0.5360284	0.6252169	0.7634785	0.9973107	0.6969593	0.4969043	0.0497575	0.0877756	0.9374037	0.8495016	0.8240285	0.9363279	0.8834109	0.2446287	0.9467828	0.5107602	0.6874423	0.6340543	0.5925777	0.9999938	0.3808700	0.1609548	0.0546282	0.5249186	0.0194510	0.4399507
1000	0.1483660	0.9972735	0.6508317	0.2034917	0.3213477	0.1379854	0.3368105	0.4130636	0.4797246	0.0413795	0.1519032	0.9988347	0.7049863	0.3853857	0.5063314	0.4230986	0.5232996	0.8003549	0.6817818	0.2845725	0.4678819	0.9304611	0.0804167	0.3056938	0.0770256	0.0092145	0.0004752	0.4808302	0.3291636	0.4492860	0.1406359	0.7051942	0.3246396	0.9591845	0.9946273	0.0213842	0.9999521	0.0001720	0.9049530	0.5760491	0.1659114	0.7520036	0.2754731	0.8931673	0.0746905	0.7564742	0.9999874	0.9998687	0.4969887	0.9620448	0.0051029	0.8510810	0.8419760	0.7920943	0.1601115	0.0697897	0.0445299	0.6273058	0.0916603	0.2150226	0.5909411	0.6762815	0.2888220	0.3924698	0.2373657	0.6706265	0.1927217	0.1179545	0.6817877	0.5150600	0.7837865	0.5026994	0.0197999	0.7777272	0.5155586	0.6061111	0.7807932	0.9969457	0.7043043	0.5865729	0.0404147	0.0916994	0.9345332	0.8140311	0.6802084	0.9360831	0.8550722	0.2077186	0.9425645	0.5367521	0.6397275	0.6467400	0.5963699	0.9999918	0.3831664	0.1363724	0.0553021	0.5451308	0.0266258	0.4505193

0	0.1640601	0.8138564	0.7248652	0.7017500	0.3243597	0.4687499	0.3291570	0.4657425	0.4501519	0.0396565	0.1507047	0.9989634	0.7894300	0.3679655	0.5116735	0.4076541	0.5800892	0.7409522	0.2901552	0.1722627	0.4953834	0.9386497	0.0829337	0.3052289	0.0770282	0.0092145	0.0005927	0.4800317	0.3501265	0.2687887	0.1165280	0.8902598	0.5875480	0.9603103	0.9986560	0.0126986	1.0000000	0.0002095	0.8508331	0.0177939	0.0328664	0.9416802	0.6632327	0.8939408	0.0745791	0.6796298	0.9999875	0.9999999	0.6024572	0.7855204	0.0428311	0.8847929	0.7165605	0.8957495	0.2551169	0.0652619	0.0649009	0.4925569	0.1163913	0.4499491	0.4958659	0.6830129	0.2760853	0.4677298	0.2803823	0.5639016	0.1785798	0.1236282	0.8072875	0.7132047	0.8267778	0.4100082	0.0015789	0.8454117	0.6104328	0.6741005	0.7096657	0.9987333	0.7204329	0.8572863	0.0024048	0.1952831	0.9322522	0.6969259	0.1862098	0.9362678	0.6692813	0.1020655	0.9184149	0.5705036	0.4759262	0.6723747	0.5989822	0.9999977	0.3847079	0.1622192	0.0085858	0.6298152	0.0410345	0.4686589
