Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
450	0.7736854	0.8424657	0.4456760	0.5513827	0.9995863	0.7730566	0.9276508	0.6882172	0.7394516	0.0760478	0.5198659	0.8873455	0.6402853	0.4377312	0.8199296	0.9995096	0.6738062	0.9999503	0.2754475	0.4866954	0.0463432	0.9992928	0.2587811	0.5303377	0.7411273	0.6296734	0.8707949	0.4950847	0.6430273	0.7570830	0.5964046	0.2954460	0.0714073	0.3777518	0.0169208	0.0188555	0.6239082	0.5352280	0.9791986	0.1141137	0.6491697	0.1889808	0.7048705	0.0332801	0.5150418	0.1276067	0.4654500	0.4281077	0.0716400	0.5433505	0.1955422	0.9945281	0.4571058	0.2981599	0.9313702	0.4490671	0.6066952	0.1989399	0.0124533	0.9995371	0.9856176	0.3221661	0.8541331	0.8385385	0.7737988	0.9291826	0.3433962	0.0246679	0.7330030	0.0374121	0.8782250	0.3531670	0.8032321	0.1425259	0.4650760	0.0103909	0.6059541	0.0144304	0.0190292	0.8769114	0.9377607	0.4555585	0.0056444	0.1465129	0.3178186	0.8243785	0.7173001	0.2390968	0.2858161	0.9767316	0.4341254	0.6443868	0.0309716	0.8648425	0.7721524	0.5137564	1.0000000	0.1594719	0.7743635	0.9999902
500	0.7748204	0.8437834	0.4466578	0.5526985	0.9998138	0.7719998	0.9270446	0.6879157	0.7503482	0.0757052	0.5191787	0.8877590	0.6407397	0.4376966	0.8199517	0.9996099	0.6737458	0.9999437	0.2715003	0.4862678	0.0463406	0.9992687	0.2588252	0.5314434	0.7411805	0.6270487	0.8679578	0.4945505	0.6433544	0.7569761	0.5977172	0.2954753	0.0714073	0.3778976	0.0169213	0.0186383	0.6239427	0.5352349	0.9792006	0.1144179	0.6554155	0.1855778	0.7012567	0.0340644	0.5158085	0.1273306	0.4658114	0.4285655	0.0715211	0.5432334	0.1971028	0.9944697	0.4593915	0.2979073	0.9315654	0.4486303	0.6020646	0.1991836	0.0125558	0.9998142	0.9855722	0.3228909	0.8532971	0.8408756	0.7739690	0.9291245	0.3433311	0.0248729	0.7335069	0.0372692	0.8787397	0.3514410	0.8017079	0.1427911	0.4653739	0.0107154	0.6014961	0.0143585	0.0191510	0.8776622	0.9376604	0.4566570	0.0056579	0.1465999	0.3177879	0.8247735	0.7184223	0.2402062	0.2859434	0.9771076	0.4351182	0.6437565	0.0313383	0.8676237	0.7730398	0.5135613	1.0000000	0.1603978	0.7752317	0.9999963
550	0.7535445	0.8489172	0.4471141	0.5431711	0.9382116	0.7736174	0.9108868	0.7680939	0.7617120	0.0713489	0.5019847	0.8910722	0.6852868	0.4369152	0.8229724	0.9356615	0.6737726	0.9998213	0.2834295	0.4861603	0.0463423	0.9992864	0.2043949	0.5354691	0.6797342	0.6252601	0.8755756	0.6482656	0.6438328	0.7318462	0.5959561	0.1863145	0.0714073	0.3772759	0.0169225	0.0556704	0.3772004	0.5313348	0.9662580	0.1430739	0.6651084	0.1824930	0.6993824	0.0362845	0.4968027	0.3926998	0.4661250	0.4293680	0.0741745	0.4764615	0.1959194	0.9943621	0.4692859	0.3005212	0.9387334	0.4547118	0.5996606	0.2014103	0.0124618	0.9999125	0.9857371	0.3199883	0.8879670	0.8458857	0.7740350	0.9251399	0.3445422	0.0259089	0.7382322	0.0873381	0.8780929	0.3506104	0.7775760	0.1450906	0.4646606	0.0612755	0.5904903	0.0135132	0.0192077	0.8781286	0.9369082	0.4610115	0.0054011	0.1777779	0.6207947	0.8250662	0.7193070	0.2407057	0.3611362	0.9775951	0.4308121	0.7502566	0.0501917	0.8422571	0.7437430	0.3676589	1.0000000	0.1533851	0.6999416	0.9886327
600	0.6498518	0.8629123	0.4452975	0.4970008	0.8637288	0.8035857	0.9213942	0.8695050	0.8112541	0.0542814	0.5320535	0.9054978	0.7379667	0.4349607	0.8304340	0.8593130	0.6739062	0.9984597	0.3886194	0.4863594	0.0463633	0.9994339	0.1410237	0.5521764	0.6083759	0.6257857	0.9100145	0.8134966	0.6443359	0.7053551	0.5916167	0.1076368	0.0714073	0.3733321	0.0169338	0.1570177	0.2021510	0.5249573	0.9722988	0.1132833	0.6757483	0.1804897	0.6997202	0.0394939	0.3803447	0.6701432	0.4663588	0.4307157	0.0904577	0.4202919	0.2140271	0.9940464	0.4770539	0.3137243	0.9549204	0.4801743	0.6247700	0.2109312	0.0121301	0.9997172	0.9866406	0.3136118	0.9235429	0.8451754	0.7737769	0.9232134	0.3485007	0.0460052	0.7576106	0.1405856	0.8728847	0.3518783	0.7724965	0.1414369	0.4678790	0.1166466	0.5755452	0.0087405	0.0189344	0.8810300	0.9337889	0.4805877	0.0044043	0.2181315	0.8437101	0.8290450	0.7232147	0.2400362	0.4368710	0.9781211	0.4082230	0.8418924	0.0702909	0.8043396	0.6971944	0.2108281	1.0000000	0.1176971	0.5750640	0.9784178
650	0.5478118	0.8739254	0.4274621	0.4330098	0.8172664	0.8592620	0.9435053	0.9342846	0.8911594	0.0377217	0.5879591	0.9223843	0.7697161	0.4350357	0.8429831	0.8137729	0.6742949	0.9973947	0.5756086	0.4869302	0.0464244	0.9996257	0.1044424	0.5696359	0.5674501	0.6300979	0.9446219	0.9076424	0.6447378	0.6916264	0.5858536	0.0797516	0.0714073	0.3667240	0.0169492	0.3498693	0.1332397	0.5281509	0.9800957	0.0725137	0.6846541	0.1800483	0.7021610	0.0327338	0.2520751	0.8176092	0.4664082	0.4286526	0.1160174	0.3957670	0.3357623	0.9938001	0.4817114	0.3314782	0.9637369	0.5055542	0.7268748	0.2201296	0.0121383	0.9969945	0.9872981	0.2958755	0.9437076	0.8069151	0.7727538	0.9312684	0.3512492	0.0985555	0.7803894	0.1658098	0.8532475	0.3578347	0.7983979	0.1323187	0.4682346	0.1485423	0.6095696	0.0044153	0.0183896	0.8899194	0.9311571	0.5054245	0.0034635	0.2413272	0.9310918	0.8464884	0.7075892	0.2367980	0.4735443	0.9732493	0.3807011	0.8612460	0.0795413	0.7257661	0.6547062	0.1311384	1.0000000	0.0769073	0.3715185	0.9735209
700	0.4909481	0.8782537	0.3841173	0.3783905	0.7925298	0.9064259	0.9594707	0.9687471	0.9484482	0.0279349	0.6283043	0.9345710	0.7851174	0.4370691	0.8573080	0.7913344	0.6749413	0.9977483	0.7450222	0.4878253	0.0465305	0.9997727	0.0872397	0.5795103	0.5482559	0.6361522	0.9674010	0.9556784	0.6449442	0.6858511	0.5801414	0.0711719	0.0714072	0.3596732	0.0169494	0.5555090	0.1096225	0.5345506	0.9837407	0.0486228	0.6896349	0.1812651	0.7060549	0.0212172	0.1708779	0.8849865	0.4661966	0.4209089	0.1392819	0.3858901	0.4573944	0.9937605	0.4844601	0.3448935	0.9653867	0.5217581	0.8114651	0.2241683	0.0123366	0.9834987	0.9858459	0.2689017	0.9593838	0.7542023	0.7712178	0.9436354	0.3534960	0.1512033	0.7972544	0.1710562	0.8008082	0.3672448	0.8312846	0.1240591	0.3672703	0.1621684	0.6889105	0.0021695	0.0178122	0.9015838	0.9304548	0.5233779	0.0028838	0.2419210	0.9590142	0.8696805	0.5849445	0.2308898	0.4840146	0.9593115	0.3598887	0.8509670	0.0810397	0.6453400	0.6135869	0.0985582	1.0000000	0.0477145	0.1962433	0.9713948
750	0.4654170	0.8755545	0.3316733	0.3415766	0.7802518	0.9365874	0.9681871	0.9855868	0.9779760	0.0234257	0.6503131	0.9415388	0.7908537	0.4396858	0.8690242	0.7813191	0.6756350	0.9984708	0.8555045	0.4888112	0.0466522	0.9998622	0.0803193	0.5835615	0.5401047	0.6416469	0.9799677	0.9788414	0.6449095	0.6838009	0.5758885	0.0686992	0.0714071	0.3537176	0.0169358	0.6979736	0.1031425	0.5390570	0.9850541	0.0375341	0.6894915	0.1838353	0.7103998	0.0124033	0.1288220	0.9141553	0.4657067	0.4095505	0.1553666	0.3820983	0.5256458	0.9938437	0.4855440	0.3517463	0.9641519	0.5304091	0.8580850	0.2245766	0.0122392	0.9552558	0.9821181	0.2438450	0.9705711	0.7164307	0.7698419	0.9522995	0.3574962	0.1849649	0.8070682	0.1644495	0.7083872	0.3764702	0.8570349	0.1191749	0.2340155	0.1661090	0.7663806	0.0012192	0.0173382	0.9111328	0.9309545	0.5314883	0.0025795	0.2246430	0.9648924	0.8835765	0.4372814	0.2243687	0.4806023	0.9462993	0.3473847	0.8389683	0.0792312	0.6018770	0.5705421	0.0867226	1.0000000	0.0304412	0.1513950	0.9704883
800	0.4543326	0.8669877	0.2873945	0.3198316	0.7743905	0.9534681	0.9724344	0.9934269	0.9911287	0.0217466	0.6609262	0.9448972	0.7916286	0.4420170	0.8765190	0.7771617	0.6761828	0.9990293	0.9161295	0.4896448	0.0467654	0.9999105	0.0779369	0.5847789	0.5368890	0.6456732	0.9863117	0.9894934	0.6446434	0.6832861	0.5741139	0.0680133	0.0714070	0.3494677	0.0169193	0.7739463	0.1022092	0.5413305	0.9854883	0.0329034	0.6842772	0.1871210	0.7141076	0.0074170	0.1088914	0.9265225	0.4649962	0.3982434	0.1648216	0.3808200	0.5557075	0.9939557	0.4855932	0.3543076	0.9626180	0.5346469	0.8840224	0.2237130	0.0118127	0.9221638	0.9783741	0.2263447	0.9771897	0.6961073	0.7689678	0.9566556	0.3646422	0.2015042	0.8118042	0.1537689	0.6085467	0.3831713	0.8734845	0.1165233	0.1793265	0.1667661	0.8171775	0.0008529	0.0169929	0.9162101	0.9317563	0.5319487	0.0024305	0.2014774	0.9643035	0.8872285	0.3378101	0.2188979	0.4726117	0.9389525	0.3411640	0.8318140	0.0767922	0.5833041	0.5310512	0.0828254	1.0000000	0.0212420	0.1425861	0.9701024
850	0.4484890	0.8550379	0.2567917	0.3079855	0.7716583	0.9621878	0.9743997	0.9969669	0.9965496	0.0213002	0.6656821	0.9461791	0.7902999	0.4437464	0.8803719	0.7755528	0.6765063	0.9993642	0.9461374	0.4902202	0.0468608	0.9999349	0.0772404	0.5847696	0.5357583	0.6482808	0.9893612	0.9942069	0.6442083	0.6833137	0.5752363	0.0678267	0.0714070	0.3468519	0.0169065	0.8076334	0.1025867	0.5423030	0.9856306	0.0311549	0.6752924	0.1902969	0.7162693	0.0049952	0.0998567	0.9317447	0.4642160	0.3893210	0.1697699	0.3805140	0.5656708	0.9940508	0.4852948	0.3550559	0.9616231	0.5366360	0.9001928	0.2227809	0.0113155	0.8947504	0.9759836	0.2160237	0.9807743	0.6866119	0.7685709	0.9585231	0.3746674	0.2076118	0.8135536	0.1443124	0.5336159	0.3872004	0.8829155	0.1145695	0.1632617	0.1667241	0.8442101	0.0007173	0.0167586	0.9170755	0.9324150	0.5282759	0.0023599	0.1812314	0.9626217	0.8859661	0.2820176	0.2149792	0.4650999	0.9355746	0.3388272	0.8285174	0.0747647	0.5761551	0.5007845	0.0816455	1.0000000	0.0166179	0.1411884	0.9699391
900	0.4441049	0.8425514	0.2380729	0.3018662	0.7704042	0.9664093	0.9752864	0.9985325	0.9986798	0.0212879	0.6676790	0.9464097	0.7884219	0.4448939	0.8818623	0.7749765	0.6766222	0.9995431	0.9599836	0.4905537	0.0469351	0.9999465	0.0770868	0.5841857	0.5354732	0.6498433	0.9907846	0.9962259	0.6437091	0.6834634	0.5789851	0.0677762	0.0714069	0.3454765	0.0168984	0.8202460	0.1030311	0.5426835	0.9856779	0.0306371	0.6647944	0.1925535	0.7163609	0.0039257	0.0958575	0.9339706	0.4635225	0.3833130	0.1721132	0.3805180	0.5665719	0.9941160	0.4849838	0.3552251	0.9611934	0.5375499	0.9108976	0.2221228	0.0109201	0.8764385	0.9748545	0.2105516	0.9826842	0.6825508	0.7684826	0.9592565	0.3856755	0.2086202	0.8137892	0.1377802	0.4887137	0.3893626	0.8879856	0.1125464	0.1586303	0.1666336	0.8569495	0.0006671	0.0166147	0.9152678	0.9328250	0.5233974	0.0023268	0.1668964	0.9611178	0.8836724	0.2527110	0.2124338	0.4597156	0.9341611	0.3385144	0.8272387	0.0733503	0.5735580	0.4807819	0.0812376	1.0000000	0.0143602	0.1417400	0.9698716
950	0.4400873	0.8316511	0.2275020	0.2988195	0.7698343	0.9683028	0.9756808	0.9992147	0.9994900	0.0213801	0.6684517	0.9461901	0.7867087	0.4456085	0.8821845	0.7747835	0.6765944	0.9996327	0.9660372	0.4907143	0.0469853	0.9999519	0.0770799	0.5833066	0.5354882	0.6507303	0.9914357	0.9970606	0.6432719	0.6835788	0.5844441	0.0677624	0.0714069	0.3448997	0.0168941	0.8240446	0.1033126	0.5428247	0.9856923	0.0306245	0.6554471	0.1933091	0.7143618	0.0034926	0.0941099	0.9349394	0.4629995	0.3797202	0.1731221	0.3805711	0.5641733	0.9941513	0.4847104	0.3552326	0.9611301	0.5379609	0.9178930	0.2217359	0.0106594	0.8659049	0.9744617	0.2078448	0.9837177	0.6809609	0.7685436	0.9595284	0.3954295	0.2075236	0.8133956	0.1338986	0.4652329	0.3904501	0.8905977	0.1103839	0.1571843	0.1665925	0.8623926	0.0006477	0.0165474	0.9124112	0.9330260	0.5190272	0.0023110	0.1580124	0.9598541	0.8818127	0.2377247	0.2108904	0.4563978	0.9336069	0.3390311	0.8268136	0.0724485	0.5726490	0.4689777	0.0809419	1.0000000	0.0132795	0.1428757	0.9698453
1000	0.4364071	0.8232923	0.2218486	0.2973424	0.7695772	0.9690584	0.9758545	0.9995089	0.9997905	0.0214677	0.6687164	0.9458393	0.7853921	0.4460326	0.8822054	0.7747157	0.6764956	0.9996758	0.9685649	0.4907764	0.0470094	0.9999542	0.0770993	0.5823049	0.5355477	0.6512107	0.9917287	0.9973866	0.6430124	0.6836232	0.5902447	0.0677585	0.0714069	0.3447659	0.0168919	0.8247444	0.1034588	0.5428741	0.9856941	0.0307849	0.6496362	0.1923713	0.7107660	0.0033400	0.0933509	0.9353733	0.4626560	0.3777673	0.1735238	0.3805929	0.5612533	0.9941614	0.4844262	0.3551954	0.9612425	0.5381362	0.9222558	0.2215364	0.0105043	0.8605330	0.9743934	0.2065655	0.9842851	0.6804197	0.7686525	0.9596241	0.4026980	0.2056861	0.8128402	0.1318469	0.4538957	0.3909790	0.8919004	0.1083922	0.1567300	0.1665914	0.8644135	0.0006396	0.0165454	0.9096133	0.9330910	0.5158063	0.0023031	0.1530138	0.9587240	0.8806006	0.2301574	0.2100089	0.4545566	0.9334125	0.3397248	0.8266906	0.0719022	0.5723394	0.4625980	0.0805879	1.0000000	0.0127766	0.1439944	0.9698361

0	0.4260815	0.8085027	0.2160190	0.2960335	0.7693707	0.9697285	0.9759881	0.9997272	0.9999586	0.0216117	0.6688260	0.9448055	0.7833108	0.4461421	0.8860420	0.7746155	0.6763328	0.9997117	0.9701820	0.4909607	0.0468947	0.9999563	0.0771239	0.5782613	0.5347444	0.6516063	0.9919563	0.9975484	0.6445151	0.6834519	0.5897851	0.0677579	0.0714069	0.3454216	0.0168901	0.8239775	0.1035683	0.5428800	0.9856827	0.0306405	0.6796158	0.1799099	0.7001021	0.0033131	0.0927565	0.9358665	0.4623352	0.3758568	0.1739552	0.3804681	0.5567191	0.9940778	0.4829398	0.3549975	0.9618501	0.5381912	0.9278534	0.2214306	0.0103136	0.8571648	0.9746011	0.2055782	0.9849484	0.6798929	0.7689296	0.9596632	0.4134878	0.1979409	0.8113203	0.1306273	0.4426856	0.3914678	0.8931400	0.1097058	0.1568842	0.1665386	0.8650809	0.0006330	0.0168870	0.9035227	0.9328887	0.5112456	0.0022983	0.1481761	0.9542743	0.8787356	0.2226054	0.2090930	0.4526728	0.9334592	0.3408241	0.8266014	0.0712015	0.5721880	0.4567987	0.0795212	1.0000000	0.0124632	0.1463727	0.9698363
