"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6238734	0.5460880	0.2098376	0.3504533	0.1073068	0.1414645	0.1818878	0.0020734	0.5992727	0.2176330	0.6687452	0.5308345	0.2912611	0.2821038	0.2342219	0.6890725	0.1165524	0.6280264	0.4619238	0.0905457	0.3290643	0.1309889	0.1393476	0.6947102	0.4771711	0.5238100	0.4257945	0.5818534	0.3411299	0.3233094	0.1060966	0.5613564	0.5493034	0.1871962	0.1014669	0.5323173	0.5012562	0.6969496	0.4413123	0.6277458	0.7780765	0.4573944	0.1111688	0.4930663	0.0402985	0.2599722	0.3357447	0.6241249	0.3674334	0.2687302	0.6470978	0.2604941	0.5669560	0.4522959	0.0016793	0.1502675	0.0244653	0.1230155	0.4329846	0.3589346	0.3264821	0.5050234	0.0785571	0.0237256	0.0528803	0.2847706	0.0098108	0.5288877	0.4889943	0.3242214	0.0572482	0.0061247	0.2386539	0.1342494	0.0006684	0.0500354	0.3455477	0.1969365	0.4076087	0.0031957	0.3536351	0.6356857	0.1727131	0.4779544	0.5851057	0.1365090	0.1747237	0.4399551	0.5701205	0.4856429	0.4645786	0.0192118	0.5233781	0.1041257	0.0138329	0.5193151	0.0302186	0.5483560	0.1565216	0.1177894
500	0.3855800	0.5050585	0.3054446	0.2974254	0.1016721	0.1440280	0.1916552	0.0028101	0.5303585	0.2273754	0.6365384	0.4628073	0.3674296	0.3237990	0.2354665	0.5063619	0.1222191	0.6579484	0.5162793	0.0833982	0.3076859	0.1204274	0.1572925	0.6217858	0.6135795	0.5752986	0.4754474	0.5893940	0.2814615	0.3555344	0.0902613	0.5483583	0.7533086	0.2765100	0.0735064	0.6207250	0.5699183	0.6285695	0.5368628	0.5823622	0.6170004	0.4954639	0.0713211	0.4786567	0.0354286	0.3001794	0.3730661	0.5613008	0.5949882	0.2736912	0.6303860	0.3669187	0.4999345	0.3946467	0.0052096	0.1578429	0.0426092	0.1498979	0.5256324	0.2576153	0.2887043	0.5120634	0.1312709	0.0032561	0.0884120	0.3275347	0.0082487	0.5326906	0.4599381	0.4004086	0.1225843	0.0038170	0.3123977	0.0917102	0.0046797	0.0695916	0.3942201	0.1603997	0.5129881	0.0063236	0.3729168	0.6348247	0.1333186	0.4375969	0.6278326	0.1570118	0.1305061	0.3917145	0.4258114	0.5080074	0.3922146	0.0271172	0.5051297	0.1277690	0.0322865	0.5885127	0.0488702	0.4785804	0.1938591	0.1027929
550	0.4230632	0.4875089	0.3717324	0.3025220	0.1292144	0.1277370	0.1868731	0.0689649	0.5360110	0.2253077	0.5662331	0.3551875	0.3111438	0.2703155	0.2480264	0.4132335	0.0787540	0.6411717	0.5059602	0.1563073	0.4401280	0.1004137	0.2287858	0.5846800	0.6052149	0.6430915	0.4273936	0.4714413	0.3346715	0.3674693	0.1810266	0.4980872	0.5935187	0.3413931	0.0766294	0.5583588	0.5107480	0.6599390	0.4924492	0.4493664	0.7220759	0.6123872	0.1283102	0.3965054	0.0551771	0.2687215	0.3612413	0.5957465	0.5048916	0.2959700	0.6321507	0.3902878	0.4732940	0.2963480	0.0017573	0.1011333	0.0724761	0.1085431	0.5117743	0.4007986	0.2004417	0.4797367	0.0903456	0.0205089	0.1421855	0.1809715	0.0336670	0.5843362	0.5477383	0.4786574	0.0739259	0.0004673	0.2758950	0.0447193	0.0047813	0.0754049	0.2870749	0.2999176	0.5482053	0.0082071	0.4030714	0.5900300	0.1451512	0.4360140	0.6128333	0.1519907	0.1638693	0.4728817	0.4544563	0.3882111	0.4353443	0.0150943	0.4585937	0.1257380	0.0607605	0.5499418	0.0349846	0.5387938	0.2030025	0.1490300
600	0.5156403	0.2324214	0.4321328	0.2745384	0.1367206	0.1757807	0.1793334	0.0748421	0.5144445	0.2473166	0.5533564	0.4012052	0.3213976	0.1852852	0.2683730	0.4740632	0.0794551	0.6582339	0.4318683	0.1448294	0.3771016	0.1545827	0.2401480	0.6253289	0.4961578	0.4835954	0.3466170	0.1957705	0.3886901	0.3526289	0.1283219	0.3752422	0.5659656	0.3353698	0.1163112	0.5961729	0.4810572	0.6340078	0.5478995	0.3694408	0.5991937	0.3872969	0.1337307	0.4585381	0.0297926	0.2467239	0.3774946	0.4895295	0.5138891	0.3132324	0.6395045	0.3735335	0.5078932	0.1775711	0.0007811	0.0937743	0.0720591	0.1163971	0.5439527	0.3062567	0.1607788	0.2473606	0.1001870	0.0189364	0.1591226	0.2095423	0.0505541	0.4167660	0.5083138	0.4168997	0.0596360	0.0005209	0.2605414	0.0364680	0.0053647	0.0604689	0.3421757	0.2818090	0.4563806	0.0087772	0.3644285	0.5715413	0.1278389	0.4152599	0.6588327	0.1445797	0.1870675	0.4605584	0.4690165	0.4119683	0.4682123	0.0159387	0.4800391	0.0968950	0.0427308	0.6758480	0.0858541	0.4426576	0.2015703	0.2234873
650	0.5298652	0.1014115	0.4520788	0.3281891	0.1150418	0.1010824	0.1256290	0.1090650	0.6178182	0.3305316	0.5740012	0.4828445	0.3023803	0.1558083	0.2601530	0.3683815	0.0748211	0.6620499	0.3017672	0.1267101	0.3558331	0.1628368	0.2609110	0.5307192	0.6352239	0.4473521	0.3296951	0.1544850	0.4140618	0.3599676	0.1686051	0.3027494	0.6280644	0.2533924	0.1190527	0.5218317	0.4861329	0.6724807	0.4238523	0.2585746	0.4305336	0.2588879	0.1464336	0.5253492	0.0288803	0.1920267	0.3708009	0.4184522	0.3512463	0.3436169	0.6443959	0.3502407	0.5173862	0.2142017	0.0030444	0.0546277	0.0539430	0.1018805	0.5789611	0.1922486	0.1997521	0.3602496	0.1523976	0.0282160	0.2080866	0.1566190	0.1617775	0.5071583	0.6042371	0.5233972	0.0480800	0.0057951	0.3319313	0.0788877	0.0034200	0.0993239	0.2215087	0.2428214	0.5367416	0.0057225	0.3099536	0.5229237	0.2316026	0.5166750	0.4954929	0.1437829	0.3693876	0.4821912	0.4950748	0.3609442	0.5186257	0.0440401	0.6170252	0.0582081	0.1179194	0.4449741	0.2813105	0.3470827	0.2247495	0.1570877
700	0.4429209	0.1526453	0.3563946	0.4106851	0.1977127	0.1039182	0.1387570	0.0731136	0.5419158	0.2611652	0.6976041	0.2398648	0.3490261	0.1652179	0.2153064	0.3539068	0.0929651	0.4128228	0.2080882	0.1901621	0.3855500	0.1488163	0.2623660	0.6037611	0.5017815	0.2979299	0.1704276	0.0779725	0.4036388	0.4655026	0.0737230	0.3250223	0.6220700	0.2838320	0.1451495	0.5302540	0.4239394	0.6690070	0.2815005	0.2698364	0.5172392	0.2459303	0.2040268	0.4885250	0.0487106	0.3507697	0.3126627	0.4743836	0.3774421	0.3533609	0.6095057	0.2887154	0.4352996	0.1465180	0.0002654	0.0636887	0.0593507	0.1141664	0.4521135	0.1381783	0.1754271	0.2908553	0.1868170	0.0314395	0.2322169	0.1861967	0.2203669	0.4313701	0.5527920	0.4704805	0.0679110	0.0060125	0.4021694	0.0431701	0.0082653	0.0902975	0.2041928	0.3027944	0.4637673	0.0070041	0.3295980	0.5378620	0.3679435	0.4262460	0.5599754	0.0910569	0.4573315	0.4049064	0.3811293	0.4545825	0.5276816	0.0795503	0.4584475	0.0867056	0.1275954	0.5591920	0.4230831	0.3591538	0.4214181	0.1706389
750	0.5085564	0.1520369	0.5152091	0.3718425	0.3279966	0.0896321	0.1344409	0.0936266	0.5912277	0.2949161	0.6393468	0.1542534	0.4314093	0.1673792	0.1191119	0.2783451	0.1137203	0.2256308	0.1318540	0.1971856	0.3844739	0.1388698	0.2236030	0.6570512	0.5214270	0.2306549	0.1074025	0.0645301	0.3822253	0.3393267	0.0819064	0.3030754	0.5709121	0.3513132	0.1795239	0.4575303	0.4696907	0.5555042	0.2900876	0.2282521	0.4994424	0.1695061	0.1770048	0.6175178	0.0100021	0.2445348	0.4435862	0.3792295	0.4162710	0.3312993	0.6299234	0.3433726	0.4980920	0.1271206	0.0010638	0.1022246	0.0709999	0.1507421	0.4885054	0.1055520	0.1692575	0.2152520	0.1149087	0.0234136	0.3468123	0.1293084	0.2944913	0.4621009	0.4725730	0.4360999	0.0795493	0.0047618	0.3562265	0.0921652	0.0035758	0.0626463	0.3007541	0.3340476	0.4115402	0.0136491	0.3147041	0.5163396	0.4005797	0.5651490	0.6506683	0.0487267	0.4122391	0.4081304	0.3644832	0.3982070	0.5630510	0.1431187	0.5117008	0.1130832	0.2054363	0.4916682	0.5469410	0.4130606	0.3841238	0.1440167
800	0.5882038	0.1294916	0.5329644	0.4040768	0.2093428	0.1464752	0.1672679	0.1097640	0.4912344	0.3064778	0.5991080	0.1204966	0.4950542	0.0676062	0.0403984	0.3015482	0.1402545	0.2494885	0.0955170	0.1999029	0.2740006	0.2529388	0.3421806	0.6427258	0.2843235	0.1715835	0.1153631	0.0647242	0.4859759	0.3410606	0.0552682	0.2322816	0.5667727	0.3218546	0.2785168	0.5128872	0.5608868	0.7353397	0.2838289	0.2178072	0.4805356	0.0867678	0.1759916	0.5011310	0.0298761	0.2884496	0.4117405	0.4117589	0.4449055	0.3234923	0.7366823	0.2818002	0.6939311	0.1011684	0.0002386	0.0706904	0.0551204	0.0861441	0.5125070	0.1438946	0.1000918	0.2900864	0.1486029	0.0562403	0.2906926	0.1276284	0.3093750	0.3944907	0.4540285	0.4600249	0.0406366	0.0091577	0.4074944	0.1559477	0.0057976	0.0806503	0.3499871	0.3399330	0.3775179	0.0230808	0.3334046	0.3816619	0.4866188	0.5535750	0.5055046	0.0519294	0.4883366	0.3802080	0.3719882	0.3719919	0.5492243	0.0972132	0.4635571	0.0773902	0.3062869	0.4265884	0.5260641	0.3449415	0.4198637	0.1443201
850	0.5699886	0.1688182	0.4587870	0.4477905	0.2600195	0.0996925	0.0926768	0.0466885	0.5048945	0.3635125	0.6029173	0.1001967	0.3982585	0.1143280	0.0442274	0.2862454	0.1675497	0.1253979	0.0720729	0.1156166	0.2023904	0.3802603	0.3723315	0.6860990	0.1547171	0.1035492	0.1251999	0.1043647	0.3772725	0.3049175	0.0325502	0.1472671	0.4935234	0.3602966	0.2743911	0.5453162	0.5413264	0.5065822	0.1555057	0.3083175	0.4478913	0.0775723	0.3300925	0.5660456	0.0096425	0.1674529	0.4915716	0.3972906	0.3082379	0.3164259	0.6436539	0.2467673	0.5320930	0.1384369	0.0004391	0.0602911	0.1430853	0.1058420	0.4763128	0.1570143	0.1000298	0.3384577	0.1255273	0.1263334	0.2779125	0.1327625	0.3472442	0.4252524	0.5007710	0.3909434	0.0161763	0.0187281	0.4928855	0.1458721	0.0354108	0.1475674	0.3496715	0.3528066	0.4287299	0.0072763	0.3258849	0.4881857	0.4341374	0.4466117	0.4896778	0.0234743	0.4730316	0.4275499	0.2837842	0.4094002	0.5731299	0.1869913	0.5050272	0.0768569	0.2303274	0.4026990	0.5615557	0.2565140	0.4304105	0.1454961
900	0.4992997	0.1152603	0.4178999	0.3806063	0.3604570	0.1219445	0.1176070	0.0570222	0.6280975	0.3843765	0.7096831	0.0573819	0.5065162	0.0454195	0.1071550	0.2414437	0.1653283	0.1949605	0.1066988	0.1227881	0.2947058	0.4385642	0.2752346	0.5557709	0.1814224	0.0509981	0.1853778	0.0815159	0.3768308	0.3457798	0.0517194	0.1277273	0.6647969	0.3521621	0.4041060	0.4838702	0.5773263	0.2734699	0.1230421	0.1902553	0.4469420	0.0412857	0.2326780	0.5431505	0.0215664	0.1503818	0.4530404	0.3644136	0.2511015	0.2865840	0.7805756	0.2142045	0.6624099	0.0716861	0.0005898	0.0975180	0.0273125	0.1802246	0.4449985	0.1559428	0.1699961	0.3349616	0.0846469	0.1111985	0.3090199	0.2026411	0.2496526	0.3692710	0.4781399	0.3552748	0.0042349	0.0236258	0.4377077	0.1899157	0.0272157	0.1920834	0.3761686	0.3654812	0.5068998	0.0128114	0.3176565	0.6228067	0.5361412	0.3946833	0.5652680	0.0244533	0.4068425	0.4222748	0.3251132	0.4264699	0.5156394	0.2538382	0.4823454	0.0650990	0.1905860	0.4106098	0.4466583	0.3152912	0.4388765	0.1594789
950	0.6107520	0.1215349	0.6476465	0.3726326	0.3908646	0.1054325	0.1041870	0.0902384	0.6891986	0.4013499	0.5935512	0.0614801	0.5027620	0.0390665	0.0526368	0.3531038	0.1093756	0.2065842	0.1079069	0.0574712	0.1685851	0.5939673	0.3711242	0.5839235	0.0909040	0.0692503	0.1676290	0.1767236	0.2898109	0.3556624	0.0366757	0.0890704	0.6601905	0.3394956	0.4025692	0.6257322	0.5571398	0.2819548	0.1459557	0.2528628	0.4419412	0.0789717	0.2359801	0.6338575	0.0065226	0.1390585	0.5445610	0.3027334	0.2796040	0.4055786	0.6979993	0.1235761	0.6398342	0.1557303	0.0002948	0.0468939	0.0417012	0.1015063	0.4868677	0.1523030	0.1481026	0.4044275	0.0658001	0.1648934	0.2667433	0.1253254	0.2660559	0.3984987	0.3607232	0.3324133	0.0048042	0.0238298	0.4883025	0.1495569	0.0150375	0.2778193	0.5280268	0.3872004	0.4016572	0.0088765	0.3605803	0.3976750	0.4455699	0.4384468	0.5103846	0.0283091	0.4704951	0.3672139	0.4194868	0.4881683	0.4384958	0.1828353	0.4985560	0.0480835	0.3152879	0.3798056	0.6316806	0.2818753	0.6433550	0.1661040
1000	0.6261663	0.0903856	0.6092093	0.2586596	0.3418556	0.0857019	0.0831063	0.1024454	0.5520691	0.3592514	0.6567020	0.0749967	0.5263592	0.0385124	0.0812324	0.3801860	0.1010058	0.1746350	0.0764532	0.0549652	0.1151097	0.5839713	0.2627941	0.5583717	0.0749447	0.0931397	0.1441004	0.0745135	0.4155837	0.4648986	0.0462235	0.0437578	0.5469685	0.4979689	0.4449876	0.7339553	0.7188526	0.2691777	0.0958543	0.2269522	0.3144238	0.1487719	0.2637199	0.7074803	0.0061738	0.1152775	0.5329835	0.2565568	0.2383753	0.3629266	0.6096907	0.1571265	0.5324759	0.2252482	0.0010541	0.0997283	0.0537627	0.0873681	0.5374980	0.1415396	0.0921141	0.3363041	0.0922733	0.1274609	0.2479460	0.1724088	0.2522589	0.3770652	0.3687165	0.1432602	0.0043696	0.0630592	0.5027339	0.1633794	0.0613163	0.4126286	0.3947642	0.4337631	0.4128962	0.0101590	0.3443643	0.4538480	0.3760704	0.3573421	0.4335639	0.0375812	0.5185072	0.3964571	0.4639244	0.4566287	0.4718268	0.2754797	0.5456523	0.0457764	0.2058923	0.4101238	0.6350033	0.2729137	0.5270172	0.2124640

0	0.2570213	0.3297309	0.5908519	0.2114673	0.3889114	0.1589935	0.1292079	0.2688790	0.4206247	0.5601226	0.5923893	0.1505072	0.5123814	0.0180515	0.0377543	0.7791627	0.0391447	0.0571164	0.0959762	0.0044459	0.1244323	0.7607159	0.3356507	0.6190185	0.1086084	0.0993673	0.1062167	0.0241418	0.0553873	0.0510008	0.0244015	0.0112038	0.6348787	0.0238697	0.3347288	0.5513185	0.6429856	0.0656863	0.1194302	0.2517825	0.5041168	0.4239886	0.2945465	0.5997324	0.0431744	0.1009314	0.6249136	0.4389967	0.3932944	0.2760338	0.6095467	0.1959693	0.5069705	0.4031710	0.0010709	0.2376242	0.0055028	0.1112825	0.5011130	0.2984510	0.0162868	0.1884236	0.0332174	0.0073421	0.2556445	0.3016944	0.6771101	0.0945120	0.5713846	0.0850975	0.0030118	0.0592451	0.3181796	0.1385613	0.1872720	0.2855628	0.2489672	0.3083481	0.4923941	0.0028989	0.3295472	0.4689031	0.4317627	0.5342322	0.5653218	0.1928051	0.6252720	0.5334924	0.5894289	0.4922074	0.5010972	0.0384550	0.5619289	0.0007346	0.5590151	0.5017466	0.5453075	0.3630764	0.6251194	0.1565146
