Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
450	0.6843105	0.8087707	0.4727176	0.4857012	0.9858819	0.7562893	0.9119849	0.6647804	0.4340577	0.0773171	0.5170433	0.8117197	0.6095818	0.4265882	0.7218085	1.0238486	0.6773075	1.0066887	0.2618758	0.5068549	0.0638536	1.0788705	0.2783263	0.4670116	0.7375192	0.6936201	0.9314312	0.5466408	0.6306030	0.7032832	0.5083362	0.3155210	0.0494297	0.3898470	0.0135935	0.0233004	0.5938893	0.7000505	0.9990741	0.1115267	0.7482267	0.1668912	0.7129456	0.0387373	0.5581146	0.1346059	0.4409275	0.4195776	0.0298804	0.5144678	0.2631118	1.0385171	0.4846243	0.2878076	0.9195929	0.3816937	0.5908714	0.1949394	0.0186255	1.0545135	1.0489064	0.5048562	0.8458169	0.8584011	0.7653581	0.9902093	0.3584264	0.0412406	0.6463738	0.0324846	0.9319550	0.3182669	0.7884232	0.1726159	0.4109501	0.0212618	0.5793881	0.0054249	0.0225900	0.8100673	0.9964453	0.4166240	0.0085020	0.1390361	0.3495382	0.8174484	0.6100399	0.2392138	0.3010664	0.9803572	0.4323289	0.5822696	0.0249577	0.8702042	0.8222232	0.5403023	0.9818762	0.1516341	0.7875112	0.8982400
500	0.7596233	0.8007224	0.4734614	0.5186343	0.9734998	0.7901832	0.9732515	0.7109328	0.3951402	0.0672071	0.6165747	0.8995100	0.6253324	0.4478539	0.6885044	1.0140440	0.6575493	1.0212825	0.2641234	0.5301102	0.0392039	1.0430157	0.2408757	0.4284006	0.7756736	0.6058875	0.9006457	0.5169790	0.6530620	0.7782872	0.5876264	0.2579466	0.0688824	0.3946370	0.0096197	0.0165887	0.6361854	0.6111614	0.9936880	0.0951920	0.7349631	0.1960444	0.7611354	0.0294026	0.5858585	0.1246926	0.4171930	0.4366987	0.0511525	0.5150544	0.2097096	1.0035410	0.4951482	0.3111690	0.9243049	0.4245752	0.6173731	0.1966149	0.0168498	1.0120670	1.0108357	0.4716391	0.8211910	0.9836110	0.7797573	0.8890971	0.3083177	0.0352101	0.7398241	0.0397781	0.9368282	0.3316689	0.8371760	0.1306513	0.4900053	0.0186057	0.5123135	0.0050673	0.0268156	0.7942515	0.8996551	0.4122233	0.0023548	0.1636585	0.3819948	0.8224515	0.6777177	0.2623399	0.3155415	0.9768457	0.4606531	0.6609383	0.0194137	0.8697581	0.8236396	0.5220075	1.0065023	0.1423784	0.7068611	1.0069328
550	0.6997475	0.8785726	0.4364365	0.4862926	0.8823696	0.7592837	0.9571830	0.8489117	0.7520814	0.0666894	0.4454505	0.8473458	0.7182601	0.5354660	0.7230043	0.8094292	0.6566468	1.1676092	0.2538810	0.5516415	0.0508760	0.9764982	0.1632247	0.5112353	0.6312993	0.6099441	0.9679226	0.7759194	0.6242244	0.7297377	0.5078978	0.0826730	0.0652677	0.3844550	0.0117293	0.1023655	0.2888041	0.5648255	0.9310597	0.1288118	0.6357080	0.2163008	0.7986544	0.0342224	0.4762253	0.7715879	0.4228233	0.4496739	0.0934091	0.4425039	0.1770898	1.0163228	0.4349098	0.3550937	0.9457100	0.4218506	0.6291467	0.2199710	0.0082061	1.0202347	0.9784601	0.4454181	0.9209208	0.8930069	0.7743977	0.9462547	0.3049500	0.0328057	0.7759946	0.1629570	0.9698355	0.3287482	0.8105547	0.1701430	0.4248283	0.1273500	0.5264132	0.0067498	0.0181986	0.8768010	0.9361100	0.5195597	0.0069197	0.2302041	0.7700480	0.7913914	0.7616400	0.2316167	0.4541380	0.9893509	0.4753295	0.8460914	0.0783461	0.8460920	0.7044865	0.2247667	0.9476730	0.1151766	0.6241503	0.9204062
600	0.4954852	0.9051240	0.4617250	0.4723458	0.8419208	0.7902569	0.9552912	0.9587744	0.8902328	0.0546718	0.6100551	0.9187810	0.7933750	0.4788504	0.7554269	0.8463599	0.6282456	1.0395662	0.4006674	0.5677589	0.0557129	0.9104344	0.1193032	0.5094014	0.5673064	0.5525742	0.9429851	0.9698303	0.6800722	0.7219590	0.6289679	0.0795138	0.0567922	0.4018297	0.0149076	0.2888417	0.1655105	0.4767846	0.9047280	0.0803969	0.5661503	0.1733450	0.7161156	0.0298878	0.2745620	0.9415322	0.4586671	0.5087652	0.0939649	0.4211190	0.2311790	1.0711269	0.4828490	0.4351873	0.9678326	0.4853899	0.6874964	0.2189969	0.0089489	0.9152898	0.9487208	0.3724319	1.0041655	0.8118221	0.8419901	0.9196789	0.3966179	0.1266045	0.7871236	0.1821925	0.9595815	0.3618036	0.8816482	0.0998280	0.5137714	0.1399496	0.5830737	0.0045878	0.0121995	0.7984476	0.9102511	0.5120918	0.0061719	0.2425951	0.9286678	0.8340975	0.7217229	0.2190037	0.5030793	1.0074804	0.4115908	0.8380692	0.1026332	0.7855398	0.6078224	0.1144626	0.9746194	0.0802903	0.4998582	1.0049748
650	0.4481261	0.9224688	0.4041277	0.4297825	0.8780115	0.8545281	0.8935176	1.0562912	1.0552273	0.0373164	0.6617224	0.9497948	0.7904580	0.4559313	0.7854348	0.7957769	0.6810650	1.0259619	0.6556555	0.5227089	0.0476050	0.9492617	0.0619418	0.4928889	0.5025220	0.5778968	0.9893512	0.9356083	0.6277343	0.7182906	0.6447578	0.0682358	0.0645955	0.3631564	0.0169123	0.5659416	0.1264236	0.4846240	1.0392104	0.0525921	0.5869401	0.1965474	0.7077081	0.0214153	0.1596097	0.8575081	0.5295767	0.4695638	0.0989487	0.3842010	0.4748688	0.8495162	0.4414562	0.3679801	0.9792947	0.5434237	0.7418471	0.2122044	0.0188989	1.0105735	0.9146048	0.3558717	0.9596436	0.7710959	0.7859336	0.9570631	0.3830574	0.1903079	0.7910515	0.1970984	0.8580754	0.3904778	0.8935106	0.0697908	0.4649982	0.2334996	0.6577715	0.0045594	0.0146947	0.9279776	0.8598693	0.5383520	0.0037628	0.2498858	1.0016171	0.9539254	0.6200750	0.2157635	0.5321431	0.9453847	0.3654988	0.8408845	0.1136091	0.6201651	0.5586522	0.0920233	0.9232238	0.0439730	0.3100073	1.0494850
700	0.3784747	0.8879984	0.3188009	0.4185821	0.7650880	0.9359061	0.9427928	0.9354838	1.0386508	0.0201324	0.7241464	0.9483965	0.7344374	0.4705709	0.8379641	0.8158054	0.6544113	1.0048987	0.8568751	0.4843875	0.0479386	0.9381392	0.0775738	0.6023138	0.4839328	0.6694075	1.0147646	0.9659094	0.6494654	0.7111013	0.6583881	0.0641279	0.0649210	0.3856633	0.0243645	0.7321662	0.0939708	0.5722103	1.0652305	0.0469684	0.4869512	0.2058948	0.6714100	0.0136016	0.1016439	0.9525527	0.4708812	0.4458466	0.1017576	0.3898458	0.6002438	0.9413637	0.4844947	0.3897572	0.9958008	0.5949831	0.8275706	0.1576177	0.0135313	0.9438372	0.9351303	0.2820623	0.9592399	0.7477691	0.7315781	0.8934026	0.3734536	0.2400642	0.8812461	0.1794384	0.8116787	0.3461748	0.9004530	0.1118006	0.2715127	0.1908665	0.7990920	0.0050392	0.0144896	0.9330961	0.9265048	0.5245622	0.0123105	0.2037581	0.9905205	0.9692559	0.5221138	0.2620297	0.5298450	0.9205200	0.3599895	0.7773605	0.0591321	0.5416588	0.5055802	0.1063534	0.8924921	0.0297348	0.1638929	0.9928303
750	0.4353584	0.8854288	0.2600237	0.3832852	0.7594221	0.9535999	0.9864263	1.0214667	1.0612083	0.0234724	0.6538108	0.9102597	0.7608950	0.4246060	0.9556332	0.8018427	0.6786787	1.0480099	0.9546511	0.4275575	0.0758650	0.9809967	0.1024035	0.5921635	0.4685187	0.6437283	1.0053666	1.0186492	0.6994022	0.7228937	0.6199860	0.0790140	0.0563457	0.3968491	0.0265698	0.7311496	0.1198278	0.4701294	0.9078416	0.0372742	0.5920885	0.1847455	0.6571599	0.0095990	0.1023871	0.9292102	0.4376169	0.4104769	0.1597144	0.3690652	0.5915188	1.0317455	0.4828488	0.3851162	0.9846527	0.5612855	0.9217499	0.2177220	0.0137099	0.9382393	1.0036548	0.2626603	0.9478695	0.6798862	0.7171971	0.9467703	0.3546238	0.2333974	0.8191053	0.1820519	0.5759286	0.3682570	0.9140211	0.0986704	0.1768202	0.1695755	0.7543002	0.0069514	0.0141208	0.9974393	0.9234826	0.5226642	0.0041948	0.2095927	0.9955023	0.8678097	0.3939190	0.2254793	0.5383554	0.8368534	0.3268949	0.7750973	0.0715614	0.5592517	0.5061301	0.0496476	0.9779211	0.0160755	0.1633783	0.9548853
800	0.4370241	0.7782074	0.2735266	0.2244862	0.7695039	0.9895636	1.0055449	1.0117027	1.1348266	0.0172865	0.6249083	0.9122716	0.7878443	0.4803444	0.8817843	0.7797066	0.6635629	0.9668699	0.9716540	0.4400343	0.0664400	1.0202319	0.0753990	0.5709186	0.4432981	0.6493239	1.0785804	0.9928777	0.6443584	0.7116389	0.6659637	0.0756052	0.0665568	0.4033711	0.0076228	0.7516007	0.0841709	0.5043638	0.9927938	0.0221137	0.6734095	0.1270733	0.6859452	0.0112528	0.1223372	0.9694754	0.4587353	0.4039676	0.1772245	0.3899752	0.5881634	0.9421211	0.3947062	0.3900052	0.9105621	0.5000597	0.8779867	0.2296423	0.0094979	0.9134935	1.0671514	0.2180362	0.9596975	0.6353276	0.7165968	0.9137107	0.3803693	0.1478246	0.8204126	0.1607925	0.4797209	0.3894092	0.8389029	0.0838911	0.1834466	0.2000946	0.9016195	0.0025674	0.0159215	0.9189325	0.9170972	0.5661661	0.0016600	0.1862144	0.9361953	0.9298396	0.3131799	0.1968547	0.5606031	0.9223875	0.3055257	0.8489089	0.0882172	0.5196886	0.4655834	0.0598362	0.9426085	0.0200496	0.2046241	0.9170164
850	0.4226284	0.7710915	0.2492697	0.2912382	0.7428751	1.0189686	0.9768729	0.9708327	1.0568721	0.0141390	0.7228874	0.9161368	0.7677117	0.4409235	0.8751596	0.7584443	0.6211643	0.9451094	0.9119357	0.4760720	0.0482699	1.0452977	0.0508453	0.5808137	0.4932759	0.6154713	1.0035390	0.9899112	0.6823995	0.7370273	0.6502932	0.0946288	0.0678320	0.3516471	0.0190550	0.7645169	0.0958742	0.6005348	1.0466019	0.0229676	0.7890920	0.1383728	0.6558414	0.0070076	0.0839423	1.0042549	0.4877264	0.4143702	0.1472842	0.3874899	0.6164009	0.9813102	0.4653926	0.4023943	0.9951800	0.5254780	0.9113039	0.2111595	0.0068942	0.8929769	1.0516728	0.1790273	1.0241323	0.6084753	0.7543082	0.8584679	0.3427944	0.1626737	0.7902976	0.1025392	0.4940500	0.4510428	0.8701796	0.1482875	0.1947656	0.1487158	0.9044437	0.0004365	0.0172614	0.9174961	0.8920928	0.5883232	0.0019664	0.1757254	0.9304877	0.7991032	0.2628311	0.2041509	0.5181412	0.8669343	0.3149309	0.8261350	0.0648295	0.4654187	0.4169707	0.0805268	0.9492687	0.0240515	0.1961379	0.9674726
900	0.4088050	0.7741899	0.2205718	0.1902181	0.7177123	0.9837665	0.9684497	1.0059456	0.9898416	0.0168819	0.7191255	0.8876577	0.6642234	0.5475449	0.8311020	0.7734892	0.6512559	0.9890785	0.9990998	0.4404934	0.0530112	1.1482247	0.0766201	0.6114522	0.5339127	0.6830841	0.9798838	0.9015253	0.7264684	0.6517616	0.6179090	0.0880583	0.0441514	0.2945871	0.0142719	0.7795889	0.0957532	0.6390476	0.9772324	0.0302771	0.7608963	0.1535330	0.6493396	0.0039751	0.0814852	1.0562335	0.4893288	0.3603339	0.1648382	0.3219891	0.5014011	0.9958750	0.4765119	0.3601292	0.9660944	0.4795715	0.9142737	0.1894068	0.0052057	0.8375512	1.0764252	0.1818559	0.9852784	0.6401110	0.7507699	0.9637687	0.3956451	0.1680686	0.7943733	0.0992276	0.4749428	0.4486963	0.9120937	0.2570398	0.1824642	0.1492534	0.9230324	0.0001081	0.0176025	0.9228988	0.8706811	0.5565743	0.0065691	0.1618761	0.9840182	0.8210250	0.2223475	0.2160333	0.4289497	0.8917960	0.3478151	0.8949642	0.0446596	0.4966920	0.4392923	0.0682450	0.9847529	0.0202220	0.1725355	1.0124982
950	0.4260273	0.8481254	0.1723160	0.3045841	0.7332830	0.9300780	0.9555170	0.9821065	0.9845327	0.0260129	0.6236356	0.9058329	0.6050815	0.4661812	0.8568073	0.7384698	0.5780002	0.9239122	0.9467796	0.5230603	0.0597058	1.0676053	0.0715702	0.5732521	0.5655838	0.6932627	0.9383374	0.9495423	0.6813230	0.6609787	0.5073823	0.0650475	0.0626962	0.3208483	0.0229152	0.7484614	0.1130480	0.5551208	0.9449758	0.0283249	0.7735818	0.1192229	0.7357218	0.0107107	0.0878971	1.0321271	0.5239403	0.3696465	0.2408422	0.3018589	0.4792944	1.0412958	0.4290876	0.3447049	1.0540838	0.4844545	0.9327504	0.2365982	0.0090935	0.8838447	1.0533596	0.2201871	1.0607040	0.7166756	0.8236906	0.9335118	0.3767129	0.2103199	0.7691181	0.1128964	0.4441751	0.3573130	0.9350958	0.1865412	0.2066803	0.1772577	0.8720865	0.0028287	0.0153486	1.0307943	0.8825911	0.5964820	0.0030141	0.1472071	0.9617638	0.8176237	0.1981902	0.2247444	0.4123544	0.8640060	0.3111764	0.7739167	0.0680331	0.5770746	0.4030730	0.0750467	0.9721323	0.0148855	0.1538275	0.9682842
1000	0.4568005	0.8132977	0.1485212	0.3084424	0.7523921	0.9751223	0.9633993	0.9516857	0.9390738	0.0261854	0.6534702	0.8528504	0.6798080	0.4262145	0.9904861	0.7645314	0.6144314	0.9636827	0.8741015	0.5574610	0.0569206	1.0424416	0.0738873	0.5498511	0.5228787	0.6488773	0.8963672	0.9777944	0.6660235	0.5684697	0.4823065	0.0694677	0.0694819	0.3956473	0.0128779	0.8069124	0.0742365	0.5207421	0.9782817	0.0200035	0.8482727	0.1480429	0.7787406	0.0062462	0.1133204	0.9840773	0.5264858	0.3049656	0.2566970	0.2920355	0.4521008	1.0738834	0.3928647	0.4157953	0.9505677	0.5610419	0.8417327	0.2569603	0.0067301	0.8689634	0.9912084	0.2143476	1.0276608	0.7188722	0.8696736	0.9391800	0.4651855	0.2747831	0.7897829	0.1383333	0.4400985	0.3650032	0.8511485	0.1332347	0.1848791	0.2278976	0.8503230	0.0004895	0.0060943	1.0297814	0.9603047	0.5491974	0.0034645	0.1511493	0.9580447	0.8528141	0.2237989	0.2078983	0.3701052	0.9160128	0.3510380	0.7524914	0.0357819	0.6038810	0.4242252	0.0820736	0.9746940	0.0124714	0.1538951	0.9627964

0	0.4616313	0.8341268	0.2137017	0.3122990	0.7708578	0.9134576	0.9626092	1.0868831	0.9777318	0.0224725	0.6906423	0.9787841	0.7533445	0.4503868	0.8542691	0.7930729	0.6735012	1.0059856	0.9329610	0.5195994	0.0623491	0.9693677	0.1223400	0.5762474	0.5499653	0.5774504	0.9250965	1.0603064	0.6674725	0.6333429	0.6708443	0.0741676	0.0632983	0.3198835	0.0169828	0.8703975	0.0810300	0.4464897	0.9334919	0.0204387	0.6038307	0.2054171	0.6671286	0.0028640	0.0882313	0.9894002	0.4261388	0.3929683	0.1216487	0.3911159	0.6136838	1.0727650	0.5299163	0.3356117	1.0325758	0.5801285	1.0098543	0.1988294	0.0187994	0.8291195	0.9829654	0.2198256	1.0426922	0.7037664	0.8094021	0.9769464	0.4161847	0.2176823	0.8758015	0.1475034	0.4365961	0.3952448	0.8972063	0.0888935	0.1722915	0.1995079	0.9867773	0.0010524	0.0118918	0.9079081	0.8498061	0.4804488	0.0032635	0.1315320	0.9477101	0.8400075	0.2402590	0.2130520	0.4996406	0.9139282	0.3299365	0.8038753	0.0625227	0.6238185	0.4706580	0.0722606	1.0285629	0.0112092	0.1221791	1.0100492
