"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.9639862	0.0174280	0.9696813	0.2883353	0.0534706	0.3819892	0.9957892	0.8273096	0.4744232	0.2223378	0.9466072	0.8126005	0.4747845	0.7345655	0.9917950	0.0932754	0.4321138	0.1298940	0.5735051	0.3402411	0.3850384	0.0552903	0.7492781	0.8776868	0.2711447	0.9845723	0.9999998	0.6418817	0.7261285	0.4391439	0.9389138	0.5911857	0.0408123	0.9337701	0.9422570	0.4203780	0.3156852	0.9448397	0.7467193	0.5761476	0.9956612	0.8586778	0.8560603	0.2711930	0.9593735	0.5355725	0.2365186	0.9996921	0.3773124	0.5953182	0.6584124	0.4310756	0.1847709	0.0176045	0.9999955	0.9997102	0.2141527	0.5623503	0.0042165	0.0292389	0.8451507	0.3187248	0.5527784	0.6310847	0.9999743	0.4947873	0.7435755	0.8390840	0.9813109	0.5530001	0.1698607	0.6020268	0.8933538	0.6263761	0.2184236	0.8238099	0.0537805	0.1221063	0.0009722	0.7974328	0.0984379	0.7171641	0.5810366	0.4044901	0.5838657	0.5515310	0.0159679	0.4411867	0.5734993	0.4700127	0.8843983	0.0265058	0.8555423	0.5353033	0.0856900	0.5815755	0.3676027	0.5599938	0.1778756	0.2058818
500	0.9639853	0.0174607	0.9699841	0.2882678	0.0535317	0.3820271	0.9957934	0.8254055	0.4756309	0.2227656	0.9466215	0.8117998	0.4733888	0.7345676	0.9917928	0.0931649	0.4328827	0.1289888	0.5735071	0.3402096	0.3857796	0.0539610	0.7515761	0.8786757	0.2711747	0.9843737	0.9999999	0.6418355	0.7249297	0.4394650	0.9371053	0.5887636	0.0404754	0.9348544	0.9433419	0.4207722	0.3147899	0.9446663	0.7456795	0.5761035	0.9956742	0.8550660	0.8477013	0.2712806	0.9593957	0.5354834	0.2363496	0.9996889	0.3767874	0.5952345	0.6622904	0.4329771	0.1854694	0.0171900	0.9999955	0.9997136	0.2147111	0.5634184	0.0042468	0.0292991	0.8451286	0.3200394	0.5517676	0.6310804	0.9999772	0.4942979	0.7412806	0.8393876	0.9814526	0.5550900	0.1702774	0.6015198	0.8913259	0.6237705	0.2187739	0.8179553	0.0547767	0.1222854	0.0009372	0.7871234	0.0990865	0.7156227	0.5796188	0.4038446	0.5839208	0.5515311	0.0159553	0.4417300	0.5711703	0.4697722	0.8856898	0.0266879	0.8574633	0.5364959	0.0855832	0.5812234	0.3682640	0.5594661	0.1788949	0.2053551
550	0.9825411	0.0185008	0.9623742	0.5568301	0.0535524	0.3814261	0.9779742	0.8226321	0.3547564	0.2228491	0.9473271	0.8101864	0.4728415	0.8622443	0.9911286	0.1013482	0.4263570	0.1400653	0.7610773	0.3885720	0.4652540	0.0533351	0.7356172	0.6733449	0.2708877	0.8274227	0.9959330	0.6409460	0.6942966	0.4490602	0.9410155	0.5874087	0.0869704	0.9325315	0.9437803	0.4154705	0.3140524	0.9136837	0.7490720	0.6372383	0.9956523	0.8519123	0.8418716	0.2708812	0.9593713	0.6720648	0.2397079	0.9997064	0.4553831	0.7696273	0.6651772	0.4361136	0.1854551	0.0315148	0.9999953	0.9995608	0.1692654	0.5629500	0.0038697	0.0559357	0.8454392	0.3015807	0.3499400	0.6375794	0.9999804	0.4161979	0.7443808	0.7484985	0.9816368	0.5465692	0.1732239	0.5232828	0.8895736	0.6414408	0.2174766	0.8165907	0.0520283	0.1223387	0.0009609	0.7792602	0.0993300	0.7178153	0.5912906	0.4035669	0.4175671	0.5515289	0.0168581	0.4428536	0.5815046	0.4696801	0.7896439	0.0660964	0.8594151	0.5373439	0.0855925	0.5995622	0.2764373	0.5603452	0.1789992	0.2838243
600	0.9942905	0.0244172	0.9312656	0.8101839	0.0533779	0.3783152	0.9614806	0.8214878	0.2368012	0.2221919	0.9523073	0.8091472	0.4732670	0.9554972	0.9899835	0.1425242	0.3977685	0.1802042	0.8737457	0.4345262	0.5183326	0.0552384	0.6698291	0.4123130	0.2692301	0.7150961	0.9928953	0.6364087	0.6532083	0.4804501	0.9608950	0.5867637	0.1215933	0.9293653	0.9416430	0.3883833	0.3130658	0.8864505	0.7633176	0.6648393	0.9955306	0.8494269	0.8385645	0.2620434	0.9590802	0.8286183	0.2561662	0.9997752	0.5126521	0.9068444	0.6669167	0.4432136	0.1808191	0.0634470	0.9999935	0.9992073	0.1311869	0.5219145	0.0023455	0.0898087	0.8476261	0.3058924	0.1526340	0.6531110	0.9999859	0.4066752	0.7667675	0.6506294	0.9812778	0.5021148	0.1838026	0.4427937	0.8827511	0.6612946	0.2040487	0.8232469	0.0414623	0.1199891	0.0013051	0.7638614	0.0990964	0.7096957	0.6326103	0.4046597	0.2539543	0.5515188	0.0216953	0.4488295	0.6241903	0.4707011	0.6733775	0.1072004	0.8620757	0.5375689	0.0864294	0.6950700	0.1710291	0.5688293	0.1804281	0.3140428
650	0.9981977	0.0319907	0.9081987	0.9263875	0.0527919	0.3743362	0.9537724	0.8267637	0.1803498	0.2195213	0.9622514	0.8094528	0.4757597	0.9874171	0.9874331	0.1927801	0.3664565	0.2128108	0.9088095	0.4563570	0.5291013	0.0628535	0.6212306	0.2439560	0.2643073	0.6917199	0.9916013	0.6303933	0.6234549	0.5006588	0.9798209	0.5871383	0.1347323	0.9271575	0.9322571	0.3553834	0.3121057	0.8759348	0.7785642	0.6799055	0.9954032	0.8478097	0.8398478	0.2469980	0.9583190	0.9176194	0.2760480	0.9998407	0.5357165	0.9606198	0.6667466	0.4493323	0.1688162	0.1122205	0.9999885	0.9989928	0.1218595	0.4121179	0.0010899	0.1117480	0.8537394	0.3342052	0.0598216	0.6535965	0.9999906	0.4162712	0.7973308	0.5933250	0.9775629	0.4429506	0.1935455	0.4139943	0.8560616	0.6737934	0.1884370	0.8296093	0.0319235	0.1121278	0.0020072	0.7062381	0.0991272	0.6879708	0.6508626	0.4081183	0.1750903	0.5515051	0.0285678	0.4586750	0.6656991	0.4736321	0.5315282	0.1287424	0.8651970	0.5345446	0.0876420	0.7940771	0.1053155	0.5834229	0.1878141	0.2831694
700	0.9993602	0.0362230	0.8986543	0.9706337	0.0519403	0.3712787	0.9508709	0.8338969	0.1564507	0.2148272	0.9726262	0.8105325	0.4811964	0.9964602	0.9830165	0.2276414	0.3444206	0.2290854	0.9176407	0.4650391	0.5199922	0.0748293	0.6015863	0.1521343	0.2566667	0.7025300	0.9909208	0.6257653	0.6054379	0.5041462	0.9905212	0.5895386	0.1393134	0.9250466	0.9144131	0.3319140	0.3115727	0.8735658	0.7905135	0.6924367	0.9953203	0.8476260	0.8481685	0.2352915	0.9573028	0.9589475	0.2906526	0.9998825	0.5553811	0.9789154	0.6685744	0.4530985	0.1548312	0.1596927	0.9999795	0.9989848	0.1244244	0.3185636	0.0005092	0.1173082	0.8621733	0.3621715	0.0240270	0.6435110	0.9999928	0.4155020	0.8224549	0.5642762	0.9650025	0.3922640	0.1989628	0.4175466	0.8051910	0.6839972	0.1780293	0.8353860	0.0259298	0.1029445	0.0025798	0.5576273	0.0991655	0.6685720	0.6422421	0.4123093	0.1366731	0.5514963	0.0352249	0.4666243	0.6940892	0.4768926	0.3602230	0.1384080	0.8676343	0.5276595	0.0877471	0.8538879	0.0693866	0.5969765	0.1962782	0.2480138
750	0.9996867	0.0367799	0.8954136	0.9861950	0.0511203	0.3694770	0.9500716	0.8393767	0.1449526	0.2097957	0.9798641	0.8119637	0.4880237	0.9988352	0.9779319	0.2457630	0.3317110	0.2351052	0.9195024	0.4682335	0.5058425	0.0869000	0.5950399	0.1044355	0.2486924	0.7196509	0.9904887	0.6231620	0.5957401	0.5009007	0.9954530	0.5946588	0.1411250	0.9221415	0.8927215	0.3198400	0.3116021	0.8739552	0.7993144	0.7014770	0.9952683	0.8495796	0.8618409	0.2292097	0.9563963	0.9759744	0.2991261	0.9999083	0.5910981	0.9849162	0.6717709	0.4548033	0.1437752	0.1949856	0.9999672	0.9990796	0.1288557	0.2701009	0.0002899	0.0990300	0.8696223	0.3799895	0.0115203	0.6333655	0.9999928	0.4096948	0.8386890	0.5523419	0.9376988	0.3581265	0.2015278	0.4308641	0.7484350	0.6939651	0.1716569	0.8423480	0.0226144	0.0965450	0.0025978	0.4438305	0.0989401	0.6592087	0.6256573	0.4156281	0.1136271	0.5514936	0.0406309	0.4707711	0.7139585	0.4791108	0.2135270	0.1424862	0.8686208	0.5187231	0.0869463	0.8829811	0.0509872	0.6062963	0.2010946	0.2287839
800	0.9997845	0.0354587	0.8943645	0.9915080	0.0505053	0.3685985	0.9500336	0.8431722	0.1378625	0.2059097	0.9837405	0.8135293	0.4942604	0.9994516	0.9735964	0.2537590	0.3250875	0.2365953	0.9200626	0.4693666	0.4926197	0.0961072	0.5927418	0.0794021	0.2423765	0.7344290	0.9902255	0.6220422	0.5911870	0.4973429	0.9975700	0.6019546	0.1422278	0.9182972	0.8735535	0.3150782	0.3121806	0.8749621	0.8055801	0.7067045	0.9952320	0.8537599	0.8765550	0.2269973	0.9557845	0.9822924	0.3034309	0.9999277	0.6437957	0.9868850	0.6728965	0.4549295	0.1367375	0.2179272	0.9999542	0.9991879	0.1319173	0.2500999	0.0002158	0.0660254	0.8744235	0.3890557	0.0075079	0.6268074	0.9999915	0.4044221	0.8477342	0.5488105	0.8989766	0.3383328	0.2030694	0.4426739	0.7005328	0.7031523	0.1673499	0.8503752	0.0207922	0.0933457	0.0021009	0.4095766	0.0984769	0.6574367	0.6122843	0.4177283	0.0983381	0.5514933	0.0445019	0.4722767	0.7309856	0.4801685	0.1185094	0.1440176	0.8681627	0.5106018	0.0860393	0.8953290	0.0420459	0.6117265	0.2021481	0.2223658
850	0.9998262	0.0336860	0.8940307	0.9933376	0.0501185	0.3682442	0.9502091	0.8460778	0.1329451	0.2035297	0.9854167	0.8150399	0.4989443	0.9996256	0.9705744	0.2569526	0.3217559	0.2365363	0.9205258	0.4697464	0.4818944	0.1018776	0.5917008	0.0658235	0.2383872	0.7453174	0.9900884	0.6217324	0.5896270	0.4951765	0.9984859	0.6098632	0.1432711	0.9140783	0.8602211	0.3135653	0.3132143	0.8759040	0.8097679	0.7091083	0.9952065	0.8593717	0.8890565	0.2264936	0.9554568	0.9843650	0.3054470	0.9999444	0.6980093	0.9875369	0.6710905	0.4541655	0.1328257	0.2317956	0.9999427	0.9992709	0.1331832	0.2428641	0.0001956	0.0392191	0.8767855	0.3934376	0.0063620	0.6234143	0.9999900	0.4012917	0.8522590	0.5480496	0.8605865	0.3278578	0.2043658	0.4502265	0.6645174	0.7107334	0.1640495	0.8581676	0.0196716	0.0921764	0.0014667	0.4154908	0.0979415	0.6587698	0.6045114	0.4188979	0.0878360	0.5514928	0.0469601	0.4725492	0.7469539	0.4804954	0.0658182	0.1442833	0.8667819	0.5049069	0.0854065	0.8997578	0.0379222	0.6146057	0.2012633	0.2218325
900	0.9998527	0.0321125	0.8939389	0.9939948	0.0499075	0.3681412	0.9504239	0.8484939	0.1296581	0.2023189	0.9859825	0.8163331	0.5020788	0.9996882	0.9687329	0.2581275	0.3200353	0.2361065	0.9209525	0.4698397	0.4739806	0.1050020	0.5911118	0.0583151	0.2364250	0.7526952	0.9900318	0.6217746	0.5897662	0.4941474	0.9989039	0.6168350	0.1443531	0.9102426	0.8524014	0.3129601	0.3145260	0.8766144	0.8123315	0.7098853	0.9951907	0.8651750	0.8981867	0.2264646	0.9553216	0.9849214	0.3063441	0.9999578	0.7408612	0.9877528	0.6677415	0.4532364	0.1308496	0.2397803	0.9999342	0.9993229	0.1330272	0.2404520	0.0001940	0.0238960	0.8776501	0.3958684	0.0060964	0.6219088	0.9999887	0.3998800	0.8543592	0.5474808	0.8308080	0.3226457	0.2054476	0.4542680	0.6384869	0.7164318	0.1613933	0.8646345	0.0188536	0.0919108	0.0009660	0.4314641	0.0974901	0.6604948	0.6008828	0.4194997	0.0805234	0.5514918	0.0482941	0.4723487	0.7608231	0.4805054	0.0386723	0.1438335	0.8650850	0.5015603	0.0850543	0.9007593	0.0361227	0.6160672	0.1999415	0.2228919
950	0.9998718	0.0309187	0.8939308	0.9942461	0.0498076	0.3681441	0.9506353	0.8504685	0.1276657	0.2018026	0.9861075	0.8173255	0.5040808	0.9997186	0.9677103	0.2584926	0.3190792	0.2356769	0.9212735	0.4698153	0.4686767	0.1065320	0.5907649	0.0542551	0.2358412	0.7573402	0.9900182	0.6219265	0.5908291	0.4936794	0.9991069	0.6220868	0.1453768	0.9072587	0.8481781	0.3123537	0.3158925	0.8770922	0.8137426	0.7099023	0.9951828	0.8701711	0.9041859	0.2264787	0.9552902	0.9850047	0.3067305	0.9999673	0.7696048	0.9878227	0.6643894	0.4526106	0.1299256	0.2442045	0.9999284	0.9993508	0.1319529	0.2396357	0.0001978	0.0164943	0.8778351	0.3974904	0.0060644	0.6213205	0.9999878	0.3993862	0.8553107	0.5464532	0.8109975	0.3201959	0.2062338	0.4561664	0.6201278	0.7203980	0.1593079	0.8693881	0.0181880	0.0919118	0.0006494	0.4456200	0.0972048	0.6617171	0.5994556	0.4197924	0.0755150	0.5514908	0.0488236	0.4719649	0.7715617	0.4804354	0.0250984	0.1429690	0.8635004	0.4997494	0.0848781	0.9004430	0.0353823	0.6168069	0.1988469	0.2239004
1000	0.9998854	0.0300893	0.8939487	0.9943474	0.0497692	0.3681864	0.9508297	0.8519640	0.1265850	0.2016218	0.9861143	0.8180190	0.5053794	0.9997360	0.9671834	0.2585324	0.3185027	0.2353340	0.9214867	0.4697433	0.4654502	0.1072621	0.5905713	0.0522434	0.2360165	0.7600379	0.9900232	0.6220810	0.5923132	0.4933922	0.9992098	0.6256298	0.1462335	0.9051867	0.8457552	0.3115965	0.3171222	0.8773848	0.8144202	0.7096509	0.9951799	0.8739245	0.9078345	0.2264761	0.9553031	0.9849728	0.3068935	0.9999735	0.7869281	0.9878441	0.6618154	0.4524100	0.1295242	0.2465945	0.9999249	0.9993636	0.1304228	0.2392641	0.0002024	0.0132487	0.8777940	0.3986487	0.0060801	0.6211140	0.9999873	0.3992613	0.8557641	0.5451128	0.7990951	0.3191217	0.2067413	0.4569444	0.6076455	0.7229522	0.1577686	0.8725721	0.0176410	0.0919365	0.0004718	0.4554927	0.0970899	0.6624344	0.5989615	0.4199277	0.0722373	0.5514900	0.0488336	0.4715075	0.7791226	0.4803749	0.0183937	0.1419164	0.8622290	0.4987166	0.0847916	0.8997590	0.0350989	0.6171882	0.1980896	0.2245555

0	0.9999088	0.0288328	0.8940541	0.9943972	0.0498160	0.3684075	0.9512702	0.8543082	0.1256014	0.2014715	0.9862746	0.8191450	0.5086579	0.9997509	0.9669893	0.2577018	0.3173951	0.2347958	0.9222629	0.4693106	0.4621027	0.1088697	0.5902775	0.0533495	0.2388397	0.7621045	0.9900612	0.6223763	0.6000607	0.4919012	0.9993296	0.6338799	0.1485632	0.9001413	0.8369897	0.3081687	0.3208221	0.8776454	0.8144965	0.7087695	0.9951739	0.8795286	0.9131603	0.2270740	0.9553966	0.9848692	0.3070037	0.9999810	0.7973626	0.9878500	0.6577317	0.4540448	0.1292870	0.2502578	0.9999246	0.9993399	0.1225379	0.2371181	0.0002199	0.0121477	0.8769826	0.4015843	0.0061624	0.6208954	0.9999862	0.3998078	0.8561971	0.5391832	0.7914437	0.3182222	0.2072286	0.4562379	0.5885503	0.7243209	0.1553428	0.8774497	0.0163637	0.0921253	0.0003510	0.4756280	0.0977554	0.6645262	0.5997724	0.4200129	0.0677327	0.5514875	0.0458745	0.4692553	0.7900393	0.4801275	0.0137116	0.1368976	0.8595459	0.4953720	0.0847603	0.8978843	0.0352002	0.6175096	0.1958653	0.2266548
