Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.9984685	0.2373449	0.3880545	0.1519327	0.3675108	0.2823705	0.2066207	0.1000432	0.9152800	0.2424293	0.8824572	0.8163553	0.3657997	0.2745076	0.0677513	0.0279818	0.4662788	0.1159331	0.1899464	0.6556931	0.3677259	0.7414508	0.1395563	0.4713664	0.0286082	0.9999997	0.1010951	0.2041120	0.8836832	0.6555748	0.9842461	0.0100639	0.4596971	0.3367030	0.9956082	0.0406302	0.5958519	0.5832958	0.3688997	0.3970445	0.6367488	0.3093477	0.0620146	0.6002972	0.2888396	0.6374265	0.1509231	0.1780529	0.1085162	0.5123952	0.5600798	0.8166724	0.9730008	0.5297550	0.5005127	0.9985752	0.8615812	0.7895063	0.1191755	0.7039954	0.9357674	0.1866694	0.1830401	0.9991771	0.1945923	0.1580251	0.5599771	0.1101111	0.4439317	0.0496437	0.1327282	0.6939284	0.9931751	0.7440629	0.7925617	0.1595502	0.9784884	0.0829801	0.3129992	0.6696439	0.5748706	0.6552387	0.5431358	0.3798359	0.0986685	0.5350210	0.7383955	0.6816198	0.6281944	0.6588576	0.8369090	0.4600610	0.8406515	0.3756281	0.6067263	0.1648600	0.3693233	0.8534654	0.9010547	0.0544465
500	0.9969724	0.2649644	0.4211573	0.1443522	0.3675106	0.2820235	0.2004492	0.0983395	0.9149173	0.2433640	0.8818285	0.8159880	0.3655810	0.2750469	0.0677514	0.0284225	0.4655585	0.1176936	0.1916705	0.5396739	0.3667670	0.7254982	0.1355499	0.4722722	0.0286080	0.9999996	0.0906321	0.1967769	0.8787182	0.6561606	0.9842953	0.0096581	0.4624045	0.3327436	0.9969472	0.0395019	0.5957864	0.5907236	0.3540148	0.3922010	0.6294958	0.3062397	0.0616447	0.6110746	0.2884122	0.6374709	0.1545372	0.1751898	0.1092839	0.5123805	0.5590593	0.8123359	0.9734769	0.5429993	0.5002578	0.9984813	0.8596500	0.7828707	0.1078383	0.7058862	0.9286855	0.1627213	0.1874904	0.9990074	0.1945787	0.1703244	0.5382765	0.1029259	0.4580913	0.0571309	0.1222865	0.6945106	0.9931751	0.7419266	0.7976750	0.1605989	0.9776217	0.0801728	0.3150942	0.6672775	0.5842457	0.6593390	0.5161485	0.3811039	0.1006523	0.5370940	0.8036470	0.6834886	0.6658239	0.6588779	0.8353075	0.4581634	0.7990616	0.3768597	0.6067443	0.1580599	0.3577256	0.8655657	0.9008199	0.0544115
550	0.9953299	0.2737713	0.6282382	0.2347621	0.1506907	0.5442598	0.3054018	0.4603905	0.8507841	0.2448096	0.8632551	0.3249303	0.3718790	0.2759138	0.0677876	0.1635830	0.5719662	0.0767606	0.2601253	0.4261527	0.4073338	0.6810497	0.1335809	0.4724196	0.0287807	0.9399845	0.0844776	0.1930603	0.8734212	0.6555885	0.3580150	0.0123861	0.2627321	0.4175088	0.9974787	0.0397274	0.5964422	0.6058982	0.3345271	0.5191780	0.3234342	0.5365442	0.0613795	0.6174386	0.2873874	0.8749658	0.1498120	0.6193078	0.1107377	0.8397033	0.5580298	0.8358288	0.9657739	0.5939668	0.4837105	0.3827405	0.8678232	0.7652256	0.4259637	0.8971799	0.9057130	0.1182109	0.1808806	0.9371075	0.1902249	0.1639851	0.5092158	0.3732910	0.4421416	0.0670949	0.0976791	0.8761450	0.9938222	0.7277993	0.8000995	0.1020343	0.8000708	0.0893388	0.6890840	0.6882552	0.5744459	0.3649477	0.6294613	0.3357209	0.0945649	0.5512368	0.8264565	0.7670021	0.8457480	0.6589298	0.8225579	0.3719377	0.7415524	0.3724160	0.5961861	0.1664079	0.3392224	0.9501225	0.8751536	0.1994432
600	0.9942549	0.2705122	0.7377761	0.4055830	0.1114369	0.6313840	0.5009990	0.5896806	0.7471928	0.2552816	0.7989060	0.2342401	0.4152721	0.2828686	0.0684492	0.1675633	0.7583414	0.0622179	0.2735862	0.3288893	0.4539100	0.5550253	0.1329286	0.4669706	0.0291267	0.9390935	0.0810711	0.1912134	0.8654933	0.6491051	0.1381375	0.0243915	0.2239417	0.3884857	0.9975525	0.0416930	0.6025193	0.6267979	0.3188173	0.4912787	0.1307368	0.7453330	0.0612069	0.6223011	0.2813042	0.9561968	0.1532634	0.7185096	0.1127450	0.9473052	0.5551244	0.8935176	0.9470277	0.7246499	0.4305961	0.2536198	0.9153132	0.7216103	0.5431544	0.9239563	0.8529021	0.0661443	0.1586158	0.9259402	0.1828451	0.1377095	0.4550537	0.5036799	0.4521291	0.0694492	0.0858874	0.9256764	0.9929510	0.5924453	0.8006979	0.0747509	0.7352225	0.1077856	0.8175658	0.7254969	0.4632007	0.4189038	0.7794847	0.2808318	0.0486860	0.6345267	0.8967416	0.9140698	0.9574644	0.6590660	0.8653354	0.1892793	0.6859197	0.3352410	0.5812793	0.1817742	0.3179915	0.9779623	0.7815835	0.2133250
650	0.9945705	0.2270087	0.7702342	0.4583572	0.1047689	0.6498777	0.6084014	0.6349582	0.6386043	0.2883795	0.7339834	0.2754822	0.4745028	0.3011037	0.0691101	0.1387588	0.8700898	0.0558468	0.2802063	0.2994504	0.4478881	0.4093433	0.1351386	0.4460193	0.0293413	0.9398084	0.0796246	0.1920155	0.8593167	0.6364342	0.0610603	0.0415383	0.2163851	0.3429848	0.9971965	0.0455311	0.6207550	0.6501635	0.2855839	0.4175524	0.0519422	0.8635497	0.0610839	0.6275377	0.2896003	0.9842322	0.1549375	0.7481815	0.1152952	0.9826775	0.5509310	0.9319248	0.9348999	0.8277070	0.3795931	0.2603507	0.9557734	0.6461956	0.6506277	0.8992519	0.7608525	0.0433801	0.1284292	0.9303290	0.2077568	0.0954296	0.4053614	0.5942686	0.4585922	0.0614646	0.0705669	0.9209209	0.9901154	0.5374629	0.7911682	0.0577040	0.7169559	0.1206750	0.8457437	0.7256457	0.3634652	0.4762498	0.8569955	0.2706771	0.0207692	0.8014524	0.9604568	0.9455538	0.9878780	0.6595567	0.9188162	0.0893876	0.6458762	0.2708286	0.5746767	0.2347296	0.2995393	0.9876584	0.6980077	0.2250049
700	0.9964346	0.1790453	0.7795505	0.4735810	0.1039925	0.6323243	0.6583634	0.6502867	0.6052166	0.3410561	0.7071597	0.3720946	0.5218483	0.3235142	0.0688713	0.1178879	0.9219546	0.0544557	0.2878560	0.2912224	0.4115447	0.3346671	0.1437402	0.4132530	0.0294380	0.9382935	0.0807105	0.1935638	0.8545598	0.6222075	0.0343478	0.0563240	0.2091022	0.2886883	0.9962681	0.0509608	0.6463039	0.6925313	0.2245262	0.3617616	0.0247246	0.9188829	0.0610012	0.6220829	0.3257219	0.9941996	0.1463241	0.7585032	0.1178020	0.9943055	0.5528822	0.9471014	0.9319813	0.8649743	0.3505099	0.2992699	0.9762537	0.5694599	0.7132571	0.8713376	0.6671290	0.0362995	0.1119308	0.9356631	0.3246010	0.0558436	0.3756148	0.6410797	0.4528299	0.0559056	0.0513490	0.9106091	0.9883481	0.5204376	0.7713321	0.0470395	0.7257375	0.1277570	0.8515004	0.6941645	0.3212930	0.5051818	0.9013897	0.2913554	0.0106479	0.9225024	0.9855555	0.9271248	0.9957139	0.6607629	0.9368327	0.0462055	0.6168288	0.2179633	0.5723927	0.3113840	0.2874763	0.9905522	0.6932139	0.2437793
750	0.9980823	0.1525545	0.7818848	0.4886066	0.1038680	0.5987924	0.6829246	0.6580351	0.6438436	0.3899815	0.7178967	0.4686757	0.5519557	0.3388252	0.0684495	0.1069175	0.9445952	0.0549942	0.2938935	0.2865159	0.3733980	0.3410623	0.1607297	0.3805498	0.0294924	0.9354891	0.0859595	0.1950909	0.8503306	0.6093147	0.0255308	0.0680752	0.1969374	0.2451092	0.9945153	0.0573423	0.6700148	0.7595906	0.1711527	0.3330568	0.0161364	0.9419422	0.0610734	0.5932007	0.3742528	0.9978247	0.1361340	0.7628406	0.1200053	0.9981280	0.5609209	0.9516918	0.9337766	0.8982028	0.3426456	0.3364989	0.9854205	0.5166441	0.7430548	0.8540831	0.6055956	0.0334640	0.1032156	0.9392488	0.4676833	0.0318189	0.3640544	0.6624719	0.4304395	0.0537216	0.0342382	0.9121821	0.9886391	0.5003034	0.7495593	0.0403571	0.7514610	0.1332245	0.8552144	0.6568487	0.2993084	0.5168822	0.9283789	0.3250120	0.0067420	0.9731559	0.9947404	0.8708685	0.9975867	0.6625977	0.9430995	0.0279315	0.5974840	0.1869613	0.5716603	0.3747542	0.2850033	0.9903912	0.7436104	0.2625519
800	0.9989635	0.1441153	0.7820774	0.5021377	0.1036276	0.5682970	0.6957171	0.6691033	0.7007139	0.4137847	0.7467307	0.5386809	0.5691988	0.3423996	0.0681798	0.1017170	0.9541588	0.0544454	0.2956605	0.2817178	0.3431072	0.3921609	0.1844870	0.3553473	0.0295415	0.9327112	0.0968191	0.1964883	0.8464458	0.5995987	0.0231327	0.0800372	0.1833171	0.2176769	0.9916875	0.0638761	0.6871342	0.8275388	0.1398644	0.3207710	0.0133264	0.9496239	0.0614930	0.5454118	0.4136155	0.9991515	0.1283193	0.7650783	0.1219500	0.9993846	0.5687592	0.9534139	0.9363728	0.9258918	0.3487903	0.3663367	0.9894181	0.4954570	0.7599884	0.8450646	0.5774057	0.0318521	0.0972844	0.9413261	0.5428517	0.0200385	0.3644329	0.6754009	0.3853179	0.0528736	0.0219212	0.9185848	0.9900349	0.4729748	0.7321153	0.0360808	0.7828758	0.1402572	0.8595521	0.6295393	0.2840199	0.5217349	0.9465969	0.3528084	0.0052993	0.9909693	0.9980853	0.8000950	0.9979006	0.6643976	0.9473564	0.0213606	0.5949151	0.1712147	0.5714400	0.4127165	0.2955730	0.9879531	0.8009881	0.2755519
850	0.9993305	0.1469107	0.7817062	0.5109006	0.1033548	0.5520188	0.7025498	0.6867751	0.7458366	0.4099344	0.7761036	0.5820061	0.5791860	0.3367814	0.0680447	0.0993641	0.9580522	0.0521463	0.2934357	0.2767498	0.3208120	0.4499410	0.2105507	0.3386129	0.0295899	0.9306322	0.1132003	0.1977582	0.8431379	0.5939797	0.0231831	0.0938228	0.1716099	0.2019866	0.9876949	0.0700550	0.6978769	0.8763008	0.1249335	0.3159330	0.0119576	0.9506146	0.0624248	0.4957099	0.4336048	0.9996398	0.1231272	0.7663405	0.1236971	0.9997977	0.5745416	0.9558939	0.9381369	0.9355216	0.3602372	0.3871391	0.9911806	0.4978568	0.7714373	0.8403100	0.5723689	0.0306381	0.0943426	0.9424937	0.5794805	0.0152309	0.3717470	0.6855616	0.3279996	0.0524126	0.0141872	0.9225660	0.9914525	0.4447836	0.7217400	0.0331098	0.8110980	0.1488833	0.8635220	0.6139018	0.2747197	0.5247433	0.9604493	0.3724605	0.0049986	0.9969487	0.9993030	0.7544410	0.9977791	0.6654439	0.9511616	0.0210843	0.6081033	0.1637282	0.5713953	0.4304800	0.3179374	0.9851534	0.8413286	0.2810310
900	0.9994201	0.1564549	0.7813139	0.5153632	0.1031418	0.5514436	0.7062893	0.7084165	0.7749568	0.3893853	0.7986161	0.6074681	0.5856396	0.3271157	0.0679822	0.0983313	0.9595405	0.0490252	0.2892229	0.2720657	0.3054924	0.4970821	0.2343303	0.3282159	0.0296323	0.9292861	0.1329866	0.1988569	0.8407082	0.5921496	0.0244137	0.1087070	0.1628249	0.1928274	0.9826362	0.0757503	0.7043342	0.9043485	0.1187554	0.3140589	0.0109727	0.9492055	0.0638890	0.4577993	0.4353166	0.9998220	0.1197760	0.7670392	0.1252180	0.9999335	0.5786010	0.9597961	0.9388667	0.9316060	0.3699437	0.3997896	0.9919802	0.5101756	0.7790009	0.8376022	0.5810620	0.0292812	0.0950741	0.9431874	0.6031618	0.0143764	0.3833371	0.6934036	0.2775040	0.0520310	0.0097497	0.9232045	0.9925054	0.4205890	0.7178555	0.0307930	0.8324211	0.1577046	0.8666263	0.6061302	0.2718501	0.5275120	0.9699283	0.3850657	0.0051662	0.9989355	0.9997463	0.7455949	0.9974880	0.6655166	0.9541936	0.0242723	0.6272777	0.1603262	0.5714137	0.4365644	0.3422834	0.9844863	0.8644350	0.2802581
950	0.9993438	0.1695729	0.7810423	0.5172222	0.1030041	0.5620807	0.7084484	0.7289396	0.7923089	0.3641578	0.8137760	0.6229201	0.5903242	0.3174369	0.0679541	0.0978913	0.9600441	0.0460558	0.2848445	0.2679952	0.2956269	0.5310338	0.2533264	0.3217181	0.0296649	0.9284592	0.1530053	0.1997119	0.8392874	0.5929514	0.0264210	0.1230204	0.1566867	0.1869577	0.9766768	0.0810458	0.7083893	0.9183505	0.1167212	0.3132991	0.0102366	0.9473085	0.0656304	0.4364365	0.4251620	0.9998919	0.1175442	0.7674037	0.1264281	0.9999781	0.5812553	0.9642345	0.9388789	0.9213459	0.3743539	0.4067976	0.9923558	0.5229607	0.7834855	0.8359292	0.5957009	0.0275733	0.0990904	0.9436536	0.6183691	0.0157122	0.3977912	0.6984192	0.2423348	0.0515874	0.0073274	0.9228458	0.9932228	0.4020247	0.7180976	0.0288797	0.8469977	0.1654911	0.8691227	0.6025744	0.2740977	0.5301775	0.9751744	0.3896604	0.0054578	0.9995989	0.9999076	0.7642832	0.9971036	0.6648903	0.9562993	0.0288140	0.6439714	0.1588676	0.5714483	0.4372813	0.3596476	0.9862065	0.8762688	0.2758946
1000	0.9991428	0.1836529	0.7808857	0.5178324	0.1029243	0.5778255	0.7097986	0.7442005	0.8024869	0.3414003	0.8234454	0.6330712	0.5938896	0.3096241	0.0679417	0.0977111	0.9601790	0.0436987	0.2812275	0.2646780	0.2894990	0.5543629	0.2673072	0.3174263	0.0296878	0.9279426	0.1706654	0.2002766	0.8387679	0.5950659	0.0289574	0.1353727	0.1525641	0.1828250	0.9699137	0.0860895	0.7111632	0.9245228	0.1165450	0.3129589	0.0097398	0.9456206	0.0671486	0.4301989	0.4101828	0.9999200	0.1159958	0.7675913	0.1272612	0.9999928	0.5827091	0.9682020	0.9385567	0.9098307	0.3731760	0.4105203	0.9925389	0.5326487	0.7858529	0.8348262	0.6107757	0.0256974	0.1051464	0.9440122	0.6247024	0.0180257	0.4136864	0.7006678	0.2208756	0.0510096	0.0060205	0.9233919	0.9937244	0.3887215	0.7203359	0.0273190	0.8564900	0.1717250	0.8712697	0.6010136	0.2790462	0.5324668	0.9771023	0.3869672	0.0057337	0.9998245	0.9999664	0.7964186	0.9966833	0.6639824	0.9576528	0.0331259	0.6555240	0.1582993	0.5714797	0.4361082	0.3692075	0.9889086	0.8817266	0.2704713

0	0.9967820	0.2314525	0.7807304	0.5193876	0.1028367	0.6417170	0.7130600	0.7119359	0.8208399	0.2832277	0.8422034	0.6578954	0.6029603	0.2923605	0.0679319	0.0975690	0.9606169	0.0385446	0.2732012	0.2558913	0.2785284	0.6063067	0.3019396	0.3068761	0.0297358	0.9267809	0.2229813	0.1996195	0.8421721	0.6054550	0.0439174	0.1687415	0.1444195	0.1722909	0.9003347	0.1120106	0.7183066	0.9224404	0.1215334	0.3127728	0.0103585	0.9409504	0.0638165	0.5164916	0.3549434	0.9999444	0.1135433	0.7688273	0.1265458	1.0000000	0.5805672	0.9720643	0.9389463	0.8705122	0.3309172	0.4160335	0.9928081	0.5502566	0.7886244	0.8322931	0.6568377	0.0186248	0.1244560	0.9454706	0.5075650	0.0303660	0.4889131	0.6928498	0.1950665	0.0461887	0.0040665	0.9284813	0.9952448	0.3623032	0.7393115	0.0226243	0.8756391	0.1878451	0.8786893	0.5998676	0.2887983	0.5331079	0.9588877	0.3556097	0.0065799	0.9999352	1.0000000	0.9193255	0.9950889	0.6606444	0.9609390	0.0434042	0.6800957	0.1579529	0.5715454	0.4308709	0.3779161	0.9967440	0.8854411	0.2537605
