"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2853492	0.5069138	0.8948042	0.5165276	0.2290570	0.1114340	0.0244701	0.2019606	0.7958160	0.7947071	0.8440520	0.5180621	0.2583200	0.1085900	0.8172979	0.6526376	0.6070011	0.9795070	0.8070335	0.0214513	0.9747929	0.4430849	0.7941211	0.1941450	0.1320272	0.5517477	0.3060768	0.5170943	0.8733608	0.9661548	0.6348842	0.3216118	0.3908689	0.4150759	0.0172633	0.0366819	0.9204808	0.0002656	0.9850660	0.4887564	0.6190564	0.3425099	0.0749024	0.0643062	0.8954532	0.5130804	0.0033285	0.8313595	0.3465355	0.5596511	0.1664454	0.9976942	0.0583286	0.3847385	0.5499773	0.4715313	0.9969794	0.5579018	0.9986711	0.3222808	0.9512122	0.2844093	0.5941385	0.0450080	0.4805038	0.7019748	0.1499305	0.3932770	0.9387022	0.6466464	0.8571235	0.4932739	0.0043664	0.2998499	0.7818872	0.9298681	0.0027014	0.9525282	0.3373753	0.9455328	0.1454823	0.5037683	0.9112380	0.9998184	0.8568209	0.5278159	0.5261822	0.3061304	0.6011657	0.0224300	0.9906462	0.2446646	0.0563371	0.1115328	0.0897380	0.0020051	0.5026250	0.4701820	0.4853341	0.1051698
500	0.2854776	0.5067376	0.8944376	0.5096534	0.2290569	0.1114958	0.0244701	0.2018561	0.7952482	0.7921726	0.8453442	0.5201629	0.2595997	0.1089856	0.8172119	0.6525482	0.6074044	0.9797173	0.8066210	0.0211707	0.9756457	0.4437640	0.7935795	0.1923730	0.1321053	0.5517809	0.3061286	0.5171218	0.8733916	0.9658461	0.6339861	0.3325266	0.3668177	0.4103865	0.0172393	0.0409216	0.9205443	0.0001580	0.9945037	0.4891364	0.6191107	0.3426777	0.0740464	0.0631588	0.9107440	0.5413417	0.0034471	0.8285668	0.3456116	0.5596355	0.1633812	0.9976385	0.0576350	0.3889912	0.5674340	0.4752504	0.9969597	0.5533610	0.9988891	0.3222658	0.9528674	0.2853279	0.6165616	0.0447043	0.4925982	0.7004375	0.1468980	0.3953439	0.9380297	0.6600887	0.8615892	0.5038634	0.0042175	0.2991467	0.7826883	0.9333279	0.0026502	0.9565865	0.3065588	0.9415531	0.1509228	0.5061120	0.9095481	0.9999093	0.8566351	0.5279144	0.5265415	0.3043930	0.5882567	0.0218995	0.9906022	0.1780492	0.0574816	0.1086530	0.0891526	0.0020326	0.5175410	0.4721344	0.4847720	0.0956182
550	0.6833360	0.5379285	0.9039879	0.4828296	0.2290569	0.1795958	0.0244701	0.3815190	0.7810080	0.8595848	0.9648113	0.5214113	0.2621345	0.1085793	0.8172018	0.6224124	0.4691930	0.7935508	0.6897883	0.0192181	0.9807564	0.2788638	0.2336943	0.0954000	0.6055728	0.5664823	0.3061323	0.5172031	0.8744790	0.9588255	0.7517554	0.3411284	0.3503870	0.3874784	0.0205262	0.1001266	0.3407824	0.0351327	0.9979767	0.6199857	0.6192351	0.3427797	0.1846985	0.3362277	0.9070844	0.5613047	0.1620808	0.7818212	0.5717688	0.8523840	0.2167363	0.9958749	0.0582621	0.3138283	0.6297900	0.4540129	0.9967979	0.5497865	0.9986303	0.8072357	0.9587409	0.3706904	0.6202123	0.0445475	0.4895863	0.7263497	0.0903916	0.2358011	0.9297003	0.6680240	0.8604559	0.4344750	0.0054533	0.2870621	0.7397713	0.9248662	0.0032936	0.8913122	0.2347838	0.8549693	0.1551542	0.5733634	0.9094775	0.9998936	0.8531986	0.5547343	0.5070685	0.3386388	0.5735590	0.4275891	0.9906042	0.0546305	0.0580874	0.1423729	0.3724149	0.0457255	0.5164233	0.5175147	0.4852816	0.4652242
600	0.7486885	0.5850910	0.9382908	0.4428125	0.2290572	0.3140197	0.0244701	0.4229516	0.7453704	0.9400119	0.9963574	0.5221344	0.2625458	0.1055212	0.8173186	0.5485960	0.4304398	0.7468606	0.5198932	0.0134828	0.9931244	0.1047532	0.1099027	0.0357329	0.6518430	0.5084326	0.3060501	0.5179246	0.8778308	0.9563916	0.7477909	0.3392371	0.3428996	0.3508000	0.0698364	0.3291656	0.1303094	0.0405457	0.9992459	0.6522538	0.6193702	0.3428369	0.5273856	0.4367968	0.8788434	0.5226668	0.2015496	0.7070911	0.6687806	0.9505172	0.4916107	0.9949011	0.0545974	0.2557512	0.6773685	0.4559586	0.9958938	0.5415751	0.9989147	0.9441111	0.9686343	0.3781390	0.6049477	0.0443477	0.4624831	0.7507013	0.0625915	0.1402949	0.8255520	0.6695678	0.8507876	0.4714649	0.0095274	0.2612958	0.6660237	0.8346062	0.0155707	0.9089010	0.1191055	0.8157830	0.1727072	0.5749900	0.9150227	0.9951797	0.8483534	0.5962712	0.4651583	0.4886346	0.5372319	0.5813270	0.9909723	0.0760896	0.0557489	0.2174385	0.4243474	0.0671285	0.4939037	0.6864452	0.4871070	0.5253196
650	0.7455324	0.6078131	0.9633331	0.4272292	0.2290582	0.4033009	0.0244701	0.4687141	0.6605078	0.9698129	0.9991209	0.5225114	0.2533081	0.0983227	0.8179262	0.4925025	0.4194887	0.7021806	0.4337388	0.0110028	0.9977637	0.0528096	0.0571738	0.0202779	0.6411563	0.4500867	0.3056307	0.5196916	0.8810656	0.9700405	0.5764753	0.3346024	0.3540086	0.3258259	0.2487415	0.5334284	0.0539007	0.0434560	0.9974311	0.6600611	0.6195330	0.3428139	0.7233580	0.4900476	0.8413711	0.4468742	0.2196132	0.6600819	0.7069514	0.9834127	0.7439188	0.9946247	0.0433565	0.2533626	0.6899490	0.4571019	0.9949666	0.5314208	0.9959691	0.9828766	0.9736343	0.3453852	0.5650495	0.0439077	0.4335514	0.7657481	0.0539908	0.0907632	0.6391610	0.6670408	0.8415988	0.4991348	0.0130420	0.2420106	0.6239142	0.7300714	0.0428345	0.9376147	0.1191565	0.7404975	0.2582830	0.5822141	0.9211623	0.9333065	0.8548650	0.6258437	0.4284623	0.6624834	0.4788640	0.5347899	0.9918396	0.1839957	0.0520536	0.2744941	0.4292665	0.1570936	0.4828255	0.7847649	0.4878483	0.5582171
700	0.7359271	0.6163057	0.9739625	0.4263408	0.2290609	0.4531338	0.0244701	0.4902548	0.5693615	0.9796948	0.9993840	0.5214935	0.2367139	0.0889683	0.8192743	0.4644960	0.4160555	0.6565619	0.3999207	0.0101594	0.9992763	0.0416833	0.0432052	0.0163426	0.6334718	0.4128744	0.3047110	0.5218655	0.8829756	0.9814718	0.4237285	0.3253805	0.3747690	0.3144011	0.4350656	0.5961608	0.0261618	0.0509548	0.8694226	0.6614877	0.6198218	0.3426708	0.8029830	0.5228047	0.8047690	0.4152464	0.2343959	0.6191168	0.7223422	0.9944397	0.7985398	0.9949441	0.0281927	0.2752966	0.6825633	0.4557985	0.9902134	0.5245430	0.9795393	0.9939863	0.9749853	0.3039258	0.5270556	0.0434657	0.4081925	0.7727037	0.0504738	0.0694196	0.5524672	0.6634236	0.8328430	0.5090001	0.0143985	0.2314373	0.5996676	0.6866735	0.0726237	0.9450288	0.1616069	0.6386423	0.3511934	0.5956123	0.9229436	0.8864196	0.8798514	0.6673851	0.4012245	0.7685618	0.4211992	0.3083786	0.9930898	0.2299162	0.0505984	0.3247608	0.4328325	0.2708367	0.5109610	0.8338155	0.4881240	0.6146168
750	0.7302935	0.6193128	0.9781467	0.4346699	0.2290659	0.4793137	0.0244701	0.4983026	0.5151749	0.9830059	0.9994117	0.5181633	0.2190039	0.0814938	0.8210874	0.4530249	0.4143245	0.6253088	0.3882198	0.0098815	0.9997654	0.0395162	0.0398121	0.0153489	0.6310565	0.3947507	0.3034905	0.5236816	0.8837973	0.9874250	0.3446430	0.3123460	0.3892098	0.3139703	0.5427527	0.6091209	0.0160918	0.0628228	0.5041800	0.6608481	0.6202945	0.3423473	0.8383111	0.5440784	0.7758913	0.4102454	0.2506946	0.5827455	0.7301803	0.9981361	0.8041358	0.9955207	0.0164355	0.2921530	0.6634579	0.4521304	0.9605539	0.5205317	0.9476124	0.9972151	0.9749061	0.2714705	0.5037388	0.0432122	0.3826951	0.7758205	0.0489928	0.0603711	0.5200018	0.6595438	0.8243028	0.5091657	0.0141205	0.2264644	0.5856935	0.6645903	0.0965070	0.9403063	0.1994914	0.5708943	0.3910959	0.6017012	0.9221507	0.9111069	0.9106354	0.7201164	0.3840906	0.7801191	0.3725096	0.1913339	0.9942466	0.2507297	0.0503209	0.3749838	0.4371235	0.3415684	0.5429164	0.8608558	0.4883269	0.7345922
800	0.7278622	0.6205635	0.9800650	0.4490878	0.2290724	0.4922780	0.0244701	0.5012142	0.4862376	0.9841862	0.9994153	0.5124031	0.2046036	0.0768630	0.8228505	0.4484458	0.4127615	0.6084051	0.3844128	0.0097907	0.9999233	0.0391033	0.0389942	0.0151005	0.6300254	0.3872576	0.3023200	0.5248518	0.8840037	0.9901101	0.3055309	0.3003352	0.3935066	0.3217696	0.5921518	0.6117142	0.0124366	0.0759983	0.2695366	0.6593340	0.6208375	0.3418535	0.8565119	0.5587777	0.7564535	0.4205959	0.2681330	0.5644491	0.7358432	0.9993752	0.8553062	0.9960719	0.0099762	0.3018027	0.6412299	0.4480392	0.9220179	0.5185952	0.9149540	0.9982002	0.9746121	0.2511528	0.4902163	0.0431955	0.3541503	0.7776705	0.0483191	0.0552580	0.5019930	0.6565757	0.8178346	0.5078304	0.0132586	0.2244660	0.5784104	0.6506617	0.1124780	0.9336177	0.2242525	0.5409408	0.3955633	0.6011961	0.9210085	0.9413200	0.9331648	0.7652477	0.3746957	0.7544708	0.3342566	0.1469537	0.9947257	0.2596317	0.0503509	0.4126351	0.4406919	0.3752308	0.5302765	0.8768157	0.4886330	0.8631752
850	0.7269345	0.6213076	0.9812165	0.4649499	0.2290787	0.4984082	0.0244701	0.5022882	0.4709503	0.9846569	0.9994151	0.5049570	0.1947454	0.0743342	0.8242086	0.4460486	0.4111820	0.6000723	0.3832495	0.0097611	0.9999742	0.0390247	0.0388177	0.0150398	0.6290856	0.3845175	0.3014309	0.5254493	0.8839331	0.9912587	0.2853791	0.2925761	0.3900794	0.3326670	0.6124587	0.6124470	0.0111110	0.0877322	0.1638332	0.6575572	0.6212538	0.3412810	0.8671347	0.5691343	0.7439309	0.4394988	0.2798470	0.5679786	0.7404140	0.9997906	0.8917944	0.9964839	0.0068954	0.3078139	0.6248454	0.4449397	0.9085545	0.5202849	0.8919207	0.9985269	0.9744677	0.2399439	0.4799003	0.0434233	0.3235861	0.7789528	0.0478958	0.0506076	0.4775599	0.6546985	0.8145047	0.5075542	0.0124837	0.2239510	0.5750774	0.6411368	0.1218837	0.9294301	0.2385613	0.5282878	0.3866098	0.5989138	0.9202003	0.9580041	0.9463414	0.7949841	0.3700139	0.7273458	0.3091663	0.1394760	0.9948965	0.2609145	0.0503125	0.4298846	0.4430859	0.3888812	0.4788120	0.8865141	0.4890992	0.9248818
900	0.7265427	0.6218928	0.9820435	0.4777068	0.2290838	0.5012108	0.0244701	0.5026993	0.4627652	0.9848745	0.9994119	0.4970836	0.1887471	0.0730167	0.8250706	0.4441647	0.4097573	0.5960526	0.3829981	0.0097514	0.9999907	0.0390097	0.0388037	0.0150262	0.6281854	0.3836602	0.3008747	0.5256689	0.8838038	0.9917376	0.2747176	0.2895620	0.3822775	0.3418007	0.6203565	0.6127796	0.0106326	0.0969189	0.1194531	0.6559598	0.6214201	0.3407402	0.8738313	0.5764217	0.7336594	0.4598984	0.2809661	0.5821008	0.7437192	0.9999298	0.9068121	0.9967515	0.0053902	0.3122198	0.6158117	0.4433700	0.9072411	0.5266043	0.8789657	0.9986488	0.9744722	0.2342633	0.4697179	0.0438744	0.2946573	0.7796537	0.0476018	0.0459266	0.4370581	0.6497403	0.8140513	0.5083356	0.0120040	0.2241376	0.5737819	0.6341395	0.1270884	0.9283175	0.2456878	0.5211271	0.3762784	0.5977867	0.9197260	0.9653707	0.9533143	0.8122832	0.3678262	0.7081388	0.2976565	0.1514483	0.9950539	0.2585406	0.0501322	0.4319568	0.4444894	0.3939890	0.4207164	0.8923138	0.4896896	0.9500148
950	0.7262971	0.6223866	0.9826280	0.4849549	0.2290872	0.5024477	0.0244701	0.5028629	0.4581507	0.9849917	0.9994064	0.4899772	0.1853998	0.0723197	0.8255207	0.4424587	0.4086441	0.5941214	0.3830696	0.0097483	0.9999960	0.0390067	0.0388277	0.0150244	0.6274311	0.3834714	0.3005895	0.5257010	0.8837443	0.9919328	0.2694371	0.2902730	0.3730939	0.3467417	0.6233622	0.6129327	0.0104630	0.1039013	0.1010911	0.6547890	0.6213426	0.3403073	0.8782692	0.5819345	0.7222198	0.4768460	0.2752728	0.5951331	0.7456227	0.9999765	0.9126142	0.9969081	0.0045254	0.3157303	0.6115961	0.4430677	0.9084417	0.5352854	0.8726306	0.9987037	0.9745471	0.2315935	0.4595357	0.0444773	0.2706401	0.7797614	0.0474126	0.0419740	0.3959915	0.6317744	0.8155849	0.5096486	0.0117911	0.2245976	0.5734400	0.6287134	0.1298971	0.9292889	0.2481315	0.5153841	0.3686482	0.5986119	0.9194570	0.9682748	0.9568162	0.8218967	0.3668467	0.6964466	0.2961265	0.1697665	0.9952439	0.2551384	0.0498834	0.4279406	0.4452448	0.3957991	0.3765180	0.8954496	0.4903167	0.9609206
1000	0.7260890	0.6227815	0.9829746	0.4866727	0.2290895	0.5029602	0.0244701	0.5029302	0.4553033	0.9850651	0.9993998	0.4843382	0.1836551	0.0719266	0.8257067	0.4410013	0.4078859	0.5932103	0.3832394	0.0097473	0.9999977	0.0390061	0.0388553	0.0150253	0.6268713	0.3834803	0.3004750	0.5256867	0.8838022	0.9920097	0.2675309	0.2932264	0.3646757	0.3473480	0.6244980	0.6129568	0.0104062	0.1095870	0.0934764	0.6540921	0.6211128	0.3400067	0.8814651	0.5868869	0.7085511	0.4885101	0.2686600	0.6035321	0.7462743	0.9999921	0.9150367	0.9969906	0.0039341	0.3185222	0.6096853	0.4434524	0.9092792	0.5432266	0.8696270	0.9987328	0.9746281	0.2304428	0.4499128	0.0451280	0.2528023	0.7794124	0.0473024	0.0392354	0.3682890	0.5975541	0.8181121	0.5110821	0.0117824	0.2250895	0.5735181	0.6246109	0.1313322	0.9311709	0.2478814	0.5104324	0.3639772	0.6010822	0.9192932	0.9692937	0.9585199	0.8270882	0.3664203	0.6898758	0.2991946	0.1855375	0.9954300	0.2520789	0.0496672	0.4238149	0.4456379	0.3963330	0.3490555	0.8968111	0.4908904	0.9658754

0	0.7258686	0.6235855	0.9827491	0.4649843	0.2290939	0.5031855	0.0244701	0.5029758	0.4488219	0.9863454	0.9993821	0.4744101	0.1821475	0.0712842	0.8268491	0.4371496	0.4062143	0.5921730	0.3838393	0.0097468	0.9999985	0.0390060	0.0389247	0.0150291	0.6261265	0.3837781	0.2997309	0.5267693	0.8849893	0.9920547	0.2759727	0.3058062	0.3532311	0.3267386	0.6246211	0.6122170	0.0111087	0.1904705	0.0879279	0.6531631	0.6204154	0.3393386	0.9589213	0.8740502	0.2192156	0.4876054	0.2586978	0.6101023	0.7421846	1.0000000	0.9194271	0.9970779	0.0029449	0.3289927	0.6025402	0.4451878	0.9081212	0.5559563	0.8605330	0.9987733	0.9743845	0.2279363	0.2599875	0.0472801	0.2231353	0.7756660	0.0472062	0.0377620	0.3497430	0.4809434	0.8260126	0.5354262	0.0196880	0.2261347	0.5760059	0.6182950	0.1305019	0.9363653	0.2545517	0.5229325	0.3580700	0.6039469	0.9171891	0.9694201	0.9600112	0.8286888	0.3661054	0.6829677	0.3077771	0.2111713	0.9956985	0.2507160	0.0502970	0.4473127	0.4470553	0.3952573	0.3178103	0.8960564	0.4924196	0.9650883
