Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
450	0.7752001	0.8440401	0.4471499	0.5531278	0.9998427	0.7716856	0.9269983	0.6877032	0.7490583	0.0757855	0.5188901	0.8876737	0.6409020	0.4376847	0.8179789	0.9996690	0.6737108	0.9999437	0.2701348	0.4863997	0.0463403	0.9992722	0.2588514	0.5314067	0.7412371	0.6261418	0.8666952	0.4944967	0.6432619	0.7569837	0.5987235	0.2954711	0.0714073	0.3781127	0.0169215	0.0185734	0.6239277	0.5352339	0.9791998	0.1143616	0.6529426	0.1874218	0.7015031	0.0340044	0.5159503	0.1272154	0.4657119	0.4286658	0.0715641	0.5432662	0.1964847	0.9944657	0.4581641	0.2978815	0.9315886	0.4484500	0.6021472	0.1992078	0.0125345	0.9999495	0.9855786	0.3250871	0.8528502	0.8410003	0.7740393	0.9290155	0.3433451	0.0248206	0.7331544	0.0373386	0.8791710	0.3511539	0.8014766	0.1422198	0.4652784	0.0106604	0.6021158	0.0141643	0.0191405	0.8777919	0.9376200	0.4565559	0.0056606	0.1466825	0.3177972	0.8246756	0.7185090	0.2402956	0.2859965	0.9770702	0.4354643	0.6437586	0.0314980	0.8687456	0.7732706	0.5136268	1.0000000	0.1604823	0.7747031	0.9999948
500	0.7755976	0.8447294	0.4473066	0.5535232	0.9999281	0.7716271	0.9267387	0.6877037	0.7587191	0.0755671	0.5187402	0.8880552	0.6410740	0.4376718	0.8215885	0.9996679	0.6737338	0.9999389	0.2691254	0.4861413	0.0463390	0.9992577	0.2588423	0.5321314	0.7411660	0.6245094	0.8656978	0.4942679	0.6438121	0.7569092	0.5975193	0.2954949	0.0714073	0.3779695	0.0169216	0.0185404	0.6239500	0.5352388	0.9792009	0.1145073	0.6635323	0.1839633	0.6989578	0.0344200	0.5159969	0.1271555	0.4660389	0.4288263	0.0714959	0.5431788	0.1978236	0.9944252	0.4604418	0.2977540	0.9317022	0.4483333	0.5998093	0.1993233	0.0126096	0.9999750	0.9855460	0.3216226	0.8526001	0.8420769	0.7741138	0.9291540	0.3433088	0.0249698	0.7336254	0.0371232	0.8787027	0.3503676	0.8007380	0.1435442	0.4654805	0.0109108	0.5996766	0.0144610	0.0192641	0.8783693	0.9376258	0.4572341	0.0056661	0.1466238	0.3177832	0.8249038	0.7189257	0.2409183	0.2860165	0.9772550	0.4358184	0.6434097	0.0316445	0.8690128	0.7735123	0.5133899	1.0000000	0.1610038	0.7754482	0.9999980
550	0.6896364	0.8599544	0.4473493	0.5181274	0.8730443	0.7803589	0.9061342	0.8957504	0.7792829	0.0646042	0.4982042	0.8981741	0.7469508	0.4351741	0.8282182	0.8485081	0.6738301	0.9993738	0.3255604	0.4861784	0.0463495	0.9993393	0.1396771	0.5438049	0.6161272	0.6239447	0.9018950	0.8036088	0.6443890	0.7064865	0.5933173	0.1017031	0.0714073	0.3745708	0.0169258	0.1060878	0.2863670	0.5247998	0.9654740	0.1439181	0.6754522	0.1812286	0.6987410	0.0395083	0.4549052	0.7204930	0.4663184	0.4306953	0.0774754	0.4307579	0.1935863	0.9941542	0.4740733	0.3070369	0.9531353	0.4723420	0.5994417	0.2064673	0.0122478	0.9999375	0.9861077	0.3171328	0.9398517	0.8528356	0.7740064	0.9211177	0.3463271	0.0287063	0.7416744	0.1414833	0.8767863	0.3503547	0.7567353	0.1454124	0.4643347	0.1081060	0.5769118	0.0110685	0.0191342	0.8788266	0.9351748	0.4692333	0.0048040	0.2212437	0.7389909	0.8254453	0.7205075	0.2407387	0.4515750	0.9781935	0.4166819	0.8483127	0.0774489	0.8121857	0.7059765	0.2018773	1.0000000	0.1345093	0.6524266	0.9821451
600	0.5342893	0.8758385	0.4387842	0.4401006	0.8168509	0.8437878	0.9375830	0.9649978	0.8757731	0.0434793	0.5851196	0.9192355	0.7812172	0.4338524	0.8412275	0.7983957	0.6741101	0.9969193	0.5390719	0.4865447	0.0463940	0.9995587	0.0971801	0.5676937	0.5654121	0.6287025	0.9520625	0.9125876	0.6448473	0.6899844	0.5872557	0.0739023	0.0714073	0.3657687	0.0169478	0.2774913	0.1633447	0.5239078	0.9753007	0.0895947	0.6856803	0.1798832	0.7008881	0.0387184	0.2900327	0.8701472	0.4664671	0.4310221	0.0995201	0.3982377	0.2513138	0.9937426	0.4797916	0.3284253	0.9671731	0.5087532	0.6757180	0.2198072	0.0119923	0.9990751	0.9873373	0.3055209	0.9528177	0.8313405	0.7731093	0.9253928	0.3504166	0.0702667	0.7640213	0.1724862	0.8653947	0.3548636	0.7847035	0.1355665	0.4712573	0.1477538	0.5777891	0.0045137	0.0185148	0.8873237	0.9310194	0.4981459	0.0035089	0.2507869	0.8951439	0.8339659	0.7270879	0.2386196	0.4890632	0.9775695	0.3793061	0.8798264	0.0866079	0.7586244	0.6588259	0.1107154	1.0000000	0.0808334	0.5416936	0.9749618
650	0.4710326	0.8813176	0.3949197	0.3748411	0.7910774	0.9032242	0.9586960	0.9880952	0.9528887	0.0302015	0.6374712	0.9341119	0.7925828	0.4361943	0.8581585	0.7818751	0.6747659	0.9972187	0.7534484	0.4873034	0.0464964	0.9997404	0.0823184	0.5805134	0.5459853	0.6366177	0.9763058	0.9597905	0.6450806	0.6846871	0.5809091	0.0689793	0.0714073	0.3571358	0.0169569	0.5249779	0.1191272	0.5327797	0.9818537	0.0554376	0.6917032	0.1802418	0.7048170	0.0254730	0.1845274	0.9128238	0.4663580	0.4244391	0.1262046	0.3867557	0.4120412	0.9936744	0.4834306	0.3455310	0.9678315	0.5265370	0.8013194	0.2255541	0.0122641	0.9908622	0.9872363	0.2778562	0.9636661	0.7671217	0.7711964	0.9410166	0.3523740	0.1342521	0.7859986	0.1771650	0.8295274	0.3650075	0.8273223	0.1247052	0.4560892	0.1639101	0.6482165	0.0018411	0.0178332	0.9018117	0.9298212	0.5213045	0.0028349	0.2532556	0.9491160	0.8586109	0.6627031	0.2327155	0.4939342	0.9670188	0.3549325	0.8593089	0.0846231	0.6426766	0.6204324	0.0873700	1.0000000	0.0463015	0.2893596	0.9719891
700	0.4542640	0.8789609	0.3309636	0.3355820	0.7792156	0.9373146	0.9685038	0.9958224	0.9837324	0.0241284	0.6577724	0.9418873	0.7949486	0.4393417	0.8716972	0.7765733	0.6755574	0.9983454	0.8756585	0.4883112	0.0466296	0.9998483	0.0777052	0.5845209	0.5388197	0.6431128	0.9859569	0.9814127	0.6450406	0.6831829	0.5758543	0.0680016	0.0714072	0.3507366	0.0169426	0.6995987	0.1052706	0.5388672	0.9844190	0.0401377	0.6920876	0.1822069	0.7095044	0.0140629	0.1336221	0.9268550	0.4659592	0.4121917	0.1470999	0.3823308	0.5078411	0.9937978	0.4853301	0.3533473	0.9650117	0.5336418	0.8558665	0.2256001	0.0124050	0.9626573	0.9839500	0.2482700	0.9751767	0.7183252	0.7694835	0.9525842	0.3549750	0.1781713	0.8008368	0.1694153	0.7459800	0.3758819	0.8578546	0.1188551	0.2872400	0.1674538	0.7412000	0.0010100	0.0173109	0.9135610	0.9305182	0.5324707	0.0025369	0.2319817	0.9638274	0.8798852	0.4721565	0.2253155	0.4856096	0.9499347	0.3429548	0.8407414	0.0801766	0.5907412	0.5776959	0.0819550	1.0000000	0.0283381	0.1684294	0.9707400
750	0.4497429	0.8699484	0.2799571	0.3150062	0.7738067	0.9547209	0.9727496	0.9984137	0.9944619	0.0218654	0.6651295	0.9453431	0.7935594	0.4419944	0.8792524	0.7750078	0.6761937	0.9990539	0.9318266	0.4892737	0.0467518	0.9999049	0.0768235	0.5853289	0.5362606	0.6471832	0.9896273	0.9909068	0.6447398	0.6829818	0.5732979	0.0678094	0.0714071	0.3468455	0.0169223	0.7829190	0.1022168	0.5414877	0.9852827	0.0338544	0.6867683	0.1852921	0.7137675	0.0079188	0.1106473	0.9320082	0.4652891	0.3993562	0.1602641	0.3808067	0.5500367	0.9939429	0.4857477	0.3553166	0.9626628	0.5364005	0.8818441	0.2241461	0.0120442	0.9234910	0.9793933	0.2277433	0.9806025	0.6951872	0.7685629	0.9573152	0.3603976	0.1997090	0.8089496	0.1562923	0.6324512	0.3835667	0.8752874	0.1164190	0.1884921	0.1672538	0.8060859	0.0007592	0.0169568	0.9190555	0.9315760	0.5341035	0.0024058	0.2028615	0.9653248	0.8876895	0.3471684	0.2191509	0.4739959	0.9400822	0.3381824	0.8316270	0.0765460	0.5768708	0.5345783	0.0810307	1.0000000	0.0197204	0.1457678	0.9702095
800	0.4470633	0.8568756	0.2487580	0.3049050	0.7713600	0.9631313	0.9745808	0.9992844	0.9981076	0.0212499	0.6677565	0.9465428	0.7909866	0.4438594	0.8823369	0.7746433	0.6765640	0.9994089	0.9553930	0.4899938	0.0468525	0.9999326	0.0768376	0.5851250	0.5354488	0.6494344	0.9910362	0.9949147	0.6442476	0.6831763	0.5738338	0.0677700	0.0714070	0.3449414	0.0169070	0.8145249	0.1022390	0.5424295	0.9855629	0.0314420	0.6770608	0.1887295	0.7165605	0.0051185	0.1005293	0.9340571	0.4644735	0.3893797	0.1675109	0.3804437	0.5651184	0.9940536	0.4854930	0.3554505	0.9614270	0.5374983	0.8981001	0.2228967	0.0114828	0.8918182	0.9762993	0.2162143	0.9827584	0.6856867	0.7682835	0.9589224	0.3693121	0.2077709	0.8126076	0.1449802	0.5422571	0.3877594	0.8843728	0.1148527	0.1650728	0.1668417	0.8399361	0.0006809	0.0167258	0.9191596	0.9323814	0.5304145	0.0023474	0.1792640	0.9637303	0.8873898	0.2845148	0.2149210	0.4647196	0.9359065	0.3371369	0.8281084	0.0742110	0.5733498	0.5010696	0.0810567	1.0000000	0.0157469	0.1415194	0.9699838
850	0.4438517	0.8431222	0.2320067	0.3001157	0.7702593	0.9670015	0.9753763	0.9995777	0.9993392	0.0212174	0.6686348	0.9466679	0.7884794	0.4450226	0.8829745	0.7746200	0.6766898	0.9995753	0.9647542	0.4904392	0.0469316	0.9999457	0.0769590	0.5844863	0.5353136	0.6506041	0.9915903	0.9965609	0.6436799	0.6834157	0.5773315	0.0677609	0.0714069	0.3442837	0.0168981	0.8239912	0.1027636	0.5427459	0.9856554	0.0306533	0.6653856	0.1916502	0.7172107	0.0039422	0.0961252	0.9349367	0.4637045	0.3829430	0.1710993	0.3804638	0.5678754	0.9941243	0.4851397	0.3553475	0.9609993	0.5379560	0.9093878	0.2221232	0.0110140	0.8726377	0.9748742	0.2104308	0.9837389	0.6819977	0.7683337	0.9594407	0.3804688	0.2093749	0.8137725	0.1376461	0.4903290	0.3897670	0.8889122	0.1130377	0.1592352	0.1666502	0.8554346	0.0006540	0.0165847	0.9162614	0.9328498	0.5249941	0.0023209	0.1641549	0.9620120	0.8848408	0.2534633	0.2122936	0.4588559	0.9342599	0.3377236	0.8269792	0.0728483	0.5724668	0.4796764	0.0811104	1.0000000	0.0139083	0.1411657	0.9698894
900	0.4400828	0.8313034	0.2236327	0.2978915	0.7697660	0.9686512	0.9757230	0.9996766	0.9997537	0.0213279	0.6688673	0.9463575	0.7865140	0.4457073	0.8826392	0.7746574	0.6766497	0.9996513	0.9683006	0.4906688	0.0469872	0.9999516	0.0770458	0.5835850	0.5354147	0.6511916	0.9918123	0.9972157	0.6431783	0.6835774	0.5829498	0.0677583	0.0714069	0.3442625	0.0168936	0.8257214	0.1031624	0.5428511	0.9856860	0.0305386	0.6546992	0.1933041	0.7155635	0.0034820	0.0942199	0.9353453	0.4631075	0.3793034	0.1727093	0.3805491	0.5658235	0.9941611	0.4848490	0.3552721	0.9610020	0.5381504	0.9169959	0.2217085	0.0107071	0.8629112	0.9744081	0.2077120	0.9842741	0.6806670	0.7684919	0.9596041	0.3913595	0.2083891	0.8137385	0.1335712	0.4649056	0.3906831	0.8911270	0.1108600	0.1574131	0.1665854	0.8619589	0.0006432	0.0165179	0.9125352	0.9330640	0.5200163	0.0023084	0.1557284	0.9606129	0.8825542	0.2379843	0.2107576	0.4556318	0.9336306	0.3387716	0.8266938	0.0720870	0.5722498	0.4677243	0.0809792	1.0000000	0.0130518	0.1420475	0.9698516
950	0.4363206	0.8225265	0.2196136	0.2968723	0.7695456	0.9692523	0.9758738	0.9997100	0.9998922	0.0214357	0.6688838	0.9459393	0.7851450	0.4461030	0.8822453	0.7746777	0.6765293	0.9996855	0.9695764	0.4907634	0.0470163	0.9999541	0.0770934	0.5825478	0.5355387	0.6514766	0.9919014	0.9974590	0.6428762	0.6836418	0.5892982	0.0677574	0.0714069	0.3444902	0.0168916	0.8253853	0.1033854	0.5428852	0.9856943	0.0306827	0.6477353	0.1932631	0.7120213	0.0033240	0.0933974	0.9355468	0.4627093	0.3774514	0.1733660	0.3805964	0.5625920	0.9941711	0.4845837	0.3552122	0.9611767	0.5382253	0.9217893	0.2215098	0.0105278	0.8586416	0.9743432	0.2064797	0.9845868	0.6802719	0.7686520	0.9596535	0.4000005	0.2065418	0.8132518	0.1315585	0.4534206	0.3910993	0.8921856	0.1086802	0.1567925	0.1665800	0.8643963	0.0006381	0.0165168	0.9092649	0.9331243	0.5163314	0.0023021	0.1514731	0.9594161	0.8810312	0.2302564	0.2099067	0.4540332	0.9334086	0.3397291	0.8266480	0.0716685	0.5721989	0.4616593	0.0806660	1.0000000	0.0126613	0.1432497	0.9698379
1000	0.4330720	0.8166758	0.2177263	0.2964096	0.7694475	0.9694027	0.9759391	0.9997214	0.9999379	0.0215101	0.6688504	0.9455603	0.7842590	0.4463150	0.8822788	0.7746724	0.6763983	0.9997007	0.9700065	0.4907931	0.0470184	0.9999552	0.0771164	0.5815080	0.5355740	0.6516030	0.9919363	0.9975341	0.6428586	0.6836320	0.5947559	0.0677572	0.0714069	0.3447649	0.0168907	0.8248022	0.1034942	0.5428938	0.9856937	0.0308801	0.6462774	0.1915439	0.7074648	0.0032888	0.0930418	0.9356510	0.4624788	0.3765897	0.1736190	0.3805934	0.5598106	0.9941609	0.4842829	0.3551571	0.9613817	0.5382424	0.9246162	0.2214282	0.0104288	0.8570584	0.9743984	0.2059327	0.9847633	0.6802131	0.7687786	0.9596666	0.4058539	0.2044666	0.8126896	0.1306855	0.4483318	0.3912915	0.8926793	0.1069895	0.1566180	0.1665993	0.8650595	0.0006355	0.0165701	0.9068956	0.9331069	0.5139664	0.0022985	0.1494959	0.9583237	0.8801202	0.2264034	0.2094659	0.4533046	0.9333517	0.3404069	0.8266446	0.0714385	0.5721883	0.4588033	0.0802530	1.0000000	0.0124959	0.1443098	0.9698339

0	0.4260845	0.8085088	0.2160117	0.2960338	0.7693707	0.9698872	0.9759881	0.9997272	0.9999586	0.0216118	0.6688386	0.9448046	0.7834040	0.4460165	0.8871352	0.7746276	0.6764106	0.9997115	0.9701837	0.4909942	0.0468731	0.9999564	0.0771195	0.5783065	0.5345638	0.6515737	0.9919567	0.9975601	0.6449943	0.6834658	0.5849059	0.0677581	0.0714069	0.3454329	0.0168902	0.8239822	0.1035679	0.5428804	0.9856835	0.0305058	0.6890895	0.1795721	0.7019250	0.0033016	0.0927555	0.9359050	0.4623510	0.3758301	0.1739607	0.3804800	0.5571232	0.9940719	0.4829050	0.3550019	0.9618431	0.5381954	0.9278450	0.2214300	0.0103140	0.8571540	0.9746090	0.2055966	0.9849542	0.6797465	0.7689073	0.9596627	0.4134763	0.1977310	0.8113214	0.1306173	0.4422416	0.3914684	0.8931561	0.1114488	0.1568840	0.1664850	0.8652727	0.0006333	0.0169157	0.9035071	0.9328850	0.5112374	0.0022999	0.1481708	0.9542746	0.8787443	0.2226050	0.2090880	0.4526459	0.9334574	0.3406511	0.8266061	0.0712172	0.5721880	0.4568308	0.0796708	1.0000000	0.0124626	0.1463752	0.9698363
