Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
600	0.3596964	0.4962541	0.3189186	0.3622752	0.5431511	0.5736877	0.7165494	0.6487348	0.5783484	0.0285274	0.4324422	0.5910346	0.4941904	0.3260007	0.4879877	0.5579473	0.4075265	0.7339785	0.2944266	0.4207644	0.0408538	0.6523837	0.0443747	0.3329512	0.3423463	0.3697434	0.5368160	0.6317809	0.5832035	0.6191789	0.3882813	0.0634330	0.0371875	0.2063524	0.0132811	0.1962483	0.1476727	0.2794405	0.6332798	0.0358696	0.3847074	0.1293194	0.4645832	0.0208116	0.1573933	0.6893722	0.2798015	0.3790351	0.0681697	0.3674515	0.1258129	0.7595837	0.4067347	0.2772690	0.6860030	0.2634907	0.6200487	0.1252284	0.0143974	0.6417815	0.7201671	0.1978983	0.7523494	0.4920983	0.5225477	0.8139136	0.2283929	0.0754525	0.5369606	0.0924573	0.6634680	0.1964358	0.7143846	0.0974003	0.3401582	0.0667581	0.3412845	0.0051623	0.0027290	0.5880303	0.5884666	0.3506445	0.0050651	0.1279544	0.7012496	0.5844728	0.4825335	0.1722354	0.3101477	0.7360489	0.3335955	0.5507240	0.1211838	0.5087518	0.4123597	0.0856581	0.6258212	0.0396680	0.4068621	0.7467476
650	0.2955391	0.6431334	0.2829028	0.2755600	0.6254807	0.5635613	0.5416931	0.6867878	0.7497595	0.0251404	0.5540051	0.5236679	0.5207990	0.2907449	0.6146915	0.5477694	0.4817315	0.7059248	0.4227159	0.3012763	0.0591257	0.5708571	0.0414446	0.3477136	0.3788479	0.4274063	0.6086373	0.6849508	0.4678585	0.4451903	0.3696234	0.0468222	0.0334772	0.2331190	0.0043226	0.3408035	0.0877692	0.2989538	0.6949381	0.0318652	0.4575472	0.1635861	0.5047866	0.0203346	0.1359473	0.6092909	0.3572952	0.2601710	0.0503215	0.2459193	0.3434300	0.5543023	0.3335271	0.2521390	0.6822511	0.4270773	0.4857625	0.1362022	0.0135595	0.7740719	0.5755409	0.2354859	0.7040250	0.5892897	0.5588133	0.8167661	0.2474406	0.1052456	0.5279203	0.1209962	0.6383906	0.2651890	0.6118744	0.0427361	0.3014292	0.1828920	0.4591020	0.0017339	0.0091852	0.6799996	0.6353759	0.3347810	0.0011575	0.1285358	0.6738057	0.6226558	0.4652482	0.1682036	0.3209482	0.7525809	0.1919361	0.5804421	0.0695166	0.5025085	0.3025766	0.0652579	0.4477829	0.0414792	0.2178571	0.7715410
700	0.2698452	0.5480511	0.2349639	0.3032846	0.5464576	0.5607177	0.5472836	0.6317982	0.7959761	0.0120741	0.5237581	0.5424739	0.5091273	0.3968252	0.5866442	0.5840736	0.5274947	0.7305610	0.5506441	0.3522703	0.0850681	0.5823063	0.0593565	0.3334759	0.3362207	0.3519095	0.7007756	0.5885675	0.3642342	0.5032490	0.5172874	0.0413552	0.0557976	0.3480663	0.0091696	0.4941672	0.0828863	0.4143008	0.9036836	0.0711820	0.2736747	0.1244875	0.5281247	0.0054424	0.0713246	0.7034588	0.2698675	0.2788632	0.0941389	0.3060093	0.4659572	0.6683388	0.3796428	0.2399687	0.6704141	0.3998632	0.4643234	0.1325010	0.0134308	0.5345205	0.7860737	0.1802809	0.7517009	0.4486034	0.4452639	0.6471094	0.2794021	0.1551029	0.6302363	0.1221663	0.5521010	0.1756414	0.5636307	0.0794311	0.1758345	0.1755224	0.5952880	0.0063767	0.0128380	0.6620207	0.5947878	0.3308672	0.0079216	0.1587454	0.6536300	0.6267351	0.3192470	0.1660100	0.3308998	0.6256814	0.2827600	0.4993513	0.0588197	0.3573145	0.3087343	0.0558452	0.6645683	0.0232503	0.1364941	0.6049196
750	0.2737788	0.5664722	0.1295495	0.2556289	0.5524637	0.6814322	0.7269232	0.7751439	0.5883685	0.0105092	0.4594500	0.6381996	0.4741942	0.1941963	0.7125373	0.5729944	0.5155785	0.7940545	0.6226492	0.2765955	0.0463411	0.6302980	0.0733732	0.4249192	0.3347773	0.4178864	0.6565795	0.7628569	0.5242635	0.4551548	0.4049677	0.0849962	0.0239992	0.2373985	0.0217831	0.4222729	0.0909141	0.4209532	0.6911552	0.0267011	0.3569151	0.1136410	0.4106665	0.0089966	0.0781382	0.5701673	0.2965323	0.2635589	0.1036270	0.2225649	0.3728365	0.8120909	0.3567880	0.2995864	0.5978817	0.3760889	0.6890439	0.1148801	0.0115236	0.6006060	0.6584850	0.2059184	0.5882219	0.4068749	0.4291117	0.6156799	0.2363871	0.1401471	0.5081903	0.1223851	0.3883615	0.2298489	0.6384378	0.0732660	0.1125911	0.0909699	0.5356785	0.0047434	0.0045907	0.6203948	0.6409307	0.3423875	0.0023707	0.1234972	0.7717994	0.5770615	0.2405079	0.1872323	0.4069282	0.4999014	0.1730395	0.5452262	0.0528866	0.4244112	0.3275614	0.0396299	0.6770863	0.0054781	0.0933920	0.5966802
800	0.4098800	0.5183971	0.1839229	0.1801104	0.6599344	0.7112257	0.7279367	0.5597157	0.7201147	0.0108307	0.5097251	0.6896749	0.5340755	0.4083607	0.6109562	0.5252795	0.4316507	0.5875122	0.6832308	0.3390600	0.0782868	0.8044109	0.0356662	0.4030967	0.2906352	0.4112394	0.7980388	0.6908707	0.4380625	0.5763088	0.4485247	0.0503705	0.0464136	0.2529075	0.0035372	0.4559579	0.0383301	0.2629017	0.7519111	0.0407131	0.4554858	0.0950784	0.6185406	0.0087207	0.0848098	0.7092651	0.3644642	0.3034571	0.1131106	0.2957349	0.3761356	0.6139207	0.2577244	0.2866672	0.6390326	0.3835426	0.5330572	0.1588647	0.0128914	0.6102213	0.7488202	0.1449733	0.6251492	0.4572376	0.4712027	0.6044392	0.2242714	0.0902227	0.5928821	0.1070442	0.2886166	0.3018813	0.6033451	0.0379337	0.1238463	0.1597621	0.5768007	0.0009355	0.0070186	0.5696516	0.6084300	0.3349445	0.0010380	0.1940325	0.7472885	0.6604595	0.1952219	0.1116981	0.3800660	0.7932968	0.2387584	0.6187156	0.0572217	0.3955082	0.3558908	0.0553142	0.5855453	0.0118687	0.1261070	0.5440821
850	0.2988471	0.5541970	0.1485978	0.2146345	0.5156534	0.6224546	0.6853030	0.6465093	0.6778295	0.0052284	0.4898188	0.6756599	0.6269991	0.3077507	0.6262002	0.5944510	0.5456257	0.6932467	0.6717545	0.3371456	0.0293289	0.6893875	0.0307418	0.4211377	0.3427633	0.4618741	0.7478256	0.6373716	0.4769032	0.4474327	0.4334945	0.0630038	0.0412200	0.2374810	0.0073948	0.5125484	0.0572292	0.4203659	0.6621624	0.0195056	0.5474936	0.0987996	0.3817318	0.0020709	0.0384057	0.6781559	0.3320369	0.2572535	0.0731797	0.1920231	0.3221749	0.6408241	0.3129484	0.2776418	0.6378530	0.3238270	0.5182370	0.1698011	0.0018541	0.6034328	0.7671005	0.1236634	0.7081834	0.4782779	0.4757949	0.5404824	0.2633421	0.1012855	0.5006290	0.0585853	0.3152848	0.2978899	0.6757277	0.0789403	0.1409132	0.0778541	0.5749678	0.0008193	0.0052535	0.5479416	0.5775847	0.4306677	0.0019410	0.1005429	0.6167958	0.6096557	0.2192627	0.1677533	0.4135807	0.6062074	0.1622766	0.5328642	0.0469799	0.3288695	0.2652799	0.0579943	0.6267359	0.0151827	0.1408194	0.7528801
900	0.3024039	0.5816457	0.1399028	0.1628342	0.4139085	0.7299921	0.6194559	0.7533957	0.6951053	0.0193899	0.4587776	0.7125600	0.4132521	0.3094884	0.5114800	0.5201358	0.5318783	0.6543949	0.7909311	0.3137395	0.0320077	0.8794879	0.0454255	0.3531250	0.3616955	0.4573766	0.7819960	0.7120460	0.4517096	0.4115914	0.4877697	0.0384054	0.0259223	0.1962607	0.0112656	0.6366288	0.0846987	0.4846924	0.6617196	0.0283579	0.5069278	0.1133665	0.4347389	0.0016307	0.0502360	0.6866742	0.4275686	0.1931812	0.1429183	0.2244215	0.3031576	0.7018681	0.3909446	0.2171801	0.8277859	0.4040444	0.5837819	0.0890314	0.0022127	0.5650511	0.7501471	0.1363424	0.6997944	0.4292244	0.4999603	0.6442581	0.3432862	0.0960411	0.4901138	0.0731685	0.3297496	0.3064268	0.5533471	0.1632878	0.1385800	0.1060197	0.6040066	0.0000137	0.0232502	0.5795415	0.6114581	0.4503458	0.0022578	0.1432168	0.6226980	0.4708293	0.1044612	0.1556872	0.3170858	0.6699304	0.2198877	0.5541021	0.0314314	0.3609443	0.2937825	0.0604738	0.7261524	0.0137398	0.1262760	0.6355383
950	0.3325410	0.5649939	0.1738993	0.2517933	0.4924409	0.5926512	0.6151671	0.6536135	0.7117694	0.0270530	0.5222596	0.5712118	0.3980327	0.3384648	0.5727367	0.5057974	0.3954450	0.5831290	0.6874638	0.3664242	0.0529412	0.7342567	0.0371159	0.3760571	0.3367773	0.4537823	0.6028590	0.6227610	0.5000765	0.3633156	0.3534075	0.0405098	0.0355263	0.1939982	0.0225551	0.5430770	0.0864138	0.4509385	0.6125278	0.0132800	0.5761744	0.0636066	0.5238391	0.0075060	0.0821963	0.6689365	0.4339457	0.2646266	0.1188455	0.2021662	0.3062437	0.7508048	0.2258298	0.2522922	0.6569879	0.2450126	0.5983724	0.1770620	0.0029105	0.4508086	0.6468619	0.1528621	0.7833399	0.4533318	0.6982565	0.6466572	0.2621616	0.1513502	0.5176089	0.0725115	0.2472739	0.2078458	0.6476196	0.1579255	0.1392309	0.1285858	0.5698431	0.0018515	0.0100406	0.6747230	0.4893045	0.3563909	0.0107130	0.0708836	0.6164802	0.5414384	0.1212636	0.1798462	0.3075358	0.5299436	0.2257981	0.5172200	0.0425350	0.5132280	0.2569312	0.0533116	0.6895807	0.0070410	0.1368601	0.6877973
1000	0.3139400	0.6159910	0.1003107	0.1842838	0.5260769	0.5790319	0.6818933	0.6241790	0.5734842	0.0249761	0.4726983	0.5494981	0.4839566	0.2782669	0.6394465	0.5067750	0.4405569	0.5983285	0.6158620	0.4069355	0.0458613	0.7466881	0.0409534	0.3887468	0.3575431	0.3666924	0.5781207	0.6561188	0.5454774	0.3609513	0.3386344	0.0847754	0.0598841	0.2810539	0.0095580	0.5513323	0.0591643	0.3207972	0.7116704	0.0130138	0.5572347	0.1304388	0.5454069	0.0027492	0.0570736	0.6157345	0.3503121	0.2059539	0.1438161	0.2209741	0.3099644	0.7129509	0.3047111	0.2771370	0.6015660	0.3108467	0.5481284	0.2783635	0.0020763	0.6062953	0.6237702	0.1678503	0.8319955	0.5515011	0.5877485	0.6720476	0.3023934	0.1723095	0.4627908	0.1143754	0.3598953	0.2378284	0.6401318	0.1310572	0.1545951	0.1196578	0.5500127	0.0004656	0.0018509	0.7412243	0.6750557	0.3772373	0.0104652	0.1047784	0.7279530	0.5191951	0.1713335	0.1739199	0.2451095	0.6279533	0.2145559	0.5502875	0.0303804	0.3974641	0.3178013	0.0390027	0.6308691	0.0072087	0.0760494	0.6281666
0	0.3595057	0.5876393	0.1530603	0.2678190	0.4203206	0.6089776	0.6452746	0.7302872	0.6350563	0.0160367	0.4641316	0.6993865	0.5063791	0.3358038	0.5261355	0.4290412	0.4353147	0.7231893	0.6704418	0.3269775	0.0354465	0.8127497	0.1260079	0.3728128	0.3136016	0.3695143	0.6538641	0.7715483	0.5332143	0.4334609	0.5100342	0.0705244	0.0343895	0.2068448	0.0126540	0.6591184	0.0514058	0.3584250	0.6439213	0.0109563	0.3470594	0.1358295	0.3903215	0.0014653	0.0653027	0.7222121	0.2460697	0.2357285	0.1179869	0.2355401	0.5630180	0.6186086	0.2813326	0.2225999	0.6314879	0.4208411	0.7035998	0.1702781	0.0300762	0.5075681	0.6840104	0.1682333	0.7010084	0.5366262	0.5825889	0.7101574	0.2685175	0.1429168	0.5764297	0.1158211	0.3101556	0.2906025	0.6595246	0.0765834	0.1470219	0.1787110	0.6641507	0.0004794	0.0052665	0.6599012	0.4856802	0.2958415	0.0009585	0.0756917	0.6592114	0.6022026	0.1533414	0.1607957	0.2964292	0.6086334	0.2768989	0.5457189	0.0344428	0.4065937	0.3561572	0.0385253	0.7768216	0.0143555	0.0794040	0.7493917
