Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4735500	0.6794374	0.0928640	0.5599787	0.2834085	0.2566628	0.1564425	0.5205186	0.3360264	0.5721146	0.7117632	0.2812075	0.6442356	0.2597810	0.5122110	0.8467291	0.4171954	0.6843397	0.3093024	0.2636036	0.1125341	0.3608825	0.6385563	0.4739814	0.2139528	0.5987630	0.3933045	0.2786854	0.7036172	0.0914042	0.1172091	0.0579193	0.3874085	0.3543267	0.4356431	0.2468605	0.2186776	0.3941242	0.5019782	0.2027641	0.1618422	0.4964966	0.4105788	0.2757717	0.2669436	0.4218828	0.7288025	0.1870300	0.4387189	0.3900355	0.4685620	0.4937591	0.0042730	0.5450462	0.1984571	0.0292041	0.0053432	0.5751856	0.1633297	0.1898360	0.6092707	0.2818091	0.5281208	0.0009534	0.6004729	0.4275788	0.7419157	0.1343678	0.7281292	0.0416324	0.0637248	0.3881951	0.4341995	0.4281004	0.3168238	0.2121223	0.2879741	0.0412461	0.7057007	0.7021693	0.5743947	0.3837923	0.1954992	0.0603442	0.4119105	0.3483932	0.3643802	0.6554420	0.2442546	0.1008401	0.3626422	0.3557538	0.6163031	0.3187642	0.7020618	0.4934091	0.5892207	0.3541725	0.0055749	0.2998437
500	0.4500469	0.6886724	0.0533679	0.5873095	0.3981077	0.1864274	0.1265297	0.4845928	0.2899724	0.4879049	0.6315749	0.3357570	0.7426825	0.2157439	0.5220203	0.6099967	0.4123155	0.4045897	0.2777243	0.2353537	0.0967714	0.3798117	0.6179060	0.4209560	0.2355090	0.6541163	0.3553191	0.3191092	0.5061877	0.1304003	0.1043591	0.0878401	0.3564430	0.3497744	0.4801393	0.2058412	0.1544282	0.3759985	0.6725528	0.1811000	0.0687221	0.4832574	0.3916897	0.3093663	0.2328148	0.3692453	0.7618829	0.1969071	0.5492829	0.3697155	0.4665481	0.4845407	0.0002507	0.6685718	0.1399651	0.0288292	0.0047269	0.6005766	0.1989222	0.1974437	0.5694673	0.4043397	0.2918529	0.0019620	0.6040908	0.3151597	0.6072520	0.1177422	0.6438941	0.0665043	0.0611459	0.4209874	0.3539023	0.5357655	0.3763380	0.2573887	0.3199862	0.0179283	0.5449523	0.5488768	0.5427934	0.4215328	0.2502721	0.0742478	0.4755418	0.4206526	0.4779413	0.5493667	0.2473425	0.1817969	0.3792315	0.3248177	0.5322149	0.3945827	0.7849001	0.5021502	0.6090636	0.3934990	0.0278172	0.2828669
550	0.5344458	0.6407037	0.1021939	0.5633866	0.3573547	0.2026747	0.1179088	0.4711567	0.1988638	0.5406287	0.7851609	0.3910466	0.7742216	0.2265661	0.5272864	0.7119638	0.4261648	0.4232387	0.3410774	0.1446794	0.1363444	0.2980008	0.7077256	0.3544340	0.3879646	0.4754602	0.3563185	0.3231645	0.6264771	0.0952086	0.3986417	0.0607999	0.2654873	0.3543227	0.4731735	0.3694248	0.2288668	0.2857452	0.4727538	0.2310918	0.1955174	0.5574994	0.4239271	0.6144650	0.2240279	0.3833450	0.7566735	0.5433998	0.4176860	0.3767240	0.6212142	0.5167630	0.0003834	0.4929279	0.0977102	0.0325543	0.0241579	0.7583797	0.1729758	0.1303286	0.6747609	0.3846544	0.3946136	0.0005676	0.5983688	0.3759364	0.6280440	0.1848102	0.6003671	0.0465317	0.1155005	0.4185748	0.3385877	0.5560217	0.3154126	0.1778509	0.3805426	0.0234102	0.6132103	0.7737925	0.6952880	0.5000580	0.1742989	0.0808223	0.4231303	0.3945941	0.4149683	0.7164321	0.2157612	0.1113306	0.2792346	0.1930514	0.3523447	0.3846749	0.6972618	0.3752874	0.5541949	0.3506746	0.0467110	0.2321479
600	0.4743791	0.6495743	0.1278543	0.6675847	0.2790869	0.2010053	0.1976196	0.5163661	0.2501095	0.6297973	0.7082892	0.4805055	0.7463716	0.2620898	0.5129625	0.7613309	0.3428773	0.5905904	0.2873232	0.0792525	0.0797284	0.2726705	0.7396450	0.3527592	0.3013363	0.6723512	0.3716571	0.4430359	0.5700991	0.2527239	0.4378823	0.0852109	0.3864777	0.3347216	0.5007024	0.6393674	0.1429067	0.2232987	0.4358480	0.1980382	0.2375258	0.5597718	0.5048075	0.6002433	0.2070381	0.4042171	0.7936582	0.5325926	0.4559880	0.3785398	0.3721764	0.3890950	0.0008492	0.4064683	0.0533087	0.0207266	0.0270455	0.6587983	0.1803804	0.1309828	0.4826175	0.3673945	0.6083843	0.0000454	0.5672951	0.4037835	0.5429269	0.1183989	0.5732493	0.0684430	0.1924007	0.2923191	0.4073529	0.6831380	0.3048120	0.2284349	0.5429095	0.0060540	0.4699859	0.7331435	0.6174646	0.4763108	0.2012580	0.1530084	0.5206091	0.4618768	0.3285065	0.5446070	0.1807945	0.2215340	0.3221053	0.0535189	0.3170428	0.3671393	0.5895665	0.2183015	0.5453593	0.3813092	0.0865548	0.2278818
650	0.3695071	0.6697853	0.1031238	0.6423874	0.3923130	0.1650868	0.1457197	0.4601918	0.3195109	0.5600857	0.7612000	0.5755760	0.6850637	0.2444470	0.4407652	0.7394186	0.3840056	0.5309312	0.3001988	0.0476059	0.0696082	0.3631742	0.6097424	0.4222518	0.3990488	0.5771512	0.3326673	0.2867742	0.6141994	0.1976707	0.4555872	0.0999396	0.3534645	0.3927650	0.5395553	0.6227088	0.0971029	0.2451309	0.4588856	0.2120311	0.1454155	0.6209337	0.4499828	0.5121707	0.3368705	0.4118022	0.7564580	0.6603431	0.4617801	0.3061550	0.4361724	0.4136792	0.0121391	0.4747896	0.0126649	0.0085505	0.0169242	0.6923798	0.2081453	0.1800063	0.5625651	0.3383472	0.3793040	0.0048561	0.6598640	0.3396958	0.7115210	0.1400291	0.6875574	0.0950083	0.2547098	0.2455786	0.4302286	0.8144134	0.4147377	0.2657543	0.4779410	0.0031573	0.3074695	0.7045502	0.7111451	0.4636469	0.1414410	0.1329708	0.4540334	0.7126604	0.6071943	0.5390964	0.1289396	0.1976879	0.2876175	0.0286159	0.3682564	0.3216080	0.7904495	0.2249441	0.6339543	0.4808581	0.0946047	0.1471950
700	0.4173426	0.6619175	0.1481705	0.5616423	0.4167060	0.2715137	0.0721514	0.5345305	0.3231323	0.6078503	0.6972371	0.4630873	0.7265828	0.2670092	0.4853221	0.6369709	0.4392705	0.4207113	0.3092237	0.0226913	0.0344560	0.2698041	0.5991222	0.4835187	0.3995507	0.3535010	0.3555056	0.5108071	0.6738327	0.2289324	0.6607004	0.0819694	0.3106301	0.3223108	0.6741513	0.5588374	0.1746159	0.3653369	0.3807876	0.2170547	0.1556445	0.6826023	0.6267762	0.5681336	0.2416416	0.4925059	0.6479538	0.6709181	0.4565815	0.4663528	0.5516267	0.3621613	0.0008583	0.3470612	0.0259146	0.0395467	0.0136826	0.5312446	0.1726398	0.1872184	0.5722743	0.3677205	0.4217297	0.0021329	0.6450235	0.3199494	0.6841963	0.1537102	0.6233869	0.0461719	0.2181430	0.2001706	0.3735037	0.6553161	0.3446164	0.3098810	0.5981212	0.0010641	0.2573587	0.6943716	0.5806545	0.4624575	0.1913796	0.1987011	0.5867375	0.5922110	0.5312580	0.5682087	0.1627434	0.2593696	0.1705453	0.0053550	0.3453813	0.2566512	0.6295032	0.1894751	0.5706712	0.4669524	0.0661877	0.0702266
750	0.3646507	0.8292830	0.1494114	0.4729877	0.4110245	0.2813373	0.1437596	0.5309015	0.3659231	0.6931186	0.6209428	0.6166719	0.7527879	0.2528022	0.5734449	0.6711399	0.2953816	0.3840575	0.2562064	0.0182521	0.0671240	0.3858206	0.5549290	0.4954878	0.2996812	0.3840231	0.3188977	0.3425089	0.7296671	0.2859505	0.6453086	0.0713329	0.4276669	0.4440552	0.5472345	0.5195123	0.2426201	0.4566663	0.4159099	0.2204095	0.1563138	0.7806677	0.5467771	0.7560701	0.1674615	0.4142453	0.6406388	0.6999926	0.4832860	0.4661730	0.7002703	0.3379201	0.0009846	0.3609665	0.0309843	0.0178461	0.0333635	0.5046866	0.1749407	0.2355098	0.7047211	0.3219260	0.4137187	0.0006802	0.6538367	0.2685287	0.7008419	0.0813301	0.5729731	0.0230799	0.1592340	0.1575273	0.2985120	0.5640612	0.3363816	0.2888178	0.5683184	0.0009973	0.1127142	0.7987824	0.5865427	0.4886683	0.1495589	0.1587272	0.5795953	0.5446207	0.6308216	0.5889575	0.2294952	0.2286886	0.2000158	0.0101286	0.3723021	0.3454793	0.5694095	0.1572576	0.4310992	0.5154631	0.0844200	0.0754087
800	0.4340077	0.5614845	0.1933748	0.5941813	0.4922612	0.2421745	0.1895743	0.4451454	0.2544362	0.4930806	0.6079164	0.7434689	0.6859517	0.2614460	0.6214943	0.7264378	0.3497620	0.4913235	0.3041139	0.0290183	0.0840547	0.3266016	0.6736491	0.5099355	0.3392779	0.2480777	0.2888111	0.3237562	0.6604853	0.3855960	0.6564434	0.0878608	0.3278894	0.4019689	0.5923009	0.5539721	0.2086976	0.4442085	0.3869641	0.2280733	0.1767349	0.6242649	0.5628751	0.6185900	0.1811095	0.3596343	0.7523406	0.7043064	0.5308529	0.4665722	0.6044237	0.4772944	0.0009309	0.4395931	0.0193452	0.0111111	0.0344302	0.5346169	0.2202247	0.2044462	0.5374229	0.2860375	0.5102250	0.0012521	0.6368080	0.2724600	0.6104082	0.1340317	0.7828579	0.0410428	0.1322067	0.1008374	0.3064665	0.6038821	0.3726958	0.3299321	0.5566772	0.0002512	0.0889409	0.7698185	0.6873888	0.4646769	0.2171857	0.1803497	0.6085221	0.6916535	0.4567099	0.4861564	0.3179980	0.2388604	0.2856901	0.0174134	0.4860002	0.4493009	0.5897142	0.0978740	0.5531938	0.5539824	0.0964298	0.0933672
850	0.4000855	0.6014184	0.1299307	0.4967149	0.5467549	0.2706295	0.2092271	0.4686519	0.2768542	0.5348922	0.6221055	0.6516170	0.4991779	0.1407911	0.6721283	0.7533531	0.3097055	0.3668064	0.2773109	0.0323538	0.0592028	0.4066434	0.6424229	0.5948166	0.2824994	0.2912575	0.4519183	0.3675192	0.6432326	0.2880319	0.6354004	0.0719544	0.4006600	0.4378957	0.4535076	0.5752405	0.2247459	0.5451156	0.4505835	0.2092139	0.1877306	0.6042649	0.5361765	0.5731674	0.2383779	0.4424827	0.8846609	0.7111699	0.4279128	0.4595382	0.5165651	0.3113605	0.0009971	0.3625599	0.0080569	0.0227771	0.0149383	0.7007872	0.2077571	0.1770615	0.4047266	0.3061921	0.3865581	0.0000118	0.6449732	0.2257441	0.5258633	0.1474459	0.8019689	0.0264946	0.1022029	0.2071279	0.3472917	0.7442498	0.3657669	0.3098605	0.6335912	0.0025667	0.0999928	0.6908495	0.5830512	0.5340692	0.2494326	0.1337805	0.6724133	0.5654908	0.4404446	0.6085399	0.2045959	0.2900658	0.3278363	0.0092361	0.3887196	0.3388044	0.7020883	0.2428716	0.5763828	0.4518101	0.0673046	0.0784526
900	0.4344518	0.7778168	0.1164843	0.5573308	0.5860945	0.3173436	0.1192483	0.4363623	0.3650764	0.4402245	0.6649163	0.7068405	0.7605590	0.2410465	0.5540843	0.6455992	0.3120036	0.4823986	0.3527072	0.0495427	0.1257933	0.3181981	0.6549825	0.6765056	0.3250689	0.3724133	0.3493110	0.3182198	0.5731311	0.3824641	0.7654913	0.1625984	0.3983809	0.4738163	0.5242617	0.6239084	0.2325565	0.4112557	0.4233532	0.1960657	0.1398005	0.6857367	0.7028147	0.7570319	0.2259836	0.4177908	0.6392268	0.7736754	0.3761848	0.6074055	0.5512766	0.2982326	0.0000000	0.3402641	0.0119297	0.0149671	0.0370510	0.5829986	0.3211331	0.1816874	0.6638869	0.3113045	0.4441487	0.0007663	0.7018772	0.2233226	0.6201627	0.1036011	0.6859148	0.0168500	0.1597811	0.1510144	0.3447641	0.7268812	0.3814854	0.2300216	0.5632013	0.0138026	0.0718803	0.6932305	0.5795276	0.4408723	0.1577544	0.1422528	0.5638974	0.6397865	0.3068504	0.6446022	0.2502729	0.2327972	0.3402218	0.0499607	0.4530899	0.3155033	0.6041505	0.1854735	0.7107128	0.5446419	0.0875782	0.1359869
950	0.4228538	0.6949535	0.0691607	0.6325432	0.4815561	0.2670772	0.2025180	0.3989023	0.3124612	0.5342530	0.6748998	0.6722039	0.6270056	0.3080424	0.5718369	0.5758785	0.3192090	0.4451243	0.3413507	0.0202642	0.0737296	0.3313403	0.6894486	0.6295350	0.4132858	0.4407162	0.3283078	0.3400944	0.8699045	0.3478170	0.6946853	0.0976831	0.4832520	0.4357588	0.5320730	0.5843720	0.2400854	0.4081284	0.3736474	0.2559070	0.1648627	0.6661531	0.5928292	0.7807116	0.2046496	0.5338470	0.6238253	0.5932580	0.5270868	0.4396980	0.5834177	0.3104224	0.0001700	0.3621562	0.0213540	0.0295435	0.0238220	0.7097980	0.3171368	0.1565975	0.4531232	0.3532373	0.3641692	0.0000876	0.6192321	0.2137716	0.8085537	0.1460798	0.6520920	0.0220037	0.1056731	0.1545476	0.3451033	0.6687475	0.2287891	0.2907656	0.4799097	0.0104514	0.0415030	0.6198934	0.7055285	0.5114651	0.1786996	0.1918423	0.6316102	0.6973050	0.3521086	0.6359287	0.3048455	0.3059431	0.3709982	0.0119591	0.4306174	0.5728070	0.6640836	0.2004453	0.4819005	0.6093924	0.0738000	0.1278292
1000	0.3898539	0.6583234	0.1073541	0.5033773	0.5663936	0.3420002	0.1701382	0.4360359	0.3393984	0.5953656	0.6908231	0.6913404	0.7328086	0.2211160	0.6131247	0.6216530	0.4161632	0.2856165	0.3579242	0.0110192	0.0758280	0.2279904	0.6534925	0.5503087	0.3552211	0.3890997	0.2875507	0.3289804	0.7617885	0.3921213	0.8425986	0.1324649	0.2928170	0.4125821	0.5860800	0.4834903	0.3321078	0.3929416	0.4085456	0.2145339	0.1303596	0.7595577	0.6139976	0.6130324	0.1761384	0.4262220	0.6643464	0.5260416	0.5058451	0.4049468	0.5773111	0.3475671	0.0000000	0.3546674	0.0200454	0.0449479	0.0298970	0.6759988	0.2393326	0.2042135	0.4939049	0.3158072	0.4137477	0.0008824	0.5890109	0.2462528	0.7448123	0.1751281	0.8431773	0.0031318	0.1823978	0.1111316	0.3326494	0.7030430	0.3212538	0.2865467	0.5429709	0.0020093	0.0363789	0.9345204	0.7894626	0.4755823	0.2380119	0.1703211	0.4615686	0.7541621	0.2474903	0.5362774	0.2136936	0.2793351	0.3372426	0.0109868	0.3879031	0.3244546	0.6152587	0.1469330	0.4448315	0.4917479	0.0637954	0.0757569

0	0.2696109	0.6837357	0.1467504	0.4989280	0.5530747	0.3363731	0.1686105	0.4588353	0.3082975	0.5958082	0.6354617	0.7454369	0.7567003	0.2475414	0.5624613	0.7026864	0.3439811	0.5135658	0.3137024	0.0169899	0.0584978	0.3394660	0.6803928	0.6002416	0.3051948	0.3255606	0.2942289	0.4275752	0.5721975	0.4429050	0.6594141	0.0712657	0.3516883	0.4697450	0.5907125	0.6050733	0.2486325	0.3655931	0.3669797	0.2589048	0.1755824	0.6113496	0.5961282	0.8478561	0.1500528	0.4120242	0.5363726	0.7837790	0.4806757	0.4524054	0.5196690	0.3911388	0.0035453	0.1994743	0.0257387	0.0191249	0.0496407	0.6281947	0.2562800	0.1503717	0.5435294	0.4537711	0.4751091	0.0000492	0.6723058	0.3824781	0.6828006	0.1365987	0.7124192	0.0552825	0.1452769	0.2253749	0.4205249	0.5822368	0.2972345	0.2978295	0.5250910	0.0162025	0.1574354	0.8013368	0.5879130	0.4927356	0.1214739	0.1675235	0.4038716	0.5853957	0.1706750	0.6156843	0.2502606	0.2148507	0.4026607	0.0072620	0.4870615	0.3197543	0.6525256	0.1701575	0.7111574	0.5857936	0.0579939	0.1153337
