Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7209971	0.9440405	0.1425142	0.9442692	0.4473112	0.3607317	0.1746401	0.6723362	0.4360201	0.8178388	0.9801225	0.4903998	0.9869700	0.3387268	0.7737761	0.9999991	0.6591765	0.6711633	0.4728539	0.3682369	0.1269794	0.4778220	0.9639683	0.5610730	0.3462882	0.9120732	0.4957743	0.4839636	0.9161279	0.1612726	0.1829728	0.0758823	0.4648313	0.5071834	0.6489638	0.3746398	0.2982200	0.4404746	0.8371650	0.2822437	0.1322694	0.6876487	0.6386277	0.4922860	0.3882782	0.6460037	1.0000000	0.2856062	0.7292443	0.6028169	0.5743668	0.6732312	0.0005015	0.6981493	0.2461545	0.0181404	0.0066241	0.9347659	0.2019854	0.2625677	0.8371230	0.4431500	0.6243739	0.0000047	0.9738288	0.5005444	0.9576239	0.1531967	0.9910948	0.0707889	0.0551434	0.5671471	0.5357456	0.7118460	0.4308505	0.3626866	0.4361729	0.0441993	0.8297859	0.9745668	0.8872144	0.6621860	0.2955371	0.0645951	0.6905896	0.4859653	0.6624060	0.8682539	0.2785030	0.2543504	0.4995550	0.5115901	0.7867512	0.5024540	0.9766241	0.6384440	0.8156168	0.5321356	0.0228049	0.3423056
500	0.7207375	0.9433037	0.1426659	0.9455689	0.4434836	0.3593894	0.1770841	0.6751476	0.4333163	0.8181033	0.9803141	0.4895621	0.9867467	0.3395055	0.7732941	0.9999991	0.6604200	0.6739494	0.4683498	0.3683975	0.1249938	0.4729500	0.9633241	0.5593856	0.3470343	0.9128717	0.4956823	0.4966184	0.8962003	0.1568625	0.1828870	0.0760150	0.4677419	0.5037315	0.6163629	0.3749212	0.2683169	0.4195593	0.8423488	0.2817075	0.1314721	0.6844988	0.6373186	0.4921771	0.3886662	0.6457300	1.0000000	0.2855248	0.7271450	0.6005306	0.5737895	0.6622959	0.0005871	0.7076912	0.2453626	0.0180106	0.0066836	0.9326580	0.1951932	0.2708613	0.8385923	0.4441020	0.6232607	0.0000053	0.9751640	0.4978392	0.9566196	0.1574004	0.9906904	0.0732097	0.0565823	0.5520245	0.5357052	0.7118003	0.4460921	0.3616429	0.4313385	0.0439587	0.8328405	0.9746720	0.8866907	0.6554218	0.2939376	0.0646945	0.6914774	0.4857713	0.6932655	0.8679686	0.2695356	0.2563151	0.4879068	0.5112073	0.7705001	0.5024617	0.9766033	0.6396226	0.8125130	0.5336878	0.0237630	0.3322350
550	0.6489749	0.9427913	0.1699549	0.9432392	0.4524034	0.3585848	0.1787842	0.6773651	0.4318516	0.8183271	0.9804557	0.6328255	0.9866482	0.3423528	0.7282208	0.9999993	0.6120614	0.6765284	0.4649824	0.2731371	0.1197763	0.4730509	0.9629811	0.5602926	0.4478169	0.8406940	0.4934727	0.5096085	0.8830299	0.1660674	0.4260642	0.0813970	0.4697185	0.5019876	0.6048285	0.7084704	0.2415997	0.2815505	0.7766648	0.2836298	0.2483081	0.7448606	0.6281256	0.6539075	0.3853239	0.6455097	1.0000000	0.5591483	0.7253811	0.6002621	0.5701328	0.6457996	0.0007003	0.7096963	0.1681605	0.0180822	0.0188128	0.9332917	0.1925757	0.2764423	0.8166573	0.4463031	0.6369447	0.0000062	0.9756226	0.4962159	0.9560749	0.1620193	0.9920682	0.0745817	0.1429011	0.4971186	0.5352859	0.8085119	0.4593252	0.3618208	0.4765315	0.0288924	0.8229715	0.9803064	0.8885737	0.6513133	0.2930316	0.0980956	0.7015091	0.6514792	0.6653850	0.8636695	0.2461694	0.2887088	0.4787665	0.2915236	0.5638669	0.5024669	0.9766218	0.5772252	0.8100455	0.5819633	0.0479906	0.3202901
600	0.5871909	0.9417213	0.1855900	0.9285893	0.5106212	0.3593989	0.1839695	0.6788971	0.4310133	0.8184955	0.9804452	0.7865982	0.9873831	0.3528748	0.7004193	0.9999997	0.5598505	0.6786273	0.4649637	0.1606933	0.1090929	0.4726204	0.9631089	0.5732111	0.5300291	0.7264665	0.4897353	0.5199127	0.8946575	0.2321821	0.7066847	0.1057924	0.4710141	0.5057979	0.6273666	0.9101249	0.1976153	0.2162549	0.7731898	0.2949849	0.2767185	0.8556821	0.6780812	0.8310824	0.3619911	0.6453490	1.0000000	0.8127576	0.7240398	0.6030452	0.5730215	0.5913162	0.0010412	0.6935961	0.0853852	0.0188015	0.0330638	0.9396271	0.2046451	0.2813760	0.7966004	0.4492101	0.6598317	0.0000080	0.9724113	0.4954631	0.9561425	0.1658678	0.9958078	0.0707471	0.2352762	0.4154714	0.5349864	0.9104633	0.4845428	0.3650031	0.6505188	0.0134723	0.6429429	0.9860072	0.8927429	0.6520418	0.2923964	0.1512943	0.7206075	0.8291247	0.7103191	0.8370855	0.1984905	0.3296958	0.4710484	0.1123494	0.5038383	0.5024495	0.9766745	0.3811871	0.8093035	0.6609700	0.0653330	0.2682713
650	0.5581313	0.9393847	0.1894470	0.9078794	0.5851090	0.3700229	0.1986336	0.6798415	0.4314204	0.8185405	0.9801490	0.8706727	0.9895751	0.3601819	0.7019774	0.9999999	0.5324228	0.6796349	0.4694501	0.0940407	0.1018404	0.4686601	0.9643942	0.6069123	0.5465495	0.6138028	0.4786476	0.5210147	0.9308579	0.3291052	0.8667678	0.1249568	0.4714320	0.5233577	0.6441349	0.9604829	0.1680710	0.2948590	0.7670940	0.3081297	0.2599391	0.9104287	0.7477949	0.9268839	0.3326930	0.6452411	1.0000000	0.9292580	0.7231029	0.6110486	0.6066205	0.5341686	0.0012745	0.6473543	0.0412482	0.0199278	0.0423366	0.9454681	0.2399398	0.2823979	0.7845418	0.4560944	0.6764280	0.0000098	0.9628469	0.4964847	0.9585158	0.1683377	0.9982229	0.0591388	0.2788861	0.3387402	0.5352050	0.9633172	0.5017177	0.3774818	0.7793474	0.0056966	0.3772072	0.9887885	0.8996893	0.6625252	0.2926036	0.1979736	0.7326819	0.9249451	0.7641397	0.7995395	0.1984595	0.3568008	0.4683904	0.0412763	0.5343883	0.5023952	0.9768617	0.2632315	0.8089229	0.7271280	0.0725569	0.2076806
700	0.5451877	0.9371136	0.1914292	0.8882554	0.6435371	0.3872550	0.2143771	0.6799748	0.4348186	0.8183778	0.9796287	0.9107417	0.9920920	0.3583810	0.7112972	0.9999999	0.5204800	0.6790833	0.4755166	0.0611040	0.0978017	0.4666769	0.9672997	0.6605724	0.5308716	0.5400393	0.4581479	0.5112802	0.9624325	0.4157492	0.9414061	0.1351952	0.4700073	0.5523798	0.6591370	0.9532714	0.1791453	0.4024588	0.7288022	0.3170643	0.2441793	0.9251964	0.7983149	0.9695528	0.3105961	0.6451969	1.0000000	0.9745956	0.7226937	0.6216307	0.6688712	0.5231482	0.0011099	0.5787558	0.0236409	0.0210563	0.0472807	0.9490741	0.2816471	0.2743829	0.7740663	0.4684670	0.6843621	0.0000112	0.9490084	0.4997896	0.9625381	0.1707459	0.9992983	0.0467833	0.2841757	0.2841332	0.5356598	0.9859773	0.4918747	0.3966895	0.8410453	0.0024503	0.2232063	0.9896568	0.9118658	0.6811888	0.2936328	0.2283126	0.7374976	0.9686430	0.7565747	0.7692247	0.2502535	0.3716893	0.4780447	0.0180151	0.5717741	0.5023315	0.9772351	0.2311363	0.8076765	0.7676713	0.0752685	0.1738127
750	0.5392809	0.9364506	0.1931263	0.8723483	0.6831629	0.4032298	0.2258183	0.6787708	0.4407449	0.8180087	0.9790650	0.9292058	0.9939972	0.3513435	0.7194643	0.9999999	0.5153895	0.6772506	0.4811035	0.0461320	0.0961755	0.4701985	0.9712703	0.7181538	0.5095839	0.5027425	0.4336434	0.4968989	0.9810469	0.4786623	0.9725125	0.1411544	0.4664999	0.5834937	0.6852184	0.9274840	0.2179345	0.4849867	0.6885954	0.3218417	0.2409585	0.9248438	0.8269489	0.9867817	0.2971635	0.6452516	1.0000000	0.9911008	0.7231111	0.6287932	0.7281935	0.5406982	0.0008520	0.5084996	0.0212598	0.0220511	0.0494010	0.9511742	0.3150134	0.2608467	0.7643245	0.4820195	0.6871217	0.0000117	0.9352767	0.5042363	0.9664374	0.1739122	0.9997120	0.0381721	0.2679734	0.2545753	0.5357541	0.9948562	0.4658557	0.4166438	0.8677960	0.0012494	0.1595294	0.9895247	0.9240135	0.7019965	0.2951501	0.2426481	0.7380134	0.9872311	0.6999244	0.7488292	0.3146164	0.3787045	0.4988309	0.0118498	0.5986286	0.5022812	0.9777035	0.2289753	0.8066564	0.7867503	0.0734649	0.1630521
800	0.5367356	0.9375077	0.1937137	0.8605625	0.7105761	0.4143031	0.2332933	0.6761830	0.4471061	0.8175243	0.9785711	0.9377034	0.9951756	0.3437645	0.7249904	0.9999999	0.5127508	0.6747526	0.4861894	0.0396411	0.0968746	0.4774913	0.9751269	0.7644647	0.4935969	0.4861515	0.4125288	0.4837483	0.9903503	0.5194105	0.9842815	0.1446574	0.4618035	0.6095634	0.7178530	0.9019033	0.2605752	0.5424931	0.6561050	0.3241396	0.2442496	0.9236948	0.8412583	0.9932777	0.2897099	0.6454246	1.0000000	0.9969224	0.7244760	0.6303219	0.7680555	0.5620620	0.0006743	0.4498113	0.0256406	0.0228952	0.0499998	0.9525056	0.3374793	0.2471010	0.7556993	0.4930915	0.6883187	0.0000115	0.9245968	0.5087442	0.9693736	0.1773604	0.9998611	0.0332754	0.2461382	0.2428735	0.5352462	0.9981567	0.4391611	0.4338975	0.8792701	0.0009202	0.1394250	0.9890278	0.9326420	0.7203272	0.2969365	0.2465944	0.7368174	0.9948722	0.6326620	0.7340176	0.3629330	0.3812120	0.5227509	0.0112619	0.6180946	0.5022479	0.9781577	0.2299030	0.8072224	0.7929651	0.0686945	0.1634984
850	0.5360042	0.9394708	0.1932361	0.8526278	0.7301072	0.4205573	0.2377784	0.6728360	0.4522998	0.8170250	0.9781677	0.9416746	0.9958400	0.3377939	0.7284983	0.9999999	0.5108098	0.6720133	0.4910388	0.0369222	0.0992606	0.4852274	0.9781067	0.7952425	0.4841475	0.4792468	0.3984262	0.4741455	0.9946595	0.5437844	0.9882098	0.1464468	0.4571026	0.6283151	0.7492234	0.8822172	0.2946493	0.5836670	0.6326114	0.3252620	0.2477952	0.9248308	0.8478730	0.9955743	0.2856934	0.6456926	1.0000000	0.9989430	0.7265483	0.6278303	0.7904817	0.5787128	0.0005830	0.4069029	0.0313514	0.0235620	0.0498757	0.9534575	0.3517121	0.2362042	0.7487847	0.5008572	0.6895865	0.0000109	0.9174821	0.5129123	0.9713194	0.1804686	0.9999136	0.0307535	0.2277727	0.2406347	0.5344731	0.9993419	0.4186909	0.4465808	0.8840118	0.0009706	0.1370312	0.9885592	0.9377280	0.7343811	0.2990355	0.2459185	0.7352534	0.9979567	0.5760528	0.7212596	0.3919199	0.3813606	0.5431141	0.0122873	0.6338819	0.5022280	0.9785409	0.2293706	0.8094773	0.7932444	0.0633711	0.1672434
900	0.5362371	0.9415290	0.1923825	0.8478214	0.7434412	0.4233813	0.2400906	0.6695353	0.4558125	0.8165713	0.9778482	0.9436029	0.9962012	0.3337133	0.7307507	0.9999999	0.5090039	0.6692303	0.4954787	0.0358296	0.1022581	0.4913036	0.9800902	0.8132679	0.4793206	0.4764842	0.3908897	0.4680016	0.9965919	0.5574518	0.9892628	0.1471593	0.4531949	0.6405460	0.7748542	0.8681141	0.3182183	0.6136998	0.6171342	0.3259064	0.2498523	0.9268065	0.8507634	0.9963294	0.2835757	0.6460024	1.0000000	0.9996383	0.7288825	0.6238120	0.8025781	0.5901816	0.0005408	0.3789170	0.0361486	0.0240210	0.0494440	0.9541602	0.3606141	0.2288705	0.7439095	0.5058220	0.6910774	0.0000103	0.9131960	0.5165927	0.9725282	0.1828615	0.9999322	0.0294993	0.2152191	0.2423565	0.5339234	0.9997572	0.4051053	0.4541568	0.8858336	0.0011863	0.1401722	0.9882867	0.9403823	0.7442146	0.3013077	0.2442105	0.7338127	0.9991894	0.5341573	0.7106144	0.4072003	0.3804454	0.5574124	0.0135661	0.6470197	0.5022169	0.9788379	0.2287672	0.8125631	0.7915566	0.0590796	0.1708340
950	0.5368829	0.9432463	0.1916502	0.8451756	0.7517527	0.4241887	0.2410267	0.6668311	0.4578295	0.8161881	0.9776101	0.9446097	0.9963944	0.3311149	0.7322325	0.9999999	0.5072066	0.6665432	0.4991668	0.0354256	0.1049709	0.4951786	0.9812860	0.8229419	0.4771212	0.4754080	0.3877950	0.4643933	0.9974515	0.5646660	0.9894157	0.1473260	0.4503648	0.6480006	0.7935863	0.8581657	0.3334517	0.6350319	0.6076527	0.3263777	0.2507568	0.9284171	0.8519699	0.9965583	0.2825331	0.6462986	1.0000000	0.9998765	0.7310662	0.6199668	0.8096730	0.5978189	0.0005188	0.3625959	0.0396345	0.0242740	0.0489201	0.9546429	0.3661374	0.2245282	0.7408955	0.5087478	0.6924931	0.0000099	0.9107986	0.5196623	0.9732527	0.1844386	0.9999391	0.0288624	0.2075348	0.2452960	0.5338491	0.9999002	0.3968613	0.4574848	0.8865416	0.0014590	0.1436513	0.9882174	0.9416299	0.7506512	0.3034230	0.2429726	0.7326375	0.9996792	0.5046649	0.7030355	0.4143975	0.3792205	0.5660571	0.0146362	0.6573554	0.5022108	0.9790539	0.2288790	0.8155378	0.7896673	0.0562756	0.1733631
1000	0.5376060	0.9445089	0.1911803	0.8438230	0.7563857	0.4240240	0.2412514	0.6649169	0.4587819	0.8158846	0.9774517	0.9451927	0.9964949	0.3295243	0.7332089	0.9999999	0.5054374	0.6641070	0.5019109	0.0353057	0.1069649	0.4972012	0.9819580	0.8278160	0.4762340	0.4749970	0.3870920	0.4623947	0.9978356	0.5682266	0.9893672	0.1472835	0.4485424	0.6522849	0.8062085	0.8512638	0.3429981	0.6494312	0.6020655	0.3267889	0.2511030	0.9293976	0.8524540	0.9966236	0.2821057	0.6465436	1.0000000	0.9999579	0.7328496	0.6169976	0.8144150	0.6028570	0.0005030	0.3541531	0.0420524	0.0243603	0.0484207	0.9549307	0.3694930	0.2222583	0.7392546	0.5103202	0.6936136	0.0000096	0.9095488	0.5220403	0.9736746	0.1853303	0.9999418	0.0285123	0.2030880	0.2482598	0.5342150	0.9999488	0.3921980	0.4580978	0.8868978	0.0017250	0.1458680	0.9882844	0.9421493	0.7546434	0.3051109	0.2425090	0.7317480	0.9998733	0.4844563	0.6984363	0.4172356	0.3780784	0.5705737	0.0153903	0.6648507	0.5022070	0.9792022	0.2295118	0.8178545	0.7881738	0.0547484	0.1749382

0	0.5397336	0.9467448	0.1906858	0.8428348	0.7595327	0.4224657	0.2408146	0.6629690	0.4585974	0.8154533	0.9774046	0.9465749	0.9965513	0.3275088	0.7347147	0.9999999	0.4983179	0.6578347	0.5055541	0.0353640	0.1088043	0.4972842	0.9826681	0.8320929	0.4759484	0.4747583	0.3884045	0.4602472	0.9981427	0.5705064	0.9893237	0.1470066	0.4467332	0.6557994	0.8273147	0.8383156	0.3586234	0.6743235	0.5933413	0.3287399	0.2515140	0.9304903	0.8527582	0.9966699	0.2826489	0.6469669	1.0000000	1.0000000	0.7360342	0.6120760	0.8229235	0.6119651	0.0004548	0.3495132	0.0481514	0.0239101	0.0471332	0.9548913	0.3737138	0.2212758	0.7382891	0.5114110	0.6952903	0.0000093	0.9087283	0.5264785	0.9741975	0.1864589	0.9999435	0.0278733	0.1971017	0.2572211	0.5371824	0.9999737	0.3867123	0.4539156	0.8871617	0.0024690	0.1465011	0.9888026	0.9424355	0.7597177	0.3071825	0.2463935	0.7297754	1.0000000	0.4468572	0.6945602	0.4137638	0.3751522	0.5726970	0.0165935	0.6778466	0.5021919	0.9794365	0.2310554	0.8204540	0.7862408	0.0542196	0.1776234
