name,__glayCluster,
ompa,3,
pck,3,
pgk,3,
ppdd,3,
prib,3,
prop,3,
rmf,3,
rof,3,
rpli,3,
rplm,3,
rpsf,3,
rpsi,3,
rpsr,3,
secb,3,
sfsa,3,
sodb,3,
sohb,3,
spec,3,
spf,3,
trg,3,
trxa,3,
ubig,3,
xsea,3,
yaep,3,
yaeq,3,
ychh,3,
yeip,3,
yeiw,3,
yhfa,3,
yjch,3,
ynfk,3,
malt,4,
creb,4,
lamb,4,
male,4,
malf,4,
malg,4,
malk,4,
malm,4,
mals,4,
cred,4,
tala,4,
malp,4,
malq,4,
malz,4,
chbr,5,
nagc,5,
ydem,5,
chba,5,
chbb,5,
chbc,5,
chbf,5,
chbg,5,
crr,5,
manx,5,
many,5,
manz,5,
nagb,5,
nage,5,
ptsh,5,
ptsi,5,
ybfn,5,
feoa,5,
feob,5,
dini,5,
crea,5,
crec,5,
glms,5,
glmu,5,
oxyr,6,
hcp,6,
hcr,6,
katg,6,
napa,6,
napb,6,
napc,6,
napd,6,
napf,6,
napg,6,
naph,6,
yhja,6,
dps,6,
fhuf,6,
mnth,6,
nrde,6,
nrdf,6,
nrdh,6,
nrdi,6,
sufa,6,
sufb,6,
sufc,6,
sufd,6,
sufe,6,
sufs,6,
iscr,6,
isca,6,
iscs,6,
iscu,6,
ydiu,6,
mntr,6,
ryba,6,
dsbg,6,
flu,6,
gor,6,
grxa,6,
hemh,6,
isrc,6,
oxys,6,
trxc,6,
ychf,6,
glcc,7,
pdhr,7,
lexa,7,
dinj,7,
yafq,7,
mraz,7,
sdia,7,
glcb,7,
glcd,7,
glce,7,
glcf,7,
glcg,7,
ndh,7,
ssb,7,
uvra,7,
feca,7,
fecb,7,
fecc,7,
fecd,7,
fece,7,
sbmc,7,
ddlb,7,
dinb,7,
dind,7,
dinf,7,
ding,7,
dnag,7,
ftsa,7,
ftsi,7,
ftsk,7,
ftsl,7,
ftsq,7,
ftsw,7,
ftsz,7,
hoke,7,
insk,7,
lpxc,7,
mray,7,
murc,7,
murd,7,
mure,7,
murf,7,
murg,7,
phr,7,
polb,7,
reca,7,
recb,7,
recd,7,
recn,7,
recx,7,
rpod,7,
rpsu,7,
ruva,7,
ruvb,7,
sula,7,
umuc,7,
umud,7,
uvrb,7,
uvrc,7,
uvrd,7,
yafn,7,
yafo,7,
yafp,7,
ybfe,7,
ydjm,7,
yebg,7,
ydiv,7,
rhar,8,
rhas,8,
rhat,8,
rhaa,8,
rhab,8,
rhad,8,
zrar,9,
zras,9,
zrap,9,
ydeo,10,
gadw,10,
appy,10,
appa,10,
appb,10,
appc,10,
hyaa,10,
hyab,10,
hyac,10,
hyad,10,
hyae,10,
hyaf,10,
mdte,10,
mdtf,10,
gady,10,
slp,10,
yiis,10,
fear,11,
nac,11,
asnc,11,
gdha,11,
asna,11,
mioc,11,
feab,11,
gabd,11,
gabp,11,
gabt,11,
nupc,11,
sera,11,
csir,11,
tyna,11,
coda,11,
codb,11,
ydcs,11,
ydct,11,
ydcu,11,
ydcv,11,
dcur,12,
narl,12,
nikr,12,
torr,12,
dcta,12,
fumb,12,
hyba,12,
hybb,12,
hybc,12,
hybd,12,
hybe,12,
hybf,12,
hybg,12,
hybo,12,
pflb,12,
aspa,12,
cysg,12,
dcua,12,
dcub,12,
nirb,12,
nirc,12,
nird,12,
tnaa,12,
tnab,12,
tnac,12,
frda,12,
frdb,12,
frdc,12,
frdd,12,
adhe,12,
dcus,12,
dmsd,12,
fdhf,12,
nark,12,
nika,12,
nikb,12,
nikc,12,
nikd,12,
nike,12,
ydhu,12,
ydhw,12,
ydhy,12,
ynfe,12,
ynff,12,
ynfg,12,
ynfh,12,
ogt,12,
tora,12,
torc,12,
tord,12,
fur,13,
yqji,13,
lpd,13,
oppa,13,
oppb,13,
oppc,13,
oppd,13,
oppf,13,
cira,13,
enta,13,
entb,13,
entc,13,
entd,13,
ente,13,
fepa,13,
fiu,13,
aspc,13,
entf,13,
fepe,13,
fes,13,
glnd,13,
ybdz,13,
kate,13,
crl,13,
exbb,13,
exbd,13,
feci,13,
fecr,13,
fepb,13,
fepc,13,
fepd,13,
fepg,13,
fhua,13,
fhub,13,
fhuc,13,
fhud,13,
fhue,13,
gpma,13,
gspc,13,
gspd,13,
gspe,13,
gspf,13,
gspg,13,
gsph,13,
gspi,13,
gspj,13,
gspk,13,
gspl,13,
gspm,13,
gspo,13,
noha,13,
ryhb,13,
tfaq,13,
tonb,13,
ygac,13,
yhhy,13,
yjjz,13,
yqjh,13,
purr,14,
gcvh,14,
gcvp,14,
gcvt,14,
guaa,14,
guab,14,
purm,14,
purn,14,
pyrd,14,
pyrc,14,
gcva,14,
gcvb,14,
cvpa,14,
glnb,14,
hfld,14,
purb,14,
purc,14,
pure,14,
purf,14,
purk,14,
purl,14,
spea,14,
speb,14,
ubix,14,
yeil,15,
lrp,15,
aroa,15,
dada,15,
dadx,15,
serc,15,
alat,15,
alau,15,
alav,15,
gltt,15,
gltu,15,
gltv,15,
gltw,15,
ilet,15,
ileu,15,
ilev,15,
rrfa,15,
rrfb,15,
rrfc,15,
rrfd,15,
rrfe,15,
rrff,15,
rrfg,15,
rrfh,15,
rrla,15,
rrlb,15,
rrlc,15,
rrld,15,
rrle,15,
rrlg,15,
rrlh,15,
rrsa,15,
rrsb,15,
rrsc,15,
rrsd,15,
rrse,15,
rrsg,15,
rrsh,15,
thrv,15,
avta,15,
fima,15,
fimc,15,
fimd,15,
fimf,15,
fimg,15,
fimh,15,
fimi,15,
ilva,15,
ilvd,15,
ilve,15,
ilvh,15,
ilvi,15,
ilvl,15,
ilvm,15,
kbl,15,
livf,15,
livg,15,
livh,15,
livj,15,
livk,15,
livm,15,
lysu,15,
sdaa,15,
tdh,15,
yoji,15,
idnr,16,
gntr,16,
gntk,16,
gntt,16,
gntu,16,
gntx,16,
idnd,16,
idnk,16,
idno,16,
idnt,16,
eda,16,
edd,16,
kdgr,16,
leuo,17,
bglj,17,
stpa,17,
bglb,17,
bglf,17,
bglg,17,
ssrs,17,
dsra,17,
leua,17,
leub,17,
leuc,17,
leud,17,
leul,17,
basr,18,
puta,18,
qseb,18,
flhc,18,
flhd,18,
yjjq,18,
lrha,18,
cspi,18,
dgka,18,
fimb,18,
hha,18,
qsec,18,
yrbl,18,
nana,18,
nane,18,
nank,18,
nant,18,
ompf,18,
putp,18,
yhch,18,
ompc,18,
envy,18,
fime,18,
nanr,18,
yjhb,18,
yjhc,18,
ybhl,18,
yfib,18,
yfir,18,
metj,19,
metr,19,
metk,19,
hmp,19,
meth,19,
ahpc,19,
ahpf,19,
fole,19,
meta,19,
metb,19,
metc,19,
mete,19,
metf,19,
meti,19,
metl,19,
metn,19,
metq,19,
yeib,19,
glya,19,
phob,20,
ydfh,20,
ugpa,20,
ugpb,20,
ugpc,20,
ugpe,20,
ugpq,20,
phou,20,
psta,20,
pstb,20,
pstc,20,
psts,20,
adic,20,
amn,20,
mipa,20,
phnc,20,
phnd,20,
phne_1,20,
phne_2,20,
phnf,20,
phng,20,
phnh,20,
phni,20,
phnj,20,
phnk,20,
phnl,20,
phnm,20,
phnn,20,
phno,20,
phnp,20,
phoa,20,
phoe,20,
phoh,20,
phor,20,
pitb,20,
psif,20,
sbcc,20,
sbcd,20,
tktb,20,
yegh,20,
yhjc,20,
rbsr,21,
phop,21,
trer,21,
treb,21,
trec,21,
argd,21,
glga,21,
glgc,21,
glgp,21,
naga,21,
rbsa,21,
rbsb,21,
rbsc,21,
rbsd,21,
rbsk,21,
ygib,21,
heml,21,
phoq,21,
bord,21,
dcud,21,
glgb,21,
glgx,21,
mgta,21,
ompt,21,
purd,21,
purh,21,
rstb,21,
slyb,21,
ybjg,21,
add,21,
gadx,22,
cspa,22,
hns,22,
cadc,22,
rcsb,22,
cada,22,
cadb,22,
rpos,22,
gyra,22,
rpra,22,
amtb,22,
glnk,22,
hdea,22,
yhid,22,
hded,22,
asnb,22,
btub,22,
lon,22,
muri,22,
uspe,22,
ybas,22,
ybat,22,
osmc,22,
nhar,22,
nhaa,22,
bdm,22,
lola,22,
osmb,22,
rara,22,
relb,23,
rele,23,
hokd,23,
yefm,24,
yoeb,24,
marr,25,
cpxr,25,
baer,25,
marb,25,
acrd,25,
baes,25,
mdta,25,
mdtb,25,
mdtc,25,
mdtd,25,
spy,25,
baca,25,
chea,25,
chew,25,
cpxa,25,
cpxp,25,
degp,25,
dsba,25,
dsbc,25,
mota,25,
motb,25,
ppid,25,
psd,25,
rpoe,25,
rsea,25,
rseb,25,
rsec,25,
sbma,25,
slt,25,
tsr,25,
ung,25,
yaiw,25,
ycca,25,
yebe,25,
ygau,25,
yidq,25,
yqae,25,
yqja,25,
ada,26,
aidb,26,
alka,26,
alkb,26,
adiy,27,
hdfr,27,
adia,27,
gada,27,
gadb,27,
gadc,27,
gltb,27,
gltd,27,
gltf,27,
agar,28,
agaa,28,
agab,28,
agac,28,
agad,28,
agai,28,
agas,28,
agav,28,
agaw,28,
kbay,28,
kbaz,28,
allr,29,
alla,29,
allb,29,
gcl,29,
glxk,29,
glxr,29,
hyi,29,
ybbw,29,
ybby,29,
xylr,30,
arac,30,
araa,30,
arab,30,
arad,30,
arae,30,
araf,30,
arag,30,
arah,30,
araj,30,
xyla,30,
xylb,30,
yden,30,
ygea,30,
xylf,30,
xylg,30,
xylh,30,
beti,31,
beta,31,
betb,31,
bett,31,
fadr,32,
accb,32,
iclr,32,
hipb,32,
hipa,32,
accc,32,
acea,32,
aceb,32,
acek,32,
fada,32,
fadb,32,
fadd,32,
fade,32,
fadh,32,
rela,32,
fabr,32,
faba,32,
fabb,32,
acca,32,
accd,32,
fabd,32,
fabg,32,
fabh,32,
fabi,32,
uspa,32,
lldr,33,
lldd,33,
lldp,33,
argp,34,
dnaa,34,
alda,34,
argo,34,
dapb,34,
dapd,34,
dnan,34,
lysa,34,
lysc,34,
lysp,34,
nrda,34,
nrdb,34,
recf,34,
yfae,34,
pola,34,
lysr,34,
argr,35,
arga,35,
argb,35,
argc,35,
arge,35,
argf,35,
argg,35,
argh,35,
argi,35,
arti,35,
artj,35,
artm,35,
artp,35,
artq,35,
asta,35,
astb,35,
astc,35,
astd,35,
aste,35,
cara,35,
carb,35,
hisj,35,
hism,35,
hisp,35,
hisq,35,
infb,35,
mety,35,
nusa,35,
pnp,35,
rbfa,35,
rpso,35,
trub,35,
pepa,35,
arsr,36,
arsb,36,
arsc,36,
atoc,37,
atoa,37,
atob,37,
atod,37,
atoe,37,
bira,38,
bioa,38,
biob,38,
bioc,38,
biod,38,
biof,38,
caif,39,
caia,39,
caib,39,
caic,39,
caid,39,
caie,39,
cait,39,
fixa,39,
fixb,39,
fixc,39,
fixx,39,
fucr,40,
fuca,40,
fuci,40,
fuck,40,
fuco,40,
fucp,40,
fucu,40,
glpr,41,
glpa,41,
glpb,41,
glpc,41,
glpd,41,
glpf,41,
glpk,41,
glpq,41,
glpt,41,
glpx,41,
hlye,42,
slya,42,
hyfr,43,
fhla,43,
focb,43,
hyfa,43,
hyfb,43,
hyfc,43,
hyfd,43,
hyfe,43,
hyff,43,
hyfg,43,
hyfh,43,
hyfi,43,
hyfj,43,
hypb,43,
hypc,43,
hypd,43,
hype,43,
hycc,43,
hyce,43,
hycg,43,
hyci,43,
hydn,43,
hypa,43,
hypf,43,
laci,44,
laca,44,
lacy,44,
lacz,44,
lsrr,45,
lsra,45,
lsrb,45,
lsrc,45,
lsrd,45,
lsrf,45,
lsrg,45,
lsrk,45,
tam,45,
mali,46,
malx,46,
maly,46,
melr,47,
mela,47,
melb,47,
gals,48,
galr,48,
gale,48,
galk,48,
galm,48,
galp,48,
galt,48,
mgla,48,
mglb,48,
mglc,48,
mhpr,49,
mhpa,49,
mhpb,49,
mhpc,49,
mhpd,49,
mhpe,49,
mhpf,49,
paaa,50,
paab,50,
paac,50,
paad,50,
paae,50,
paaf,50,
paag,50,
paah,50,
paai,50,
paaj,50,
paak,50,
paax,50,
paay,50,
ascg,51,
prpr,51,
ascb,51,
ascf,51,
htpg,51,
ybit,51,
prpb,51,
prpc,51,
prpd,51,
prpe,51,
gutm,52,
srlr,52,
gutq,52,
srla,52,
srlb,52,
srld,52,
srle,52,
tdca,53,
tdcr,53,
tdcb,53,
tdcc,53,
tdcd,53,
tdce,53,
tdcf,53,
tdcg,53,
uxur,54,
exur,54,
exut,54,
gntp,54,
uida,54,
uidb,54,
uidc,54,
uxaa,54,
uxab,54,
uxac,54,
uxua,54,
uxub,54,
uidr,54,
ulaa,55,
ulab,55,
ulac,55,
ulad,55,
ulae,55,
ulaf,55,
ular,55,
ulag,55,
yiaj,56,
lyxk,56,
sgbe,56,
sgbh,56,
sgbu,56,
yiak,56,
yial,56,
yiam,56,
yian,56,
yiao,56,
yjiy,57,
yeht,57,
cdar,58,
gard,58,
gark,58,
garl,58,
garp,58,
garr,58,
gudd,58,
gudp,58,
gudx,58,
rnpb,58,
mode,59,
moda,59,
modb,59,
modc,59,
cuer,59,
copa,59,
cueo,59,
moaa,59,
moab,59,
moac,59,
moad,59,
moae,59,
ccma,59,
ccmb,59,
ccmc,59,
ccmd,59,
ccme,59,
ccmf,59,
ccmg,59,
ccmh,59,
dmsa,59,
dmsb,59,
dmsc,59,
narx,59,
hyca,59,
hycb,59,
hycd,59,
hycf,59,
hych,59,
cynr,60,
cyns,60,
cynt,60,
cynx,60,
cysb,61,
cbl,61,
ssua,61,
ssub,61,
ssuc,61,
ssud,61,
ssue,61,
taua,61,
taub,61,
tauc,61,
taud,61,
cysa,61,
cysc,61,
cysd,61,
cysh,61,
cysi,61,
cysj,61,
cysk,61,
cysm,61,
cysn,61,
cysp,61,
cysu,61,
cysw,61,
hslj,61,
yciw,61,
yfbr,61,
ygeh,61,
yoac,61,
cytr,62,
cdd,62,
deoa,62,
deob,62,
deoc,62,
deod,62,
nupg,62,
ppia,62,
rpoh,62,
tsx,62,
udp,62,
ycdz,62,
deor,62,
dhar,63,
dhak,63,
dhal,63,
dica,64,
dicb,64,
dicc,64,
intq,64,
ydfd,64,
ydfe,64,
ydfw,64,
ydfx,64,
dsda,65,
dsdx,65,
dsdc,65,
ebga,66,
ebgc,66,
ebgr,66,
evga,67,
uvry,67,
uhpt,67,
emrk,67,
emry,67,
evgs,67,
frc,67,
oxc,67,
ydep,67,
yegr,67,
yfde,67,
yfdv,67,
yfdx,67,
uhpa,67,
fdng,68,
fdnh,68,
fdni,68,
norv,68,
norw,68,
nrfa,68,
nrfb,68,
nrfc,68,
nrfd,68,
nrfe,68,
nrff,68,
nrfg,68,
ydht,68,
ydhv,68,
ydhx,68,
ytfe,68,
year,68,
yoag,68,
narp,68,
norr,68,
fis,69,
mtlr,69,
mtla,69,
mtld,69,
alaw,69,
alax,69,
apag,69,
apah,69,
argu,69,
argw,69,
argx,69,
aspv,69,
cbpa,69,
cbpm,69,
flxa,69,
glnq,69,
glnu,69,
glnv,69,
glnw,69,
glnx,69,
gltx,69,
glyt,69,
glyu,69,
gyrb,69,
hisr,69,
leup,69,
leuq,69,
leut,69,
leuv,69,
leuw,69,
leux,69,
lyst,69,
lysv,69,
lysw,69,
mazg,69,
mett,69,
metu,69,
msra,69,
osme,69,
pdxa,69,
pheu,69,
phev,69,
prok,69,
prol,69,
prom,69,
quea,69,
sert,69,
serx,69,
thrt,69,
thru,69,
thrw,69,
topa,69,
tpr,69,
trma,69,
tufb,69,
tyrt,69,
tyru,69,
tyrv,69,
valt,69,
valu,69,
valx,69,
valy,69,
csgd,70,
ompr,70,
fliz,70,
mlra,70,
bola,70,
rsta,70,
micf,70,
fadl,70,
csge,70,
csgf,70,
csgg,70,
ampc,70,
dacc,70,
osmy,70,
csga,70,
csgb,70,
csgc,70,
flgm,70,
flgn,70,
flia,70,
flie,70,
flif,70,
flig,70,
flih,70,
flii,70,
flij,70,
flik,70,
nlpa,70,
pepd,70,
wrba,70,
yccj,70,
ycct,70,
yhbs,70,
yhbt,70,
narg,70,
narh,70,
nari,70,
narj,70,
sra,70,
rplu,70,
rpma,70,
ecnb,70,
asr,70,
hcar,71,
hcab,71,
hcac,71,
hcad,71,
hcae,71,
hcaf,71,
ilvy,72,
ilvc,72,
kdpe,73,
kdpa,73,
kdpb,73,
kdpc,73,
kdpf,73,
mngr,74,
mnga,74,
mngb,74,
pncb,75,
nadr,75,
nada,75,
nadb,75,
pnuc,75,
pspf,76,
pspa,76,
pspb,76,
pspc,76,
pspd,76,
pspe,76,
rtcr,77,
rtca,77,
rtcb,77,
sgrr,78,
seta,78,
sgrs,78,
tbpa,78,
thip,78,
thiq,78,
arog,79,
trpr,79,
aroh,79,
arol,79,
arom,79,
mtr,79,
trpa,79,
trpb,79,
trpc,79,
trpd,79,
trpe,79,
trpl,79,
yaia,79,
tyrr,79,
arof,79,
arop,79,
fola,79,
tyra,79,
tyrb,79,
tyrp,79,
xapr,80,
xapa,80,
xapb,80,
ypdb,81,
yhjx,81,
yqhc,82,
dkga,82,
yqhd,82,
zntr,83,
znta,83,
zur,84,
ykgm,84,
ykgo,84,
znua,84,
znub,84,
znuc,84,
