name,__glayCluster,Unnamed: 2,Unnamed: 3
rpsi,10,,
rpsf,8,,
rpsc,2,,
rpra,35,,
rpos,1,,
rpoh,99,,
rpoe,56,,
rpod,99,,
rpmc,2,,
rpma,6,,
rplw,2,,
rplv,2,,
rplu,6,,
rplt,2,,
rpls,2,,
rplp,2,,
rplm,8,,
rpli,8,,
rpld,2,,
rplc,2,,
rplb,2,,
rof,8,,
rob,0,,
rnpb,99,,
rmf,8,,
rimm,2,,
rimk,0,,
riba,0,,
rhat,99,,
rhas,99,,
rhar,99,,
rhad,99,,
rhab,99,,
rhaa,99,,
rele,99,,
relb,99,,
rela,40,,
recx,99,,
recn,99,,
recf,51,,
recd,99,,
recb,99,,
reca,99,,
rcsb,35,,
rcsa,3,,
rbsr,99,,
rbsk,99,,
rbsd,99,,
rbsc,99,,
rbsb,99,,
rbsa,99,,
rbfa,99,,
rara,35,,
quea,10,,
qsec,7,,
qseb,7,,
pyrd,53,,
pyrc,53,,
puur,99,,
puup,99,,
puue,99,,
puud,99,,
puuc,99,,
puub,99,,
puua,99,,
putp,7,,
puta,7,,
purr,53,,
purn,53,,
purm,53,,
purl,53,,
purk,53,,
purh,99,,
purf,53,,
pure,53,,
purd,99,,
purc,53,,
purb,53,,
pura,3,,
ptsi,58,,
ptsh,58,,
ptsg,0,,
psts,33,,
pstc,33,,
pstb,33,,
psta,33,,
pspf,99,,
pspe,99,,
pspd,99,,
pspc,99,,
pspb,99,,
pspa,99,,
psif,33,,
psd,56,,
prpr,99,,
prpe,99,,
prpd,99,,
prpc,99,,
prpb,99,,
prop,10,,
prom,10,,
prol,10,,
prok,10,,
prmc,2,,
prib,8,,
prfa,2,,
pqib,0,,
pqia,0,,
ppid,56,,
ppia,99,,
ppdd,8,,
poxb,0,,
polb,99,,
pola,51,,
pnuc,99,,
pnp,99,,
pncb,99,,
pitb,33,,
pita,2,,
phr,99,,
phou,33,,
phor,33,,
phoq,41,,
phop,41,,
phoh,33,,
phoe,33,,
phob,33,,
phoa,33,,
phnp,33,,
phno,33,,
phnn,33,,
phnm,33,,
phnl,33,,
phnk,33,,
phnj,33,,
phni,33,,
phnh,33,,
phng,33,,
phnf,33,,
phnd,33,,
phnc,33,,
phem,2,,
pgk,8,,
pgi,0,,
pflb,8,,
pept,2,,
pepd,6,,
pepa,53,,
pdxa,10,,
pdhr,46,,
pck,8,,
paay,99,,
paax,99,,
paak,99,,
paaj,99,,
paai,99,,
paah,99,,
paag,99,,
paaf,99,,
paae,99,,
paad,99,,
paac,99,,
paab,99,,
paaa,99,,
oxys,81,,
oxyr,81,,
oxc,27,,
osmy,25,,
osme,10,,
osmc,99,,
osmb,35,,
oppf,25,,
oppd,25,,
oppc,25,,
oppb,25,,
oppa,25,,
ompx,2,,
ompw,2,,
ompt,41,,
ompr,28,,
ompn,0,,
ompf,28,,
ompc,28,,
ompa,8,,
ogt,22,,
nusa,99,,
nupg,99,,
nupc,21,,
nuon,2,,
nuom,10,,
nuol,10,,
nuok,2,,
nuoj,10,,
nuoi,2,,
nuoh,10,,
nuog,2,,
nuof,10,,
nuoe,10,,
nuoc,10,,
nuob,10,,
nuoa,10,,
nrfg,99,,
nrff,99,,
nrfe,99,,
nrfd,99,,
nrfc,99,,
nrfb,99,,
nrfa,99,,
nrdi,99,,
nrdh,99,,
nrdg,2,,
nrdf,99,,
nrde,99,,
nrdd,2,,
nrdb,51,,
nrda,51,,
norw,99,,
norv,99,,
norr,99,,
nmpc,41,,
nlpe,8,,
nlpa,6,,
nird,99,,
nirc,99,,
nirb,99,,
nikr,99,,
nike,99,,
nikd,99,,
nikc,99,,
nikb,99,,
nika,99,,
nhar,99,,
nhaa,99,,
nfsa,0,,
nfo,0,,
ndh,46,,
narx,31,,
narq,8,,
narp,99,,
narl,22,,
nark,10,,
narj,99,,
nari,99,,
narh,99,,
narg,99,,
naph,99,,
napg,99,,
napf,99,,
napd,99,,
napc,99,,
napb,99,,
napa,99,,
nant,99,,
nanr,99,,
nank,99,,
nane,99,,
nana,99,,
nage,58,,
nagc,58,,
nagb,58,,
naga,41,,
nadr,99,,
nadc,8,,
nadb,99,,
nada,99,,
nac,21,,
murp,8,,
muri,1,,
murg,46,,
murf,46,,
mure,46,,
murd,46,,
murc,46,,
mtr,99,,
mtlr,99,,
mtld,99,,
mtla,99,,
msra,10,,
mraz,46,,
mray,46,,
mpra,41,,
mpl,8,,
motb,56,,
mota,56,,
moeb,2,,
moea,2,,
mode,31,,
modc,31,,
modb,31,,
moda,31,,
moae,31,,
moad,31,,
moac,31,,
moab,31,,
moaa,31,,
mntr,81,,
mnth,81,,
mngr,99,,
mngb,99,,
mnga,99,,
mlra,6,,
mipa,33,,
mioc,21,,
micf,28,,
mhpr,99,,
mhpf,99,,
mhpe,99,,
mhpd,99,,
mhpc,99,,
mhpb,99,,
mhpa,99,,
mgta,41,,
mglc,99,,
mglb,99,,
mgla,99,,
mety,99,,
metr,99,,
metq,99,,
metn,99,,
metl,99,,
metk,99,,
metj,99,,
meti,99,,
meth,99,,
metf,99,,
mete,99,,
metc,99,,
metb,99,,
meta,99,,
melr,99,,
melb,99,,
mela,99,,
mdtf,27,,
mdte,27,,
mdtd,56,,
mdtc,56,,
mdtb,56,,
mdta,56,,
mdh,8,,
mazg,10,,
marr,0,,
marb,0,,
mara,0,,
manz,58,,
many,58,,
manx,58,,
mana,8,,
malz,99,,
maly,99,,
malx,99,,
malt,99,,
mals,99,,
malq,99,,
malp,99,,
malm,99,,
malk,99,,
mali,99,,
malg,99,,
malf,99,,
male,99,,
lysu,25,,
lysr,51,,
lysp,51,,
lysc,51,,
lysa,51,,
lsrr,99,,
lsrk,99,,
lsrg,99,,
lsrf,99,,
lsrd,99,,
lsrc,99,,
lsrb,99,,
lsra,99,,
lrp,25,,
lrha,28,,
lpxd,3,,
lpxc,46,,
lpxa,3,,
lpd,11,,
lon,1,,
lola,35,,
lldr,48,,
lldp,48,,
lldd,48,,
livm,25,,
livk,25,,
livj,25,,
livh,25,,
livg,25,,
livf,25,,
lexa,99,,
leux,10,,
leuw,10,,
leup,10,,
leuo,29,,
leul,29,,
leud,29,,
leuc,29,,
leub,29,,
leua,29,,
lamb,99,,
lacz,99,,
lacy,99,,
laci,99,,
laca,99,,
kdpf,99,,
kdpe,99,,
kdpc,99,,
kdpb,99,,
kdpa,99,,
kdgr,78,,
kbl,25,,
kbaz,99,,
kbay,99,,
katg,81,,
kate,11,,
ivbl,8,,
isrc,81,,
iscu,99,,
iscs,99,,
iscr,99,,
isca,99,,
intq,99,,
insk,99,,
infb,99,,
inaa,0,,
ilvy,99,,
ilvn,8,,
ilvm,25,,
ilvl,25,,
ilvi,25,,
ilvh,25,,
ilve,25,,
ilvd,25,,
ilvc,99,,
ilvb,8,,
ilva,25,,
idnt,78,,
idnr,78,,
idno,78,,
idnk,78,,
idnd,78,,
iclr,99,,
icd,48,,
hypf,99,,
hype,99,,
hypd,99,,
hypc,99,,
hypb,99,,
hypa,99,,
hyi,99,,
hyfr,99,,
hyfj,99,,
hyfi,99,,
hyfh,99,,
hyfg,99,,
hyff,99,,
hyfe,99,,
hyfd,99,,
hyfc,99,,
hyfb,99,,
hyfa,99,,
hydn,99,,
hyci,99,,
hych,99,,
hycg,99,,
hycf,99,,
hyce,99,,
hycd,99,,
hycc,99,,
hycb,99,,
hyca,99,,
hybo,22,,
hybg,22,,
hybf,22,,
hybe,22,,
hybd,22,,
hybc,22,,
hybb,22,,
hyba,22,,
hyaf,19,,
hyae,19,,
hyad,19,,
hyac,19,,
hyab,19,,
hyaa,19,,
hupb,10,,
hupa,10,,
htpg,99,,
hslj,99,,
hpt,8,,
hoke,99,,
hokd,99,,
hofc,8,,
hofb,8,,
hns,1,,
hmp,99,,
hlye,99,,
hisr,10,,
hisq,99,,
hisp,99,,
hism,99,,
hisj,99,,
hipb,40,,
hipa,40,,
hha,7,,
hfq,8,,
hflx,8,,
hflk,8,,
hfld,53,,
hflc,8,,
heml,41,,
hemh,81,,
hema,2,,
hdfr,3,,
hded,1,,
hdeb,35,,
hdea,35,,
hcr,81,,
hcp,81,,
hcar,99,,
hcaf,99,,
hcae,99,,
hcad,99,,
hcac,99,,
hcab,99,,
gyrb,10,,
gyra,1,,
gutq,99,,
gutm,99,,
gudx,99,,
gudp,99,,
gudd,99,,
guab,53,,
guaa,53,,
gspo,11,,
gspm,11,,
gspl,11,,
gspk,11,,
gspj,11,,
gspi,11,,
gsph,11,,
gspg,11,,
gspf,11,,
gspe,11,,
gspd,11,,
gspc,11,,
grxa,81,,
grpe,8,,
gpsa,8,,
gpma,11,,
gor,81,,
gntx,78,,
gntu,78,,
gntt,78,,
gntr,78,,
gntp,20,,
gntk,78,,
gnd,3,,
glyu,10,,
glyt,10,,
glya,99,,
glxr,99,,
glxk,99,,
gltx,10,,
gltf,3,,
gltd,3,,
gltb,3,,
glta,8,,
glpx,99,,
glpt,99,,
glpr,99,,
glpq,99,,
glpk,99,,
glpg,8,,
glpf,99,,
glpe,8,,
glpd,99,,
glpc,99,,
glpb,99,,
glpa,99,,
glnq,10,,
glnl,10,,
glnk,1,,
glng,10,,
glnd,11,,
glnb,53,,
glna,10,,
glmu,58,,
glms,58,,
glgx,41,,
glgs,8,,
glgp,41,,
glgc,41,,
glgb,41,,
glga,41,,
glcg,46,,
glcf,46,,
glcd,46,,
glcc,46,,
glcb,46,,
gdha,21,,
gcvt,53,,
gcvp,53,,
gcvh,53,,
gcvb,53,,
gcva,53,,
gcl,99,,
gcd,8,,
gatz,8,,
gaty,8,,
gatd,8,,
gatc,8,,
gatb,8,,
gata,8,,
garr,99,,
garp,99,,
garl,99,,
gark,99,,
gard,99,,
gapa,8,,
galt,99,,
gals,99,,
galr,99,,
galp,99,,
galm,99,,
galk,99,,
gale,99,,
gady,1,,
gadx,1,,
gadw,35,,
gade,3,,
gadc,35,,
gadb,3,,
gada,35,,
gabt,21,,
gabp,21,,
gabd,21,,
fur,11,,
fumc,0,,
fumb,22,,
fuma,8,,
fucu,99,,
fucr,99,,
fucp,99,,
fuco,99,,
fuck,99,,
fuci,99,,
fuca,99,,
ftsz,46,,
ftsw,46,,
ftsq,46,,
ftsl,46,,
ftsk,99,,
ftsi,46,,
ftsa,46,,
frdd,22,,
frdc,22,,
frdb,22,,
frda,22,,
frc,27,,
fpr,0,,
fole,99,,
fola,99,,
focb,99,,
foca,8,,
fnr,2,,
flxa,10,,
flu,81,,
fliz,6,,
flik,6,,
flij,6,,
flii,6,,
flih,6,,
flig,6,,
flif,6,,
flie,6,,
flic,3,,
flia,6,,
flhd,28,,
flhc,28,,
flgn,6,,
flgm,6,,
fldb,0,,
flda,0,,
fixx,99,,
fixc,99,,
fixb,99,,
fixa,99,,
fiu,11,,
fis,10,,
fimi,25,,
fimh,25,,
fimg,25,,
fimf,25,,
fime,28,,
fimd,25,,
fimc,25,,
fimb,99,,
fima,25,,
fhuf,81,,
fhue,11,,
fhud,11,,
fhuc,11,,
fhub,11,,
fhua,11,,
fhla,99,,
fes,11,,
fepg,11,,
fepe,11,,
fepd,11,,
fepc,11,,
fepb,11,,
fepa,11,,
feob,58,,
feoa,58,,
fecr,11,,
feci,11,,
fece,46,,
fecd,11,,
fecc,46,,
fecb,11,,
feca,46,,
fear,21,,
feab,21,,
fdni,99,,
fdnh,99,,
fdng,99,,
fdhf,99,,
fbaa,8,,
fadr,40,,
fadl,28,,
fadh,40,,
fade,40,,
fadd,40,,
fadb,40,,
fada,40,,
fabz,3,,
fabr,40,,
fabi,40,,
fabh,40,,
fabg,40,,
fabd,40,,
fabb,40,,
faba,40,,
exut,20,,
exur,20,,
exbd,11,,
exbb,11,,
evgs,27,,
evga,27,,
epd,8,,
envz,8,,
envy,28,,
envr,41,,
entf,11,,
ente,11,,
entd,11,,
entc,11,,
entb,11,,
enta,11,,
emry,27,,
emrk,27,,
emrb,41,,
emra,41,,
edd,78,,
eda,78,,
ecnb,28,,
ebgr,99,,
ebgc,99,,
ebga,99,,
dusb,10,,
dsra,29,,
dsdx,99,,
dsdc,99,,
dsda,99,,
dsbg,81,,
dsbc,56,,
dsba,56,,
dps,81,,
dppf,2,,
dppd,2,,
dppc,2,,
dppb,2,,
dppa,2,,
dnan,51,,
dnag,99,,
dnaa,51,,
dmsd,22,,
dmsc,31,,
dmsb,31,,
dmsa,31,,
dksa,8,,
dkga,99,,
dinj,99,,
dini,58,,
ding,99,,
dinf,99,,
dind,99,,
dinb,99,,
dicc,99,,
dicb,99,,
dica,99,,
dhar,99,,
dhal,99,,
dhak,99,,
dgka,7,,
deor,99,,
deod,99,,
deoc,99,,
deob,99,,
deoa,99,,
degp,56,,
ddlb,46,,
dcus,22,,
dcur,22,,
dcud,41,,
dcuc,2,,
dcub,22,,
dcua,22,,
dcta,8,,
dapd,51,,
dapb,51,,
dadx,25,,
dada,25,,
dacc,28,,
cytr,99,,
cysw,99,,
cysu,99,,
cysp,99,,
cysn,99,,
cysm,99,,
cysk,99,,
cysj,99,,
cysi,99,,
cysh,99,,
cysg,99,,
cysd,99,,
cysc,99,,
cysb,99,,
cysa,99,,
cyoe,99,,
cyod,99,,
cyoc,99,,
cyob,99,,
cyoa,99,,
cynx,99,,
cynt,99,,
cyns,99,,
cynr,99,,
cydd,22,,
cydc,22,,
cydb,2,,
cyda,2,,
cyaa,8,,
cvpa,53,,
cuss,99,,
cusr,99,,
cusf,99,,
cusc,99,,
cusb,99,,
cusa,99,,
cuer,31,,
cueo,31,,
csta,8,,
cspi,7,,
cspe,8,,
cspd,8,,
cspa,1,,
csir,21,,
csie,8,,
csgg,6,,
csgf,6,,
csge,6,,
csgd,6,,
csgc,6,,
csgb,6,,
csga,6,,
crr,58,,
crp,8,,
crl,11,,
cred,99,,
crec,58,,
creb,99,,
crea,58,,
cpxr,56,,
cpxp,56,,
cpxa,56,,
cpdb,8,,
copa,31,,
codb,21,,
coda,21,,
citx,22,,
citg,22,,
citf,22,,
cite,22,,
citd,22,,
citc,22,,
cira,11,,
chez,2,,
chey,2,,
chew,56,,
cher,2,,
cheb,2,,
chea,56,,
chbr,58,,
chbg,58,,
chbf,58,,
chbc,58,,
chbb,58,,
chba,58,,
cdd,99,,
cdar,99,,
ccmh,31,,
ccmg,31,,
ccmf,31,,
ccme,31,,
ccmd,31,,
ccmc,31,,
ccmb,31,,
ccma,31,,
cbpm,10,,
cbpa,10,,
cbl,99,,
carb,53,,
cara,53,,
cait,99,,
caif,99,,
caie,99,,
caid,99,,
caic,99,,
caib,99,,
caia,99,,
cadc,1,,
cadb,1,,
cada,1,,
btub,1,,
bord,41,,
bola,28,,
bira,99,,
biof,99,,
biod,99,,
bioc,99,,
biob,99,,
bioa,99,,
bglj,29,,
bglg,29,,
bglf,29,,
bglb,29,,
bett,48,,
beti,48,,
betb,48,,
beta,48,,
bdm,35,,
bcsz,2,,
bcsb,2,,
basr,7,,
baes,56,,
baer,56,,
baca,56,,
avta,25,,
atoe,99,,
atod,99,,
atoc,99,,
atob,99,,
atoa,99,,
aste,99,,
astd,99,,
astc,99,,
astb,99,,
asta,99,,
asr,99,,
aspc,2,,
aspa,22,,
asnc,21,,
asnb,1,,
asna,21,,
aslb,0,,
ascg,99,,
ascf,99,,
ascb,99,,
artq,99,,
artp,99,,
artm,99,,
artj,99,,
arti,99,,
arsr,99,,
arsc,99,,
arsb,99,,
arop,99,,
arom,99,,
arol,99,,
aroh,99,,
arog,99,,
arof,99,,
aroa,25,,
argx,10,,
argw,10,,
argu,10,,
argr,99,,
argp,51,,
argo,51,,
argi,99,,
argh,99,,
argg,99,,
argf,99,,
arge,99,,
argd,41,,
argc,99,,
argb,99,,
arga,99,,
arca,48,,
araj,99,,
arah,99,,
arag,99,,
araf,99,,
arae,99,,
arad,99,,
arac,99,,
arab,99,,
araa,99,,
appy,19,,
appc,19,,
appb,19,,
appa,19,,
apah,10,,
apag,10,,
ansb,10,,
amtb,1,,
ampe,8,,
ampd,8,,
ampc,28,,
amn,33,,
allr,99,,
allb,99,,
alla,99,,
alkb,99,,
alka,99,,
aldb,10,,
alda,51,,
aidb,99,,
ahpf,99,,
ahpc,99,,
agp,8,,
agaw,99,,
agav,99,,
agas,99,,
agar,99,,
agai,99,,
agad,99,,
agac,99,,
agab,99,,
agaa,99,,
aer,2,,
adiy,3,,
adic,33,,
adia,3,,
adhe,25,,
add,99,,
ada,99,,
actp,10,,
acs,10,,
acrr,0,,
acrf,2,,
acre,2,,
acrd,56,,
acrb,41,,
acra,41,,
acnb,10,,
acna,0,,
acka,2,,
acek,99,,
acef,2,,
acee,8,,
aceb,99,,
acea,99,,
accd,40,,
accc,40,,
accb,40,,
acca,40,,
aaex,8,,
aaer,8,,
aaeb,8,,
aaea,8,,
