"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
800	0.9296511	0.1052035	0.1471577	0.2779050	0.9977530	0.0218946	0.4167466	0.9901426	0.0745004	0.6685864
850	0.9291540	0.1068222	0.1619271	0.2733650	0.9991952	0.0219871	0.4167471	0.9901426	0.0745005	0.6654664
900	0.9283727	0.1086869	0.1725224	0.2714520	0.9997098	0.0221370	0.4167479	0.9901426	0.0745007	0.6620107
950	0.9273755	0.1104699	0.1792602	0.2706735	0.9998931	0.0223315	0.4167490	0.9901426	0.0745009	0.6588311
1000	0.9262984	0.1119376	0.1831864	0.2703648	0.9999583	0.0225449	0.4167503	0.9901425	0.0745012	0.6563091

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.8521663	0.0984536	0.3582141	0.1952170	0.9999939	0.0184976	0.4167541	0.9901422	0.0745019	0.6469085
100	0.7715042	0.1163822	0.5901091	0.1215834	0.9999960	0.0121446	0.4167502	0.9901422	0.0745010	0.6094336
150	0.7160512	0.1988421	0.7662411	0.0862210	0.9999981	0.0080290	0.4167727	0.9901423	0.0745049	0.5648298
200	0.6660873	0.3081638	0.8767315	0.0721409	0.9999992	0.0059554	0.4172618	0.9901411	0.0745685	0.5577319
250	0.6154538	0.4038905	0.9374170	0.0670006	0.9999997	0.0049719	0.4208534	0.9901284	0.0749485	0.5778887
300	0.5695669	0.4713410	0.9680931	0.0652144	0.9999999	0.0044019	0.4324470	0.9900665	0.0760778	0.6037154
350	0.5333458	0.5130941	0.9828054	0.0646127	0.9999999	0.0039777	0.4531629	0.9898905	0.0781260	0.6267038
400	0.5077245	0.5368531	0.9896168	0.0644143	1.0000000	0.0036308	0.4780233	0.9895489	0.0808004	0.6463659
450	0.4910288	0.5496017	0.9926925	0.0643498	1.0000000	0.0033451	0.5009664	0.9890449	0.0835973	0.6635595
500	0.4808066	0.5561520	0.9940560	0.0643291	1.0000000	0.0031114	0.5187230	0.9884368	0.0860950	0.6783504
550	0.5431298	0.5791253	0.9736532	0.1392764	1.0000000	0.0072738	0.5325254	0.9878050	0.0883206	0.6905531
600	0.6177089	0.5894047	0.8211785	0.2129074	0.9999999	0.0127397	0.5494773	0.9871675	0.0912097	0.7012538
650	0.6620040	0.5391486	0.5953641	0.2482688	0.9999994	0.0161829	0.5592474	0.9864766	0.0931058	0.7115566
700	0.6932661	0.4302631	0.4164043	0.2623487	0.9999987	0.0178435	0.5401538	0.9859557	0.0905997	0.7192351
750	0.7284257	0.3132441	0.3058336	0.2674888	0.9999980	0.0184869	0.4989645	0.9860521	0.0849756	0.7194441
800	0.7709322	0.2254854	0.2454942	0.2692752	0.9999975	0.0187633	0.4618307	0.9868015	0.0800466	0.7106045
850	0.8144958	0.1718481	0.2148908	0.2698769	0.9999972	0.0190843	0.4387213	0.9878012	0.0770908	0.6965036
900	0.8517981	0.1427423	0.2000974	0.2700755	0.9999969	0.0196067	0.4267285	0.9886837	0.0756225	0.6822278
950	0.8794190	0.1280298	0.1931830	0.2701400	0.9999966	0.0202956	0.4210849	0.9893103	0.0749644	0.6708026
1000	0.8977356	0.1209092	0.1900292	0.2701608	0.9999962	0.0210313	0.4185794	0.9896984	0.0746869	0.6629204

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9167564	0.2298637	0.1871814	0.2778451	0.7661060	0.0233023	0.4167892	0.9523412	0.0745082	0.6533592
100	0.8838592	0.3584856	0.1803496	0.3237756	0.5611567	0.0232455	0.4180381	0.9082936	0.0746710	0.6593259
150	0.8371508	0.4294467	0.1609096	0.3941703	0.4703134	0.0230337	0.4248303	0.8825554	0.0754217	0.6664858
200	0.7968210	0.4612234	0.1377223	0.4563267	0.4353417	0.0226873	0.4379711	0.8699495	0.0767890	0.6735612
250	0.7694951	0.4736808	0.1192759	0.4972193	0.4225033	0.0222631	0.4523395	0.8641542	0.0782941	0.6810442
300	0.7534844	0.4779820	0.1072919	0.5197647	0.4178751	0.0217957	0.4636253	0.8614954	0.0795366	0.6886915
350	0.7450007	0.4792269	0.1003303	0.5308599	0.4162188	0.0213124	0.4708241	0.8602244	0.0803966	0.6956088
400	0.7408414	0.4794621	0.0965527	0.5359160	0.4156279	0.0208485	0.4748000	0.8595788	0.0809270	0.7010958
450	0.7389328	0.4794232	0.0945942	0.5380985	0.4154174	0.0204389	0.4767652	0.8592328	0.0812292	0.7049799
500	0.7381104	0.4793430	0.0936120	0.5390039	0.4153425	0.0201061	0.4776462	0.8590416	0.0813918	0.7074818
550	0.7416335	0.3625832	0.0931686	0.5205737	0.6492038	0.0198554	0.4731984	0.8967186	0.0808983	0.7088563
600	0.7666434	0.2321554	0.0938264	0.4448993	0.8541443	0.0196871	0.4544363	0.9407875	0.0786954	0.7077218
650	0.8092264	0.1597590	0.0978884	0.3676889	0.9449846	0.0196330	0.4368328	0.9667570	0.0766581	0.7023975
700	0.8519583	0.1265421	0.1080390	0.3178680	0.9799553	0.0197421	0.4262893	0.9796285	0.0754793	0.6944108
750	0.8844564	0.1129341	0.1242189	0.2916642	0.9927934	0.0200176	0.4209956	0.9855516	0.0749141	0.6860486
800	0.9052223	0.1082812	0.1425519	0.2793420	0.9974215	0.0204120	0.4185631	0.9881738	0.0746677	0.6783643
850	0.9168591	0.1076347	0.1586616	0.2739367	0.9990777	0.0208652	0.4175024	0.9893086	0.0745661	0.6715492
900	0.9225597	0.1086796	0.1704675	0.2716742	0.9996685	0.0213307	0.4170557	0.9897926	0.0745259	0.6657083
950	0.9248164	0.1102326	0.1780758	0.2707583	0.9998788	0.0217755	0.4168725	0.9899967	0.0745104	0.6610217
1000	0.9252792	0.1116941	0.1825467	0.2703967	0.9999535	0.0221748	0.4167992	0.9900822	0.0745047	0.6575665

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.7429350	0.2522835	0.1872844	0.2752831	0.8385941	0.0235165	0.4168071	0.9901422	0.0745107	0.6114168
100	0.5182621	0.4059842	0.1825742	0.3038661	0.6971640	0.0250507	0.4191623	0.9901378	0.0747763	0.5643391
150	0.3721544	0.4910529	0.1682162	0.3444629	0.6344744	0.0279534	0.4327393	0.9900881	0.0760418	0.5378457
200	0.2918763	0.5296363	0.1493185	0.3782381	0.6103391	0.0311583	0.4590384	0.9899012	0.0783888	0.5285909
250	0.2511892	0.5451993	0.1327385	0.3995654	0.6014761	0.0336414	0.4874867	0.9895249	0.0810817	0.5311000
300	0.2315847	0.5508478	0.1209978	0.4110023	0.5982784	0.0349288	0.5096964	0.9890052	0.0834648	0.5398542
350	0.2224913	0.5526375	0.1136602	0.4165248	0.5971325	0.0351001	0.5238878	0.9884420	0.0852712	0.5501620
400	0.2184098	0.5530713	0.1094282	0.4190082	0.5967233	0.0345406	0.5317967	0.9879252	0.0865090	0.5591731
450	0.2166345	0.5530927	0.1071212	0.4200699	0.5965782	0.0336673	0.5357677	0.9875048	0.0872993	0.5658418
500	0.2158872	0.5530233	0.1059159	0.4205071	0.5965276	0.0327795	0.5375891	0.9871924	0.0877776	0.5702452
550	0.3621432	0.4136740	0.1053653	0.4114812	0.7579077	0.0317305	0.5291975	0.9869877	0.0869445	0.6159711
600	0.5572470	0.2580055	0.1064213	0.3718853	0.8993317	0.0293763	0.4921231	0.9870717	0.0826937	0.6681213
650	0.7038142	0.1716213	0.1118688	0.3288098	0.9620211	0.0263044	0.4569122	0.9876155	0.0787107	0.6925813
700	0.8009687	0.1320515	0.1232329	0.2996360	0.9861575	0.0237093	0.4358057	0.9883708	0.0764057	0.6958031
750	0.8602374	0.1159091	0.1386185	0.2837353	0.9950202	0.0220854	0.4252214	0.9890444	0.0753034	0.6893053
800	0.8936988	0.1103558	0.1540937	0.2760569	0.9982164	0.0213601	0.4203650	0.9895212	0.0748242	0.6802686
850	0.9111819	0.1093500	0.1666690	0.2726202	0.9993607	0.0212528	0.4182502	0.9898142	0.0746273	0.6718283
900	0.9195271	0.1101119	0.1754397	0.2711591	0.9997691	0.0214858	0.4173604	0.9899778	0.0745493	0.6650453
950	0.9230056	0.1113455	0.1809181	0.2705604	0.9999146	0.0218560	0.4169952	0.9900632	0.0745193	0.6600910
1000	0.9240914	0.1124852	0.1840738	0.2703217	0.9999662	0.0222386	0.4168484	0.9901055	0.0745081	0.6567459

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.8156874	0.1146973	0.1874981	0.2701714	0.9999940	0.0178472	0.4167554	0.9901422	0.0745022	0.6891497
100	0.6898303	0.1147100	0.1875056	0.2701712	0.9999963	0.0105766	0.4167555	0.9901422	0.0745023	0.7355902
150	0.6156160	0.1147161	0.1875090	0.2701708	0.9999983	0.0056516	0.4167555	0.9901422	0.0745024	0.7648148
200	0.5791796	0.1147191	0.1875107	0.2701704	0.9999993	0.0028798	0.4167555	0.9901421	0.0745025	0.7800839
250	0.5627411	0.1147205	0.1875118	0.2701701	0.9999997	0.0014511	0.4167556	0.9901421	0.0745026	0.7873904
300	0.5556697	0.1147212	0.1875125	0.2701698	0.9999999	0.0007515	0.4167556	0.9901421	0.0745027	0.7907128
350	0.5527169	0.1147216	0.1875129	0.2701697	1.0000000	0.0004201	0.4167556	0.9901421	0.0745027	0.7921743
400	0.5515082	0.1147218	0.1875133	0.2701697	1.0000000	0.0002668	0.4167556	0.9901421	0.0745027	0.7928026
450	0.5510201	0.1147219	0.1875134	0.2701697	1.0000000	0.0001971	0.4167556	0.9901421	0.0745027	0.7930682
500	0.5508250	0.1147220	0.1875136	0.2701697	1.0000000	0.0001658	0.4167556	0.9901421	0.0745027	0.7931790
550	0.6576922	0.1147221	0.1875136	0.2701697	1.0000000	0.0038419	0.4167556	0.9901421	0.0745027	0.7560538
600	0.7834707	0.1147221	0.1875136	0.2701697	1.0000000	0.0093448	0.4167556	0.9901421	0.0745026	0.7096191
650	0.8576472	0.1147221	0.1875137	0.2701697	0.9999998	0.0139786	0.4167556	0.9901421	0.0745025	0.6803965
700	0.8940656	0.1147221	0.1875137	0.2701697	0.9999992	0.0174129	0.4167556	0.9901421	0.0745024	0.6651281
750	0.9104954	0.1147221	0.1875136	0.2701698	0.9999982	0.0197696	0.4167556	0.9901421	0.0745023	0.6578219
800	0.9175627	0.1147221	0.1875135	0.2701700	0.9999970	0.0212821	0.4167556	0.9901421	0.0745023	0.6544997
850	0.9205135	0.1147221	0.1875134	0.2701703	0.9999959	0.0221970	0.4167556	0.9901421	0.0745022	0.6530382
900	0.9217213	0.1147221	0.1875131	0.2701705	0.9999950	0.0227234	0.4167556	0.9901422	0.0745022	0.6524099
950	0.9222089	0.1147220	0.1875128	0.2701708	0.9999943	0.0230137	0.4167556	0.9901422	0.0745022	0.6521443
1000	0.9224038	0.1147220	0.1875125	0.2701710	0.9999939	0.0231684	0.4167556	0.9901422	0.0745022	0.6520335

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9195359	0.1745947	0.2265730	0.2701714	0.9999934	0.0233103	0.3555400	0.9901422	0.0745038	0.6497084
100	0.9012878	0.2450075	0.2754084	0.2701714	0.9999934	0.0234523	0.2821449	0.9901417	0.0745234	0.6353883
150	0.8734738	0.2895841	0.3062231	0.2701713	0.9999932	0.0240345	0.2386114	0.9901387	0.0745769	0.6124577
200	0.8472318	0.3150713	0.3224201	0.2701714	0.9999927	0.0252160	0.2179909	0.9901308	0.0746489	0.5907603
250	0.8273827	0.3292322	0.3302427	0.2701715	0.9999915	0.0268189	0.2097817	0.9901185	0.0747174	0.5750798
300	0.8140658	0.3369148	0.3338440	0.2701717	0.9999896	0.0284980	0.2072325	0.9901043	0.0747726	0.5655083
350	0.8057667	0.3409654	0.3354528	0.2701721	0.9999872	0.0299622	0.2068811	0.9900906	0.0748134	0.5603659
400	0.8008515	0.3430373	0.3361570	0.2701726	0.9999845	0.0310739	0.2071933	0.9900789	0.0748418	0.5579114
450	0.7980517	0.3440669	0.3364607	0.2701732	0.9999821	0.0318296	0.2075868	0.9900698	0.0748606	0.5568924
500	0.7965073	0.3445654	0.3365902	0.2701738	0.9999801	0.0322978	0.2078915	0.9900631	0.0748725	0.5565557
550	0.7978923	0.2872601	0.2975741	0.2701744	0.9999786	0.0325590	0.2686852	0.9900585	0.0748664	0.5581938
600	0.8118558	0.2160195	0.2487791	0.2701748	0.9999777	0.0325361	0.3395801	0.9900583	0.0747904	0.5699641
650	0.8366142	0.1687993	0.2179847	0.2701751	0.9999775	0.0319011	0.3809396	0.9900671	0.0746828	0.5905840
700	0.8629522	0.1420627	0.2017951	0.2701752	0.9999786	0.0305839	0.4011089	0.9900836	0.0745994	0.6116295
750	0.8846775	0.1280599	0.1939723	0.2701751	0.9999809	0.0289137	0.4101703	0.9901017	0.0745500	0.6279518
800	0.9000450	0.1210667	0.1903669	0.2701747	0.9999838	0.0272893	0.4140536	0.9901168	0.0745244	0.6387011
850	0.9098531	0.1176835	0.1887531	0.2701741	0.9999866	0.0259528	0.4156674	0.9901274	0.0745122	0.6450530
900	0.9156713	0.1160836	0.1880447	0.2701735	0.9999888	0.0249723	0.4163235	0.9901341	0.0745066	0.6485262
950	0.9189400	0.1153401	0.1877380	0.2701729	0.9999905	0.0243109	0.4165860	0.9901379	0.0745041	0.6503172
1000	0.9207013	0.1149994	0.1876066	0.2701724	0.9999916	0.0238925	0.4166897	0.9901400	0.0745030	0.6511987

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9237055	0.0959163	0.2903210	0.2701714	0.9999939	0.0186850	0.4158410	0.9839486	0.2894850	0.7333387
100	0.9289505	0.0913023	0.4187950	0.2701712	0.9999960	0.0122608	0.3976977	0.9323470	0.5337845	0.8196299
150	0.9319133	0.1185233	0.4998569	0.2701709	0.9999980	0.0076626	0.3469341	0.8400282	0.6717109	0.8545516
200	0.9251451	0.1592492	0.5424729	0.2701704	0.9999992	0.0049480	0.2872388	0.7508157	0.7361961	0.8663282
250	0.9095719	0.1958534	0.5630607	0.2701701	0.9999997	0.0034903	0.2400435	0.6864439	0.7637647	0.8764912
300	0.8908758	0.2218526	0.5725418	0.2701699	0.9999999	0.0027387	0.2097399	0.6469533	0.7749512	0.8884222
350	0.8739282	0.2379321	0.5767786	0.2701698	1.0000000	0.0023488	0.1926336	0.6250714	0.7793388	0.8996788
400	0.8609234	0.2470133	0.5786343	0.2701697	1.0000000	0.0021376	0.1838241	0.6137626	0.7810196	0.9085143
450	0.8520018	0.2518255	0.5794356	0.2701697	1.0000000	0.0020164	0.1796033	0.6082071	0.7816527	0.9146515
500	0.8463580	0.2542589	0.5797782	0.2701697	1.0000000	0.0019434	0.1777009	0.6055810	0.7818883	0.9185724
550	0.8422234	0.2695766	0.4771043	0.2701697	1.0000000	0.0043185	0.1845255	0.6140704	0.5670146	0.8104073
600	0.8380334	0.2540994	0.3486969	0.2701697	1.0000000	0.0088528	0.2340196	0.6762448	0.3227816	0.6817624
650	0.8404130	0.2117245	0.2676626	0.2701697	0.9999998	0.0143463	0.3047045	0.7755947	0.1848811	0.6157719
700	0.8523966	0.1720085	0.2250664	0.2701697	0.9999990	0.0196435	0.3582772	0.8644184	0.1203849	0.5994924
750	0.8696978	0.1453439	0.2044918	0.2701699	0.9999971	0.0234290	0.3889581	0.9236819	0.0927933	0.6072464
800	0.8866731	0.1301033	0.1950160	0.2701702	0.9999946	0.0253108	0.4042727	0.9573180	0.0815890	0.6211373
850	0.9001222	0.1221404	0.1907785	0.2701707	0.9999924	0.0257611	0.4113543	0.9746647	0.0771921	0.6331709
900	0.9094033	0.1182015	0.1889193	0.2701712	0.9999912	0.0254636	0.4144780	0.9830823	0.0755075	0.6414113
950	0.9152217	0.1163215	0.1881138	0.2701716	0.9999910	0.0249239	0.4158131	0.9870012	0.0748735	0.6463800
1000	0.9186226	0.1154461	0.1877677	0.2701718	0.9999914	0.0244068	0.4163712	0.9887718	0.0746380	0.6491389

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9226337	0.1146973	0.1874981	0.2701714	0.9999934	0.0233055	0.4167554	0.9901422	0.0745022	0.6519788
100	0.9225866	0.1147100	0.1875056	0.2701714	0.9999934	0.0233157	0.4167555	0.9901422	0.0745022	0.6519657
150	0.9225606	0.1147161	0.1875089	0.2701713	0.9999934	0.0233213	0.4167555	0.9901422	0.0745022	0.6519601
200	0.9225466	0.1147191	0.1875103	0.2701713	0.9999934	0.0233243	0.4167555	0.9901422	0.0745022	0.6519578
250	0.9225392	0.1147205	0.1875109	0.2701713	0.9999934	0.0233259	0.4167556	0.9901422	0.0745022	0.6519569
300	0.9225354	0.1147211	0.1875112	0.2701713	0.9999933	0.0233267	0.4167556	0.9901422	0.0745022	0.6519566
350	0.9225335	0.1147214	0.1875113	0.2701713	0.9999933	0.0233271	0.4167556	0.9901422	0.0745022	0.6519565
400	0.9225326	0.1147216	0.1875114	0.2701713	0.9999933	0.0233273	0.4167556	0.9901422	0.0745022	0.6519565
450	0.9225321	0.1147216	0.1875114	0.2701713	0.9999933	0.0233273	0.4167556	0.9901422	0.0745022	0.6519565
500	0.9225319	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
550	0.9225318	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
600	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
650	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
700	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
750	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
800	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
850	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
900	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
950	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
1000	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9226335	0.1147112	0.1893285	0.2532416	0.9999935	0.0227852	0.4167554	0.7849174	0.0745022	0.6519607
100	0.9225684	0.1150939	0.2013796	0.2366100	0.9999938	0.0221042	0.4167555	0.5457932	0.0745022	0.6514603
150	0.9223644	0.1167103	0.2217944	0.2286227	0.9999943	0.0216632	0.4167558	0.4062136	0.0745022	0.6493559
200	0.9216965	0.1200011	0.2420169	0.2254423	0.9999947	0.0214859	0.4167569	0.3383455	0.0745025	0.6452493
250	0.9202949	0.1244221	0.2571564	0.2242812	0.9999949	0.0215309	0.4167595	0.3080038	0.0745030	0.6401286
300	0.9181907	0.1289426	0.2667408	0.2238777	0.9999950	0.0217352	0.4167638	0.2950621	0.0745038	0.6354122
350	0.9157081	0.1327528	0.2721829	0.2237418	0.9999949	0.0220191	0.4167696	0.2897010	0.0745049	0.6319495
400	0.9132596	0.1355401	0.2750510	0.2236970	0.9999947	0.0223072	0.4167761	0.2875227	0.0745061	0.6298412
450	0.9111546	0.1373735	0.2764842	0.2236824	0.9999945	0.0225490	0.4167824	0.2866492	0.0745072	0.6287684
500	0.9095295	0.1384854	0.2771729	0.2236778	0.9999943	0.0227250	0.4167876	0.2863022	0.0745081	0.6283321
550	0.9083789	0.1390712	0.2742446	0.2406062	0.9999940	0.0233814	0.4167916	0.4913898	0.0745088	0.6282581
600	0.9076720	0.1383766	0.2572824	0.2572373	0.9999935	0.0241653	0.4167942	0.7304598	0.0745092	0.6291184
650	0.9076390	0.1351425	0.2343110	0.2652245	0.9999928	0.0246462	0.4167943	0.8700181	0.0745092	0.6320480
700	0.9086614	0.1301556	0.2151991	0.2684049	0.9999922	0.0248058	0.4167906	0.9378778	0.0745085	0.6366018
750	0.9107186	0.1251528	0.2025467	0.2695660	0.9999919	0.0247181	0.4167840	0.9682164	0.0745073	0.6413651
800	0.9133272	0.1211915	0.1951951	0.2699695	0.9999918	0.0244862	0.4167764	0.9811570	0.0745059	0.6453045
850	0.9159092	0.1184807	0.1912671	0.2701055	0.9999920	0.0242065	0.4167697	0.9865178	0.0745047	0.6480938
900	0.9180813	0.1167976	0.1892865	0.2701503	0.9999922	0.0239453	0.4167646	0.9886962	0.0745038	0.6498594
950	0.9197081	0.1158225	0.1883290	0.2701648	0.9999925	0.0237348	0.4167610	0.9895697	0.0745031	0.6508841
1000	0.9208250	0.1152864	0.1878804	0.2701694	0.9999928	0.0235818	0.4167587	0.9899168	0.0745027	0.6514376

0	0.9227163	0.1146719	0.1874815	0.2701716	0.9999934	0.0232878	0.4167553	0.9901422	0.0745021	0.6520078
50	0.9105210	0.3631848	0.1873169	0.2745198	0.8612116	0.0200715	0.4167115	0.9869768	0.1993971	0.6060728
100	0.8480828	0.6408330	0.1832709	0.2983571	0.7396018	0.0163701	0.4333171	0.9614345	0.3424710	0.5527904
150	0.7665490	0.7949812	0.1706829	0.3314819	0.6856992	0.0147746	0.5190849	0.9130971	0.4291930	0.5272594
200	0.7005011	0.8659538	0.1536180	0.3585712	0.6649487	0.0145109	0.6312189	0.8615307	0.4802169	0.5335944
250	0.6575987	0.8958302	0.1381903	0.3754708	0.6573310	0.0143495	0.7157222	0.8187978	0.5131417	0.5602544
300	0.6330055	0.9077389	0.1269735	0.3844571	0.6545848	0.0137343	0.7646478	0.7870966	0.5355027	0.5907595
350	0.6200022	0.9123030	0.1198081	0.3887702	0.6536020	0.0127724	0.7883968	0.7646840	0.5504799	0.6155862
400	0.6135093	0.9139954	0.1156021	0.3907010	0.6532514	0.0117581	0.7980570	0.7492697	0.5600399	0.6324305
450	0.6104044	0.9146027	0.1132771	0.3915236	0.6531266	0.0108934	0.8009968	0.7389513	0.5657926	0.6425314
500	0.6089697	0.9148124	0.1120493	0.3918615	0.6530821	0.0102488	0.8012244	0.7322642	0.5690513	0.6480076
550	0.6133607	0.6634678	0.1114867	0.3848494	0.7918490	0.0129466	0.7880905	0.7336215	0.4570706	0.6999605
600	0.6483117	0.3825733	0.1126248	0.3534638	0.9134547	0.0157611	0.6875989	0.7686081	0.2923340	0.7589645
650	0.7136153	0.2266445	0.1182475	0.3186491	0.9673563	0.0165619	0.5621303	0.8317873	0.1784717	0.7800969
700	0.7847564	0.1550346	0.1294374	0.2947225	0.9881065	0.0164893	0.4842397	0.8933522	0.1195520	0.7671873
750	0.8423404	0.1253812	0.1439472	0.2815425	0.9957242	0.0165519	0.4459279	0.9371149	0.0929421	0.7393182
800	0.8808765	0.1144009	0.1580776	0.2751282	0.9984704	0.0171086	0.4288482	0.9631593	0.0817759	0.7113292
850	0.9034001	0.1112398	0.1693112	0.2722408	0.9994530	0.0180832	0.4216285	0.9770958	0.0772979	0.6893927
900	0.9151730	0.1111017	0.1770344	0.2710080	0.9998034	0.0192372	0.4186783	0.9840631	0.0755562	0.6742691
950	0.9206567	0.1119104	0.1818137	0.2705012	0.9999278	0.0203481	0.4175013	0.9873880	0.0748936	0.6646549
1000	0.9228346	0.1128184	0.1845499	0.2702987	0.9999717	0.0212819	0.4170403	0.9889217	0.0746457	0.6588975
