"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
200	0.7380884	1.0542944	0.1137554	0.3586181	0.2617913	0.2400676	0.9526009	1.0580167	0.4926251	0.1316145
250	0.7603543	1.0107416	0.0802733	0.3303752	0.2773258	0.2465750	1.0449286	0.9957329	0.5294811	0.1324546
300	0.6770827	0.9648799	0.0641582	0.3657208	0.2395145	0.1866745	0.9127662	1.0339988	0.5479763	0.1211108
350	0.7638849	0.9015950	0.0696107	0.3524481	0.2754273	0.1604293	0.8687831	1.0646606	0.6173033	0.1063859
400	0.7210244	0.9742100	0.0644642	0.3597000	0.2680808	0.1765915	0.9926436	0.9646007	0.5893732	0.0831010
450	0.7185862	0.9511283	0.1190947	0.3753806	0.3177341	0.2395200	0.9823015	0.9751504	0.6533954	0.0672117
500	0.6637046	0.9119546	0.1165263	0.3601086	0.2946855	0.2158555	0.9944961	0.9754875	0.6332618	0.0697924
550	0.6018349	1.0135959	0.5105901	0.1542786	0.2379566	0.1830528	0.8923588	0.9279421	0.4391847	0.7871997
600	0.7439185	0.9026214	0.8689866	0.0967665	0.2178113	0.1969257	1.0187794	1.0181258	0.2242802	0.9788370
650	0.7426290	0.9114958	0.9250479	0.0737337	0.1883253	0.1652067	0.8968760	1.0529478	0.1445383	1.0087735
700	0.7240802	0.9245215	1.0040502	0.0871195	0.1668744	0.2253689	1.0345700	1.0545977	0.0906353	1.0173369
750	0.7446823	0.9943949	1.0210749	0.0865781	0.1622965	0.2260339	1.0233524	1.0794591	0.1091708	0.9154488
800	0.6829805	0.9405324	0.9986872	0.0718156	0.1202779	0.2319625	1.0137227	1.0732427	0.1055898	0.8991468
850	0.6919066	0.9543750	1.0487091	0.0835519	0.1279420	0.2712075	0.9877534	1.0271349	0.1110901	1.0022414
900	0.7626267	1.0052902	1.0007281	0.0724066	0.1041345	0.2314445	1.0619417	1.0373194	0.1097880	1.0126783
950	0.6998442	1.0528594	0.8949319	0.0766961	0.0825618	0.2321293	1.0244912	1.1068799	0.0798947	0.9760111
1000	0.7208150	1.0274880	0.9477786	0.0730919	0.1107963	0.1585371	0.9828451	1.1108625	0.1041625	1.0291075

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.7137898	1.0060695	0.9787649	0.0744580	0.2135042	0.0481763	0.9175670	0.9988211	0.0440412	1.0184956
100	0.6595370	0.9801436	0.9822141	0.1040486	0.3966559	0.0219811	0.9869075	1.1019272	0.0141273	0.9729287
150	0.6919383	1.0412625	1.0381578	0.1170718	0.5148189	0.0237984	0.9262070	1.1084501	0.0060478	1.0886790
200	0.7445560	1.0022245	0.9960631	0.2061800	0.5465075	0.0160712	1.0236379	1.0838744	0.0056004	0.9360275
250	0.7157563	0.9508760	0.7760563	0.2504487	0.6111511	0.0167548	1.0409790	1.0584377	0.0056954	0.9865307
300	0.6652023	0.9559956	0.5858136	0.3250079	0.6301904	0.0249739	1.0029358	1.0185783	0.0012759	1.0135695
350	0.7925162	0.9891188	0.4256808	0.3501733	0.6409939	0.0178325	0.9686766	1.0550495	0.0002818	1.0058561
400	0.8525281	0.8909591	0.3653956	0.3367062	0.6379316	0.0351588	0.9851604	1.1296422	0.0008505	0.9543538
450	0.8230906	0.9936349	0.3815767	0.3390504	0.6663877	0.0236158	1.0038324	1.1470888	0.0004237	0.9865039
500	0.7559521	1.0006323	0.2843025	0.3778596	0.6421470	0.0198154	0.9680629	1.0434200	0.0008126	1.0122862
550	0.7314923	1.0155606	0.1913903	0.4318931	0.6447123	0.1394404	0.9812268	0.9669035	0.0725685	0.9098740
600	0.6826488	1.0714236	0.2416001	0.3682644	0.4403699	0.2099957	0.9215218	0.9265451	0.1313914	0.9606347
650	0.7335486	0.9948263	0.2007233	0.3040731	0.3314500	0.2184507	1.0453683	1.0053238	0.1053085	0.9888162
700	0.7830147	1.0279094	0.4554784	0.1654145	0.3102296	0.2291828	0.9288595	0.9762496	0.1354862	0.9806081
750	0.7094897	0.9692839	0.6933842	0.1877242	0.2738398	0.1997837	1.0140451	0.9815470	0.1395293	1.0199302
800	0.6421480	0.8996666	0.9958867	0.0881769	0.2381409	0.1864765	0.9310426	1.0071169	0.1478783	0.9399268
850	0.6987509	1.0037475	0.9903926	0.0768676	0.2035577	0.1899887	0.9385635	1.0336831	0.1371736	0.9908803
900	0.7163117	1.0091315	0.9892786	0.1044907	0.1728482	0.2403341	1.0543254	1.0730596	0.1155714	0.9789085
950	0.7376355	0.9396457	0.9510232	0.1053564	0.1488517	0.2250312	0.9871944	1.0575182	0.1025223	0.9920702
1000	0.7089946	0.9730427	1.0403703	0.0839034	0.1506078	0.2056330	1.0198471	0.9794677	0.1135174	1.0311380

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.6661257	0.8920800	0.0716194	0.0910312	0.1485117	0.0563133	0.5556553	0.5210909	0.1348347	0.8204601
100	0.6549873	0.7372981	0.0129048	0.0977043	0.3416862	0.0626896	0.3799752	0.3331076	0.1382658	0.7656179
150	0.6378902	0.7831663	0.0171924	0.1106727	0.3709164	0.1161320	0.3394963	0.2490012	0.1473134	0.7677067
200	0.6631384	0.8129130	0.0146848	0.1140981	0.2869957	0.1743192	0.3698855	0.2225651	0.1168431	0.7707260
250	0.5986401	0.7748958	0.0188428	0.1021652	0.2014081	0.1846714	0.3996178	0.1737668	0.1272555	0.7910714
300	0.6743623	0.8538916	0.0072637	0.0851947	0.1244744	0.1953896	0.3749735	0.1543146	0.1168894	0.7825047
350	0.6644255	0.7859209	0.0114316	0.0854369	0.0967679	0.1790607	0.3574981	0.1713957	0.1017082	0.7792410
400	0.7144790	0.8673184	0.0158527	0.0638345	0.0834585	0.1720989	0.4168092	0.1405084	0.1444929	0.7701853
450	0.7011438	0.7868286	0.0103834	0.0638974	0.0700984	0.1437495	0.4308071	0.1571337	0.1568998	0.6302756
500	0.6499828	0.8460553	0.0091506	0.0704596	0.0908458	0.1431602	0.3907474	0.1264254	0.1519268	0.7305700
550	0.7284345	0.8874369	1.0072787	0.0619076	0.0786562	0.5877336	0.8832766	0.5768358	0.1158692	0.9518419
600	0.6818577	0.9327430	0.9574963	0.0898685	0.0651772	0.4588279	1.0146185	0.7982544	0.1118466	1.0081258
650	0.7421323	0.9497788	1.0091148	0.0784665	0.0927843	0.2961862	0.9360748	0.8856057	0.1105914	0.9484179
700	0.6995610	0.9387008	1.1143350	0.0618519	0.0573953	0.2861124	0.9851871	0.9560926	0.1140293	1.0234134
750	0.8295780	0.9652235	1.0402613	0.0848571	0.0824526	0.2912625	0.9712277	0.9526868	0.1320970	0.9907615
800	0.7527837	0.9960086	1.0036159	0.0794172	0.1029466	0.2931669	0.9858270	1.0441896	0.1441644	1.0465930
850	0.7206380	1.0300310	0.8963140	0.0860583	0.0860081	0.2257102	0.9751427	1.0039097	0.1154474	1.0991849
900	0.7430475	1.0124498	0.9559959	0.1012286	0.1186842	0.1863277	1.0121395	1.0296602	0.1185177	0.9384956
950	0.6818620	1.0504005	1.0144520	0.0647548	0.1180926	0.1873730	0.9743937	1.0587299	0.1090651	0.9894206
1000	0.7412315	1.0051855	1.0569203	0.0777298	0.1286357	0.2563095	0.9263189	1.0521045	0.0980366	1.0233877

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.7053803	0.9421110	0.3714145	0.0713797	0.1327870	0.0625534	0.9641236	0.6349801	0.1024344	0.9974159
100	0.7397992	0.9385977	0.3014780	0.0389669	0.3138726	0.0453458	0.9088977	0.3953871	0.0889692	0.9687930
150	0.7858553	0.9749328	0.3748554	0.0836587	0.4542130	0.0473943	0.8430069	0.3333217	0.1064663	1.0331788
200	0.7142967	0.9802589	0.3599615	0.1679824	0.4316946	0.0454020	0.7953533	0.2712087	0.1197354	1.0853648
250	0.6751638	0.9184485	0.3652018	0.1578710	0.4630799	0.0736546	0.8625982	0.2519760	0.1203317	1.1055458
300	0.7143505	1.0694431	0.3022785	0.1938988	0.4277690	0.0888183	0.9154263	0.2588942	0.0658035	1.0245951
350	0.7437412	1.0127057	0.2623566	0.2334826	0.4100160	0.0618059	0.8435048	0.2818319	0.1187717	0.9646951
400	0.8239059	1.0106843	0.2830484	0.2208682	0.4333535	0.0761751	0.8412697	0.2660121	0.0968077	1.0641298
450	0.7670183	1.0414033	0.2828360	0.1757189	0.4440772	0.0890576	0.9550439	0.2473834	0.0850468	0.9625012
500	0.6911707	0.9707909	0.2661227	0.1614620	0.3742320	0.0733906	0.8913221	0.2647689	0.1083293	0.9591362
550	0.7256361	1.0203960	0.9061782	0.1440526	0.2797811	0.1912183	1.0460271	0.6785668	0.0866914	0.9638155
600	0.8075107	1.0594141	0.8256709	0.1147114	0.2038919	0.2509361	1.1350937	0.7900948	0.1296477	1.0448562
650	0.8271867	1.0897773	0.9392415	0.0911472	0.1866269	0.2131083	1.0220014	0.8892468	0.1441773	0.9560765
700	0.8045346	1.0182285	1.0633715	0.0751316	0.1980124	0.1732167	0.9893817	0.8855860	0.1209746	0.9809699
750	0.7878276	1.0378206	1.0492957	0.0856014	0.1930264	0.1568851	1.0519754	1.0081193	0.1030054	1.0369722
800	0.8130351	0.9881229	0.9795060	0.0946185	0.1316059	0.1998181	0.9902979	1.0280493	0.1159391	1.0394682
850	0.7687873	1.0835584	0.8786426	0.0667821	0.1449934	0.1594223	0.9543289	0.9643538	0.1097469	0.9722915
900	0.7431247	1.0740517	1.0189711	0.0537158	0.1082905	0.1885836	0.9784468	0.9578376	0.1158434	1.0617152
950	0.7626688	1.0466869	0.9699510	0.0685631	0.0880549	0.2319597	0.9730680	0.9841274	0.0798966	0.9270730
1000	0.7732814	0.9798255	1.0724321	0.0676571	0.0836570	0.2929836	0.9821442	0.9642341	0.0918260	1.0187672

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.5671023	0.4959650	0.9379858	0.0582580	0.1913782	0.0994754	0.9845757	0.9051261	0.0738812	0.9338006
100	0.4282463	0.4063279	0.9681576	0.0796078	0.1872463	0.0745083	0.9484925	0.9252477	0.0429377	0.9138510
150	0.2579076	0.3415879	0.9057765	0.0966980	0.2823024	0.0700614	0.9948003	0.9314200	0.0481461	0.8052426
200	0.2382460	0.4217803	0.9877158	0.1211981	0.3167559	0.0867491	1.0861905	0.9993888	0.0740410	0.8333685
250	0.2212380	0.3253631	0.9847241	0.0964590	0.3375184	0.0686616	0.9971286	1.0176632	0.0525324	0.9032605
300	0.2097851	0.4117242	1.0166077	0.1017217	0.3353164	0.0774362	1.0412819	1.0282357	0.0576118	0.7455979
350	0.2461039	0.3652544	0.9328242	0.1165345	0.3387530	0.0549835	0.9411841	0.9438663	0.0547944	0.9059308
400	0.2207660	0.3662563	0.9637295	0.1169650	0.4488281	0.0818042	0.9382841	0.9920816	0.0484059	0.8199488
450	0.2706957	0.3564524	0.9554803	0.1276126	0.4537004	0.0888236	0.9921600	0.9169473	0.0555835	0.8482616
500	0.2370739	0.3733353	0.9848529	0.1756659	0.3711698	0.0926659	0.8908663	0.9852283	0.0523060	0.8730612
550	0.3847623	0.8231006	0.9773693	0.1600799	0.3212467	0.1933947	0.9185522	0.9496315	0.0904310	0.9805547
600	0.5599946	0.9329599	0.9028162	0.1285820	0.2634628	0.2465280	0.9039133	0.9946326	0.0973818	0.9987641
650	0.6295368	0.8659194	0.9335530	0.1013920	0.1770469	0.2648782	0.9777243	1.0132290	0.0893240	0.9820123
700	0.6480189	1.0073871	0.9421474	0.0875898	0.1449507	0.2732093	0.8981889	1.0155606	0.1144918	1.0693964
750	0.6455924	1.0464326	1.0289969	0.0764841	0.1432446	0.2325682	0.9291916	1.0791539	0.0944741	0.9456785
800	0.7336108	0.9966413	0.9543559	0.0516628	0.0780855	0.2583760	1.0747185	1.0129668	0.0783988	0.9680085
850	0.7694991	1.0586888	1.0249730	0.0555497	0.0811701	0.2047051	0.9816923	1.1068064	0.0990100	0.9936172
900	0.8028396	0.9638830	0.9895343	0.0705846	0.0898994	0.1749708	1.0054939	1.0585568	0.0977722	0.9587455
950	0.8036765	0.9656741	1.0202847	0.0641683	0.0806547	0.2195254	1.0822376	1.0109240	0.1101181	0.9090725
1000	0.8150879	1.0857170	0.9492877	0.0730081	0.1110881	0.2072511	1.0559008	0.9581644	0.1393713	1.0021281

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.7062929	1.0294427	0.5500873	0.0650839	0.1411475	0.2355673	0.4691616	0.8795522	0.0671020	0.9883727
100	0.8452679	1.0842734	0.5499728	0.0631503	0.1289897	0.5020871	0.3523496	0.7917962	0.0619177	1.0566345
150	0.8594059	1.0208546	0.5709121	0.0632907	0.1152037	0.7977557	0.3269751	0.7615319	0.0419247	0.9639753
200	0.7931780	1.0917687	0.5211371	0.0543818	0.1034278	0.9298072	0.3099193	0.7269570	0.0774013	1.0289134
250	0.8142096	0.8822848	0.5988183	0.0652513	0.0989668	0.9964540	0.2721816	0.6761754	0.0556774	0.9525175
300	0.8284469	0.9303192	0.5567227	0.0955963	0.1009280	0.9954962	0.3173587	0.6895465	0.0771008	0.9714222
350	0.8488201	0.9161003	0.5939481	0.1260750	0.0838671	1.0239242	0.2569512	0.7428557	0.0594990	1.0316784
400	0.7363622	1.0014470	0.5248701	0.0856533	0.1316595	1.0580779	0.2811672	0.6519511	0.0626622	0.9857453
450	0.8122283	1.0394868	0.5701490	0.0912677	0.1580911	1.0187072	0.3075580	0.6557840	0.0709763	0.9827668
500	0.7320016	0.9906640	0.6610418	0.0785796	0.1382635	0.9425595	0.3116904	0.6897183	0.0605587	0.9947147
550	0.7670433	0.9946419	0.9908661	0.0916041	0.1323765	0.8877971	0.8577199	0.8689850	0.1100776	0.9613814
600	0.7914473	0.9666435	0.9585121	0.1094150	0.1267350	0.6502821	0.9383584	0.9555233	0.1282422	1.0856404
650	0.7465142	1.0317884	0.9927303	0.0654449	0.0943135	0.3910222	1.0535304	0.9593820	0.1040816	0.9526752
700	0.7256427	1.0586799	0.9850479	0.0672782	0.0937264	0.2332849	1.0004295	1.0353011	0.1188982	0.9696217
750	0.8142383	0.9983134	1.0962281	0.0836150	0.0831719	0.2183270	1.0660236	0.9632566	0.1266958	0.9699854
800	0.7577149	1.0570113	1.0137978	0.0786770	0.1166405	0.1764284	1.0871143	0.9671551	0.1007468	1.0307461
850	0.7874270	0.9435369	0.9797394	0.0557142	0.1007881	0.1378320	1.0359420	0.9770379	0.1099388	0.9311650
900	0.7633062	0.9948974	1.1214345	0.0917002	0.1491894	0.1412792	0.9672393	1.0270315	0.1280626	1.0694629
950	0.7011983	0.9899125	0.9920976	0.0646254	0.1199023	0.1682330	1.0084952	0.9487916	0.1154769	1.0093090
1000	0.7855215	0.9940272	0.9722726	0.0661865	0.1755862	0.2083752	1.0468459	0.9259356	0.0889358	0.9483814

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.5749030	0.5605975	0.9680297	0.0731756	0.1626195	0.2567825	0.8804635	0.6672812	0.0922517	0.9784159
100	0.4909695	0.4538459	1.0359911	0.0685745	0.1247371	0.2832939	0.8714628	0.4245934	0.1030639	0.8748542
150	0.3760395	0.4701814	0.9105137	0.0663783	0.1335839	0.2522333	0.8250861	0.2787416	0.1262309	1.0154318
200	0.2897219	0.3863408	0.9498089	0.0622359	0.1274328	0.2679710	0.8478449	0.2503012	0.0878187	1.0227912
250	0.2852315	0.4094626	0.9960885	0.0809501	0.1405798	0.3031346	0.8264327	0.2351927	0.1018438	0.9137466
300	0.2617826	0.4428153	0.9649838	0.0790405	0.1429760	0.3225252	0.7921745	0.2341958	0.0973573	0.9520192
350	0.2956798	0.3765170	0.9809906	0.0854470	0.1026441	0.3707341	0.7669997	0.2216520	0.0932571	0.9377125
400	0.3098014	0.4260619	1.0505562	0.0395060	0.0816818	0.3384430	0.8069858	0.2537239	0.1276074	0.9337979
450	0.2849045	0.4713350	1.0154343	0.0784964	0.1000357	0.3916031	0.8915939	0.2216571	0.1166431	1.0126674
500	0.2647005	0.4344706	1.0096273	0.0647735	0.0777064	0.3635384	0.7786026	0.2359399	0.1062955	1.0397905
550	0.4782814	0.8290946	1.0329963	0.0750701	0.1203880	0.3892932	0.9973433	0.6293314	0.1012437	0.9491784
600	0.6160541	0.9964697	0.9715185	0.0910584	0.1022794	0.2797515	0.9136530	0.8536568	0.0954002	0.9600619
650	0.7125333	1.0418454	1.0302723	0.1179630	0.1164595	0.2316494	1.0233845	0.8860036	0.1088096	0.9807848
700	0.7425339	1.0137834	1.0119558	0.0918193	0.1081468	0.2041830	0.9439986	0.9194760	0.1252169	0.9242299
750	0.7607742	1.0165108	1.0185825	0.0790613	0.1263625	0.2074586	0.9887318	0.8963866	0.0989125	0.9785540
800	0.7918822	0.9395649	1.0133131	0.0855412	0.1440205	0.1832002	0.9607909	0.9093070	0.1052332	1.0305746
850	0.7235684	0.9800052	0.9338672	0.0729353	0.1365699	0.2377180	1.0196241	0.9496422	0.0950214	0.9961306
900	0.7529345	1.0009473	0.9936959	0.0663551	0.1059447	0.2205016	1.0452734	1.0159782	0.0862098	1.0530275
950	0.7763997	1.0122781	1.0807265	0.0658361	0.1365320	0.2226881	1.0203452	1.0616955	0.1011236	0.9605109
1000	0.7476259	1.1428307	0.9746916	0.0787463	0.0979284	0.1362567	1.0806934	0.9693441	0.1053569	0.9686594

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.7957410	0.9669214	0.4599906	0.0624461	0.0937456	0.0608325	0.9991379	0.4439804	0.0495692	1.1014196
100	0.8323581	0.9324088	0.3623948	0.0773973	0.2384501	0.0348723	0.9608579	0.2394428	0.0511916	0.9335006
150	0.9186379	1.0509600	0.4487359	0.0828123	0.4586736	0.0195701	0.9244887	0.1600544	0.0422456	0.9646289
200	0.9070320	0.9878726	0.4006973	0.1441595	0.5308870	0.0248040	0.9846817	0.1179280	0.0442312	1.0403626
250	0.8758101	0.9942967	0.3778858	0.2036593	0.5025406	0.0267951	0.9699554	0.0716610	0.0489276	1.0312081
300	0.8861482	1.0767112	0.4338083	0.2202616	0.5192470	0.0201389	0.8892266	0.0632746	0.0623580	1.0090633
350	0.8377933	1.0132019	0.3599453	0.2398143	0.6320346	0.0098054	1.0436446	0.0605764	0.0299782	0.9485855
400	0.8776822	0.9274813	0.4240112	0.2737255	0.6405804	0.0336351	1.0405895	0.0727427	0.0223508	1.0584552
450	0.8963507	1.0602939	0.3968044	0.3063690	0.6072995	0.0287610	0.9934299	0.0647299	0.0446646	1.0547598
500	0.8896568	1.0095781	0.3603505	0.3315477	0.6149872	0.0332533	0.9686626	0.0618946	0.0318901	1.0014013
550	0.8052639	0.9729863	0.5199338	0.3812002	0.4478913	0.2413647	0.9779496	0.5030851	0.0740104	1.0546224
600	0.6916359	0.9616682	0.3697414	0.3145465	0.3303058	0.2661024	1.0695954	0.8113328	0.0822351	1.1016866
650	0.6395031	0.9429662	0.4333311	0.1937293	0.2881689	0.2495420	1.0451208	0.8735551	0.0951678	1.0298917
700	0.7747173	0.9762649	0.7507430	0.1200756	0.2544798	0.1844490	0.9846087	0.9528813	0.1394365	0.9686206
750	0.7675448	0.9291604	0.8925030	0.1022629	0.2415857	0.2441053	1.0251188	0.9699841	0.1024847	1.0465060
800	0.7058924	0.9932079	0.9270159	0.0935351	0.2426934	0.2482048	1.0462816	0.9695454	0.1065086	0.9339595
850	0.7697168	1.0203291	0.9205104	0.1010507	0.1977742	0.2016528	0.9872153	1.0265027	0.1069573	0.9842362
900	0.6734825	0.9697178	1.0080882	0.0823964	0.1475720	0.1938463	0.9601043	0.9982830	0.1001054	1.0371933
950	0.7060536	1.0236737	1.0138111	0.0895888	0.0906845	0.2228197	1.0478869	1.0084128	0.1012338	0.9883541
1000	0.6885096	0.9473144	0.9893174	0.0709275	0.1032545	0.2542247	1.0223509	0.9210312	0.1211645	1.0015307

0	0.7369475	1.0234480	1.1137957	0.1188920	0.1464410	0.2426073	1.0883786	1.0510388	0.0881411	1.0205315
50	0.6991760	0.9489716	1.0264718	0.0829714	0.1701074	0.1403706	1.0252452	0.9606711	0.0962505	0.7835208
100	0.7449029	1.0177191	1.0468232	0.0833109	0.1872734	0.1776051	1.0480328	1.0230523	0.1517816	0.7461919
150	0.7804124	0.9964137	1.0034604	0.0825685	0.1494966	0.2006645	1.0277775	1.0571737	0.1420030	0.7515514
200	0.7393412	1.0281597	0.9171764	0.0971003	0.1269479	0.1699268	1.0139499	1.0723700	0.1250483	0.7546683
250	0.7388087	1.0244266	0.9677495	0.0907403	0.1223078	0.2298170	1.0466427	0.9740614	0.1345012	0.6839509
300	0.8199408	1.0253523	0.9938566	0.1006631	0.1435709	0.2063134	0.9434022	1.0230160	0.1607430	0.7721843
350	0.8065706	1.0417177	0.9702913	0.0659273	0.1216460	0.1664568	0.9241019	0.9886544	0.1430599	0.7816281
400	0.7940260	0.9767819	1.0267944	0.0908652	0.1401594	0.2247252	0.9464132	0.9828765	0.1443475	0.7468377
450	0.7412354	0.9983137	1.0774138	0.0751593	0.1240945	0.3315407	0.8798611	0.9560707	0.1128747	0.6999662
500	0.7321769	0.9838835	1.0665101	0.0699536	0.0847442	0.2683165	0.9378437	0.9520967	0.1722536	0.6120558
550	0.7413631	0.9313723	1.0239200	0.0582849	0.1032312	0.2789999	0.9130227	1.0190016	0.1317387	0.9249130
600	0.6411971	0.9961787	1.0638941	0.0697561	0.1058488	0.2459730	0.9437852	1.0381005	0.1063265	1.0373824
650	0.6270749	1.0163681	0.9949543	0.0593112	0.0887414	0.2707867	0.9543100	0.9641369	0.0941879	1.0169222
700	0.6695945	1.0649474	1.0345066	0.0651188	0.0967336	0.3268620	0.9529766	0.9496671	0.0860319	1.0991895
750	0.7602237	1.0341223	0.9815877	0.0574051	0.0932982	0.2836320	1.0618564	0.9721277	0.1106242	1.0572136
800	0.7163272	1.0063237	0.9135747	0.0892575	0.0925134	0.2291196	0.9997808	0.8961383	0.1222472	1.0265478
850	0.6698632	1.0418062	1.0146783	0.0675465	0.0808251	0.2429093	0.9360297	0.9174834	0.1256982	1.0902782
900	0.8005306	1.0176702	1.0129969	0.0692040	0.0708549	0.2448881	1.0214106	1.0040743	0.1413225	1.0471638
950	0.6698629	0.9329907	0.9813673	0.0606646	0.0892850	0.2039610	0.9899618	0.9160205	0.0920471	1.0600557
1000	0.7354902	1.0774959	0.9239789	0.0804514	0.1404565	0.2039688	0.9898325	0.9257351	0.1157297	1.1048268
