"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
250	1.0201278	0.4258494	0.4677258	1.0096589	0.1240123	0.7738999	0.8766006	0.7303562	0.6267993	0.1572243
300	1.0425592	0.4045599	0.5086759	0.9726749	0.0879173	0.6799016	0.9900032	0.7445400	0.6615132	0.1650290
350	0.9991657	0.3957151	0.4923706	1.0452162	0.1147669	0.7320019	0.9719814	0.6027712	0.7341925	0.1958765
400	1.0041994	0.3753496	0.4641476	0.9843688	0.1254630	0.6694154	0.9066684	0.6726388	0.6790544	0.2054458
450	1.0752629	0.2760470	0.4946130	0.9446902	0.1274711	0.6678406	0.9451077	0.6890419	0.6887473	0.2281253
500	0.9870195	0.3656252	0.4521311	0.9701357	0.0991676	0.7097336	0.9388192	0.6982867	0.6429334	0.2840141
550	1.0225957	0.3590526	0.5042679	0.9626828	0.1014204	0.7389015	0.9559997	0.5892823	0.8413417	0.3090001
600	1.0459158	0.3523612	0.4617193	1.0024676	0.1053888	0.7459397	0.8823455	0.5414330	0.8418770	0.2647180
650	1.0371607	0.4461073	0.4713847	1.0473204	0.1250553	0.8038359	0.9069324	0.4792672	0.8874297	0.2463670
700	1.0344295	0.4205772	0.4670849	1.0137262	0.0922805	0.6092539	0.9171875	0.5470177	0.9632388	0.1996411
750	0.9727632	0.4323211	0.4997034	1.1133750	0.0738634	0.6574273	0.8659038	0.5654080	0.9817430	0.1572491
800	1.0823012	0.3871863	0.4631344	1.0090082	0.0947710	0.6227497	1.0015651	0.4717813	0.9737605	0.1783479
850	1.0151353	0.3456203	0.4591336	0.9088511	0.0932083	0.6522084	0.8739231	0.5137830	0.9964758	0.2453291
900	0.9888418	0.3542346	0.4459877	0.9707332	0.1083020	0.6517868	0.8995465	0.4756207	0.9124389	0.2292906
950	0.9803286	0.4065217	0.4239183	0.9001631	0.1276834	0.6703713	0.9033078	0.5349557	0.9577349	0.1985036
1000	1.0585787	0.4441093	0.4938879	0.9385082	0.1419882	0.6932306	0.9307224	0.5681756	0.9288361	0.1723837

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	0.9507484	0.2567743	0.2423075	0.9766467	0.1081186	0.7031290	0.9333144	0.4503782	0.9534531	0.1409740
100	1.0093159	0.2559285	0.1269288	0.9408161	0.0993174	0.6167971	0.8397188	0.5113294	0.9420767	0.1607675
150	0.9137783	0.3301293	0.1024769	0.9386437	0.0979641	0.6177599	0.8946075	0.4942966	0.8631350	0.1162021
200	1.0397413	0.3465384	0.1211706	1.0282351	0.1209054	0.6240342	0.8768714	0.5909201	0.9170146	0.1186015
250	0.9429965	0.3928687	0.0908934	0.9067044	0.1046403	0.6923995	0.9261536	0.6239659	0.8920342	0.1409963
300	1.1385306	0.4752215	0.0712551	0.9691725	0.1098979	0.7038594	0.9492020	0.5565361	0.8460948	0.1234966
350	0.9937670	0.5294482	0.0633408	1.0250116	0.0919935	0.7145396	0.9596084	0.6464565	0.7796963	0.1045168
400	0.9935541	0.5257975	0.0632682	1.0602112	0.1207018	0.7414551	0.9570023	0.6837173	0.8216632	0.1225660
450	1.0433305	0.4760996	0.0867847	0.9546384	0.1414631	0.7600179	0.9276284	0.5930953	0.8205015	0.0970817
500	0.9979924	0.5638143	0.0645850	1.0123732	0.1035572	0.7038880	0.9736015	0.6446644	0.8662599	0.0951742
550	1.0401264	0.8105813	0.3731058	1.0534329	0.0757210	0.7634898	0.9653319	0.6162993	0.9470182	0.1211733
600	1.0341159	0.6516258	0.4774912	1.0148479	0.0926198	0.7071749	0.9842104	0.5218234	0.9845304	0.1200028
650	0.9691122	0.5556464	0.4494552	1.0361983	0.0955659	0.6830744	0.9212290	0.5419735	1.0173105	0.1283947
700	1.0228271	0.5000733	0.4424602	1.0356785	0.1165591	0.7165877	0.9622566	0.5648076	1.0098535	0.1149914
750	0.9568847	0.4901076	0.4837418	1.1068285	0.1156419	0.6748068	0.8552100	0.5276280	1.0397492	0.1510233
800	0.9780935	0.4147611	0.4429764	1.0003020	0.1024402	0.6593636	0.9089292	0.5234948	1.0237879	0.1941132
850	1.1035741	0.4334454	0.4981515	1.0710167	0.1231983	0.6538639	0.9959913	0.4687336	0.9875683	0.2111671
900	1.0765513	0.4444688	0.4803073	0.9433865	0.0890242	0.6988049	0.9922154	0.5567823	1.0145251	0.2113894
950	1.0564778	0.3652482	0.4840860	1.0379261	0.1000758	0.6870682	0.8825105	0.5234038	0.9898321	0.1647356
1000	1.0267886	0.3789806	0.4795677	0.9790069	0.1177507	0.7573732	0.9934662	0.5164974	0.9789173	0.2027719

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	0.9705618	0.2305318	0.4185515	0.8465054	0.0325248	0.7592324	1.0165371	0.4680884	0.8882471	0.1723239
100	0.9678613	0.2399548	0.4242702	0.9433059	0.0122462	0.6411772	1.0328762	0.4502156	0.9779983	0.1299210
150	0.9725112	0.2407456	0.4309264	1.0177849	0.0038796	0.6839648	1.0169979	0.5069371	0.9776700	0.0994804
200	0.9881494	0.2020581	0.4765115	0.9610863	0.0052790	0.7062924	0.8828445	0.5365408	1.0405606	0.0770416
250	0.9857920	0.1996503	0.5739499	1.0278129	0.0067770	0.7087431	0.9669840	0.5960177	0.9837968	0.0935467
300	0.9551338	0.1620091	0.4910658	0.9804156	0.0027746	0.7062810	0.9354672	0.5593991	0.9668492	0.1069456
350	1.0395370	0.1746904	0.5280655	1.0517417	0.0032950	0.7152482	0.9678381	0.5880393	0.9762043	0.0977518
400	1.0184036	0.1674909	0.4651896	0.9929090	0.0077812	0.7745854	0.9513323	0.5695695	0.9822557	0.1197738
450	1.0502830	0.1593144	0.4252719	0.9333715	0.0050316	0.6424465	0.9166539	0.5300400	1.0584222	0.1447995
500	0.8468335	0.2119709	0.4148227	0.8569227	0.0019142	0.6706764	0.9002978	0.4934009	0.9479576	0.1588948
550	0.9427082	0.3208896	0.4665991	0.9532155	0.0673857	0.6257581	0.8867500	0.5760463	0.9177047	0.2614599
600	1.0453167	0.3564320	0.4922041	0.9940942	0.0905748	0.7329954	0.9195739	0.5136790	0.9717059	0.2414357
650	1.0710871	0.4031109	0.4871758	0.9874192	0.0989991	0.6779605	0.8823219	0.5643972	0.8866943	0.2362797
700	0.9387637	0.3396534	0.4825923	0.9429450	0.0967553	0.7286250	0.9075945	0.5427594	0.9956248	0.2544165
750	1.0228479	0.3325993	0.4307946	0.9134038	0.1079116	0.7086305	0.8897712	0.5537064	0.8904435	0.2573355
800	0.9161986	0.3775239	0.4382973	0.9831337	0.0813026	0.6541039	0.9295359	0.4352809	0.8767592	0.2720578
850	0.9720282	0.3808019	0.5094754	1.0509476	0.1165252	0.6704916	0.9549563	0.5237573	0.9916516	0.2509120
900	1.0931386	0.3676515	0.5212957	1.0083341	0.0965428	0.6868196	0.9217649	0.5452499	0.9875307	0.2912986
950	1.0609914	0.3509287	0.5233814	1.0176521	0.1149972	0.7414163	0.9229500	0.5700513	1.0039114	0.2668355
1000	0.8831146	0.3741494	0.5187783	1.0621069	0.1176836	0.6902711	0.9182632	0.5573558	0.9337905	0.2615090

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	0.9951884	0.3884972	0.4235062	0.9876569	0.0898640	0.7310404	0.9928309	0.5386442	0.8849779	0.1236852
100	0.9566183	0.3627831	0.5074942	0.9927776	0.0841483	0.7066242	1.0370263	0.5676001	0.9899621	0.0812982
150	0.9693405	0.3996148	0.4566025	0.9401583	0.0891998	0.6281079	0.9943006	0.6086174	1.0242082	0.0632642
200	1.0350642	0.4546759	0.4775873	0.9729477	0.0796067	0.6712823	0.9861883	0.6241362	1.0183413	0.0687122
250	0.9989719	0.4558130	0.4610029	0.9165063	0.0763947	0.6857607	1.0501367	0.6012844	0.9642704	0.0782136
300	1.0854737	0.4156152	0.5134323	0.9768796	0.0897927	0.7321615	0.9108377	0.5724005	0.9419502	0.0448503
350	1.0828231	0.3809383	0.4583537	1.0125184	0.0831361	0.7401145	0.9249611	0.6295251	0.9502833	0.0604260
400	1.0004685	0.4845106	0.4067086	0.9995028	0.0859569	0.6753217	1.0067345	0.5935883	1.0265229	0.0561070
450	1.0462169	0.4464909	0.4551541	0.9796402	0.0956729	0.7204052	0.8954937	0.6579548	0.9381781	0.0519395
500	1.0032886	0.4388257	0.4227190	1.0347219	0.0887977	0.6953922	0.8565742	0.5621567	0.9944102	0.0657999
550	1.0052022	0.4322537	0.4549664	1.0992735	0.1174822	0.7145133	0.9021621	0.5684692	0.9695313	0.1282067
600	0.9633681	0.4695418	0.4713097	1.0377170	0.1127319	0.6281135	0.8910654	0.5564328	1.0126157	0.1597819
650	0.9894258	0.4209168	0.4879530	0.9799159	0.1521746	0.6374737	0.9601090	0.6477009	0.9098413	0.2146232
700	0.9137961	0.4359805	0.5365770	1.0241663	0.1226287	0.6824235	0.9594859	0.4887650	0.8941709	0.2118865
750	0.9820067	0.3947400	0.5088531	0.9142322	0.1321830	0.6541538	0.8998424	0.5060961	0.9562092	0.2172598
800	0.9891859	0.4266940	0.5556897	0.9314284	0.1239216	0.6560694	0.9519791	0.4765284	0.9971413	0.2398773
850	0.9466712	0.4133266	0.5335729	0.9449587	0.1166381	0.6887260	0.8828539	0.4779212	0.9144335	0.2322603
900	1.0413069	0.3650572	0.5054253	1.0332442	0.1286952	0.6681345	1.0109658	0.5622997	0.9152537	0.2548283
950	1.0366942	0.4129020	0.5238536	0.9452183	0.0974526	0.7056648	0.9128992	0.5002274	0.8945429	0.2166784
1000	1.0006299	0.4005996	0.4862358	1.0789243	0.0795954	0.7662731	0.9656691	0.4978160	0.9619394	0.2198509

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	0.9473815	0.3841127	0.4558174	0.3424219	0.0796351	0.6869706	0.9306382	0.4179723	0.9998644	0.1097502
100	0.9978514	0.3904133	0.4782336	0.1340993	0.0785112	0.7645614	0.8181845	0.5343594	0.9792076	0.0495062
150	1.0019810	0.3667788	0.5088900	0.0643263	0.0871026	0.6785122	0.9101868	0.6089984	0.9704389	0.0904747
200	1.0373132	0.3310252	0.5010994	0.0468902	0.0862152	0.7144722	0.9945761	0.5944839	1.0273903	0.2289772
250	1.0541972	0.3635840	0.5714964	0.0415094	0.0927826	0.7102679	0.9024957	0.5436101	1.0172163	0.3130359
300	0.9837703	0.3188893	0.4946063	0.0515879	0.0786741	0.7160211	0.9314493	0.5342094	0.9401690	0.4065240
350	1.0472949	0.3358921	0.5008106	0.0562676	0.1050651	0.6238002	0.9604211	0.4755300	0.7917549	0.4263489
400	1.0278674	0.4130496	0.5517424	0.0582990	0.1157399	0.6739937	0.9855569	0.4887996	0.7480360	0.4466153
450	1.0567324	0.3661651	0.5249304	0.0454070	0.1177916	0.6818689	1.0109919	0.5461170	0.6887256	0.4425858
500	1.0248693	0.3885455	0.4724629	0.0507931	0.1174938	0.6509213	0.9660356	0.5296742	0.8105675	0.3744540
550	1.0831222	0.3542094	0.4726307	0.7298812	0.1400453	0.6980619	0.8871550	0.4489673	0.6411474	0.3770343
600	1.1329093	0.3722853	0.5112226	0.9287493	0.1351985	0.7764238	0.9155515	0.5120090	0.6870509	0.3163460
650	0.9645263	0.4089114	0.5225353	0.9359316	0.0962712	0.7127459	0.9609375	0.5339729	0.8161358	0.2205142
700	0.9494761	0.3752677	0.5238531	1.0043808	0.1066765	0.7244189	0.8444108	0.5079018	0.8982282	0.2339882
750	1.0348574	0.3555532	0.5176154	1.0393312	0.1357961	0.6631709	0.9968908	0.5230851	0.8998548	0.2241134
800	0.9895433	0.3420474	0.5536316	0.9962163	0.0956945	0.6504402	0.9771635	0.5604562	0.9641396	0.2080974
850	1.0981167	0.3379898	0.5024995	0.9707228	0.0928561	0.6469435	0.9116441	0.5306318	0.9451327	0.2175623
900	0.9978077	0.3812566	0.4677940	0.9498705	0.1037416	0.6889040	0.8824920	0.5438579	0.8967369	0.2455587
950	0.9992961	0.4083334	0.4857949	0.9655832	0.1184620	0.6962876	0.8852889	0.5653367	0.9987388	0.2506280
1000	0.9976331	0.4056094	0.4708355	0.9784026	0.0846856	0.6243032	0.8810174	0.5486029	0.9288754	0.2606461

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	1.0381977	0.2070352	0.3359952	0.9673310	0.1083304	0.8658744	0.9646881	0.4797934	0.9483695	0.0701972
100	1.0472680	0.1351376	0.2628090	1.0696930	0.0859199	0.8757165	0.9334682	0.5708647	1.0023451	0.0213813
150	1.0349344	0.1041589	0.2935867	0.9582602	0.0739576	0.8406554	1.0072820	0.6230569	0.9804906	0.0112152
200	1.0767196	0.1095660	0.3133649	0.9810848	0.0899723	0.8368566	0.9544242	0.7408328	0.9692637	0.0004743
250	0.9348962	0.0969057	0.3360499	1.0109314	0.0647907	0.9695573	0.9802613	0.8292672	0.9168421	0.0000455
300	0.9180461	0.0871809	0.2931588	1.0034250	0.0504552	0.9383759	0.9481581	0.8817536	0.9900012	0.0004527
350	0.9976783	0.1039062	0.2656278	0.9644923	0.0956937	0.8972356	1.0054976	0.8984777	1.0437882	0.0028308
400	0.9936015	0.0798875	0.2792640	1.0897642	0.0918969	0.8640523	0.9725757	0.9045942	1.0626034	0.0000059
450	0.9709869	0.1002391	0.2862326	1.0511785	0.1142358	0.9531352	0.9358166	0.9056127	1.0434276	0.0002189
500	0.9882441	0.0695368	0.2443109	0.9827409	0.1036668	0.9134501	0.9152793	0.9051099	1.0219624	0.0000689
550	0.9936994	0.3681283	0.3340684	0.9815098	0.1048522	0.7089451	0.9836806	0.7047356	0.9233801	0.2035525
600	0.9713564	0.4975107	0.3954805	0.9157120	0.1068744	0.6804319	0.9625039	0.5013146	0.9764876	0.2325680
650	0.9691020	0.4722393	0.4330916	1.0341457	0.1050606	0.6984340	0.9030829	0.5025805	1.0274041	0.2005206
700	0.9153106	0.4401521	0.4380082	0.9533452	0.0937513	0.7245707	0.9179665	0.4767535	1.1169277	0.1898632
750	1.0241268	0.4122752	0.4803894	0.9128576	0.1117770	0.7189932	0.9464522	0.5314362	0.9758323	0.2229774
800	1.0334279	0.3723825	0.4357881	0.8973185	0.0991516	0.7567555	1.0182931	0.5066634	0.9577955	0.2562444
850	1.0438378	0.4193466	0.4535031	0.9367283	0.1385177	0.7397446	0.8964476	0.5161701	0.8976305	0.2084609
900	1.0244438	0.3717541	0.4908336	1.0206525	0.1335811	0.7132129	0.9978252	0.5238749	0.9372732	0.2222865
950	0.9647904	0.3761288	0.4550128	1.0585824	0.0908724	0.6695182	0.8710218	0.5553352	0.9732597	0.2315249
1000	0.9454520	0.3872280	0.5043493	1.0045576	0.0886150	0.6753710	0.8802035	0.5563182	0.9805470	0.2157776

0	0.9813667	0.3500443	0.4900739	1.0497762	0.1180070	0.7343867	0.9774965	0.5190697	0.9787736	0.2208532
50	0.9425548	0.3471022	0.4468013	1.0580950	0.0850939	0.8300155	0.8751234	0.5169645	1.0972823	0.2351955
100	0.9698894	0.3690656	0.4915220	1.0114016	0.0802431	0.7456092	0.8994144	0.4975548	0.9204068	0.2672755
150	0.9242662	0.3826668	0.4997774	1.0061477	0.0735979	0.7124966	1.0205890	0.4895009	1.0648658	0.2567754
200	1.0548735	0.4275337	0.4679849	0.9614246	0.1015042	0.7184536	0.9235676	0.4492316	1.0281001	0.2593791
250	0.9479793	0.4003732	0.4677679	0.9376851	0.0883185	0.7280075	0.9339173	0.4963093	0.9913192	0.2641067
300	1.0204465	0.4234529	0.4360277	0.9919081	0.1098812	0.7978224	0.9435436	0.4595579	0.9791529	0.2610207
350	0.9849986	0.4021411	0.4565986	1.0201708	0.1148099	0.7617289	0.9813701	0.4680150	0.9496729	0.2474983
400	0.9283516	0.4275752	0.4134247	0.9830296	0.1186949	0.7977616	0.8573014	0.4862766	0.8427766	0.2065903
450	1.0259543	0.4733422	0.4260681	0.9411716	0.0990249	0.7362920	0.8790949	0.4218174	0.9955765	0.1919974
500	0.9958727	0.4431459	0.5049922	1.0108985	0.1031193	0.7426921	0.7765841	0.4878446	1.0146660	0.2004437
550	1.0537583	0.3563877	0.5204449	0.9475240	0.1285329	0.6031265	0.9068568	0.5557996	1.0418122	0.2312970
600	1.1131210	0.3685944	0.4839290	1.0418917	0.1341172	0.6488184	0.9917295	0.4589422	0.9264063	0.2581853
650	1.0052580	0.4100789	0.5094182	1.0650358	0.1131408	0.7651387	0.9132005	0.4471235	0.9015204	0.2654496
700	0.9283132	0.4258193	0.5428814	1.0402744	0.1258457	0.6784666	0.8837150	0.4613790	0.8683137	0.2641812
750	0.9466803	0.4237433	0.5535533	1.0435421	0.1154458	0.6142497	0.9859114	0.5108065	0.9622363	0.2098168
800	1.0469778	0.4108151	0.4947454	1.0727776	0.1107567	0.6802408	0.8945570	0.5244767	0.9716891	0.1981439
850	1.1099406	0.3331243	0.4399132	1.0974663	0.1012617	0.6558309	0.8909446	0.5297744	0.9747193	0.2029084
900	1.0834565	0.4002267	0.4942501	1.0714249	0.1211279	0.7203555	0.8814798	0.4588614	0.9147133	0.2051898
950	1.0627490	0.4035057	0.4792069	0.9925829	0.1070698	0.6431909	0.9878583	0.4722811	0.9169728	0.2399592
1000	0.9740079	0.4139603	0.4962806	0.9329963	0.1127388	0.6737711	0.8201383	0.4997813	0.9562089	0.2237373
