"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.4834813	1.0158483	0.8683211	0.1223461	0.9875658	1.0146512	0.8635119	0.9954851	1.0472765	1.0355313
100	0.5009605	0.9807931	0.9809253	0.1027815	1.0917924	1.0607032	0.9087796	0.9535258	1.0931408	0.9352121
150	0.5989587	1.0151571	0.9402754	0.1151770	1.0689399	1.0519534	0.9689435	0.9611565	1.0465481	1.0061982
200	0.6187053	1.0208575	0.8390325	0.0871492	1.0529395	0.9969152	0.9954537	0.9716234	0.9534857	1.0029244
250	0.6093748	1.0038262	0.9626429	0.0947760	0.9820101	1.0323258	0.9524227	1.0617212	0.9596402	0.9890992
300	0.5220580	0.9984147	0.9319739	0.1305126	1.0030825	1.0218327	0.9758386	1.0630778	1.0603754	1.0211605
350	0.6318477	1.0077002	0.9688686	0.1172849	1.0304512	1.0285102	0.9771264	1.0146348	1.0248116	1.0615229
400	0.5886717	1.0015404	1.0712071	0.1144118	1.0547548	1.0124010	1.0105532	1.0414700	1.0047954	1.0236650
450	0.6451091	0.9790854	1.0514835	0.1015667	1.0880857	1.0482310	0.9600171	1.0848641	1.0129245	1.0281018
500	0.5874061	1.0234096	0.9830298	0.1076210	1.0744918	0.9826628	0.8806042	1.1223246	1.0086975	1.0041366
550	0.4337881	0.9784363	0.9147371	0.1179994	1.0316900	0.9408462	0.9023448	1.0408855	0.9557497	1.0082934
600	0.3959822	1.0076222	0.9225016	0.1196771	1.0085034	0.9270585	0.8737594	1.0686015	0.9364275	1.0017465
650	0.3509883	0.9829195	0.8682305	0.1023542	1.0133231	0.9144978	0.9245853	0.9608087	1.0150308	0.9724610
700	0.3764261	0.9688125	1.0110586	0.1293383	1.0654501	1.0111468	0.9179755	0.9277235	1.0086614	1.0571710
750	0.3841266	1.0245273	1.0132984	0.1145978	1.1070281	0.9736297	0.9710567	0.9072736	1.0522527	0.9163668
800	0.3699087	1.0356504	1.0476471	0.1236844	0.9901749	1.0504380	0.9582870	0.9955575	0.9823711	1.0049341
850	0.3664217	1.0159427	0.9826342	0.1390087	1.0905109	0.9680143	0.9689161	1.0786625	0.9614501	0.9716313
900	0.3693921	0.9020645	0.9157642	0.1255828	1.0239571	0.9600635	1.0034423	0.9862927	1.0468401	0.9784025
950	0.3951243	0.9373245	0.8535988	0.1325733	1.0748841	0.9327773	0.9609818	0.9656743	1.0095372	1.0036754
1000	0.3173039	0.9168431	0.8745741	0.1036865	1.1078516	0.9652287	1.0526665	0.9045139	1.0479822	1.0434796

0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.3777883	1.0767177	0.9214612	0.1352226	0.6336888	1.1650605	0.9169268	1.0061493	1.1679109	1.0072169
100	0.4512447	0.9389997	0.9837264	0.2274713	0.2462006	1.1963751	0.9219435	1.0296630	1.0181169	0.9672452
150	0.4226786	1.1606561	0.9938814	0.3568671	0.1301165	1.1261948	0.9175795	0.9586621	0.9799162	0.9770478
200	0.4351036	1.0805267	1.0326725	0.4807940	0.1271346	0.9414497	1.0027834	1.0157767	0.9613423	0.9953358
250	0.4596852	1.0997790	0.9806429	0.5881774	0.1025583	0.9794896	1.0143481	0.9761318	0.9179477	0.9071995
300	0.4161717	1.0454402	0.9437469	0.6505124	0.1070045	0.9974404	1.0184670	1.0034426	0.9226819	0.9684151
350	0.3505891	1.0514129	1.0414489	0.6481043	0.0942159	0.9649689	1.0678300	1.0675504	0.9043655	0.9462952
400	0.3578879	1.0110873	1.0399467	0.6125606	0.0933658	1.0268586	1.1109991	1.0265578	0.9879736	0.9486121
450	0.3706462	1.0271883	0.9942130	0.7066125	0.1472004	0.9714347	1.0261057	1.0877256	1.0115488	0.9824429
500	0.3512845	1.0103970	0.9773248	0.7495508	0.1343045	0.9973613	0.9001575	1.0655057	0.9783346	1.0754530
550	0.3673002	1.1349741	1.0336038	0.7305472	0.5352590	0.9661155	1.0043176	0.9936621	0.9876424	1.0635836
600	0.3747364	1.1315369	1.0517083	0.5393179	0.8535947	0.9765439	0.9748556	0.9648136	1.0590242	1.0124226
650	0.4018120	1.0271469	0.9431932	0.3425930	0.9474936	0.8896447	1.0461173	0.9157054	1.0047894	1.0011405
700	0.3365317	0.9986832	1.1036991	0.3296947	0.9799661	0.8740518	0.9046237	0.9779915	1.0172541	1.0333398
750	0.3576777	1.0944411	1.0255349	0.1987519	1.0596815	0.9749588	1.0007805	0.9395834	0.9019044	1.0663632
800	0.3493699	1.0035682	0.9453039	0.1479944	1.0673439	0.9901445	0.9043596	0.9314720	1.0050161	0.9522179
850	0.4378203	1.0054388	0.9318476	0.1020541	1.0469520	1.0568065	1.0079614	0.9626832	1.0675511	0.8965383
900	0.4257515	0.9537935	0.8909481	0.1253290	1.0922203	1.0328887	1.1158750	0.9256070	1.0288474	0.9269937
950	0.4054550	0.9955814	0.8803843	0.1107144	1.0825571	0.9468712	1.0767256	0.9180970	0.9577700	1.0052327
1000	0.3935942	1.0848689	0.9016108	0.0860105	0.9073872	0.9982984	1.1507125	1.0189106	1.0129893	0.9128095

0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.4342777	1.0205111	0.9340153	0.0892486	1.0250498	0.8523369	0.8922337	0.8643234	0.9328455	0.9554938
100	0.5340866	0.9929871	0.9498507	0.0755371	1.1278957	0.6978331	0.9294478	0.6556938	0.9083660	0.9937499
150	0.4574476	1.0338014	0.7452975	0.1028225	1.0857146	0.5752344	0.9232997	0.6235981	0.9209330	0.9978385
200	0.4832239	1.0226161	0.8095344	0.0957884	1.1714106	0.5015047	0.8755505	0.5715902	0.9628265	1.0311531
250	0.5049269	0.9401996	0.8541481	0.0755776	1.0853713	0.4786704	0.9355312	0.5263185	0.9531913	0.9760828
300	0.4967310	0.9356973	0.8218634	0.0686344	0.9719525	0.4574230	0.9438425	0.5343457	0.8989692	0.8916227
350	0.4033933	1.0121860	0.7547935	0.0734705	0.9751488	0.4523207	0.9263659	0.4829831	0.9151001	0.9296695
400	0.4208386	1.0984765	0.8388952	0.0864942	0.9935508	0.3911587	1.0288122	0.4840720	0.9478432	1.0386810
450	0.4187401	1.0907758	0.8666830	0.0599132	0.9711310	0.4071483	1.0129175	0.4588916	0.9315280	1.0130628
500	0.3965671	0.9908215	0.7546479	0.0545918	1.0919609	0.4784353	0.9996676	0.3865871	0.9251059	0.9994064
550	0.3138012	0.9881596	0.6294461	0.0513305	1.0308573	0.5764941	0.9663851	0.5928293	1.0238256	0.9784332
600	0.2599601	1.0438753	0.7929935	0.0838905	1.0474579	0.7904728	0.9534312	0.8299558	1.0194947	1.0875393
650	0.3274855	0.9594429	0.8331091	0.0792638	1.0628979	0.9334736	0.9306090	0.9452771	1.0061258	1.0177186
700	0.3191168	1.0962941	0.8454007	0.0952415	1.1082626	0.9490066	0.8597404	0.9739685	0.9128906	0.9825712
750	0.3972421	1.0719568	0.8730058	0.1244957	0.9961556	0.9685979	0.9119647	1.0827364	0.9155983	0.9090777
800	0.4516643	1.0101082	0.9849579	0.1255940	1.0245420	1.0318885	0.9824260	1.0408197	0.9967005	1.0121931
850	0.3905294	1.0422739	0.9692246	0.1462587	0.9189684	0.9896409	0.8468874	0.9630933	1.0265292	1.0000337
900	0.4406488	1.0876534	0.8367122	0.1212525	0.9415619	0.9703451	0.9847236	0.9619335	1.0512187	1.0397666
950	0.4122861	1.0091487	0.8500279	0.1413079	0.9431942	0.9820630	0.9441388	1.0240559	0.9167651	0.9425708
1000	0.3732276	1.0520619	1.0177496	0.1717846	0.9575521	1.0079307	0.9851023	1.0348048	0.9023871	0.9357041

0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.4337068	0.9257150	0.8195326	0.0786975	1.1391495	1.0640195	1.0204593	0.8569134	1.0285969	0.9217526
100	0.4798270	0.9084094	0.7826217	0.0864606	0.9933592	1.0659200	0.9816826	0.8917670	1.0803582	0.9882490
150	0.4751112	0.9455767	0.7359649	0.0650989	1.1038322	1.0812341	0.8488650	0.8159137	1.0464286	0.9348685
200	0.4747222	0.9635456	0.6646450	0.0434950	1.0327444	1.0217596	0.8819801	0.8564109	0.9919512	0.9193364
250	0.4557258	0.9668884	0.5908392	0.0515997	1.0876597	0.9556072	0.9250133	0.8426673	1.1048441	1.0201245
300	0.4411489	1.0260502	0.4975079	0.0280713	1.0198037	0.9544332	0.9045238	0.8022870	1.0890130	0.9484448
350	0.5556483	1.0890948	0.3753077	0.0215084	1.0770337	0.9951498	0.9552737	0.8737158	1.1109618	0.9927374
400	0.6024154	1.1176937	0.2562244	0.0213950	1.0050663	1.0065809	0.8570768	0.8349881	1.1817304	1.0342118
450	0.6132420	0.9254491	0.2320155	0.0374364	1.1025302	1.0746715	0.8377432	0.8856940	1.1111892	1.0408754
500	0.5149116	0.9034595	0.2285604	0.0516746	1.0822141	1.0109734	0.9661295	0.8992801	1.0759329	1.0841913
550	0.4191529	0.9018390	0.3230446	0.0653366	1.0864455	0.9018963	1.0096602	0.9787435	0.9264621	1.0856163
600	0.3209864	0.8960841	0.5373723	0.0866128	1.1023571	0.9765975	1.0608849	1.0362050	1.0131723	0.9415429
650	0.3681421	0.9553167	0.6734746	0.1264722	0.9543775	0.9921400	1.0555815	1.0098889	0.9781058	0.8770391
700	0.3174358	0.9050128	0.7173219	0.1473077	0.9011384	1.0663253	0.9385380	0.9927174	1.0497718	0.9835138
750	0.3551609	0.9592777	0.9019901	0.1411166	0.9171125	0.9580683	0.9139368	0.9535130	0.9561010	0.9460545
800	0.3354560	0.9175475	0.9665160	0.1795019	0.9652687	0.8630290	1.0488166	0.9526811	0.9860523	0.9523667
850	0.3478519	0.9905508	0.9863599	0.1528275	0.9803741	0.9573587	1.0232209	0.9565473	0.9299186	0.9503420
900	0.3300148	1.0447289	0.9331966	0.1522154	0.9844860	1.0211076	0.9448195	0.9296935	0.9007907	1.0406991
950	0.3534116	0.9953157	1.0570856	0.1096945	1.0154102	1.0734802	0.9965244	1.0131736	1.0625583	0.9953989
1000	0.3655146	0.9484866	0.8916074	0.0976846	1.0669705	0.9629729	0.9653398	0.8844139	1.0425615	0.9353344

0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.4244406	0.9641799	0.8731967	0.1320918	0.9033610	0.9975348	0.9867011	0.9319530	0.8501313	0.7048817
100	0.4778419	1.0429634	0.9500953	0.1189183	0.9057836	0.9507552	1.0075260	1.0181940	0.6975675	0.3089194
150	0.4084798	1.0500914	0.9322649	0.1196409	0.9843817	1.0217918	1.0563296	1.0944772	0.6541204	0.1190842
200	0.3648550	1.0492720	0.9518083	0.1310330	0.9645630	1.0560407	1.0260613	1.1296543	0.6704859	0.0661863
250	0.3818062	1.1082400	0.9224095	0.1131332	1.0042310	1.0512442	1.0430100	1.0139892	0.6192250	0.0341205
300	0.4050832	1.0087023	0.9632483	0.1129163	1.0523874	1.0940870	1.0767561	1.0155223	0.6047472	0.0210764
350	0.4283271	1.0233524	0.9999779	0.1186135	1.0428829	0.9801780	0.9606711	1.0842977	0.6053183	0.0422960
400	0.4147940	1.0054946	0.8989686	0.0995428	1.0207799	1.0880069	1.0492830	1.0646014	0.7060851	0.0156966
450	0.4611444	0.8890681	0.8735894	0.1372021	1.0467917	1.0760444	1.0453861	1.0046628	0.5987946	0.0159841
500	0.3699195	0.9468207	0.8889355	0.1224275	0.9590226	1.0526269	0.9753900	1.0038295	0.6125847	0.0363685
550	0.4585781	1.0668935	0.9717176	0.1103850	0.9259903	1.0649714	1.0033062	1.0741112	0.7695010	0.3701214
600	0.4077412	1.0270297	0.9070850	0.1426380	0.9148653	1.0967211	1.0777176	0.9736495	0.9021090	0.6498952
650	0.3965889	1.0219635	0.9331394	0.1426245	0.8526780	1.0835801	1.0770036	1.0522873	0.9604899	0.8880387
700	0.4195357	1.1258223	0.8941519	0.1179298	1.0626836	1.0380792	0.9182115	1.0472076	0.9334010	0.9543426
750	0.3756120	1.0926990	0.9211118	0.1114878	0.9830919	1.0331620	0.8108851	1.0103038	1.0417435	0.9558442
800	0.3994643	0.9892910	0.9828994	0.1094856	1.0383926	0.9029533	0.9533334	0.9179849	1.0236803	1.0191993
850	0.3740262	0.9191790	1.0395546	0.1270103	1.0390046	0.8763028	1.0480898	0.9329397	0.9435498	1.0883996
900	0.3048045	0.9622515	0.8969811	0.0842563	1.0230544	0.8493922	0.9402230	1.0183288	0.9547901	1.0684245
950	0.3473450	0.9476398	0.8554862	0.1176968	1.0522135	0.8667305	0.9158857	0.9321758	0.9936847	1.0642650
1000	0.3136278	0.8288449	0.7810481	0.1042326	0.9958443	0.8473417	0.9984998	0.8970246	1.0392340	1.1228655

0	0.3516823	0.9630764	0.9287007	0.1011825	1.0090779	0.9591755	1.0337277	1.0757530	0.9631316	1.0094493
50	0.3342963	1.0209246	0.9343870	0.1112380	0.9228614	1.0370975	1.0397504	0.9385590	0.8880804	0.9922368
100	0.3677702	0.9745746	0.9316493	0.0522138	0.9048128	0.9775645	1.0286657	0.8537648	0.9668314	1.0587113
150	0.3092509	0.9408843	0.7266895	0.0427122	0.9698960	1.0506678	0.9313116	0.9819398	1.0582544	1.0227219
200	0.3599951	1.0238617	0.5472099	0.0345620	0.9483714	1.0014587	1.0344768	0.9439365	0.9712368	1.0010838
250	0.3362095	0.9481316	0.3690379	0.0271377	0.9718058	0.9698473	0.9905989	0.9696905	0.9859382	0.9404680
300	0.2970762	0.9645314	0.3114746	0.0187536	1.0768151	1.0260924	0.9554410	0.9565032	0.9841103	0.9192726
350	0.3726096	0.9598114	0.1835148	0.0154116	1.0795071	0.9455980	0.9399296	0.9534095	0.9496916	0.9584547
400	0.4067514	0.9140713	0.1267930	0.0124595	1.0162042	0.9236631	1.0500926	0.9784911	0.8912042	1.0237815
450	0.3652098	0.7335237	0.1026827	0.0082417	1.0752272	1.0055364	0.9397986	0.9173370	1.0020863	0.9464448
500	0.3368205	0.5879261	0.1161482	0.0077604	1.0583335	0.9717525	1.0470981	0.9491779	0.9669809	1.0236306
550	0.2513842	0.6340459	0.1571190	0.0483412	1.0131890	1.0143046	0.9865222	0.9714797	0.9610376	0.9840321
600	0.1915228	0.6482435	0.2206667	0.0774315	0.9826764	1.0782633	1.0823681	0.9507252	0.9870037	0.9324259
650	0.1628249	0.6741158	0.3298523	0.1245217	0.9282031	1.0458816	0.9823699	1.0320573	1.0028255	0.9147589
700	0.1991996	0.8194885	0.5428541	0.1450166	0.9575833	0.9746471	0.9887732	0.9895912	1.0400857	0.9752746
750	0.2347174	0.9250591	0.7002837	0.1223081	0.8853004	1.0622966	0.8550369	1.0096836	0.9737531	0.9574013
800	0.2942520	0.9954102	0.8149203	0.1290811	0.9150351	1.0586624	0.9456827	0.9844500	0.9505954	0.9646306
850	0.3604935	0.9668769	0.9907887	0.1239868	0.9288411	1.0429875	0.9300123	1.0366181	1.1082264	1.0598718
900	0.4034542	0.9795048	0.9364594	0.1380091	1.0910233	1.0130646	0.9940824	1.0400084	1.0506481	1.0237064
950	0.3997337	1.0464008	0.8752233	0.1377119	1.0791574	0.9846809	1.0236090	1.0153599	1.0685082	0.9992421
1000	0.3938684	1.0105279	0.8453974	0.1435317	1.0899727	0.9780461	1.0130742	0.9663998	1.0024202	0.9455677
