"Time"	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
400	0.6716757	0.6341577	0.6733526	0.1482503	0.4475862	0.6587097	0.1701460	0.1469349	0.7052697	0.0346253
450	0.7265544	0.5750418	0.6873383	0.0775054	0.4491394	0.4696747	0.1350412	0.1445845	0.7749853	0.0058634
500	0.6657284	0.7424710	0.6327046	0.0757880	0.4492625	0.6752905	0.1972644	0.1173006	0.9219548	0.0109041
550	0.6513076	0.7060232	0.7192404	0.0667446	0.3996133	0.4611757	0.3696856	0.0910510	0.7290637	0.0279861
600	0.6696525	0.5723654	0.7653032	0.0837228	0.3986929	0.7060023	0.4014860	0.1577380	0.7749452	0.0103055
650	0.7239994	0.6243193	0.8524595	0.1312530	0.3891266	0.4762861	0.4020577	0.1245766	0.7028723	0.0305204
700	0.6593149	0.6502304	0.7346914	0.1145786	0.1612111	0.4189218	0.3747036	0.1799890	0.7533275	0.0182588
750	0.5819790	0.6494815	0.7397100	0.2333670	0.2508328	0.5288365	0.3952871	0.1100697	0.6664630	0.0069142
800	0.6716757	0.5743253	0.6236418	0.3491868	0.2765260	0.5720803	0.3458772	0.0802444	0.6462212	0.0286085
850	0.6549831	0.5813010	0.5743596	0.2663293	0.2995798	0.4803523	0.3719251	0.0855796	0.8264645	0.0133668
900	0.7206263	0.5933755	0.7943903	0.2880973	0.2647955	0.4830109	0.5987082	0.0966404	0.7144378	0.0434696
950	0.6882944	0.6017438	0.7856182	0.1759968	0.3289606	0.5658480	0.4438756	0.0896004	0.7068960	0.0193003
1000	0.5971191	0.5685255	0.6398016	0.2061356	0.2876126	0.4590163	0.4717316	0.0978016	0.6180644	0.0314007

0	0.6695295	0.5454472	0.5930858	0.3296243	0.3710509	0.4147986	0.4193491	0.1282464	0.7121906	0.0211289
50	0.6926504	0.7780942	0.6259789	0.1149986	0.2610269	0.4184010	0.2310381	0.3851144	0.7102007	0.0293881
100	0.8395162	0.7186397	0.6279561	0.1583877	0.2990740	0.5072047	0.1668186	0.3749728	0.6756813	0.0414051
150	0.7856204	0.5513216	0.6866643	0.1661653	0.2813404	0.5153424	0.0957025	0.4557223	0.6619570	0.0191690
200	0.7392382	0.6893211	0.6184573	0.1551827	0.4100729	0.5500196	0.0908076	0.4914525	0.7403406	0.0107090
250	0.7367559	0.7083582	0.6895856	0.0726202	0.4455808	0.6625222	0.0453927	0.5261499	0.6778373	0.0133745
300	0.6239780	0.7612893	0.7083571	0.0483990	0.4770185	0.8017262	0.1252245	0.5398053	0.7731067	0.0120200
350	0.7442230	0.6502919	0.5578211	0.0268622	0.5207930	0.7277941	0.0486229	0.3569023	0.7563491	0.0207583
400	0.6705573	0.5803511	0.6962100	0.0147927	0.4836382	0.7801663	0.0622962	0.5113505	0.7350618	0.0326557
450	0.6093660	0.5431422	0.7110274	0.0406933	0.4783580	0.6627863	0.1109794	0.5017534	0.7580710	0.0202190
500	0.8098127	0.7496559	0.7307334	0.0109318	0.4427504	0.7138072	0.0814891	0.4158895	0.7077428	0.0105050
550	0.7329369	0.6761925	0.7643095	0.0424957	0.4709030	0.6359956	0.1489328	0.2891615	0.7996418	0.0028202
600	0.7250674	0.6899667	0.7039624	0.0388254	0.4786836	0.6928433	0.1680135	0.1808105	0.7318756	0.0144007
650	0.8685229	0.6337147	0.6077559	0.0441545	0.5227592	0.6388649	0.3243647	0.2228397	0.7855029	0.0077568
700	0.5947096	0.6330553	0.7192574	0.1170122	0.4012325	0.5854125	0.3276116	0.1970459	0.7344302	0.0122344
750	0.7624159	0.5799126	0.8449776	0.1059258	0.4358985	0.6457427	0.3411646	0.1495903	0.8402044	0.0099077
800	0.7643024	0.5820958	0.8643790	0.1008364	0.3706660	0.5594960	0.3105121	0.1463008	0.6882164	0.0302352
850	0.6313629	0.6746081	0.7120001	0.1096430	0.4772463	0.4619371	0.3089007	0.2084250	0.6607435	0.0073362
900	0.7743620	0.8866688	0.7046442	0.1013323	0.5005337	0.5424627	0.3921594	0.1303674	0.5987210	0.0181885
950	0.8072067	0.7684352	0.7618359	0.0798837	0.3714727	0.4408651	0.4384266	0.0916175	0.6264462	0.0322482
1000	0.6409667	0.7830284	0.7881358	0.1205495	0.3844994	0.4428176	0.4200595	0.1519325	0.7425794	0.0309074

0	0.7028795	0.5846492	0.7380681	0.2922836	0.3998718	0.4698403	0.4961253	0.1075861	0.7192869	0.0257194
50	0.2524669	0.5116473	0.2414608	0.1630963	0.3805780	0.5152439	0.4478371	0.1360598	0.7922437	0.0141136
100	0.1064649	0.3612837	0.1318933	0.1665499	0.3193984	0.5498912	0.2963974	0.1312467	0.6579197	0.0157103
150	0.0695760	0.2254571	0.1575706	0.1583050	0.3571656	0.4070564	0.4984240	0.1146167	0.5203153	0.0314901
200	0.0608610	0.1886449	0.1551570	0.1369699	0.3069202	0.4741294	0.4359532	0.1053580	0.6692099	0.0242387
250	0.0658096	0.1987931	0.1006624	0.1799105	0.2813017	0.4515467	0.3888963	0.1312284	0.6455731	0.0248757
300	0.0365174	0.1820011	0.0960636	0.3175748	0.2324518	0.5018782	0.4658538	0.1066577	0.6839058	0.0138094
350	0.0640248	0.2128891	0.0960270	0.5125039	0.2356094	0.5159483	0.3446741	0.1092982	0.8009188	0.0150121
400	0.0437340	0.2477339	0.0463721	0.3654566	0.2901331	0.4750677	0.3946162	0.1492747	0.7300388	0.0187721
450	0.0697056	0.1963801	0.0765254	0.2977159	0.3536210	0.4832712	0.4143768	0.1533276	0.7117827	0.0232514
500	0.0464253	0.1816880	0.1169396	0.2609399	0.3131226	0.5148030	0.4300436	0.1027433	0.7241494	0.0129280
550	0.5494035	0.0864300	0.4250151	0.2769857	0.3767354	0.4763429	0.5136926	0.0969401	0.8490130	0.2923317
600	0.7574897	0.2541618	0.6052687	0.2516502	0.1979016	0.6026941	0.5100700	0.0800500	0.8647747	0.0943208
650	0.8920624	0.4552704	0.6047550	0.3842306	0.2330880	0.4126560	0.4754051	0.0667393	0.6155452	0.0460859
700	0.6852189	0.6074446	0.5856629	0.2603706	0.2791616	0.4615850	0.4663408	0.0731623	0.8014281	0.0509149
750	0.7770690	0.5977824	0.6615424	0.3070011	0.3094326	0.6118617	0.4533174	0.0741675	0.6698626	0.0208230
800	0.5561035	0.6329882	0.5775970	0.3166510	0.2527922	0.4687823	0.4679639	0.0828010	0.7101317	0.0105980
850	0.8513603	0.5367042	0.5399302	0.3143323	0.3052381	0.5060719	0.4929575	0.0434409	0.7138514	0.0090249
900	0.7201097	0.6759563	0.6348385	0.3993532	0.2786245	0.4940052	0.5014669	0.1013671	0.7512273	0.0042851
950	0.6930803	0.5372085	0.7363947	0.3942797	0.2548807	0.3959540	0.4943895	0.0515086	0.9671608	0.0175578
1000	0.8600227	0.6003181	0.5887817	0.4643003	0.3166562	0.4782924	0.4671665	0.0360236	0.6563212	0.0134906

0	0.7048853	0.6579688	0.5596365	0.3699851	0.3226511	0.5005903	0.4001463	0.0712171	0.7893299	0.0383961
50	0.7721570	0.6906426	0.6069156	0.1056973	0.3210454	0.5049821	0.4433954	0.0788043	0.6369945	0.0600454
100	0.8447316	0.7179053	0.7750811	0.0861079	0.3596080	0.4945713	0.5291092	0.1206945	0.7092771	0.0335112
150	0.7187790	0.6983052	0.7308666	0.0685156	0.3135133	0.4654647	0.4991792	0.0877879	0.7756864	0.0111122
200	0.8517468	0.5782623	0.8197315	0.1029011	0.2680242	0.4955314	0.3792502	0.1011022	0.6535543	0.0221137
250	0.7171822	0.5884157	0.6678107	0.1771574	0.2416912	0.5221668	0.4129075	0.0471345	0.7336376	0.0284175
300	0.7432592	0.5435851	0.6950466	0.1061928	0.3033053	0.5323879	0.4731424	0.0769744	0.7569691	0.0109838
350	0.7869566	0.5787623	0.6810065	0.0712154	0.3173289	0.4050552	0.4960941	0.0979676	0.8228208	0.0447848
400	0.6523091	0.7333554	0.8232558	0.0721009	0.2850567	0.4460451	0.4379174	0.1201723	0.6471668	0.0211796
450	0.7243793	0.5961119	0.7991745	0.1372478	0.2776544	0.5227698	0.4047981	0.1043348	0.7703199	0.0169868
500	0.6055804	0.5379293	0.7642520	0.1173868	0.2412076	0.5391646	0.4385405	0.0888837	0.7156150	0.0386793
550	0.6106911	0.7157046	0.7065781	0.3255089	0.2979445	0.4001687	0.5008407	0.0805603	0.6212756	0.0200600
600	0.7789589	0.7020966	0.5624429	0.2374233	0.2958150	0.4797810	0.4572945	0.0576197	0.7676975	0.0124430
650	0.6455600	0.6916950	0.5461365	0.1757274	0.3415254	0.4990020	0.4069539	0.1069396	0.9213451	0.0091122
700	0.6668235	0.6525361	0.6581130	0.2855219	0.3302562	0.4319097	0.4107820	0.0735632	0.6947351	0.0160262
750	0.6919707	0.7042415	0.6763503	0.2838780	0.2859882	0.3977624	0.3548075	0.0636463	0.6824892	0.0270724
800	0.7727676	0.6108234	0.6936991	0.2947267	0.2420885	0.5114328	0.4668896	0.0393581	0.7900015	0.0093121
850	0.7470341	0.6471343	0.5693391	0.3355948	0.1747244	0.5684269	0.4431140	0.0615493	0.8788843	0.0160160
900	0.6681870	0.6733243	0.5263680	0.4139052	0.3367149	0.5658342	0.4774270	0.0488697	0.7132486	0.0561411
950	0.6785284	0.5889494	0.5733787	0.3234893	0.2724820	0.4850242	0.5706308	0.0721643	0.8840045	0.0542908
1000	0.6464429	0.6438080	0.5613248	0.2805886	0.3467485	0.5202863	0.4937615	0.0999118	0.7507215	0.0560104

0	0.6296471	0.6117460	0.5995791	0.3429303	0.3189360	0.5033431	0.4097595	0.0829370	0.7564021	0.0291614
50	0.4042223	0.5485093	0.5243457	0.1899487	0.5538472	0.4699131	0.5112947	0.2038458	0.6290537	0.0154475
100	0.3317979	0.4625888	0.4846825	0.0667623	0.5891148	0.5926252	0.3461321	0.3004091	0.4596507	0.0348959
150	0.2991701	0.3473912	0.4474912	0.0151988	0.7716241	0.6001568	0.2419453	0.4729979	0.5553920	0.0502015
200	0.3172877	0.2932955	0.5837908	0.0089089	0.5768645	0.5193269	0.2245505	0.4310551	0.5839002	0.0459687
250	0.2823430	0.2518253	0.4835053	0.0063612	0.6015134	0.5457729	0.2176520	0.3848465	0.6639670	0.0340847
300	0.2982363	0.2514886	0.5673528	0.0047056	0.6720321	0.5358783	0.2044194	0.4183500	0.6889417	0.0233244
350	0.2829789	0.2313262	0.6262396	0.0081854	0.6705276	0.5758977	0.2691207	0.3222424	0.7009156	0.0340650
400	0.1999562	0.2792530	0.5521607	0.0006958	0.6068851	0.5488167	0.2012163	0.3563949	0.6213400	0.0167863
450	0.3120410	0.2735922	0.6477488	0.0028610	0.6552306	0.6141913	0.1914691	0.3740118	0.6382160	0.0194393
500	0.2395766	0.3714549	0.4977117	0.0073704	0.7014307	0.6006215	0.1155704	0.4312886	0.5690706	0.0168022
550	0.6364233	0.3269123	0.6727859	0.0410873	0.5703335	0.6840277	0.1978136	0.2991873	0.6120762	0.0360741
600	0.6291313	0.4300094	0.6366014	0.0245337	0.5583027	0.6530801	0.2614001	0.1898319	0.6446047	0.0508985
650	0.6563528	0.5162235	0.7384088	0.0781261	0.5215317	0.7025501	0.2414768	0.1956230	0.7235661	0.0461146
700	0.6667695	0.6502913	0.6305596	0.0684929	0.4096921	0.6433956	0.2118901	0.2162495	0.7027535	0.0206832
750	0.7114909	0.5140804	0.6863419	0.0648045	0.4481307	0.6332028	0.2490091	0.1538876	0.8512887	0.0036953
800	0.6635868	0.5925052	0.8649904	0.0726889	0.4145832	0.5633678	0.2485444	0.1673568	0.6121427	0.0085683
850	0.6800419	0.6364204	0.7472754	0.1547800	0.3439283	0.6445044	0.3236615	0.1089313	0.7595015	0.0232302
900	0.7046089	0.6603123	0.6280280	0.1583950	0.3464564	0.5571368	0.3685944	0.1458431	0.7117039	0.0046994
950	0.7210637	0.6741597	0.7406868	0.1829585	0.3832736	0.6187062	0.3092983	0.1393792	0.7719532	0.0181751
1000	0.5961383	0.5217339	0.6332879	0.1200796	0.3347688	0.6240983	0.3415517	0.1433001	0.8848996	0.0116411

0	0.7574851	0.5864166	0.7204165	0.3609072	0.3428827	0.6440062	0.5552858	0.0640771	0.7099612	0.0534204
50	0.4924581	0.5681827	0.2941367	0.1410939	0.3022698	0.3853122	0.4809324	0.0429914	0.7735180	0.0397601
100	0.6054179	0.5591045	0.2081763	0.1852448	0.2511162	0.4651101	0.4634445	0.0345644	0.7444087	0.0282943
150	0.5948474	0.4830933	0.3018699	0.2150932	0.1814277	0.3866957	0.4750854	0.0696675	0.8133113	0.0821833
200	0.6035985	0.5031943	0.2579253	0.2243664	0.1934028	0.3323746	0.4296465	0.0534772	0.6645698	0.1211810
250	0.5907546	0.4153523	0.2144264	0.3058057	0.2940551	0.4876517	0.5252085	0.0373340	0.6779860	0.1800062
300	0.5485454	0.4079426	0.2801267	0.3190366	0.1747953	0.4394919	0.5537031	0.0307366	0.6655627	0.1982528
350	0.5943581	0.3927246	0.2304454	0.2034343	0.2428039	0.3522455	0.7784822	0.0586906	0.8148052	0.2593115
400	0.5454052	0.3927823	0.2824175	0.1521338	0.1998365	0.3608502	0.5631062	0.0795897	0.6723946	0.1291156
450	0.4886633	0.4197980	0.2624571	0.1750419	0.1606784	0.3877122	0.5480220	0.0560753	0.7544506	0.1955355
500	0.5776081	0.4481878	0.2393183	0.2447713	0.2141325	0.4166866	0.4006462	0.0592155	0.7613174	0.2023070
550	0.6207428	0.3841237	0.4992472	0.4356501	0.2203290	0.4856010	0.6396965	0.0376257	0.7571311	0.1173599
600	0.7830790	0.4277460	0.5559765	0.5063180	0.1945754	0.4317435	0.5394256	0.0433451	0.6485779	0.0694817
650	0.7604783	0.6103687	0.4404923	0.4901503	0.2354508	0.4918496	0.5341330	0.0408781	0.7297131	0.0213441
700	0.6812807	0.6459166	0.5013315	0.3565841	0.3174983	0.4796927	0.4474165	0.1175635	0.6677446	0.0224893
750	0.7842608	0.5857196	0.6414722	0.2347664	0.3406699	0.5856082	0.5649130	0.1065175	0.5834142	0.0216139
800	0.7511842	0.5965937	0.6443854	0.3269285	0.3742720	0.5694449	0.5100344	0.0647935	0.6357517	0.0348095
850	0.8011210	0.6181141	0.7326903	0.1661005	0.3318802	0.4986617	0.5168578	0.1083246	0.6713676	0.0352907
900	0.8546348	0.6711949	0.6432823	0.1536984	0.5254421	0.5441566	0.4357096	0.1615664	0.6601067	0.0288282
950	0.7878400	0.6650633	0.6723309	0.1281788	0.3185516	0.4797939	0.4406150	0.1562470	0.7977933	0.0244057
1000	0.8483945	0.6307173	0.8381776	0.1384382	0.2486479	0.3849966	0.3202012	0.0791769	0.7740992	0.0181049

0	0.5986332	0.6254663	0.6769937	0.3349532	0.2497411	0.4610981	0.3870512	0.0908272	0.8289339	0.0318172
50	0.3546659	0.6918299	0.3880754	0.1622409	0.4334826	0.4738456	0.3346480	0.0782083	0.6404706	0.0446456
100	0.2670942	0.5653658	0.5613554	0.0772789	0.4904783	0.5602825	0.4599767	0.1387372	0.6681890	0.0490133
150	0.3018414	0.2696427	0.4736629	0.0814696	0.4565768	0.5333720	0.4542710	0.1476286	0.7395710	0.0606417
200	0.2348119	0.2311906	0.4368751	0.0951507	0.4100686	0.3593875	0.3365819	0.1555493	0.6919605	0.0655503
250	0.1912224	0.1635403	0.5002739	0.0695447	0.4832999	0.3845314	0.3777479	0.2015523	0.6824387	0.0687600
300	0.2089113	0.1582695	0.4380381	0.1382613	0.3609394	0.3960702	0.4024814	0.1405263	0.7698358	0.0763431
350	0.3064069	0.1658212	0.4219462	0.0583699	0.4055296	0.3839410	0.2894458	0.1061166	0.7113494	0.0525776
400	0.2414555	0.1358921	0.4432019	0.0620633	0.4258458	0.4422214	0.3794775	0.1376957	0.7146643	0.0504163
450	0.2274165	0.2532512	0.4281537	0.0488216	0.5943725	0.4980791	0.3705283	0.1496356	0.6863307	0.0720016
500	0.2541690	0.1379177	0.4122083	0.1279100	0.5335109	0.5035869	0.3365350	0.1567110	0.6962652	0.0475489
550	0.5844514	0.2362360	0.6631903	0.0888078	0.3510043	0.4327824	0.4206841	0.1333806	0.7839480	0.0426349
600	0.5829889	0.4314095	0.6422842	0.1227958	0.4048848	0.6589931	0.3805122	0.1306030	0.8597450	0.0255576
650	0.6022986	0.4795511	0.7615481	0.0973088	0.4137001	0.6551303	0.3403388	0.1518037	0.6640701	0.0481745
700	0.7136811	0.6265333	0.8934591	0.0796127	0.3145810	0.5254606	0.3267915	0.1698648	0.6454067	0.0261511
750	0.6072975	0.6381018	0.6682570	0.1379734	0.4228383	0.6397019	0.3426716	0.0991426	0.6752998	0.0144836
800	0.6991452	0.7812663	0.7671924	0.1550500	0.3792483	0.4394034	0.4427482	0.1230180	0.7256363	0.0268865
850	0.7427806	0.7333750	0.7922245	0.1672444	0.3750341	0.5664754	0.3594992	0.0926629	0.7638069	0.0136187
900	0.7128719	0.7595118	0.8585485	0.1809638	0.4381467	0.5157684	0.4630267	0.0825183	0.8205179	0.0065869
950	0.6245917	0.6876707	0.6231446	0.1811498	0.2605643	0.5455603	0.3699449	0.0689454	0.8356212	0.0086970
1000	0.6681419	0.6307158	0.7173333	0.3769161	0.2460262	0.4942302	0.4211776	0.0720533	0.6795330	0.0122488

0	0.5735606	0.6851607	0.5981185	0.3921188	0.3690254	0.5005148	0.3549832	0.0721022	0.8051573	0.0385034
50	0.8418385	0.7346710	0.3316495	0.2009694	0.1990679	0.3353447	0.4703182	0.0841107	0.7988482	0.0474605
100	0.6398200	0.6344088	0.2420562	0.2787508	0.1525512	0.3300416	0.4806279	0.1001352	0.7609510	0.0604063
150	0.8018153	0.4318414	0.2213463	0.5094793	0.1930648	0.2353925	0.4535574	0.0765881	0.6283079	0.1231824
200	0.6273132	0.4191222	0.1908803	0.6537311	0.0527021	0.2238328	0.6186008	0.0284334	0.6952666	0.1251809
250	0.8400068	0.3040712	0.0687269	0.7686222	0.1074219	0.3772915	0.5125935	0.0431008	0.7058707	0.1577058
300	0.6963737	0.2660185	0.1695691	0.6676457	0.0982577	0.2888497	0.5880536	0.0087032	0.7854822	0.3316952
350	0.7633512	0.1142068	0.1133559	0.8653218	0.1524594	0.3965687	0.6306288	0.0087389	0.6607602	0.4077927
400	0.8012502	0.0800313	0.1258818	0.6159119	0.1190509	0.3271756	0.5934622	0.0173946	0.7284598	0.5142767
450	0.7446979	0.0475620	0.0938523	0.6759019	0.1145674	0.3056532	0.6263369	0.0321198	0.6042940	0.5112492
500	0.6488916	0.0521330	0.0995465	0.7686123	0.0838021	0.2447993	0.5766267	0.0110469	0.5037138	0.4059991
550	0.6934649	0.1639370	0.2913986	0.7426738	0.1248096	0.4701689	0.5437593	0.0087897	0.4927582	0.2429995
600	0.7273248	0.3048391	0.2833888	0.5637119	0.1928253	0.5412988	0.4969110	0.0109594	0.5634541	0.1381215
650	0.7309424	0.4003886	0.3507347	0.4780337	0.3336543	0.5894750	0.6952658	0.0608554	0.6509579	0.0968040
700	0.6411168	0.3667752	0.4156519	0.2582304	0.3610648	0.5314813	0.7124360	0.0647547	0.7412430	0.0750004
750	0.7174816	0.5732883	0.5674786	0.1462724	0.4570360	0.5288695	0.7052501	0.1200380	0.8347145	0.0510756
800	0.7465162	0.4934649	0.7487995	0.1094799	0.4865126	0.4841389	0.4292675	0.1711071	0.7509818	0.0423477
850	0.9234492	0.5881704	0.6684863	0.1599444	0.2714506	0.4121064	0.5254359	0.1131571	0.9377767	0.0232790
900	0.8377925	0.5762566	0.6557392	0.2470145	0.2744883	0.4223823	0.4469676	0.0860424	0.5798496	0.0227113
950	0.8295819	0.5649243	0.6921017	0.4635508	0.2529457	0.5096148	0.3371537	0.0610985	0.8042393	0.0277897
1000	0.7518449	0.7108030	0.6198173	0.6810358	0.2125469	0.5015500	0.5217563	0.0221955	0.7529717	0.0446563

0	0.7398803	0.6920127	0.7136202	0.3315731	0.3351701	0.4686179	0.4273002	0.0742137	0.8446334	0.0422244
50	0.7047386	0.6670853	0.1735585	0.2289016	0.3329829	0.4381010	0.3914027	0.3136066	0.6437725	0.0470362
100	0.7539566	0.4738820	0.1117112	0.1760831	0.2883248	0.3420801	0.2891709	0.3071789	0.7528858	0.1680171
150	0.6852421	0.2625903	0.0907945	0.2753784	0.2338969	0.3889580	0.2383792	0.3748837	0.6523079	0.3159739
200	0.8297313	0.1730454	0.1111552	0.2389544	0.2744146	0.4310653	0.2527904	0.4257747	0.6596938	0.5811114
250	0.7481189	0.0725142	0.0539865	0.3453078	0.2062204	0.4449786	0.2042136	0.3973514	0.7457156	0.5880435
300	0.6910752	0.0357886	0.0852073	0.5610417	0.1509664	0.5146576	0.2271212	0.2881560	0.6921162	0.6214389
350	0.7299595	0.0363030	0.0443311	0.5083788	0.2342678	0.6004954	0.2263761	0.2240670	0.5458159	0.7062602
400	0.8298755	0.0394550	0.0832248	0.5206903	0.2702417	0.5003336	0.1603880	0.3102057	0.3621422	0.6251400
450	0.6589010	0.0219425	0.0786250	0.2991130	0.2167781	0.5926829	0.2226099	0.2836115	0.5417777	0.6984102
500	0.8226317	0.0104584	0.0866262	0.4317605	0.1701074	0.4548223	0.2905227	0.3104940	0.4255704	0.5537566
550	0.6233913	0.1773425	0.6941583	0.5169946	0.3211529	0.5521246	0.2801324	0.1572681	0.4653588	0.3539236
600	0.7326428	0.4134368	0.6061363	0.3466210	0.3910057	0.5777489	0.3922265	0.0857697	0.4763382	0.1358568
650	0.7748760	0.5974405	0.6392662	0.2619177	0.3193956	0.5504825	0.3582012	0.0673737	0.6599563	0.0255738
700	0.6703609	0.7079659	0.6751453	0.2412378	0.3262910	0.6516420	0.4149240	0.0916846	0.6282726	0.0162465
750	0.8122758	0.7366454	0.6113562	0.1932969	0.2823006	0.5479335	0.3918585	0.1081497	0.7404574	0.0174502
800	0.7727528	0.6724722	0.6740355	0.1983596	0.3551565	0.4577780	0.4145683	0.1474880	0.7920203	0.0250966
850	0.6266917	0.7604239	0.6931759	0.1453389	0.2802493	0.4958315	0.4864619	0.1240989	0.6860808	0.0205359
900	0.8184663	0.6520586	0.8343159	0.1625820	0.2653951	0.4794869	0.4415140	0.0981260	0.7620792	0.0377607
950	0.6854777	0.6560183	0.7424497	0.1723912	0.3339201	0.4272410	0.4004149	0.1139252	0.6358035	0.0200878
1000	0.6787419	0.7901015	0.8188177	0.2443437	0.4165999	0.6010307	0.3742344	0.0872854	0.7701990	0.0437868
