"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
50	0.4864469	0.2623873	0.5225238	0.5922338	0.2925434	0.1261824	0.8843732	0.7433737	0.5150854	0.0965241
100	0.5173970	0.3138347	0.5513214	0.3334769	0.1151416	0.2067370	0.7337701	0.7786130	0.4817671	0.1897599
150	0.5251417	0.3599248	0.4772022	0.2205834	0.0688807	0.1619374	0.7544218	0.6964620	0.3376957	0.2996804
200	0.4024624	0.5273048	0.3840137	0.0754181	0.0169001	0.2103059	0.7830607	0.6571367	0.2158821	0.4042760
250	0.3871079	0.6468583	0.1993909	0.0693534	0.0041126	0.2413793	0.7428091	0.6436134	0.2800135	0.5352793
300	0.4025629	0.8111742	0.1088353	0.0242399	0.0118864	0.4399411	0.8126854	0.6149676	0.3755374	0.6250976
350	0.4107995	0.7232362	0.0298077	0.0080365	0.0079417	0.4680702	0.5884710	0.6659863	0.3477008	0.6555466
400	0.3987443	0.8841353	0.0074150	0.0054470	0.0070590	0.5379904	0.6667469	0.6293512	0.2700806	0.6366557
450	0.2942748	0.7105908	0.0264315	0.0016229	0.0139468	0.4567204	0.6551147	0.5842989	0.3329315	0.7629854
500	0.3657369	0.7130326	0.0227048	0.0119856	0.0087184	0.5054465	0.7044245	0.6004746	0.2545667	0.8725128
550	0.1667259	0.7862629	0.0114759	0.0941436	0.3082897	0.2933850	0.7847936	0.6581134	0.5622224	0.5846360
600	0.1396733	0.7260073	0.0830503	0.1773464	0.6239336	0.1808434	0.6183584	0.7168994	0.6764180	0.3793189
650	0.1399622	0.7994004	0.3013633	0.3903542	0.5306234	0.1120557	0.5608336	0.7042354	0.6670073	0.2381416
700	0.1336797	0.7280894	0.3894360	0.4300864	0.7433446	0.1854349	0.8142008	0.8211899	0.6817346	0.1068869
750	0.0842043	0.5120118	0.4890844	0.3839130	0.6736959	0.2018700	0.7505817	0.8008868	0.7315683	0.0977780
800	0.1196798	0.4696522	0.5432425	0.4526352	0.7288524	0.1348909	0.7594170	0.7430440	0.8558821	0.0988248
850	0.1825431	0.3491344	0.6289131	0.5487517	0.8527486	0.1087100	0.8467520	0.9244231	0.6712228	0.0522895
900	0.1966991	0.2999816	0.6015570	0.5335804	0.8228082	0.0896469	0.7507637	0.6205846	0.7421788	0.0355999
950	0.2491996	0.3110508	0.5921315	0.5664606	0.7342525	0.1502711	0.7061682	0.7132329	0.7596742	0.0729549
1000	0.2863850	0.2445958	0.6773098	0.6156959	0.7174063	0.1050715	0.7812086	0.6607033	0.6825684	0.0266330

0	0.3026596	0.2692504	0.6775264	0.6314998	0.7779409	0.1029481	0.6646118	0.8611555	0.7953518	0.0495029
50	0.3992143	0.2997978	0.6553716	0.5946443	0.6681322	0.0117461	0.6950183	0.6003953	0.3567565	0.0866240
100	0.3226861	0.2003822	0.6415941	0.5972466	0.9047823	0.0010405	0.6386564	0.7757178	0.2942449	0.0639574
150	0.3711936	0.2689849	0.6409395	0.6037719	0.8202741	0.0000608	0.6904431	0.6474461	0.2731516	0.0682327
200	0.2751230	0.2620865	0.6260847	0.6404383	0.7499798	0.0035469	0.8487317	0.4702175	0.1521811	0.0478433
250	0.3832759	0.1678221	0.7204649	0.5421460	0.6949694	0.0010501	0.6978761	0.3164162	0.1915345	0.0830227
300	0.3781570	0.2206763	0.5733337	0.6057751	0.7879008	0.0028248	0.8233189	0.2241607	0.1310549	0.0580171
350	0.4046450	0.2673137	0.4521238	0.6197213	0.6510995	0.0020636	0.5934236	0.1852535	0.1322781	0.0875188
400	0.3797217	0.2013722	0.6662203	0.6361218	0.8232382	0.0008440	0.4660190	0.1562744	0.1287349	0.0518099
450	0.2084177	0.2785864	0.7211510	0.6022211	0.6179717	0.0046007	0.5862238	0.1171955	0.1328725	0.0398626
500	0.1686862	0.2764691	0.6555387	0.4821543	0.8221912	0.0029883	0.4970964	0.1330060	0.1707928	0.0911321
550	0.2612320	0.1801147	0.5878678	0.6763965	0.7242316	0.1741353	0.4150917	0.3041822	0.4466262	0.0525996
600	0.2434548	0.2009451	0.5866293	0.4748369	0.7953891	0.2288887	0.5557210	0.6591899	0.6498714	0.0556156
650	0.2730783	0.2671015	0.5742578	0.5478831	0.7973141	0.2403855	0.5831226	0.6848607	0.7295420	0.0552470
700	0.2596689	0.2627266	0.5349857	0.4673557	0.8622158	0.2113360	0.7655623	0.7884629	0.8349295	0.0813677
750	0.3010944	0.2460406	0.5520692	0.4463741	0.7422274	0.1326135	0.9069312	0.8392899	0.7367094	0.0707650
800	0.2826021	0.3030577	0.5624988	0.5026108	0.8088871	0.1762471	0.8503440	0.6445215	0.7121023	0.0560129
850	0.3703670	0.2698106	0.4768658	0.5151685	0.7059063	0.0603732	0.7094473	0.7660963	0.6698255	0.0738611
900	0.3115008	0.2866723	0.5758211	0.4379342	0.7796743	0.0827185	0.7224826	0.8578049	0.6194628	0.0611954
950	0.2389515	0.3977784	0.6768343	0.4552270	0.6760463	0.0653081	0.8114251	0.7915642	0.9205507	0.0485075
1000	0.2320881	0.3444939	0.6135210	0.4709923	0.7108654	0.1120433	0.7016112	0.7411428	0.7422001	0.0659395

0	0.3532838	0.2988277	0.5486673	0.5239329	0.8477234	0.1240646	0.7727500	0.7851743	0.7112655	0.0350328
50	0.4581960	0.1768612	0.6151963	0.6457194	0.6606467	0.0907550	0.6037959	0.8741905	0.7236933	0.0545018
100	0.5684636	0.2492314	0.7340605	0.7182416	0.6371768	0.1425742	0.7745252	0.5935391	0.6555979	0.0483925
150	0.4585385	0.2221554	0.6508799	0.7149406	0.6160027	0.1262459	0.8291092	0.7981316	0.6441296	0.0334299
200	0.3626968	0.2279761	0.6031039	0.7564039	0.7282750	0.0606008	0.6301478	0.7192296	0.7041658	0.0631867
250	0.5360422	0.1954421	0.6334711	0.7205701	0.6290105	0.1228853	0.7426481	0.7523740	0.7410968	0.1046013
300	0.5605549	0.2185425	0.6334014	0.6493016	0.6498965	0.1062791	0.6739134	0.7350043	0.7603656	0.1245552
350	0.5138508	0.1747366	0.6663572	0.7012534	0.8679934	0.0824157	0.6927755	0.7930648	0.7643794	0.0577644
400	0.5836913	0.2492342	0.6012278	0.5709428	0.7503308	0.1080037	0.7704129	0.7118512	1.0000000	0.0530498
450	0.5235587	0.2681033	0.6343127	0.7347121	0.6264455	0.0649311	0.7031686	0.8574072	0.6787360	0.0672144
500	0.3694105	0.2460976	0.7035410	0.6202706	0.5963745	0.1322061	0.8184569	0.6789343	0.7673233	0.0840664
550	0.3829587	0.2203935	0.7887415	0.6564485	0.5633270	0.1137597	0.7799677	0.7445037	0.8071908	0.0906899
600	0.4272932	0.2026579	0.6984140	0.5837065	0.6505767	0.1045131	0.7586534	0.8218661	0.7847855	0.0686032
650	0.4182457	0.2197878	0.6440594	0.5969476	0.6081484	0.1669662	0.6155719	0.8120522	0.6039794	0.1360594
700	0.3461648	0.2027055	0.4657009	0.4637539	0.6831756	0.1309825	0.6563879	0.7484722	0.8212931	0.0777882
750	0.2484628	0.2902592	0.6099069	0.4117895	0.7748306	0.1097057	0.6702897	0.8387172	0.7451532	0.0487890
800	0.3243440	0.3664552	0.5676715	0.6728684	0.7263322	0.1238921	0.7805552	0.6641685	0.7417068	0.0408274
850	0.3323105	0.3070565	0.5640407	0.5005753	0.7306730	0.0984581	0.8254269	0.6873463	0.8198927	0.0600047
900	0.2830026	0.3837636	0.5593986	0.5606184	0.8481005	0.1377886	0.6658329	0.6084965	0.7761499	0.0782124
950	0.2296926	0.3718144	0.6024573	0.4301885	0.9189691	0.1251683	0.7467430	0.8360167	0.8172535	0.0729144
1000	0.3177155	0.3169493	0.5670454	0.4500108	0.7514782	0.0931828	0.7177428	0.6742227	0.7241302	0.0581906

0	0.2089799	0.3103665	0.5657780	0.5231168	0.7804801	0.0982294	0.6581095	0.8217526	0.7699064	0.0353917
50	0.3387809	0.2769355	0.8129063	0.5820849	0.4776045	0.0925524	0.6110732	0.7459980	0.4183719	0.0605157
100	0.2509580	0.2611499	0.6772034	0.4411558	0.2716095	0.1509216	0.7577916	0.6933354	0.3709942	0.0963537
150	0.3238675	0.2229377	0.7972760	0.3398841	0.3576028	0.1558749	0.7184000	0.5802457	0.3497281	0.1601102
200	0.3595147	0.1747715	0.6491145	0.2533494	0.2129638	0.2125895	0.6849417	0.5747056	0.1947094	0.1754363
250	0.3534607	0.2881015	0.5674294	0.2394087	0.2443833	0.1401797	0.8516602	0.5737608	0.2638087	0.2307497
300	0.3832719	0.3129186	0.5473357	0.1972838	0.1705476	0.1182294	0.6474469	0.5197250	0.2097295	0.2246136
350	0.3213491	0.2862592	0.4855147	0.1814970	0.2194072	0.1453478	0.6296933	0.5323166	0.2648635	0.3426840
400	0.3919095	0.3521928	0.5261551	0.1949957	0.2031124	0.1984828	0.7442512	0.4614833	0.3842756	0.2943585
450	0.2644256	0.4557717	0.7506202	0.1473530	0.1848137	0.1858643	0.8057155	0.5691759	0.2359684	0.2711583
500	0.2682946	0.3698185	0.6072814	0.1295303	0.2308076	0.1285458	0.7650846	0.4214296	0.2988795	0.2980492
550	0.2935745	0.3941508	0.2819357	0.2282856	0.5137574	0.1422957	0.6677567	0.5365347	0.5209874	0.2165112
600	0.1534799	0.5893570	0.2698803	0.4276488	0.6624249	0.1298161	0.7668276	0.7249310	0.6904078	0.1876546
650	0.1706249	0.4893647	0.4542919	0.4083059	0.5953108	0.1269518	0.6410066	0.7104875	0.8307990	0.1426012
700	0.1443622	0.4983963	0.5699928	0.4826853	0.6460932	0.0926707	0.6385683	0.6909293	0.6518596	0.0832267
750	0.1633810	0.3350852	0.3874624	0.5157683	0.6762646	0.1460275	0.7715599	0.6134498	0.6446259	0.0837542
800	0.1412275	0.4220079	0.5764458	0.4964835	0.7738525	0.0842521	0.7820208	0.7247329	0.6814432	0.0648955
850	0.1804640	0.2365413	0.7555289	0.5059423	0.7392062	0.1459865	0.7811667	0.7772465	0.7816794	0.0930173
900	0.1605508	0.3535112	0.6463110	0.4140276	0.6704922	0.0863448	0.7793418	0.8270450	0.8513618	0.0366397
950	0.2848605	0.2545435	0.6870842	0.5416293	0.8484392	0.1788739	0.6949611	0.6208962	0.7504995	0.0472977
1000	0.3506927	0.3979574	0.5733070	0.5508630	0.8678437	0.1201532	0.7376418	0.6851250	0.7320868	0.0472083

0	0.2873502	0.3641484	0.6021473	0.5379572	0.9248726	0.1322823	0.7220618	0.7735939	0.7992284	0.0404110
50	0.2395709	0.2371203	0.6145467	0.4494230	0.7316966	0.0982640	0.6829910	0.6943759	0.6341565	0.0437574
100	0.2696380	0.2282157	0.5684561	0.6404676	0.6940336	0.0855105	0.6580682	0.6185755	0.8319016	0.0491275
150	0.3544284	0.2852289	0.5244318	0.5532619	0.8156610	0.1311014	0.7393731	0.6814399	0.7446812	0.0914452
200	0.3289808	0.2781003	0.7553552	0.5183199	0.7845625	0.1584790	0.6477386	0.7847470	0.6881654	0.0898647
250	0.2385087	0.2544811	0.6778683	0.6422893	0.7409360	0.1151044	0.6566027	0.7439319	0.6862597	0.0419716
300	0.2809502	0.2251978	0.6509753	0.4947415	0.8183310	0.1007045	0.8022495	0.7424723	0.6210999	0.1612099
350	0.3857655	0.2282906	0.6105974	0.6528439	0.7100568	0.1366332	0.7744585	0.6934461	0.7126782	0.0836329
400	0.3077487	0.2139311	0.6994070	0.5191624	0.7794550	0.1668191	0.7306421	0.8229479	0.6803801	0.0574709
450	0.3008552	0.1602936	0.6480145	0.5273323	0.7450031	0.1316909	0.7164496	0.7870254	0.9134225	0.0350087
500	0.3989737	0.2952888	0.5098364	0.6214721	0.7713447	0.1318869	0.6870211	0.6453561	0.8197544	0.0370474
550	0.3077702	0.2630993	0.7141282	0.5792406	0.8309873	0.0558360	0.6626844	0.7039355	0.7087991	0.0730095
600	0.4287441	0.3115172	0.6653912	0.5830761	0.8283229	0.0890089	0.6641239	0.7761218	0.6958487	0.1383328
650	0.4266283	0.2762121	0.6774794	0.5571369	0.7161339	0.1129605	0.7021787	0.8124653	0.6926945	0.0537663
700	0.3209198	0.2862528	0.5542731	0.6130121	0.7575566	0.0716475	0.7683312	0.7915376	0.6407865	0.0595577
750	0.3574943	0.2470837	0.7453297	0.6101956	0.7844422	0.1729258	0.8115989	0.7552682	0.6477837	0.0498546
800	0.4817341	0.2155720	0.5425788	0.4592173	0.6917403	0.0851519	0.8124901	0.7022921	0.7399208	0.0266009
850	0.4304246	0.2785921	0.5470043	0.5157949	0.7305157	0.1244308	0.8063882	0.7231447	0.4941506	0.0516983
900	0.3818661	0.3172010	0.5703871	0.5370730	0.6819450	0.1243169	0.7428099	0.6584189	0.7626540	0.0687010
950	0.3339542	0.2980524	0.6417861	0.5917232	0.8045730	0.1463538	0.6967166	0.7545877	0.8189618	0.0335382
1000	0.3345661	0.3136144	0.5741492	0.4316622	0.7635316	0.1246590	0.7024821	0.6921940	0.7725360	0.0721381

0	0.4007924	0.2101039	0.6336635	0.5454681	0.8335308	0.1012242	0.7142326	0.8317039	0.5748757	0.0352585
50	0.3945168	0.1163409	0.8030638	0.6578392	0.7309503	0.0839815	0.7677986	0.8430726	0.6855317	0.0749633
100	0.4495764	0.0592049	0.7566058	0.7832426	0.6995404	0.1011963	0.7229095	0.7662775	0.7078471	0.0961572
150	0.4687414	0.0227918	0.7278169	0.6861337	0.6800533	0.0968854	0.7298329	0.6635013	0.8048960	0.0508245
200	0.4618174	0.0399994	0.6709992	0.5286085	0.7041372	0.0927074	0.7242803	0.6804900	0.6724539	0.0834992
250	0.4572633	0.0634755	0.5328671	0.6491680	0.6943995	0.1260592	0.6396589	0.7770759	0.6805651	0.0289035
300	0.4161764	0.0775657	0.6108468	0.5609108	0.6977585	0.1465070	0.7212440	0.6855502	0.7547470	0.0513724
350	0.4646167	0.0450886	0.6408430	0.5724667	0.6985130	0.1225438	0.7106370	0.6715144	0.9513051	0.0514193
400	0.5797155	0.0604234	0.4878146	0.6326568	0.8105196	0.1170622	0.6922637	0.7342128	0.6927346	0.0968279
450	0.4059883	0.0531882	0.6363992	0.6060637	0.7129379	0.1096498	0.7112397	0.7288904	0.7129790	0.0654780
500	0.4029612	0.0701236	0.7063987	0.5327158	0.6453059	0.1164113	0.6896717	0.8121476	0.8346143	0.0400860
550	0.3977220	0.1686555	0.7487203	0.5727600	0.7887843	0.1074372	0.7250822	0.7177363	0.8324511	0.0489765
600	0.5036222	0.3263793	0.4868960	0.4779190	0.7811003	0.1662004	0.6493103	0.8243520	0.8595293	0.0711333
650	0.3627926	0.2039887	0.5492496	0.5932457	0.7421218	0.1551484	0.8521176	0.6422418	0.7461743	0.0492882
700	0.4995926	0.3252984	0.7006069	0.4803607	0.5684049	0.0924782	0.7797119	0.6842914	0.6601708	0.0242011
750	0.4472785	0.2429704	0.6196309	0.6573762	0.6907464	0.0899039	0.7168018	0.8559272	0.7647855	0.0711991
800	0.3367777	0.3045250	0.5919217	0.5391855	0.7884873	0.0775518	0.7229449	0.8002000	0.6789015	0.1102954
850	0.4378958	0.2412121	0.6530685	0.3742598	0.7654353	0.0621166	0.8950211	0.6865728	0.6776653	0.0615837
900	0.4021837	0.3564400	0.5979901	0.4932709	0.6316099	0.0624653	0.8358009	0.6357322	0.6600046	0.0816866
950	0.3302919	0.3124577	0.5975784	0.6176607	0.8066748	0.1103799	0.8217704	0.7189530	0.7424309	0.0442551
1000	0.2699109	0.3236842	0.5155197	0.5825865	0.6545075	0.1078500	0.8390042	0.7708077	0.7077883	0.1023160

0	0.2483556	0.3605566	0.6099355	0.5160713	0.6832524	0.0870538	0.7756984	0.7549799	0.6966108	0.0330898
50	0.3643980	0.1983267	0.5806765	0.4419229	0.3843312	0.1250488	0.7142105	0.6454262	0.7011984	0.0961266
100	0.3493954	0.2356460	0.6359460	0.4065433	0.1847928	0.1199447	0.7301701	0.6521281	0.7517631	0.1373765
150	0.3721011	0.1791481	0.5582141	0.2470330	0.1659901	0.1391784	0.7805427	0.6244352	0.8232022	0.1929972
200	0.4525013	0.2128534	0.4606067	0.2261340	0.1573099	0.1708447	0.7468415	0.8012107	0.7734450	0.2940576
250	0.4981367	0.2899242	0.2602703	0.1829732	0.1179581	0.1486534	0.6699296	0.7884782	0.7355165	0.3406908
300	0.3771715	0.4546378	0.2203810	0.0957600	0.1326134	0.2118221	0.8063592	0.7821728	0.6421112	0.4135803
350	0.1942164	0.6061508	0.1694762	0.0877650	0.1646359	0.2429666	0.6591604	0.7164628	0.8723881	0.3660501
400	0.1449522	0.6982910	0.1033316	0.1631904	0.1272380	0.2211392	0.6674118	0.8723336	0.6627915	0.4178149
450	0.2088927	0.6064976	0.2053947	0.1478508	0.1166200	0.1549043	0.6450111	0.7609502	0.7248350	0.4350645
500	0.1980114	0.6093902	0.1153380	0.1128361	0.1477799	0.1779377	0.7519579	0.6613340	0.6887082	0.3490934
550	0.1756357	0.7535500	0.1007075	0.1538969	0.4593973	0.1719033	0.8187985	0.7515031	0.7787220	0.2932259
600	0.1350003	0.7354952	0.2032509	0.2929391	0.6850728	0.1729842	0.7314867	0.7028681	0.8347819	0.2833418
650	0.1695823	0.7871958	0.3764955	0.3997612	0.7282291	0.1246584	0.7553378	0.6733544	0.7742798	0.1247113
700	0.0939386	0.5400556	0.5307502	0.4137610	0.9473704	0.1431321	0.6888418	0.6882605	0.8582351	0.1089182
750	0.1797057	0.4383551	0.5337825	0.4631444	0.7032190	0.1040441	0.6951942	0.7709724	0.7603851	0.0729445
800	0.2125737	0.3219925	0.5714805	0.5123417	0.7447451	0.0956863	0.7930479	0.6825955	0.7155081	0.0536672
850	0.2507197	0.4110401	0.6426755	0.4960729	0.7803287	0.0696982	0.6527532	0.7318733	0.6675684	0.0662675
900	0.3121522	0.2764074	0.6927689	0.4450349	0.7162018	0.1073378	0.6797906	0.7502078	0.7963849	0.0538266
950	0.2703332	0.3016557	0.6632969	0.5094127	0.6561485	0.0931287	0.7019449	0.8009032	0.7843435	0.0663005
1000	0.3174857	0.2463065	0.5516597	0.5990414	0.7295531	0.1013443	0.7184831	0.8483921	0.7464165	0.0634112

0	0.3221770	0.3181448	0.6632948	0.4361093	0.7708383	0.1054895	0.6427992	0.8389794	0.7147358	0.0613027
50	0.3960954	0.2663081	0.6111281	0.4327048	0.7114055	0.1048018	0.6676411	0.6995424	0.6367815	0.0595635
100	0.3261378	0.2315539	0.7200803	0.4823882	0.7729566	0.0561197	0.7170928	0.6572911	0.5762077	0.0795047
150	0.3322458	0.2321898	0.6624477	0.4131962	0.6904404	0.1109854	0.7172395	0.7622551	0.4776920	0.0564186
200	0.4509349	0.1932775	0.7516915	0.5893626	0.7043595	0.1082347	0.6687558	0.7254635	0.4687181	0.0516187
250	0.4651511	0.1800047	0.7785885	0.4506704	0.7855206	0.0966090	0.8285585	0.5577620	0.3062638	0.0307002
300	0.5232819	0.1837352	0.5945677	0.5258204	0.7522848	0.0676813	0.6506044	0.6370804	0.3580868	0.0804455
350	0.4155687	0.2523307	0.6049440	0.5939066	0.8145504	0.1127693	0.7291195	0.8186008	0.4335174	0.1269988
400	0.4505920	0.1690644	0.6847908	0.5352631	0.8729380	0.1244613	0.6085648	0.7066252	0.3433171	0.0433059
450	0.3637317	0.2313276	0.7057520	0.5700918	0.7767339	0.1379523	0.7481024	0.5601513	0.3144467	0.0403721
500	0.5575844	0.3050113	0.6201479	0.5437319	0.7497057	0.1463122	0.6312455	0.6620243	0.4158689	0.0406280
550	0.3829122	0.2674706	0.6576467	0.6067603	0.8613630	0.1353538	0.7699437	0.7140997	0.5630480	0.0677786
600	0.3641509	0.3314664	0.6728154	0.4659358	0.8087198	0.1117046	0.7407566	0.7684249	0.7547111	0.0875563
650	0.2573732	0.3643369	0.4752414	0.5159351	0.7653677	0.1996917	0.6761597	0.6294092	0.7442145	0.0311921
700	0.2371675	0.3121137	0.5832968	0.5487242	0.7894370	0.0870927	0.7950334	0.6834809	0.6507785	0.0548257
750	0.2724961	0.3926544	0.7194823	0.5751521	0.7592727	0.1375749	0.5621960	0.8219345	0.7085859	0.0450322
800	0.3786393	0.2812438	0.6221072	0.6257896	0.7185625	0.0858672	0.7733805	0.6888640	0.8522872	0.0605259
850	0.2878187	0.3764605	0.5888335	0.6213232	0.9001130	0.0642054	0.7563100	0.8072199	0.7872001	0.0267865
900	0.2739980	0.2329953	0.6736012	0.6533703	0.7706201	0.0700233	0.7218935	0.8119333	0.8245502	0.0912681
950	0.2870628	0.2738854	0.5531419	0.5298044	0.7191264	0.0661956	0.7634087	0.7087232	0.7883432	0.0441234
1000	0.3306956	0.2531746	0.6201551	0.4857053	0.6854800	0.1039965	0.6650919	0.6512411	0.6961336	0.0495894

0	0.2693418	0.3075699	0.6497593	0.6091333	0.7755161	0.1023791	0.6715194	0.8263810	0.6112402	0.0577071
50	0.2689651	0.3062173	0.6567357	0.5291399	0.7277940	0.0818788	0.8586804	0.5904161	0.6895402	0.0471505
100	0.2878736	0.2607697	0.6833257	0.5830770	0.7164777	0.1267362	0.7576720	0.7395221	0.5989488	0.1052731
150	0.2244648	0.2143208	0.6519765	0.6518337	0.7233908	0.0981243	0.6789063	0.6743062	0.4882075	0.0356701
200	0.2962752	0.2033941	0.5806681	0.5940237	0.8617662	0.0940245	0.6218572	0.6965175	0.4826590	0.0395814
250	0.3302960	0.3045493	0.6935889	0.5668228	0.7889241	0.0857572	0.7013071	0.7920817	0.4550922	0.0356974
300	0.3482267	0.2526952	0.6790040	0.5863425	0.6095515	0.0993523	0.7958303	0.6680776	0.5396673	0.0440564
350	0.3641377	0.2960167	0.6230059	0.5549606	0.7788119	0.0879459	0.6988059	0.6973049	0.4836990	0.0497343
400	0.3547816	0.3306548	0.4961814	0.4877015	0.7389301	0.0879925	0.6621848	0.8608123	0.4689347	0.0320677
450	0.4225114	0.2697300	0.5891521	0.5369468	0.6867455	0.0816602	0.7579097	0.8095173	0.4098314	0.0306421
500	0.3333057	0.2849081	0.6599916	0.6390974	0.8352911	0.1019816	0.5675642	0.7020628	0.4632281	0.0562613
550	0.4390225	0.2621788	0.6674106	0.5569317	0.8065213	0.1043332	0.7202496	0.8829125	0.6935511	0.0448450
600	0.3742538	0.2527440	0.5818845	0.4918594	0.7549491	0.1104534	0.6190570	0.7756081	0.7495966	0.0304267
650	0.3099382	0.2939674	0.6336629	0.6534980	0.9056879	0.1112870	0.6569832	0.8774372	0.7812591	0.0650878
700	0.3895276	0.2374627	0.5945494	0.5321106	0.7783421	0.1314113	0.7398342	0.8424049	0.8005591	0.0460712
750	0.3438737	0.2960649	0.6608349	0.5282285	0.7197081	0.0608164	0.8083635	0.8648501	0.7387006	0.0566910
800	0.4950421	0.2470574	0.6133085	0.5200071	0.7643105	0.0912448	0.5878482	0.8227854	0.7597253	0.0538030
850	0.3702483	0.3082363	0.7240742	0.4917608	0.8358936	0.0936448	0.7685484	0.6595244	0.6240879	0.0713451
900	0.2991565	0.2171002	0.6717991	0.5286686	0.7302499	0.0901687	0.7324044	0.6843788	0.7117240	0.0565683
950	0.3352102	0.3233812	0.4764494	0.5764666	0.6883819	0.0922561	0.6462358	0.8601360	0.7151346	0.0582591
1000	0.2453431	0.3272948	0.6597518	0.5101006	0.7122084	0.0953085	0.6758500	0.7489384	0.7836729	0.0583636
