"Time"	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W
400	0.3007044	0.9284822	0.5223700	0.0430538	0.4718623	0.2041280	0.4198524	0.0312702	0.9484898	0.1131607
450	0.2936860	0.9325846	0.5263870	0.0429963	0.4717997	0.2041049	0.4185878	0.0323801	0.9495101	0.1128794
500	0.2901417	0.9346794	0.5282705	0.0429784	0.4712619	0.2042905	0.4180217	0.0330441	0.9499488	0.1127796
550	0.2883358	0.9356289	0.5222037	0.7025283	0.4568173	0.4595754	0.4224930	0.0334424	0.9469417	0.1353338
600	0.2875360	0.9309294	0.4257475	0.9075366	0.4557218	0.5345718	0.4332342	0.0337336	0.9102595	0.2043777
650	0.2889490	0.8943804	0.2796425	0.9712594	0.4601224	0.5527197	0.4396580	0.0340352	0.8219251	0.2661393
700	0.2988220	0.7830038	0.1890622	0.9910664	0.4644602	0.5550116	0.4389558	0.0343256	0.7274402	0.2999150
750	0.3306899	0.5983105	0.1465461	0.9972230	0.4658694	0.5553719	0.4347672	0.0341297	0.6656439	0.3140702
800	0.3994011	0.4247674	0.1283035	0.9991367	0.4647270	0.5569563	0.4314782	0.0328050	0.6346468	0.3194223
850	0.5027580	0.3147706	0.1207367	0.9997315	0.4629385	0.5589284	0.4308780	0.0305379	0.6207041	0.3219347
900	0.6135444	0.2583103	0.1176379	0.9999165	0.4619906	0.5600284	0.4321626	0.0283127	0.6140849	0.3235920
950	0.7025464	0.2322041	0.1163685	0.9999740	0.4621441	0.5599793	0.4336309	0.0267429	0.6104467	0.3246122
1000	0.7604733	0.2207508	0.1158462	0.9999919	0.4628028	0.5593500	0.4342147	0.0258177	0.6084611	0.3249504

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.8255837	0.2180014	0.1330424	0.6849715	0.4628221	0.5592703	0.4331881	0.0248202	0.5802902	0.3713907
100	0.8153138	0.2884222	0.1915420	0.5870510	0.4628880	0.5592160	0.4333975	0.0249370	0.5401277	0.3821350
150	0.7559939	0.4522848	0.2533575	0.5566144	0.4629992	0.5591056	0.4334418	0.0251870	0.5205545	0.3845701
200	0.6377260	0.6135697	0.2942596	0.5471537	0.4630608	0.5590382	0.4333651	0.0256579	0.5132848	0.3850846
250	0.5175549	0.7153547	0.3159245	0.5442131	0.4630537	0.5590398	0.4332731	0.0265368	0.5108952	0.3851716
300	0.4335706	0.7682345	0.3261868	0.5432990	0.4630134	0.5590784	0.4332343	0.0279097	0.5101718	0.3851868
350	0.3846012	0.7935132	0.3307518	0.5430149	0.4629819	0.5591116	0.4332509	0.0295934	0.5099560	0.3852028
400	0.3584276	0.8051080	0.3327027	0.5429266	0.4629762	0.5591195	0.4332870	0.0312113	0.5098784	0.3852200
450	0.3450774	0.8102828	0.3335133	0.5428991	0.4629888	0.5591081	0.4333097	0.0324703	0.5098411	0.3852289
500	0.3384751	0.8125401	0.3338431	0.5428905	0.4630029	0.5590937	0.4333097	0.0333031	0.5098250	0.3852279
550	0.3353306	0.8106668	0.3069663	0.8579163	0.4630085	0.5590873	0.4332973	0.0337763	0.5353023	0.3383657
600	0.3357541	0.7743257	0.2343339	0.9558359	0.4630056	0.5590896	0.4332862	0.0338916	0.5750253	0.3277028
650	0.3476397	0.6693652	0.1754552	0.9862723	0.4629999	0.5590952	0.4332834	0.0336455	0.5959186	0.3252776
700	0.3846500	0.5187092	0.1429822	0.9957329	0.4629966	0.5590988	0.4332870	0.0328521	0.6040125	0.3247281
750	0.4556419	0.3852116	0.1274954	0.9986735	0.4629967	0.5590989	0.4332917	0.0313107	0.6067620	0.3246049
800	0.5516120	0.2991741	0.1205836	0.9995876	0.4629987	0.5590971	0.4332938	0.0293500	0.6076332	0.3245772
850	0.6473111	0.2529637	0.1176131	0.9998717	0.4630003	0.5590953	0.4332931	0.0276041	0.6078984	0.3245702
900	0.7216731	0.2305295	0.1163691	0.9999601	0.4630007	0.5590949	0.4332913	0.0263876	0.6079779	0.3245679
950	0.7698629	0.2202712	0.1158584	0.9999875	0.4630001	0.5590954	0.4332901	0.0256539	0.6080020	0.3245671
1000	0.7974960	0.2157619	0.1156521	0.9999961	0.4629994	0.5590961	0.4332900	0.0252452	0.6080093	0.3245670

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.4306058	0.2124798	0.1155214	1.0000000	0.4628221	0.5592703	0.4331880	0.0069259	0.1349694	0.3245345
100	0.3328211	0.2124893	0.1155193	1.0000000	0.4628880	0.5592160	0.4333975	0.0037952	0.1215858	0.3246263
150	0.3086233	0.2124876	0.1155164	1.0000000	0.4629992	0.5591056	0.4334417	0.0042842	0.1211835	0.3246376
200	0.3026357	0.2124807	0.1155151	1.0000000	0.4630608	0.5590383	0.4333651	0.0050676	0.1211680	0.3245968
250	0.3011555	0.2124756	0.1155155	1.0000000	0.4630537	0.5590399	0.4332730	0.0054907	0.1211775	0.3245546
300	0.3007906	0.2124749	0.1155166	1.0000000	0.4630134	0.5590785	0.4332342	0.0056607	0.1211888	0.3245399
350	0.3007008	0.2124771	0.1155173	1.0000000	0.4629818	0.5591116	0.4332508	0.0057200	0.1211934	0.3245503
400	0.3006783	0.2124794	0.1155174	1.0000000	0.4629762	0.5591195	0.4332869	0.0057391	0.1211912	0.3245675
450	0.3006722	0.2124802	0.1155170	1.0000000	0.4629887	0.5591082	0.4333096	0.0057449	0.1211867	0.3245770
500	0.3006703	0.2124797	0.1155166	1.0000000	0.4630028	0.5590938	0.4333096	0.0057467	0.1211840	0.3245758
550	0.6958509	0.2124787	0.1155165	1.0000000	0.4630084	0.5590874	0.4332971	0.0262035	0.5942666	0.3245696
600	0.7936306	0.2124782	0.1155166	1.0000000	0.4630055	0.5590897	0.4332862	0.0266465	0.6076205	0.3245647
650	0.8178246	0.2124783	0.1155168	0.9999999	0.4629999	0.5590952	0.4332834	0.0256928	0.6080034	0.3245639
700	0.8238110	0.2124786	0.1155169	0.9999999	0.4629965	0.5590988	0.4332869	0.0251604	0.6080156	0.3245658
750	0.8252920	0.2124789	0.1155169	0.9999999	0.4629967	0.5590990	0.4332916	0.0249376	0.6080137	0.3245680
800	0.8256583	0.2124790	0.1155168	0.9999999	0.4629986	0.5590971	0.4332938	0.0248535	0.6080109	0.3245688
850	0.8257488	0.2124789	0.1155168	0.9999999	0.4630003	0.5590954	0.4332931	0.0248232	0.6080097	0.3245684
900	0.8257713	0.2124788	0.1155168	0.9999999	0.4630007	0.5590949	0.4332913	0.0248125	0.6080101	0.3245675
950	0.8257769	0.2124787	0.1155168	0.9999999	0.4630001	0.5590954	0.4332901	0.0248088	0.6080112	0.3245670
1000	0.8257783	0.2124787	0.1155168	0.9999999	0.4629994	0.5590961	0.4332900	0.0248075	0.6080119	0.3245670

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.7154041	0.7503771	0.1155214	0.9999999	0.4628221	0.5592703	0.4331881	0.0253525	0.2911378	0.3245345
100	0.5058926	0.8792908	0.1155193	0.9999999	0.4628880	0.5592160	0.4333975	0.0268778	0.2821178	0.3246263
150	0.3826606	0.9101850	0.1155165	0.9999999	0.4629992	0.5591056	0.4334418	0.0292829	0.2818059	0.3246376
200	0.3279743	0.9175882	0.1155151	0.9999999	0.4630608	0.5590382	0.4333652	0.0323828	0.2817874	0.3245967
250	0.3058457	0.9193621	0.1155155	0.9999998	0.4630538	0.5590398	0.4332732	0.0352706	0.2818099	0.3245545
300	0.2972629	0.9197872	0.1155166	0.9999998	0.4630135	0.5590784	0.4332344	0.0372490	0.2818363	0.3245399
350	0.2940196	0.9198894	0.1155174	0.9999997	0.4629820	0.5591115	0.4332511	0.0383335	0.2818470	0.3245502
400	0.2928170	0.9199140	0.1155174	0.9999997	0.4629764	0.5591193	0.4332872	0.0388474	0.2818419	0.3245674
450	0.2923778	0.9199200	0.1155171	0.9999996	0.4629889	0.5591080	0.4333098	0.0390694	0.2818315	0.3245769
500	0.2922193	0.9199213	0.1155168	0.9999996	0.4630030	0.5590936	0.4333098	0.0391596	0.2818251	0.3245757
550	0.3326549	0.3820197	0.1155167	0.9999996	0.4630085	0.5590872	0.4332973	0.0382288	0.5987987	0.3245694
600	0.4725443	0.2531096	0.1155168	0.9999996	0.4630056	0.5590895	0.4332862	0.0343856	0.6077486	0.3245646
650	0.6287266	0.2222161	0.1155169	0.9999997	0.4630000	0.5590951	0.4332833	0.0299424	0.6080073	0.3245637
700	0.7331887	0.2148126	0.1155169	0.9999998	0.4629965	0.5590988	0.4332868	0.0271708	0.6080159	0.3245657
750	0.7865096	0.2130385	0.1155169	0.9999999	0.4629966	0.5590990	0.4332916	0.0258267	0.6080139	0.3245679
800	0.8101288	0.2126133	0.1155168	0.9999999	0.4629986	0.5590971	0.4332938	0.0252331	0.6080110	0.3245688
850	0.8197877	0.2125112	0.1155168	0.9999999	0.4630003	0.5590954	0.4332932	0.0249809	0.6080097	0.3245684
900	0.8235474	0.2124866	0.1155168	0.9999999	0.4630007	0.5590949	0.4332914	0.0248764	0.6080101	0.3245675
950	0.8249637	0.2124806	0.1155168	0.9999999	0.4630001	0.5590954	0.4332901	0.0248341	0.6080112	0.3245670
1000	0.8254852	0.2124792	0.1155168	0.9999999	0.4629994	0.5590961	0.4332900	0.0248173	0.6080119	0.3245670

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.8257949	0.2124968	0.1156198	0.9999999	0.4628221	0.3569558	0.4331881	0.0248044	0.6160103	0.2943500
100	0.8257173	0.2132633	0.1169066	0.9999999	0.4628880	0.2955185	0.4333975	0.0247423	0.6789852	0.2268933
150	0.8247978	0.2180948	0.1213116	0.9999999	0.4629992	0.2768188	0.4334418	0.0244869	0.7764015	0.1790204
200	0.8203312	0.2328106	0.1301950	1.0000000	0.4630608	0.2711246	0.4333651	0.0240771	0.8504046	0.1553250
250	0.8074803	0.2617787	0.1418638	1.0000000	0.4630537	0.2694064	0.4332730	0.0236934	0.8898659	0.1452294
300	0.7820607	0.3013006	0.1523440	1.0000000	0.4630134	0.2689031	0.4332342	0.0234554	0.9078471	0.1412517
350	0.7454571	0.3406247	0.1593869	1.0000000	0.4629818	0.2687607	0.4332509	0.0233889	0.9154977	0.1397634
400	0.7052677	0.3711349	0.1632634	1.0000000	0.4629762	0.2687164	0.4332870	0.0234699	0.9186186	0.1392279
450	0.6697563	0.3908240	0.1651311	1.0000000	0.4629887	0.2686963	0.4333096	0.0236506	0.9198469	0.1390400
500	0.6431470	0.4019286	0.1659543	1.0000000	0.4630028	0.2686849	0.4333096	0.0238731	0.9203160	0.1389737
550	0.6255296	0.4072925	0.1646015	1.0000000	0.4630084	0.4709104	0.4332971	0.0240858	0.9165567	0.1606758
600	0.6158486	0.3988649	0.1504595	1.0000000	0.4630055	0.5323165	0.4332861	0.0242832	0.8771122	0.2205485
650	0.6192508	0.3589286	0.1331963	1.0000000	0.4629999	0.5509661	0.4332833	0.0245312	0.7953199	0.2722371
700	0.6442859	0.3048984	0.1232357	1.0000000	0.4629965	0.5566306	0.4332869	0.0248221	0.7138080	0.3016407
750	0.6869797	0.2621877	0.1187337	0.9999999	0.4629967	0.5583496	0.4332916	0.0250329	0.6599030	0.3153551
800	0.7327562	0.2366324	0.1168387	0.9999999	0.4629986	0.5588696	0.4332938	0.0250985	0.6312559	0.3210747
850	0.7698596	0.2234933	0.1160551	0.9999999	0.4630003	0.5590263	0.4332931	0.0250625	0.6177818	0.3232965
900	0.7948650	0.2172986	0.1157333	0.9999999	0.4630007	0.5590739	0.4332913	0.0249917	0.6119243	0.3241184
950	0.8097410	0.2145273	0.1156024	0.9999999	0.4630001	0.5590890	0.4332901	0.0249255	0.6095199	0.3244121
1000	0.8178558	0.2133296	0.1155500	0.9999999	0.4629994	0.5590942	0.4332900	0.0248769	0.6085756	0.3245146

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.4140581	0.1461389	0.0301098	1.0000000	0.4688565	0.1800912	0.4313075	0.0062228	0.6227380	0.2692191
100	0.3283668	0.0512984	0.0079822	1.0000000	0.4693793	0.0650214	0.4270944	0.0020913	0.7340957	0.1614927
150	0.3251258	0.0161200	0.0025851	1.0000000	0.4677058	0.0301311	0.4245205	0.0013740	0.8725788	0.1058023
200	0.3320519	0.0068190	0.0021304	1.0000000	0.4659892	0.0195722	0.4246912	0.0012542	0.9423779	0.0875803
250	0.3358899	0.0045438	0.0031832	1.0000000	0.4653849	0.0163710	0.4262721	0.0012001	0.9660660	0.0825555
300	0.3373423	0.0040031	0.0041897	1.0000000	0.4657930	0.0153842	0.4275773	0.0011654	0.9734816	0.0812487
350	0.3378247	0.0038864	0.0047593	1.0000000	0.4664843	0.0150687	0.4278600	0.0011468	0.9758270	0.0809118
400	0.3379781	0.0038704	0.0050156	1.0000000	0.4668704	0.0149672	0.4273928	0.0011381	0.9765712	0.0808235
450	0.3380266	0.0038738	0.0051173	1.0000000	0.4668321	0.0149399	0.4268259	0.0011343	0.9768052	0.0807997
500	0.3380419	0.0038782	0.0051548	1.0000000	0.4665865	0.0149379	0.4265816	0.0011329	0.9768778	0.0807931
550	0.8355833	0.0891531	0.2348310	1.0000000	0.4603045	0.3974502	0.4285621	0.0200168	0.9763185	0.0902824
600	0.9035186	0.4296485	0.2473984	1.0000000	0.4598276	0.5124976	0.4332613	0.0222091	0.9596943	0.1556149
650	0.7364857	0.5609407	0.1803972	1.0000000	0.4617396	0.5454196	0.4360557	0.0226148	0.8896224	0.2347538
700	0.5935895	0.4905714	0.1400876	1.0000000	0.4636316	0.5540103	0.4357579	0.0234367	0.7821857	0.2844502
750	0.5618610	0.3711435	0.1243550	1.0000000	0.4642504	0.5564682	0.4339387	0.0247036	0.6968077	0.3079550
800	0.6073179	0.2876644	0.1187297	1.0000000	0.4637540	0.5578569	0.4325022	0.0256120	0.6489377	0.3177123
850	0.6785940	0.2447581	0.1167209	0.9999999	0.4629740	0.5589292	0.4322378	0.0257768	0.6260627	0.3217307
900	0.7401143	0.2256435	0.1159820	0.9999999	0.4625601	0.5594740	0.4327977	0.0255438	0.6157274	0.3235433
950	0.7807401	0.2177153	0.1156973	0.9999999	0.4626262	0.5594729	0.4334382	0.0252655	0.6110425	0.3243798
1000	0.8037041	0.2145338	0.1155827	0.9999999	0.4629132	0.5592048	0.4336934	0.0250637	0.6089478	0.3246642

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.8258363	0.2116203	0.1136793	0.9999999	0.7930980	0.5643008	0.3481873	0.0247216	0.3770260	0.8129969
100	0.8268623	0.2071311	0.1121720	0.9999999	0.8689060	0.6133911	0.2076415	0.0252946	0.1935727	0.9245159
150	0.8300859	0.2023910	0.1116622	0.9999999	0.8740762	0.7069498	0.1351226	0.0263098	0.1454896	0.9515582
200	0.8343905	0.1995134	0.1115039	0.9999999	0.8638852	0.7971229	0.1071761	0.0270164	0.1320300	0.9605392
250	0.8381379	0.1981497	0.1114548	0.9999999	0.8549687	0.8571862	0.0982088	0.0273657	0.1275213	0.9653614
300	0.8406837	0.1975839	0.1114389	0.9999999	0.8499728	0.8891564	0.0962479	0.0275137	0.1256741	0.9684224
350	0.8421594	0.1973660	0.1114333	0.9999999	0.8477426	0.9036361	0.0964347	0.0275718	0.1247691	0.9702556
400	0.8429272	0.1972851	0.1114310	0.9999999	0.8469325	0.9092386	0.0969999	0.0275940	0.1242871	0.9712474
450	0.8432975	0.1972551	0.1114300	0.9999999	0.8467205	0.9109731	0.0974347	0.0276026	0.1240313	0.9717315
500	0.8434668	0.1972436	0.1114295	0.9999999	0.8467114	0.9112803	0.0976805	0.0276061	0.1239021	0.9719438
550	0.8435409	0.1972504	0.1114670	0.9999999	0.3014390	0.9084598	0.1398439	0.0276214	0.1525676	0.6556178
600	0.8435519	0.1973994	0.1116136	0.9999999	0.2210891	0.8570698	0.3746370	0.0276128	0.2189279	0.5802036
650	0.8434334	0.1978191	0.1118124	0.9999999	0.3537952	0.6979662	0.6273824	0.0275206	0.2746721	0.5356680
700	0.8430972	0.1984521	0.1120518	0.9999999	0.4940255	0.5433806	0.6355522	0.0272784	0.3285215	0.4583007
750	0.8425206	0.1993435	0.1125065	0.9999999	0.5456786	0.4795548	0.5014921	0.0268613	0.4129131	0.3673084
800	0.8416172	0.2009831	0.1134799	0.9999999	0.5229625	0.4956570	0.3952940	0.0262715	0.5241550	0.3072480
850	0.8400108	0.2041585	0.1149702	0.9999999	0.4720603	0.5454831	0.3649167	0.0255969	0.6131223	0.2921646
900	0.8371273	0.2087002	0.1160856	0.9999999	0.4372040	0.5825865	0.3914653	0.0250689	0.6445439	0.3071976
950	0.8330105	0.2125094	0.1161566	0.9999999	0.4352991	0.5872851	0.4353066	0.0248209	0.6307861	0.3277903
1000	0.8289238	0.2138539	0.1156889	0.9999999	0.4531863	0.5706011	0.4592519	0.0247809	0.6056585	0.3371568

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.6709901	0.1631881	0.0549733	0.9999999	0.7970997	0.5643556	0.3473669	0.0247907	0.6045720	0.3306935
100	0.6611890	0.0792229	0.0391671	0.9999999	0.8743430	0.6138952	0.2061094	0.0247721	0.5973085	0.3380972
150	0.6967382	0.0368687	0.0349120	0.9999999	0.8805990	0.7081246	0.1334917	0.0246404	0.5786346	0.3659239
200	0.7270064	0.0212530	0.0334816	1.0000000	0.8712904	0.7987695	0.1054641	0.0244982	0.5316889	0.4163240
250	0.7425780	0.0158881	0.0327388	1.0000000	0.8629327	0.8590893	0.0963301	0.0245922	0.4641377	0.4709828
300	0.7490841	0.0139628	0.0322843	1.0000000	0.8582094	0.8912495	0.0941778	0.0249590	0.4009556	0.5139030
350	0.7515868	0.0131853	0.0320204	0.9999999	0.8560761	0.9059188	0.0942075	0.0254504	0.3559583	0.5413210
400	0.7525347	0.0128292	0.0318767	0.9999999	0.8552807	0.9116999	0.0946703	0.0259074	0.3285816	0.5565166
450	0.7529018	0.0126524	0.0318018	0.9999999	0.8550556	0.9135776	0.0950501	0.0262533	0.3134670	0.5640406
500	0.7530501	0.0125620	0.0317640	0.9999999	0.8550303	0.9139826	0.0952714	0.0264824	0.3057300	0.5673915
550	0.9375502	0.0291567	0.0911716	0.9999999	0.3011832	0.9112862	0.1366683	0.0264576	0.3031859	0.5647847
600	0.9783655	0.0901905	0.1066144	0.9999999	0.2181164	0.8605225	0.3712688	0.0264115	0.3036715	0.5608366
650	0.9674386	0.1473357	0.1106484	0.9999999	0.3512951	0.7007270	0.6280971	0.0264826	0.3102149	0.5328063
700	0.9317362	0.1786767	0.1118069	0.9999999	0.4934319	0.5441907	0.6384438	0.0264459	0.3412095	0.4590168
750	0.8949758	0.1924642	0.1124672	0.9999999	0.5463220	0.4790084	0.5034276	0.0262577	0.4166870	0.3680802
800	0.8687425	0.1987924	0.1134777	0.9999999	0.5239219	0.4946936	0.3956408	0.0258883	0.5248831	0.3073375
850	0.8527472	0.2035113	0.1149750	0.9999999	0.4726274	0.5448641	0.3643281	0.0253821	0.6134509	0.2918074
900	0.8426960	0.2085336	0.1160992	0.9999999	0.4371680	0.5825709	0.3906905	0.0249585	0.6451216	0.3068161
950	0.8353076	0.2124989	0.1161720	0.9999999	0.4349444	0.5876206	0.4349408	0.0247670	0.6313300	0.3276462
1000	0.8298123	0.2138885	0.1156976	0.9999999	0.4529029	0.5708966	0.4593939	0.0247558	0.6058828	0.3372403

0	0.8257922	0.2124613	0.1155196	0.9999999	0.4629182	0.5591571	0.4329339	0.0248070	0.6082425	0.3244082
50	0.8052549	0.2762693	0.0301239	0.5223412	0.7663251	0.2769566	0.3537934	0.0252664	0.2256713	0.2709529
100	0.7844077	0.2280788	0.0081426	0.3738703	0.8327770	0.2034686	0.2184284	0.0261646	0.2497817	0.1802819
150	0.7963197	0.2065211	0.0032092	0.3277210	0.8310965	0.2016460	0.1468591	0.0266227	0.2941860	0.1265388
200	0.8158502	0.2006495	0.0037634	0.3133764	0.8153539	0.2174314	0.1197003	0.0266042	0.3201530	0.1071381
250	0.8293655	0.1992128	0.0060811	0.3089176	0.8029518	0.2308889	0.1121355	0.0264113	0.3299915	0.1038978
300	0.8364251	0.1989050	0.0078226	0.3075317	0.7963522	0.2384538	0.1117426	0.0262410	0.3326825	0.1060564
350	0.8396045	0.1988828	0.0084023	0.3071009	0.7936830	0.2417448	0.1131940	0.0261399	0.3327913	0.1088558
400	0.8408957	0.1989061	0.0083178	0.3069670	0.7929545	0.2427974	0.1145544	0.0260924	0.3321954	0.1107985
450	0.8413788	0.1989136	0.0080601	0.3069254	0.7929588	0.2429304	0.1153851	0.0260747	0.3316182	0.1118123
500	0.8415524	0.1989067	0.0078455	0.3069125	0.7931347	0.2427977	0.1157773	0.0260704	0.3312509	0.1122244
550	0.8622890	0.2508892	0.3522762	0.7845672	0.3055702	0.6902880	0.1626929	0.0250311	0.9216820	0.1743234
600	0.7680185	0.6294001	0.3114505	0.9330369	0.2423191	0.7726395	0.3950296	0.0241713	0.8337675	0.3192110
650	0.5723770	0.7173965	0.2156093	0.9791858	0.3698023	0.6618694	0.6197010	0.0248696	0.6349324	0.4063124
700	0.4614064	0.6218334	0.1592183	0.9935303	0.4968650	0.5335628	0.6154319	0.0264407	0.5201076	0.3958337
750	0.4492558	0.4656171	0.1331394	0.9979890	0.5406372	0.4823296	0.4893078	0.0281663	0.5215860	0.3405350
800	0.5074903	0.3422374	0.1225759	0.9993748	0.5164427	0.5017523	0.3938914	0.0287346	0.5824601	0.2990355
850	0.5990040	0.2727285	0.1190240	0.9998056	0.4686243	0.5491404	0.3693954	0.0278989	0.6373782	0.2919000
900	0.6855213	0.2405743	0.1177779	0.9999395	0.4378356	0.5822465	0.3966361	0.0266870	0.6508324	0.3086866
950	0.7468591	0.2267644	0.1167899	0.9999812	0.4378049	0.5848688	0.4373899	0.0258130	0.6310409	0.3282260
1000	0.7834016	0.2199297	0.1159231	0.9999941	0.4549825	0.5687025	0.4579989	0.0253445	0.6057467	0.3363517
