"Time"	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
850	0.1123948	0.0038043	0.9311364	0.4412776	0.7964266	0.9995280	0.0941963	0.4014866	0.5927423	0.3776261
900	0.1124828	0.0038605	0.9138357	0.4551898	0.7871020	0.9997300	0.0933022	0.4042136	0.5953397	0.3826712
950	0.1125658	0.0039320	0.8965833	0.4646227	0.7816607	0.9998235	0.0928962	0.4050500	0.5997811	0.3890518
1000	0.1126586	0.0040148	0.8813588	0.4705444	0.7787627	0.9998659	0.0927138	0.4045654	0.6057834	0.3960358

0	0.1132175	0.0042825	0.8619031	0.4664957	0.7886279	0.9998987	0.0927233	0.3862753	0.6387368	0.4156477
50	0.4329314	0.0044891	0.6622319	0.3914443	0.6778042	0.9998988	0.0927191	0.3865521	0.6328819	0.3637300
100	0.7219446	0.0087676	0.3970083	0.3760283	0.5397660	0.9998988	0.0927150	0.3881710	0.6054250	0.3521183
150	0.8619990	0.0624645	0.2181064	0.4229447	0.4530623	0.9998989	0.0927036	0.3931421	0.5908429	0.4086385
200	0.9327655	0.3235106	0.1175941	0.4735861	0.4103750	0.9998989	0.0926780	0.3981963	0.6153155	0.4843895
250	0.9699908	0.6504751	0.0655427	0.5054102	0.4048878	0.9998990	0.0926492	0.3975458	0.6620023	0.5437956
300	0.9870567	0.8489279	0.0397164	0.5167502	0.4186546	0.9998992	0.0926403	0.3898495	0.7071250	0.5797305
350	0.9944298	0.9401684	0.0272920	0.5150473	0.4336067	0.9998992	0.0926689	0.3780986	0.7402081	0.5984400
400	0.9975527	0.9773863	0.0215302	0.5087017	0.4440466	0.9998992	0.0927387	0.3659349	0.7610011	0.6073404
450	0.9988662	0.9916781	0.0189983	0.5025465	0.4501788	0.9998990	0.0928411	0.3556133	0.7728474	0.6113491
500	0.9994172	0.9969838	0.0179739	0.4981415	0.4534696	0.9998985	0.0929595	0.3478857	0.7791525	0.6130934
550	0.9979820	0.9870158	0.1896159	0.6149256	0.5897274	0.9998979	0.0930762	0.3425335	0.7884529	0.7449674
600	0.9961554	0.7163790	0.3632682	0.6191327	0.7568293	0.9998973	0.0931798	0.3380633	0.8153133	0.8146555
650	0.9912341	0.3725797	0.4823916	0.5297314	0.8499013	0.9998966	0.0932748	0.3327004	0.8381385	0.7752300
700	0.9687088	0.1689672	0.6083224	0.4533886	0.8745150	0.9998959	0.0933759	0.3270865	0.8431917	0.6975853
750	0.8785795	0.0726368	0.7277669	0.4176470	0.8652461	0.9998953	0.0934848	0.3230767	0.8304385	0.6118937
800	0.6692027	0.0314018	0.8157257	0.4107151	0.8506817	0.9998946	0.0935818	0.3220919	0.8031775	0.5349230
850	0.4323690	0.0146796	0.8686539	0.4156376	0.8402040	0.9998939	0.0936371	0.3247883	0.7661613	0.4765900
900	0.2708543	0.0080990	0.8950991	0.4225660	0.8334113	0.9998934	0.0936275	0.3311425	0.7260601	0.4381222
950	0.1853563	0.0055527	0.9053685	0.4283970	0.8280306	0.9998932	0.0935486	0.3404541	0.6896231	0.4156113
1000	0.1449574	0.0045805	0.9072290	0.4332142	0.8225210	0.9998934	0.0934169	0.3514294	0.6611454	0.4039582

0	0.1132175	0.0042825	0.8619031	0.4664957	0.7886279	0.9998987	0.0927233	0.3862753	0.6387368	0.4156477
50	0.1132204	0.0043158	0.8237356	0.3500541	0.6766115	0.9998988	0.0927539	0.3469697	0.6388555	0.4178499
100	0.1132770	0.0044924	0.7918042	0.2894705	0.5418756	0.9998986	0.0930828	0.2915938	0.6408959	0.4283038
150	0.1134652	0.0047343	0.7785573	0.3025928	0.4643463	0.9998973	0.0940822	0.2516827	0.6472564	0.4410984
200	0.1137577	0.0049324	0.7719928	0.3294525	0.4301242	0.9998932	0.0959611	0.2273203	0.6564381	0.4506608
250	0.1140652	0.0050699	0.7663794	0.3479068	0.4182043	0.9998844	0.0985284	0.2131336	0.6653983	0.4568103
300	0.1143316	0.0051719	0.7608045	0.3570209	0.4156619	0.9998699	0.1013088	0.2048081	0.6725614	0.4610915
350	0.1145501	0.0052582	0.7560378	0.3605147	0.4163359	0.9998502	0.1038717	0.1997654	0.6778918	0.4645278
400	0.1147327	0.0053328	0.7526345	0.3613759	0.4177385	0.9998272	0.1059961	0.1965912	0.6818979	0.4673785
450	0.1148876	0.0053927	0.7505636	0.3612360	0.4190332	0.9998034	0.1076438	0.1945106	0.6849930	0.4695908
500	0.1150155	0.0054358	0.7494827	0.3608269	0.4200282	0.9997811	0.1088746	0.1930903	0.6873775	0.4711390
550	0.1151077	0.0054005	0.7851122	0.5573475	0.5487672	0.9997621	0.1086394	0.2299800	0.6890498	0.4696199
600	0.1150692	0.0052345	0.7527661	0.6288491	0.6995627	0.9997572	0.1044598	0.2824213	0.6885803	0.4629246
650	0.1149699	0.0054672	0.6876479	0.5698541	0.7804146	0.9997763	0.0998255	0.3201546	0.6867316	0.4713280
700	0.1152790	0.0061338	0.6825482	0.5038942	0.8104083	0.9998083	0.0966538	0.3427540	0.6900902	0.4915202
750	0.1160717	0.0064247	0.7286592	0.4661413	0.8161616	0.9998388	0.0948381	0.3545603	0.6990684	0.5000483
800	0.1166111	0.0060658	0.7849496	0.4511945	0.8135912	0.9998618	0.0938819	0.3594484	0.7059597	0.4890914
850	0.1163975	0.0054604	0.8287579	0.4479659	0.8098096	0.9998770	0.0934044	0.3608036	0.7045594	0.4676258
900	0.1156652	0.0049354	0.8558908	0.4490315	0.8070483	0.9998861	0.0931762	0.3614041	0.6946256	0.4461038
950	0.1148395	0.0045815	0.8700364	0.4508885	0.8053240	0.9998913	0.0930678	0.3629664	0.6799268	0.4296960
1000	0.1141634	0.0043742	0.8761929	0.4524563	0.8039613	0.9998942	0.0930080	0.3660206	0.6648483	0.4191526

0	0.1132175	0.0042825	0.8619031	0.4664957	0.7886279	0.9998987	0.0927233	0.3862753	0.6387368	0.4156477
50	0.1132258	0.0043943	0.7362132	0.4668282	0.7883772	0.7597528	0.0640944	0.3838449	0.7539400	0.4221624
100	0.1135033	0.0056248	0.5690731	0.4669500	0.7895043	0.4653266	0.0329204	0.3684786	0.8782556	0.4646469
150	0.1158222	0.0104500	0.4562967	0.4658854	0.7946475	0.2838120	0.0154923	0.3449308	0.9452070	0.5396200
200	0.1287643	0.0219559	0.3934324	0.4621517	0.8042380	0.1908076	0.0071330	0.3226914	0.9755843	0.6182517
250	0.1757144	0.0398056	0.3621179	0.4553714	0.8161798	0.1471125	0.0033748	0.3059852	0.9884918	0.6804641
300	0.2722025	0.0589440	0.3484722	0.4466498	0.8280019	0.1275813	0.0017585	0.2949751	0.9938513	0.7215035
350	0.3919233	0.0740724	0.3441062	0.4376180	0.8381212	0.1191253	0.0010968	0.2883027	0.9960746	0.7450190
400	0.4963950	0.0831303	0.3442517	0.4295459	0.8459167	0.1155435	0.0008444	0.2844859	0.9970065	0.7566444
450	0.5684719	0.0869105	0.3462678	0.4230720	0.8514142	0.1140499	0.0007591	0.2823920	0.9974015	0.7611616
500	0.6095514	0.0872773	0.3487583	0.4183144	0.8549860	0.1134343	0.0007369	0.2812788	0.9975684	0.7618847
550	0.6251446	0.0772627	0.4845338	0.4150785	0.8570880	0.3533541	0.0299604	0.2813283	0.9481237	0.7491437
600	0.5826074	0.0480958	0.6645872	0.4131123	0.8575352	0.6477112	0.0617691	0.2852901	0.8908470	0.6813242
650	0.4565007	0.0252843	0.7866323	0.4124711	0.8557833	0.8292001	0.0794648	0.2930828	0.8459549	0.5867979
700	0.3146343	0.0132553	0.8552466	0.4133409	0.8520467	0.9221820	0.0878135	0.3029884	0.8013632	0.5071890
750	0.2155479	0.0078091	0.8901015	0.4156691	0.8468311	0.9658520	0.0914184	0.3143420	0.7543794	0.4541725
800	0.1612308	0.0055112	0.9060922	0.4192231	0.8404862	0.9853608	0.0928261	0.3270802	0.7102720	0.4231838
850	0.1347447	0.0045760	0.9119887	0.4237812	0.8331949	0.9938007	0.0932650	0.3407375	0.6745318	0.4066468
900	0.1225311	0.0042053	0.9124432	0.4291848	0.8251853	0.9973729	0.0933013	0.3542456	0.6491465	0.3986373
950	0.1170537	0.0040657	0.9097882	0.4352555	0.8168808	0.9988615	0.0931923	0.3663880	0.6330844	0.3954292
1000	0.1146388	0.0040224	0.9051821	0.4417035	0.8088548	0.9994750	0.0930516	0.3763061	0.6240667	0.3949121

0	0.1132175	0.0042825	0.8619031	0.4664957	0.7886279	0.9998987	0.0927233	0.3862753	0.6387368	0.4156477
50	0.2702769	0.0043469	0.7865650	0.3367552	0.5921470	0.9999086	0.0642386	0.3864886	0.6389318	0.4196948
100	0.4123046	0.0048154	0.7011344	0.2809732	0.3473520	0.9999415	0.0332161	0.3865104	0.6429006	0.4426255
150	0.4808236	0.0057924	0.6491467	0.3065578	0.1939585	0.9999694	0.0158529	0.3857218	0.6566968	0.4775064
200	0.5110278	0.0070217	0.6199016	0.3352559	0.1142904	0.9999855	0.0074893	0.3830340	0.6787462	0.5101873
250	0.5245763	0.0082054	0.6027970	0.3497459	0.0764985	0.9999935	0.0036869	0.3780478	0.7023648	0.5347839
300	0.5311679	0.0091865	0.5924882	0.3553494	0.0595627	0.9999972	0.0020153	0.3714805	0.7225634	0.5515071
350	0.5347863	0.0099268	0.5864135	0.3572643	0.0523221	0.9999988	0.0013107	0.3645299	0.7376978	0.5623262
400	0.5370102	0.0104450	0.5830047	0.3578824	0.0493944	0.9999995	0.0010398	0.3581808	0.7481636	0.5690812
450	0.5384690	0.0107839	0.5811868	0.3580781	0.0483168	0.9999998	0.0009603	0.3529493	0.7550330	0.5731472
500	0.5394395	0.0109921	0.5802587	0.3581399	0.0479989	0.9999999	0.0009614	0.3489495	0.7593714	0.5755007
550	0.3860749	0.0106701	0.6474148	0.6481451	0.2502849	1.0000000	0.0294917	0.3460604	0.7618750	0.5710754
600	0.2460050	0.0094649	0.5973044	0.8166583	0.5030802	0.9999995	0.0605709	0.3441220	0.7606701	0.5541694
650	0.1774820	0.0110650	0.4699160	0.7545255	0.6620216	0.9999940	0.0779800	0.3431950	0.7568011	0.5702438
700	0.1549945	0.0203287	0.4131850	0.6337363	0.7449306	0.9999786	0.0863779	0.3430181	0.7612716	0.6234302
750	0.1750740	0.0298343	0.4646942	0.5432836	0.7845852	0.9999568	0.0902117	0.3423445	0.7770443	0.6650596
800	0.2087697	0.0270226	0.5749825	0.4916937	0.8028881	0.9999358	0.0919286	0.3401510	0.7933626	0.6579113
850	0.2099090	0.0186705	0.6846075	0.4655752	0.8115310	0.9999198	0.0927070	0.3369355	0.7987114	0.6098704
900	0.1838353	0.0119357	0.7671966	0.4529065	0.8161003	0.9999091	0.0930794	0.3343159	0.7885635	0.5497060
950	0.1555030	0.0079876	0.8211056	0.4466205	0.8188060	0.9999025	0.0932680	0.3339135	0.7652474	0.4976356
1000	0.1358317	0.0059610	0.8535152	0.4433293	0.8201218	0.9998987	0.0933537	0.3366025	0.7350504	0.4600518

0	0.1132175	0.0042825	0.8619031	0.4664957	0.7886279	0.9998987	0.0927233	0.3862753	0.6387368	0.4156477
50	0.3583710	0.0042834	0.8667812	0.4058899	0.7883651	0.7967363	0.0927198	0.3844392	0.7252180	0.3104039
100	0.5799590	0.0042515	0.8913456	0.3585747	0.7891827	0.5476509	0.0927349	0.3727449	0.8037583	0.2069658
150	0.6864163	0.0041557	0.9210565	0.3405250	0.7930239	0.3940882	0.0928061	0.3558034	0.8269055	0.1551912
200	0.7324133	0.0040301	0.9438856	0.3331404	0.7999021	0.3154056	0.0929464	0.3416120	0.8238925	0.1320188
250	0.7517425	0.0039179	0.9584541	0.3280177	0.8078191	0.2784390	0.0931256	0.3329675	0.8153099	0.1215280
300	0.7597930	0.0038361	0.9671544	0.3232208	0.8147322	0.2619152	0.0932949	0.3289907	0.8082418	0.1165314
350	0.7631319	0.0037825	0.9723979	0.3189768	0.8196555	0.2547611	0.0934202	0.3278280	0.8037077	0.1140149
400	0.7645119	0.0037492	0.9757083	0.3157257	0.8225915	0.2517306	0.0934947	0.3279777	0.8010798	0.1126774
450	0.7650800	0.0037287	0.9778837	0.3135785	0.8240323	0.2504668	0.0935290	0.3285577	0.7996210	0.1119262
500	0.7653124	0.0037160	0.9793246	0.3123625	0.8245469	0.2499459	0.0935386	0.3291579	0.7988198	0.1114809
550	0.5200311	0.0037082	0.9786860	0.3693952	0.8245034	0.4528945	0.0935327	0.3336068	0.6049432	0.2039128
600	0.2982774	0.0037095	0.9679211	0.4143127	0.8221401	0.7018922	0.0934477	0.3609073	0.4704968	0.2948309
650	0.1917323	0.0037341	0.9481781	0.4329104	0.8127411	0.8554196	0.0931975	0.4020007	0.4698275	0.3413866
700	0.1456975	0.0037878	0.9276123	0.4444987	0.7964106	0.9340887	0.0928894	0.4311940	0.5106970	0.3648176
750	0.1263688	0.0038617	0.9093847	0.4571665	0.7792844	0.9710507	0.0926487	0.4410345	0.5493547	0.3787570
800	0.1183537	0.0039453	0.8923214	0.4704358	0.7670006	0.9875734	0.0925069	0.4376905	0.5770629	0.3887821
850	0.1150804	0.0040359	0.8753234	0.4812109	0.7613005	0.9947276	0.0924460	0.4288044	0.5959453	0.3972305
900	0.1137922	0.0041344	0.8592426	0.4875444	0.7609757	0.9977583	0.0924388	0.4190891	0.6094642	0.4051308
950	0.1133390	0.0042380	0.8460647	0.4894788	0.7638622	0.9990222	0.0924624	0.4105101	0.6200804	0.4126101
1000	0.1132383	0.0043366	0.8373213	0.4882549	0.7681020	0.9995431	0.0925005	0.4034883	0.6290301	0.4191780
