"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
300	0.3452314	0.8680882	0.6938493	0.0374277	0.0101490	0.9664525	0.1413229	0.5421090	0.8793094	1.0296173
350	0.3767709	0.8405544	0.6681729	0.0303908	0.0027402	0.9672109	0.1691407	0.5527157	0.9081524	0.9472355
400	0.3671383	0.8689379	0.6498726	0.0437114	0.0034105	0.9334849	0.1429583	0.5665108	0.8274932	0.9005853
450	0.3908356	0.7738948	0.6526709	0.0358432	0.0039344	0.9920140	0.1749705	0.5720602	0.9161717	0.9755579
500	0.3183795	0.8780429	0.5739669	0.0343315	0.0061912	1.0052027	0.1907230	0.6548863	0.9208443	0.9942086
550	0.1151925	0.9605418	0.2370579	0.0306629	0.1822034	0.9973172	0.1918921	0.2946229	0.8483447	1.0589139
600	0.0745016	0.9384534	0.1032135	0.0356358	0.2138209	1.0052501	0.2189939	0.1783477	0.8772192	1.0311802
650	0.0550209	0.9490766	0.0495938	0.0807565	0.2159686	1.0225040	0.1878201	0.1649155	0.9459586	0.9535071
700	0.0501371	0.9338472	0.0336825	0.0671943	0.2160157	1.0013082	0.1272147	0.0982569	0.8956240	0.9733396
750	0.0433865	0.9492920	0.0174063	0.0703231	0.2179930	0.9546203	0.1151972	0.0829389	0.9700124	0.9679470
800	0.0759161	0.9321104	0.0231634	0.1476378	0.3108214	1.0257303	0.0994440	0.0798957	0.9102210	0.9839801
850	0.1007667	0.9737431	0.0217370	0.1836539	0.2691663	1.0033321	0.0596739	0.0681944	0.8676655	1.0548128
900	0.1007116	0.9277488	0.0199831	0.1187471	0.2867124	0.8801703	0.0769848	0.0661127	0.8691794	1.0569746
950	0.0738848	1.0643234	0.0072881	0.0616625	0.2866218	1.0090860	0.0743132	0.0599771	0.8659920	0.9267666
1000	0.1069729	0.9873442	0.0135243	0.1172140	0.2564833	0.9944362	0.0585183	0.0465207	0.8868361	1.0785799

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.3614619	0.9567347	0.0160611	0.0564335	0.0490803	0.9023540	0.0680900	0.0515887	0.9041650	1.0010551
100	0.5241167	1.0132670	0.0168528	0.0321255	0.0195593	0.9014110	0.0455800	0.0524372	0.9026763	1.0217356
150	0.6239097	0.9797376	0.0208691	0.0497531	0.0167118	0.8526672	0.0329539	0.0696628	0.9274165	0.9695930
200	0.6156987	0.9028105	0.0148649	0.0416643	0.0170050	0.8778393	0.0529831	0.0727590	0.9216947	1.0112070
250	0.5701941	0.9567076	0.0140802	0.0280881	0.0198178	0.9100027	0.0439739	0.0486598	0.8665245	1.1002683
300	0.6083423	0.9753583	0.0100762	0.0312172	0.0097571	0.8293092	0.0405149	0.0535878	0.8093010	1.0561217
350	0.5500674	0.9158479	0.0105637	0.0290133	0.0126318	0.7782509	0.0564126	0.0633352	0.8976129	0.9810067
400	0.6522754	0.9566175	0.0191342	0.0380803	0.0159987	0.7778235	0.0531427	0.0524584	0.8035441	0.9611406
450	0.6072288	0.9829005	0.0162192	0.0240965	0.0060418	0.8366831	0.0513724	0.0393848	0.7674691	1.0522902
500	0.6491842	1.0925735	0.0245425	0.0396513	0.0120990	0.8426958	0.0546467	0.0644336	0.8164029	1.0043543
550	0.2309282	1.0349101	0.0226233	0.0542985	0.2875396	0.9668562	0.0580701	0.0383490	0.8882336	0.9362637
600	0.2051343	0.9882165	0.0196578	0.1179314	0.3219410	0.9565717	0.0533717	0.0664140	0.8042580	0.9788720
650	0.2211386	0.9611768	0.0223472	0.1629774	0.3341118	0.9350344	0.0619632	0.0543427	0.8256779	1.0685631
700	0.2818499	0.9933581	0.0244771	0.2479957	0.3038134	0.9494647	0.0696110	0.0514849	0.8583593	0.9956735
750	0.1222760	1.0548966	0.0200676	0.1225014	0.2834922	0.9669144	0.0627241	0.0573638	0.8539449	0.9752072
800	0.1268461	1.0046492	0.0131564	0.1260630	0.2817187	0.9980158	0.0424899	0.0714284	0.8343410	1.0206360
850	0.0613776	1.0182726	0.0209866	0.1090285	0.2322090	1.0093059	0.0727386	0.0632740	0.8872974	1.0061794
900	0.0493189	1.0199907	0.0207554	0.0745578	0.2405720	1.0340394	0.0462344	0.0599475	0.8323834	1.0503987
950	0.0758054	0.9218431	0.0197548	0.0751598	0.2479921	1.0692772	0.0364051	0.0639518	0.8629025	0.9632019
1000	0.1240402	0.9817355	0.0157774	0.0913705	0.2332436	0.9307614	0.0589352	0.0586458	0.8175937	0.9236061

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.3432712	0.7752802	0.4096134	0.1068843	0.2880790	1.0549604	0.1358982	0.0642880	0.9420243	0.9774878
100	0.3799783	0.7009497	0.5398567	0.1068059	0.2799241	1.0432960	0.3179538	0.0781262	0.9622460	1.0356786
150	0.4609486	0.6998254	0.6002228	0.1223765	0.2385292	1.0217361	0.4365063	0.1692160	0.8741001	0.9746451
200	0.4298518	0.7056900	0.6481274	0.0953483	0.2716943	0.9665896	0.5319543	0.4178640	0.8832959	1.0002870
250	0.4979508	0.7248334	0.6403627	0.1558213	0.3179738	1.0018802	0.3896143	0.6604244	0.8239024	0.9493999
300	0.4570563	0.6605349	0.6369002	0.1610844	0.3023577	0.9031026	0.2205689	0.5092633	0.8608429	0.9911860
350	0.5317635	0.6660330	0.6319212	0.2852588	0.3448761	0.9256329	0.1640603	0.3871975	0.7564866	1.0426199
400	0.5430128	0.6492495	0.7147745	0.2373312	0.3235124	0.9494493	0.1602316	0.1802515	0.8254890	1.0014290
450	0.4780644	0.6757449	0.6518378	0.1287325	0.2998708	0.8882007	0.3073045	0.1664023	0.8046583	1.0623552
500	0.4289165	0.7122348	0.6299139	0.2156596	0.3457224	0.9125344	0.4222640	0.3146599	0.8994339	1.0698785
550	0.2957047	0.9121954	0.2663078	0.2188270	0.3439244	0.8294810	0.3972222	0.5219998	0.8649986	1.0741815
600	0.1964002	1.0327624	0.1032743	0.2229415	0.4013518	0.9624115	0.2901381	0.5256368	0.8837897	1.0044419
650	0.3419191	0.9506728	0.0553458	0.2786938	0.3393810	0.9087036	0.1932788	0.4624205	0.8731534	1.0328189
700	0.2649817	0.9991952	0.0306299	0.2106519	0.3022206	1.0058054	0.1222088	0.2506391	0.9566775	1.0608889
750	0.2972595	0.9589656	0.0295026	0.3200698	0.3337998	0.9966677	0.0953076	0.1412372	1.0072961	1.0001271
800	0.3046431	0.9855401	0.0496134	0.3248680	0.3084270	1.0399195	0.0586887	0.0920390	0.8306699	1.0275662
850	0.1845484	1.0783761	0.0426646	0.1546199	0.2273797	1.0235590	0.0716335	0.0731061	0.9308486	0.9780392
900	0.1076075	1.0659631	0.0342500	0.0867255	0.2924916	0.9649344	0.0726159	0.0589345	0.9200919	1.0685679
950	0.1092116	1.0172942	0.0254164	0.1384800	0.2915455	0.9627451	0.0576946	0.0687496	0.8211237	1.0546259
1000	0.0709888	1.1083485	0.0173058	0.0975357	0.2479264	0.9568211	0.0612738	0.0555071	0.8423152	0.9897428

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.5553120	0.9666285	0.0069207	0.2122785	0.2075508	1.0277362	0.0467969	0.0553175	1.0221674	0.9808975
100	0.7502920	1.0637801	0.0179313	0.1826058	0.1782838	1.0542321	0.0445593	0.0700496	1.0208507	1.0058817
150	0.8490898	1.0138664	0.0167949	0.1853581	0.2452052	1.0471598	0.0502500	0.0570097	0.9141818	0.9699134
200	0.8425459	1.0231606	0.0178966	0.2096452	0.2699423	0.9673562	0.0634587	0.0536083	0.9552072	1.0351366
250	0.8363161	1.0326705	0.0178631	0.2096043	0.2867267	1.0140629	0.0904565	0.0517507	1.0100689	0.9310090
300	0.8334731	0.9938003	0.0301022	0.2801686	0.2644765	0.9921525	0.0784343	0.0619139	0.9416116	1.0380507
350	0.8955583	0.9855075	0.0338524	0.2572166	0.2666935	0.9564141	0.0796433	0.0577857	1.0348491	0.9538605
400	0.8707168	1.0549994	0.0301475	0.3150415	0.2543144	1.0236876	0.0762200	0.0689066	0.9784679	1.0852732
450	0.8864997	1.1018468	0.0300956	0.2879422	0.2453202	0.9788067	0.0668897	0.0546616	0.9177539	1.0415523
500	0.8558881	0.9872490	0.0152117	0.2714094	0.2760257	0.9991368	0.0841396	0.0617500	0.9667614	1.0183744
550	0.3855083	1.0382402	0.0254403	0.1865553	0.2951613	0.9578613	0.0930003	0.0717881	0.9035424	1.0144266
600	0.2287789	0.9829144	0.0199766	0.1548388	0.2877420	1.0592729	0.0699306	0.0515209	0.8683695	0.9756315
650	0.1537923	1.0183129	0.0144077	0.1260818	0.2787852	1.0756182	0.0721436	0.0635343	0.8568955	1.0076919
700	0.1169164	1.0039676	0.0136551	0.1194874	0.2208006	0.9594669	0.0620393	0.0680100	0.8285700	1.0178642
750	0.0899889	0.9060775	0.0125008	0.0809701	0.2674031	0.9111823	0.0611343	0.0699003	0.8347292	1.0277613
800	0.0868733	0.9090558	0.0124992	0.0785844	0.2975132	0.9619042	0.0518628	0.0601320	0.8170378	0.9498815
850	0.0682951	0.9789077	0.0155554	0.0673174	0.2498385	1.0239349	0.0543496	0.0642458	0.8584495	0.9547981
900	0.0609679	0.9949186	0.0100638	0.0751498	0.2258521	0.9939645	0.0470784	0.0637837	0.8355923	1.0311863
950	0.0648287	1.0049513	0.0061186	0.0896288	0.2393120	1.0353825	0.0361626	0.0649876	0.8950789	0.9471467
1000	0.0582921	1.0385243	0.0113418	0.0828318	0.2271685	0.9927694	0.0559963	0.0576208	0.9051207	1.0610759

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.1510501	0.9911577	0.0241338	0.1619932	0.2266248	1.0268118	0.0588820	0.0474518	0.8975489	0.9630652
100	0.1202458	0.8926452	0.0255276	0.1410121	0.2186675	1.0248803	0.0650312	0.0416064	0.9103038	0.9031429
150	0.0702367	0.9889834	0.0239251	0.0700929	0.2168684	1.0343983	0.0422974	0.0440283	0.8817313	0.9040892
200	0.0645503	0.8968532	0.0196801	0.1256095	0.2304568	1.0303469	0.0634358	0.0405780	0.8598898	1.0204650
250	0.0729099	0.9953751	0.0197820	0.1012742	0.2071955	1.0172115	0.0634744	0.0360345	0.9293635	1.0295687
300	0.0856370	1.0655737	0.0131827	0.0902615	0.2207837	0.9795674	0.0544312	0.0326382	0.8730951	1.0196843
350	0.0663057	1.0134688	0.0179617	0.0554991	0.2767759	0.9232538	0.0496354	0.0356424	0.8512369	0.9462822
400	0.0945022	0.9599994	0.0142989	0.1164998	0.2582331	0.9261801	0.0362964	0.0670167	0.8151186	0.8988708
450	0.0962157	0.9747312	0.0127208	0.1231413	0.2305831	0.9693192	0.0563559	0.0412971	0.8638534	0.8543601
500	0.1041230	0.9757115	0.0110929	0.1162482	0.2060910	0.9388559	0.0604137	0.0540180	0.8360992	0.9250388
550	0.0636143	0.8645887	0.0197615	0.0881727	0.2768989	1.0129951	0.0561751	0.0500327	0.7981663	1.0026175
600	0.1122428	1.0482629	0.0077605	0.1377455	0.2616107	0.9438493	0.0660406	0.0652540	0.8651319	0.9725916
650	0.1812896	0.9729487	0.0114090	0.1973811	0.3447838	0.9129891	0.0686686	0.0718924	0.9216685	1.0676038
700	0.1829489	1.0072384	0.0129278	0.2101708	0.3206969	1.0103171	0.0631474	0.0461676	0.8203439	1.0005114
750	0.2472177	0.9889163	0.0235978	0.3266260	0.3684763	0.9158037	0.0560109	0.0311509	0.8082182	1.0194739
800	0.3011504	1.0289914	0.0200565	0.3771932	0.3430386	0.9307637	0.0863781	0.0623129	0.8692157	1.0299844
850	0.2510816	0.9947597	0.0286903	0.2133809	0.3203766	0.9789105	0.0654735	0.0448987	0.8206226	1.0247510
900	0.2312429	0.9513518	0.0294333	0.1985283	0.2768481	0.9852352	0.0745388	0.0556406	0.7761216	1.1648619
950	0.1722150	0.9280348	0.0138168	0.2027562	0.3070873	0.9969631	0.0494257	0.0465432	0.8871806	1.0849237
1000	0.1746480	0.9746052	0.0173192	0.2036163	0.3415505	0.9796430	0.0717666	0.0479168	0.9603239	0.9865994

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.0658860	0.9138772	0.0227831	0.1508150	0.3381765	0.5475405	0.4667944	0.5733579	0.8714104	0.5374917
100	0.2142940	0.9345472	0.0121191	0.2724345	0.4283253	0.4183064	0.6411986	0.7070547	0.8104102	0.4026140
150	0.4624754	1.0574544	0.0253586	0.5583910	0.5327435	0.3150292	0.7079483	0.8555226	0.8196539	0.4825524
200	0.6828864	0.9284640	0.0573319	0.6142560	0.4881543	0.2778085	0.7635237	0.9024089	0.7785034	0.4729117
250	0.6489361	0.8795963	0.0986881	0.5331464	0.5141037	0.2895895	0.8108467	1.0334606	0.6645968	0.4676057
300	0.8034920	0.8751326	0.1422888	0.6113923	0.5069768	0.2648345	0.7693355	0.9723193	0.6086545	0.5270385
350	0.7910758	0.6923067	0.2048954	0.5680883	0.4822816	0.2346859	0.7761202	1.0649062	0.6619399	0.4577101
400	0.7800948	0.7628043	0.2207494	0.5478654	0.5269484	0.1982898	0.7940620	1.1044611	0.6895355	0.4621443
450	0.7737897	0.7961609	0.1916000	0.6089676	0.5362907	0.2382286	0.7048286	1.0048981	0.6402298	0.4599978
500	0.8752727	0.7810322	0.1967625	0.6379672	0.5974410	0.2298022	0.7314483	0.9977743	0.6014469	0.4035577
550	0.8541082	0.7408303	0.2107801	0.6261566	0.5769866	0.5709507	0.3224513	0.8999019	0.6553345	0.8508963
600	0.8428075	0.6802590	0.2711672	0.6713973	0.5369036	0.7469748	0.1432356	0.6024227	0.7552859	0.8375792
650	0.7945959	0.6363537	0.2775158	0.5632386	0.5210630	0.8599290	0.0929494	0.2609939	0.7850712	0.9119123
700	0.7645840	0.7641138	0.1851538	0.5860077	0.4411090	1.0045223	0.1276899	0.0975405	0.8542036	1.0037742
750	0.6694206	0.7817939	0.1976118	0.5466154	0.3803735	0.9309048	0.2085028	0.0927305	0.8765394	0.9536284
800	0.4762929	0.7425114	0.2098049	0.3709913	0.3472373	0.9242934	0.2811587	0.0964140	0.8852080	1.0283937
850	0.3854701	0.9366790	0.1206215	0.2572307	0.3347347	1.0283217	0.2649357	0.1195879	0.9154520	1.0033022
900	0.3022768	1.0427255	0.0743345	0.2523069	0.2844145	0.9782979	0.2671308	0.2522455	0.8456802	1.0321156
950	0.2293037	0.9783713	0.0330508	0.1933802	0.2886361	0.9240779	0.1492110	0.2448681	0.8201502	0.9881921
1000	0.1746472	0.9593702	0.0230990	0.1672781	0.2472432	0.9227516	0.1248894	0.1729157	0.9405441	0.9730893

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.4480186	0.5703966	0.0193836	0.2958540	0.0549588	0.9456325	0.4260383	0.0698040	0.8480467	0.9483558
100	0.5885078	0.3920811	0.0160155	0.2865195	0.0181535	0.9277861	0.5679455	0.2739484	0.8510044	0.9579834
150	0.6747151	0.3539139	0.0277467	0.2736220	0.0181961	0.8847824	0.5959820	0.6245005	0.9075858	0.9818842
200	0.8219595	0.4124171	0.0212459	0.2891601	0.0216776	0.8200534	0.6488523	0.8439744	0.8777338	0.9821761
250	0.7695263	0.4319674	0.0313731	0.2796219	0.0296230	0.8576473	0.5793727	0.9318455	0.8668010	0.9802107
300	0.7904366	0.3543631	0.0321707	0.2951570	0.0207369	0.8372247	0.6580385	1.0552540	0.9034107	1.0747169
350	0.6835898	0.3568937	0.0356795	0.3185036	0.0139600	0.7622129	0.6993825	0.9917709	0.9272988	1.0839703
400	0.6771919	0.4028079	0.0380414	0.3249187	0.0197408	0.8023030	0.6050714	0.9950224	0.9374728	1.0353672
450	0.7348099	0.4254449	0.0199555	0.3131714	0.0159838	0.7183646	0.6151953	1.0063058	0.9520696	1.0728935
500	0.7884724	0.3935326	0.0141096	0.3050106	0.0268326	0.7936315	0.6100942	0.9917494	0.8849529	1.0592525
550	0.2995512	0.8070681	0.0344580	0.1043288	0.3911028	0.8641856	0.2487768	0.9781489	0.8797744	0.9762909
600	0.4574019	1.0348191	0.0213488	0.3106580	0.4561461	0.9103115	0.1208694	0.6354197	0.9134387	0.8938617
650	0.6128892	1.1632792	0.0444611	0.5653418	0.4277524	0.8717806	0.0560401	0.2958625	0.8901926	1.1059518
700	0.6029550	0.9950811	0.0852780	0.5374669	0.3720694	0.9554733	0.0440069	0.1523854	0.9475142	1.0112064
750	0.4341503	0.9799286	0.0863849	0.3239373	0.2989200	0.9209678	0.0853091	0.0888819	0.8147367	1.0322559
800	0.3214210	1.1193915	0.0699862	0.2703258	0.2294370	0.9056221	0.1008173	0.0462271	0.9143372	0.8716073
850	0.1537167	0.9477795	0.0491232	0.1077046	0.2410994	0.9053186	0.1172377	0.0793838	0.8569118	1.0433114
900	0.0962258	0.9071064	0.0262606	0.0898264	0.2824917	0.9643308	0.0869944	0.0500209	0.9040223	0.9708293
950	0.1143713	1.0436553	0.0163105	0.1635973	0.2647673	0.9908875	0.0618223	0.0419824	0.9090154	0.9436962
1000	0.1004069	1.0939561	0.0100608	0.1446332	0.2569629	0.9794970	0.0651164	0.0405457	0.8585741	0.8749258

0	0.0900299	0.9848965	0.0148285	0.1045786	0.2647249	1.0638111	0.0478035	0.0547005	0.8941650	0.9378282
50	0.0661789	1.0693505	0.0111380	0.0833473	0.3078945	1.0276911	0.0600525	0.0493539	0.8874330	1.0451211
100	0.0676958	0.9735133	0.0206759	0.1099435	0.2750295	1.0335655	0.0389367	0.0570968	0.8336943	1.0027048
150	0.0904224	0.8306849	0.0194749	0.1390547	0.2508611	0.9793959	0.0445762	0.0536730	0.9210729	0.9245474
200	0.0862232	0.9838262	0.0194714	0.0961210	0.2377213	1.0315097	0.0655320	0.0646312	0.8285772	0.9652904
250	0.1099428	1.0041014	0.0158984	0.1153088	0.2830856	0.9782547	0.0701943	0.0483519	0.9033654	0.9464330
300	0.0861561	1.0655787	0.0077067	0.0719799	0.2710998	0.9946338	0.0557302	0.0430484	0.8434174	0.9655552
350	0.1180813	1.0096776	0.0104867	0.0839217	0.2830985	1.0214851	0.0549557	0.0604936	0.8861058	1.1282763
400	0.1206145	0.9712972	0.0211263	0.1095728	0.2652444	1.0355564	0.0626037	0.0526622	0.8332820	1.0470752
450	0.1467429	0.9598607	0.0129026	0.1589382	0.2347666	0.9859752	0.0591425	0.0678344	0.8779655	0.9815324
500	0.1043230	0.9594968	0.0140207	0.1318043	0.2499434	0.9338427	0.0614831	0.0654216	0.8498876	0.9684485
550	0.0985204	0.9503991	0.0231545	0.1094799	0.2954717	0.9958011	0.0583461	0.0522308	0.8658355	1.0630210
600	0.1154806	0.9691989	0.0187305	0.1502299	0.2984275	1.0609463	0.0531600	0.0568611	0.9265085	1.0291215
650	0.1111068	0.9995845	0.0176017	0.1454716	0.2878287	1.0148881	0.0481440	0.0455379	0.8646317	1.0031425
700	0.1241959	1.0521912	0.0194878	0.1638893	0.3068645	1.0279161	0.0680945	0.0698546	0.9057185	1.0014120
750	0.1206935	0.9568990	0.0140495	0.1672719	0.2910020	1.0844316	0.0665076	0.0651644	0.8651130	0.9534149
800	0.1381073	0.9311059	0.0161897	0.1499541	0.2441662	1.1192144	0.0652189	0.0516793	0.8323547	0.9526591
850	0.1176312	1.0099693	0.0125822	0.1214347	0.2300690	1.0614291	0.0740240	0.0657160	0.8254557	0.9916361
900	0.0746945	1.0511080	0.0238247	0.0689318	0.2500642	0.9676110	0.0440292	0.0521979	0.9592582	0.9483804
950	0.0830593	0.9524893	0.0246127	0.1001053	0.2622974	0.9792430	0.0393406	0.0527613	0.8523864	1.0382469
1000	0.0441178	0.9772364	0.0159163	0.0943833	0.2645136	1.0259566	0.0309337	0.0604869	0.8458274	1.0064454
