"Time"	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
800	0.7919623	0.0194481	0.1825091	0.6088959	0.6782288	0.2230406	0.2412146	0.5219145	0.3353181	0.7177031
850	0.7025012	0.0257753	0.1929955	0.7650731	0.5551970	0.2151567	0.2067210	0.6012856	0.2840625	0.7857886
900	0.7291312	0.0188147	0.2134659	0.7091217	0.4952808	0.2765918	0.2119855	0.5884957	0.2928742	0.8024373
950	0.6732660	0.0410650	0.3051396	0.5306108	0.5592678	0.3139024	0.2181468	0.6685589	0.2540528	0.6791192
1000	0.9154300	0.0341957	0.2863420	0.6050372	0.5075307	0.3064266	0.1772147	0.5801679	0.2205297	0.6064119

0	0.7446110	0.0563703	0.2822832	0.7044939	0.5074028	0.4124245	0.1537598	0.6348420	0.3329952	0.8195062
50	0.5993645	0.1921594	0.2341664	0.7646580	0.4940802	0.3301220	0.1348479	0.6474378	0.2313432	0.6938638
100	0.2370736	0.3096455	0.1801951	0.7068576	0.4918934	0.2770505	0.1578830	0.5664024	0.3444199	0.7637710
150	0.1277522	0.2917636	0.2458353	0.5280568	0.6154251	0.3029245	0.1953232	0.6017321	0.4201559	0.8240761
200	0.0661966	0.2135728	0.1900809	0.5832473	0.6143866	0.3115273	0.2479914	0.5749211	0.2781597	0.6590438
250	0.0301336	0.2750642	0.2668568	0.6637633	0.5462282	0.3684453	0.1842958	0.6627423	0.2317589	0.7891437
300	0.0368422	0.3013544	0.2099308	0.6365010	0.3819191	0.4377850	0.1615777	0.7852431	0.3237789	0.6293176
350	0.0406128	0.2701928	0.2117153	0.6349326	0.5926326	0.3247934	0.1513845	0.7282482	0.3916261	0.7856649
400	0.0194949	0.2233250	0.2277776	0.5669216	0.6679675	0.3044834	0.1492163	0.6088330	0.2860632	0.6991425
450	0.0390061	0.2161314	0.1892657	0.5481583	0.7395911	0.3305834	0.2126914	0.5525743	0.3771730	0.6066774
500	0.0245991	0.2738796	0.2456666	0.6146428	0.7201104	0.3082067	0.2203915	0.6232597	0.3060466	0.8265942
550	0.0563073	0.0415869	0.2329595	0.5648680	0.5471524	0.2343353	0.2318020	0.5466851	0.3240054	0.6547059
600	0.3043989	0.0442955	0.2381838	0.5911824	0.4518820	0.2438330	0.2038603	0.7826946	0.3336542	0.6197945
650	0.4947666	0.0186605	0.2731209	0.7070317	0.4279071	0.3469881	0.1536848	0.7119234	0.3279902	0.6409473
700	0.6570669	0.0287846	0.1784549	0.6841250	0.4717156	0.3742042	0.0914531	0.6288496	0.3466413	0.8284412
750	0.6248694	0.0157162	0.3310083	0.6069575	0.4872058	0.3133085	0.1509092	0.4917345	0.3068558	0.7409260
800	0.8154143	0.0099503	0.3022734	0.5588045	0.5414428	0.2963186	0.1837215	0.6055709	0.2612734	0.7162549
850	0.7151119	0.0122557	0.2486711	0.5977460	0.4434669	0.3559672	0.1493277	0.5803539	0.2854733	0.7334651
900	0.7948516	0.0208189	0.2936065	0.5815432	0.4924187	0.3313631	0.1496258	0.5892027	0.2542669	0.7826778
950	0.8203935	0.0326415	0.3607996	0.5853748	0.3052263	0.2926111	0.1664511	0.6509993	0.2620122	0.7250563
1000	0.8033653	0.0240574	0.3277934	0.6977924	0.4736434	0.3876025	0.1302397	0.5387470	0.3096459	0.7772953

0	0.6592074	0.0278729	0.3356274	0.5464223	0.3825995	0.3491217	0.1322132	0.5878748	0.3603404	0.6691970
50	0.8262899	0.0311300	0.1631145	0.5494862	0.4082762	0.1923369	0.0994165	0.6445107	0.3939530	0.2422967
100	0.8907673	0.0204040	0.1288786	0.6639473	0.4449686	0.0853636	0.2037171	0.4489520	0.5612700	0.0835374
150	0.7615211	0.0167765	0.1788487	0.4796625	0.4649039	0.0829867	0.1842689	0.4234087	0.8458688	0.0257671
200	0.7897305	0.0342307	0.1462001	0.7059172	0.4954421	0.0395434	0.2375391	0.2636719	0.8901435	0.0130426
250	0.7751552	0.0257226	0.1267699	0.6130698	0.5042706	0.0449994	0.3860567	0.2509084	0.7305685	0.0365797
300	0.6995044	0.0384443	0.1393049	0.5719415	0.6301659	0.0120537	0.3569249	0.1880718	0.6352904	0.0119073
350	0.8480025	0.0137669	0.1294969	0.6444633	0.5933926	0.0429573	0.3332230	0.2016113	0.7445967	0.0233387
400	0.7493451	0.0304809	0.1951383	0.7369247	0.6319845	0.0216906	0.4271927	0.2455314	0.6784454	0.0122579
450	0.7302650	0.0160324	0.1943987	0.6373660	0.6813128	0.0169061	0.4119254	0.2288790	0.7598446	0.0197373
500	0.7298009	0.0227534	0.2089927	0.7158158	0.5236766	0.0465434	0.5138291	0.1940693	0.8688468	0.0146910
550	0.7144794	0.0178949	0.1740561	0.7525765	0.6743597	0.0907250	0.4839089	0.2494842	0.7424690	0.5951692
600	0.6858007	0.0043361	0.2062551	0.7754755	0.8003268	0.2217130	0.4861443	0.3208227	0.6239458	0.7180408
650	0.7551560	0.0259975	0.2197655	0.6669249	0.7611153	0.2119336	0.3696525	0.3879404	0.2750381	0.7451672
700	0.8148621	0.0140147	0.3425832	0.6031681	0.6020075	0.2142202	0.2796755	0.4592920	0.2677548	0.5753463
750	0.8088364	0.0563514	0.2098012	0.6084492	0.5329789	0.2191619	0.3678171	0.6309993	0.3502429	0.6654159
800	0.6688474	0.0182838	0.1942775	0.5441706	0.5362381	0.2191311	0.1693619	0.5481077	0.2435375	0.6095680
850	0.7036040	0.0142150	0.3157960	0.5758674	0.5772254	0.2964863	0.1671099	0.6252135	0.3497322	0.8169302
900	0.8249560	0.0122739	0.3038616	0.5766548	0.5455581	0.3566202	0.1682647	0.6272294	0.2152953	0.8586384
950	0.6447065	0.0293211	0.2581449	0.5573376	0.4044708	0.2678125	0.1591825	0.5260645	0.3492126	0.6874301
1000	0.8128581	0.0217358	0.1818556	0.6702948	0.5913717	0.2633255	0.1294107	0.7922430	0.2271788	0.6693779

0	0.7650853	0.0512542	0.3232892	0.5380874	0.5330031	0.2541437	0.1395893	0.6745342	0.3638381	0.7766867
50	0.5259062	0.0538512	0.1748107	0.5405466	0.4080433	0.2406478	0.1358182	0.7469793	0.1871008	0.6953254
100	0.4796069	0.0168455	0.1594635	0.5802171	0.5712018	0.2519796	0.1995320	0.8287220	0.2686153	0.6660764
150	0.4949892	0.0358766	0.2750955	0.5751571	0.4368616	0.3986486	0.1416473	0.5613049	0.2681819	0.6593866
200	0.3382087	0.0625022	0.1475676	0.6242620	0.3809421	0.3363540	0.1419324	0.7100569	0.2678207	0.7863747
250	0.3831877	0.0096289	0.1681591	0.5397629	0.4614053	0.3452674	0.1651158	0.6060172	0.3587509	0.7962644
300	0.3144155	0.0070516	0.2326735	0.5916840	0.4188940	0.3465716	0.1058706	0.5835505	0.1885205	0.6456372
350	0.4528959	0.0407029	0.1680002	0.5145253	0.3606488	0.3814717	0.1520903	0.8255672	0.2062970	0.6725134
400	0.4032957	0.0266041	0.2323962	0.6276369	0.3410856	0.4113256	0.1242509	0.7473319	0.2700149	0.7078387
450	0.3747460	0.0113426	0.1984653	0.5533166	0.4143329	0.4270749	0.1350688	0.7308308	0.2860785	0.7205321
500	0.3965654	0.0169866	0.2716647	0.6339430	0.3417604	0.3446660	0.1114167	0.6137436	0.2480234	0.7635615
550	0.5848819	0.0387807	0.2912007	0.5663917	0.2661040	0.3091936	0.1320588	0.6844339	0.2655687	0.6382503
600	0.5749301	0.0422802	0.2295225	0.4769402	0.4122390	0.3188872	0.1442393	0.5704474	0.5040916	0.8616159
650	0.7699847	0.0581792	0.2365294	0.5224070	0.3936180	0.3027877	0.1780639	0.6221782	0.2882817	0.6370369
700	0.8047460	0.0302389	0.3742821	0.5724364	0.4993355	0.2122925	0.1732512	0.6986374	0.2583433	0.7605096
750	0.7312875	0.0859724	0.2530185	0.5688203	0.5041831	0.4030087	0.1454159	0.6322188	0.2841285	0.9024744
800	0.8094755	0.0145600	0.2726131	0.6380296	0.4053852	0.3208081	0.1967991	0.5247561	0.2838390	0.8052461
850	0.7169527	0.0123962	0.2782156	0.6541727	0.4354597	0.3448369	0.2085905	0.6873390	0.3323387	0.7450259
900	0.6625543	0.0092536	0.2347230	0.6059137	0.5628601	0.2594035	0.1407161	0.6315544	0.3974005	0.6322381
950	0.7125387	0.0172868	0.2456326	0.5462393	0.3671481	0.2148398	0.1098083	0.5425746	0.3786199	0.8987893
1000	0.8300934	0.0212873	0.1918338	0.6599429	0.3579675	0.3576042	0.2307479	0.6460010	0.2805734	0.8067634

0	0.7959778	0.0237491	0.3039749	0.6476184	0.4167743	0.3560103	0.1185719	0.6323504	0.3542039	0.7561845
50	0.5449455	0.0166680	0.3117930	0.6802791	0.4190573	0.3235430	0.1460972	0.5004877	0.3959529	0.6763982
100	0.4219321	0.0287000	0.2576351	0.5725270	0.4222146	0.3694374	0.1701871	0.7327475	0.3467687	0.7304010
150	0.2869711	0.0707040	0.2797389	0.6617461	0.4333018	0.3779225	0.1500675	0.5419172	0.3026729	0.6530083
200	0.2498706	0.0139886	0.2637742	0.6056101	0.5183848	0.3928296	0.1689030	0.6581384	0.3282929	0.7667354
250	0.2565044	0.0694804	0.1799486	0.6710896	0.4394789	0.3953351	0.1555037	0.5973737	0.2964180	0.6781204
300	0.2482132	0.0081189	0.2051068	0.6621954	0.4235214	0.5213319	0.1565119	0.6480661	0.4475234	0.7712722
350	0.3065319	0.0192467	0.2010347	0.6358062	0.4179055	0.5341415	0.1759246	0.6668752	0.3473718	0.6731458
400	0.3509620	0.0312291	0.1819120	0.5175231	0.4226189	0.5412020	0.1421671	0.5924663	0.3110368	0.6588697
450	0.3078231	0.0161966	0.3138913	0.5785939	0.4652476	0.4157962	0.2004880	0.5337543	0.2768790	0.7514967
500	0.3377322	0.0609341	0.2152531	0.6736846	0.4352774	0.4626380	0.1785935	0.5577550	0.3166268	0.7351042
550	0.5724299	0.0462385	0.2481456	0.6054152	0.5289551	0.4639644	0.1855119	0.5078143	0.2495418	0.7616537
600	0.5630903	0.0137122	0.2281542	0.5774193	0.5170149	0.3510611	0.2435780	0.6920314	0.3489107	0.8593355
650	0.8537527	0.0224141	0.2046665	0.7778537	0.5145716	0.3780917	0.2411127	0.6662992	0.2625207	0.6607726
700	0.7373193	0.0230154	0.2527558	0.6142042	0.4111993	0.2800432	0.1762202	0.5969577	0.2599574	0.7684074
750	0.6755862	0.0197775	0.2129291	0.6260313	0.4683842	0.3659818	0.1104145	0.5835408	0.2887757	0.8435436
800	0.8203422	0.0262592	0.2292437	0.6283935	0.4957741	0.3020260	0.1513732	0.7346089	0.1993894	0.7824588
850	0.7649596	0.0421723	0.2061312	0.5894813	0.4577017	0.3164832	0.1656178	0.7533900	0.2725408	0.8721728
900	0.8236233	0.0129812	0.3135266	0.5589237	0.4198787	0.3615456	0.2120095	0.6861019	0.3509600	0.8174329
950	0.7196809	0.0376982	0.3090226	0.6072849	0.4925283	0.3027534	0.1270866	0.6345317	0.2661449	0.6832861
1000	0.6733612	0.0104088	0.2342216	0.6585230	0.3919261	0.3373563	0.1947697	0.5073400	0.2783570	0.7244604

0	0.7820738	0.0257137	0.2505568	0.5939263	0.4843182	0.3681160	0.1286810	0.6062551	0.3607702	0.7487536
50	0.7512820	0.0286953	0.2627598	0.7150013	0.3817831	0.2583935	0.1508867	0.5117172	0.3825500	0.2554522
100	0.6816950	0.0104889	0.3229048	0.5909037	0.5427642	0.3844191	0.1798523	0.5824875	0.6105154	0.1274888
150	0.6199597	0.0479652	0.2919854	0.5756794	0.4894432	0.3699367	0.1948629	0.3828491	0.7573858	0.0869316
200	0.7010224	0.0149353	0.2627191	0.4502189	0.5872411	0.3084263	0.2000461	0.2600171	0.7687710	0.0447001
250	0.8052190	0.0230320	0.3171357	0.6344990	0.5071937	0.2921706	0.3082033	0.2916366	0.7474197	0.0561085
300	0.7540728	0.0154718	0.3879804	0.7440374	0.4802187	0.2696322	0.4027253	0.2443210	0.6499742	0.0391905
350	0.7468100	0.0222032	0.2098135	0.6668388	0.6341668	0.3483565	0.4806534	0.2066680	0.7033973	0.0503431
400	0.7510408	0.0094151	0.2832134	0.5634820	0.5917648	0.3174545	0.3511172	0.3069689	0.7532498	0.0646384
450	0.8418722	0.0197958	0.2240117	0.7034097	0.6231901	0.2351170	0.3234891	0.2976731	0.8991169	0.1099914
500	0.6844341	0.0342222	0.2500882	0.6951177	0.6734545	0.3082532	0.4966628	0.2139874	0.7608664	0.0568281
550	0.7746866	0.0247533	0.1973892	0.6318348	0.5579842	0.2265275	0.4075145	0.1945313	0.7017076	0.5380668
600	0.6553032	0.0313124	0.1586005	0.7534439	0.5308561	0.2365668	0.4668028	0.3499643	0.4615835	0.6269382
650	0.7150753	0.0422042	0.1664102	0.7479091	0.6041847	0.2206992	0.4215548	0.3724196	0.2917068	0.7730875
700	0.7914963	0.0280887	0.1824206	0.8026041	0.5447622	0.2337168	0.3010658	0.4714639	0.3132151	0.6805414
750	0.7683761	0.0069493	0.1893789	0.7899853	0.5539358	0.2640242	0.2543340	0.5255496	0.3200667	0.6645657
800	0.7403281	0.0184058	0.2659411	0.5520987	0.6120484	0.3441877	0.2645788	0.5612073	0.3827160	0.6881679
850	0.8041838	0.0246216	0.2423990	0.7062819	0.5165696	0.2728843	0.1963834	0.5153738	0.3531901	0.6436546
900	0.8311437	0.0570646	0.1844461	0.7185718	0.5603518	0.2498004	0.1788548	0.6153362	0.2905085	0.6870501
950	0.6445357	0.0324873	0.1977571	0.4832876	0.4933899	0.3100755	0.1532877	0.7281627	0.3594066	0.9067851
1000	0.7536021	0.0098987	0.1836483	0.4617045	0.4122675	0.2703441	0.1599027	0.5732454	0.2973712	0.6220591

0	0.9023071	0.0500693	0.3068885	0.6257182	0.4077495	0.2815762	0.1369729	0.5704046	0.3599509	0.6610379
50	0.6464400	0.0169478	0.2070769	0.6837960	0.4699724	0.3257040	0.1525305	0.5689411	0.3578129	0.6973076
100	0.7510678	0.0225707	0.2251283	0.6081311	0.4606914	0.2737739	0.1116567	0.5398407	0.2705403	0.8015414
150	0.7402500	0.0292063	0.1806021	0.8581160	0.4788498	0.2293865	0.2208478	0.6348728	0.2624006	0.8097304
200	0.8002610	0.0127148	0.1573182	0.6530618	0.4552308	0.3967319	0.1319635	0.6786473	0.3118997	0.8254767
250	0.7230817	0.0230498	0.1966270	0.5784541	0.4170357	0.2913874	0.1617174	0.8209745	0.2839097	0.8115009
300	0.7515222	0.0377014	0.1847448	0.8193992	0.4692072	0.2542450	0.1059789	0.7872847	0.2937107	0.7071841
350	0.7175651	0.0531919	0.2219480	0.7597487	0.4780079	0.2783103	0.1452348	0.6456527	0.2952002	0.6861984
400	0.7664056	0.0139255	0.2084803	0.7476602	0.4427128	0.3385589	0.1414592	0.5492793	0.2872312	0.8561772
450	0.6757405	0.0319353	0.1835641	0.7761976	0.3974425	0.4332483	0.1704306	0.5985680	0.2690063	0.7763213
500	0.7125505	0.0123940	0.1357548	0.7507782	0.4296969	0.3545365	0.1746377	0.7263475	0.2336704	0.7539444
550	0.7094052	0.0113148	0.3036950	0.8220126	0.4382327	0.4018138	0.1574719	0.7630884	0.1914742	0.6447701
600	0.7576397	0.0277854	0.1775693	0.6620279	0.4408716	0.2540722	0.1451402	0.7669015	0.2649341	0.6937589
650	0.8255892	0.0376814	0.1960588	0.6105786	0.3078543	0.3482400	0.1887457	0.7475322	0.2721033	0.9197890
700	0.8346688	0.0089637	0.2356821	0.4693670	0.4524553	0.2734114	0.2197645	0.6466497	0.2659733	0.8097841
750	1.0000000	0.0104688	0.3585096	0.5353819	0.4646673	0.2925994	0.1718487	0.6733886	0.3804166	0.6881430
800	0.7171494	0.0328405	0.3600351	0.7023360	0.5037205	0.3497838	0.1282734	0.6539889	0.3100063	0.6273096
850	0.6958616	0.0303544	0.2771424	0.4844291	0.4522675	0.3022859	0.1373997	0.8886973	0.2184199	0.7578856
900	0.6905571	0.0099362	0.3265634	0.7343336	0.4911097	0.2749659	0.1263293	0.6328438	0.1834412	0.7449847
950	0.8277054	0.0365156	0.3292426	0.6303362	0.4391194	0.3300305	0.1228677	0.7311140	0.2653316	0.6452362
1000	0.7251295	0.0272012	0.2354535	0.5654736	0.3700723	0.2809643	0.1252232	0.6476046	0.2188187	0.7384443

0	0.8801948	0.0300073	0.3069223	0.5693104	0.4300204	0.2622651	0.1028176	0.6392026	0.3144905	0.6686176
50	0.5963156	0.4889106	0.2773593	0.6745034	0.6617781	0.4456034	0.1672786	0.7405350	0.2433107	0.7324815
100	0.2200064	0.4225259	0.1998183	0.6262876	0.6692449	0.5227337	0.1187303	0.6258113	0.2240727	0.7257430
150	0.1485680	0.5245549	0.2393071	0.6502338	0.5972239	0.6062440	0.1499391	0.5814998	0.2464681	0.7142087
200	0.0662409	0.3555881	0.2572623	0.6873336	0.6577304	0.6183083	0.1287612	0.7079400	0.2066150	0.8892338
250	0.0168603	0.4086316	0.1653201	0.6319461	0.6492552	0.5476178	0.0836081	0.8316603	0.2750535	0.8346810
300	0.0435954	0.4362199	0.1979454	0.7525725	0.7575297	0.6336426	0.1543996	0.5984654	0.2541719	0.8457459
350	0.0234813	0.5132061	0.2410976	0.7668985	0.6709906	0.4406138	0.1388563	0.6258030	0.2324220	0.8015973
400	0.0552069	0.3576543	0.2227253	0.7134317	0.6365078	0.5170224	0.1651144	0.7944102	0.3747901	0.8373503
450	0.0536427	0.5184805	0.2934293	0.7847295	0.7285243	0.5302263	0.1696618	0.4913913	0.2278777	0.6975168
500	0.0474658	0.4421682	0.2654379	0.7430266	0.7464010	0.4856123	0.2102630	0.6002248	0.3039817	0.7968430
550	0.0274939	0.0788609	0.2465215	0.7310213	0.5107792	0.4399673	0.1427672	0.6780137	0.2887950	0.8201809
600	0.0744163	0.0413760	0.2099651	0.6571478	0.4601690	0.2864872	0.1479372	0.5773073	0.2451851	0.6974041
650	0.3981768	0.0172162	0.1711369	0.6225112	0.4863561	0.3410547	0.1975580	0.6088800	0.2357582	0.7216882
700	0.5259507	0.0342421	0.2416775	0.6160683	0.4196553	0.3126967	0.1730448	0.6030504	0.3538979	0.7160043
750	0.7498851	0.0231114	0.2687149	0.7050482	0.4434375	0.3480873	0.2212076	0.7104687	0.3622474	0.8326824
800	0.7846776	0.0255246	0.2758203	0.7043571	0.4318922	0.3425879	0.1112602	0.6067886	0.2386658	0.9259614
850	0.6261549	0.0246430	0.2242118	0.5584661	0.4408664	0.3322313	0.2085340	0.5457366	0.2188690	0.7849261
900	0.9023591	0.0281089	0.2540880	0.6706825	0.3754845	0.4032640	0.1247167	0.5603575	0.2570798	0.7628200
950	0.8453423	0.0376178	0.2685341	0.5020624	0.5101162	0.2849013	0.1754587	0.5849021	0.3151955	0.7540913
1000	0.7928688	0.0311776	0.2581831	0.5042207	0.4345834	0.3081840	0.1528192	0.6393172	0.2778249	0.6900902

0	0.7896653	0.0295522	0.2811339	0.6303610	0.3868313	0.3271932	0.1283600	0.6865230	0.2708917	0.6775865
50	0.3990606	0.0176541	0.2252851	0.6445797	0.5944531	0.2535497	0.1325092	0.6583965	0.2706152	0.7839238
100	0.3168524	0.0640476	0.2541329	0.5550235	0.5346102	0.2419848	0.1917601	0.5865775	0.3227863	0.7280016
150	0.2917479	0.0269547	0.2629293	0.6834163	0.5546693	0.2203453	0.1747421	0.7426495	0.2954835	0.6728106
200	0.3252687	0.0259122	0.2774012	0.6558289	0.5509371	0.2274767	0.2293521	0.6749426	0.2931792	0.7804484
250	0.3099354	0.0558873	0.3635721	0.6036207	0.4275877	0.2089231	0.1663444	0.5756243	0.2797129	0.6083064
300	0.2967401	0.0199667	0.2066642	0.6199263	0.5183055	0.2010946	0.2398187	0.6607745	0.3101492	0.8132748
350	0.2880691	0.0261666	0.1774804	0.5510859	0.3534494	0.2107038	0.1850098	0.5189384	0.2694447	0.6976093
400	0.2688375	0.0451490	0.3249386	0.5624003	0.4413456	0.2990581	0.1806669	0.6084439	0.2837018	0.6810690
450	0.3294516	0.0480918	0.3216288	0.5473445	0.4910404	0.2784372	0.1321449	0.6456060	0.2509043	0.8166769
500	0.2380567	0.0176088	0.3038938	0.5185907	0.4483441	0.2118998	0.2326357	0.7152032	0.2468995	0.8184334
550	0.6380199	0.0231578	0.3339355	0.4459800	0.5109773	0.4077883	0.1773748	0.5028327	0.2510794	0.8307396
600	0.6946654	0.0396356	0.2744552	0.5968738	0.4759688	0.3270020	0.1661697	0.6043915	0.2227433	0.6482900
650	0.6002938	0.0174338	0.3867965	0.5814864	0.4614880	0.2664115	0.1603471	0.7674333	0.2199323	0.7326813
700	0.6246850	0.0700235	0.3198017	0.5979494	0.3508050	0.3294202	0.0943243	0.6752482	0.2261462	0.6615095
750	0.6455911	0.0591598	0.2556306	0.7522928	0.3878602	0.2509748	0.1458846	0.5508479	0.2153644	0.8047406
800	0.7308559	0.0367691	0.2319546	0.5874233	0.4756300	0.2781612	0.0848599	0.6074692	0.2943804	0.8295882
850	0.7003901	0.0338058	0.2158659	0.5324176	0.4639921	0.3058670	0.2141286	0.5130758	0.2784805	0.8101682
900	0.6338403	0.0616184	0.2579903	0.5384719	0.4690082	0.4153054	0.2319856	0.6211105	0.2424820	0.6518762
950	0.7319818	0.0314400	0.2403641	0.5804820	0.4902079	0.3180952	0.1610914	0.6235207	0.3372025	0.6504166
1000	0.7503604	0.0398960	0.3533658	0.5857693	0.5317773	0.3369508	0.2033582	0.5864771	0.2503019	0.7000517

0	0.7310336	0.0787851	0.2943518	0.6179860	0.4873868	0.4410757	0.1193231	0.7024582	0.3264083	0.6918777
50	0.6285186	0.0320617	0.2573614	0.6797081	0.8807281	0.3039107	0.1479272	0.6530919	0.2390434	0.8148483
100	0.7087628	0.0223369	0.2601151	0.5800491	0.8694961	0.3475243	0.1609279	0.6242823	0.2376299	0.6734704
150	0.6332830	0.0345429	0.2512510	0.5867813	0.6466875	0.2899334	0.1620046	0.7378172	0.2942229	0.7799015
200	0.6454319	0.0396512	0.2341806	0.7252612	0.8562496	0.3637300	0.1703862	0.6527240	0.2857555	0.7756628
250	0.7453217	0.0138521	0.1957158	0.7566123	0.7283799	0.3167630	0.2626997	0.6192381	0.2879793	0.8714177
300	0.8024285	0.0352070	0.1483838	0.8693366	0.7472304	0.3075323	0.0978216	0.6358809	0.3034358	0.7773039
350	0.7919696	0.0245622	0.2294184	0.6502549	0.6790090	0.2716484	0.1148498	0.6721175	0.2474817	0.7331563
400	0.6980104	0.0175180	0.2579186	0.7274849	0.8524107	0.3498151	0.1515140	0.5805811	0.2071978	0.7161486
450	0.7348078	0.0286051	0.2354852	0.7197798	0.7558859	0.3229013	0.1836796	0.7740159	0.1813925	0.7295339
500	0.8733258	0.0175440	0.1886947	0.6296426	0.7676560	0.3398997	0.1116253	0.5956993	0.4647435	0.7004831
550	0.7347152	0.0197048	0.2232876	0.5502862	0.4610079	0.3038951	0.1112337	0.5898616	0.2761590	0.7807718
600	0.7398746	0.0145745	0.1856242	0.5803234	0.5638589	0.3523557	0.1772638	0.7628110	0.2571040	0.8262796
650	0.7886985	0.0391868	0.2586066	0.5133842	0.4195055	0.2755891	0.1745266	0.4886100	0.1925734	0.9067990
700	0.7208174	0.0086625	0.2264888	0.5914220	0.4193449	0.2522717	0.1273840	0.6452920	0.1523938	0.8102509
750	0.6926056	0.0205539	0.2033934	0.6322858	0.4737166	0.2703333	0.1990509	0.6146956	0.2741643	0.7771616
800	0.7594510	0.0166661	0.2759663	0.7063752	0.5692846	0.2819692	0.1871521	0.6842192	0.3022747	0.6470683
850	0.7197805	0.0065737	0.2101894	0.6890214	0.4476960	0.2941356	0.2086833	0.6897771	0.3254023	0.7078446
900	0.7461353	0.0256163	0.3198913	0.5897239	0.4639531	0.2695348	0.1160872	0.8404834	0.2854084	0.7405711
950	0.7202918	0.0582869	0.2911557	0.4688312	0.4442398	0.4406219	0.0995259	0.6587399	0.2919426	0.5443303
1000	0.7567282	0.0138761	0.2597456	0.5440655	0.3707591	0.2794885	0.1155266	0.6131102	0.2339853	0.7274020
