"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
250	0.0516870	1.0306642	0.6837714	0.0826976	0.0769765	0.7893846	0.6517261	0.0077541	0.0731051	0.1085884
300	0.0346725	0.8501182	0.8600522	0.0676426	0.1070890	0.5190013	0.6431945	0.0122483	0.1858174	0.0859312
350	0.0379467	0.9523015	0.7444382	0.0442241	0.1349260	0.6636839	0.6612295	0.0537274	0.1655192	0.0634130
400	0.0298528	0.8117703	0.7988926	0.0430153	0.0844464	0.7232413	0.8399810	0.0172135	0.1148697	0.1380653
450	0.0361274	0.7491011	0.8373425	0.0349643	0.0614476	0.6812673	0.6296485	0.0109503	0.1582916	0.0640903
500	0.0352613	0.7145011	0.6909517	0.0560330	0.0628189	0.7222095	0.6222915	0.0103527	0.1120176	0.1250534
550	0.0800673	0.5798943	0.7951087	0.0686500	0.0627876	0.6588894	0.6548807	0.0238734	0.1488414	0.1026308
600	0.0771207	0.4902272	0.9551867	0.0577024	0.0463769	0.7933434	0.6621087	0.0429792	0.1667256	0.0668061
650	0.0636251	0.5217327	0.9285321	0.0179880	0.0821320	0.7263773	0.7680403	0.0468770	0.1380011	0.0915200
700	0.0483409	0.3996858	0.8076909	0.0318853	0.0717894	0.7331379	0.8286164	0.0480886	0.1778682	0.0581229
750	0.0899552	0.3619487	0.8489653	0.0477382	0.0887191	0.7909930	0.9162315	0.0541796	0.2315033	0.0972372
800	0.1159405	0.4084385	0.8250777	0.0373414	0.0704329	0.6889307	0.7790341	0.0882760	0.2468173	0.1101264
850	0.1163559	0.5525824	0.9009480	0.0412565	0.1132282	0.6218268	0.6503148	0.0392170	0.2129872	0.1427309
900	0.1267612	0.4640432	0.6490283	0.0593509	0.0981462	0.7617314	0.7943967	0.0272626	0.1696518	0.1177383
950	0.0703025	0.5496835	0.8556490	0.0437413	0.0555851	0.6628136	0.6970201	0.0257537	0.2482654	0.0877795
1000	0.0948206	0.4720817	0.7953749	0.0544947	0.0791211	0.6417214	0.6811785	0.0273706	0.2425472	0.0914962

0	0.1065392	0.5345750	0.7384574	0.0492441	0.0978966	0.7550156	0.6934198	0.0393333	0.2246154	0.0950169
50	0.0747177	0.5245424	0.7818800	0.2288119	0.0749309	0.6542621	0.7058092	0.0302722	0.2339647	0.2642507
100	0.0474477	0.5002366	0.6939580	0.5822203	0.0932963	0.6714786	0.5958449	0.0420566	0.2359833	0.2344427
150	0.0462354	0.3864534	0.4713280	0.5435731	0.1735505	0.5816531	0.7351626	0.0222082	0.2588719	0.3675440
200	0.0541386	0.3365462	0.4290980	0.6350787	0.1420542	0.5491510	0.6873370	0.0187709	0.1914300	0.4865595
250	0.0485590	0.2321833	0.4257764	0.5814077	0.1570638	0.4228974	0.8706103	0.0499990	0.1910793	0.4167702
300	0.1318068	0.2008932	0.4112103	0.6693604	0.2392794	0.4048744	0.7614747	0.0389907	0.2695314	0.4286405
350	0.1191899	0.1858238	0.4464227	0.7004860	0.2749210	0.3205345	0.7302967	0.0410404	0.4666231	0.4557306
400	0.0965034	0.1350223	0.3495219	0.6679444	0.4044037	0.4433364	0.6523222	0.0232600	0.3406583	0.6089398
450	0.1206474	0.1114141	0.3249273	0.5365289	0.4552826	0.2992584	0.6893150	0.0185353	0.3510508	0.5287279
500	0.1904074	0.0955558	0.4255475	0.6745893	0.5814186	0.2061227	0.8316050	0.0240712	0.4355195	0.5770054
550	0.4242585	0.0838433	0.3724898	0.4746843	0.6418326	0.3004258	0.8916608	0.0147387	0.3879994	0.6475667
600	0.6662257	0.1818388	0.5393135	0.4056938	0.5753333	0.2981071	0.7234736	0.0144940	0.4693307	0.6027233
650	0.7437271	0.2977147	0.5817297	0.3592943	0.5300797	0.3029967	0.6915705	0.0299203	0.4150944	0.4639332
700	0.6546732	0.2511599	0.5768878	0.3431024	0.4519583	0.3368794	0.6074610	0.0710746	0.4467465	0.3346024
750	0.6458217	0.4043595	0.8188263	0.2222515	0.5796956	0.3143922	0.8070276	0.0350630	0.3122992	0.1889149
800	0.3415920	0.5221833	0.7723089	0.2262607	0.3694050	0.3543431	0.7184715	0.0955516	0.3100634	0.2265152
850	0.3274082	0.4547589	0.8760599	0.1478527	0.3389554	0.4331153	0.6890024	0.0443876	0.2350642	0.1676941
900	0.2188123	0.4264002	0.9866516	0.1213874	0.2829196	0.5544768	0.7655498	0.0076040	0.2715401	0.1330302
950	0.0921350	0.5876813	0.8336673	0.0394678	0.2309358	0.5833486	0.6838896	0.0127179	0.1980627	0.1192073
1000	0.1820809	0.5152808	0.7895840	0.0418785	0.1423551	0.5524895	0.6615748	0.0164895	0.2211128	0.1462272

0	0.0792244	0.4953700	0.7576577	0.0778374	0.1258386	0.6808369	0.8148090	0.0511978	0.1542320	0.1043390
50	0.1641007	0.6215294	0.5724769	0.0755362	0.0895189	0.6216992	0.6491091	0.0161357	0.2518487	0.1266177
100	0.0997419	0.7723890	0.5507014	0.0740552	0.0375458	0.6845177	0.6143486	0.0168248	0.1994475	0.1119327
150	0.0660699	0.6429267	0.4735833	0.0933873	0.0718522	0.6400880	0.5202363	0.0031917	0.2140131	0.1505022
200	0.0711441	0.6323630	0.5151666	0.0791930	0.0257387	0.6764467	0.6336968	0.0013948	0.1468688	0.1311716
250	0.0645740	0.7123509	0.4621615	0.0179149	0.0904201	0.6322219	0.5507449	0.0017142	0.1650410	0.1704306
300	0.0393362	0.5667313	0.4497487	0.0218246	0.0642006	0.6449703	0.6742536	0.0085425	0.1834291	0.1493769
350	0.0292210	0.5883722	0.4460940	0.0465060	0.1045162	0.7233023	0.6374280	0.0000366	0.1964400	0.2099285
400	0.0873100	0.5930184	0.3597511	0.0723348	0.0571905	0.5808044	0.7840940	0.0000000	0.1408903	0.1518946
450	0.0792221	0.5459193	0.5648940	0.0351536	0.0664898	0.6381901	0.8375047	0.0224587	0.1434460	0.1580585
500	0.0776408	0.4301736	0.4110241	0.0628860	0.0815449	0.6196620	0.7211930	0.0009279	0.1474878	0.1663342
550	0.0607202	0.4108733	0.6162419	0.0204499	0.0664547	0.6967160	0.7313343	0.0026518	0.2218928	0.1512036
600	0.1220047	0.3409250	0.7621612	0.0603249	0.1095026	0.5812338	0.7608849	0.0226983	0.2228595	0.2045362
650	0.1261927	0.5197735	0.7435948	0.0511939	0.1177581	0.8338782	0.6598005	0.0409135	0.2025684	0.2033613
700	0.1865579	0.4976182	0.6555113	0.0659378	0.1198539	0.8484485	0.6739253	0.0485098	0.2721449	0.1701642
750	0.1617246	0.3861071	0.7842091	0.0468569	0.0832009	0.5169448	0.6490344	0.0724480	0.2483453	0.0895616
800	0.1150822	0.4602487	0.8319470	0.0586090	0.1232014	0.4829533	0.7663769	0.0259227	0.2938429	0.1356082
850	0.1503958	0.4459048	0.7748808	0.0380267	0.0932626	0.5778456	0.6065275	0.0375068	0.2390817	0.1382803
900	0.1258116	0.5873928	0.8100469	0.0380472	0.1402430	0.6051875	0.6865611	0.0259650	0.1875869	0.1411102
950	0.1180191	0.5997202	0.8023424	0.0295276	0.0711857	0.7057963	0.6964107	0.0112660	0.3293371	0.1048396
1000	0.1062664	0.4288029	0.8341355	0.0294727	0.1131157	0.7140931	0.6404638	0.0392474	0.1846843	0.0659081

0	0.1790263	0.4754511	0.7386953	0.0517967	0.1266271	0.6495182	0.8646444	0.0515921	0.1688293	0.1189252
50	0.1227618	0.4905222	0.8620352	0.1033228	0.1326850	0.6600036	0.7454051	0.0209045	0.3222396	0.0940513
100	0.0904227	0.6230666	0.7263284	0.1956700	0.0797107	0.7355370	0.9037063	0.0297495	0.2499508	0.1237245
150	0.1109422	0.8122257	0.8043196	0.2004084	0.1415211	0.6061573	0.6771498	0.0456145	0.1100383	0.1471352
200	0.0405035	0.6054615	0.9254490	0.2105701	0.0391984	0.7384058	0.7390551	0.0526898	0.0979356	0.1127690
250	0.0348471	0.6824730	0.8309316	0.2862805	0.1348976	0.6747753	0.6511033	0.0423218	0.0962353	0.1086632
300	0.0311388	0.8473116	0.8934665	0.2433824	0.0589365	0.8296421	0.7293643	0.1111283	0.0512342	0.1164275
350	0.0405136	0.6931908	0.6759262	0.3125410	0.0984094	0.7588136	0.6593994	0.0891248	0.1252902	0.0972289
400	0.0367847	0.6280103	0.8072250	0.2058815	0.1097809	0.7848876	0.7452077	0.0787656	0.0988737	0.0758193
450	0.0284252	0.6980616	0.7845967	0.2401067	0.0961006	0.7183886	0.7864242	0.1527007	0.0721657	0.0645933
500	0.0577192	0.7544244	0.8180835	0.2422867	0.1301680	0.6370702	0.8147763	0.0813202	0.1865470	0.0850085
550	0.0940683	0.5251816	0.8328534	0.1957334	0.0999891	0.6171518	0.7892821	0.0409223	0.1482440	0.1343157
600	0.0659913	0.3889230	0.6530132	0.0698362	0.1570533	0.7025436	0.6556502	0.0730091	0.1820454	0.0748495
650	0.0375454	0.4004684	0.6919349	0.1072582	0.0699325	0.5291338	0.7493776	0.0222726	0.1782501	0.1010141
700	0.1121992	0.4791935	0.9669811	0.0890988	0.0969392	0.5991935	0.6855320	0.0152593	0.3078373	0.0982385
750	0.1655235	0.5641065	0.7774366	0.0506705	0.0869396	0.7482083	0.6912252	0.0188737	0.3294359	0.0650680
800	0.0539651	0.3593621	0.8511176	0.0370556	0.0621451	0.7251563	0.5858155	0.0203566	0.2777212	0.0599640
850	0.1042417	0.5157228	0.8617531	0.0258875	0.0382195	0.7963325	0.6508227	0.0259387	0.2345750	0.0909958
900	0.1129725	0.4526660	0.7622346	0.0394836	0.0834550	0.7314981	0.8251887	0.0677909	0.1909090	0.0769736
950	0.0824217	0.5068304	0.7515376	0.0934735	0.0640336	0.6023069	0.6926155	0.0141419	0.2203717	0.1332675
1000	0.0715922	0.4476624	0.7697817	0.0252571	0.0713157	0.7344852	0.8445689	0.0217177	0.1928096	0.1282262

0	0.1434949	0.5785607	0.6596929	0.0445635	0.1061124	0.5538757	0.8066855	0.0452371	0.2245959	0.0705826
50	0.0434506	0.5964360	0.8553910	0.0450690	0.0877625	0.6681597	0.6789191	0.0485969	0.2206395	0.0585162
100	0.0249987	0.4243869	0.7281561	0.0547317	0.0994165	0.7285888	0.6355689	0.0395529	0.1897009	0.1462345
150	0.0564719	0.4537079	0.6359443	0.0406106	0.1274219	0.7362636	0.7607015	0.0176500	0.2428334	0.1426181
200	0.0874650	0.5700205	0.8623783	0.0591807	0.0665777	0.7740747	0.6844640	0.0248436	0.2234518	0.1229657
250	0.1130796	0.5219138	0.7151726	0.0404947	0.0960310	0.6781718	0.7342323	0.0158282	0.1652811	0.1100592
300	0.0706252	0.5348080	0.8820654	0.0365657	0.1393300	0.7174667	0.6829609	0.0150714	0.1501477	0.0530259
350	0.1035373	0.4201416	0.9274471	0.0464078	0.1060672	0.7918440	0.7170601	0.0518506	0.2015619	0.1090740
400	0.0921025	0.4943102	0.6979310	0.0312021	0.0823066	0.7415830	0.7548602	0.0353567	0.1599796	0.0922717
450	0.1129186	0.5297696	0.8337828	0.0579491	0.0621077	0.9291041	0.7024947	0.0232378	0.2096191	0.1008559
500	0.1035387	0.4322941	0.7808221	0.0303560	0.1053397	0.6506807	0.8054516	0.0387864	0.2034004	0.1654553
550	0.0531621	0.5603534	0.7658353	0.0341519	0.0846820	0.6456412	0.9519291	0.0162046	0.1980639	0.0632390
600	0.1157705	0.4840694	0.7109908	0.0447298	0.0697655	0.8260361	0.8231740	0.0275308	0.2457321	0.1024769
650	0.0595849	0.4375906	0.9653853	0.0367234	0.0570518	0.7665909	0.7417894	0.0208282	0.2236378	0.1002995
700	0.0689958	0.6087028	0.7361342	0.0447003	0.0580941	0.6927132	0.6029973	0.0428837	0.2497319	0.0815698
750	0.0611379	0.5080413	0.8942616	0.0323046	0.0515338	0.8324211	0.6712094	0.0456439	0.1748436	0.1119184
800	0.0602484	0.5420320	0.9408081	0.0236871	0.0630951	0.7291828	0.7338247	0.0600903	0.2328531	0.0958367
850	0.0653265	0.4925161	1.0011526	0.0511336	0.1122405	0.7656121	0.8493568	0.0514921	0.1647938	0.0705712
900	0.0856367	0.5009370	0.8567270	0.0537085	0.1252067	0.6580705	0.9177626	0.0292802	0.2003922	0.0975058
950	0.0852894	0.4972971	0.7904793	0.0217783	0.1497159	0.6854299	0.6763322	0.0362510	0.2159982	0.0743941
1000	0.0961169	0.5762155	0.7737485	0.0322597	0.0670210	0.7238895	0.7565297	0.0244567	0.1946914	0.0988750

0	0.2091248	0.5136674	0.8446600	0.0582700	0.1213442	0.7120290	0.7302039	0.0216719	0.1556352	0.1176151
50	0.1422319	0.6539057	0.4674722	0.0722660	0.0996453	0.7620930	0.5956792	0.0142424	0.2277534	0.1992244
100	0.1217536	0.5272915	0.4018819	0.0402218	0.0376639	0.8441515	0.6325413	0.0065537	0.2422064	0.2435232
150	0.0968799	0.5645796	0.4282570	0.0988667	0.1507757	0.5604371	0.5779047	0.0006801	0.2878402	0.1638930
200	0.0977354	0.4765227	0.3791208	0.0419363	0.1164161	0.5346227	0.6578641	0.0019249	0.2331282	0.2706838
250	0.1206420	0.3762433	0.5215840	0.0616147	0.1597772	0.5375003	0.7631834	0.0024755	0.1559135	0.1942330
300	0.1115775	0.5281340	0.3783020	0.0221166	0.1442176	0.5762390	0.7903482	0.0001895	0.2098644	0.2084515
350	0.0890930	0.3754986	0.4421722	0.0691858	0.1376475	0.5079541	0.8650758	0.0001082	0.2930347	0.2055398
400	0.1212640	0.3545599	0.4544164	0.0570104	0.1602130	0.5195326	0.7735664	0.0083828	0.2748472	0.2060917
450	0.1786485	0.3943423	0.4680614	0.0320415	0.1735189	0.5011348	0.7239614	0.0057383	0.2259237	0.1515342
500	0.1486799	0.4455623	0.4154265	0.0381679	0.1286186	0.5692615	0.7766029	0.0015796	0.2098628	0.2711387
550	0.1734692	0.3153727	0.6063206	0.0302221	0.1147784	0.5084627	0.6834076	0.0386613	0.2825200	0.1580285
600	0.3064195	0.4131193	0.6487685	0.0419880	0.0789050	0.5170830	0.5371112	0.0340568	0.2971772	0.1786670
650	0.2089958	0.3877797	0.7124216	0.0604485	0.1220673	0.4111481	0.6532605	0.0313859	0.2359675	0.1423496
700	0.2739497	0.4971137	0.8579615	0.0613434	0.1292735	0.6160073	0.6923725	0.0220080	0.2175005	0.1784696
750	0.1418897	0.5751786	0.8576679	0.0443297	0.1073861	0.5260735	0.7646906	0.0272647	0.3232283	0.1720175
800	0.1246231	0.5712861	0.8154910	0.0414181	0.1677302	0.5679849	0.7509102	0.0767041	0.2697743	0.0868882
850	0.1230584	0.3598649	0.6555793	0.0356525	0.1079273	0.6607449	0.7081793	0.0416783	0.2048867	0.1792444
900	0.1221679	0.4681334	0.7853669	0.0330528	0.1222112	0.7153936	0.7034827	0.0150871	0.2411297	0.1586932
950	0.1095893	0.4387792	0.8537219	0.0673683	0.0866526	0.7046972	0.7103184	0.0439671	0.2136416	0.0860897
1000	0.1053558	0.4446766	0.7915172	0.0559525	0.0937445	0.5980797	0.7332485	0.0164813	0.2470648	0.1328621

0	0.1373559	0.5754700	0.8073396	0.0561882	0.1440458	0.7460107	0.7791798	0.0443361	0.1622026	0.1059276
50	0.0912365	0.5563297	0.6632225	0.0211980	0.0735061	0.5936924	0.7916150	0.0391381	0.2214419	0.1172501
100	0.1055149	0.5339667	0.6841151	0.0749575	0.0472377	0.7692819	0.6039051	0.0161305	0.1684240	0.0862265
150	0.0430516	0.5095311	0.6868003	0.0335540	0.0213240	0.6591656	0.7244023	0.0421545	0.1985982	0.1503925
200	0.0476566	0.4485249	0.7671823	0.0729085	0.0260830	0.7037712	0.5802909	0.0618292	0.2393833	0.1173244
250	0.0700114	0.4591588	0.6751235	0.0750950	0.0483186	0.6401465	0.6285586	0.0110515	0.1927070	0.1707844
300	0.0915364	0.3399482	0.8451327	0.0645305	0.0607936	0.5419776	0.6396902	0.0161642	0.2861540	0.1111924
350	0.1175429	0.4356397	0.8627739	0.0529010	0.0419762	0.8442636	0.7941741	0.0171380	0.2643342	0.0978547
400	0.0620502	0.5006606	0.8080306	0.0317874	0.0163368	0.7163551	0.6032146	0.0380600	0.1962972	0.0826514
450	0.0737619	0.4979949	0.7333263	0.0380953	0.0130275	0.6011804	0.8337003	0.0269071	0.2162824	0.0925800
500	0.0503469	0.4115913	0.8460592	0.0453388	0.0426542	0.7401186	0.7225926	0.0283945	0.1917463	0.1389045
550	0.0873505	0.5879404	0.9255165	0.0504453	0.0750173	0.7641278	0.8886166	0.0368680	0.2189914	0.1190527
600	0.1091569	0.4068462	0.8043914	0.0501150	0.0905264	0.7182789	0.7622669	0.0232500	0.2170675	0.1226338
650	0.1308271	0.4879320	0.7401445	0.1040159	0.1376823	0.6362867	0.9969899	0.0282507	0.2615908	0.0734427
700	0.0748768	0.5685656	0.7685337	0.0858822	0.1253229	0.6106994	0.7727806	0.0299844	0.1607584	0.1129895
750	0.1034943	0.5886296	1.0578206	0.0319352	0.0988155	0.7655610	0.7674948	0.0556574	0.1763159	0.1054605
800	0.1019039	0.5499084	0.7738104	0.0552043	0.1182464	0.6104878	0.6479847	0.0413635	0.2643702	0.1217934
850	0.0629416	0.5434093	0.7835981	0.0497471	0.0916017	0.7001194	0.6797975	0.0228292	0.2370895	0.0833536
900	0.0703260	0.4539295	0.8473813	0.0403375	0.1102971	0.7510727	0.7026775	0.0251478	0.2292741	0.0864204
950	0.0796397	0.6037955	0.8749404	0.0703780	0.1291475	0.7242235	0.8515369	0.0350540	0.2081657	0.0664718
1000	0.0585476	0.5564987	0.8232244	0.0480118	0.1259934	0.5606984	0.7633581	0.0224443	0.2445274	0.0883813

0	0.1105192	0.4137395	0.7331897	0.0591196	0.1171897	0.6967200	0.7299241	0.0536279	0.1896503	0.0786588
50	0.0734399	0.4898645	0.8623880	0.2816077	0.0598961	0.7603116	0.6769194	0.0143357	0.2140726	0.0680429
100	0.1220548	0.5071868	0.7569152	0.4759540	0.0989696	0.6618409	0.7682514	0.0024611	0.2103108	0.0765138
150	0.1091220	0.6134972	0.6973993	0.6220925	0.0617348	0.7648416	0.7119532	0.0008620	0.2775369	0.1143629
200	0.1103618	0.4773601	0.4359401	0.7898558	0.0905242	0.5964666	0.6100402	0.0019814	0.1553569	0.0528280
250	0.0606959	0.4725040	0.4715056	0.7651803	0.0535789	0.6800741	0.6576040	0.0054988	0.1842331	0.0975551
300	0.0775775	0.3817140	0.3053400	0.6208668	0.0584311	0.8482177	0.7223865	0.0076353	0.1807052	0.0983474
350	0.0848917	0.4615098	0.2252240	0.9278436	0.0534971	0.6096968	0.9799228	0.0046434	0.2215273	0.1236272
400	0.1242676	0.3163710	0.2492198	0.6725053	0.0536374	0.7327477	0.6934535	0.0096814	0.2082690	0.1596435
450	0.1481207	0.4302407	0.2933599	0.6379059	0.0676490	0.7494483	0.7433861	0.0025304	0.3635887	0.2867874
500	0.1634120	0.4001743	0.3444211	0.4745912	0.0698321	0.5599872	0.5364565	0.0210692	0.3267304	0.1533829
550	0.1910465	0.2803438	0.4290503	0.4988567	0.0744849	0.5148557	0.6719632	0.0113560	0.2110686	0.1998252
600	0.2691698	0.2322091	0.7356228	0.2266985	0.1070026	0.6332977	0.6803248	0.0158318	0.3607801	0.1979853
650	0.3694378	0.3732899	0.6643771	0.1318087	0.1028954	0.6063820	0.6724102	0.0350452	0.3256284	0.1472393
700	0.3422718	0.4641820	0.8558600	0.0849973	0.0948239	0.5044360	0.8215508	0.0420736	0.3790609	0.1584176
750	0.2144261	0.6420756	0.7962704	0.0402942	0.1487234	0.4885580	0.6313753	0.0588315	0.2976628	0.2219517
800	0.1400329	0.5001961	0.9867739	0.0728307	0.1827851	0.5623307	0.7717114	0.0201597	0.2133573	0.2036608
850	0.1513776	0.4602508	0.7421935	0.0708294	0.1360574	0.5448684	0.7261684	0.0231594	0.2818444	0.1951269
900	0.1617209	0.4623348	0.8454411	0.0514379	0.1097634	0.7144852	0.7492162	0.0467126	0.1707279	0.1151645
950	0.0713925	0.4742091	0.7201909	0.0685706	0.1092877	0.7294234	0.8554067	0.0120420	0.2288980	0.1560922
1000	0.0693365	0.4256561	0.6338605	0.0733867	0.0860647	0.6939694	0.8173912	0.0412716	0.1838947	0.1045020
