"Time"	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
550	0.0350921	0.0529242	0.0346326	0.0603403	0.3991240	0.0682834	0.2098166	0.1583844	0.2285217	0.9216964
600	0.0387095	0.0584654	0.0368064	0.0717625	0.2523801	0.1011961	0.2158818	0.1201644	0.2086647	0.9610062
650	0.0553871	0.0655702	0.0440371	0.1668224	0.1589902	0.0612702	0.2031353	0.1099809	0.1731506	1.0055549
700	0.0393000	0.0731626	0.0362112	0.2779203	0.0667339	0.0631169	0.2291003	0.1003412	0.1536476	0.9676035
750	0.0359573	0.0677289	0.0631288	0.4806835	0.0411543	0.0493783	0.2332009	0.0798822	0.2157240	0.9830809
800	0.0436881	0.0638107	0.0587522	0.7437385	0.0286709	0.0529553	0.2371134	0.1658687	0.2185624	0.9610620
850	0.0457607	0.0706420	0.0454186	0.8303615	0.0229439	0.0550439	0.2032992	0.3080224	0.1787453	0.9500334
900	0.0352804	0.0705556	0.0298925	0.9287273	0.0368685	0.0686969	0.2288920	0.4111107	0.2216702	0.9261348
950	0.0355030	0.0671687	0.0427356	0.9599991	0.0335950	0.0960808	0.1911147	0.4812258	0.1971380	0.9934155
1000	0.0389629	0.0704445	0.0505697	0.8499114	0.0648417	0.0898707	0.1893139	0.5419517	0.2342878	0.9481906

0	0.0425576	0.0573834	0.0714998	0.8533645	0.0421377	0.0865390	0.2215213	0.5011872	0.2174393	1.0409963
50	0.0186474	0.0617793	0.1822110	0.9206458	0.0397443	0.0441230	0.1327684	0.7421788	0.2482579	0.7861256
100	0.0192370	0.0410839	0.3096904	0.9187837	0.0465762	0.0569460	0.1784884	0.8260597	0.2178658	0.6290866
150	0.0331687	0.0646563	0.3407751	0.8988835	0.0430303	0.0447189	0.2476951	0.9098374	0.2428485	0.4373810
200	0.0401216	0.0663091	0.4542984	0.8311619	0.0556403	0.0583759	0.2169372	1.0012785	0.3215110	0.3691274
250	0.0312903	0.0525399	0.4678003	0.8262087	0.0197393	0.0653938	0.1501414	0.9865832	0.5686200	0.3079282
300	0.0325278	0.0644652	0.5236726	0.8711056	0.0186977	0.0652566	0.1162534	0.9340170	0.6211255	0.2892502
350	0.0631427	0.0609763	0.4898260	0.8053869	0.0265052	0.0628378	0.0737784	1.0056174	0.6696233	0.2435139
400	0.0406487	0.0753052	0.4578644	0.8340111	0.0331566	0.0687673	0.0650305	1.0091830	0.6572027	0.2462630
450	0.0381016	0.0759752	0.3796066	0.8717360	0.0243995	0.0668345	0.0489334	1.0231712	0.6827234	0.2327506
500	0.0371291	0.0706804	0.4105531	0.8855166	0.0482844	0.0699177	0.0434659	0.9763784	0.7863843	0.2813559
550	0.0331709	0.0562566	0.3306390	0.9033298	0.0165299	0.0941754	0.0562426	0.9330217	0.6762577	0.4717879
600	0.0465452	0.0661681	0.1541340	0.9157236	0.0163111	0.0838548	0.0396145	0.9090425	0.4817003	0.6692519
650	0.0537531	0.0550854	0.0794277	0.9682229	0.0236247	0.1027754	0.0651049	0.7689851	0.2810365	0.8264749
700	0.0395405	0.0496148	0.0643169	0.9973871	0.0128945	0.1041227	0.1321772	0.7324810	0.2137317	0.9170004
750	0.0325734	0.0636847	0.0434741	0.9728847	0.0244609	0.0787498	0.1770237	0.5492445	0.2128553	0.9037439
800	0.0448917	0.0525550	0.0267855	1.0344118	0.0306348	0.0636079	0.2171364	0.5112200	0.2807218	0.8815061
850	0.0358853	0.0500542	0.0291446	1.0558981	0.0354876	0.0549542	0.1967803	0.5279915	0.2757107	0.8800939
900	0.0346520	0.0610554	0.0235656	1.0294131	0.0325930	0.0465945	0.1550279	0.5295813	0.2755792	0.9999351
950	0.0414701	0.0627126	0.0434837	0.9094318	0.0330390	0.0614806	0.1450974	0.6155113	0.2434596	0.9434460
1000	0.0721376	0.0707533	0.0390083	0.8356660	0.0463112	0.0580463	0.1440340	0.5998994	0.2021584	1.0334503

0	0.0425576	0.0573834	0.0714998	0.8533645	0.0421377	0.0865390	0.2215213	0.5011872	0.2174393	1.0409963
50	0.0659833	0.3258462	0.0420048	0.8714197	0.0347288	0.0743171	0.0868584	0.5700335	0.1519329	1.1023829
100	0.1112659	0.5469798	0.0576928	0.7961838	0.1089773	0.1038853	0.0311728	0.5692033	0.0592878	1.0495707
150	0.1922831	0.5397933	0.0513904	0.6876418	0.1722997	0.2471138	0.0118578	0.4499025	0.0458518	1.0261546
200	0.2772577	0.5130798	0.0672034	0.4821868	0.1644889	0.4050048	0.0444073	0.3016421	0.0307321	0.9380602
250	0.2600368	0.6152411	0.0594137	0.4254126	0.0915501	0.3469269	0.0350777	0.2151664	0.0498385	0.9852395
300	0.4006682	0.5976283	0.0656514	0.5270648	0.0655395	0.2971810	0.0427990	0.1415712	0.0368238	1.0130125
350	0.3859534	0.6073950	0.0893517	0.5850714	0.0540942	0.2329470	0.0217792	0.1538593	0.0475061	1.0728358
400	0.3654839	0.5772374	0.1195881	0.7071151	0.0582325	0.2912200	0.0475165	0.1915611	0.0418003	1.0428709
450	0.3010673	0.6097774	0.1322516	0.8577441	0.0515203	0.2465233	0.0308562	0.2807883	0.0492636	0.9909973
500	0.2580027	0.5577894	0.1019473	0.8824236	0.0382544	0.2516651	0.0479748	0.3769778	0.0355080	1.0842633
550	0.3196831	0.3441260	0.1233900	0.8532102	0.0638726	0.1636282	0.2404256	0.3866501	0.1161142	1.0479796
600	0.2612341	0.1420112	0.1372367	0.8624797	0.0784078	0.1270529	0.3000448	0.4460822	0.1581042	1.0859542
650	0.1501641	0.1110187	0.1149598	0.7884337	0.0668954	0.1132634	0.2405656	0.4473698	0.2024808	1.0286418
700	0.1086229	0.0939662	0.0631240	0.8179616	0.0460666	0.0992007	0.1770772	0.4126857	0.2218192	1.0244920
750	0.0978742	0.0471517	0.0701505	0.8031152	0.0462938	0.0814496	0.1849824	0.4572682	0.2494505	0.9533389
800	0.0562616	0.0734435	0.0556814	0.7889733	0.0379200	0.0483798	0.1539180	0.4385077	0.2559402	1.0476294
850	0.0327273	0.0529819	0.0619499	0.9480034	0.0286941	0.0779620	0.1697819	0.4495310	0.2567952	1.0577698
900	0.0529516	0.0554543	0.0431827	0.9388257	0.0382453	0.0359528	0.1670553	0.5741514	0.1893072	0.9981172
950	0.0282001	0.0525767	0.0595077	1.0015503	0.0264317	0.0345165	0.1825239	0.5825436	0.1615735	0.9904918
1000	0.0309127	0.0643596	0.0394918	1.0476202	0.0281414	0.0341175	0.2075708	0.5440803	0.2297971	1.0534172

0	0.0425576	0.0573834	0.0714998	0.8533645	0.0421377	0.0865390	0.2215213	0.5011872	0.2174393	1.0409963
50	0.0267136	0.0717508	0.1730175	0.9549662	0.0200687	0.0457902	0.1510278	0.5471461	0.2633743	1.0213712
100	0.0737177	0.1011535	0.2647106	1.0315125	0.0164090	0.0610134	0.1369999	0.5742675	0.2299160	1.0643376
150	0.0579364	0.0833736	0.4504479	1.0630151	0.0284266	0.0637873	0.1134730	0.5546809	0.2226843	1.0518325
200	0.0975194	0.1054129	0.4758788	0.9479064	0.0378833	0.0613934	0.1241001	0.5540975	0.2274814	1.0784921
250	0.0999262	0.0629445	0.4676185	0.9726319	0.0376219	0.0666639	0.1326153	0.6318131	0.2659052	1.0136733
300	0.0562927	0.0919352	0.4176289	0.9003246	0.0505228	0.0831223	0.0936755	0.7302707	0.2733879	1.0572401
350	0.0663620	0.1028194	0.4853690	0.8791460	0.0370350	0.0631967	0.0831169	0.6795632	0.2139971	0.9361366
400	0.0868541	0.0959233	0.4682300	0.8492953	0.0428430	0.0589652	0.1193165	0.6082437	0.2309382	0.8621666
450	0.0692589	0.0932205	0.4834770	0.8992419	0.0239984	0.0648973	0.1030153	0.5828548	0.2218191	0.9651985
500	0.0878834	0.1392114	0.4903451	0.9694541	0.0517443	0.0832590	0.1096175	0.5998997	0.2436682	1.0319568
550	0.1026088	0.1026534	0.3324050	0.9346669	0.0560555	0.0905802	0.1350431	0.5769865	0.2394920	1.0559447
600	0.0783327	0.0606930	0.1964192	0.8937978	0.0343469	0.0956964	0.1166777	0.5755572	0.2617751	1.0055114
650	0.0566994	0.0452097	0.1045892	0.9536410	0.0371532	0.0802422	0.1488546	0.5324666	0.2313872	1.1111419
700	0.0433338	0.0598990	0.0680731	0.8680099	0.0484252	0.0705410	0.2158394	0.5431345	0.1880531	1.0826605
750	0.0353028	0.0599468	0.0512038	0.8286073	0.0314280	0.0771127	0.1958465	0.4768301	0.2509529	1.1165861
800	0.0324606	0.0484320	0.0597834	0.8544316	0.0212175	0.0780231	0.1515940	0.4823956	0.2341369	1.0155134
850	0.0344141	0.0624381	0.0614191	0.9280107	0.0177728	0.0723739	0.1675097	0.5071064	0.2539529	1.0077877
900	0.0389084	0.0677398	0.0539444	0.9756940	0.0359289	0.0627789	0.1963311	0.5098503	0.2286590	1.1176166
950	0.0469262	0.0927264	0.0297277	0.9083860	0.0358970	0.0550797	0.1743895	0.4784943	0.2396411	1.0674242
1000	0.0425674	0.0828056	0.0372672	0.9276425	0.0359457	0.0421743	0.2102779	0.4957978	0.2175709	0.9669599

0	0.0425576	0.0573834	0.0714998	0.8533645	0.0421377	0.0865390	0.2215213	0.5011872	0.2174393	1.0409963
50	0.0484733	0.0585171	0.2777500	0.7969307	0.0301482	0.0515379	0.1972611	0.4505903	0.1982159	0.7674143
100	0.0583071	0.0558535	0.5077771	0.8366551	0.0152766	0.0895158	0.1620111	0.4962938	0.2105125	0.5876864
150	0.0356090	0.0524479	0.7102569	0.7796701	0.0171992	0.0607475	0.1594827	0.4973981	0.2570808	0.5227324
200	0.0466290	0.0753165	0.7558241	0.8194318	0.0452108	0.0742591	0.1404639	0.4816335	0.3637359	0.4924238
250	0.0575763	0.0860689	0.7621581	0.8079983	0.0507915	0.0628584	0.1191565	0.4844318	0.3353939	0.4744140
300	0.0553104	0.0946840	0.8151104	0.7250633	0.0295699	0.0552441	0.1445585	0.5139504	0.4309241	0.4219537
350	0.0928479	0.1075559	0.7743791	0.7567341	0.0421212	0.0557464	0.0909772	0.5930609	0.4534223	0.3830826
400	0.1121047	0.0821768	0.8265397	0.7839698	0.0552202	0.0707252	0.0942874	0.5876722	0.5053244	0.3404688
450	0.0770392	0.0703634	0.7291011	0.7467039	0.0520452	0.0907793	0.0676859	0.5853496	0.5063642	0.3342597
500	0.0647656	0.0770299	0.6613920	0.7127558	0.0402758	0.0909894	0.1006098	0.5529062	0.5416617	0.3219401
550	0.0523117	0.0537676	0.4808277	0.8675844	0.0436697	0.0856784	0.0786846	0.6259061	0.5552460	0.4556510
600	0.0380009	0.0739647	0.2403140	0.8680756	0.0375113	0.0811716	0.0862766	0.6372410	0.4591947	0.6409576
650	0.0471498	0.0591208	0.1481955	0.7814113	0.0388077	0.0625989	0.1105352	0.6560742	0.4433339	0.7629619
700	0.0400128	0.0324559	0.0592504	0.9046693	0.0354610	0.0823815	0.0891463	0.5962417	0.2827916	0.8994543
750	0.0292132	0.0603085	0.0512394	0.8446693	0.0432812	0.0538319	0.0865135	0.6162403	0.2482601	1.0018952
800	0.0211237	0.0668667	0.0546955	0.8653394	0.0288484	0.0529917	0.1454219	0.5780638	0.3076543	0.9121182
850	0.0250609	0.0522512	0.0334136	0.8552624	0.0317082	0.0658323	0.1545068	0.6126279	0.2581441	0.9102011
900	0.0373403	0.0564664	0.0424378	0.9575126	0.0310614	0.0700684	0.1736624	0.5483449	0.2022944	0.8176325
950	0.0502480	0.0631695	0.0354616	1.0221741	0.0137667	0.0682617	0.2478587	0.6070438	0.2094666	0.8954288
1000	0.0391557	0.0573366	0.0326460	0.9068940	0.0196462	0.0569662	0.2499764	0.6525828	0.1988897	1.0245958

0	0.0425576	0.0573834	0.0714998	0.8533645	0.0421377	0.0865390	0.2215213	0.5011872	0.2174393	1.0409963
50	0.0344457	0.0842207	0.0383915	0.8157258	0.0519600	0.0617067	0.1808088	0.5968720	0.2380578	1.0401575
100	0.0352288	0.0788339	0.0392536	0.7473227	0.0339570	0.0622509	0.1089022	0.6060686	0.2397789	1.0428423
150	0.0648674	0.0480733	0.0433678	0.8797301	0.0453684	0.0548652	0.0920711	0.5279746	0.2000636	0.9839097
200	0.0683607	0.0620826	0.0617397	0.8532748	0.0346367	0.0464491	0.1523607	0.5088613	0.2117443	0.9754148
250	0.0495974	0.0777445	0.0403543	0.9674885	0.0380589	0.0430248	0.1401158	0.4651980	0.2692408	1.0305261
300	0.0773452	0.0749548	0.0308063	0.9851399	0.0361288	0.0456612	0.1263415	0.4512895	0.2325305	0.9877627
350	0.0736310	0.0814497	0.0357112	1.0007156	0.0534857	0.0599693	0.1086825	0.5652123	0.2064977	0.9964868
400	0.0545717	0.0742836	0.0346399	0.8748339	0.0618330	0.0474947	0.1346621	0.5777064	0.2994736	1.0021409
450	0.0624589	0.0583536	0.0355996	0.7623086	0.0456573	0.0503380	0.1424197	0.5806463	0.2195748	0.9313324
500	0.0465429	0.0623520	0.0420025	0.7142313	0.0482713	0.0488558	0.1536829	0.5035647	0.2546268	0.9241882
550	0.0683108	0.0463917	0.0288705	0.8540014	0.0422261	0.0653682	0.0893836	0.4829119	0.2302973	0.8999980
600	0.0520394	0.0622399	0.0583759	0.9699750	0.0405630	0.0535884	0.1288576	0.5191180	0.2717732	0.9278702
650	0.0436323	0.0748847	0.0545894	0.9432015	0.0343463	0.0474603	0.1439386	0.5395764	0.2784574	0.9587954
700	0.0215503	0.0455588	0.0626207	0.9985249	0.0319092	0.0588833	0.1296449	0.5118332	0.2737724	1.0609909
750	0.0374834	0.0490445	0.0413128	0.9239453	0.0262701	0.0592477	0.1557551	0.6086549	0.2328662	1.0414067
800	0.0447942	0.0417414	0.0463975	0.9523734	0.0191049	0.0601659	0.1548396	0.5702226	0.2157402	1.0795642
850	0.0367769	0.0534171	0.0366778	0.9731780	0.0151337	0.0888398	0.1807334	0.5255128	0.2569665	1.0285004
900	0.0428460	0.0593316	0.0349456	1.0334052	0.0158046	0.0920893	0.2035593	0.5382165	0.2139487	1.0623765
950	0.0458801	0.0389658	0.0419047	0.9805611	0.0249549	0.0749879	0.1678705	0.6458468	0.2316430	1.0544041
1000	0.0297813	0.0626620	0.0346058	0.8838683	0.0329727	0.0671758	0.1877793	0.5956611	0.2238462	1.0072913
