"Time"	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.8670441	0.6519602	0.6108474	0.2969706	0.4513348	0.7993037	0.2818628	0.4362196	0.8713118	1.0169970
100	0.8810404	0.5148942	0.6815096	0.1277528	0.4497538	0.7380963	0.2647567	0.5029614	0.9030964	1.0188081
150	0.8884298	0.5111207	0.6825043	0.0937964	0.4640649	0.7419386	0.2416267	0.4755215	1.0173043	0.9490225
200	0.8152947	0.4537230	0.7072265	0.0979426	0.4640971	0.7681474	0.3091530	0.4904227	0.9200457	0.9860134
250	0.8124133	0.5713448	0.6368005	0.0834986	0.4235234	0.6443093	0.2989425	0.4526808	0.8866197	0.9513295
300	0.8468936	0.5236266	0.5856399	0.0635114	0.4183458	0.7346668	0.3206284	0.4697513	0.8911981	1.0139934
350	0.8708210	0.4969368	0.6013639	0.0762953	0.4205603	0.7271469	0.2926203	0.5793573	0.9691396	0.9486680
400	0.9134147	0.4625681	0.5787581	0.0883496	0.5046262	0.6739654	0.2584155	0.4618144	1.0005608	1.0383730
450	0.8676350	0.5480717	0.6447936	0.0785467	0.4162815	0.7398014	0.2512118	0.4739280	0.9671980	1.0043228
500	0.9117572	0.4571839	0.6388888	0.0865251	0.4790083	0.6399766	0.2593973	0.4879326	0.9304073	0.9741688
550	0.8269984	0.5421297	0.3465921	0.4795658	0.4194467	0.8598439	0.2814719	0.4644510	0.9308831	1.0322336
600	0.8279325	0.6378446	0.3003505	0.7155416	0.4664119	0.9929594	0.3294060	0.4945217	0.9615059	1.0122464
650	0.8903106	0.5976225	0.3525383	0.7889946	0.5355753	0.9291450	0.2794041	0.5290321	0.8567706	1.0000925
700	0.8722622	0.5329649	0.3737055	0.7286930	0.5035275	0.9927052	0.2494511	0.4318524	0.8813387	1.0263149
750	0.8374540	0.6705391	0.3789321	0.7685082	0.4873322	0.9181636	0.2794009	0.4780157	0.9350961	1.0220864
800	0.9297640	0.5903970	0.4122211	0.8361254	0.5185601	0.8485996	0.2779696	0.4910166	0.8993033	0.9789264
850	0.9454027	0.6532553	0.3665296	0.8337941	0.5133762	0.8857385	0.2824771	0.4658514	0.9353576	1.0253682
900	0.9214322	0.6611153	0.3643850	0.7729498	0.5766028	0.9141123	0.2918830	0.5368734	0.9022550	0.9773824
950	0.8867022	0.5747979	0.4056495	0.7101860	0.5408159	0.8645909	0.2794521	0.5099839	0.9197072	1.0194549
1000	0.8682500	0.5179928	0.3665939	0.7663745	0.4151612	0.8755573	0.2037116	0.5352770	0.8874182	0.9690371

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.8753171	0.3631308	0.6167364	0.3576381	0.4861673	0.8037178	0.6183346	0.5595946	0.8842517	0.8371320
100	0.7241062	0.3196696	0.6207396	0.1957616	0.5293316	0.6991191	0.6962927	0.5346332	0.8757468	0.8065765
150	0.5442609	0.3427461	0.5675127	0.1515927	0.5016564	0.6565699	0.6890838	0.6895362	0.9338138	0.8780948
200	0.4976726	0.2279683	0.6189567	0.1763798	0.5157459	0.6164617	0.7306386	0.6661475	0.9104618	0.8651462
250	0.4077130	0.1971454	0.5777516	0.1479197	0.4470312	0.5699288	0.7111608	0.6694346	0.8781292	0.8227806
300	0.2960360	0.2016266	0.5364361	0.1645688	0.4749911	0.6444039	0.6791353	0.6728196	0.8601783	0.7681885
350	0.3887673	0.2420264	0.4982458	0.1588305	0.3986996	0.6701228	0.7220381	0.6466425	0.8857271	0.8188592
400	0.4658818	0.3224201	0.5716882	0.1580299	0.4171779	0.6256610	0.7842181	0.5480581	0.7978514	0.8825318
450	0.5527564	0.3264221	0.5835386	0.1631638	0.4353504	0.6134169	0.7136698	0.5622286	0.8369635	0.7316893
500	0.5678521	0.3644051	0.5151269	0.1978021	0.3792511	0.6128311	0.6836305	0.6356135	0.8193023	0.8064231
550	0.5799963	0.4054919	0.2698293	0.5712746	0.3632773	0.6605981	0.3460201	0.5602591	0.9033615	0.9826486
600	0.6632346	0.4880317	0.2760904	0.7883804	0.3885917	0.7406031	0.2308863	0.5422251	0.9822852	0.9179233
650	0.7446931	0.5992341	0.2778059	0.8225462	0.3760155	0.8282691	0.2100954	0.5180382	0.9209299	1.0494943
700	0.8346397	0.5642205	0.3481778	0.8161808	0.4515552	0.9118781	0.2463354	0.4462373	0.8655224	0.9337964
750	0.8362740	0.6753587	0.3156940	0.7700379	0.4783466	0.8907156	0.2949896	0.4643996	0.8995598	0.9097105
800	0.9130237	0.5823118	0.3911835	0.6704752	0.4699928	0.9144866	0.3155607	0.4824032	0.9072206	0.9562749
850	0.9108049	0.6038950	0.3347212	0.6847583	0.5829040	0.8933396	0.2687633	0.4831744	0.9158801	1.0237426
900	0.8931408	0.6178192	0.4047971	0.6678209	0.5447111	0.8391419	0.3130729	0.4990533	0.9917499	1.0132011
950	0.8976561	0.6278025	0.4368010	0.7455864	0.4947938	0.8859927	0.2907415	0.5226937	1.0096339	1.0064729
1000	0.9340336	0.5847818	0.4520423	0.7367141	0.4958354	0.8209367	0.3051999	0.5367686	0.9896822	1.0008603

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.9231086	0.5940230	0.4140118	0.7277004	0.5028834	0.4966453	0.2316798	0.4707189	0.8887172	0.9845974
100	0.8431216	0.6428699	0.3810733	0.8358883	0.3615510	0.4014306	0.3232621	0.4937377	0.8898330	0.9916022
150	0.9519946	0.5651178	0.3874828	0.8734134	0.3264743	0.3885585	0.2860105	0.4788314	0.8836269	1.0187605
200	0.9020593	0.6770850	0.3713348	0.8622672	0.2761930	0.3763098	0.3075280	0.5104178	0.8706119	0.9885935
250	0.9101207	0.5220928	0.3813659	0.8592393	0.2397231	0.3187345	0.2838785	0.5640929	0.9691695	0.9648786
300	0.8368253	0.5319815	0.3376306	0.8281224	0.2646408	0.3906605	0.2532245	0.5270755	0.8929965	1.0334202
350	0.8098823	0.5931400	0.3473494	0.8616783	0.2514046	0.4481904	0.2767227	0.5473622	0.9138118	0.9323356
400	0.8320845	0.5889591	0.3859160	0.8996884	0.2261444	0.3997419	0.2568482	0.5213186	0.9472267	1.0085751
450	0.9235972	0.7481523	0.3871431	0.9130938	0.2092589	0.3969387	0.2872078	0.4874833	0.8682622	1.0220924
500	0.9032860	0.6210045	0.3271366	0.9326234	0.1993611	0.3841291	0.3039741	0.4777959	0.9560874	1.0159085
550	0.8949484	0.4997124	0.3429170	0.9322329	0.2950381	0.7150793	0.2743413	0.5587482	0.9695822	0.9214298
600	0.8756990	0.5650019	0.3976149	0.9309495	0.4054376	0.7953239	0.2344263	0.5036696	0.9576715	1.0725452
650	0.9062391	0.5974545	0.4436464	0.8513365	0.4318693	0.8626422	0.2692981	0.4595673	0.8933268	1.0064768
700	0.8609936	0.5656824	0.3770287	0.7875950	0.4672078	0.9326415	0.2430121	0.5357452	0.9215086	0.8934466
750	0.9660332	0.5751658	0.3493632	0.8672934	0.4906754	0.9248450	0.2554702	0.4616050	0.9486830	0.9788631
800	0.9105275	0.5550318	0.3824770	0.8430982	0.4305924	0.8243729	0.2387235	0.4423972	0.9911047	1.0182770
850	0.8476585	0.5807114	0.3745230	0.8402036	0.4330751	0.9068840	0.2976629	0.4538491	0.9078272	1.0484340
900	0.8691725	0.5256673	0.3481031	0.8288841	0.4975864	0.8312238	0.3101446	0.5068080	0.9098384	1.0202667
950	0.8727711	0.5903751	0.3401408	0.7291321	0.4534929	0.8254490	0.2441867	0.5116858	0.9386421	1.0082454
1000	0.8727995	0.5146376	0.3489481	0.7577023	0.3999693	0.8593834	0.2033630	0.4356315	0.9112850	0.9728207

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.7885952	0.1910760	0.7170974	0.7732843	0.5141789	0.9601783	0.1954887	0.8674900	0.9458704	0.6956156
100	0.6032542	0.0296361	0.8444764	0.7683369	0.5873941	0.8617956	0.1490467	0.8739551	0.9601882	0.6345461
150	0.3333111	0.0356456	0.8999700	0.6999926	0.4819972	0.9483533	0.1040524	0.9553689	0.7999412	0.6036774
200	0.1597378	0.0213065	0.8948966	0.7590668	0.4849848	1.0166590	0.0619297	0.9444937	0.7813325	0.6965504
250	0.1454743	0.0206167	0.8210070	0.7512629	0.5789429	1.0818305	0.0477746	1.0127743	0.7763670	0.6894329
300	0.0959367	0.0230695	0.7715431	0.7037628	0.4986413	0.9400072	0.0331670	0.9634505	0.7764196	0.6588661
350	0.0916659	0.0236079	0.8071685	0.7941458	0.5491387	0.9998563	0.0247354	0.9608039	0.7695814	0.6586293
400	0.0803044	0.0315540	0.8135745	0.7577866	0.5258250	1.0412892	0.0277565	0.9173112	0.7748044	0.6260854
450	0.0703290	0.0227155	0.8433719	0.7035138	0.5555394	1.0541735	0.0197150	0.8857185	0.7131205	0.6845114
500	0.0916602	0.0257995	0.9009533	0.7002168	0.5284670	1.0020467	0.0121767	0.9834679	0.7890299	0.6993203
550	0.0921422	0.2624955	0.5221085	0.7203592	0.5682599	1.0010853	0.0179352	0.3833148	0.7303181	0.9798246
600	0.3623103	0.6000663	0.4409727	0.7278972	0.4879140	0.9753346	0.0192591	0.3208559	0.8701519	1.0590921
650	0.6299658	0.7723886	0.3761995	0.7568901	0.4780930	0.9676083	0.1918442	0.3983730	0.8986709	1.0417224
700	0.8906990	0.6985900	0.3303715	0.7089628	0.5595577	0.9484508	0.3014496	0.4956790	0.9915190	1.0708527
750	0.9409159	0.6159846	0.4175692	0.7531952	0.4732754	0.8828105	0.2606271	0.5225595	1.0762191	0.9620508
800	0.9056861	0.6744847	0.3944998	0.6986347	0.5236612	0.8608918	0.3092735	0.4904121	1.0358465	0.9466599
850	0.8363662	0.5646279	0.3982164	0.7834797	0.4788627	0.9703250	0.3189998	0.5847378	1.0097192	1.0087343
900	0.9542667	0.4924391	0.3904258	0.8056385	0.4959702	0.9189488	0.3262270	0.5239957	0.8692485	0.9434026
950	0.9716368	0.5743756	0.4270794	0.7470737	0.5271130	0.8446322	0.2660371	0.5033956	0.9174017	0.9817851
1000	0.9064497	0.5299341	0.4181144	0.7863898	0.4847665	0.9050660	0.2367632	0.4949259	0.8635804	0.9946368

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.8661397	0.0717653	0.8506423	0.7718892	0.4256025	0.5521177	0.2497282	0.8360492	0.8740393	0.9992137
100	0.4631191	0.0190997	0.8635348	0.8242767	0.3407208	0.3761760	0.1484347	0.9230633	0.8999412	1.0196984
150	0.2004862	0.0136519	0.9107673	0.8259916	0.2736479	0.4466019	0.1078057	0.9076602	0.8647403	1.0411573
200	0.1095705	0.0021950	0.8776574	0.8780582	0.2424493	0.4604039	0.0690904	0.9635264	0.8820176	1.0725414
250	0.0909371	0.0053239	0.9544299	0.9440364	0.2498353	0.4246834	0.0338783	0.8702542	0.8366964	0.9319038
300	0.0879193	0.0046081	0.9396720	0.8770608	0.2590618	0.4395345	0.0192844	0.8608349	0.8665916	0.9493858
350	0.0861788	0.0111340	0.9223613	0.9559339	0.2206884	0.4693882	0.0129351	0.8939368	0.9236694	1.0579332
400	0.0662731	0.0031619	1.0434178	0.8935800	0.2755932	0.4568233	0.0103053	0.9371997	0.9203718	0.9875130
450	0.0907195	0.0041543	0.8971360	0.8248795	0.3131829	0.4346068	0.0211695	0.8709231	1.0312205	0.9075493
500	0.1109396	0.0076909	0.9138849	0.8750766	0.2995089	0.4044079	0.0148361	0.9061104	1.0592206	0.9461664
550	0.1218235	0.2595354	0.5567832	0.8819274	0.3369753	0.8553746	0.0225723	0.5479868	1.0452553	0.9489545
600	0.2771949	0.5272476	0.3868164	0.7898216	0.4195708	0.9500805	0.0218207	0.4537125	0.9261180	1.0439508
650	0.6113072	0.5882518	0.4039894	0.7727511	0.4702682	1.0776295	0.1188967	0.3900760	0.9265496	1.0430022
700	0.7604647	0.6870721	0.3561823	0.7697534	0.5329289	1.0096000	0.2221560	0.4531346	0.8813532	1.0555863
750	0.9153695	0.6279935	0.4570194	0.7924546	0.5400398	0.9883929	0.2749934	0.4380813	0.9666234	0.9537458
800	0.9501296	0.5599846	0.4065589	0.7872579	0.4943589	1.0404123	0.2679563	0.5102370	0.9432175	0.9340649
850	0.8416739	0.5447051	0.3529317	0.7565005	0.5464119	0.8432291	0.2458962	0.5810873	0.9505992	0.9803892
900	0.9130409	0.5448162	0.3625254	0.8040332	0.4575666	0.9158118	0.2482943	0.5732022	0.9530750	1.0427588
950	0.8566552	0.5150536	0.3493108	0.7918209	0.5105213	0.7967101	0.2240609	0.4762063	0.9481256	0.9777652
1000	0.8149386	0.6644626	0.3847222	0.8068902	0.5068742	0.8905071	0.2716009	0.5110227	0.9296351	0.9390691

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.8457879	0.5836836	0.7560812	0.6882220	0.8647501	0.2311201	0.3140791	0.5359353	0.9198382	0.9509888
100	0.8433142	0.5604333	0.8437824	0.5915802	1.0019241	0.0614078	0.2983736	0.5371980	0.8772661	1.0476680
150	0.8774989	0.4834416	0.7929685	0.5705220	0.9383325	0.0456099	0.2650763	0.5029998	0.8978565	0.9670021
200	0.8633607	0.5077120	0.8799182	0.5059022	0.9790883	0.0347270	0.2890057	0.4710239	0.8404344	0.9521587
250	0.7460466	0.4710729	0.9445357	0.4694020	0.9815103	0.0185522	0.2470553	0.4248494	0.8391950	0.9526986
300	0.7850098	0.4519572	0.8527557	0.4688662	0.8859521	0.0256569	0.2923671	0.5365884	0.8278728	0.8668049
350	0.7392472	0.3539249	0.8298041	0.5573326	0.9578197	0.0413780	0.2760775	0.4954871	0.8467374	0.9698578
400	0.8108300	0.4532202	0.8157514	0.5554235	0.9599779	0.0311255	0.2643723	0.4353489	0.8485987	1.0445683
450	0.7662080	0.4064044	0.8105104	0.5737566	0.8022386	0.0229574	0.2883814	0.4653570	0.9234456	0.9960999
500	0.7463642	0.4823899	0.8999370	0.5735419	0.8542468	0.0343868	0.3087236	0.5061092	0.8768728	0.9351640
550	0.7530077	0.5128704	0.5780172	0.6323281	0.3166886	0.7740007	0.2717902	0.4710930	0.8279011	1.0213777
600	0.7390219	0.5995014	0.4564051	0.7551930	0.3454276	0.8114568	0.2281322	0.4646333	0.8838285	1.0200885
650	0.7884182	0.6258300	0.3955834	0.7519383	0.3996997	0.9096683	0.2678610	0.4713548	0.9955175	1.0119293
700	0.8889726	0.5689288	0.3818898	0.7086642	0.4404452	0.9084323	0.2705553	0.4727803	0.9446138	0.9293886
750	0.7746833	0.6103351	0.3711339	0.7160572	0.4552138	0.9391734	0.2329436	0.5160161	1.0289903	1.0206817
800	0.9090725	0.6095265	0.3622511	0.7108384	0.4942899	0.9303440	0.2080207	0.4341082	1.0193978	0.9958625
850	0.8968862	0.6295168	0.4076246	0.7425654	0.5201365	0.9720036	0.2799420	0.5039200	1.0398865	1.0507513
900	0.8048390	0.6057998	0.3671696	0.8082313	0.4836359	0.9497215	0.2659600	0.5020240	0.9132332	1.0707355
950	0.7870009	0.4773391	0.4235016	0.7740221	0.5406830	0.9103490	0.2714106	0.5440192	0.9779622	0.9446735
1000	0.8695602	0.4223476	0.4017605	0.7773942	0.4870797	0.9185309	0.2076277	0.4962601	0.9339006	1.0933026

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.8467150	0.5747043	0.3869858	0.7626134	0.4870169	0.6193505	0.2311278	0.5287150	0.9408806	1.0146167
100	0.8082379	0.4333618	0.3715010	0.7087064	0.4098004	0.6614067	0.1811757	0.5458902	0.8684092	1.0930785
150	0.7844254	0.5322265	0.3573353	0.7356678	0.3708890	0.7095199	0.2066304	0.4065076	0.8650097	1.0573283
200	0.8981336	0.5616149	0.3487625	0.7382713	0.4043820	0.6362323	0.2538179	0.4091677	0.8801618	1.0389633
250	0.9296787	0.6426229	0.4054364	0.7091935	0.3646101	0.6006529	0.2679553	0.4415235	0.9074609	0.9911266
300	0.8975059	0.6404912	0.3460864	0.7775864	0.3576513	0.6172728	0.3637951	0.4473326	0.9912492	0.9516549
350	0.8987316	0.6799753	0.4089680	0.8102014	0.3380607	0.5468922	0.3571909	0.5724013	0.9205479	1.0396472
400	0.8556722	0.5403629	0.3787901	0.7610190	0.3944367	0.5679421	0.2596549	0.5950676	0.8953651	0.9646817
450	0.9371054	0.5713080	0.4053499	0.8151025	0.3795809	0.5873219	0.2571866	0.4761734	0.8657500	1.0701045
500	0.9003803	0.5758899	0.3452818	0.8604503	0.3380650	0.6234345	0.2654589	0.4231708	0.9466361	1.0906168
550	0.9571481	0.6791820	0.3540901	0.9283454	0.3491099	0.9158010	0.3123501	0.4372648	0.9595144	1.0087385
600	0.8896344	0.5384952	0.3767510	0.8629531	0.4123346	0.8860435	0.2745307	0.5264925	0.9777188	0.9846000
650	0.8871989	0.5228127	0.4116152	0.7762335	0.5107293	0.8640492	0.2577396	0.5018548	0.9459117	0.9080127
700	0.9076975	0.5529388	0.4196372	0.8193701	0.4258101	0.8184256	0.2322633	0.5566892	0.9273421	1.0245208
750	0.8527634	0.5437677	0.3362320	0.8090364	0.4137363	0.9181463	0.1943716	0.5099035	0.9023333	0.9850227
800	0.9007627	0.5749591	0.3778830	0.7825325	0.5074985	0.9286698	0.2432649	0.4574501	0.9260328	0.9815917
850	0.8784615	0.6567542	0.4074582	0.7777369	0.4372603	0.9127918	0.2813774	0.4378439	0.9330778	0.8906882
900	0.8718918	0.6244183	0.3863815	0.7509206	0.4828678	0.8733505	0.2616928	0.4843305	0.9625818	1.0076643
950	0.9079168	0.5988665	0.4063874	0.6984137	0.5540007	0.8775399	0.2819657	0.4737238	0.9433485	0.9549224
1000	0.8919642	0.6048083	0.3900164	0.7416210	0.4537231	0.8761105	0.2857695	0.4450615	0.9010155	1.0177361

0	0.9097877	0.5855209	0.3579043	0.7320866	0.4837009	0.8970632	0.2847836	0.4765403	0.9751602	1.0282494
50	0.9173362	0.5173458	0.6782237	0.7506760	0.5083878	0.8679163	0.6768029	0.5158075	0.9370696	1.0377671
100	0.8594886	0.3635469	0.6948644	0.6818839	0.4804399	0.7091072	0.8069738	0.6142267	0.8790856	1.0238098
150	0.6932895	0.3619147	0.7646917	0.7237313	0.4865319	0.6690092	0.9032062	0.6890006	0.9951090	0.9961675
200	0.6401874	0.3451668	0.7194690	0.7241401	0.3778546	0.5431475	0.9843931	0.6966230	0.9513091	1.0581306
250	0.6875532	0.3002359	0.6643686	0.7869779	0.3420951	0.5256625	0.9432126	0.6631862	1.0059002	0.9808512
300	0.5317521	0.3376176	0.7217810	0.8544264	0.3111211	0.4623760	0.9258099	0.6597886	0.9827401	0.9715188
350	0.4557680	0.3171067	0.7414490	0.8800443	0.3061845	0.5354144	0.9055203	0.6706381	0.9412138	0.9499416
400	0.4587275	0.3396780	0.7337781	0.8314809	0.3603744	0.4892736	1.0461130	0.6413522	0.9470430	1.0100829
450	0.5457018	0.2852464	0.6884801	0.8524247	0.3141584	0.5283717	0.9970309	0.6773429	0.9069948	1.1280519
500	0.5539520	0.2880112	0.7484150	0.7804713	0.3869572	0.5218842	1.0026061	0.6840032	0.9181636	0.9614429
550	0.4744040	0.3387298	0.4479289	0.9658216	0.3097241	0.5579068	0.3535291	0.6856782	0.8406325	0.9997392
600	0.4851583	0.3701877	0.3775970	0.9130773	0.3362039	0.7614184	0.1660710	0.6302313	0.9203678	0.9869630
650	0.6367793	0.4766650	0.3413440	0.8611054	0.4443502	0.9393442	0.1620962	0.5234913	0.9814047	1.0292743
700	0.7586245	0.4722671	0.3725074	0.8593025	0.4502595	0.8422460	0.1965834	0.4721428	0.9905663	1.0021146
750	0.7464508	0.5350365	0.4368688	0.8232628	0.4007760	0.8417016	0.2099051	0.4358501	1.0213914	0.9721593
800	0.8694568	0.5044855	0.4226520	0.8715550	0.5107439	0.8494976	0.2225851	0.5102710	0.9886942	1.0280492
850	0.7789932	0.5544782	0.4282191	0.7640642	0.5125663	0.9046034	0.2313696	0.4957667	1.0437125	0.9644570
900	0.8284165	0.6033378	0.4186076	0.7350355	0.5289846	0.9077085	0.2685635	0.4666329	0.9010112	0.9762281
950	0.9015348	0.5972862	0.3944825	0.6852129	0.5174603	0.9733868	0.2774765	0.4723345	0.9153897	1.0744780
1000	0.8878853	0.5448213	0.4255839	0.7440529	0.5488603	0.9495129	0.2532612	0.4693151	0.9278811	1.0741838
