"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
400	0.1210134	0.6106125	0.6016071	0.4413826	0.1149563	0.8075250	0.3725789	0.5163608	0.4818631	0.9885686
450	0.1205587	0.6192904	0.5867709	0.4352806	0.1170968	0.8074588	0.3720989	0.5099892	0.4843332	0.9896861
500	0.1196874	0.6270053	0.5779995	0.4336986	0.1198522	0.8073410	0.3720314	0.5109507	0.4896826	0.9901452
550	0.1186973	0.6338034	0.5226543	0.2776237	0.1488103	0.4167828	0.3549644	0.5170131	0.4960486	0.9844996
600	0.1176158	0.6520938	0.4014609	0.2307853	0.2667091	0.2585991	0.3116548	0.5256661	0.5031846	0.9198691
650	0.1156786	0.6975465	0.3236768	0.2431551	0.4044644	0.1865170	0.2796054	0.5368634	0.5161384	0.6878126
700	0.1120428	0.7578598	0.3194176	0.2896577	0.5104596	0.1508081	0.2744265	0.5557855	0.5416454	0.4037062
750	0.1073912	0.7986170	0.3695901	0.3458823	0.5702749	0.1342981	0.2883119	0.5874918	0.5767192	0.2171678
800	0.1034731	0.8002735	0.4397817	0.3950478	0.5793092	0.1289635	0.3064038	0.6271781	0.6084552	0.1203955
850	0.1015509	0.7677706	0.5031582	0.4284201	0.5542175	0.1298654	0.3195922	0.6624685	0.6252634	0.0752450
900	0.1019587	0.7209020	0.5475245	0.4435107	0.5186810	0.1333875	0.3260608	0.6835295	0.6230226	0.0565343
950	0.1043014	0.6783919	0.5708636	0.4422690	0.4875618	0.1370068	0.3276188	0.6868443	0.6048520	0.0508091
1000	0.1077247	0.6493219	0.5757532	0.4292728	0.4658905	0.1394780	0.3266212	0.6736759	0.5783361	0.0508986

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.0363491	0.6609416	0.5035677	0.3664992	0.2091180	0.1407666	0.3195461	0.7118885	0.6009033	0.0567392
100	0.0121530	0.6254803	0.4844281	0.3290322	0.1109458	0.1391946	0.3018402	0.7561803	0.6166500	0.0564650
150	0.0044482	0.5988412	0.4430525	0.2942397	0.0765129	0.1349021	0.2791517	0.7745191	0.6104586	0.0548783
200	0.0020126	0.6066975	0.3965147	0.2704905	0.0676970	0.1287359	0.2585651	0.7766289	0.5976682	0.0510426
250	0.0012334	0.6465161	0.3573758	0.2550119	0.0700590	0.1224883	0.2431618	0.7716032	0.5933079	0.0454643
300	0.0009517	0.7007801	0.3292306	0.2475188	0.0772185	0.1173507	0.2329096	0.7691136	0.6045387	0.0395628
350	0.0008143	0.7529147	0.3139411	0.2493374	0.0856374	0.1136459	0.2272785	0.7751391	0.6284873	0.0344663
400	0.0007260	0.7926318	0.3130942	0.2598709	0.0928437	0.1112523	0.2259547	0.7890973	0.6572563	0.0306074
450	0.0006646	0.8151315	0.3257455	0.2759061	0.0970254	0.1099440	0.2282265	0.8062609	0.6835491	0.0279513
500	0.0006250	0.8192900	0.3475710	0.2931271	0.0973436	0.1095017	0.2327248	0.8220179	0.7029884	0.0262896
550	0.0674081	0.8079367	0.3740580	0.3190944	0.4232519	0.1097311	0.2403628	0.7640851	0.6692613	0.0253989
600	0.0889571	0.7883948	0.4173783	0.3716887	0.5273285	0.1107323	0.2562518	0.7430465	0.6556566	0.0251093
650	0.0966526	0.7581690	0.4788198	0.4180962	0.5431989	0.1130659	0.2779173	0.7291772	0.6441786	0.0254117
700	0.1006006	0.7177362	0.5327774	0.4413215	0.5234356	0.1171137	0.2973425	0.7166730	0.6280681	0.0265321
750	0.1040604	0.6785211	0.5648079	0.4435614	0.4953800	0.1224120	0.3104924	0.7008037	0.6051412	0.0287989
800	0.1077171	0.6502429	0.5748318	0.4316579	0.4721352	0.1278452	0.3176913	0.6784459	0.5779210	0.0323466
850	0.1112058	0.6354343	0.5679908	0.4126353	0.4575498	0.1323839	0.3208533	0.6498472	0.5517581	0.0368713
900	0.1139338	0.6322196	0.5504898	0.3925473	0.4513316	0.1355723	0.3218877	0.6188968	0.5314779	0.0416681
950	0.1155313	0.6373423	0.5285572	0.3758002	0.4519226	0.1375077	0.3221559	0.5913179	0.5194486	0.0459707
1000	0.1159750	0.6475522	0.5077808	0.3647951	0.4574276	0.1385652	0.3224210	0.5719036	0.5155883	0.0493076

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.1134409	0.5798989	0.7810835	0.7680975	0.4607682	0.1417278	0.3560962	0.5945211	0.5336546	0.1635475
100	0.1190928	0.5114081	0.8981533	0.9106710	0.4214443	0.1500924	0.4055586	0.5801789	0.4975057	0.2085220
150	0.1278652	0.4742144	0.9434125	0.9626560	0.3889818	0.1686737	0.4390519	0.5374426	0.4466096	0.2339035
200	0.1367469	0.4626087	0.9602491	0.9813238	0.3686409	0.1927621	0.4651106	0.4696532	0.4003551	0.2617210
250	0.1431082	0.4654825	0.9664259	0.9878238	0.3564049	0.2187634	0.4926909	0.3967399	0.3695094	0.3033636
300	0.1461290	0.4736020	0.9686724	0.9899683	0.3481763	0.2469406	0.5233937	0.3390783	0.3547299	0.3630157
350	0.1465858	0.4813511	0.9694811	0.9906105	0.3410676	0.2784138	0.5531511	0.3047097	0.3513942	0.4408196
400	0.1457633	0.4864383	0.9697678	0.9907609	0.3330511	0.3119778	0.5768401	0.2905215	0.3539502	0.5324271
450	0.1446647	0.4887344	0.9698667	0.9907548	0.3229757	0.3438846	0.5919368	0.2890952	0.3581678	0.6264073
500	0.1438059	0.4890796	0.9698987	0.9906902	0.3110287	0.3701105	0.5991308	0.2934201	0.3617159	0.7088643
550	0.1410712	0.5604144	0.8668536	0.4954287	0.2997255	0.3872671	0.5791631	0.3002202	0.3732352	0.7458040
600	0.1346847	0.5897544	0.6865704	0.3137661	0.2959177	0.3807348	0.5047806	0.3212323	0.4030040	0.7787596
650	0.1287369	0.6073505	0.4939887	0.2534987	0.3125155	0.3368519	0.4175095	0.3625014	0.4341480	0.7825429
700	0.1241592	0.6378062	0.3747384	0.2453532	0.3626042	0.2718806	0.3534122	0.4108990	0.4605547	0.7265655
750	0.1196101	0.6930158	0.3317680	0.2653660	0.4402400	0.2136898	0.3200388	0.4571826	0.4889494	0.5860678
800	0.1141324	0.7520826	0.3435616	0.3035366	0.5154811	0.1747365	0.3106681	0.5047490	0.5260811	0.4001912
850	0.1086205	0.7858252	0.3893727	0.3494637	0.5588002	0.1533491	0.3147914	0.5576369	0.5668877	0.2466070
900	0.1045483	0.7843032	0.4482765	0.3913946	0.5632641	0.1438362	0.3224549	0.6096515	0.5994853	0.1511188
950	0.1026910	0.7551452	0.5022831	0.4208430	0.5419028	0.1410269	0.3278198	0.6501001	0.6156016	0.1001114
1000	0.1030636	0.7147846	0.5411939	0.4346241	0.5122688	0.1411526	0.3296132	0.6727285	0.6136634	0.0755357

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.1138081	0.5609222	0.7345531	0.3786226	0.4624083	0.1742251	0.7070429	0.5942268	0.5312592	0.1307174
100	0.1206561	0.4906814	0.8088589	0.3694746	0.4250057	0.3252712	0.8471644	0.5764474	0.4883119	0.2253935
150	0.1307826	0.4553949	0.8294695	0.3439290	0.3710492	0.5010355	0.8985175	0.5256098	0.4317383	0.5052274
200	0.1406520	0.4455082	0.8275156	0.3018551	0.2886790	0.6228252	0.9172339	0.4484138	0.3829703	0.7530991
250	0.1474756	0.4495138	0.8125689	0.2483936	0.2118285	0.6921001	0.9236219	0.3691448	0.3517841	0.8819263
300	0.1505378	0.4585266	0.7895766	0.1961257	0.1618282	0.7279446	0.9246982	0.3092838	0.3375539	0.9414090
350	0.1507883	0.4673848	0.7650910	0.1561563	0.1346916	0.7451469	0.9230658	0.2752109	0.3350415	0.9680367
400	0.1496276	0.4740095	0.7451795	0.1311328	0.1217514	0.7524689	0.9203066	0.2622229	0.3386133	0.9798368
450	0.1481150	0.4781303	0.7319782	0.1180064	0.1165348	0.7547532	0.9176154	0.2623662	0.3441237	0.9850293
500	0.1468051	0.4802379	0.7244732	0.1124654	0.1151054	0.7546934	0.9156085	0.2686674	0.3492347	0.9872793
550	0.1427249	0.5868963	0.3023121	0.1114910	0.1245507	0.7020471	0.4539581	0.2783693	0.3658856	0.9870315
600	0.1323990	0.6935100	0.1647458	0.1196523	0.1895408	0.5022178	0.2839796	0.3095186	0.4151944	0.9823832
650	0.1195728	0.8209496	0.1317269	0.1543011	0.3719621	0.3046661	0.2293152	0.3824559	0.4907121	0.9469443
700	0.1076924	0.9076379	0.1671455	0.2390059	0.6058661	0.1948992	0.2336087	0.4910123	0.5752761	0.7741753
750	0.0992023	0.9435544	0.2796687	0.3528562	0.7327345	0.1464521	0.2691688	0.6012617	0.6445623	0.4672857
800	0.0943171	0.9265810	0.4249949	0.4463916	0.7218938	0.1296686	0.3038922	0.6836664	0.6883128	0.2426886
850	0.0927336	0.8475533	0.5406057	0.4994911	0.6345948	0.1282149	0.3238294	0.7329527	0.7041633	0.1283571
900	0.0944875	0.7450344	0.6086888	0.5144696	0.5462487	0.1327057	0.3313744	0.7540179	0.6901020	0.0780716
950	0.0992237	0.6645674	0.6366346	0.5009150	0.4851610	0.1376818	0.3318594	0.7503678	0.6501703	0.0593609
1000	0.1056923	0.6183879	0.6351046	0.4695325	0.4499445	0.1408506	0.3291429	0.7237221	0.5976310	0.0548546

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.1120502	0.6724582	0.5053249	0.3793469	0.4768247	0.1739620	0.7047301	0.5956080	0.5429915	0.0593772
100	0.1120104	0.6726808	0.5053732	0.3794250	0.4733202	0.3238344	0.8440185	0.5958939	0.5432811	0.1335582
150	0.1119773	0.6727767	0.5052206	0.3779663	0.4429382	0.4987007	0.8951072	0.5962438	0.5435265	0.4392203
200	0.1119542	0.6729428	0.5023753	0.3688219	0.3650428	0.6201895	0.9137486	0.5965704	0.5437018	0.7186185
250	0.1119251	0.6742139	0.4901679	0.3464338	0.2832566	0.6894306	0.9201950	0.5968412	0.5439146	0.8649507
300	0.1118112	0.6792418	0.4631692	0.3162338	0.2288820	0.7253515	0.9217529	0.5972161	0.5447169	0.9327495
350	0.1114208	0.6915652	0.4248561	0.2887090	0.2016605	0.7427923	0.9212600	0.5983880	0.5474825	0.9631736
400	0.1104873	0.7132274	0.3856478	0.2702282	0.1937053	0.7506284	0.9200646	0.6019137	0.5542223	0.9766921
450	0.1088359	0.7424533	0.3553098	0.2622502	0.1977129	0.7537091	0.9188937	0.6099235	0.5664981	0.9826711
500	0.1065642	0.7734808	0.3388509	0.2638140	0.2074359	0.7545983	0.9180896	0.6238861	0.5840375	0.9852965
550	0.1040473	0.7992880	0.3368891	0.2728021	0.2187351	0.7088276	0.5018164	0.6431850	0.6043023	0.9862391
600	0.1017515	0.8148076	0.3471585	0.2869568	0.2465533	0.5322487	0.3504716	0.6649355	0.6235666	0.9828745
650	0.1000392	0.8180614	0.3671862	0.3079997	0.3284847	0.3438007	0.2977274	0.6853706	0.6385122	0.9568983
700	0.0991059	0.8089280	0.3989080	0.3421560	0.4407778	0.2273994	0.2835934	0.7014520	0.6470733	0.8326244
750	0.0990424	0.7868988	0.4450806	0.3845716	0.5060820	0.1696058	0.2868067	0.7114549	0.6481842	0.5618293
800	0.0999421	0.7525332	0.4965389	0.4187017	0.5186886	0.1441790	0.2968839	0.7144965	0.6410014	0.3147742
850	0.1018894	0.7122867	0.5381368	0.4355411	0.5047045	0.1347950	0.3070050	0.7097614	0.6250537	0.1713668
900	0.1047724	0.6762187	0.5620192	0.4358171	0.4841892	0.1328374	0.3142126	0.6964160	0.6017715	0.1010105
950	0.1081494	0.6510767	0.5682135	0.4244459	0.4670335	0.1338255	0.3183038	0.6745895	0.5752249	0.0694002
1000	0.1113654	0.6382915	0.5605055	0.4072427	0.4564380	0.1355167	0.3202041	0.6465962	0.5506387	0.0565753

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.1120503	0.6724229	0.5076012	0.3957589	0.4736103	0.3083406	0.3248285	0.6485322	0.7281828	0.3522752
100	0.1120219	0.6711338	0.5295302	0.4399392	0.4532838	0.3735550	0.3226932	0.7452294	0.7939198	0.5946724
150	0.1121292	0.6637797	0.5688826	0.4766477	0.4190352	0.3986481	0.3191359	0.8021676	0.8169071	0.7574647
200	0.1126524	0.6497385	0.6040442	0.4942407	0.3856383	0.4078708	0.3156216	0.8272855	0.8237955	0.8434745
250	0.1137631	0.6341173	0.6250178	0.4973157	0.3603389	0.4108486	0.3125712	0.8369367	0.8238451	0.8849654
300	0.1153076	0.6218411	0.6329840	0.4929789	0.3439292	0.4114336	0.3098728	0.8397300	0.8209135	0.9040124
350	0.1169143	0.6147501	0.6326276	0.4862694	0.3346549	0.4111483	0.3074492	0.8395359	0.8171830	0.9123583
400	0.1182300	0.6123040	0.6282764	0.4798935	0.3303249	0.4105849	0.3053549	0.8382030	0.8139618	0.9157677
450	0.1190715	0.6129701	0.6228757	0.4749908	0.3290796	0.4099781	0.3036763	0.8367043	0.8118355	0.9169640
500	0.1194412	0.6151675	0.6180696	0.4718150	0.3295379	0.4094276	0.3024514	0.8355283	0.8108446	0.9172063
550	0.1194581	0.6177209	0.6125653	0.4518746	0.3485563	0.2396106	0.3015336	0.8055797	0.6045712	0.8214445
600	0.1192679	0.6206739	0.5897538	0.4032927	0.3862813	0.1731204	0.3004826	0.7165054	0.5327188	0.5779308
650	0.1189222	0.6267744	0.5461939	0.3645376	0.4137228	0.1469677	0.3008134	0.6283795	0.5090431	0.3293221
700	0.1182727	0.6390671	0.5021222	0.3457206	0.4351777	0.1368189	0.3038244	0.5746038	0.5040480	0.1805730
750	0.1170916	0.6571519	0.4729050	0.3417341	0.4558126	0.1334108	0.3087778	0.5521966	0.5085274	0.1064039
800	0.1153483	0.6766301	0.4611987	0.3469574	0.4748694	0.1331024	0.3142380	0.5503120	0.5191476	0.0720818
850	0.1133287	0.6919108	0.4632982	0.3573293	0.4891392	0.1342667	0.3191667	0.5607427	0.5329244	0.0572795
900	0.1114789	0.6994798	0.4740279	0.3695217	0.4964854	0.1360308	0.3229898	0.5772199	0.5463230	0.0518215
950	0.1101659	0.6990441	0.4884487	0.3807040	0.4971117	0.1378574	0.3254639	0.5943397	0.5563024	0.0507787
1000	0.1095530	0.6927476	0.5025100	0.3888635	0.4929728	0.1394096	0.3266500	0.6080205	0.5612737	0.0517028

0	0.1120883	0.6721075	0.5054583	0.3792463	0.4766798	0.1408871	0.3250528	0.5954904	0.5427221	0.0567676
50	0.1199032	0.2788471	0.5755409	0.6258344	0.4748142	0.1493546	0.3457682	0.6228359	0.6137446	0.0586646
100	0.1612185	0.1189621	0.6904981	0.7198889	0.4574626	0.1577456	0.3782012	0.6493992	0.5498102	0.0653642
150	0.2608685	0.0542222	0.7573268	0.7438098	0.4298954	0.1698546	0.3974281	0.6066722	0.4708366	0.0775941
200	0.4292260	0.0287497	0.7850123	0.7362718	0.4060139	0.1832547	0.4142057	0.5228432	0.4262151	0.0975951
250	0.6212324	0.0192726	0.7915685	0.7202911	0.3898901	0.1972340	0.4354833	0.4480002	0.4069973	0.1258856
300	0.7716589	0.0159540	0.7890086	0.7060356	0.3801483	0.2132332	0.4586840	0.4014251	0.3995514	0.1628871
350	0.8619036	0.0148676	0.7838806	0.6959925	0.3742719	0.2317078	0.4785131	0.3777452	0.3967831	0.2110412
400	0.9081300	0.0145514	0.7790851	0.6896004	0.3701162	0.2509258	0.4923507	0.3670524	0.3957699	0.2719109
450	0.9297399	0.0144839	0.7754718	0.6855921	0.3663606	0.2682731	0.5006140	0.3625637	0.3954011	0.3415316
500	0.9392537	0.0144867	0.7729662	0.6828781	0.3625649	0.2819528	0.5049615	0.3607655	0.3952671	0.4108239
550	0.6526567	0.5701741	0.7232976	0.3951377	0.3597158	0.2840396	0.4899684	0.2786064	0.2031300	0.4668140
600	0.3221250	0.7853995	0.5673944	0.2690973	0.3645740	0.2770208	0.4493814	0.1519150	0.2669580	0.4975620
650	0.1807723	0.8466411	0.4099067	0.2321028	0.3894643	0.2551000	0.4071204	0.1851105	0.4351487	0.4927921
700	0.1270013	0.8407014	0.3312458	0.2579486	0.4424522	0.2253169	0.3704987	0.3674951	0.5576309	0.4424897
750	0.1075861	0.8294183	0.3417473	0.3186455	0.5087112	0.1964068	0.3449731	0.5448861	0.6195227	0.3559912
800	0.1009388	0.8205680	0.4077230	0.3814353	0.5507124	0.1737401	0.3313174	0.6471623	0.6452280	0.2611303
850	0.0990705	0.7911513	0.4832960	0.4269556	0.5503631	0.1585700	0.3259760	0.6945900	0.6522196	0.1827839
900	0.0996883	0.7419051	0.5410449	0.4498385	0.5235107	0.1496182	0.3246786	0.7120708	0.6446378	0.1289567
950	0.1021852	0.6914770	0.5739235	0.4525262	0.4921889	0.1448649	0.3244250	0.7108992	0.6234081	0.0959648
1000	0.1059370	0.6540924	0.5844500	0.4405198	0.4677554	0.1425063	0.3238674	0.6948328	0.5931564	0.0771486
