"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
400	0.1796641	0.0966358	0.2491817	0.5228732	0.6757849	0.3032972	0.0956954	0.1009072	0.1641044	0.5568440
450	0.1807324	0.0985669	0.2568211	0.5360106	0.6529226	0.3083222	0.1000058	0.0794387	0.1581477	0.5560101
500	0.1828897	0.1015316	0.2660613	0.5477045	0.6446060	0.3181328	0.1024162	0.0692838	0.1555077	0.5556613
550	0.1863565	0.1053330	0.2753358	0.5564418	0.6414109	0.3733456	0.4485968	0.0648037	0.1679807	0.6728887
600	0.1910385	0.1094825	0.2836278	0.5646554	0.6651091	0.5346051	0.7202636	0.0693131	0.2752977	0.8190990
650	0.1965093	0.1135443	0.2906618	0.5665980	0.7183826	0.6890997	0.8197003	0.1153285	0.4602237	0.9108812
700	0.2022182	0.1170686	0.2940184	0.5576485	0.7726351	0.7939325	0.8294593	0.2344766	0.6215088	0.9587483
750	0.2074780	0.1190956	0.2914078	0.5424565	0.8128900	0.8539779	0.7892338	0.3843509	0.7239367	0.9816277
800	0.2112697	0.1187298	0.2836065	0.5271941	0.8382742	0.8832966	0.7323929	0.5099821	0.7795189	0.9920270
850	0.2125599	0.1160223	0.2734083	0.5151192	0.8526640	0.8938784	0.6830538	0.5943427	0.8072235	0.9966032
900	0.2109545	0.1119052	0.2634753	0.5068464	0.8600350	0.8943348	0.6492048	0.6441633	0.8203583	0.9985723
950	0.2069496	0.1075053	0.2553220	0.5017401	0.8632882	0.8904088	0.6291861	0.6713160	0.8263876	0.9994061
1000	0.2016108	0.1036211	0.2493774	0.4988718	0.8643102	0.8855042	0.6186361	0.6853369	0.8290930	0.9997549

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.2177817	0.0955496	0.2426692	0.5184944	0.8620258	0.8738221	0.6112007	0.6985757	0.8311915	1.0000000
100	0.2591798	0.0965117	0.2523618	0.5411991	0.8620381	0.8738450	0.6111425	0.6985757	0.8311915	1.0000000
150	0.2822129	0.0997320	0.2659247	0.5531156	0.8620457	0.8738452	0.6106720	0.6985757	0.8311915	1.0000000
200	0.2947552	0.1047100	0.2774211	0.5582888	0.8620485	0.8737842	0.6094076	0.6985757	0.8311915	1.0000000
250	0.3033706	0.1098424	0.2850592	0.5603413	0.8620428	0.8736030	0.6074507	0.6985757	0.8311915	1.0000000
300	0.3104776	0.1139769	0.2894717	0.5611147	0.8620218	0.8732748	0.6052897	0.6985757	0.8311915	1.0000000
350	0.3163734	0.1168030	0.2918056	0.5613988	0.8619805	0.8728322	0.6033846	0.6985757	0.8311915	1.0000000
400	0.3209005	0.1185247	0.2929699	0.5615057	0.8619194	0.8723470	0.6019517	0.6985757	0.8311915	1.0000000
450	0.3240777	0.1194896	0.2935295	0.5615527	0.8618451	0.8718909	0.6009927	0.6985757	0.8311915	1.0000000
500	0.3261349	0.1199987	0.2937946	0.5615813	0.8617675	0.8715100	0.6004053	0.6985757	0.8311915	1.0000000
550	0.2909367	0.1202024	0.2921399	0.5402938	0.8616952	0.8712203	0.6000699	0.6985757	0.8311915	1.0000000
600	0.2520255	0.1191957	0.2824800	0.5176087	0.8616342	0.8710168	0.5999574	0.6985757	0.8311915	1.0000000
650	0.2300961	0.1156268	0.2689397	0.5057102	0.8615868	0.8708954	0.6003695	0.6985757	0.8311915	1.0000000
700	0.2175027	0.1103633	0.2574751	0.5005526	0.8615541	0.8708850	0.6016486	0.6985757	0.8311915	1.0000000
750	0.2081565	0.1052375	0.2498691	0.4985126	0.8615394	0.8710333	0.6036328	0.6985757	0.8311915	1.0000000
800	0.2001297	0.1013142	0.2454819	0.4977486	0.8615481	0.8713522	0.6057949	0.6985757	0.8311915	1.0000000
850	0.1934403	0.0987396	0.2431659	0.4974707	0.8615830	0.8717931	0.6076726	0.6985757	0.8311915	1.0000000
900	0.1883542	0.0972183	0.2420130	0.4973669	0.8616412	0.8722739	0.6090642	0.6985757	0.8311915	1.0000000
950	0.1848330	0.0963843	0.2414601	0.4973205	0.8617138	0.8727201	0.6099830	0.6985757	0.8311915	1.0000000
1000	0.1825840	0.0959512	0.2411984	0.4972907	0.8617898	0.8730874	0.6105389	0.6985757	0.8311915	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.1804713	0.1087977	0.4394881	0.5046815	0.8789460	0.8738205	0.6107973	0.6985757	0.8311915	1.0000000
100	0.1996688	0.1874525	0.6411899	0.5100499	0.8979367	0.8736957	0.6025110	0.6985757	0.8311915	1.0000000
150	0.2620798	0.2951278	0.7470034	0.5098783	0.9084871	0.8725176	0.5800516	0.6985757	0.8311915	1.0000000
200	0.3476898	0.3785558	0.7951545	0.5077609	0.9132665	0.8692253	0.5551283	0.6985757	0.8311915	1.0000000
250	0.4241517	0.4281438	0.8158823	0.5057962	0.9150811	0.8640802	0.5369931	0.6985757	0.8311915	1.0000000
300	0.4782090	0.4537304	0.8245339	0.5045247	0.9154960	0.8583748	0.5262758	0.6985757	0.8311915	1.0000000
350	0.5114204	0.4658701	0.8280648	0.5038603	0.9152940	0.8532976	0.5206085	0.6985757	0.8311915	1.0000000
400	0.5300242	0.4713249	0.8294817	0.5035911	0.9148723	0.8494067	0.5178036	0.6985757	0.8311915	1.0000000
450	0.5397833	0.4736854	0.8300468	0.5035404	0.9144312	0.8467253	0.5164761	0.6985757	0.8311915	1.0000000
500	0.5446554	0.4746808	0.8302768	0.5035916	0.9140595	0.8450170	0.5158686	0.6985757	0.8311915	1.0000000
550	0.5465693	0.4581815	0.6326395	0.4958975	0.8962036	0.8439929	0.5157303	0.6985757	0.8311915	1.0000000
600	0.5376992	0.3699897	0.4298294	0.4904797	0.8762723	0.8434755	0.5184824	0.6985757	0.8311915	1.0000000
650	0.5001651	0.2585850	0.3220816	0.4909424	0.8651590	0.8437622	0.5289871	0.6985757	0.8311915	1.0000000
700	0.4327338	0.1777618	0.2731596	0.4934653	0.8600849	0.8456093	0.5476059	0.6985757	0.8311915	1.0000000
750	0.3548262	0.1328594	0.2528921	0.4957672	0.8581493	0.8493859	0.5688655	0.6985757	0.8311915	1.0000000
800	0.2874711	0.1113038	0.2452403	0.4972505	0.8577713	0.8545088	0.5866017	0.6985757	0.8311915	1.0000000
850	0.2399020	0.1018824	0.2426896	0.4980079	0.8581666	0.8598532	0.5983935	0.6985757	0.8311915	1.0000000
900	0.2108375	0.0980644	0.2419877	0.4982745	0.8588991	0.8644854	0.6050623	0.6985757	0.8311915	1.0000000
950	0.1948924	0.0966284	0.2418374	0.4982542	0.8596996	0.8679900	0.6084139	0.6985757	0.8311915	1.0000000
1000	0.1868491	0.0961255	0.2417797	0.4980926	0.8604136	0.8703822	0.6099516	0.6985757	0.8311915	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.1796470	0.0955044	0.2408961	0.4971926	0.8623861	0.8979715	0.4921757	0.6985757	0.8311915	1.0000000
100	0.1796084	0.0955026	0.2408963	0.4971580	0.8646306	0.9291646	0.3983169	0.6985757	0.8311915	1.0000000
150	0.1795915	0.0955004	0.2408557	0.4967938	0.8681462	0.9484603	0.3619946	0.6985757	0.8311915	1.0000000
200	0.1795810	0.0954805	0.2406525	0.4960266	0.8714193	0.9579000	0.3499760	0.6985757	0.8311915	1.0000000
250	0.1795545	0.0954073	0.2402176	0.4950809	0.8737568	0.9619696	0.3462297	0.6985757	0.8311915	1.0000000
300	0.1794751	0.0952555	0.2396093	0.4942099	0.8751778	0.9635810	0.3451084	0.6985757	0.8311915	1.0000000
350	0.1793091	0.0950344	0.2389556	0.4935445	0.8759519	0.9641766	0.3448077	0.6985757	0.8311915	1.0000000
400	0.1790495	0.0947805	0.2383690	0.4930984	0.8763411	0.9643831	0.3447693	0.6985757	0.8311915	1.0000000
450	0.1787221	0.0945351	0.2379078	0.4928272	0.8765248	0.9644513	0.3448161	0.6985757	0.8311915	1.0000000
500	0.1783715	0.0943270	0.2375799	0.4926744	0.8766073	0.9644744	0.3448860	0.6985757	0.8311915	1.0000000
550	0.1780413	0.0941678	0.2373638	0.4925749	0.8760546	0.9208698	0.4640617	0.6985757	0.8311915	1.0000000
600	0.1777610	0.0940550	0.2372247	0.4925892	0.8726086	0.8799233	0.5580578	0.6985757	0.8311915	1.0000000
650	0.1775420	0.0939820	0.2372079	0.4931318	0.8677419	0.8657228	0.5944637	0.6985757	0.8311915	1.0000000
700	0.1773869	0.0939648	0.2374705	0.4942201	0.8639799	0.8646600	0.6065320	0.6985757	0.8311915	1.0000000
750	0.1773124	0.0940444	0.2380658	0.4954272	0.8620025	0.8672858	0.6103014	0.6985757	0.8311915	1.0000000
800	0.1773550	0.0942407	0.2388516	0.4963777	0.8613237	0.8699497	0.6114177	0.6985757	0.8311915	1.0000000
850	0.1775426	0.0945218	0.2396161	0.4969551	0.8612944	0.8717876	0.6116858	0.6985757	0.8311915	1.0000000
900	0.1778609	0.0948235	0.2402137	0.4972253	0.8614849	0.8728677	0.6116731	0.6985757	0.8311915	1.0000000
950	0.1782530	0.0950869	0.2406036	0.4973073	0.8616920	0.8734416	0.6115713	0.6985757	0.8311915	1.0000000
1000	0.1786467	0.0952817	0.2408167	0.4972998	0.8618489	0.8737206	0.6114558	0.6985757	0.8311915	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.1804912	0.1091300	0.4437752	0.4971798	0.8620258	0.8738208	0.6108085	0.7012701	0.8725229	1.0000000
100	0.2001433	0.1897019	0.6492507	0.4971728	0.8620366	0.8736894	0.6019559	0.7152303	0.9119850	1.0000000
150	0.2637722	0.2995467	0.7566395	0.4971668	0.8620154	0.8724335	0.5781860	0.7334976	0.9305174	1.0000000
200	0.3505863	0.3842602	0.8055025	0.4971648	0.8618629	0.8689342	0.5520359	0.7479645	0.9378074	1.0000000
250	0.4277485	0.4344623	0.8267213	0.4971840	0.8614490	0.8634715	0.5328764	0.7569381	0.9404629	1.0000000
300	0.4820976	0.4603787	0.8357752	0.4972562	0.8607365	0.8573902	0.5213359	0.7617633	0.9413921	1.0000000
350	0.5154117	0.4727501	0.8396176	0.4974059	0.8598200	0.8519343	0.5150805	0.7641263	0.9417100	1.0000000
400	0.5340657	0.4783886	0.8412553	0.4976313	0.8588583	0.8477079	0.5119037	0.7652100	0.9418172	1.0000000
450	0.5438728	0.4808913	0.8419679	0.4979041	0.8579892	0.8447601	0.5103624	0.7656833	0.9418531	1.0000000
500	0.5487974	0.4819904	0.8422945	0.4981853	0.8572885	0.8428585	0.5096399	0.7658824	0.9418650	1.0000000
550	0.5507616	0.4652637	0.6398227	0.4984415	0.8567716	0.8416977	0.5088792	0.7638140	0.9005375	1.0000000
600	0.5419193	0.3756041	0.4347447	0.4986530	0.8564151	0.8409651	0.5093106	0.7516252	0.8610768	1.0000000
650	0.5043588	0.2627488	0.3276411	0.4988146	0.8561819	0.8408234	0.5184038	0.7340158	0.8425447	1.0000000
700	0.4369051	0.1811876	0.2789779	0.4989316	0.8560811	0.8422791	0.5379024	0.7189732	0.8352549	1.0000000
750	0.3590108	0.1358174	0.2578999	0.4990071	0.8562052	0.8460285	0.5613674	0.7091260	0.8325995	1.0000000
800	0.2915689	0.1137453	0.2489428	0.4990275	0.8566487	0.8515242	0.5814106	0.7036256	0.8316703	1.0000000
850	0.2436696	0.1037447	0.2451564	0.4989681	0.8573991	0.8574597	0.5950303	0.7008572	0.8313524	1.0000000
900	0.2140354	0.0993790	0.2435274	0.4988159	0.8583283	0.8627089	0.6029671	0.6995618	0.8312452	1.0000000
950	0.1974012	0.0974996	0.2427686	0.4985849	0.8592707	0.8667443	0.6071400	0.6989874	0.8312093	1.0000000
1000	0.1886857	0.0966778	0.2423419	0.4983114	0.8600990	0.8695447	0.6091898	0.6987429	0.8311974	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.2015519	0.2543833	0.2408955	0.4971798	0.8620255	0.8737402	0.6014156	0.6985757	0.8311915	1.0000000
100	0.2973554	0.3913187	0.2408905	0.4971721	0.8620116	0.8722165	0.5681855	0.6985757	0.8311915	1.0000000
150	0.4028219	0.4478798	0.2408849	0.4971671	0.8618262	0.8676285	0.5406014	0.6985757	0.8311915	1.0000000
200	0.4752235	0.4671664	0.2408819	0.4971890	0.8613017	0.8611608	0.5259146	0.6985757	0.8311915	1.0000000
250	0.5151146	0.4731793	0.2408947	0.4972801	0.8604501	0.8549297	0.5194342	0.6985757	0.8311915	1.0000000
300	0.5344735	0.4749624	0.2409462	0.4974635	0.8594531	0.8501276	0.5168501	0.6985757	0.8311915	1.0000000
350	0.5431188	0.4754829	0.2410544	0.4977213	0.8585128	0.8469219	0.5158835	0.6985757	0.8311915	1.0000000
400	0.5467615	0.4756478	0.2412187	0.4980083	0.8577521	0.8449823	0.5155371	0.6985757	0.8311915	1.0000000
450	0.5482362	0.4757220	0.2414198	0.4982790	0.8572027	0.8438888	0.5154156	0.6985757	0.8311915	1.0000000
500	0.5488221	0.4757774	0.2416298	0.4985041	0.8568391	0.8433035	0.5153718	0.6985757	0.8311915	1.0000000
550	0.5388149	0.3170117	0.2418237	0.4986738	0.8566143	0.8430354	0.5185480	0.6985757	0.8311915	1.0000000
600	0.4758555	0.1801912	0.2419860	0.4987924	0.8564958	0.8437125	0.5373127	0.6985757	0.8311915	1.0000000
650	0.3781606	0.1237163	0.2421116	0.4988703	0.8565425	0.8468575	0.5650812	0.6985757	0.8311915	1.0000000
700	0.2922067	0.1044928	0.2422017	0.4989041	0.8568971	0.8524117	0.5875873	0.6985757	0.8311915	1.0000000
750	0.2363240	0.0985256	0.2422536	0.4988670	0.8576060	0.8586702	0.6006238	0.6985757	0.8311915	1.0000000
800	0.2060279	0.0967738	0.2422553	0.4987340	0.8585403	0.8640767	0.6068042	0.6985757	0.8311915	1.0000000
850	0.1914305	0.0962718	0.2421926	0.4985118	0.8594980	0.8680101	0.6093877	0.6985757	0.8311915	1.0000000
900	0.1849403	0.0961119	0.2420635	0.4982393	0.8603240	0.8705529	0.6103840	0.6985757	0.8311915	1.0000000
950	0.1822013	0.0960288	0.2418841	0.4979642	0.8609523	0.8720631	0.6107541	0.6985757	0.8311915	1.0000000
1000	0.1810632	0.0959523	0.2416818	0.4977230	0.8613867	0.8729059	0.6108984	0.6985757	0.8311915	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.1796470	0.0955044	0.2408957	0.4971828	0.8621118	0.8787129	0.5099431	0.7499256	0.8474804	1.0000000
100	0.1796084	0.0955022	0.2408916	0.4971646	0.8624726	0.8770633	0.4226285	0.8084195	0.8630325	1.0000000
150	0.1795911	0.0954999	0.2408766	0.4970888	0.8623785	0.8645180	0.3812314	0.8423285	0.8703362	1.0000000
200	0.1795818	0.0954938	0.2408397	0.4970456	0.8611932	0.8480372	0.3627786	0.8588649	0.8732092	1.0000000
250	0.1795725	0.0954823	0.2408181	0.4971988	0.8590726	0.8333203	0.3545582	0.8662987	0.8742557	1.0000000
300	0.1795599	0.0954769	0.2408911	0.4976189	0.8565977	0.8224557	0.3509040	0.8694797	0.8746220	1.0000000
350	0.1795532	0.0955020	0.2411188	0.4982439	0.8542980	0.8153069	0.3492955	0.8707949	0.8747472	1.0000000
400	0.1795757	0.0955797	0.2415009	0.4989458	0.8524548	0.8109543	0.3485915	0.8713246	0.8747895	1.0000000
450	0.1796545	0.0957162	0.2419836	0.4996060	0.8511252	0.8084476	0.3482738	0.8715335	0.8748036	1.0000000
500	0.1798061	0.0958986	0.2424926	0.5001540	0.8502390	0.8070604	0.3481115	0.8716145	0.8748083	1.0000000
550	0.1800270	0.0961026	0.2429635	0.5005605	0.8494971	0.7981497	0.4463369	0.8246815	0.8585210	1.0000000
600	0.1802961	0.0963025	0.2433567	0.5008754	0.8485457	0.8029926	0.5309966	0.7687880	0.8429694	1.0000000
650	0.1805829	0.0964806	0.2436828	0.5011991	0.8487051	0.8202424	0.5721286	0.7337935	0.8356658	1.0000000
700	0.1808601	0.0966336	0.2439637	0.5013633	0.8504948	0.8381247	0.5917779	0.7151460	0.8327929	1.0000000
750	0.1811118	0.0967616	0.2441402	0.5011637	0.8531538	0.8518143	0.6014537	0.7060094	0.8317464	1.0000000
800	0.1813282	0.0968468	0.2441155	0.5006126	0.8557964	0.8609266	0.6062361	0.7017858	0.8313802	1.0000000
850	0.1814901	0.0968602	0.2438557	0.4998800	0.8579451	0.8665250	0.6085560	0.6999192	0.8312549	1.0000000
900	0.1815674	0.0967858	0.2434151	0.4991458	0.8594915	0.8697882	0.6096619	0.6991235	0.8312127	1.0000000
950	0.1815358	0.0966344	0.2428932	0.4985222	0.8605168	0.8716197	0.6101988	0.6987942	0.8311985	1.0000000
1000	0.1813936	0.0964367	0.2423829	0.4980482	0.8611575	0.8726202	0.6104856	0.6986613	0.8311938	1.0000000

0	0.1797331	0.0955087	0.2408991	0.4971876	0.8620076	0.8737807	0.6111869	0.6985756	0.8311915	1.0000000
50	0.1796470	0.0955044	0.2408957	0.4971825	0.8621001	0.8787800	0.6096869	0.7353175	0.8236741	0.7543012
100	0.1796084	0.0955022	0.2408918	0.4971705	0.8625886	0.8853719	0.6021560	0.7664974	0.6651909	0.4481098
150	0.1795911	0.0955001	0.2408795	0.4970900	0.8633717	0.8893244	0.5951112	0.7377563	0.4826016	0.2559281
200	0.1795821	0.0954943	0.2408328	0.4969199	0.8641048	0.8910279	0.5985544	0.6628808	0.3857109	0.1557057
250	0.1795724	0.0954771	0.2407355	0.4967089	0.8646248	0.8921946	0.6135772	0.5891898	0.3456697	0.1078029
300	0.1795525	0.0954428	0.2405997	0.4965151	0.8649886	0.8940944	0.6332016	0.5388624	0.3307309	0.0860302
350	0.1795141	0.0953932	0.2404536	0.4963608	0.8653312	0.8968790	0.6505569	0.5104665	0.3254342	0.0764495
400	0.1794554	0.0953360	0.2403185	0.4962327	0.8657348	0.9000006	0.6628128	0.4961809	0.3236086	0.0723269
450	0.1793814	0.0952791	0.2401987	0.4961073	0.8661957	0.9028630	0.6702698	0.4895204	0.3229898	0.0705812
500	0.1793006	0.0952260	0.2400872	0.4959717	0.8666617	0.9051370	0.6743578	0.4865787	0.3227822	0.0698510
550	0.1792197	0.0951764	0.2399757	0.4958262	0.8670180	0.9024462	0.6821309	0.3772660	0.2305360	0.3152471
600	0.1791415	0.0951280	0.2398607	0.4956912	0.8669702	0.8984173	0.7168985	0.2323577	0.1545187	0.6213140
650	0.1790656	0.0950796	0.2397535	0.4956291	0.8666561	0.8981811	0.7708077	0.1404610	0.2320406	0.8134447
700	0.1789914	0.0950348	0.2396818	0.4956551	0.8664978	0.9018570	0.8181467	0.1287414	0.4332866	0.9136463
750	0.1789218	0.0950014	0.2396596	0.4957049	0.8667309	0.9071557	0.8327119	0.2232228	0.6117042	0.9615406
800	0.1788639	0.0949843	0.2396665	0.4956991	0.8672809	0.9112383	0.8028360	0.3715844	0.7219681	0.9833100
850	0.1788240	0.0949793	0.2396623	0.4956054	0.8678706	0.9119594	0.7492721	0.5023187	0.7799265	0.9928893
900	0.1788011	0.0949744	0.2396173	0.4954546	0.8681944	0.9088064	0.6985250	0.5909192	0.8079656	0.9970114
950	0.1787856	0.0949588	0.2395325	0.4953169	0.8680674	0.9028619	0.6618046	0.6430007	0.8209092	0.9987568
1000	0.1787650	0.0949301	0.2394383	0.4952623	0.8674877	0.8958886	0.6388495	0.6710917	0.8267135	0.9994870
