"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
450	0.9999292	0.0006537	0.2503595	0.1667395	0.5963865	0.1457101	0.0294963	0.8970241	0.0041612	1.0000000
500	0.9999682	0.0004933	0.2976738	0.1625076	0.5950910	0.1456500	0.0294872	0.8970097	0.0041602	1.0000000
550	0.9999859	0.0004367	0.3077825	0.2963433	0.7060914	0.6895611	0.0298035	0.9591251	0.0324321	1.0000000
600	0.9999935	0.0004167	0.1873823	0.5814490	0.8267100	0.8871980	0.0314700	0.9834756	0.0415338	1.0000000
650	0.9999968	0.0004102	0.1048498	0.7340925	0.8839340	0.9590120	0.0336316	0.9928249	0.0444640	1.0000000
700	0.9999982	0.0004256	0.0721781	0.8031242	0.9075784	0.9851065	0.0352891	0.9963703	0.0454073	1.0000000
750	0.9999987	0.0006947	0.0602286	0.8334591	0.9169637	0.9945882	0.0362948	0.9977118	0.0457110	1.0000000
800	0.9999978	0.0021100	0.0558931	0.8466135	0.9206248	0.9980335	0.0368362	0.9982211	0.0458088	1.0000000
850	0.9999887	0.0050202	0.0543001	0.8522516	0.9220373	0.9992854	0.0371086	0.9984153	0.0458402	1.0000000
900	0.9999502	0.0081593	0.0537023	0.8546395	0.9225774	0.9997403	0.0372401	0.9984898	0.0458504	1.0000000
950	0.9998651	0.0104640	0.0534724	0.8556388	0.9227823	0.9999056	0.0373020	0.9985186	0.0458536	1.0000000
1000	0.9997467	0.0118250	0.0533819	0.8560522	0.9228595	0.9999657	0.0373307	0.9985297	0.0458547	1.0000000

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9993622	0.0131615	0.0533206	0.8563352	0.9229055	1.0000000	0.0373554	0.9727294	0.0458552	1.0000000
100	0.9993611	0.0131619	0.0533206	0.8563352	0.9229055	1.0000000	0.0373550	0.9624984	0.0458552	1.0000000
150	0.9993606	0.0131621	0.0533205	0.8563352	0.9229055	1.0000000	0.0373547	0.9584425	0.0458552	1.0000000
200	0.9993604	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373547	0.9568345	0.0458552	1.0000000
250	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9561971	0.0458552	1.0000000
300	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9559444	0.0458552	1.0000000
350	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9558442	0.0458552	1.0000000
400	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9558045	0.0458552	1.0000000
450	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9557887	0.0458552	1.0000000
500	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9557825	0.0458552	1.0000000
550	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9815874	0.0458552	1.0000000
600	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9918174	0.0458552	1.0000000
650	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9958730	0.0458552	1.0000000
700	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9974807	0.0458552	1.0000000
750	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9981181	0.0458552	1.0000000
800	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9983708	0.0458552	1.0000000
850	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9984710	0.0458552	1.0000000
900	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985107	0.0458552	1.0000000
950	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985264	0.0458552	1.0000000
1000	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985327	0.0458552	1.0000000

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.8083640	0.0052112	0.0235788	0.8563351	0.9229055	0.9999835	0.3200692	0.4266315	0.0184154	1.0000000
100	0.7332686	0.0084195	0.0140330	0.8563296	0.9228981	0.9986613	0.4444693	0.1999295	0.0095815	1.0000000
150	0.7036724	0.0143834	0.0109694	0.8562394	0.9227830	0.9906086	0.4993849	0.1100618	0.0067376	1.0000000
200	0.6918993	0.0168393	0.0099867	0.8558596	0.9223228	0.9755063	0.5237169	0.0744358	0.0058221	1.0000000
250	0.6871490	0.0177258	0.0096737	0.8550836	0.9214495	0.9598743	0.5345165	0.0603126	0.0055273	1.0000000
300	0.6852058	0.0180413	0.0095777	0.8540471	0.9203820	0.9480650	0.5393135	0.0547136	0.0054324	1.0000000
350	0.6844027	0.0181533	0.0095532	0.8529929	0.9193953	0.9405964	0.5414452	0.0524940	0.0054019	1.0000000
400	0.6840686	0.0181930	0.0095522	0.8521033	0.9186395	0.9363525	0.5423927	0.0516141	0.0053920	1.0000000
450	0.6839292	0.0182071	0.0095580	0.8514463	0.9181321	0.9341003	0.5428140	0.0512653	0.0053889	1.0000000
500	0.6838709	0.0182120	0.0095648	0.8510065	0.9178224	0.9329585	0.5430013	0.0511270	0.0053879	1.0000000
550	0.8334384	0.6262362	0.0393123	0.8508485	0.9177778	0.9510784	0.2583968	0.6237784	0.0328273	1.0000000
600	0.7476620	0.4218274	0.0488609	0.8516751	0.9187737	0.9792875	0.1498872	0.8505200	0.0416611	1.0000000
650	0.7251395	0.1795052	0.0519215	0.8531319	0.9203344	0.9922536	0.1130859	0.9401095	0.0445050	1.0000000
700	0.8013411	0.0768307	0.0528959	0.8544117	0.9215542	0.9971591	0.0772752	0.9754691	0.0454205	1.0000000
750	0.8889211	0.0371326	0.0532005	0.8552766	0.9222662	0.9989644	0.0556321	0.9894248	0.0457152	1.0000000
800	0.9459850	0.0221086	0.0532919	0.8557878	0.9226231	0.9996232	0.0454862	0.9949355	0.0458101	1.0000000
850	0.9753739	0.0164749	0.0533169	0.8560654	0.9227866	0.9998629	0.0409605	0.9971127	0.0458407	1.0000000
900	0.9889542	0.0143774	0.0533224	0.8562073	0.9228571	0.9999501	0.0389542	0.9979734	0.0458505	1.0000000
950	0.9949205	0.0136027	0.0533227	0.8562765	0.9228863	0.9999819	0.0380646	0.9983138	0.0458537	1.0000000
1000	0.9974816	0.0133194	0.0533220	0.8563090	0.9228980	0.9999934	0.0376700	0.9984485	0.0458547	1.0000000

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9993621	0.0131752	0.0531905	0.9467134	0.9283353	0.5915120	0.0374903	0.9351979	0.0539515	0.4347654
100	0.9993597	0.0133318	0.0528756	0.9711190	0.9119721	0.4430826	0.0414521	0.9090814	0.1304390	0.2260446
150	0.9993514	0.0136816	0.0526345	0.9674051	0.8878900	0.3891489	0.0869659	0.8806932	0.3905032	0.1489716
200	0.9993324	0.0140788	0.0525285	0.9550787	0.8676469	0.3695489	0.2442083	0.7569492	0.6863640	0.1205113
250	0.9993051	0.0143779	0.0525191	0.9442026	0.8549532	0.3622437	0.4122995	0.5595668	0.8532843	0.1100019
300	0.9992766	0.0145305	0.0525546	0.9370701	0.8481988	0.3574948	0.5217475	0.4074994	0.9261704	0.1061212
350	0.9992536	0.0145641	0.0525997	0.9325166	0.8443714	0.3492290	0.5823514	0.3190143	0.9555027	0.1046882
400	0.9992393	0.0145302	0.0526399	0.9286567	0.8409335	0.3372651	0.6137236	0.2731804	0.9669794	0.1041590
450	0.9992331	0.0144701	0.0526743	0.9244490	0.8368143	0.3253672	0.6293722	0.2508451	0.9714202	0.1039636
500	0.9992328	0.0144046	0.0527067	0.9199902	0.8323083	0.3161591	0.6369890	0.2403725	0.9731292	0.1038914
550	0.9992361	0.0143026	0.0530797	0.7127984	0.8260609	0.6604788	0.6386877	0.2685877	0.7692433	0.6690994
600	0.9992451	0.0138028	0.0539517	0.7490245	0.8626515	0.7853476	0.6005587	0.3771427	0.3437311	0.8778104
650	0.9992732	0.0129015	0.0543361	0.7923581	0.8883019	0.8544278	0.4664592	0.6202670	0.1541837	0.9548798
700	0.9993242	0.0121842	0.0542249	0.8195930	0.9028728	0.9222816	0.2914011	0.8206174	0.0845650	0.9833387
750	0.9993805	0.0119175	0.0539655	0.8360459	0.9118407	0.9678950	0.1674717	0.9225906	0.0596984	0.9938476
800	0.9994226	0.0120012	0.0537317	0.8456405	0.9172955	0.9880023	0.1001322	0.9671114	0.0508335	0.9977281
850	0.9994429	0.0122464	0.0535652	0.8509230	0.9202752	0.9956166	0.0668551	0.9856821	0.0476570	0.9991611
900	0.9994442	0.0125146	0.0534591	0.8536896	0.9217439	0.9984051	0.0510211	0.9933072	0.0465111	0.9996902
950	0.9994335	0.0127388	0.0533960	0.8550808	0.9224148	0.9994201	0.0436279	0.9964164	0.0460951	0.9998856
1000	0.9994179	0.0129014	0.0533603	0.8557565	0.9227050	0.9997892	0.0402154	0.9976791	0.0459433	0.9999578

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9993622	0.0131615	0.0533206	0.8563352	0.9229055	1.0000000	0.0373752	0.9985317	0.0468493	0.8951575
100	0.9993611	0.0131619	0.0533206	0.8563352	0.9229055	1.0000000	0.0376339	0.9984672	0.0500278	0.8564430
150	0.9993606	0.0131621	0.0533205	0.8563352	0.9229055	1.0000000	0.0383404	0.9982923	0.0535185	0.8421471
200	0.9993604	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0393562	0.9980416	0.0560842	0.8368681
250	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0403868	0.9977894	0.0576032	0.8349188
300	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0412251	0.9975874	0.0583921	0.8341990
350	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0418118	0.9974494	0.0587686	0.8339332
400	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0421814	0.9973652	0.0589382	0.8338350
450	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0423970	0.9973178	0.0590115	0.8337988
500	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0425158	0.9972927	0.0590423	0.8337854
550	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0425288	0.9972942	0.0572307	0.9386229
600	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0420338	0.9974326	0.0529763	0.9773357
650	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0409670	0.9977128	0.0496096	0.9916309
700	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0397986	0.9980025	0.0476614	0.9969096
750	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0388581	0.9982228	0.0466760	0.9988588
800	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0382183	0.9983648	0.0462136	0.9995786
850	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0378262	0.9984473	0.0460071	0.9998444
900	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0376023	0.9984921	0.0459181	0.9999425
950	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0374808	0.9985152	0.0458808	0.9999788
1000	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0374174	0.9985266	0.0458654	0.9999922

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9640610	0.0131753	0.0531894	0.9478724	0.9178668	0.6883155	0.0373953	0.6909089	0.0479232	0.7980642
100	0.9501592	0.0133335	0.0528689	0.9765594	0.9015473	0.5750610	0.0379797	0.5688817	0.0557422	0.7234966
150	0.9446782	0.0136913	0.0526096	0.9824483	0.8832559	0.5339085	0.0398782	0.5202890	0.0661136	0.6959615
200	0.9425044	0.0141137	0.0524657	0.9812734	0.8698262	0.5189552	0.0431687	0.5006801	0.0748956	0.6857937
250	0.9416279	0.0144662	0.0524033	0.9790334	0.8620729	0.5135218	0.0470848	0.4925381	0.0805914	0.6820392
300	0.9412628	0.0147002	0.0523834	0.9773783	0.8582070	0.5115474	0.0506762	0.4890194	0.0837205	0.6806527
350	0.9411034	0.0148301	0.0523811	0.9764176	0.8564494	0.5108300	0.0534140	0.4874398	0.0852666	0.6801408
400	0.9410302	0.0148908	0.0523841	0.9759217	0.8556971	0.5105693	0.0552445	0.4867127	0.0859788	0.6799517
450	0.9409954	0.0149136	0.0523875	0.9756831	0.8553880	0.5104745	0.0563585	0.4863748	0.0862914	0.6798819
500	0.9409787	0.0149191	0.0523900	0.9755736	0.8552646	0.5104401	0.0569914	0.4862180	0.0864239	0.6798561
550	0.9762693	0.0148998	0.0525484	0.8355066	0.8679326	0.8221120	0.0570364	0.7922184	0.0791350	0.8817824
600	0.9901662	0.0146775	0.0529741	0.8266337	0.8922317	0.9353619	0.0544346	0.9143851	0.0646894	0.9563465
650	0.9956493	0.0141843	0.0533012	0.8367668	0.9083415	0.9765127	0.0496244	0.9639243	0.0549843	0.9838803
700	0.9978315	0.0136561	0.0534301	0.8454536	0.9165075	0.9914655	0.0450629	0.9842394	0.0499860	0.9940476
750	0.9987179	0.0132853	0.0534406	0.8507639	0.9202224	0.9968988	0.0418019	0.9926153	0.0476525	0.9978020
800	0.9990891	0.0130996	0.0534108	0.8536330	0.9218156	0.9988731	0.0397798	0.9960796	0.0466163	0.9991884
850	0.9992492	0.0130424	0.0533780	0.8550764	0.9224730	0.9995905	0.0386252	0.9975159	0.0461708	0.9997003
900	0.9993191	0.0130494	0.0533537	0.8557672	0.9227370	0.9998512	0.0380004	0.9981125	0.0459838	0.9998893
950	0.9993487	0.0130778	0.0533385	0.8560856	0.9228407	0.9999459	0.0376752	0.9983605	0.0459069	0.9999591
1000	0.9993602	0.0131065	0.0533298	0.8562279	0.9228809	0.9999803	0.0375108	0.9984636	0.0458757	0.9999849

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.5952579	0.0446470	0.0186479	0.8532852	0.9193206	0.7708268	0.0375012	0.9984996	0.0547495	0.4009164
100	0.4308964	0.4732984	0.0075383	0.8411949	0.9085396	0.6875539	0.0424708	0.9971461	0.1487344	0.1796964
150	0.3180024	0.7866078	0.0040281	0.8245935	0.8974842	0.6572955	0.1373178	0.9670088	0.4735454	0.0980079
200	0.2228503	0.8991324	0.0029855	0.8102359	0.8899153	0.6462341	0.4136753	0.7945198	0.7792759	0.0678432
250	0.1630088	0.9388252	0.0027382	0.8005756	0.8856894	0.6378789	0.6232625	0.5697980	0.9185454	0.0567045
300	0.1305342	0.9528230	0.0027313	0.7932983	0.8827386	0.6061328	0.7164572	0.4189882	0.9700769	0.0525914
350	0.1140826	0.9577593	0.0027931	0.7817222	0.8777216	0.5510258	0.7375931	0.3382247	0.9881650	0.0510726
400	0.1060743	0.9595001	0.0029030	0.7611314	0.8693488	0.5065112	0.7299333	0.2989102	0.9944318	0.0505117
450	0.1022833	0.9601140	0.0030887	0.7355265	0.8601090	0.4856038	0.7170846	0.2807574	0.9966014	0.0503046
500	0.1005275	0.9603305	0.0033546	0.7139251	0.8532130	0.4815337	0.7068657	0.2726585	0.9973552	0.0502281
550	0.2332569	0.9792663	0.0385630	0.7237434	0.8581569	0.6607177	0.6998485	0.2720380	0.8399283	0.6492835
600	0.2935908	0.5990384	0.0497934	0.7636503	0.8751036	0.7343650	0.6666485	0.3531398	0.3798599	0.8704930
650	0.4002705	0.2419363	0.0530775	0.7946706	0.8887459	0.7923741	0.5363545	0.5881179	0.1670921	0.9521778
700	0.5879710	0.0973512	0.0538346	0.8159075	0.8989197	0.8771478	0.3424147	0.8018279	0.0890064	0.9823410
750	0.7731228	0.0432490	0.0538655	0.8316801	0.9078599	0.9469739	0.1945320	0.9141248	0.0612186	0.9934792
800	0.8919392	0.0234686	0.0537289	0.8424831	0.9147089	0.9799943	0.1129692	0.9635604	0.0513552	0.9975921
850	0.9521335	0.0164097	0.0535880	0.8490094	0.9189012	0.9926810	0.0727605	0.9842257	0.0478370	0.9991108
900	0.9793581	0.0140000	0.0534824	0.8526327	0.9210917	0.9973367	0.0537075	0.9927152	0.0465737	0.9996717
950	0.9910428	0.0132502	0.0534133	0.8545325	0.9221263	0.9990318	0.0448426	0.9961769	0.0461170	0.9998788
1000	0.9959384	0.0130654	0.0533714	0.8554854	0.9225833	0.9996481	0.0407626	0.9975825	0.0459510	0.9999552

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9992718	0.0488456	0.0177184	0.9470857	0.9229055	0.9999951	0.2431568	0.9985367	0.0458552	1.0000000
100	0.9810929	0.5107618	0.0061977	0.9783839	0.9229037	0.9996900	0.3350160	0.9985367	0.0458552	1.0000000
150	0.8222079	0.8262208	0.0024443	0.9891730	0.9228775	0.9977592	0.4191860	0.9985368	0.0458552	1.0000000
200	0.6127920	0.9387144	0.0012140	0.9928666	0.9227378	0.9884401	0.5963167	0.9985368	0.0458552	1.0000000
250	0.4682198	0.9783877	0.0008081	0.9939916	0.9219931	0.9428267	0.7461014	0.9985368	0.0458552	1.0000000
300	0.3868696	0.9923784	0.0006734	0.9937265	0.9189429	0.8345599	0.8346291	0.9985368	0.0458552	1.0000000
350	0.3448393	0.9973123	0.0006293	0.9917629	0.9114014	0.7025783	0.8816394	0.9985368	0.0458552	1.0000000
400	0.3241236	0.9990522	0.0006168	0.9871719	0.8989220	0.5945666	0.9055002	0.9985368	0.0458552	1.0000000
450	0.3142330	0.9996658	0.0006179	0.9793375	0.8834193	0.5227684	0.9173021	0.9985368	0.0458552	1.0000000
500	0.3096239	0.9998821	0.0006272	0.9690773	0.8679663	0.4800641	0.9230349	0.9985368	0.0458552	1.0000000
550	0.3075222	0.9977470	0.0359571	0.7963639	0.8557356	0.4900329	0.7661943	0.9985368	0.0458552	1.0000000
600	0.3135882	0.6764898	0.0478936	0.7418567	0.8546583	0.5834573	0.6909131	0.9985368	0.0458552	1.0000000
650	0.3868279	0.2810499	0.0522514	0.7535649	0.8665971	0.6968824	0.5776276	0.9985368	0.0458552	1.0000000
700	0.5580923	0.1131419	0.0537612	0.7849513	0.8831247	0.8236478	0.3509040	0.9985368	0.0458552	1.0000000
750	0.7477347	0.0492135	0.0540753	0.8137888	0.8988250	0.9252778	0.1832574	0.9985368	0.0458552	1.0000000
800	0.8774000	0.0255076	0.0539578	0.8333017	0.9102680	0.9721229	0.1025952	0.9985368	0.0458552	1.0000000
850	0.9452012	0.0169473	0.0537545	0.8445360	0.9169072	0.9898320	0.0663934	0.9985368	0.0458552	1.0000000
900	0.9763250	0.0140189	0.0535853	0.8505176	0.9202435	0.9963027	0.0502733	0.9985368	0.0458552	1.0000000
950	0.9897718	0.0131336	0.0534714	0.8535564	0.9217782	0.9986562	0.0431014	0.9985368	0.0458552	1.0000000
1000	0.9954202	0.0129465	0.0534025	0.8550449	0.9224441	0.9995116	0.0399110	0.9985368	0.0458552	1.0000000

0	0.9993643	0.0131604	0.0533206	0.8563351	0.9229055	1.0000000	0.0373565	0.9985366	0.0458552	1.0000000
50	0.9993825	0.0113098	0.0533237	0.8499419	0.9160650	0.5932880	0.0373554	0.9346377	0.0458552	1.0000000
100	0.9994414	0.0106496	0.0533827	0.8129921	0.8916432	0.4455041	0.0373549	0.9093057	0.0458552	1.0000000
150	0.9995018	0.0103511	0.0536544	0.7392988	0.8605485	0.3918049	0.0373547	0.8992632	0.0458552	1.0000000
200	0.9995480	0.0100063	0.0543382	0.6607983	0.8351274	0.3722926	0.0373546	0.8952819	0.0458552	1.0000000
250	0.9995855	0.0093606	0.0555244	0.6037383	0.8193367	0.3652026	0.0373546	0.8937036	0.0458552	1.0000000
300	0.9996263	0.0083508	0.0570717	0.5700301	0.8110949	0.3626263	0.0373546	0.8930779	0.0458552	1.0000000
350	0.9996777	0.0071392	0.0586558	0.5522939	0.8072402	0.3616902	0.0373546	0.8928299	0.0458552	1.0000000
400	0.9997372	0.0059790	0.0599781	0.5436028	0.8055603	0.3613501	0.0373545	0.8927315	0.0458552	1.0000000
450	0.9997958	0.0050420	0.0609164	0.5395449	0.8048619	0.3612265	0.0373545	0.8926925	0.0458552	1.0000000
500	0.9998457	0.0043719	0.0615048	0.5377162	0.8045809	0.3611816	0.0373545	0.8926771	0.0458552	1.0000000
550	0.9998798	0.0047700	0.0615213	0.6172210	0.8310692	0.7678772	0.0373545	0.9565700	0.0458552	1.0000000
600	0.9998952	0.0049560	0.0594742	0.7364944	0.8751617	0.9156552	0.0373545	0.9818996	0.0458552	1.0000000
650	0.9998978	0.0056684	0.0569265	0.8008324	0.9013617	0.9693522	0.0373545	0.9919412	0.0458552	1.0000000
700	0.9998845	0.0070470	0.0552101	0.8311182	0.9137649	0.9888637	0.0373545	0.9959220	0.0458552	1.0000000
750	0.9998479	0.0087294	0.0542628	0.8450226	0.9191630	0.9959535	0.0373545	0.9975002	0.0458552	1.0000000
800	0.9997850	0.0102674	0.0537785	0.8513294	0.9214105	0.9985296	0.0373545	0.9981258	0.0458552	1.0000000
850	0.9997028	0.0114231	0.0535394	0.8541528	0.9223193	0.9994657	0.0373545	0.9983739	0.0458552	1.0000000
900	0.9996158	0.0121819	0.0534237	0.8553980	0.9226790	0.9998058	0.0373546	0.9984722	0.0458552	1.0000000
950	0.9995377	0.0126356	0.0533685	0.8559385	0.9228190	0.9999294	0.0373546	0.9985112	0.0458552	1.0000000
1000	0.9994759	0.0128896	0.0533425	0.8561696	0.9228728	0.9999743	0.0373546	0.9985266	0.0458552	1.0000000
