"Time"	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
300	0.9702663	0.1274594	0.6288697	0.1029765	0.9704872	0.8255125	0.1421870	0.5218534	0.1263202	0.6001458
350	0.9287515	0.1145859	0.6874057	0.0853699	1.0023945	0.8552860	0.2359850	0.4416389	0.1331150	0.6073553
400	0.8857034	0.1089795	0.6763992	0.0957128	0.9595946	0.8234269	0.2766711	0.4175381	0.1233776	0.6570950
450	0.9130595	0.1357293	0.6408856	0.0877232	0.9742188	0.9318493	0.3897383	0.4660903	0.1386274	0.6638385
500	0.9242165	0.1329721	0.6813543	0.1051296	0.8838668	0.9516833	0.3349492	0.4837151	0.0732826	0.6654325
550	0.9576249	0.1453438	0.6002415	0.2246123	0.9311294	0.8801487	0.2969948	0.5075951	0.1340582	0.8623847
600	1.0370318	0.1179218	0.4885095	0.2364238	0.9932560	0.9485321	0.2161638	0.5771983	0.0738165	0.9842299
650	1.0227269	0.1288558	0.5130996	0.2235598	0.9351069	0.9197427	0.1720197	0.5407852	0.0893041	0.9626141
700	1.0747834	0.1170073	0.4896228	0.2602688	1.0033377	0.8606334	0.1266369	0.5316055	0.0684593	0.9682719
750	1.0248169	0.1582610	0.5325768	0.2864578	1.0248277	0.8559527	0.2169490	0.6499025	0.0747827	0.9389333
800	0.9306287	0.1761547	0.4923707	0.2715934	0.9971311	0.8305721	0.1484350	0.5917088	0.0641682	0.9720201
850	1.0735232	0.1365135	0.4673758	0.2794259	0.9523961	0.7616998	0.1858749	0.5471151	0.0900336	0.9062116
900	0.9995345	0.1565624	0.5886246	0.2353641	1.0388240	0.8799064	0.1787215	0.6573368	0.0511037	0.9587926
950	1.0443495	0.1308921	0.4791614	0.2545291	0.9772980	0.8224788	0.1326208	0.6229725	0.0821065	1.0740069
1000	0.9687669	0.1049309	0.3947875	0.2230686	1.0221674	0.8483972	0.1476233	0.6144392	0.0821648	1.0860536

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	1.0382143	0.0821052	0.9360143	0.1817481	0.9453890	0.9411446	0.2366786	0.5430521	0.0288460	0.9635809
100	1.0557901	0.0502693	0.9559648	0.1049390	0.9235688	0.9776702	0.1660824	0.6687576	0.0362621	0.9891070
150	1.0152403	0.0292567	1.0051087	0.0997645	0.9801861	0.8778191	0.1388384	0.6512423	0.0282744	0.9645133
200	0.9946377	0.0240876	1.0362121	0.1158107	0.9958337	0.9308587	0.1007782	0.6645723	0.0215022	1.1021837
250	0.9116866	0.0238082	1.0089454	0.1211561	0.9492522	0.7988940	0.1222762	0.6632290	0.0079371	1.0377315
300	0.9150927	0.0316940	1.0390845	0.1337114	1.0558740	0.8128679	0.1140913	0.6738285	0.0304429	0.9660842
350	0.9677665	0.0516711	0.9597918	0.1230255	1.0086499	0.7449207	0.1368052	0.6553090	0.0271429	1.0294088
400	0.9417023	0.0468561	0.9599181	0.0892999	1.0055837	0.7631985	0.1493923	0.6336631	0.0128111	1.0383854
450	1.0433936	0.0572453	1.0158170	0.0725914	0.9729937	0.8670547	0.1277472	0.5875621	0.0100762	1.0178065
500	1.0419906	0.0501441	0.9653956	0.0917958	0.9768994	0.8749083	0.1473047	0.6607142	0.0249669	1.0024146
550	1.0460746	0.0935866	0.6361191	0.2029670	0.9672466	0.8302430	0.1182647	0.6939647	0.0804520	1.0031272
600	1.0354290	0.1071371	0.5110496	0.2136064	0.9343295	0.8361655	0.1524637	0.5668375	0.0899851	1.0332075
650	1.0688685	0.1597421	0.4543922	0.2294028	0.9542494	0.8592602	0.1370668	0.5462662	0.0599270	1.0246722
700	1.0154535	0.1696283	0.4468130	0.2407030	0.9953629	0.8166540	0.1381157	0.5959910	0.0666696	1.0436603
750	1.0067274	0.1169598	0.4519893	0.2376219	0.9652677	0.8455926	0.1932110	0.5869553	0.0785891	0.9915613
800	1.0670033	0.1353276	0.5073623	0.2396800	0.9526184	0.9079370	0.2287149	0.5276705	0.0489979	0.9285158
850	0.9639618	0.1197183	0.6004805	0.2375024	0.9321820	0.9539845	0.2384118	0.5322770	0.0747176	1.0420462
900	0.9820200	0.1246320	0.5406472	0.2270009	1.0083888	1.0031468	0.1685636	0.5850950	0.0502188	0.9612005
950	1.0403113	0.1425910	0.4638420	0.2491628	0.9367751	0.8515358	0.1481445	0.5254939	0.0801149	0.9708024
1000	0.9323908	0.1211433	0.5239185	0.2845990	0.9813447	0.8789452	0.1442347	0.5313553	0.0818401	1.0054026

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	1.0160582	0.1433643	0.8216601	0.2737347	0.9175558	0.8985765	0.2669262	0.5522631	0.0535360	1.0320086
100	0.9567561	0.1420905	0.8806349	0.2327731	0.9079477	0.9802871	0.1924789	0.5648124	0.0589390	1.1030610
150	0.9539156	0.1497385	0.8641668	0.2433243	0.9564567	0.9899667	0.1546993	0.6168005	0.0958268	1.0042813
200	0.9161941	0.1472510	0.9308139	0.2485878	0.9717343	0.9290100	0.1461222	0.5456315	0.0749000	1.0324028
250	0.9952882	0.1388120	0.7916592	0.2602486	0.9557207	0.8646028	0.1577863	0.5590685	0.1201772	0.9791778
300	1.0804872	0.1250149	0.8506196	0.2433298	0.9113108	0.8508965	0.1680705	0.5373032	0.0798288	0.9459868
350	0.9956106	0.1252048	0.7918835	0.2604446	0.8696493	0.8124081	0.2265877	0.4673764	0.0751574	0.9813671
400	0.9877327	0.1383147	0.8143965	0.3047289	0.9557225	0.7869485	0.3022942	0.4109589	0.0581311	1.0276075
450	0.9493572	0.1467001	0.8657551	0.3225936	1.0443290	0.8894208	0.3103681	0.4809262	0.0655099	1.0134995
500	0.8416051	0.1382451	0.8079779	0.2840942	0.9815338	0.9276764	0.2896286	0.6101672	0.0838355	0.9759090
550	0.8306992	0.1066150	0.5624545	0.2491062	0.9076567	0.9577240	0.1878898	0.6231851	0.0809287	0.9935717
600	0.9550299	0.1217525	0.5941577	0.3007793	0.9291953	0.9593012	0.1349840	0.5164166	0.1014790	0.9948148
650	1.0091489	0.1018108	0.6287713	0.2854342	1.0212021	0.8885379	0.2254609	0.4476835	0.0790198	1.0069407
700	0.9876136	0.1059892	0.4794834	0.2773058	0.9632018	0.9380389	0.3106133	0.4862025	0.0688681	1.0123351
750	0.9509944	0.1163216	0.4536543	0.2714184	0.9214788	0.9303809	0.2984064	0.5139391	0.0802799	1.0411619
800	0.8422886	0.1090377	0.5014695	0.2845632	0.9747276	0.9838333	0.2108389	0.5625236	0.0542449	0.9340873
850	0.9335322	0.1111159	0.5769299	0.2543458	0.9922925	0.9005320	0.1847606	0.5235306	0.0748728	1.0082527
900	0.9283119	0.1272616	0.5057217	0.2447929	0.9964737	0.8663631	0.2301354	0.5573404	0.0472503	0.9606323
950	0.9606100	0.1460936	0.5942536	0.2565268	0.9463677	0.9266212	0.2405287	0.6283500	0.0783804	0.9526843
1000	1.0218709	0.1539841	0.5588058	0.2809592	0.9002302	0.9227986	0.1987988	0.5697874	0.1087942	0.9763659

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	0.4197818	0.1112682	0.4617879	0.2621376	0.9812046	0.7560821	0.1108988	0.5457709	0.0837926	0.9515793
100	0.3160533	0.1442852	0.3725764	0.2800929	1.0276984	0.7554002	0.0481462	0.5421915	0.0911911	1.0086263
150	0.2444091	0.1223081	0.3984789	0.2504417	1.0205924	0.5034220	0.0529279	0.4993249	0.0669005	0.9903109
200	0.2524285	0.1593405	0.3581393	0.2230092	0.9359431	0.5482838	0.0408311	0.4812076	0.0784965	0.9742790
250	0.2368064	0.1935614	0.2564374	0.2684864	0.8644853	0.4540523	0.0459144	0.4899942	0.0916400	1.0393882
300	0.2777349	0.1876491	0.2515311	0.2985815	0.7765039	0.3852867	0.0263615	0.4942324	0.0790794	0.9564906
350	0.2527081	0.2035689	0.2092206	0.3463766	0.6906292	0.2890671	0.0267469	0.5077484	0.0991056	0.9946881
400	0.2750649	0.2421593	0.1593996	0.4230823	0.6073923	0.3269896	0.0374333	0.4616997	0.0650491	1.0748537
450	0.2318392	0.2663492	0.1886535	0.5005645	0.5640653	0.3977504	0.0292925	0.4404397	0.0722094	1.0372560
500	0.2651231	0.2212742	0.1542392	0.5666373	0.5761329	0.3480826	0.0368193	0.3788194	0.0794873	0.9415176
550	0.8187196	0.2189385	0.1613068	0.7311085	0.4353060	0.3942770	0.0865126	0.3841566	0.0742219	0.9907143
600	0.9375400	0.1993596	0.2239089	0.7755950	0.5576230	0.5284038	0.2410875	0.3544005	0.0888542	1.0492381
650	0.8711691	0.1540055	0.2290816	0.6688757	0.7036054	0.7621689	0.3693202	0.3562376	0.0915473	1.1539323
700	0.9382892	0.1429336	0.3338238	0.4364277	0.9425958	0.9002866	0.3650840	0.4296836	0.0620375	1.0864265
750	0.9153099	0.1417666	0.4098589	0.3755136	0.9289640	0.9259342	0.3312220	0.5641538	0.0918207	1.0353573
800	0.9225977	0.1148977	0.4544378	0.3498981	0.8920261	0.9326920	0.2485286	0.5417670	0.1036255	1.0473524
850	0.9487040	0.1664235	0.5327584	0.2958070	0.9899557	0.9248082	0.2550747	0.5267113	0.0924311	0.9623516
900	0.9575843	0.1708959	0.5167489	0.2819714	1.0170308	0.9449792	0.2699810	0.5297874	0.0960081	0.9685300
950	0.8645766	0.1442575	0.4994107	0.2658935	0.9677391	0.9120274	0.2636825	0.5582069	0.0662595	1.0438443
1000	0.9983360	0.1444907	0.5108874	0.2388571	1.0575244	0.8629376	0.1940620	0.5729118	0.0696812	0.9955717

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	1.0053359	0.0339121	0.6404597	0.0865330	0.9131756	0.9508038	0.1713410	0.7942673	0.1116155	0.8922805
100	0.9024400	0.0175628	0.6001438	0.0454726	0.9712835	0.8453671	0.0753269	0.8522323	0.0666199	0.9554064
150	1.0382112	0.0261839	0.4901362	0.0258931	0.9163769	0.5867314	0.0607823	0.8297187	0.0736277	0.9436718
200	0.9962023	0.0371001	0.3662007	0.0287998	0.9090758	0.4430848	0.0570256	0.8622220	0.0785574	1.0824238
250	1.0060118	0.0397395	0.3406960	0.0214242	0.7857054	0.5379253	0.0536718	0.9836747	0.0690433	1.0331062
300	1.0504001	0.0599071	0.2446127	0.0402977	0.7395507	0.4764157	0.0475861	0.9213078	0.0912800	0.9662837
350	1.0148653	0.0486703	0.3174555	0.0352751	0.7287516	0.4427363	0.0307507	0.9062202	0.0846574	1.0179046
400	0.9401390	0.0653067	0.2347302	0.0384257	0.7032768	0.4216839	0.0454968	0.9082707	0.0917395	1.0643705
450	0.9974727	0.0715336	0.2258474	0.0483814	0.6531909	0.4679921	0.0416797	0.9528140	0.0744938	1.0105951
500	1.0619463	0.0606997	0.1953645	0.0526764	0.6173289	0.3720222	0.0328745	0.9553390	0.0950792	0.9731705
550	0.9935092	0.1527015	0.1550411	0.4507593	0.4930732	0.3135119	0.0471719	0.6153904	0.0753698	0.9158745
600	1.0120436	0.1710509	0.1702904	0.5355115	0.4863377	0.4090115	0.0913789	0.4447580	0.0710026	0.9457692
650	0.9085822	0.1830442	0.2126423	0.6531267	0.5129900	0.6290052	0.2257302	0.4070727	0.0630109	1.0649145
700	0.9873577	0.1789158	0.2570107	0.5511615	0.7954837	0.8394599	0.3178916	0.4135592	0.0617117	0.9444904
750	0.8960450	0.1609117	0.3427964	0.4108146	0.8204985	0.9113401	0.4135544	0.4136620	0.0573115	1.0085276
800	0.8424129	0.1525926	0.3881425	0.3707622	0.8924734	0.8792129	0.4566275	0.4233958	0.0607621	0.9655700
850	0.8691614	0.1304507	0.5095352	0.3108929	0.9960084	0.8735293	0.3064993	0.5177478	0.0746833	0.9732118
900	0.8578897	0.1002347	0.5199101	0.3518350	0.9042384	1.0568694	0.2485849	0.5531625	0.0828714	0.9833548
950	1.0112638	0.1295384	0.6297442	0.3064275	0.8856278	0.9970411	0.2518432	0.5348351	0.0663800	1.0094215
1000	0.9271074	0.1273591	0.6026942	0.2936187	0.9524808	0.9095723	0.2205639	0.5320105	0.0762443	1.0729470

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	1.0371286	0.1151318	0.5263688	0.2501012	0.9374589	0.8481750	0.2417518	0.8142190	0.0780471	1.0261956
100	0.9755508	0.1141757	0.5167722	0.2781010	1.0048898	0.9013049	0.2798593	0.9160286	0.0797977	0.9971115
150	0.9708642	0.1204932	0.5596962	0.2668933	1.0324691	0.9337349	0.2314358	0.9696430	0.0744073	0.9437843
200	0.9277859	0.1098424	0.4904384	0.2408946	1.0027137	0.8813505	0.2267158	1.0207400	0.0708596	0.9720017
250	0.9424684	0.1190781	0.5520917	0.1918985	1.1165753	0.9527980	0.2099180	0.9613921	0.0714361	1.0322228
300	1.0662847	0.1325915	0.5587413	0.2258748	1.0960581	0.9103304	0.2081015	0.9444620	0.0739702	0.9198715
350	1.0135662	0.1153020	0.6260933	0.2066609	1.0026230	0.8842224	0.2701759	0.9365626	0.0762368	0.9921207
400	0.9618315	0.1389440	0.6326592	0.2089835	1.0217185	0.9498464	0.2426622	0.9260718	0.0929501	0.9536287
450	0.9655134	0.1290959	0.5468718	0.2122980	1.0428296	0.9460647	0.2552558	1.0562128	0.0647509	1.0209178
500	1.0259472	0.1134118	0.5683478	0.2240434	0.9275959	0.9010448	0.2305798	0.9931538	0.0625987	1.0660890
550	0.9429522	0.1296081	0.5818679	0.2425207	1.0175496	0.8810073	0.0943451	0.7173385	0.0594149	0.9859284
600	0.9420027	0.1379275	0.5943734	0.1993276	0.9998193	0.8449101	0.0715742	0.5992465	0.0541949	1.0201251
650	1.0054555	0.1633769	0.5032964	0.2402450	0.9913356	0.6743706	0.0867905	0.5563679	0.0603101	0.9945408
700	1.0561754	0.1252719	0.4481068	0.2308260	0.9215722	0.6654049	0.0895079	0.6000607	0.0803519	1.0173384
750	1.0300294	0.1380894	0.3998119	0.2634992	0.9074295	0.6402083	0.0887741	0.6702174	0.0927643	0.9294076
800	1.0515469	0.1253344	0.3527145	0.2808451	0.9545874	0.7112456	0.1137130	0.5877418	0.0793563	1.0042506
850	0.9576594	0.1260697	0.3509737	0.2532398	1.0277263	0.7936406	0.1401692	0.5429643	0.0976504	0.9979244
900	0.9422796	0.1280405	0.4300303	0.2038988	1.0019831	0.8055008	0.2232107	0.5103939	0.0629136	0.9571007
950	0.9611362	0.1520731	0.4428696	0.2186488	0.9175098	0.8263459	0.1904900	0.6404275	0.0632332	1.0277810
1000	0.9286326	0.1660934	0.4410045	0.2914132	0.8822551	0.8644431	0.1576399	0.5461140	0.0551656	0.9637416

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	1.0014893	0.1520341	0.4942178	0.3137183	0.9406516	0.8895280	0.1831909	0.4703160	0.0230445	1.0140788
100	1.0065914	0.1039091	0.5454734	0.3373951	0.9758381	0.8877259	0.1762864	0.5352222	0.0013219	1.0547574
150	1.0042528	0.1232513	0.5722712	0.2987502	0.9313236	0.9563574	0.1830068	0.5924411	0.0000000	1.0206179
200	0.9620524	0.1095660	0.5706140	0.2495868	0.9487050	0.9523259	0.1818621	0.5775026	0.0001389	1.0075016
250	1.0530063	0.1081188	0.5409987	0.2923589	1.0318441	0.9237848	0.1418833	0.6475455	0.0009420	0.9938913
300	1.0333737	0.1350371	0.5369605	0.2965066	1.0480231	0.8294959	0.1006486	0.6772795	0.0034174	1.0331152
350	0.9506604	0.1122602	0.5027861	0.2529752	0.9613986	0.8542292	0.0945177	0.6538288	0.0000000	1.1077946
400	1.0520149	0.1189655	0.5840066	0.2780627	1.0641214	0.9443226	0.1254494	0.6218810	0.0009072	1.0493547
450	1.0519850	0.1086509	0.6476931	0.2506730	0.9948629	1.0546335	0.1259623	0.6513336	0.0007709	1.0801808
500	1.0229188	0.1049110	0.5919757	0.2228518	1.0383378	0.9902546	0.1385045	0.6594544	0.0052642	1.0216630
550	0.9832051	0.1003173	0.6542732	0.2266535	0.9731723	0.8641511	0.1674688	0.5837002	0.0280258	1.0898310
600	0.9952813	0.1326552	0.5378607	0.2764571	0.8844134	0.8971792	0.1204204	0.6360750	0.0876053	0.9989100
650	1.0865739	0.1476656	0.5193743	0.2775449	0.9243227	0.8436262	0.1017995	0.5481173	0.0753606	1.0399369
700	0.9636757	0.1180041	0.5378923	0.2897543	0.9548302	0.8149984	0.1207364	0.5347024	0.0848985	0.9789697
750	1.0289496	0.1292429	0.4088515	0.2128896	0.9540963	0.7489870	0.1706540	0.5598146	0.0737524	1.0129117
800	1.0246440	0.1558206	0.4389142	0.3100719	0.9205252	0.7706010	0.2204885	0.5307852	0.1146718	0.9365051
850	1.1029949	0.1362429	0.5395103	0.3339587	0.9764589	0.8648238	0.2087409	0.4346433	0.0888070	0.9298380
900	1.0537562	0.1359016	0.5544946	0.2216372	0.9894066	0.9858728	0.3255667	0.3925165	0.1105868	0.9388021
950	0.9861161	0.1322931	0.6054861	0.3000343	0.9278169	1.0141256	0.4120940	0.4681112	0.1107104	0.9092514
1000	0.8311971	0.0895945	0.5711581	0.2865584	0.9183252	0.9734296	0.3747524	0.4484911	0.1019521	1.0218719

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	0.4615381	0.1288294	0.5598366	0.2422175	0.9781530	0.7884642	0.1195934	0.7106001	0.0910715	0.9995551
100	0.3139256	0.1417649	0.5760609	0.2441489	0.9319371	0.8357229	0.0694990	0.5394593	0.0632814	1.0156544
150	0.2654545	0.1450700	0.4010470	0.2497803	0.9367301	0.8093647	0.0408020	0.5042753	0.0673840	1.0519629
200	0.2364457	0.1355270	0.3922395	0.2790003	0.9612559	0.5929141	0.0298890	0.5067623	0.0698750	0.9936584
250	0.2073263	0.1443553	0.3579887	0.2654919	0.9620294	0.5233120	0.0356413	0.5577086	0.0653353	1.0037735
300	0.2430154	0.1465616	0.3624878	0.2890969	0.9306793	0.4172301	0.0216408	0.5173780	0.0644997	0.9385188
350	0.2487437	0.1455003	0.2785898	0.3113436	0.8305140	0.4569131	0.0288170	0.5707325	0.0660566	1.0189051
400	0.2855006	0.1706897	0.2600101	0.3475122	0.7272286	0.4607603	0.0301857	0.5842697	0.0997002	1.0339007
450	0.2706529	0.1757462	0.1928095	0.3343932	0.7194550	0.4606526	0.0497120	0.5210172	0.0686882	1.0443607
500	0.3218378	0.1847742	0.2259022	0.3586718	0.7415163	0.5187645	0.0338547	0.5543036	0.0600160	0.9315902
550	0.7221077	0.1859526	0.1831869	0.4041249	0.6616982	0.3730229	0.0402882	0.5270493	0.0738421	1.0813364
600	0.9079343	0.1957567	0.1656482	0.5337410	0.5385180	0.4387082	0.1576716	0.4771774	0.0780456	1.0858490
650	0.9305826	0.1836692	0.2145326	0.6296197	0.6526697	0.7597649	0.2342262	0.3756312	0.0550178	1.0217081
700	0.9865908	0.1585281	0.2455302	0.5756165	0.7807504	0.8945926	0.3417661	0.4796360	0.0776476	0.9725770
750	1.0371679	0.1315187	0.4352073	0.4191608	0.9045865	0.8829817	0.2121342	0.4121104	0.0676964	0.9900428
800	1.0937766	0.1224928	0.4343956	0.3228242	0.8930948	0.9496906	0.2472158	0.4459972	0.0808133	0.9952897
850	1.0952447	0.1059264	0.5266973	0.3292962	1.0042219	0.9401047	0.2159251	0.4430472	0.0711881	1.0223970
900	1.0482648	0.1274726	0.5294664	0.2986452	1.0013421	0.8874064	0.2490530	0.5016830	0.0653926	0.9411783
950	1.0467019	0.1168441	0.5637858	0.2663060	0.9530162	0.9109163	0.2327662	0.5783880	0.0770301	1.0397868
1000	0.9360487	0.1170486	0.5418183	0.2334445	0.9809745	0.9042009	0.1606211	0.6389709	0.0550255	0.9629782

0	0.9976459	0.1551851	0.4720182	0.2670089	0.8980027	0.8669586	0.1270776	0.5996066	0.0937712	0.9983831
50	0.6073268	0.0445171	0.6212245	0.1030630	0.9606486	0.9706008	0.1645250	0.6023810	0.0792919	1.0371990
100	0.4598430	0.0566198	0.6004242	0.0687768	0.9624658	0.9281997	0.0980525	0.5895188	0.0665963	0.9505715
150	0.3968067	0.0460269	0.5446487	0.0557433	0.9834876	0.7676226	0.0772729	0.6062735	0.0667458	1.0717697
200	0.4216469	0.0338123	0.4539162	0.0496359	0.9406136	0.7003327	0.0516103	0.5786811	0.0591141	0.9899104
250	0.4484410	0.0635716	0.3783286	0.0552689	0.9579167	0.6011962	0.0440710	0.5360188	0.0646770	1.1111305
300	0.4654953	0.0671059	0.2927584	0.0459739	0.9345882	0.5069795	0.0411573	0.6084300	0.0644363	1.0303819
350	0.4647020	0.0840810	0.2566854	0.0444269	0.9278173	0.4657933	0.0515678	0.6430357	0.0481846	0.9857210
400	0.4369233	0.0984088	0.2446595	0.0379235	0.7166736	0.4482289	0.0553154	0.5636686	0.0852596	0.9163809
450	0.4340803	0.1001323	0.2010410	0.0596810	0.6169784	0.3605330	0.0324884	0.5587313	0.0725576	0.9741795
500	0.4221577	0.1082456	0.1432377	0.1055938	0.5756736	0.2891135	0.0294463	0.5790345	0.0603084	0.9345057
550	0.8606641	0.2042175	0.1390791	0.4992819	0.3377905	0.2833002	0.0577277	0.4597342	0.0662927	1.0400187
600	0.9538428	0.2746971	0.1416952	0.6517109	0.2598054	0.4436698	0.1821062	0.3379609	0.0805779	1.0007618
650	0.9181396	0.2726335	0.1616065	0.7047350	0.5046868	0.6180385	0.3048979	0.2710956	0.0903585	0.9627840
700	0.9396053	0.2100083	0.2655296	0.6946476	0.7597313	0.8525239	0.3890125	0.3024918	0.0743339	0.9633529
750	0.9591944	0.1271245	0.4675021	0.5494732	0.9050249	1.0155215	0.4257421	0.4097810	0.0872628	1.0253339
800	0.9068353	0.1104020	0.5658218	0.3658272	0.9870501	1.0239466	0.3681683	0.5366093	0.0724673	1.0445438
850	0.9576640	0.0997955	0.6155183	0.3757579	0.9478596	1.0285764	0.2620740	0.4649616	0.0715204	0.9832003
900	0.9700288	0.1035119	0.5726644	0.3092988	1.0252025	0.9524606	0.2443412	0.5772406	0.0609657	1.0149900
950	0.9686904	0.1040923	0.5213122	0.3364961	1.0156899	0.8672382	0.1423737	0.5712200	0.0621115	1.0562282
1000	0.9712661	0.1289822	0.5326288	0.2518140	1.0557619	0.8683546	0.1854092	0.5398673	0.0651722	1.0360061
