"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
150	0.0399056	0.1753889	0.7727960	0.0224418	0.5154172	0.9545412	1.0000000	0.2277335	0.0531677	0.1381792
200	0.0693099	0.3183503	0.9507916	0.0083562	0.5154172	0.9545412	1.0000000	0.2060279	0.0656424	0.1882611
250	0.1520013	0.4281456	0.9907494	0.0030796	0.5154173	0.9545412	1.0000000	0.1963536	0.1021843	0.2262611
300	0.2677501	0.4882242	0.9983360	0.0012509	0.5154173	0.9545412	1.0000000	0.1890636	0.1612273	0.2484784
350	0.3732883	0.5166122	0.9997048	0.0006371	0.5154173	0.9545412	1.0000000	0.1825865	0.2227872	0.2613420
400	0.4497915	0.5290588	0.9999478	0.0004315	0.5154173	0.9545412	1.0000000	0.1773736	0.2728239	0.2697020
450	0.4986637	0.5342830	0.9999908	0.0003619	0.5154173	0.9545412	1.0000000	0.1735163	0.3093677	0.2756638
500	0.5275623	0.5364158	0.9999984	0.0003381	0.5154173	0.9545412	1.0000000	0.1707449	0.3353591	0.2800357
550	0.5437728	0.5372676	0.9996014	0.0524481	0.5154173	0.9545412	1.0000000	0.6305715	0.3410205	0.2297397
600	0.5525086	0.5373959	0.9938014	0.0680636	0.5154173	0.9545412	1.0000000	0.8202228	0.2693960	0.1709947
650	0.5569472	0.5363464	0.9831746	0.0734621	0.5154173	0.9545412	1.0000000	0.9146211	0.1758639	0.1437217
700	0.5586931	0.5340846	0.9742417	0.0764558	0.5154173	0.9545412	1.0000000	0.9591578	0.1157950	0.1323152
750	0.5585710	0.5314087	0.9682361	0.0788371	0.5154173	0.9545412	1.0000000	0.9787220	0.0860338	0.1275658
800	0.5572473	0.5289880	0.9640329	0.0808059	0.5154173	0.9545412	1.0000000	0.9870438	0.0726301	0.1255610
850	0.5553390	0.5270352	0.9608159	0.0823786	0.5154173	0.9545412	1.0000000	0.9905593	0.0667856	0.1246984
900	0.5533093	0.5255105	0.9582454	0.0836189	0.5154173	0.9545412	1.0000000	0.9920557	0.0642563	0.1243167
950	0.5514240	0.5243170	0.9561696	0.0846030	0.5154173	0.9545412	1.0000000	0.9927047	0.0631580	0.1241397
1000	0.5497924	0.5233719	0.9544877	0.0853921	0.5154173	0.9545412	1.0000000	0.9929956	0.0626761	0.1240515

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.1484440	0.0776166	0.0297870	0.2082734	0.5154169	0.9545412	1.0000000	0.9086857	0.4499924	0.4551309
100	0.1965488	0.0777664	0.1131590	0.0660711	0.5154171	0.9545412	1.0000000	0.8774324	0.7203554	0.5564499
150	0.2173237	0.0960522	0.2608190	0.0236618	0.5154172	0.9545412	1.0000000	0.8665261	0.8671096	0.5865776
200	0.2293846	0.1382681	0.3218081	0.0110011	0.5154172	0.9545412	1.0000000	0.8606683	0.9268148	0.5971515
250	0.2434308	0.1790062	0.3356317	0.0071813	0.5154173	0.9545412	1.0000000	0.8542121	0.9495724	0.6013667
300	0.2628156	0.2049894	0.3383021	0.0059951	0.5154173	0.9545412	1.0000000	0.8482712	0.9581752	0.6031233
350	0.2842694	0.2185157	0.3387977	0.0056133	0.5154173	0.9545412	1.0000000	0.8442401	0.9614582	0.6038755
400	0.3031980	0.2248231	0.3388894	0.0054865	0.5154173	0.9545412	1.0000000	0.8419795	0.9627315	0.6042050
450	0.3173411	0.2275788	0.3389067	0.0054433	0.5154173	0.9545412	1.0000000	0.8408474	0.9632349	0.6043511
500	0.3267444	0.2287345	0.3389101	0.0054284	0.5154173	0.9545412	1.0000000	0.8403188	0.9634377	0.6044159
550	0.2370064	0.2768954	0.7316310	0.3966617	0.5154173	0.9545412	1.0000000	0.9040738	0.8858350	0.2563740
600	0.2244654	0.3320751	0.3815989	0.4220592	0.5154173	0.9545412	1.0000000	0.9270326	0.6196056	0.1592901
650	0.2469671	0.2971948	0.2028909	0.5406891	0.5154173	0.9545412	1.0000000	0.9699326	0.3137516	0.1285417
700	0.2496011	0.2252572	0.1117379	0.6335081	0.5154173	0.9545412	1.0000000	0.9893785	0.1550273	0.1154361
750	0.2162516	0.1613963	0.0709189	0.6690492	0.5154173	0.9545412	1.0000000	0.9963405	0.0913120	0.1079503
800	0.1645861	0.1202672	0.0551137	0.6802575	0.5154173	0.9545412	1.0000000	0.9987450	0.0670418	0.1032676
850	0.1168278	0.0982233	0.0492812	0.6836460	0.5154173	0.9545412	1.0000000	0.9995701	0.0576153	0.1005077
900	0.0826363	0.0875624	0.0471610	0.6846616	0.5154173	0.9545412	1.0000000	0.9998527	0.0537630	0.0990195
950	0.0613733	0.0826823	0.0464000	0.6849654	0.5154173	0.9545412	1.0000000	0.9999495	0.0520945	0.0982737
1000	0.0491549	0.0805152	0.0461311	0.6850562	0.5154173	0.9545412	1.0000000	0.9999827	0.0513370	0.0979195

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0418687	0.1929899	0.0459885	0.6850979	0.5141735	0.9447115	0.8313450	0.9999999	0.0506679	0.0976314
100	0.0695070	0.2252846	0.0459883	0.6851634	0.5010004	0.9225936	0.8087172	0.9999999	0.0506695	0.0976323
150	0.1055231	0.2344223	0.0459755	0.6855314	0.4744435	0.9081130	0.8056813	0.9999999	0.0506703	0.0976327
200	0.1355300	0.2370055	0.0459228	0.6863936	0.4479483	0.9021575	0.8052740	0.9999999	0.0506707	0.0976322
250	0.1555808	0.2377278	0.0458069	0.6876664	0.4296313	0.9001882	0.8052193	0.9999999	0.0506707	0.0976302
300	0.1674119	0.2379136	0.0456323	0.6890529	0.4194131	0.8996086	0.8052120	0.9999999	0.0506704	0.0976254
350	0.1738668	0.2379377	0.0454310	0.6902560	0.4144370	0.8994494	0.8052110	0.9999999	0.0506693	0.0976175
400	0.1771986	0.2379099	0.0452418	0.6911318	0.4122249	0.8994075	0.8052109	0.9999999	0.0506675	0.0976074
450	0.1788407	0.2378672	0.0450904	0.6916890	0.4113023	0.8993968	0.8052109	0.9999999	0.0506650	0.0975965
500	0.1796118	0.2378248	0.0449838	0.6920094	0.4109347	0.8993941	0.8052109	0.9999999	0.0506621	0.0975865
550	0.1646995	0.1236277	0.0449159	0.6921719	0.4133780	0.9166422	0.9738659	0.9999999	0.0506592	0.0975783
600	0.1232563	0.0912972	0.0448809	0.6919822	0.4332266	0.9394686	0.9964937	0.9999999	0.0506565	0.0975723
650	0.0858353	0.0821386	0.0449049	0.6909465	0.4631900	0.9496511	0.9995296	0.9999999	0.0506543	0.0975684
700	0.0618921	0.0795492	0.0450286	0.6893250	0.4874982	0.9531097	0.9999369	0.9999999	0.0506527	0.0975677
750	0.0485680	0.0788373	0.0452344	0.6877844	0.5021498	0.9541479	0.9999915	0.9999999	0.0506520	0.0975714
800	0.0416433	0.0786738	0.0454589	0.6866562	0.5096074	0.9544376	0.9999989	0.9999999	0.0506524	0.0975797
850	0.0381896	0.0786733	0.0456497	0.6859435	0.5130174	0.9545147	0.9999998	0.9999999	0.0506540	0.0975907
900	0.0365195	0.0787167	0.0457876	0.6855334	0.5144673	0.9545346	1.0000000	0.9999999	0.0506565	0.0976021
950	0.0357349	0.0787643	0.0458766	0.6853124	0.5150529	0.9545396	1.0000000	0.9999999	0.0506595	0.0976119
1000	0.0353782	0.0788032	0.0459296	0.6851991	0.5152808	0.9545408	1.0000000	0.9999999	0.0506625	0.0976195

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0341267	0.0577429	0.0459885	0.6850964	0.5154169	0.9545412	1.0000000	0.9999987	0.4552439	0.5498544
100	0.0314478	0.0517715	0.0459895	0.6850956	0.5154171	0.9545412	1.0000000	0.9999922	0.7597258	0.6778866
150	0.0288965	0.0500828	0.0459898	0.6850953	0.5154172	0.9545412	1.0000000	0.9999876	0.9013766	0.7141346
200	0.0271500	0.0496053	0.0459900	0.6850951	0.5154172	0.9545412	1.0000000	0.9999855	0.9531616	0.7243971
250	0.0261164	0.0494704	0.0459901	0.6850951	0.5154173	0.9545412	1.0000000	0.9999847	0.9712773	0.7273025
300	0.0255519	0.0494323	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999844	0.9775564	0.7281251
350	0.0252588	0.0494216	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9797293	0.7283580
400	0.0251120	0.0494186	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9804806	0.7284239
450	0.0250404	0.0494177	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9807400	0.7284426
500	0.0250061	0.0494175	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9808293	0.7284479
550	0.0256082	0.0705401	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999849	0.9368610	0.2762268
600	0.0277185	0.0765165	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999895	0.7036258	0.1481959
650	0.0302110	0.0782074	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999952	0.3486523	0.1119482
700	0.0322070	0.0786858	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999981	0.1595016	0.1016860
750	0.0335196	0.0788212	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999993	0.0881373	0.0987805
800	0.0342889	0.0788595	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999997	0.0633682	0.0979580
850	0.0347078	0.0788704	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999998	0.0549564	0.0977251
900	0.0349247	0.0788734	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0521155	0.0976591
950	0.0350332	0.0788743	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0511575	0.0976405
1000	0.0350860	0.0788745	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0508346	0.0976352

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0350980	0.0788656	0.0459883	0.6851202	0.5067085	0.8950167	0.4247840	0.9999999	0.0506679	0.0976314
100	0.0351121	0.0788703	0.0459802	0.6856310	0.3998989	0.6175388	0.3476093	0.9999999	0.0506695	0.0976323
150	0.0351210	0.0788688	0.0458491	0.6907325	0.1941080	0.3841374	0.3372551	0.9999999	0.0506703	0.0976320
200	0.0351251	0.0788297	0.0448846	0.7195654	0.0850352	0.2880636	0.3358659	0.9999999	0.0506704	0.0976246
250	0.0351167	0.0785866	0.0408495	0.8090281	0.0447189	0.2569966	0.3356795	0.9999999	0.0506685	0.0975786
300	0.0350584	0.0777546	0.0332726	0.9116044	0.0304967	0.2479902	0.3356545	0.9999999	0.0506573	0.0974177
350	0.0348708	0.0762585	0.0266737	0.9663095	0.0255133	0.2455388	0.3356512	1.0000000	0.0506231	0.0971169
400	0.0345041	0.0746370	0.0229428	0.9876288	0.0237700	0.2448981	0.3356507	1.0000000	0.0505587	0.0967734
450	0.0340091	0.0733622	0.0211998	0.9951559	0.0231605	0.2447352	0.3356507	1.0000000	0.0504753	0.0964889
500	0.0334936	0.0725358	0.0204542	0.9977468	0.0229476	0.2446946	0.3356507	1.0000000	0.0503927	0.0962960
550	0.0330450	0.0720601	0.0201508	0.9985889	0.0257321	0.5392520	0.9108667	1.0000000	0.0503250	0.0961812
600	0.0327013	0.0718070	0.0200334	0.9986743	0.0385532	0.8275281	0.9880413	1.0000000	0.0502765	0.0961186
650	0.0324616	0.0716800	0.0200054	0.9938387	0.1414974	0.9196702	0.9983955	1.0000000	0.0502453	0.0960867
700	0.0323059	0.0716254	0.0204182	0.9215002	0.2993495	0.9453453	0.9997847	1.0000000	0.0502266	0.0960729
750	0.0322127	0.0716885	0.0232123	0.7973789	0.4115082	0.9521797	0.9999711	1.0000000	0.0502169	0.0960891
800	0.0321778	0.0720947	0.0290669	0.7298612	0.4703013	0.9539468	0.9999961	1.0000000	0.0502171	0.0961906
850	0.0322313	0.0730330	0.0355903	0.7024197	0.4970309	0.9543938	0.9999995	1.0000000	0.0502358	0.0964146
900	0.0324183	0.0743845	0.0405074	0.6918775	0.5082364	0.9545051	0.9999999	1.0000000	0.0502809	0.0967192
950	0.0327527	0.0757963	0.0433871	0.6878120	0.5126955	0.9545324	1.0000000	1.0000000	0.0503495	0.0970207
1000	0.0331928	0.0769648	0.0448306	0.6862076	0.5144077	0.9545391	1.0000000	1.0000000	0.0504286	0.0972599

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0351003	0.0791652	0.0646712	0.3419337	0.7972928	0.9545412	1.0000000	0.9999999	0.0506684	0.0976872
100	0.0352701	0.0849545	0.1644781	0.2376333	0.8955508	0.9545412	1.0000000	0.9999997	0.0506997	0.0986542
150	0.0368962	0.1131754	0.3438198	0.2057221	0.9298021	0.9545412	1.0000000	0.9999947	0.0509402	0.1021989
200	0.0449751	0.1754971	0.4999802	0.1933578	0.9417416	0.9545412	1.0000000	0.9999376	0.0517191	0.1076835
250	0.0698517	0.2507179	0.5974246	0.1748115	0.9459035	0.9545412	1.0000000	0.9996936	0.0531393	0.1125930
300	0.1190864	0.3157601	0.6817912	0.1422027	0.9473543	0.9545412	1.0000000	0.9991740	0.0548974	0.1160122
350	0.1867294	0.3693329	0.7827599	0.1041108	0.9478600	0.9545412	1.0000000	0.9983725	0.0565995	0.1184004
400	0.2605477	0.4174530	0.8821215	0.0690630	0.9480363	0.9545412	1.0000000	0.9972863	0.0580594	0.1202870
450	0.3319983	0.4599362	0.9500021	0.0435386	0.9480977	0.9545412	1.0000000	0.9960407	0.0592754	0.1218114
500	0.3959406	0.4925975	0.9824113	0.0284408	0.9481192	0.9545412	1.0000000	0.9948897	0.0602784	0.1229243
550	0.4487408	0.5138462	0.9903177	0.0649431	0.6662507	0.9545412	1.0000000	0.9940119	0.0610698	0.1236334
600	0.4887260	0.5250928	0.9836212	0.0723772	0.5679956	0.9545412	1.0000000	0.9934509	0.0616462	0.1240127
650	0.5163549	0.5292192	0.9755168	0.0749682	0.5337453	0.9545412	1.0000000	0.9931608	0.0620227	0.1241622
700	0.5336161	0.5295921	0.9699329	0.0773510	0.5218061	0.9545412	1.0000000	0.9930481	0.0622366	0.1241883
750	0.5432397	0.5285718	0.9658869	0.0796019	0.5176443	0.9545412	1.0000000	0.9930284	0.0623377	0.1241652
800	0.5478826	0.5272393	0.9625425	0.0814535	0.5161936	0.9545412	1.0000000	0.9930497	0.0623725	0.1241280
850	0.5496112	0.5259538	0.9597136	0.0828993	0.5156879	0.9545412	1.0000000	0.9930859	0.0623736	0.1240898
900	0.5497965	0.5248128	0.9573734	0.0840315	0.5155116	0.9545412	1.0000000	0.9931252	0.0623602	0.1240548
950	0.5492531	0.5238371	0.9554671	0.0849322	0.5154501	0.9545412	1.0000000	0.9931620	0.0623420	0.1240242
1000	0.5484282	0.5230210	0.9539182	0.0856575	0.5154287	0.9545412	1.0000000	0.9931944	0.0623236	0.1239983

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0350985	0.0789266	0.0493198	0.6024944	0.5154169	0.9545412	1.0000000	0.9999999	0.0506680	0.0976429
100	0.0351379	0.0796598	0.0580468	0.5778593	0.5154171	0.9545412	1.0000000	0.9999999	0.0506746	0.0977785
150	0.0353054	0.0814360	0.0656462	0.5705118	0.5154172	0.9545412	1.0000000	0.9999999	0.0507039	0.0980960
200	0.0357217	0.0836815	0.0700353	0.5683197	0.5154172	0.9545412	1.0000000	0.9999998	0.0507698	0.0984812
250	0.0363867	0.0856705	0.0720762	0.5676649	0.5154173	0.9545412	1.0000000	0.9999997	0.0508628	0.0988100
300	0.0371783	0.0870783	0.0729123	0.5674689	0.5154173	0.9545412	1.0000000	0.9999996	0.0509600	0.0990365
350	0.0379455	0.0879352	0.0732291	0.5674099	0.5154173	0.9545412	1.0000000	0.9999996	0.0510425	0.0991718
400	0.0385847	0.0884042	0.0733433	0.5673921	0.5154173	0.9545412	1.0000000	0.9999996	0.0511028	0.0992451
450	0.0390597	0.0886420	0.0733831	0.5673866	0.5154173	0.9545412	1.0000000	0.9999995	0.0511423	0.0992819
500	0.0393828	0.0887559	0.0733966	0.5673850	0.5154173	0.9545412	1.0000000	0.9999995	0.0511659	0.0992995
550	0.0395866	0.0886747	0.0678168	0.6499859	0.5154173	0.9545412	1.0000000	0.9999995	0.0511790	0.0992871
600	0.0396519	0.0874043	0.0573382	0.6746212	0.5154173	0.9545412	1.0000000	0.9999996	0.0511773	0.0990888
650	0.0394206	0.0850057	0.0508640	0.6819698	0.5154173	0.9545412	1.0000000	0.9999997	0.0511386	0.0987015
700	0.0388210	0.0826560	0.0479022	0.6841623	0.5154173	0.9545412	1.0000000	0.9999998	0.0510566	0.0983066
750	0.0380010	0.0809686	0.0467011	0.6848166	0.5154173	0.9545412	1.0000000	0.9999999	0.0509543	0.0980128
800	0.0371753	0.0799489	0.0462449	0.6850119	0.5154173	0.9545412	1.0000000	0.9999999	0.0508591	0.0978304
850	0.0364853	0.0793955	0.0460788	0.6850702	0.5154173	0.9545412	1.0000000	0.9999999	0.0507860	0.0977296
900	0.0359770	0.0791165	0.0460203	0.6850876	0.5154173	0.9545412	1.0000000	0.9999999	0.0507366	0.0976782
950	0.0356347	0.0789831	0.0460002	0.6850928	0.5154173	0.9545412	1.0000000	0.9999999	0.0507065	0.0976534
1000	0.0354194	0.0789220	0.0459934	0.6850944	0.5154173	0.9545412	1.0000000	0.9999999	0.0506893	0.0976420

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.3582535	0.0781631	0.0326966	0.6850965	0.5154169	0.9545412	1.0000000	0.9999990	0.1723409	0.5722146
100	0.4957630	0.0765538	0.0303566	0.6850959	0.5154171	0.9545412	1.0000000	0.9999965	0.6047291	0.7065021
150	0.5541809	0.0753078	0.0299447	0.6850957	0.5154172	0.9545412	1.0000000	0.9999960	0.8326238	0.7444767
200	0.5789313	0.0746162	0.0298722	0.6850957	0.5154172	0.9545412	1.0000000	0.9999962	0.9182786	0.7552083
250	0.5893821	0.0742847	0.0298595	0.6850956	0.5154173	0.9545412	1.0000000	0.9999965	0.9487289	0.7582386
300	0.5937784	0.0741378	0.0298572	0.6850956	0.5154173	0.9545412	1.0000000	0.9999966	0.9594152	0.7590933
350	0.5956208	0.0740758	0.0298568	0.6850956	0.5154173	0.9545412	1.0000000	0.9999967	0.9631517	0.7593341
400	0.5963899	0.0740503	0.0298568	0.6850956	0.5154173	0.9545412	1.0000000	0.9999968	0.9644551	0.7594018
450	0.5967098	0.0740401	0.0298568	0.6850956	0.5154173	0.9545412	1.0000000	0.9999968	0.9649082	0.7594208
500	0.5968424	0.0740361	0.0298568	0.6850956	0.5154173	0.9545412	1.0000000	0.9999968	0.9650651	0.7594261
550	0.2730657	0.0746457	0.0431489	0.6850956	0.5154173	0.9545412	1.0000000	0.9999961	0.9397383	0.2844232
600	0.1353595	0.0761738	0.0454897	0.6850954	0.5154173	0.9545412	1.0000000	0.9999956	0.7240917	0.1502238
650	0.0769965	0.0774561	0.0459019	0.6850953	0.5154173	0.9545412	1.0000000	0.9999975	0.3635608	0.1123975
700	0.0524305	0.0782087	0.0459745	0.6850952	0.5154173	0.9545412	1.0000000	0.9999989	0.1653323	0.1017630
750	0.0421904	0.0785824	0.0459873	0.6850951	0.5154173	0.9545412	1.0000000	0.9999995	0.0901279	0.0987828
800	0.0379720	0.0787518	0.0459896	0.6850951	0.5154173	0.9545412	1.0000000	0.9999998	0.0640224	0.0979510
850	0.0362573	0.0788244	0.0459900	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0551676	0.0977202
900	0.0355704	0.0788545	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0521828	0.0976566
950	0.0352997	0.0788667	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0511785	0.0976393
1000	0.0351950	0.0788715	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0508410	0.0976347

0	0.0350788	0.0788550	0.0459863	0.6850984	0.5154163	0.9545412	1.0000000	0.9999999	0.0506649	0.0976294
50	0.0350719	0.0773819	0.0172060	0.6850966	0.5154169	0.9545412	1.0000000	0.4225589	0.0506701	0.0977531
100	0.0347863	0.0741688	0.0121378	0.6850961	0.5154171	0.9545412	1.0000000	0.2249492	0.0507008	0.0981775
150	0.0341203	0.0718728	0.0112454	0.6850959	0.5154172	0.9545412	1.0000000	0.1573239	0.0507853	0.0987248
200	0.0333256	0.0706910	0.0110882	0.6850958	0.5154172	0.9545412	1.0000000	0.1341814	0.0509121	0.0991558
250	0.0326368	0.0701577	0.0110606	0.6850957	0.5154173	0.9545412	1.0000000	0.1262616	0.0510410	0.0993865
300	0.0321382	0.0699317	0.0110557	0.6850957	0.5154173	0.9545412	1.0000000	0.1235514	0.0511395	0.0994788
350	0.0318160	0.0698391	0.0110548	0.6850957	0.5154173	0.9545412	1.0000000	0.1226239	0.0512003	0.0995073
400	0.0316233	0.0698019	0.0110547	0.6850957	0.5154173	0.9545412	1.0000000	0.1223065	0.0512323	0.0995132
450	0.0315143	0.0697872	0.0110547	0.6850957	0.5154173	0.9545412	1.0000000	0.1221979	0.0512469	0.0995130
500	0.0314552	0.0697815	0.0110547	0.6850957	0.5154173	0.9545412	1.0000000	0.1221607	0.0512529	0.0995118
550	0.0314377	0.0707325	0.0398377	0.6850957	0.5154173	0.9545412	1.0000000	0.6995890	0.0512368	0.0988251
600	0.0316066	0.0734588	0.0449066	0.6850956	0.5154173	0.9545412	1.0000000	0.8971944	0.0511173	0.0980979
650	0.0321053	0.0759503	0.0457992	0.6850954	0.5154173	0.9545412	1.0000000	0.9648182	0.0509515	0.0977851
700	0.0328186	0.0774781	0.0459564	0.6850953	0.5154173	0.9545412	1.0000000	0.9879602	0.0508206	0.0976740
750	0.0335347	0.0782554	0.0459841	0.6850951	0.5154173	0.9545412	1.0000000	0.9958797	0.0507417	0.0976401
800	0.0341161	0.0786125	0.0459890	0.6850951	0.5154173	0.9545412	1.0000000	0.9985899	0.0507012	0.0976319
850	0.0345266	0.0787670	0.0459899	0.6850951	0.5154173	0.9545412	1.0000000	0.9995174	0.0506828	0.0976310
900	0.0347894	0.0788313	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9998348	0.0506752	0.0976317
950	0.0349460	0.0788574	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999434	0.0506723	0.0976323
1000	0.0350346	0.0788679	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999806	0.0506714	0.0976327
