"Time"	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C
250	0.6214803	0.6849106	0.7179787	0.0842953	0.1340739	0.6793042	0.6394751	1.0444795	0.2484562	0.9405340
300	0.8069562	0.7609631	0.6888264	0.0952072	0.1686477	0.6867365	0.5907037	1.0719071	0.2342280	0.9008101
350	0.9140305	0.8410083	0.6777196	0.1229899	0.1584342	0.6349201	0.6856357	0.9770763	0.2577075	0.9397223
400	0.9366093	0.8151731	0.6808654	0.1302917	0.1881236	0.6018387	0.7019291	0.9687983	0.2701297	0.8917747
450	0.9464908	0.7045844	0.6468209	0.0947368	0.1869170	0.6475122	0.6277877	1.0316124	0.2914107	0.8386215
500	0.8673883	0.8062368	0.6271883	0.1121576	0.1958793	0.6281511	0.6416407	1.0209195	0.2812851	0.8455204
550	0.8485650	0.7712872	0.6010992	0.3075122	0.1473355	0.6899336	0.5603486	1.0607640	0.2624614	0.9672603
600	0.8532194	0.5663928	0.4483950	0.5341415	0.1665518	0.6472186	0.5953019	1.0429165	0.2621793	0.9388538
650	0.7085190	0.4156101	0.3001136	0.7862612	0.1341578	0.7052430	0.6365141	1.0406058	0.1917752	0.9186865
700	0.5025080	0.2636923	0.1777326	0.7654567	0.1578463	0.7416501	0.6128246	1.0449252	0.1915580	0.9024953
750	0.2957883	0.1438459	0.1293132	0.7018966	0.1932726	0.7456457	0.7326190	1.0950049	0.1899302	0.9396051
800	0.1373597	0.0536903	0.0757185	0.6530177	0.2672780	0.7425730	0.6528166	1.0247604	0.2032247	1.0628203
850	0.0975922	0.0340133	0.1058799	0.5454465	0.4270594	0.6862022	0.7082345	1.0139273	0.1975704	1.1179538
900	0.0752662	0.0150062	0.1277565	0.4292194	0.5500804	0.7566034	0.6443501	0.9933838	0.1511458	1.1095663
950	0.0695320	0.0210776	0.1528371	0.3515141	0.5385408	0.7396656	0.6279764	0.9648584	0.2184672	0.9924636
1000	0.0971272	0.0299728	0.2030507	0.2772580	0.5502691	0.7003247	0.6224409	1.0002306	0.2478463	0.9836289

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.0911201	0.2178648	0.3550040	0.3148752	0.3095116	0.6377359	0.6202825	1.0061628	0.2719505	0.9275289
100	0.1574669	0.2629851	0.3049596	0.3611596	0.3000240	0.6972472	0.6523987	0.9947603	0.2718171	0.7956162
150	0.2320701	0.3232496	0.2228388	0.4604993	0.2557282	0.7922698	0.7144176	0.9537517	0.2831286	0.7077164
200	0.2563438	0.2611481	0.1724875	0.5175318	0.2246808	0.8925318	0.6955922	0.9731052	0.2749257	0.6549342
250	0.2414583	0.2911518	0.1611430	0.4465051	0.2226162	0.8364339	0.6719179	0.9377459	0.3012611	0.6024061
300	0.2462019	0.2739708	0.1814924	0.5572436	0.1531616	0.8315447	0.6462525	0.8905585	0.3295558	0.6506726
350	0.1960556	0.2407159	0.1371620	0.7441709	0.1604417	0.7911845	0.6501907	1.0008606	0.3305581	0.6535156
400	0.1901650	0.2309531	0.1186191	0.7987125	0.1592868	0.8574860	0.7019446	1.1097023	0.2517356	0.6536727
450	0.1742763	0.2587747	0.0957736	0.7350077	0.1631212	0.9071405	0.7637963	1.1486582	0.2927666	0.6221197
500	0.1811829	0.2603118	0.1006550	0.7738472	0.1342866	0.9277229	0.7239500	0.9976285	0.2894690	0.6535746
550	0.1979554	0.1832130	0.0959785	0.7846549	0.1768709	0.8671966	0.6365283	1.0097440	0.2811706	0.8284616
600	0.1408635	0.1228097	0.0887020	0.6676265	0.2093301	0.7459639	0.5341801	1.0005004	0.2601034	0.9336255
650	0.1116609	0.0501111	0.0867736	0.6578667	0.2970455	0.6323514	0.6651150	0.9755064	0.2588682	0.9731740
700	0.0918861	0.0207718	0.1032986	0.4515765	0.4333787	0.5799234	0.6027514	0.9475974	0.2386531	1.0472633
750	0.0978739	0.0150590	0.1226113	0.3779540	0.5689835	0.5128078	0.6387894	0.9611724	0.2638347	1.1462964
800	0.0953686	0.0040119	0.1604554	0.3081672	0.6303108	0.6529613	0.6397557	0.8684847	0.2670281	1.0704408
850	0.0738686	0.0008284	0.1918544	0.2291491	0.6145497	0.6395848	0.6157173	0.9617917	0.2602467	0.9711913
900	0.0861550	0.0461828	0.3024187	0.2518158	0.6032340	0.6136252	0.5795632	0.9948849	0.2938265	1.0049128
950	0.0919100	0.0405290	0.3500156	0.2165964	0.6023359	0.6130474	0.6276352	1.0030972	0.2952903	1.0405017
1000	0.0767428	0.0732218	0.3920448	0.2277216	0.6384240	0.6348999	0.6609772	0.8666332	0.3231706	0.9927734

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.5717833	0.0931860	0.3283343	0.2826274	0.4592311	0.7718016	0.6510687	0.9624906	0.2686547	0.9014136
100	0.8474060	0.0621395	0.3250969	0.2664609	0.4679152	0.6974475	0.6105134	0.9682973	0.2833715	1.0296578
150	1.0321381	0.0867881	0.3084382	0.3186344	0.4392041	0.6210442	0.5745809	0.9241704	0.3490244	1.0428613
200	0.8908009	0.0888042	0.2720895	0.2403008	0.4802277	0.6004919	0.5943829	0.9266148	0.3367591	0.9608510
250	0.8986140	0.0882239	0.2830485	0.2625203	0.4971070	0.5712457	0.6130897	0.8181856	0.2950774	0.9188013
300	0.9072418	0.0900299	0.3687917	0.2098972	0.4946113	0.6553643	0.5016468	0.7809752	0.3289792	1.0075480
350	0.8655495	0.0937587	0.3799207	0.2168934	0.4439847	0.5511916	0.4549070	0.6899594	0.3411968	0.9113998
400	0.8566253	0.1136413	0.3559693	0.2329731	0.4529374	0.5775924	0.4996385	0.7317540	0.3411484	0.9540300
450	0.7690014	0.1191466	0.3635435	0.2250257	0.4747004	0.5115044	0.4992017	0.7233033	0.3114953	0.9711861
500	0.9993397	0.1147792	0.4001756	0.2734385	0.4417601	0.4661334	0.5135955	0.6919898	0.3064085	0.9003393
550	0.5659391	0.1576311	0.3386958	0.3173721	0.4856134	0.3992103	0.4853878	0.9743318	0.2909531	1.0134532
600	0.1835458	0.1028199	0.2863458	0.2666990	0.4738876	0.3734125	0.5221271	1.0034905	0.3138504	0.9206530
650	0.0946226	0.0868953	0.2934429	0.2507754	0.5698477	0.4169711	0.5830180	0.9953103	0.3251289	0.9330720
700	0.0703714	0.0855465	0.3337259	0.2401616	0.5414742	0.5470460	0.6641384	1.0703505	0.3412296	0.9963337
750	0.0984386	0.0889857	0.3097362	0.2282705	0.6232122	0.6263853	0.6401614	1.0462160	0.3475898	0.9595756
800	0.1000204	0.0958033	0.3149573	0.2260247	0.5359113	0.7134718	0.5809737	1.0005979	0.4067987	0.9998820
850	0.1225485	0.0789370	0.3307880	0.2541141	0.4988210	0.6250387	0.6163711	1.0926949	0.3718915	0.9184298
900	0.1198652	0.0833931	0.3340410	0.2449545	0.5187440	0.7259076	0.6735165	1.1318318	0.3222590	1.0148923
950	0.1152547	0.1251422	0.3301659	0.2852361	0.4299040	0.8527901	0.6329463	1.0249737	0.3135241	1.0781194
1000	0.1205582	0.1125020	0.3167373	0.2953686	0.4313784	0.8578445	0.6686800	1.0257873	0.2999765	0.9876992

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.3499366	0.0875557	0.2999229	0.2219633	0.5270357	0.6092611	0.6440863	0.7431857	0.3197186	0.9318641
100	0.6136932	0.0481235	0.2844799	0.2934193	0.4930284	0.7468843	0.4630196	0.3547016	0.3059799	1.0219383
150	0.5937180	0.0572898	0.3141957	0.3165226	0.4901368	0.7477569	0.3375838	0.1302106	0.3293941	0.9766744
200	0.5830826	0.0376657	0.2697751	0.3998525	0.5458724	0.7524033	0.1830948	0.0698177	0.2354228	0.9993942
250	0.6576945	0.0443479	0.2806549	0.2643233	0.6428125	0.8843745	0.1075478	0.0315125	0.2564930	0.9906899
300	0.6268670	0.0519880	0.2520523	0.2736462	0.5286557	0.7918711	0.0550763	0.0195230	0.2725702	1.0024752
350	0.6842200	0.0310898	0.3051795	0.2893003	0.4755731	0.7064873	0.0418809	0.0096335	0.3044851	1.0946619
400	0.5912691	0.0553362	0.3041405	0.2755146	0.4551349	0.7088066	0.0165534	0.0083203	0.3219953	1.0853416
450	0.5485791	0.0366841	0.2844226	0.2641095	0.4712232	0.7771102	0.0136161	0.0026345	0.3491887	0.9867546
500	0.6509954	0.0542175	0.3041103	0.3010593	0.4595952	0.7661224	0.0158892	0.0049414	0.3743352	1.0769100
550	0.3051634	0.0540368	0.2690972	0.2787877	0.4507666	0.5237830	0.0321155	0.2951610	0.3167319	1.0013827
600	0.1420827	0.0419304	0.2740959	0.2723429	0.5770016	0.2683954	0.1291107	0.6214379	0.2974228	1.0525645
650	0.1011878	0.0391414	0.2627683	0.2746946	0.6082180	0.1183441	0.3473656	0.8843562	0.2882514	0.9833289
700	0.0771700	0.0505699	0.3235934	0.2375456	0.6974800	0.1350558	0.4619485	0.8496944	0.3485930	0.9514264
750	0.0677478	0.0673320	0.3486590	0.1925897	0.8613271	0.2190251	0.3954423	0.8622826	0.3686989	0.8688720
800	0.1218423	0.1030579	0.4202818	0.1904463	0.8920551	0.2042084	0.5218596	0.8360957	0.3947036	0.8808923
850	0.0994291	0.1600008	0.4703487	0.1745854	0.7370581	0.3175282	0.5428169	0.9312986	0.4652409	0.8558531
900	0.0913352	0.2214250	0.5259406	0.1581353	0.5003204	0.4536758	0.6704084	1.0511098	0.4939358	1.0103879
950	0.1658558	0.2903757	0.4585540	0.2207190	0.4261001	0.6159798	0.6097505	0.9625734	0.4462431	0.8944980
1000	0.2417998	0.1901987	0.3718492	0.2946048	0.3158148	0.6691542	0.6765606	0.9743245	0.3824891	0.8921610

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.0945976	0.1238808	0.3227693	0.3549185	0.4249567	0.7061480	0.6474741	0.9732214	0.3492086	0.9112509
100	0.0974639	0.0893317	0.2588903	0.3027743	0.4446690	0.7927886	0.6594979	1.0566076	0.3576842	0.8882954
150	0.0735717	0.0525548	0.3150211	0.2764290	0.4438407	0.7521809	0.6462988	1.0225375	0.3784911	0.8908378
200	0.0495054	0.0430693	0.3197728	0.3636098	0.4881466	0.8058129	0.6019324	1.0496790	0.3668996	0.8756431
250	0.1224656	0.0424681	0.2917227	0.3354572	0.5279313	0.7426671	0.5887774	0.9469820	0.3504688	0.8761204
300	0.0970100	0.0517480	0.2888529	0.2860696	0.4762477	0.8617761	0.6899408	1.0885777	0.3568434	0.8859784
350	0.0924909	0.0543812	0.2434038	0.2422468	0.4835138	0.7544613	0.6788556	0.9604920	0.3645500	0.8756175
400	0.0778925	0.0291182	0.2805443	0.2483457	0.5246423	0.6743585	0.5863090	1.0519303	0.3779297	0.9008755
450	0.0788361	0.0354870	0.2586047	0.3053508	0.5941231	0.7079938	0.5899037	1.0130907	0.3875262	0.9152842
500	0.0651677	0.0577522	0.3135315	0.2313152	0.5460586	0.6964434	0.6094429	1.0270111	0.3638336	0.8466781
550	0.0733115	0.0572916	0.3610425	0.2312302	0.5061734	0.5872210	0.6066000	1.0125187	0.3380858	0.9132960
600	0.1174054	0.0759333	0.3687467	0.2729437	0.4965982	0.6563548	0.6180197	0.9468094	0.3585560	0.9186981
650	0.0698780	0.0710914	0.2890552	0.2839842	0.4862407	0.6163650	0.6556059	0.9660493	0.3102910	0.9085656
700	0.0713267	0.0677493	0.2659815	0.3022042	0.5072061	0.6783717	0.6972991	1.0948695	0.3218247	1.0412354
750	0.0757840	0.0572053	0.2341172	0.2336651	0.4858070	0.6210178	0.6355933	1.0555487	0.3577495	1.0995609
800	0.0733770	0.0383709	0.2611191	0.2479513	0.5300283	0.6741448	0.6727077	1.1312627	0.3268148	1.0535369
850	0.1031880	0.0457308	0.2952581	0.2518915	0.6547355	0.6673266	0.7313336	1.1384252	0.2891607	0.9460883
900	0.0874770	0.0455924	0.3272082	0.2223706	0.5850242	0.6970895	0.6693519	0.9659297	0.3483582	0.9689768
950	0.0750690	0.0420676	0.3369983	0.2330135	0.5860568	0.6683755	0.6969926	0.9180699	0.3195632	1.0168677
1000	0.1020631	0.0507279	0.3701927	0.2116294	0.5486264	0.6788008	0.5983700	0.9886538	0.3604086	1.0131219

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.0888268	0.0968339	0.2489366	0.2364120	0.4045932	0.6007725	0.5717890	0.9890891	0.2747987	1.0247221
100	0.0394509	0.0635675	0.2726782	0.1457124	0.3681481	0.5548625	0.5298611	1.0001649	0.2182858	1.0032177
150	0.0780355	0.0501045	0.3532871	0.1825282	0.3782979	0.5773448	0.5898821	0.9802096	0.2261820	1.0788996
200	0.0746944	0.0681259	0.3926466	0.1090958	0.3839132	0.5191351	0.6149352	1.1215264	0.2403002	1.1468189
250	0.0953440	0.0896977	0.4198232	0.1174041	0.3080344	0.6061399	0.6223258	1.0607052	0.2303403	1.0250167
300	0.1257568	0.1142774	0.4863527	0.1043929	0.3178224	0.6407059	0.6383199	1.0447337	0.2382171	0.9778866
350	0.1287028	0.1474587	0.5872499	0.0817225	0.2831336	0.6657506	0.7238518	0.8972167	0.2005863	1.0313435
400	0.1300531	0.2682484	0.6186732	0.1421107	0.2550623	0.8002393	0.6551230	0.9510112	0.2397876	1.0067674
450	0.2737207	0.3775259	0.5760522	0.1897940	0.1650568	0.7019624	0.6252721	0.9648440	0.1892572	1.0923141
500	0.4499471	0.4450309	0.5015524	0.2192241	0.1131332	0.6645932	0.6508457	0.9417821	0.2010407	1.0393094
550	0.5218431	0.3941213	0.3912141	0.5390545	0.1077532	0.6651257	0.6017724	0.9203815	0.2018899	1.0046847
600	0.3904385	0.2565408	0.2586173	0.7101931	0.0930018	0.5783456	0.5852437	1.0556526	0.2190846	0.9952056
650	0.2274704	0.1851382	0.1767626	0.7575834	0.1927786	0.5973482	0.6152477	1.0186867	0.1752306	1.0612956
700	0.1643760	0.0896196	0.1324082	0.7327211	0.3304659	0.6418287	0.6064972	1.1008277	0.1781821	1.0001148
750	0.1250717	0.0546910	0.1136892	0.5825375	0.4490347	0.6538198	0.6238115	1.1185556	0.1857814	1.0979830
800	0.0679041	0.0458177	0.1629128	0.3960479	0.5048399	0.7014873	0.6346304	1.1441670	0.2685090	0.9755104
850	0.0758642	0.0546900	0.1546969	0.3916474	0.5040167	0.7194996	0.6588660	1.0267448	0.3172093	0.9736242
900	0.1128443	0.0269424	0.1559665	0.3070123	0.4976206	0.7442461	0.5587342	0.9588883	0.3053785	0.9711092
950	0.1149129	0.0147455	0.2475354	0.2858864	0.4737707	0.6061243	0.5400939	0.9613179	0.2450315	1.0235652
1000	0.1006337	0.0172475	0.2450885	0.2779664	0.5521864	0.6357643	0.6340807	0.9802118	0.2421511	1.0714216

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.3485589	0.2861983	0.2641253	0.2838786	0.4535907	0.8720132	0.8439472	1.0421192	0.2861392	0.8532920
100	0.5370433	0.5739026	0.2029814	0.2960449	0.2757312	0.9263329	0.9329046	1.0378059	0.2647067	0.7654749
150	0.7758347	0.6331456	0.1099613	0.4749113	0.2257785	0.9677862	0.9864769	1.0725363	0.3185426	0.7106340
200	0.9708604	0.7430674	0.0788821	0.5066420	0.1679030	1.0623026	0.9036362	1.1466147	0.3135253	0.5729179
250	0.9363281	0.7322448	0.0488090	0.6547754	0.1149742	0.9892213	0.8937039	1.1056097	0.3359177	0.5336685
300	0.9239784	0.8061244	0.0472467	0.7453213	0.1056927	0.9742912	0.9842222	0.9647902	0.4045507	0.4678397
350	0.9863414	0.8709703	0.0354176	0.9171912	0.0898702	1.0393030	0.9581469	0.9571287	0.3922387	0.5528145
400	1.0478346	0.8193855	0.0231457	0.8151419	0.1053295	0.9754451	0.8738107	0.9382449	0.3270389	0.5275595
450	0.9269931	0.7687281	0.0179727	0.7691909	0.0941932	1.0240123	0.8470359	1.0025387	0.4175687	0.5195627
500	0.8526747	0.7937324	0.0093722	0.8509626	0.0912856	0.9176053	0.8944281	0.9873322	0.4448276	0.5826192
550	0.8783602	0.5523877	0.0242380	0.8083656	0.0797115	0.9416189	0.7875414	1.0311958	0.4161845	0.6997553
600	0.6977845	0.3230069	0.0475298	0.9328611	0.1320651	0.7890046	0.6780016	1.0368413	0.3698456	0.8642043
650	0.3359433	0.1519661	0.0547108	0.8959139	0.1570859	0.8484310	0.6922422	1.0427650	0.3246900	0.8534507
700	0.1825597	0.0756043	0.0666796	0.7961308	0.2854014	0.7287873	0.7125729	1.0164884	0.2576301	0.9252616
750	0.1396912	0.0370924	0.0904184	0.5281533	0.3927231	0.6903860	0.6132013	1.0641543	0.2401442	0.9966977
800	0.1047307	0.0302292	0.1363262	0.3653487	0.4771923	0.5887904	0.6380175	0.9944039	0.2655789	0.8947401
850	0.0941023	0.0159437	0.1680711	0.3078599	0.5248383	0.5877621	0.5526242	0.9481157	0.2830771	1.0049832
900	0.0870926	0.0226670	0.1791447	0.2703645	0.5709540	0.6391839	0.6952299	0.9025201	0.2963292	1.0683450
950	0.0619178	0.0243751	0.2204111	0.2467302	0.5894625	0.7138955	0.7269011	0.9416266	0.3341416	1.0272857
1000	0.0620848	0.0323983	0.3108572	0.2064908	0.6193529	0.7053704	0.5802074	1.0005941	0.3124263	1.0611326

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.0858508	0.2536087	0.3544984	0.1579146	0.4268154	0.7584353	0.6914909	0.8193308	0.3137521	0.8650177
100	0.2241626	0.4358136	0.4513248	0.0596964	0.3419216	0.7663765	0.6410743	0.7654708	0.3304889	0.7059366
150	0.4368753	0.6227079	0.6849243	0.0348888	0.1967893	0.6143971	0.4993709	0.7212779	0.3529977	0.6371480
200	0.7224462	0.6974013	0.7473082	0.0441398	0.1738592	0.5607609	0.4888093	0.5310337	0.3636178	0.6613956
250	0.8059106	0.7891323	0.8872464	0.0482639	0.1566591	0.4824740	0.4569014	0.6202838	0.3537768	0.6708120
300	0.8200966	0.8590606	0.9728131	0.0517454	0.1784347	0.3374107	0.4785354	0.6332019	0.4281917	0.6715861
350	0.8955425	0.8874831	1.0377454	0.0387924	0.1847155	0.3985085	0.4373108	0.6639754	0.4864720	0.6401195
400	0.9597595	0.9345264	0.9827196	0.0576973	0.2335879	0.3494883	0.4138520	0.6188733	0.5486112	0.6888161
450	0.9341488	0.9863917	0.9116919	0.0413924	0.2204202	0.2617627	0.3246212	0.6539464	0.6159868	0.6371101
500	0.8841831	0.9969435	0.8873788	0.0268328	0.2410780	0.1846271	0.4084979	0.6880001	0.6758980	0.5353760
550	0.9389615	0.9052586	0.9559333	0.2730436	0.2222366	0.2312860	0.4580394	0.7825619	0.6295156	0.6031414
600	0.8904505	0.8256444	0.6318728	0.4449367	0.2294061	0.3635934	0.5301618	0.9025419	0.6014404	0.6869110
650	0.9181201	0.6823279	0.4104947	0.4740945	0.2330887	0.4845010	0.5484813	0.9618225	0.5932976	0.8001848
700	0.8123234	0.4048676	0.2794732	0.5453998	0.2479123	0.4560542	0.5206082	0.8941209	0.5161862	0.7941333
750	0.5372509	0.2120269	0.2041149	0.5610441	0.2280190	0.4477658	0.5917132	1.0091484	0.3815577	0.8541074
800	0.2196231	0.1132817	0.1494049	0.5011175	0.3061357	0.4894473	0.5540618	1.0496529	0.2889440	0.8643554
850	0.1261835	0.0541060	0.1432305	0.4218247	0.4452079	0.4386679	0.5243992	0.9559160	0.2681718	0.9475227
900	0.0984654	0.0328543	0.1671928	0.3120295	0.6136697	0.5025900	0.5209351	1.0237767	0.2656925	0.9940448
950	0.1032311	0.0142361	0.2432469	0.2535178	0.7198508	0.5328666	0.5843869	0.9959234	0.3144667	0.9963772
1000	0.1172260	0.0264427	0.2527620	0.2087409	0.6981009	0.6006288	0.5378224	0.9688200	0.3462428	0.9164837

0	0.0734491	0.0867265	0.3531239	0.2118070	0.5288457	0.6962484	0.6355672	1.0486011	0.2882041	0.9081613
50	0.1280492	0.1211126	0.2780095	0.3277417	0.3085745	0.6885486	0.6959573	1.0376058	0.3338038	0.9141429
100	0.1427871	0.0752199	0.2014776	0.5104332	0.1890254	0.7809380	0.7901346	1.0389708	0.2466196	0.7259797
150	0.0685838	0.0374137	0.1166539	0.7114479	0.0931021	0.8130604	0.8559026	0.9540677	0.2384375	0.6238383
200	0.0786389	0.0303170	0.0532566	0.8813634	0.0482137	0.7798372	0.9156375	0.9274210	0.2982270	0.5555171
250	0.0629659	0.0238626	0.0315443	0.9596284	0.0533593	0.9151155	0.8780047	1.0041399	0.2888764	0.6072733
300	0.1188967	0.0238108	0.0235783	0.9018322	0.0569899	0.8665246	0.7503079	1.0680982	0.3272719	0.6119400
350	0.1019065	0.0336775	0.0118628	0.8919374	0.0647931	0.8126238	0.8405892	0.9585357	0.2919628	0.6104451
400	0.0876272	0.0343999	0.0203104	0.8939715	0.0933128	0.7505791	0.7394906	0.9492704	0.3414925	0.5786879
450	0.1045792	0.0166954	0.0188161	0.9160964	0.0764053	0.8020855	0.8117624	0.9614255	0.3564268	0.5847063
500	0.0887272	0.0220727	0.0119909	0.8426915	0.0959841	0.8684020	0.8022761	0.9767333	0.3242431	0.5389320
550	0.0888452	0.0104905	0.0380604	0.8400906	0.1628281	0.8321156	0.7140588	0.8459219	0.3367565	0.6916352
600	0.1180345	0.0082648	0.0573820	0.8355707	0.3430442	0.8150278	0.5431767	1.0731614	0.3488811	0.8837973
650	0.0854115	0.0114822	0.0752815	0.5637242	0.4668845	0.6448589	0.6093261	1.0406663	0.3164188	0.9395490
700	0.1060503	0.0276688	0.1556640	0.4153032	0.4863920	0.6171578	0.6403499	1.0768557	0.2962112	0.9752026
750	0.0943065	0.0166952	0.1880536	0.2910143	0.6010659	0.6465650	0.7046083	0.9936303	0.2419663	0.9193294
800	0.0683651	0.0051081	0.2290036	0.2389021	0.6623900	0.6745345	0.6163299	0.9861346	0.3749560	0.9525634
850	0.0678495	0.0289343	0.3052344	0.2191891	0.6040212	0.6244001	0.6015527	0.9663823	0.3913692	0.9809053
900	0.0868130	0.0461828	0.3149674	0.2257723	0.6021258	0.6411295	0.5721777	1.0219374	0.3636117	1.0066424
950	0.1263816	0.0657809	0.3305111	0.2188599	0.6280769	0.6452146	0.5927418	0.9265646	0.3712128	0.9303353
1000	0.1203882	0.0928204	0.4146262	0.1826441	0.5929506	0.6364583	0.5668831	0.8753179	0.3467432	0.9286865
