"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
1000	0.1093145	0.0403076	0.3418697	0.5765265	0.7469730	0.0014768	0.6043304	0.7748515	0.5007601	0.6298697

0	0.1296281	0.0176092	0.2764496	0.5601907	0.7539337	0.0258700	0.6856283	0.8276563	0.5455951	0.6348424
50	0.2070942	0.0224935	0.2693962	0.5571076	0.5792047	0.0288461	0.7025842	0.7438396	0.5132909	0.4087912
100	0.0946563	0.0482682	0.2879327	0.7752530	0.6412836	0.0085414	0.7666805	0.6808419	0.6725442	0.4914823
150	0.0608939	0.0589189	0.3074257	0.6194136	0.5666535	0.0068349	0.7741632	0.5811452	0.6616717	0.3618623
200	0.1512881	0.0530309	0.3314811	0.5414225	0.6736435	0.0189658	0.7410950	0.5902011	0.6645771	0.3214291
250	0.1028088	0.0773546	0.3330678	0.5965671	0.4509282	0.0209874	0.6218286	0.6540864	0.6873855	0.3657340
300	0.1561923	0.0497886	0.2781893	0.6765110	0.5389831	0.0061003	0.7274622	0.6726809	0.7321701	0.3987101
350	0.1609962	0.0688498	0.3546254	0.7963470	0.5543038	0.0058886	0.7078012	0.7806154	0.7658045	0.3613726
400	0.1326987	0.0337038	0.3356599	0.7014907	0.4670448	0.0061296	0.7120008	0.7567779	0.7454031	0.3210989
450	0.1503775	0.0313980	0.3513505	0.6302786	0.5074148	0.0202249	0.6434924	0.6708120	0.7593274	0.2895028
500	0.1375196	0.0511203	0.2863175	0.7055011	0.4789021	0.0190269	0.5857712	0.7246401	0.7970740	0.2050261
550	0.1281724	0.0530602	0.2668712	0.6714630	0.6727476	0.0190863	0.8004386	0.7325315	0.6097495	0.2635117
600	0.1515249	0.0462523	0.4338683	0.6593772	0.7640124	0.0224771	0.6495524	0.9706926	0.6301772	0.3595678
650	0.1204853	0.0508587	0.4383961	0.6709464	0.6600870	0.0112491	0.7768438	0.6610562	0.4168995	0.3937474
700	0.2110713	0.0538319	0.2522333	0.5280328	0.7600918	0.0147665	0.7898186	0.7298168	0.5436173	0.4503055
750	0.1641035	0.0624231	0.2658600	0.5879917	0.6342690	0.0170349	0.7581264	0.8133679	0.5971467	0.4825500
800	0.1405540	0.0319454	0.3921588	0.7136207	0.7239579	0.0078839	0.7290587	0.7272230	0.6167785	0.4823247
850	0.1212385	0.0859055	0.2925622	0.7050710	0.7438672	0.0141345	0.7872788	0.8059588	0.5344953	0.5282494
900	0.0813885	0.0348646	0.2389995	0.5938546	0.8045576	0.0112304	0.8621279	0.6979627	0.4441120	0.3955006
950	0.0993580	0.0441725	0.3016759	0.5417114	0.7839282	0.0090376	0.6525952	0.7453099	0.5317026	0.4408177
1000	0.1140909	0.0303923	0.3721378	0.5347518	0.6985789	0.0117140	0.7744706	0.5945341	0.5556530	0.5202443

0	0.1419822	0.0197897	0.3715571	0.5105933	0.7767635	0.0168269	0.7382016	0.7670318	0.6724361	0.5717080
50	0.1241332	0.1862550	0.4154251	0.5080367	0.6637623	0.0188977	0.8040035	0.8937150	0.7051381	0.4454437
100	0.2206055	0.3666789	0.2725648	0.5929713	0.6525981	0.0170128	0.7634896	0.9523776	0.6539670	0.3510181
150	0.4613363	0.3832253	0.3074009	0.5362304	0.7889750	0.0306033	0.7821935	0.7301765	0.7422121	0.4497135
200	0.5376411	0.4172250	0.2477261	0.6156284	0.9242679	0.0094232	0.7179457	0.8195879	0.6788722	0.4814922
250	0.6276123	0.4954297	0.4037270	0.6113289	0.8818248	0.0109394	0.6959182	0.7970554	0.6943635	0.3508581
300	0.5156666	0.4449630	0.3044488	0.7238210	0.6907125	0.0097048	0.7546651	0.7400815	0.9297219	0.3975455
350	0.5804089	0.5460220	0.3505864	0.5727802	0.7046941	0.0198671	0.6331962	0.6857845	0.7753852	0.3615399
400	0.6394530	0.6571269	0.2486961	0.6424577	0.8914394	0.0149332	0.7283279	0.8995279	0.7589866	0.3576929
450	0.7019396	0.4871124	0.3770743	0.5234666	0.7289857	0.0641636	0.7184179	0.6959311	0.7737040	0.4683378
500	0.6269014	0.4364560	0.4065225	0.5439748	0.7201877	0.0087502	0.6728526	0.6677659	0.7970585	0.3581446
550	0.5512325	0.1877240	0.2800864	0.7149280	0.8435365	0.0209730	0.7207079	0.6151084	0.5814351	0.3243860
600	0.4151226	0.1083375	0.3727706	0.5738027	0.7748689	0.0068406	0.7300845	0.7706297	0.4986385	0.3692447
650	0.2970693	0.0637002	0.3534649	0.5804329	0.7071384	0.0159454	0.8702988	0.8813121	0.5043825	0.5055147
700	0.3560719	0.0502047	0.4349387	0.5356348	0.9265307	0.0076711	0.7622952	0.8182525	0.4803760	0.4907358
750	0.1468099	0.0604743	0.3176565	0.5388618	0.7911888	0.0231579	0.7462494	0.7004929	0.5493204	0.4958310
800	0.1748830	0.0313939	0.3963699	0.4953902	0.9097187	0.0247890	0.7411198	0.7832486	0.5247197	0.4170897
850	0.0863947	0.0470445	0.3969511	0.5999391	0.8071417	0.0241456	0.6205356	0.8600229	0.6936579	0.4315136
900	0.0977032	0.0393828	0.3760728	0.6333647	0.6684268	0.0103358	0.7125255	0.7525465	0.5310400	0.4343398
950	0.1156124	0.0311993	0.2447851	0.7912461	0.8450460	0.0213376	0.8051155	0.7532778	0.5529089	0.4100521
1000	0.1581767	0.0353093	0.3281692	0.6152988	0.7226070	0.0221399	0.6118765	0.6166954	0.5966459	0.5294614

0	0.1263160	0.0717668	0.3520226	0.6401046	0.7662281	0.0073977	0.7343343	0.6727706	0.5527345	0.5125125
50	0.1898365	0.1044168	0.3081786	0.5688367	0.7969933	0.0219726	0.6381306	0.7626928	0.6051383	0.5841842
100	0.1177639	0.0515505	0.2822383	0.4034498	0.7954318	0.0008824	0.7022925	0.8243005	0.5631374	0.4861444
150	0.0892746	0.0358201	0.3982096	0.4266997	0.7488078	0.0098954	0.6921276	0.6514367	0.5357307	0.5266249
200	0.1552291	0.0462723	0.3931062	0.3840082	0.8069797	0.0026031	0.6724529	0.7867351	0.5294971	0.5899172
250	0.1396190	0.0624600	0.6208740	0.4665063	0.7969133	0.0124187	0.6400654	0.6852083	0.5668026	0.5412044
300	0.1101582	0.0624235	0.4584670	0.3711040	0.7565429	0.0097654	0.6479611	0.6643909	0.4918901	0.4783700
350	0.1264173	0.0918498	0.5232696	0.4316338	0.5296467	0.0009344	0.7369370	0.7158889	0.4803776	0.4594702
400	0.0812176	0.0578693	0.5648536	0.4038752	0.7753279	0.0021878	0.7141392	0.6355354	0.4763945	0.3749977
450	0.0998398	0.0807989	0.4664611	0.4190461	0.7725336	0.0016150	0.6501352	0.7807664	0.5112011	0.5516132
500	0.1714879	0.0691755	0.3681387	0.4398038	0.7332753	0.0080461	0.6513773	0.8090046	0.4892456	0.5291746
550	0.1204417	0.0635619	0.3617957	0.4675134	0.9788626	0.0104933	0.7140692	0.6425834	0.6815103	0.3492236
600	0.2010613	0.0683721	0.3173444	0.5504925	0.7557394	0.0187368	0.7185946	0.6902934	0.5099991	0.4495486
650	0.1320854	0.0690442	0.4163796	0.4735088	0.6756420	0.0112464	0.7072996	0.6833687	0.5838449	0.4391317
700	0.0845105	0.0317981	0.3450876	0.6110295	0.9203419	0.0284625	0.6507644	0.9068516	0.5230505	0.5105489
750	0.1186999	0.0473782	0.4143527	0.4603355	0.8227770	0.0213003	0.7503872	0.6565352	0.5011455	0.4750013
800	0.1180657	0.0480036	0.3194854	0.4895857	0.8649253	0.0092790	0.6685569	0.6175035	0.5251333	0.5360715
850	0.1500406	0.0398667	0.3117932	0.6678575	0.7251896	0.0057694	0.7129909	0.5195858	0.5906268	0.5306308
900	0.1246020	0.0273894	0.3507906	0.5162921	0.6514723	0.0072458	0.6418654	0.7398537	0.5536285	0.6045755
950	0.1359777	0.1115128	0.3879128	0.7820265	0.6821214	0.0159495	0.6060126	0.6762054	0.5218974	0.4839703
1000	0.1538567	0.0281645	0.3405630	0.6216810	0.8140818	0.0099920	0.6893732	0.7349125	0.5128637	0.5634472
