"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
300	0.4449531	0.6986092	0.6652925	0.1483319	0.3247989	0.9198511	0.3309995	0.6296291	0.8692724	1.0000000
350	0.4702094	0.6966755	0.6704770	0.1781080	0.3344248	0.9305320	0.2456429	0.5278164	0.8692724	1.0000000
400	0.4900016	0.6956637	0.6728871	0.1974529	0.3306662	0.9499646	0.2091432	0.3478119	0.8692724	1.0000000
450	0.4969752	0.6950182	0.6741264	0.1984445	0.3206408	0.9646803	0.2447737	0.2226378	0.8692724	1.0000000
500	0.4925633	0.6947295	0.6746776	0.1870751	0.3121804	0.9671680	0.3343145	0.2128677	0.8692724	1.0000000
550	0.3952832	0.7917239	0.4830171	0.1754913	0.3080504	0.9543955	0.3910848	0.3500791	0.8692724	1.0000000
600	0.2823400	0.8971469	0.2595722	0.1710023	0.3052019	0.9388937	0.3483031	0.4952089	0.8692724	1.0000000
650	0.2141662	0.9545129	0.1292093	0.1702254	0.3043270	0.9388597	0.2597148	0.4873910	0.8692724	1.0000000
700	0.1791296	0.9807274	0.0659090	0.1693755	0.2996808	0.9526854	0.1821128	0.3454921	0.8692724	1.0000000
750	0.1581163	0.9918503	0.0376180	0.1631142	0.2902834	0.9690778	0.1304360	0.2070162	0.8692724	1.0000000
800	0.1400119	0.9964450	0.0253721	0.1506601	0.2798279	0.9816669	0.0992415	0.1242941	0.8692724	1.0000000
850	0.1227661	0.9983706	0.0199622	0.1361191	0.2712909	0.9896282	0.0803904	0.0842645	0.8692724	1.0000000
900	0.1079054	0.9992127	0.0174059	0.1234761	0.2654613	0.9941884	0.0689049	0.0668637	0.8692724	1.0000000
950	0.0965803	0.9995978	0.0160989	0.1142858	0.2618893	0.9966681	0.0619904	0.0597508	0.8692724	1.0000000
1000	0.0887600	0.9997795	0.0153918	0.1083218	0.2598429	0.9979809	0.0579043	0.0569514	0.8692724	1.0000000

0	0.0767703	0.9999511	0.0145123	0.1002625	0.2574595	0.9994127	0.0524318	0.0552218	0.8692724	1.0000000
50	0.2971516	0.9999279	0.0146437	0.1538356	0.2532677	0.9994186	0.0524088	0.0552221	0.9126012	1.0000000
100	0.5552437	0.9996715	0.0156817	0.1957197	0.2508288	0.9994216	0.0524733	0.0552270	0.9519521	1.0000000
150	0.7061065	0.9991049	0.0175285	0.2112167	0.2500916	0.9994215	0.0528451	0.0552347	0.9693117	1.0000000
200	0.7792476	0.9985167	0.0192659	0.2159821	0.2499036	0.9994158	0.0536445	0.0552426	0.9756826	1.0000000
250	0.8117158	0.9981028	0.0204472	0.2173410	0.2498738	0.9994016	0.0547179	0.0552504	0.9778350	1.0000000
300	0.8254121	0.9978681	0.0211156	0.2177229	0.2498861	0.9993791	0.0558001	0.0552584	0.9785301	1.0000000
350	0.8310032	0.9977507	0.0214537	0.2178395	0.2499077	0.9993520	0.0567028	0.0552666	0.9787485	1.0000000
400	0.8332352	0.9976962	0.0216133	0.2178856	0.2499298	0.9993245	0.0573623	0.0552744	0.9788159	1.0000000
450	0.8341127	0.9976718	0.0216857	0.2179125	0.2499499	0.9993004	0.0578002	0.0552810	0.9788365	1.0000000
500	0.8344547	0.9976610	0.0217180	0.2179328	0.2499666	0.9992813	0.0580711	0.0552862	0.9788427	1.0000000
550	0.6125862	0.9978830	0.0212333	0.1638998	0.2541639	0.9992674	0.0582171	0.0552875	0.9355158	1.0000000
600	0.3538645	0.9986428	0.0192206	0.1219221	0.2565965	0.9992586	0.0580480	0.0552782	0.8961655	1.0000000
650	0.2035845	0.9992868	0.0171702	0.1066371	0.2573205	0.9992580	0.0572944	0.0552645	0.8788060	1.0000000
700	0.1311830	0.9996488	0.0158377	0.1020532	0.2575044	0.9992697	0.0561508	0.0552521	0.8724352	1.0000000
750	0.0992219	0.9998217	0.0151245	0.1007875	0.2575375	0.9992927	0.0549912	0.0552425	0.8702828	1.0000000
800	0.0857985	0.9998978	0.0147806	0.1004439	0.2575297	0.9993215	0.0540485	0.0552354	0.8695877	1.0000000
850	0.0803318	0.9999298	0.0146250	0.1003403	0.2575117	0.9993498	0.0533816	0.0552302	0.8693693	1.0000000
900	0.0781459	0.9999429	0.0145574	0.1002969	0.2574928	0.9993737	0.0529525	0.0552267	0.8693019	1.0000000
950	0.0772780	0.9999482	0.0145288	0.1002695	0.2574767	0.9993918	0.0526948	0.0552243	0.8692813	1.0000000
1000	0.0769311	0.9999503	0.0145167	0.1002486	0.2574642	0.9994044	0.0525477	0.0552228	0.8692751	1.0000000

0	0.0767703	0.9999511	0.0145123	0.1002625	0.2574595	0.9994127	0.0524318	0.0552218	0.8692724	1.0000000
50	0.0767323	0.9893571	0.0145102	0.1002179	0.2575517	0.9994186	0.0524075	0.0514672	0.8690436	0.9906562
100	0.0767982	0.9778563	0.0145088	0.1002223	0.2579913	0.9994217	0.0524009	0.0473652	0.8678171	0.9803690
150	0.0770699	0.9716035	0.0145085	0.1004427	0.2584900	0.9994232	0.0524044	0.0451441	0.8661498	0.9746946
200	0.0774818	0.9687475	0.0145106	0.1008062	0.2588395	0.9994239	0.0524110	0.0441459	0.8647898	0.9720688
250	0.0778936	0.9675375	0.0145152	0.1011517	0.2590351	0.9994241	0.0524176	0.0437345	0.8639282	0.9709435
300	0.0782179	0.9670442	0.0145210	0.1014002	0.2591317	0.9994241	0.0524236	0.0435732	0.8634572	0.9704803
350	0.0784364	0.9668474	0.0145264	0.1015512	0.2591759	0.9994240	0.0524291	0.0435118	0.8632230	0.9702939
400	0.0785687	0.9667697	0.0145306	0.1016332	0.2591951	0.9994239	0.0524341	0.0434890	0.8631139	0.9702201
450	0.0786427	0.9667393	0.0145336	0.1016744	0.2592033	0.9994238	0.0524383	0.0434807	0.8630653	0.9701910
500	0.0786817	0.9667274	0.0145355	0.1016940	0.2592067	0.9994236	0.0524418	0.0434776	0.8630444	0.9701796
550	0.0786961	0.9773172	0.0145366	0.1017202	0.2590967	0.9994235	0.0524435	0.0472306	0.8632781	0.9795191
600	0.0786046	0.9888163	0.0145373	0.1016995	0.2586281	0.9994235	0.0524401	0.0513319	0.8645465	0.9898045
650	0.0783032	0.9950685	0.0145371	0.1014539	0.2581241	0.9994235	0.0524320	0.0535528	0.8662307	0.9954782
700	0.0778728	0.9979243	0.0145345	0.1010745	0.2577848	0.9994236	0.0524226	0.0545509	0.8675755	0.9981038
750	0.0774586	0.9991343	0.0145294	0.1007284	0.2576001	0.9994238	0.0524139	0.0549622	0.8684136	0.9992290
800	0.0771417	0.9996275	0.0145235	0.1004869	0.2575105	0.9994240	0.0524064	0.0551236	0.8688664	0.9996922
850	0.0769327	0.9998244	0.0145180	0.1003435	0.2574699	0.9994242	0.0523999	0.0551849	0.8690896	0.9998785
900	0.0768083	0.9999020	0.0145139	0.1002669	0.2574524	0.9994244	0.0523944	0.0552077	0.8691930	0.9999524
950	0.0767396	0.9999324	0.0145110	0.1002289	0.2574449	0.9994246	0.0523898	0.0552160	0.8692388	0.9999814
1000	0.0767037	0.9999443	0.0145093	0.1002110	0.2574418	0.9994247	0.0523863	0.0552191	0.8692585	0.9999928

0	0.0767703	0.9999511	0.0145123	0.1002625	0.2574595	0.9994127	0.0524318	0.0552218	0.8692724	1.0000000
50	0.0777878	0.9999513	0.0145110	0.1020640	0.2796619	0.8242047	0.2090023	0.2771214	0.8645740	0.8272178
100	0.1093451	0.9999376	0.0145963	0.1463820	0.3746901	0.6146384	0.4251207	0.5434002	0.8330587	0.6369916
150	0.2447433	0.9992856	0.0163896	0.2968059	0.4612070	0.4734163	0.5770880	0.7491545	0.7763505	0.5320636
200	0.4393271	0.9872746	0.0305788	0.4710446	0.5050691	0.3827793	0.6659369	0.8735688	0.7172931	0.4835083
250	0.5995767	0.9333125	0.0715509	0.5856636	0.5237302	0.3253501	0.7135946	0.9349554	0.6724431	0.4626995
300	0.7016306	0.8442600	0.1292796	0.6387780	0.5339175	0.2900627	0.7380735	0.9614561	0.6446212	0.4541339
350	0.7605256	0.7629104	0.1807343	0.6533374	0.5432305	0.2691591	0.7504813	0.9716399	0.6295326	0.4506888
400	0.7954456	0.7123205	0.2136448	0.6504838	0.5526387	0.2571681	0.7568117	0.9750728	0.6220665	0.4493224
450	0.8182779	0.6903497	0.2289497	0.6444498	0.5602035	0.2504560	0.7600766	0.9760409	0.6186015	0.4487852
500	0.8339937	0.6848872	0.2335680	0.6414559	0.5646302	0.2467640	0.7617618	0.9762403	0.6170654	0.4485752
550	0.8443192	0.6851111	0.2340542	0.6415550	0.5660069	0.3800127	0.6068844	0.9455940	0.6333435	0.6212755
600	0.8496388	0.6856564	0.2339152	0.6416878	0.5590771	0.5782290	0.3926271	0.8270496	0.7038389	0.8114699
650	0.8450281	0.6868573	0.2332963	0.6332861	0.5258545	0.7462054	0.2444351	0.5843155	0.7764891	0.9163856
700	0.8111444	0.6968133	0.2278625	0.5966867	0.4625766	0.8609007	0.1695096	0.3408634	0.8233732	0.9649361
750	0.7183163	0.7331186	0.2080500	0.5133928	0.3949116	0.9273612	0.1603317	0.1896311	0.8481586	0.9857431
800	0.5675665	0.8043373	0.1678647	0.3976938	0.3420466	0.9607170	0.1888941	0.1187341	0.8599903	0.9943079
850	0.4066426	0.8837679	0.1176921	0.2886653	0.3071602	0.9744304	0.2086228	0.0980081	0.8653141	0.9977527
900	0.2784565	0.9412144	0.0747257	0.2102324	0.2873428	0.9790770	0.1988718	0.0985862	0.8676206	0.9991190
950	0.1939144	0.9730814	0.0462706	0.1631469	0.2772577	0.9819500	0.1682657	0.0947047	0.8685942	0.9996562
1000	0.1443067	0.9883474	0.0302384	0.1377587	0.2717259	0.9856832	0.1332265	0.0826196	0.8689974	0.9998662

0	0.0767703	0.9999511	0.0145123	0.1002625	0.2574595	0.9994127	0.0524318	0.0552218	0.8692724	1.0000000
50	0.2646768	0.8076163	0.0148428	0.1986457	0.1184150	0.9987742	0.1885335	0.0558803	0.8692724	1.0000000
100	0.4822724	0.5982830	0.0178328	0.2677447	0.0390181	0.9880583	0.3767025	0.1208141	0.8692724	1.0000000
150	0.6090867	0.4833121	0.0235339	0.2936063	0.0178965	0.9537900	0.5092852	0.3809354	0.8692724	1.0000000
200	0.6705363	0.4298248	0.0291356	0.3021469	0.0159836	0.9033181	0.5864481	0.6469495	0.8692724	1.0000000
250	0.6978175	0.4066434	0.0330845	0.3048253	0.0192638	0.8536693	0.6273821	0.8136602	0.8692724	1.0000000
300	0.7093283	0.3969736	0.0353926	0.3056449	0.0230670	0.8147511	0.6480054	0.8996102	0.8692724	1.0000000
350	0.7140269	0.3930338	0.0365940	0.3058928	0.0260036	0.7881770	0.6580598	0.9399985	0.8692724	1.0000000
400	0.7159012	0.3914535	0.0371733	0.3059673	0.0279267	0.7715935	0.6628507	0.9580993	0.8692724	1.0000000
450	0.7166363	0.3908265	0.0374380	0.3059897	0.0290770	0.7618694	0.6650956	0.9660227	0.8692724	1.0000000
500	0.7169210	0.3905796	0.0375545	0.3059964	0.0297285	0.7564195	0.6661340	0.9694568	0.8692724	1.0000000
550	0.5185477	0.5824394	0.0354881	0.1931849	0.3038690	0.7604523	0.5295802	0.9671139	0.8692724	1.0000000
600	0.3760668	0.7934913	0.0284751	0.2086823	0.4102349	0.8026788	0.3403921	0.9046819	0.8692724	1.0000000
650	0.3972733	0.9071637	0.0261341	0.3219245	0.3987288	0.8679230	0.2070882	0.6610428	0.8692724	1.0000000
700	0.4060842	0.9522095	0.0336468	0.3528882	0.3582696	0.9237833	0.1296312	0.3774793	0.8692724	1.0000000
750	0.3530526	0.9683526	0.0408075	0.3041464	0.3198318	0.9597877	0.0912550	0.2009759	0.8692724	1.0000000
800	0.2719597	0.9796986	0.0389417	0.2338368	0.2926822	0.9797059	0.0773598	0.1157403	0.8692724	1.0000000
850	0.1991129	0.9888113	0.0317592	0.1774565	0.2761863	0.9897829	0.0733848	0.0791566	0.8692724	1.0000000
900	0.1475908	0.9945077	0.0248027	0.1417200	0.2670537	0.9946244	0.0704479	0.0644342	0.8692724	1.0000000
950	0.1156605	0.9974775	0.0200633	0.1216230	0.2623086	0.9969163	0.0665671	0.0587288	0.8692724	1.0000000
1000	0.0973972	0.9988732	0.0173315	0.1110419	0.2599357	0.9980332	0.0624900	0.0565610	0.8692724	1.0000000

0	0.0767703	0.9999511	0.0145123	0.1002625	0.2574595	0.9994127	0.0524318	0.0552218	0.8692724	1.0000000
50	0.0767277	0.9999514	0.0145102	0.1002333	0.2574502	0.9994186	0.0524064	0.0552213	0.8692724	1.0000000
100	0.0767024	0.9999516	0.0145090	0.1002167	0.2574452	0.9994217	0.0523934	0.0552210	0.8692724	1.0000000
150	0.0766878	0.9999517	0.0145082	0.1002074	0.2574425	0.9994233	0.0523867	0.0552209	0.8692724	1.0000000
200	0.0766795	0.9999518	0.0145077	0.1002023	0.2574410	0.9994242	0.0523832	0.0552208	0.8692724	1.0000000
250	0.0766749	0.9999518	0.0145075	0.1001995	0.2574403	0.9994247	0.0523813	0.0552208	0.8692724	1.0000000
300	0.0766724	0.9999518	0.0145073	0.1001980	0.2574399	0.9994249	0.0523803	0.0552207	0.8692724	1.0000000
350	0.0766710	0.9999518	0.0145073	0.1001972	0.2574397	0.9994250	0.0523797	0.0552207	0.8692724	1.0000000
400	0.0766702	0.9999518	0.0145072	0.1001968	0.2574396	0.9994251	0.0523794	0.0552207	0.8692724	1.0000000
450	0.0766698	0.9999519	0.0145072	0.1001966	0.2574395	0.9994251	0.0523792	0.0552207	0.8692724	1.0000000
500	0.0766696	0.9999519	0.0145072	0.1001965	0.2574395	0.9994251	0.0523791	0.0552207	0.8692724	1.0000000
550	0.0766695	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523791	0.0552207	0.8692724	1.0000000
600	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523791	0.0552207	0.8692724	1.0000000
650	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
700	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
750	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
800	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
850	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
900	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
950	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
1000	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
