"Time"	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.1437915	0.0014879	0.7880212	0.4308370	0.7173797	1.0168939	0.0940918	0.3511656	0.5987275	0.3977715
100	0.1446460	0.0030691	0.8256676	0.5363991	0.7634834	1.0163587	0.0816476	0.3903814	0.5474852	0.4446901
150	0.1002811	0.0061479	0.8139076	0.5515268	0.6710982	1.0536402	0.0988137	0.4360340	0.5408126	0.3929941
200	0.1225721	0.0034009	0.7491969	0.5887460	0.6977192	1.0000258	0.1216570	0.4328398	0.7506034	0.4798583
250	0.1708401	0.0111994	0.7139107	0.5435605	0.6004511	0.9639380	0.0991474	0.3476531	0.7498023	0.4904618
300	0.1347642	0.0052277	0.6678344	0.4970701	0.6356903	0.9769171	0.0635646	0.3666338	0.6694460	0.4616253
350	0.0924424	0.0071231	0.7511594	0.5820101	0.6792891	0.9836937	0.1028893	0.3828890	0.6266458	0.4863069
400	0.1051936	0.0034233	0.7800170	0.5118362	0.6790501	1.0570982	0.0888070	0.3496200	0.6929046	0.4866724
450	0.1156564	0.0084444	0.8249442	0.5021056	0.7315146	1.0678739	0.0833618	0.3587490	0.6789073	0.5097662
500	0.0960625	0.0002557	0.8476293	0.4773614	0.6961072	1.0231518	0.0816385	0.4225136	0.7098078	0.4383637
550	0.1376410	0.0034057	0.8013780	0.5515559	0.8726951	0.9338607	0.0930725	0.3833747	0.6283016	0.3912210
600	0.1228044	0.0036201	0.7629873	0.3925873	0.8497883	0.9939133	0.1093221	0.3699043	0.5902265	0.4348299
650	0.0759236	0.0014415	0.8528338	0.4306868	0.8543000	1.0648350	0.1155252	0.3860578	0.6165855	0.3890832
700	0.1174281	0.0014647	0.9474510	0.4435357	0.8305755	1.0799216	0.1085011	0.3688096	0.5779871	0.4099905
750	0.0925872	0.0015784	0.9091023	0.4211042	0.7634741	1.0821480	0.1100150	0.3560162	0.6727485	0.3850571
800	0.0711823	0.0020216	0.9152012	0.5122311	0.8321143	1.0793935	0.1105649	0.3647306	0.6153857	0.3637854
850	0.1015945	0.0039961	0.8316527	0.5111741	0.7955796	0.9920568	0.0998686	0.3706922	0.6160334	0.3895082
900	0.1282163	0.0037709	0.7835535	0.4805241	0.7673941	0.9706821	0.0776353	0.3876251	0.6274949	0.3535282
950	0.1257315	0.0010263	0.7481615	0.5764751	0.7479832	1.0097442	0.0918170	0.3643604	0.6697905	0.3797742
1000	0.1132895	0.0030875	0.7465518	0.4471795	0.7227150	0.9634056	0.0982341	0.3839014	0.6338976	0.4830699

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.1728285	0.0054099	0.7770051	0.4872278	0.8036966	1.0713728	0.0871256	0.3954886	0.6099244	0.4337150
100	0.1714264	0.0099903	0.8078631	0.5312266	0.7063132	1.0029684	0.0516751	0.3628531	0.5862601	0.4287729
150	0.1122862	0.0078013	0.8383773	0.5613764	0.6874275	0.9948603	0.0776231	0.4261237	0.6378291	0.3678915
200	0.0973529	0.0073481	0.8059126	0.5743434	0.7375594	1.0645572	0.0699935	0.4269372	0.6532429	0.4127164
250	0.1152798	0.0016360	0.7738129	0.5287236	0.7372705	0.9853431	0.0995126	0.4003405	0.6162975	0.3947093
300	0.1002956	0.0044502	0.7109771	0.5120165	0.7529935	0.9748351	0.1156134	0.4107390	0.6657133	0.4416247
350	0.1210382	0.0125781	0.8080812	0.4581624	0.7802562	0.9996140	0.1062571	0.4203572	0.7173162	0.4480662
400	0.1221522	0.0163957	0.8382067	0.5398635	0.7242022	0.9870901	0.0856885	0.3615451	0.6648841	0.3940214
450	0.1090591	0.0100093	0.8554433	0.5074335	0.7790331	1.0585155	0.0795546	0.3744477	0.6792948	0.4618820
500	0.1287931	0.0067478	0.8718853	0.5274689	0.7953292	0.9707476	0.0732523	0.3969093	0.6647841	0.4537076
550	0.0987156	0.0031342	0.8224291	0.4482955	0.7994897	1.0009541	0.0554947	0.4294639	0.6309838	0.3943430
600	0.1100037	0.0024239	0.8695514	0.5073776	0.7369732	1.0193230	0.0802441	0.4461386	0.6614056	0.3954126
650	0.0937147	0.0097595	0.8554410	0.5116989	0.7544899	0.9431020	0.0938545	0.4035298	0.6324893	0.4146580
700	0.0988717	0.0059940	0.7559824	0.5507021	0.7860518	0.9336506	0.0868170	0.3893880	0.6315227	0.4125334
750	0.1146594	0.0056829	0.7463562	0.4896076	0.8060708	0.9774506	0.0788299	0.3171192	0.6226931	0.4059403
800	0.1312932	0.0026642	0.7201475	0.5281515	0.6884432	0.9855458	0.0628385	0.3524146	0.6474348	0.4377396
850	0.1211969	0.0029188	0.7040688	0.5151348	0.7627943	0.9631220	0.1146682	0.4059641	0.6993692	0.4570471
900	0.1289155	0.0096414	0.7966531	0.4473968	0.7488246	0.9980370	0.1049613	0.3781308	0.7031598	0.4611958
950	0.1212376	0.0036952	0.8247947	0.4681010	0.8003522	1.0280403	0.0879895	0.3884085	0.6572530	0.4982978
1000	0.0945501	0.0003688	0.7837212	0.4623896	0.8613845	1.0651612	0.0844114	0.3800030	0.6593968	0.4979686

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.8159365	0.0038373	0.8212605	0.2454321	0.5163041	0.9437421	0.1018337	0.2122596	0.6557975	0.3781174
100	0.9211661	0.0009603	0.8918196	0.2405959	0.4305955	1.0123453	0.0982676	0.0936343	0.6338065	0.3779296
150	0.8734436	0.0001875	0.9715987	0.2777375	0.4389358	0.9872316	0.1044942	0.0619832	0.6642474	0.3928212
200	0.8363288	0.0042330	0.9994576	0.3042433	0.4295282	1.0328972	0.1552145	0.0496812	0.6080555	0.3490100
250	0.8946515	0.0039406	0.9695374	0.2957132	0.4011434	1.0881804	0.2600466	0.0688781	0.5724382	0.3393701
300	0.9380930	0.0050590	1.0351333	0.3293517	0.4443023	0.9317553	0.4118514	0.0495906	0.5890261	0.3328936
350	0.9063093	0.0019247	0.9330927	0.3229300	0.4411805	0.8787139	0.4518547	0.0626671	0.6081219	0.3630469
400	0.9268709	0.0041967	0.9692827	0.3487832	0.4702764	0.5479709	0.6812362	0.0645123	0.5471338	0.3886484
450	0.9713520	0.0071739	0.9569602	0.3270452	0.4710412	0.2988525	0.7979687	0.0431133	0.5985373	0.4457701
500	0.8775426	0.0035034	0.9761962	0.3321763	0.4615542	0.1402170	0.9310634	0.0357999	0.6404248	0.3897536
550	0.2027154	0.0042131	0.9301842	0.6547311	0.7660400	0.0623629	0.9308044	0.2579271	0.5628463	0.3987031
600	0.1339030	0.0083293	0.8165043	0.5351608	0.8425004	0.0672250	0.5415963	0.3080121	0.6655068	0.4041300
650	0.1442750	0.0096508	0.7472242	0.4682176	0.7883649	0.1497057	0.3116643	0.4297178	0.6051662	0.4113732
700	0.1160342	0.0102895	0.8698658	0.3981253	0.7704471	0.5402105	0.1871073	0.4292375	0.6036159	0.4634922
750	0.1151403	0.0052423	0.8862544	0.4145359	0.7703605	0.7991368	0.1430688	0.4069635	0.6489815	0.4208465
800	0.1166103	0.0011263	0.8361041	0.4255332	0.7704522	0.9378606	0.1107730	0.3935185	0.6038160	0.4466505
850	0.1207021	0.0029141	0.9321079	0.4592410	0.7597885	0.9823804	0.1140317	0.4630537	0.6986597	0.4155932
900	0.1276871	0.0033587	0.8951415	0.5153306	0.7536746	0.9630606	0.1028774	0.4374277	0.6422177	0.4174788
950	0.0967980	0.0066571	0.8748796	0.4847133	0.7489481	0.9944283	0.0829998	0.3527732	0.5454073	0.3650601
1000	0.1259988	0.0072705	0.8834843	0.4846433	0.7558881	0.9690010	0.1091728	0.4121540	0.5421490	0.3946542

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.1261203	0.0026331	0.7616912	0.5076458	0.8132417	1.1280858	0.0825360	0.2635802	0.6814359	0.4429840
100	0.1121980	0.0004425	0.7503956	0.4723725	0.8188316	1.0495839	0.0969572	0.1698286	0.6279032	0.3969156
150	0.1257832	0.0055372	0.7670882	0.4262529	0.8983003	0.8980241	0.0845696	0.1537845	0.6360845	0.4897419
200	0.1219478	0.0002295	0.8694492	0.4356964	0.9206801	0.9642648	0.1067783	0.1404643	0.6823391	0.3952631
250	0.1382154	0.0037188	0.9318943	0.4000445	0.9447104	0.9668568	0.1758289	0.1109749	0.6339051	0.4160738
300	0.1579698	0.0010129	0.9493567	0.4068313	0.9111934	1.0482289	0.2266983	0.0982397	0.6649164	0.4746695
350	0.1400046	0.0010783	0.9370119	0.4147414	0.9023059	1.0018068	0.2210705	0.1099992	0.6961370	0.4191035
400	0.1012138	0.0004293	0.9965867	0.4447959	0.9084969	0.9301404	0.1923865	0.1039930	0.6455068	0.3822328
450	0.1294432	0.0005173	0.9082674	0.3970339	0.8914612	1.0129703	0.1998319	0.1063912	0.5457700	0.3527247
500	0.1131728	0.0015720	0.9809242	0.3871168	0.9630755	0.8742135	0.2946094	0.0948359	0.6260239	0.3536247
550	0.1281619	0.0084134	0.9282349	0.4291518	0.9285258	0.9136464	0.2468213	0.2910682	0.4957848	0.3459053
600	0.1216765	0.0090493	1.0401683	0.4521838	0.8834994	0.8635773	0.1585656	0.4013043	0.5966346	0.3261251
650	0.1358533	0.0106342	0.9261538	0.4140584	0.8027848	0.9958252	0.1226316	0.3747381	0.5010244	0.3427214
700	0.1641123	0.0047489	0.8674143	0.5208575	0.7691476	1.0286612	0.0932926	0.4102240	0.5174287	0.3728812
750	0.1434652	0.0032268	0.8750012	0.4153274	0.6567463	1.0455531	0.1063241	0.3965167	0.5428379	0.3846900
800	0.1313772	0.0018863	0.9159720	0.4889237	0.6880229	0.9478787	0.1133833	0.4222602	0.5451998	0.3878400
850	0.1065482	0.0022088	0.7692484	0.5586031	0.7484662	0.9295608	0.0976559	0.4164307	0.5544360	0.4255130
900	0.0714526	0.0031867	0.7133034	0.5757418	0.7623689	0.9519980	0.0950599	0.4068918	0.5833993	0.4066048
950	0.1042423	0.0125603	0.7183455	0.5110479	0.7555711	0.9412242	0.0762929	0.4118398	0.6136921	0.4761798
1000	0.1163661	0.0081679	0.7281168	0.5279037	0.7482160	1.0206272	0.0744645	0.4458140	0.6708506	0.5304463

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.7393266	0.0097339	0.3486140	0.4085153	0.5236626	1.0263575	0.0626055	0.4300464	0.5658247	0.3183784
100	0.9140257	0.0178662	0.1388778	0.3770573	0.4163518	0.9522817	0.0956619	0.4424257	0.5508562	0.4057644
150	1.1245074	0.1688502	0.0455456	0.4179214	0.3965014	1.0381934	0.1010886	0.4430374	0.5552205	0.4734984
200	1.0839688	0.6726076	0.0261639	0.4704877	0.3846003	0.9745762	0.0889557	0.4436910	0.6051699	0.5961254
250	1.1052167	0.9588508	0.0166994	0.5366143	0.3605575	0.9844627	0.0866793	0.4684671	0.7515694	0.6227659
300	0.9875875	1.0105515	0.0262053	0.5641806	0.4190057	0.9708096	0.0756421	0.3857822	0.7558245	0.6441876
350	0.9984966	0.9998739	0.0262129	0.4644028	0.4845783	0.9813862	0.0888713	0.3333863	0.7233901	0.5936140
400	1.0924248	1.0279537	0.0288517	0.4695382	0.5005054	0.9582411	0.0738754	0.3445328	0.7039630	0.6423975
450	0.9860746	0.8678770	0.0273459	0.4194426	0.4612548	0.9760865	0.0804864	0.3431349	0.7388869	0.6046253
500	1.0012260	1.0116903	0.0251049	0.4614267	0.4288923	0.9802718	0.0897875	0.3220325	0.7602507	0.6030702
550	0.9733793	0.8567250	0.5335703	0.6400685	0.7276199	0.9973394	0.0884685	0.3291967	0.7820101	0.8895278
600	1.0355030	0.2234200	0.6272265	0.5133121	0.8013313	1.0756735	0.0944449	0.3739659	0.8434477	0.7063581
650	0.8796955	0.0890505	0.8225407	0.4746478	0.8590209	1.0420277	0.0954012	0.3671685	0.9112362	0.6351948
700	0.8581989	0.0144849	0.8233656	0.4556380	0.7866515	1.0076083	0.0801152	0.3788983	0.7406128	0.4638144
750	0.5951461	0.0139171	0.8266645	0.3758018	0.7069665	0.9595055	0.0927548	0.3559951	0.6934931	0.4342974
800	0.3088119	0.0082735	0.8605144	0.5081638	0.7043775	0.8366581	0.1328178	0.3540504	0.6917676	0.3882066
850	0.1642100	0.0085240	0.8431596	0.4745810	0.7033720	0.8965620	0.0961234	0.3988080	0.6023418	0.4309249
900	0.1476631	0.0071272	0.8647107	0.4879431	0.7319284	0.9179934	0.1094329	0.3664413	0.6542402	0.4301105
950	0.2149802	0.0091334	0.8482797	0.4805217	0.7622100	0.9928824	0.1181827	0.4225263	0.6551146	0.3987213
1000	0.1711139	0.0043683	0.8274381	0.5433825	0.7796029	0.9359107	0.1003539	0.4057230	0.6227745	0.4762753

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.1536710	0.0052134	0.8026360	0.2418535	0.5332944	0.9816208	0.0708393	0.3030619	0.6615137	0.3732252
100	0.1053414	0.0095280	0.8144192	0.2457900	0.4771350	0.9247361	0.0956268	0.2489641	0.6914361	0.3586466
150	0.1157360	0.0058123	0.8277939	0.2833716	0.4371705	0.9682821	0.1125805	0.1790154	0.6315608	0.3857312
200	0.1218321	0.0026406	0.7741063	0.3112222	0.4091267	1.0102463	0.0985714	0.1822205	0.6880560	0.4767622
250	0.1157214	0.0089185	0.7054081	0.3678380	0.3767194	1.0256949	0.1110213	0.2180871	0.6428195	0.4622941
300	0.1245775	0.0063807	0.7455550	0.3280331	0.4161849	1.1091055	0.1101512	0.2397767	0.6898805	0.4318490
350	0.0947369	0.0081064	0.7294083	0.3447779	0.4005459	1.0534995	0.1161675	0.2219071	0.7314510	0.4247811
400	0.1457506	0.0031075	0.7724301	0.3325210	0.4298285	0.9820339	0.1168834	0.1788957	0.6693326	0.5073398
450	0.1329634	0.0017399	0.8216014	0.3243800	0.4222538	1.0098055	0.1115911	0.1994508	0.6539177	0.5136295
500	0.1740222	0.0058231	0.7455264	0.3680831	0.3502223	1.0307684	0.1188978	0.1575239	0.7338473	0.4825618
550	0.1140627	0.0007991	0.8031507	0.6967670	0.8049736	0.9777926	0.1194316	0.2709606	0.6824661	0.4640320
600	0.1079788	0.0073826	0.7238135	0.5481415	0.8480850	0.8741874	0.1323853	0.3583132	0.6834441	0.5045263
650	0.1308815	0.0023231	0.7780348	0.4897195	0.8446529	1.0068592	0.1709707	0.3442209	0.6644603	0.5340071
700	0.1271933	0.0135324	0.8614087	0.3836372	0.8663366	0.9836142	0.1195590	0.3572871	0.7115199	0.5128669
750	0.1253662	0.0040510	0.9211829	0.4790267	0.8933025	0.9237555	0.1086659	0.2997240	0.7399308	0.4157453
800	0.1222811	0.0037370	0.9271407	0.4459550	0.8549185	1.0402615	0.0950653	0.2672626	0.6668146	0.4268847
850	0.1285294	0.0048866	0.8822379	0.3966498	0.8457605	1.0122051	0.0731252	0.3134958	0.6766750	0.4301569
900	0.1080461	0.0035445	0.8572509	0.3617687	0.8814473	1.0061615	0.0762261	0.3025571	0.7016607	0.4447860
950	0.1373800	0.0001146	0.9294626	0.4350570	0.8438389	0.9840332	0.0555656	0.3551302	0.7070920	0.3844324
1000	0.1080542	0.0021032	0.9088464	0.4576106	0.8438848	0.9891818	0.0674579	0.3980063	0.6695345	0.4259010

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.1127001	0.0122633	0.4998935	0.5808861	0.7461683	0.3926252	0.0360984	0.3783788	0.8855269	0.4545905
100	0.1175378	0.0101637	0.3471069	0.5712019	0.7430453	0.1653786	0.0173116	0.3139411	0.9719770	0.5486880
150	0.1283642	0.0135673	0.2687540	0.5418303	0.8220122	0.1459776	0.0137815	0.2797394	0.9423626	0.6171149
200	0.2724362	0.0954148	0.2548738	0.4687541	0.9074000	0.1251605	0.0112566	0.2809470	0.9962518	0.7599722
250	0.6338593	0.1475083	0.3036620	0.4858194	0.8350635	0.0910583	0.0043017	0.2874601	0.9734409	0.7841016
300	0.8028779	0.1910635	0.2880039	0.4180440	0.8918798	0.0956354	0.0021143	0.2616174	0.9639897	0.7402312
350	0.8796757	0.1959677	0.3295963	0.3686417	0.8370164	0.0726875	0.0002456	0.2613905	0.9355007	0.7966823
400	0.8348514	0.1473449	0.3375291	0.3755517	0.8669931	0.0918748	0.0017873	0.2688427	0.9572381	0.7641738
450	0.9457832	0.1025638	0.3218620	0.4703774	0.8437241	0.1117040	0.0024099	0.3182240	1.0508673	0.7793626
500	0.8317951	0.1208225	0.3228496	0.3988518	0.8668567	0.1094094	0.0037025	0.2727125	1.0813069	0.7640338
550	0.7195465	0.0341491	0.6429866	0.3805418	0.8345330	0.7548779	0.0664135	0.2857413	0.9611429	0.7523677
600	0.4430903	0.0172841	0.8281022	0.4119865	0.8826921	0.9584474	0.1022882	0.2975580	0.8176276	0.5904282
650	0.2721041	0.0116494	0.8724712	0.4531378	0.9533148	0.8942014	0.1068307	0.3037805	0.7916418	0.4892724
700	0.2415316	0.0045011	0.9326891	0.4003438	0.9620433	0.8869473	0.0956071	0.2886339	0.7430638	0.4141521
750	0.1530782	0.0022313	0.8250858	0.3940715	0.8761987	0.9291782	0.1052447	0.3506257	0.6856937	0.3386865
800	0.1013509	0.0039451	0.8826141	0.4144567	0.8140552	0.9148190	0.1053138	0.4047298	0.6605778	0.4000403
850	0.1026791	0.0030970	0.9227027	0.4823161	0.8173194	0.8928080	0.0884014	0.3740835	0.5490300	0.3860452
900	0.1240117	0.0078149	0.8850341	0.4774369	0.7231866	0.9723493	0.0884763	0.3437179	0.6540131	0.4408872
950	0.1362612	0.0058744	0.8332663	0.4580066	0.7394380	0.9294650	0.1020213	0.3927513	0.6429681	0.4938169
1000	0.1067169	0.0059903	0.9123537	0.5494674	0.7510525	0.9338435	0.1150931	0.3520993	0.6863160	0.4979365

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.4393910	0.0067105	0.6251552	0.3226215	0.2941525	1.0606346	0.0586497	0.3937526	0.5700820	0.3407171
100	0.5624137	0.0107574	0.6092504	0.3113513	0.1482630	1.0711871	0.0283208	0.3435957	0.5487049	0.3718793
150	0.5411874	0.0037762	0.6589077	0.3019026	0.0762644	1.0182690	0.0108613	0.4035844	0.5586426	0.4603297
200	0.5267038	0.0047523	0.6303248	0.3937490	0.0726834	1.0054353	0.0046405	0.4552924	0.6299391	0.5058076
250	0.4812745	0.0060291	0.6157296	0.3744261	0.0617664	0.9260005	0.0053934	0.3760397	0.6734925	0.4519896
300	0.4837375	0.0111382	0.6235283	0.3833036	0.0483806	0.9260405	0.0022604	0.3724356	0.7298971	0.5534975
350	0.5399451	0.0028301	0.5684538	0.3858255	0.0449617	1.0606916	0.0005351	0.3683366	0.7465831	0.5313749
400	0.5670645	0.0142612	0.4798606	0.4012314	0.0434720	0.9729574	0.0001064	0.4001090	0.7555369	0.4978110
450	0.6334688	0.0183684	0.4397504	0.3986372	0.0354508	0.9731129	0.0001438	0.3654055	0.7781221	0.5796937
500	0.5458064	0.0195128	0.4930294	0.3549290	0.0230002	1.0577403	0.0004571	0.3410484	0.7740491	0.7002017
550	0.2624632	0.0171013	0.6624987	0.7858458	0.5002734	0.9343867	0.0660454	0.2989570	0.7896200	0.6506498
600	0.2267349	0.0184574	0.5140026	0.8050662	0.7057414	0.9400252	0.0551196	0.3082834	0.8821654	0.6008567
650	0.1772437	0.0121993	0.4482301	0.6466162	0.8287113	0.9074175	0.1036432	0.2956839	0.8279498	0.6282495
700	0.0938986	0.0198707	0.5327925	0.5140536	0.7678058	1.0163400	0.0859896	0.2925417	0.8407259	0.6269321
750	0.2049798	0.0166688	0.7081653	0.5229586	0.8122138	0.9408255	0.1026942	0.2854861	0.7882570	0.6983054
800	0.2372549	0.0063360	0.7186287	0.5356794	0.7632580	0.9408123	0.1138271	0.3160654	0.7488778	0.6279304
850	0.1731590	0.0054738	0.7856408	0.4680419	0.8352335	1.0359897	0.1076926	0.3640595	0.8530810	0.5189984
900	0.1949095	0.0088497	0.8668971	0.4843637	0.8106451	1.0346482	0.0995470	0.3016305	0.7237659	0.4346117
950	0.1419890	0.0055729	0.8330101	0.5056024	0.8351439	1.0680773	0.1141353	0.3054474	0.6339193	0.4070303
1000	0.1032823	0.0055332	0.9023965	0.4389087	0.8493226	1.0471731	0.0918756	0.3801780	0.6665422	0.4157736

0	0.1296806	0.0049189	0.8149727	0.4174404	0.7385921	1.0053071	0.0910578	0.4248018	0.5565574	0.3996610
50	0.7042954	0.0028093	0.8502188	0.4144116	0.7021877	0.5242174	0.1043719	0.4672717	0.8536226	0.2185481
100	0.7205723	0.0000000	0.8493825	0.3725095	0.7860802	0.3112800	0.1033584	0.3987556	0.8019733	0.2078317
150	0.7156773	0.0035253	0.8232923	0.3774751	0.7395745	0.2420462	0.0999101	0.3510180	0.8400710	0.1153421
200	0.7672441	0.0073660	0.8782783	0.3070903	0.7373262	0.2649556	0.0914054	0.3277318	0.8158210	0.1004496
250	0.8111763	0.0013035	0.9649852	0.3346224	0.7324616	0.2492570	0.0885879	0.3488628	0.8790051	0.1319449
300	0.8254062	0.0014090	1.0134351	0.3326451	0.8852791	0.2903402	0.0906432	0.3470352	0.7651154	0.1347338
350	0.7823156	0.0016324	0.9817884	0.3448684	0.8234289	0.2773623	0.0972847	0.3645138	0.8418011	0.1096722
400	0.7791205	0.0019093	0.9784670	0.3574754	0.8032605	0.2513951	0.0952755	0.3443444	0.8467034	0.0998628
450	0.7873287	0.0075531	0.9840344	0.3336670	0.8249641	0.2178984	0.0824707	0.3150705	0.7460033	0.1036890
500	0.7204344	0.0061763	0.9353451	0.3023635	0.8252428	0.2205181	0.0926117	0.3662678	0.7574879	0.1216678
550	0.1805124	0.0012492	0.9026577	0.4066305	0.8361747	0.6722672	0.0837352	0.3505148	0.4278765	0.2839787
600	0.1381153	0.0010121	0.8800047	0.5230006	0.6909804	0.8520460	0.0997294	0.4348662	0.3860795	0.3398581
650	0.0904884	0.0055371	0.7333000	0.5632900	0.7830439	0.9070313	0.1087336	0.4973178	0.4930384	0.4453587
700	0.1295933	0.0049892	0.6646170	0.4883801	0.7320141	0.9823116	0.0893936	0.4477778	0.5720957	0.4759466
750	0.1314986	0.0004886	0.7446623	0.5036789	0.7724144	1.0335131	0.0773216	0.4261204	0.6432852	0.5319417
800	0.1274005	0.0046594	0.7571102	0.5455073	0.7540359	0.9381802	0.0974751	0.4354956	0.7199642	0.4730716
850	0.1209704	0.0060053	0.8373009	0.4616670	0.6956257	0.9903471	0.1074481	0.3745261	0.7025155	0.4258868
900	0.1624983	0.0025142	0.7360246	0.4529930	0.7523994	1.0633683	0.0851961	0.3958807	0.6943096	0.4641939
950	0.1614151	0.0067344	0.7585383	0.4721511	0.7930751	1.0357000	0.0931880	0.3803409	0.7421415	0.4503057
1000	0.1020445	0.0071703	0.8125566	0.4866427	0.8050358	1.0231302	0.0671862	0.3503140	0.6701884	0.3871771
