"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
50	0.0599937	0.7089284	0.6055044	0.1252675	0.3012274	0.4860139	0.4484426	0.7508433	0.4898929	0.4049819
100	0.0437827	0.6578263	0.7648905	0.1260512	0.3300344	0.4366087	0.4336544	0.7631650	0.5858616	0.4143095
150	0.0113333	0.7348472	0.4922615	0.1514969	0.3637556	0.4622868	0.3395692	0.7762767	0.3789967	0.4068590
200	0.0358711	0.7306520	0.5401076	0.1761016	0.4091511	0.5460795	0.3219428	0.8209228	0.3294894	0.4516667
250	0.0308339	0.8120679	0.4815985	0.2001841	0.3431032	0.5055836	0.4034531	0.7591334	0.3173938	0.5827705
300	0.0462085	0.8411478	0.5059835	0.1926051	0.3759773	0.4302005	0.3193568	0.7574415	0.3594441	0.3978484
350	0.0425673	0.7712409	0.5237698	0.1236687	0.3213617	0.4098461	0.4110986	0.7973532	0.3773748	0.4732748
400	0.0175664	0.7462453	0.6238868	0.1829404	0.3453493	0.5255304	0.3751379	0.6732952	0.4017937	0.3571321
450	0.0508883	0.8173687	0.5782405	0.1564985	0.2975353	0.5510941	0.3266554	0.8002339	0.3442219	0.3877908
500	0.0225706	0.8128605	0.6295136	0.1535600	0.2029698	0.5357272	0.3937106	0.6016188	0.3620102	0.4800961
550	0.1737625	0.7767563	0.6271866	0.1221430	0.2715620	0.4243542	0.3390417	0.7654559	0.3190475	0.7289288
600	0.2395613	0.7522529	0.6033034	0.1646822	0.2770949	0.4315150	0.3868312	0.5173132	0.3523475	0.6422388
650	0.1973589	0.6971638	0.6685088	0.1888244	0.2325252	0.4506998	0.4691155	0.6733955	0.3836560	0.7085685
700	0.2555144	0.9792293	0.5350810	0.2302971	0.2495111	0.4789897	0.4176416	0.6899602	0.3066699	0.8081300
750	0.2223374	0.8438939	0.4322707	0.2567417	0.2362467	0.4923766	0.4307492	0.7026489	0.2595763	0.7776163
800	0.2332767	0.8444257	0.5367458	0.2201562	0.2877246	0.5159058	0.4831624	0.5209892	0.2651517	0.8483413
850	0.3278184	0.7536377	0.5314744	0.1722810	0.2387217	0.4357427	0.4114093	0.6531474	0.3381091	0.6890326
900	0.2141167	0.7843164	0.6272586	0.1766236	0.3098051	0.6139775	0.3639801	0.6833081	0.2633507	0.6874921
950	0.2120144	0.7754299	0.5386963	0.2484005	0.2563099	0.3758442	0.3787522	0.6686709	0.4182982	0.8113740
1000	0.2517907	0.7047233	0.5275709	0.2024027	0.3221413	0.4680861	0.3972680	0.6891200	0.4127038	0.8101731

0	0.2433176	0.7157490	0.6244144	0.1944300	0.3316582	0.4117520	0.3903098	0.7107644	0.3299094	0.8970021
50	0.3391611	0.6542975	0.5784098	0.0638253	0.2486557	0.6047257	0.4242684	0.1993735	0.3945181	0.6933636
100	0.1969713	0.7288272	0.3387141	0.0407054	0.3808531	0.6646620	0.4716335	0.1001176	0.4190725	0.7468755
150	0.2010001	0.8155783	0.2422054	0.0071745	0.4726128	0.7750304	0.6463759	0.1786887	0.4970083	0.7157598
200	0.4639110	0.8818231	0.1724101	0.0041498	0.4405067	0.7025507	0.6572098	0.1191168	0.5356417	0.8386373
250	0.3093054	0.7430649	0.0880684	0.0071823	0.4413408	0.7989071	0.5979571	0.1545386	0.5685032	0.7283784
300	0.4048249	0.6494544	0.0799118	0.0003125	0.5630370	0.7668016	0.5933233	0.1259873	0.5824156	0.7406192
350	0.4283610	0.2273490	0.0537625	0.0002376	0.4554120	0.6223162	0.5493447	0.1303821	0.5282330	0.8061968
400	0.4024938	0.1585530	0.0559194	0.0001458	0.5059140	0.7177816	0.6467200	0.0863309	0.5957714	0.8358220
450	0.4494229	0.0363441	0.1072118	0.0016276	0.4064566	0.7097885	0.6759904	0.1331258	0.6417380	0.8297213
500	0.4326888	0.0852195	0.0584830	0.0057152	0.5322736	0.6333561	0.7170247	0.1131619	0.4721823	0.7966033
550	0.4787211	0.1079561	0.1056454	0.0416229	0.4499629	0.9134956	0.7133832	0.5506157	0.5591448	0.8376839
600	0.4123691	0.2245067	0.1780934	0.1011805	0.5093340	0.8035032	0.5554637	0.7021085	0.5936999	0.7604740
650	0.4284110	0.3594891	0.2675021	0.0699740	0.4939852	0.5971349	0.4515693	0.7699189	0.4604821	0.8519103
700	0.3493115	0.6060100	0.2984185	0.0734916	0.4090015	0.5042198	0.5079409	0.8397307	0.5167843	0.6143948
750	0.3139754	0.8226410	0.2876913	0.1141124	0.3601303	0.5240799	0.4565387	0.7834230	0.4209150	0.8341287
800	0.2819901	0.6014990	0.2999410	0.1194130	0.3127615	0.5393387	0.3994922	0.8254467	0.3589968	0.7281851
850	0.3065169	0.7727256	0.3463313	0.1497009	0.3139371	0.4006186	0.4579274	0.7045489	0.3076915	0.7353085
900	0.2831969	0.7580913	0.3234078	0.1849527	0.2967038	0.5441722	0.3034652	0.6467063	0.2784106	0.7201558
950	0.2522228	0.6529554	0.4981252	0.1733202	0.4425139	0.4954141	0.4630489	0.6820427	0.2451240	0.7128539
1000	0.3360819	0.8550648	0.4460810	0.1931198	0.3054938	0.4835833	0.4149148	0.5868799	0.3212763	0.7134903

0	0.2284947	0.7148902	0.5758010	0.2644371	0.3690498	0.4570069	0.3701282	0.6219354	0.5103237	0.9096843
50	0.2638965	0.6876937	0.5658362	0.0920489	0.3242949	0.6871745	0.3691907	0.6341155	0.4310861	0.8433499
100	0.4141246	0.7371366	0.5546224	0.0812924	0.4343217	0.7437165	0.5065727	0.4993946	0.4382010	0.7702821
150	0.3753867	0.7509366	0.5074720	0.0412426	0.4383393	0.7462695	0.4195551	0.6816012	0.5753552	0.6707754
200	0.4218115	0.6406059	0.2286044	0.0140181	0.5631563	0.7882979	0.4241484	0.5498752	0.5229051	0.6804290
250	0.4442598	0.6786209	0.2993845	0.0270712	0.6601899	0.6507775	0.4988900	0.5828248	0.6608512	0.7627453
300	0.5284498	0.7916873	0.1782176	0.0151214	0.5179008	0.7762848	0.4141170	0.6046588	0.5369407	0.7723958
350	0.6080631	0.6535508	0.1680345	0.0239190	0.4672641	0.7523174	0.4758569	0.5914837	0.4165629	0.7458679
400	0.5789626	0.7815989	0.1680174	0.0168454	0.4389608	0.6650424	0.5690846	0.6812356	0.5433031	0.7830289
450	0.5055547	0.6707722	0.1470615	0.0172289	0.4148319	0.6144361	0.5198453	0.5658979	0.4871353	0.7241274
500	0.6870750	0.6526473	0.1593323	0.0419078	0.5192606	0.7576304	0.4891841	0.4914042	0.5850126	0.9277596
550	0.4784506	0.5830138	0.1442450	0.0738016	0.4467383	0.4917745	0.4270658	0.6188895	0.4619646	0.8172712
600	0.4295148	0.6390692	0.1645141	0.0604754	0.3718652	0.5019530	0.4254165	0.6239487	0.4769272	0.7835675
650	0.2922809	0.7143406	0.3324096	0.0808530	0.3235313	0.4048642	0.3637420	0.9309738	0.4007230	0.8453080
700	0.4546103	0.7574828	0.4568992	0.1450544	0.2645691	0.5371801	0.4147312	0.7329724	0.3270040	0.7983032
750	0.3855333	0.7541671	0.6569693	0.1757325	0.3118844	0.4832438	0.4104612	0.6228981	0.3997402	0.8257462
800	0.2464652	0.6998405	0.4491142	0.1476020	0.2889237	0.5324324	0.5317214	0.4809041	0.3594476	0.6951490
850	0.2340724	0.7853541	0.5889655	0.1871407	0.2686751	0.5112276	0.4317681	0.5831568	0.5197535	0.7805574
900	0.2180635	0.7496672	0.5510574	0.1644151	0.3057270	0.5978670	0.4895704	0.7274933	0.3890638	0.8903270
950	0.1160860	0.8645151	0.4920322	0.1314681	0.2681500	0.6037765	0.3733726	0.7499296	0.3749846	0.7334860
1000	0.1245739	0.7362814	0.4508700	0.1256711	0.3918619	0.6436585	0.4410044	0.7725259	0.4001768	0.8567246

0	0.2526654	0.6815484	0.5233968	0.2466106	0.3170462	0.4925620	0.3908780	0.8140321	0.3631779	0.6640885
50	0.1354791	0.7277806	0.6701484	0.0989764	0.2747084	0.4294190	0.3190673	0.5077215	0.3572325	0.7200215
100	0.1865731	0.6386848	0.5332007	0.0373416	0.2577730	0.3736299	0.2949310	0.3957562	0.3559845	0.7530932
150	0.1146869	0.7297002	0.5134421	0.0094653	0.3404807	0.4625476	0.3836679	0.4799157	0.4214421	0.9162457
200	0.1764773	0.7724170	0.4020877	0.0095352	0.4047562	0.5124566	0.3843873	0.3968803	0.3827078	0.8713594
250	0.1919074	0.7662326	0.4333123	0.0066167	0.3303456	0.4771512	0.4642441	0.5327267	0.3249883	0.7856580
300	0.2171420	0.6250108	0.4535821	0.0206680	0.3482769	0.5323565	0.4341921	0.4660817	0.4765359	0.8416857
350	0.2312556	0.5795435	0.3587589	0.0312687	0.3498029	0.5025764	0.5280091	0.4511924	0.3362369	0.8572196
400	0.2759642	0.7400744	0.5579760	0.0064449	0.2579302	0.4825879	0.5214498	0.3908469	0.3497197	0.8227945
450	0.2750629	0.8744386	0.3979357	0.0256152	0.2465307	0.4845651	0.5243498	0.3671096	0.3605071	0.7445987
500	0.2793785	0.8132797	0.4104973	0.0052085	0.3394309	0.4969547	0.5641961	0.3495385	0.3540666	0.7176135
550	0.2322586	0.6922079	0.2541919	0.0966643	0.4814350	0.5452139	0.5113976	0.6236434	0.4051414	0.7413592
600	0.3950053	0.7510190	0.2955447	0.1693472	0.3353129	0.5840381	0.5189164	0.7220625	0.3539900	0.8923468
650	0.3481022	0.8104679	0.4570545	0.2497778	0.2559699	0.4942695	0.5163307	0.7075610	0.3717562	0.8301863
700	0.2284057	0.7803754	0.5312933	0.1504134	0.3931598	0.4941795	0.3349013	0.6691820	0.4893001	0.7522030
750	0.2130680	0.7803236	0.6518580	0.1982234	0.2923102	0.5314656	0.4262440	0.8030497	0.3412233	0.6370152
800	0.1494481	0.7710707	0.5836689	0.2098878	0.2411197	0.4970475	0.3790723	0.6481072	0.3261003	0.7423939
850	0.2235378	0.6876909	0.5193897	0.1452458	0.3527085	0.5079159	0.4302122	0.7664917	0.3277633	0.7098816
900	0.2059345	0.7807666	0.5815018	0.1317512	0.2885134	0.4352851	0.3720366	0.5748226	0.3081213	0.7203830
950	0.1738082	0.6377506	0.5253772	0.1593483	0.3270356	0.4658967	0.3579820	0.7165123	0.3444526	0.8313420
1000	0.2657928	0.8279624	0.4747276	0.2076791	0.2516947	0.3643425	0.3888855	0.6639415	0.3624102	0.7884581

0	0.3116957	0.7706715	0.6990125	0.1741447	0.3050143	0.5093848	0.3694700	0.8041892	0.2939044	0.6191491
50	0.1338690	0.8267837	0.4757593	0.1119011	0.5302574	0.4210394	0.1811133	0.5582154	0.3417490	0.6818330
100	0.1423010	0.8502489	0.4642325	0.0691716	0.5906721	0.2454377	0.0698406	0.5774145	0.3541573	0.8681924
150	0.2354141	0.8058339	0.3857853	0.0400292	0.6912357	0.1485597	0.0798674	0.4856451	0.1895870	0.7770496
200	0.2568282	0.9423926	0.2867367	0.0330052	0.6465735	0.0843889	0.1229253	0.3666128	0.1341351	0.8764423
250	0.3529342	0.6715455	0.1649486	0.0210085	0.7378980	0.0770168	0.0828232	0.3450618	0.0783928	0.8154936
300	0.4977725	0.7374900	0.1780753	0.0105314	0.6425240	0.0445905	0.0714302	0.1911246	0.0439728	0.7067379
350	0.6331566	0.7065267	0.1845688	0.0139723	0.6684242	0.0539754	0.1017274	0.1160420	0.0592406	0.7399434
400	0.6161870	0.6559198	0.1224161	0.0070465	0.6528010	0.0832314	0.0846939	0.0511704	0.0326470	0.7179284
450	0.7818328	0.5819393	0.1215944	0.0176092	0.6664987	0.0813333	0.1745558	0.0192542	0.0473241	0.7212371
500	0.5291912	0.3122859	0.1127698	0.0140267	0.6947223	0.1041553	0.1484532	0.0135820	0.0326454	0.7478671
550	0.5230855	0.3529826	0.0946706	0.0556007	0.2567447	0.1869715	0.5565506	0.0938215	0.0843532	0.8458905
600	0.5571912	0.4881890	0.2277501	0.1784075	0.1885379	0.3505307	0.7670881	0.1734006	0.1154016	0.9980201
650	0.4940983	0.6279740	0.5109711	0.3092105	0.2437759	0.5166513	0.7047461	0.2897450	0.3008877	0.6770363
700	0.3869697	0.7290193	0.4731443	0.1843816	0.3808168	0.5653273	0.7827547	0.5361720	0.3253127	0.8308070
750	0.2222666	0.6331630	0.5377952	0.1611307	0.2942180	0.5595116	0.5617146	0.6989595	0.3877467	0.7631425
800	0.1781803	0.8185703	0.4556937	0.1247299	0.4071984	0.5754227	0.5079187	0.8123225	0.5006051	0.8470215
850	0.2096141	0.7636424	0.4947167	0.0972042	0.3982222	0.6313752	0.5551843	0.6704295	0.4516072	0.7359483
900	0.2764036	0.8351674	0.5871280	0.1663287	0.4230225	0.6002591	0.4140719	0.6268757	0.5169099	0.6970102
950	0.1552571	0.7437969	0.5427159	0.1395008	0.3624469	0.7019734	0.3064983	0.8124214	0.3420872	0.7924157
1000	0.1441296	0.7891306	0.5417861	0.1502246	0.3017873	0.5322779	0.3471526	0.6255487	0.3368256	0.7553207

0	0.1833172	0.7150313	0.5173676	0.2241706	0.2733719	0.4966537	0.4364478	0.6106909	0.3367174	0.6739533
50	0.4431779	0.7652096	0.6374931	0.1220012	0.2398144	0.5614906	0.3720248	0.6862715	0.4219492	0.6663378
100	0.4576192	0.6192208	0.4161392	0.1090726	0.3275154	0.6362098	0.3131153	0.5267934	0.4672218	0.6627616
150	0.4894050	0.7508040	0.5145513	0.1059502	0.3696583	0.5330226	0.3746135	0.7833719	0.5013380	0.7608536
200	0.5136066	0.8234898	0.5290445	0.0633071	0.3612683	0.5323690	0.3074849	0.6501936	0.4632962	0.6580241
250	0.4387262	0.7686358	0.4315700	0.0538715	0.3938419	0.4793378	0.3396584	0.7920197	0.5099715	0.8123456
300	0.4584297	0.7508951	0.2856669	0.1005395	0.3902859	0.5738732	0.3649652	0.7446913	0.5232544	0.7184399
350	0.4675299	0.7902528	0.4148163	0.1436291	0.3757253	0.5623991	0.4171687	0.7416480	0.4463455	0.6571474
400	0.4938647	0.7729184	0.2793854	0.0673945	0.4132022	0.5957487	0.3178989	0.8321407	0.4689207	0.7256298
450	0.5217590	0.6682051	0.3748691	0.0539584	0.4161982	0.5584819	0.3089414	0.6059186	0.4642367	0.7551896
500	0.5462498	0.8587035	0.4324826	0.0806955	0.4303196	0.6468604	0.2569908	0.7495821	0.5093874	0.8055718
550	0.2049116	0.7119165	0.3322354	0.0730237	0.3176860	0.4848734	0.4394264	0.7832617	0.3918742	0.7358583
600	0.2185626	0.7864380	0.3696949	0.1391768	0.2447013	0.4947509	0.4143686	0.8310191	0.2616392	0.6621582
650	0.2701934	0.7655495	0.5216724	0.2129632	0.2707291	0.5415051	0.3595377	0.7926551	0.3874088	0.6422209
700	0.3830053	0.6860470	0.4140377	0.1453603	0.3398563	0.4131957	0.4149125	0.6898805	0.2926978	0.6709451
750	0.3351694	0.7096162	0.4219088	0.2197711	0.2990306	0.4755932	0.4270448	0.7198298	0.3123208	0.7456169
800	0.2771486	0.6447001	0.4236273	0.2090127	0.3994175	0.5538299	0.3901789	0.6197205	0.3141414	0.8459022
850	0.2284979	0.6390163	0.5885102	0.2379427	0.3168194	0.5573240	0.3826234	0.7197044	0.3728169	0.7683319
900	0.2137300	0.6287196	0.6462513	0.2199440	0.2948972	0.5992847	0.4635779	0.6584182	0.2818168	0.8145957
950	0.1729940	0.9235347	0.5977159	0.2751716	0.3387946	0.4978995	0.3843171	0.7527540	0.4253304	0.7280871
1000	0.1279339	0.8115720	0.6158763	0.2201008	0.3454764	0.4796130	0.3232080	0.7440562	0.3007706	0.6578956

0	0.2356481	0.7324792	0.5672135	0.2682318	0.2892684	0.5567244	0.3601862	0.7727827	0.3415280	0.7625196
50	0.1765357	0.7594241	0.5534005	0.1182843	0.4069023	0.4399697	0.3377137	0.7381489	0.4223629	0.3911833
100	0.1835133	0.8170419	0.4239875	0.1335938	0.4077802	0.3159713	0.2768479	0.7335980	0.3142896	0.3884720
150	0.2129051	0.6500764	0.4384340	0.1342562	0.4029448	0.3654449	0.3067646	0.5583072	0.4051217	0.4651275
200	0.2367557	0.6836633	0.5005211	0.1022565	0.4790183	0.3663710	0.2402777	0.7352463	0.4421153	0.5139892
250	0.1626517	0.7286394	0.5831643	0.1211644	0.3884935	0.4071484	0.1957465	0.6726005	0.3667357	0.5999502
300	0.2147806	0.7612217	0.4341542	0.0903919	0.3421155	0.2744518	0.2411424	0.6630148	0.3148869	0.4398828
350	0.1753736	0.7866019	0.4805142	0.1294639	0.3826891	0.2690106	0.2700984	0.7092850	0.3205972	0.3858866
400	0.2793377	0.6809067	0.3688732	0.1969452	0.5340198	0.2495465	0.2362614	0.7793338	0.2932432	0.4667083
450	0.2616254	0.7335150	0.4986411	0.1156089	0.3902221	0.3298624	0.2189308	0.6765432	0.3155301	0.3931092
500	0.2011696	0.7049506	0.4353656	0.1030724	0.3306062	0.3849275	0.2365400	0.7218003	0.3904000	0.5701627
550	0.2516812	0.8362280	0.4276902	0.1180607	0.2080270	0.2413079	0.3946517	0.6873251	0.2927190	0.7622162
600	0.3758644	0.8352455	0.4593973	0.2974572	0.1539759	0.3330835	0.5205225	0.5230527	0.1491910	0.6853275
650	0.3982702	0.6859141	0.5657361	0.3688471	0.1979439	0.4625819	0.5847930	0.5627546	0.1954723	0.8292521
700	0.2363638	0.7260524	0.6143233	0.2887560	0.2211512	0.3483764	0.5971766	0.5139986	0.2481097	0.8527961
750	0.2943719	0.8107161	0.6132414	0.3456588	0.2179862	0.4557760	0.5325878	0.7526465	0.3754493	0.7459895
800	0.2541647	0.7200708	0.5482644	0.2825496	0.2955125	0.5172053	0.5080959	0.6850718	0.3261492	0.8413384
850	0.1911695	0.8177916	0.5205396	0.2407785	0.2271081	0.5042029	0.3125419	0.7093925	0.3156152	0.7676426
900	0.2461322	0.8773812	0.6048112	0.1912309	0.3078885	0.4543004	0.4366824	0.7907908	0.3664089	0.7156673
950	0.1815045	0.8150694	0.6042116	0.1326090	0.3291454	0.4628910	0.4139818	0.6637330	0.3651418	0.6901877
1000	0.2343897	0.7299534	0.5146279	0.1549996	0.2899004	0.4997963	0.3989469	0.6408663	0.3233445	0.6474981

0	0.1872657	0.7558040	0.6321122	0.3069595	0.3060430	0.5062044	0.3924511	0.6935443	0.3961074	0.8227464
50	0.1641129	0.7112518	0.4809118	0.0916077	0.5282160	0.5062589	0.3758202	0.8249810	0.3561362	0.6615753
100	0.1289541	0.8099577	0.3424844	0.0134461	0.6637315	0.4224011	0.3983723	0.6658218	0.3929078	0.6655937
150	0.2306800	0.9013028	0.3696979	0.0059320	0.7328308	0.5612722	0.3784525	0.6277547	0.3150158	0.6521766
200	0.3407124	0.7922303	0.2278176	0.0062649	0.6781346	0.4786860	0.3552311	0.7640630	0.3355925	0.7887040
250	0.4061196	0.7468176	0.1454335	0.0046875	0.8828219	0.4550875	0.4667431	0.6166826	0.3745755	0.7594401
300	0.4797794	0.8808437	0.1032287	0.0038691	0.8865316	0.5860340	0.3266963	0.6565841	0.3445655	0.7030761
350	0.6133084	0.7829258	0.0807813	0.0073891	0.7328309	0.4978312	0.3527674	0.6673774	0.4190939	0.7404261
400	0.6455235	0.7795772	0.0694743	0.0069360	0.8435998	0.5369616	0.5204821	0.7436859	0.4279891	0.7529274
450	0.6468697	0.7202976	0.0745158	0.0146632	0.7855257	0.3778476	0.4226032	0.7860781	0.3081276	0.8304444
500	0.5560877	0.6585973	0.0788776	0.0300938	0.8180154	0.5364961	0.4298564	0.7354721	0.3460746	0.8171672
550	0.4981733	0.3086203	0.0542614	0.0449647	0.4504106	0.5126294	0.3931999	0.7981110	0.3661719	0.7987699
600	0.6557348	0.2722160	0.1452069	0.0665145	0.4285454	0.5191687	0.4890991	0.8128225	0.4184452	0.7444692
650	0.4974747	0.5957988	0.2206851	0.1069520	0.2553543	0.5447027	0.2634159	0.7331907	0.3779792	0.7358811
700	0.4175032	0.5506957	0.3173948	0.1165667	0.3333404	0.3904666	0.3785704	0.7559439	0.4251209	0.7083804
750	0.3320939	0.6746359	0.3639664	0.1196082	0.3474211	0.4319116	0.3812533	0.6525594	0.3503771	0.8027027
800	0.3625520	0.7077516	0.4766866	0.1819585	0.2840151	0.5927711	0.3420733	0.7099123	0.2819665	0.7640618
850	0.3157430	0.7665374	0.5772549	0.2457026	0.2007571	0.5219987	0.4386943	0.7046199	0.3261540	0.7962646
900	0.3360437	0.8262406	0.5032643	0.2065468	0.2852419	0.5366136	0.3391823	0.7953780	0.4089464	0.8053307
950	0.2630459	0.8067312	0.6263360	0.1454994	0.3234432	0.5056330	0.3937948	0.7417697	0.4077064	0.6673441
1000	0.2553700	0.8726198	0.4917488	0.1457592	0.2020424	0.4237863	0.4565628	0.7459141	0.3825554	0.7454873

0	0.2202580	0.8397471	0.6200730	0.2400332	0.3374880	0.5422048	0.4109347	0.8187845	0.3164362	0.7176984
50	0.1326143	0.7271314	0.4468291	0.1581953	0.3921530	0.6618014	0.3065692	0.6884729	0.3286762	0.8788177
100	0.0936467	0.6930648	0.5184905	0.1447068	0.3434401	0.4407366	0.1781408	0.6683220	0.4002277	0.7643014
150	0.1359498	0.7639502	0.5281084	0.1629632	0.2248873	0.3962962	0.1645288	0.6245095	0.3688285	0.6338368
200	0.1216462	0.6478360	0.4754361	0.1675997	0.2387243	0.3201161	0.2498662	0.7050923	0.2350124	0.6923138
250	0.2040197	0.7395316	0.7591454	0.3067492	0.2197333	0.3189990	0.2149825	0.6476409	0.2992173	0.7357038
300	0.1612932	0.5867757	0.4123564	0.2775324	0.2846767	0.3296318	0.2689085	0.6133136	0.1862447	0.7689333
350	0.1435957	0.7368353	0.5785645	0.2893333	0.1758568	0.2056691	0.2128700	0.6695536	0.2685213	0.6709797
400	0.2563957	0.9031757	0.7658339	0.2826369	0.1473064	0.3521246	0.2747839	0.5179829	0.2279055	0.7338346
450	0.1757842	0.7448616	0.6222801	0.3915505	0.1846406	0.2034545	0.2548616	0.5761738	0.2055319	0.6796872
500	0.1329738	0.7466498	0.7535860	0.4379712	0.2060815	0.3279496	0.2472480	0.5063271	0.2068479	0.6546054
550	0.2931571	0.7951910	0.7970676	0.4629528	0.1769934	0.3800065	0.4185810	0.4274662	0.1716753	0.7099464
600	0.3213927	0.6822914	0.6987642	0.4931962	0.1774906	0.4248211	0.3765503	0.4322547	0.2023332	0.7498815
650	0.3072955	0.8124874	0.6222752	0.3241501	0.2290933	0.4505152	0.4488418	0.5871908	0.2475739	0.9414631
700	0.3409253	0.8105224	0.6269974	0.3835859	0.3241838	0.4942253	0.5389815	0.6626443	0.3630258	0.6194850
750	0.1555902	0.7789757	0.7228613	0.2410365	0.2685885	0.4838554	0.3838669	0.7233102	0.3407130	0.6275481
800	0.2114618	0.8102300	0.6970239	0.2203868	0.3705356	0.5246453	0.3792649	0.6489149	0.3668663	0.8562380
850	0.1129299	0.7525363	0.5206571	0.1846271	0.3320762	0.5841226	0.3735196	0.7895276	0.4302871	0.7876871
900	0.1336407	0.7689273	0.6413861	0.1310793	0.3421739	0.4738276	0.3886891	0.6862504	0.4924436	0.8849096
950	0.1607333	0.8956864	0.5806418	0.1469061	0.2649461	0.4527602	0.3338722	0.7376780	0.3966006	0.8604683
1000	0.1154197	0.7740539	0.6052268	0.1726822	0.2562967	0.5932898	0.3372102	0.6408239	0.3876185	0.7398003
