"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
450	0.4710914	0.5194506	0.9971350	0.0005442	0.5154173	0.9545412	1.0000000	0.1758702	0.2487595	0.2693295
500	0.5109415	0.5291075	0.9989004	0.0004027	0.5154173	0.9545412	1.0000000	0.1724524	0.2872940	0.2755390
550	0.5343094	0.5337904	0.9995221	0.0261591	0.5154173	0.9545412	1.0000000	0.4385750	0.3155209	0.2630100
600	0.5473487	0.5359474	0.9979036	0.0525870	0.5154173	0.9545412	1.0000000	0.7022514	0.3110815	0.2140884
650	0.5542995	0.5365205	0.9916129	0.0661781	0.5154173	0.9545412	1.0000000	0.8517444	0.2624557	0.1720903
700	0.5576139	0.5356849	0.9830538	0.0727033	0.5154173	0.9545412	1.0000000	0.9284057	0.1998594	0.1474084
750	0.5585545	0.5338152	0.9753510	0.0764203	0.5154173	0.9545412	1.0000000	0.9646940	0.1477630	0.1348810
800	0.5579084	0.5315322	0.9693958	0.0790088	0.5154173	0.9545412	1.0000000	0.9809104	0.1121475	0.1289464
850	0.5563400	0.5293256	0.9648997	0.0809838	0.5154173	0.9545412	1.0000000	0.9879297	0.0902130	0.1262306
900	0.5543968	0.5274211	0.9614339	0.0825253	0.5154173	0.9545412	1.0000000	0.9909317	0.0775070	0.1250062
950	0.5524478	0.5258608	0.9587030	0.0837385	0.5154173	0.9545412	1.0000000	0.9922193	0.0704265	0.1244534
1000	0.5506863	0.5246074	0.9565215	0.0847020	0.5154173	0.9545412	1.0000000	0.9927807	0.0665812	0.1241989

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.1026542	0.0785410	0.0363622	0.4490853	0.5154092	0.9545412	1.0000000	0.9466014	0.1770178	0.2676297
100	0.1698001	0.0776753	0.0552248	0.2071670	0.5154140	0.9545412	1.0000000	0.8973704	0.3963123	0.4445068
150	0.2045465	0.0825682	0.1464592	0.0856721	0.5154160	0.9545412	1.0000000	0.8747736	0.6076222	0.5354998
200	0.2219321	0.1044551	0.2427797	0.0352376	0.5154168	0.9545412	1.0000000	0.8649800	0.7587109	0.5754353
250	0.2354466	0.1391503	0.2975338	0.0160881	0.5154171	0.9545412	1.0000000	0.8581500	0.8514723	0.5922712
300	0.2523570	0.1725128	0.3222059	0.0091604	0.5154172	0.9545412	1.0000000	0.8517519	0.9040897	0.5993160
350	0.2727992	0.1969560	0.3323540	0.0067186	0.5154172	0.9545412	1.0000000	0.8466890	0.9326253	0.6022715
400	0.2929627	0.2121990	0.3363699	0.0058693	0.5154172	0.9545412	1.0000000	0.8434244	0.9476827	0.6035221
450	0.3095524	0.2207738	0.3379320	0.0055756	0.5154173	0.9545412	1.0000000	0.8416053	0.9554893	0.6040571
500	0.3214665	0.2252714	0.3385349	0.0054741	0.5154173	0.9545412	1.0000000	0.8406862	0.9594891	0.6042883
550	0.2714601	0.2387301	0.5519928	0.2149867	0.5154173	0.9545412	1.0000000	0.8834336	0.9436472	0.4384628
600	0.2315673	0.2847751	0.5322828	0.3530789	0.5154173	0.9545412	1.0000000	0.9081688	0.8475920	0.2673859
650	0.2376941	0.3043640	0.3690364	0.4501199	0.5154173	0.9545412	1.0000000	0.9472838	0.6396409	0.1789438
700	0.2493528	0.2758589	0.2307742	0.5585123	0.5154173	0.9545412	1.0000000	0.9770562	0.4234680	0.1385067
750	0.2335003	0.2228648	0.1409232	0.6293517	0.5154173	0.9545412	1.0000000	0.9911818	0.2665164	0.1194144
800	0.1913617	0.1710700	0.0913199	0.6631641	0.5154173	0.9545412	1.0000000	0.9967992	0.1696695	0.1095043
850	0.1422470	0.1325342	0.0666091	0.6770159	0.5154173	0.9545412	1.0000000	0.9988702	0.1145037	0.1040071
900	0.1014337	0.1080593	0.0550545	0.6822411	0.5154173	0.9545412	1.0000000	0.9996069	0.0843746	0.1009426
950	0.0734059	0.0939935	0.0498738	0.6841155	0.5154173	0.9545412	1.0000000	0.9998642	0.0682948	0.0992880
1000	0.0562222	0.0864292	0.0476206	0.6847658	0.5154173	0.9545412	1.0000000	0.9999532	0.0598260	0.0984320

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0374918	0.1246368	0.0459796	0.6851000	0.5152076	0.9513858	0.8923504	0.9999999	0.0506629	0.0976285
100	0.0549789	0.1783104	0.0459853	0.6851171	0.5107430	0.9360064	0.8278769	0.9999999	0.0506659	0.0976309
150	0.0867619	0.2099573	0.0459838	0.6852820	0.4956006	0.9185361	0.8102263	0.9999999	0.0506680	0.0976320
200	0.1194097	0.2255667	0.0459627	0.6857997	0.4727818	0.9075508	0.8062389	0.9999999	0.0506693	0.0976324
250	0.1444358	0.2326710	0.0459001	0.6867518	0.4504653	0.9024334	0.8054127	0.9999999	0.0506700	0.0976316
300	0.1606444	0.2357595	0.0457825	0.6880006	0.4336284	0.9004282	0.8052494	0.9999999	0.0506703	0.0976288
350	0.1700899	0.2370549	0.0456182	0.6892823	0.4228933	0.8997238	0.8052181	0.9999999	0.0506701	0.0976234
400	0.1752137	0.2375726	0.0454337	0.6903708	0.4167953	0.8994940	0.8052122	0.9999999	0.0506692	0.0976153
450	0.1778473	0.2377591	0.0452590	0.6911678	0.4136061	0.8994229	0.8052111	0.9999999	0.0506677	0.0976054
500	0.1791381	0.2378088	0.0451147	0.6916872	0.4120369	0.8994018	0.8052109	0.9999999	0.0506655	0.0975952
550	0.1740021	0.1919941	0.0450080	0.6919949	0.4117383	0.9054584	0.9128605	0.9999999	0.0506629	0.0975858
600	0.1442608	0.1382995	0.0449368	0.6920782	0.4188580	0.9252807	0.9773339	0.9999999	0.0506603	0.0975781
650	0.1055050	0.1066281	0.0449066	0.6916175	0.4384152	0.9413023	0.9949846	0.9999999	0.0506577	0.0975724
700	0.0751767	0.0910012	0.0449444	0.6904573	0.4628617	0.9494380	0.9989719	0.9999999	0.0506555	0.0975691
750	0.0562611	0.0838918	0.0450673	0.6889716	0.4837345	0.9527647	0.9997982	0.9999999	0.0506539	0.0975694
800	0.0457467	0.0808119	0.0452513	0.6876166	0.4980291	0.9539645	0.9999614	0.9999999	0.0506530	0.0975739
850	0.0402717	0.0795343	0.0454500	0.6866063	0.5065270	0.9543632	0.9999928	0.9999999	0.0506531	0.0975823
900	0.0375390	0.0790355	0.0456252	0.6859448	0.5111110	0.9544883	0.9999987	0.9999999	0.0506542	0.0975927
950	0.0362190	0.0788622	0.0457594	0.6855490	0.5134169	0.9545259	0.9999998	0.9999999	0.0506562	0.0976033
1000	0.0356008	0.0788177	0.0458521	0.6853275	0.5145180	0.9545369	1.0000000	0.9999999	0.0506587	0.0976125

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0347226	0.0703634	0.0459796	0.6850998	0.5154092	0.9545412	1.0000000	0.9999996	0.1749346	0.3126534
100	0.0328117	0.0604497	0.0459855	0.6850970	0.5154140	0.9545412	1.0000000	0.9999956	0.4100934	0.5364049
150	0.0302378	0.0546028	0.0459881	0.6850958	0.5154160	0.9545412	1.0000000	0.9999902	0.6334917	0.6507888
200	0.0281115	0.0517189	0.0459892	0.6850954	0.5154168	0.9545412	1.0000000	0.9999869	0.7864716	0.6991649
250	0.0267057	0.0504058	0.0459897	0.6850952	0.5154171	0.9545412	1.0000000	0.9999853	0.8770720	0.7178721
300	0.0258819	0.0498334	0.0459899	0.6850951	0.5154172	0.9545412	1.0000000	0.9999846	0.9269817	0.7247386
350	0.0254332	0.0495902	0.0459900	0.6850950	0.5154172	0.9545412	1.0000000	0.9999843	0.9533844	0.7271747
400	0.0252006	0.0494885	0.0459901	0.6850950	0.5154172	0.9545412	1.0000000	0.9999842	0.9670134	0.7280186
450	0.0250840	0.0494465	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9739397	0.7283058
500	0.0250272	0.0494293	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999842	0.9774235	0.7284022
550	0.0252262	0.0578985	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999844	0.9696675	0.5134096
600	0.0266228	0.0678267	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999869	0.8990149	0.2896712
650	0.0289080	0.0736813	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999922	0.6946055	0.1752919
700	0.0311288	0.0765692	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999963	0.4581994	0.1269174
750	0.0327872	0.0778843	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999985	0.2831844	0.1082107
800	0.0338478	0.0784577	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999994	0.1759873	0.1013444
850	0.0344624	0.0787014	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999997	0.1160183	0.0989084
900	0.0347954	0.0788033	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999998	0.0840669	0.0980645
950	0.0349677	0.0788454	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0675212	0.0977773
1000	0.0350538	0.0788627	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0591024	0.0976808

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0350881	0.0788398	0.0459796	0.6851056	0.5133806	0.9379418	0.6328494	0.9999999	0.0506629	0.0976285
100	0.0351044	0.0788570	0.0459834	0.6852558	0.4804182	0.7851036	0.4129558	0.9999999	0.0506659	0.0976309
150	0.0351160	0.0788650	0.0459495	0.6871369	0.3548677	0.5407450	0.3527563	0.9999999	0.0506680	0.0976319
200	0.0351228	0.0788579	0.0456274	0.6994830	0.2117309	0.3721106	0.3391571	0.9999999	0.0506692	0.0976298
250	0.0351218	0.0787765	0.0439547	0.7485588	0.1171543	0.2921310	0.3363390	0.9999999	0.0506695	0.0976115
300	0.0350918	0.0784162	0.0394043	0.8377673	0.0666727	0.2607805	0.3357822	0.9999999	0.0506665	0.0975318
350	0.0349736	0.0775320	0.0331218	0.9164434	0.0423255	0.2498055	0.3356754	0.9999999	0.0506534	0.0973364
400	0.0347000	0.0762094	0.0276806	0.9623033	0.0312443	0.2462388	0.3356552	1.0000000	0.0506209	0.0970443
450	0.0342723	0.0748143	0.0240641	0.9840111	0.0263855	0.2451387	0.3356515	1.0000000	0.0505660	0.0967372
500	0.0337699	0.0736463	0.0219981	0.9932130	0.0243094	0.2448121	0.3356508	1.0000000	0.0504961	0.0964830
550	0.0332886	0.0728083	0.0209234	0.9968632	0.0245837	0.3497639	0.7028013	1.0000000	0.0504235	0.0963041
600	0.0328907	0.0722679	0.0203990	0.9981676	0.0279242	0.6433189	0.9226949	1.0000000	0.0503589	0.0961919
650	0.0325955	0.0719455	0.0201587	0.9973881	0.0652617	0.8316525	0.9828944	1.0000000	0.0503076	0.0961273
700	0.0323940	0.0717655	0.0201535	0.9709585	0.1694517	0.9119007	0.9964936	1.0000000	0.0502702	0.0960929
750	0.0322659	0.0716935	0.0211401	0.8803097	0.2926943	0.9408325	0.9993116	1.0000000	0.0502450	0.0960828
800	0.0321978	0.0718059	0.0244013	0.7891187	0.3891196	0.9503529	0.9998684	1.0000000	0.0502302	0.0961220
850	0.0322024	0.0722727	0.0296513	0.7337008	0.4498407	0.9533077	0.9999753	1.0000000	0.0502279	0.0962541
900	0.0323179	0.0731759	0.0351801	0.7063386	0.4834441	0.9541878	0.9999954	1.0000000	0.0502435	0.0964866
950	0.0325743	0.0743852	0.0395865	0.6940826	0.5005339	0.9544421	0.9999992	1.0000000	0.0502812	0.0967717
1000	0.0329579	0.0756419	0.0425007	0.6888467	0.5087278	0.9545139	0.9999998	1.0000000	0.0503383	0.0970446

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0350885	0.0788835	0.0500024	0.5154989	0.6305483	0.9545412	1.0000000	0.9999999	0.0506630	0.0976386
100	0.0351605	0.0804487	0.0893815	0.3403585	0.7735283	0.9545412	1.0000000	0.9999999	0.0506713	0.0979638
150	0.0359267	0.0911433	0.1982213	0.2514579	0.8627797	0.9545412	1.0000000	0.9999981	0.0507382	0.0997197
200	0.0403740	0.1242100	0.3470949	0.2133285	0.9089945	0.9545412	1.0000000	0.9999730	0.0510336	0.1036317
250	0.0561933	0.1806392	0.4782681	0.1920376	0.9308922	0.9545412	1.0000000	0.9998344	0.0517621	0.1084988
300	0.0927516	0.2453291	0.5813166	0.1663963	0.9407434	0.9545412	1.0000000	0.9994683	0.0529559	0.1127821
350	0.1507177	0.3059942	0.6786644	0.1328957	0.9450274	0.9545412	1.0000000	0.9988315	0.0544335	0.1160137
400	0.2208814	0.3603891	0.7793736	0.0969698	0.9468465	0.9545412	1.0000000	0.9979103	0.0559591	0.1184432
450	0.2932408	0.4092982	0.8690064	0.0655149	0.9476054	0.9545412	1.0000000	0.9967571	0.0573805	0.1203531
500	0.3610566	0.4511957	0.9320069	0.0428700	0.9479178	0.9545412	1.0000000	0.9955614	0.0586365	0.1218327
550	0.4197683	0.4836650	0.9670418	0.0513119	0.8329059	0.9545412	1.0000000	0.9945375	0.0597042	0.1228925
600	0.4666073	0.5059191	0.9793395	0.0648144	0.6899822	0.9545412	1.0000000	0.9937976	0.0605704	0.1235719
650	0.5009070	0.5190117	0.9789716	0.0713616	0.6007533	0.9545412	1.0000000	0.9933496	0.0612315	0.1239452
700	0.5238223	0.5253306	0.9747344	0.0749480	0.5545475	0.9545412	1.0000000	0.9931288	0.0616999	0.1241092
750	0.5376663	0.5275515	0.9702792	0.0776424	0.5326534	0.9545412	1.0000000	0.9930488	0.0620049	0.1241555
800	0.5451100	0.5277058	0.9663474	0.0798565	0.5228036	0.9545412	1.0000000	0.9930416	0.0621858	0.1241472
850	0.5485117	0.5269822	0.9629640	0.0816341	0.5185201	0.9545412	1.0000000	0.9930665	0.0622818	0.1241183
900	0.5496036	0.5259713	0.9600990	0.0830355	0.5167012	0.9545412	1.0000000	0.9931028	0.0623250	0.1240842
950	0.5495006	0.5249393	0.9577165	0.0841422	0.5159424	0.9545412	1.0000000	0.9931404	0.0623378	0.1240512
1000	0.5488548	0.5239961	0.9557593	0.0850244	0.5156300	0.9545412	1.0000000	0.9931751	0.0623346	0.1240219

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0350882	0.0788490	0.0467630	0.6442140	0.5154092	0.9545412	1.0000000	0.9999999	0.0506629	0.0976306
100	0.0351142	0.0790941	0.0513799	0.6023032	0.5154140	0.9545412	1.0000000	0.9999999	0.0506669	0.0976836
150	0.0352111	0.0799965	0.0583636	0.5812549	0.5154160	0.9545412	1.0000000	0.9999999	0.0506777	0.0978705
200	0.0354974	0.0816202	0.0645750	0.5725176	0.5154168	0.9545412	1.0000000	0.9999998	0.0507082	0.0981831
250	0.0360326	0.0835534	0.0687584	0.5692034	0.5154171	0.9545412	1.0000000	0.9999998	0.0507652	0.0985273
300	0.0367558	0.0853260	0.0711429	0.5680105	0.5154172	0.9545412	1.0000000	0.9999997	0.0508427	0.0988196
350	0.0375321	0.0866861	0.0723634	0.5675956	0.5154172	0.9545412	1.0000000	0.9999996	0.0509266	0.0990281
400	0.0382359	0.0876053	0.0729442	0.5674545	0.5154172	0.9545412	1.0000000	0.9999996	0.0510035	0.0991593
450	0.0387968	0.0881707	0.0732067	0.5674074	0.5154173	0.9545412	1.0000000	0.9999995	0.0510659	0.0992347
500	0.0392015	0.0884946	0.0733211	0.5673918	0.5154173	0.9545412	1.0000000	0.9999995	0.0511120	0.0992750
550	0.0394710	0.0886493	0.0719920	0.6082721	0.5154173	0.9545412	1.0000000	0.9999995	0.0511435	0.0992915
600	0.0396172	0.0883072	0.0655547	0.6501787	0.5154173	0.9545412	1.0000000	0.9999996	0.0511621	0.0992216
650	0.0395462	0.0869730	0.0579479	0.6712265	0.5154173	0.9545412	1.0000000	0.9999996	0.0511608	0.0989776
700	0.0391373	0.0849720	0.0523930	0.6799642	0.5154173	0.9545412	1.0000000	0.9999997	0.0511277	0.0986228
750	0.0384343	0.0829792	0.0491373	0.6832784	0.5154173	0.9545412	1.0000000	0.9999998	0.0510627	0.0982791
800	0.0376175	0.0814046	0.0474489	0.6844707	0.5154173	0.9545412	1.0000000	0.9999999	0.0509799	0.0980163
850	0.0368609	0.0803307	0.0466383	0.6848850	0.5154173	0.9545412	1.0000000	0.9999999	0.0508967	0.0978440
900	0.0362583	0.0796685	0.0462692	0.6850255	0.5154173	0.9545412	1.0000000	0.9999999	0.0508255	0.0977424
950	0.0358269	0.0792892	0.0461074	0.6850723	0.5154173	0.9545412	1.0000000	0.9999999	0.0507711	0.0976872
1000	0.0355420	0.0790836	0.0460385	0.6850877	0.5154173	0.9545412	1.0000000	0.9999999	0.0507330	0.0976588

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.2277074	0.0786794	0.0401484	0.6850998	0.5154092	0.9545412	1.0000000	0.9999997	0.0676306	0.3232925
100	0.4193151	0.0778230	0.0345239	0.6850972	0.5154140	0.9545412	1.0000000	0.9999977	0.2475000	0.5580726
150	0.5183500	0.0766113	0.0317719	0.6850962	0.5154160	0.9545412	1.0000000	0.9999963	0.5022843	0.6780510
200	0.5632041	0.0755754	0.0306127	0.6850958	0.5154168	0.9545412	1.0000000	0.9999962	0.6979781	0.7287661
250	0.5826479	0.0748781	0.0301502	0.6850957	0.5154171	0.9545412	1.0000000	0.9999964	0.8198284	0.7483640
300	0.5909276	0.0744685	0.0299698	0.6850956	0.5154172	0.9545412	1.0000000	0.9999966	0.8887999	0.7555510
350	0.5944219	0.0742477	0.0299002	0.6850956	0.5154172	0.9545412	1.0000000	0.9999967	0.9258932	0.7580979
400	0.5958882	0.0741355	0.0298734	0.6850956	0.5154172	0.9545412	1.0000000	0.9999967	0.9452466	0.7589790
450	0.5965007	0.0740808	0.0298631	0.6850956	0.5154173	0.9545412	1.0000000	0.9999968	0.9551527	0.7592784
500	0.5967556	0.0740550	0.0298592	0.6850956	0.5154173	0.9545412	1.0000000	0.9999968	0.9601598	0.7593787
550	0.4038381	0.0741808	0.0356891	0.6850956	0.5154173	0.9545412	1.0000000	0.9999965	0.9587626	0.5335284
600	0.2119134	0.0749718	0.0413189	0.6850955	0.5154173	0.9545412	1.0000000	0.9999957	0.9004764	0.2986478
650	0.1128068	0.0761527	0.0440732	0.6850954	0.5154173	0.9545412	1.0000000	0.9999966	0.7049552	0.1787357
700	0.0680654	0.0772099	0.0452334	0.6850953	0.5154173	0.9545412	1.0000000	0.9999981	0.4680385	0.1281234
750	0.0488141	0.0779463	0.0456963	0.6850952	0.5154173	0.9545412	1.0000000	0.9999991	0.2897383	0.1086042
800	0.0407267	0.0783898	0.0458769	0.6850951	0.5154173	0.9545412	1.0000000	0.9999996	0.1797845	0.1014641
850	0.0373856	0.0786333	0.0459466	0.6850951	0.5154173	0.9545412	1.0000000	0.9999998	0.1180730	0.0989418
900	0.0360257	0.0787587	0.0459734	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0851376	0.0980727
950	0.0354806	0.0788204	0.0459837	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0680669	0.0977787
1000	0.0352656	0.0788498	0.0459877	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0593768	0.0976808

0	0.0350700	0.0788074	0.0459666	0.6851065	0.5153971	0.9545412	1.0000000	0.9999999	0.0506590	0.0976236
50	0.0350810	0.0784987	0.0333526	0.6850998	0.5154092	0.9545412	1.0000000	0.6623246	0.0506632	0.0976607
100	0.0349470	0.0767250	0.0211664	0.6850973	0.5154140	0.9545412	1.0000000	0.3510130	0.0506735	0.0978840
150	0.0344695	0.0743536	0.0152040	0.6850963	0.5154160	0.9545412	1.0000000	0.2085440	0.0507090	0.0983098
200	0.0337444	0.0724287	0.0126925	0.6850959	0.5154168	0.9545412	1.0000000	0.1531928	0.0507828	0.0987818
250	0.0330081	0.0711898	0.0116905	0.6850958	0.5154171	0.9545412	1.0000000	0.1330399	0.0508859	0.0991429
300	0.0324135	0.0704882	0.0112997	0.6850957	0.5154172	0.9545412	1.0000000	0.1259210	0.0509942	0.0993531
350	0.0319976	0.0701210	0.0111488	0.6850957	0.5154172	0.9545412	1.0000000	0.1234440	0.0510868	0.0994531
400	0.0317339	0.0699387	0.0110907	0.6850957	0.5154172	0.9545412	1.0000000	0.1225888	0.0511545	0.0994933
450	0.0315778	0.0698516	0.0110685	0.6850957	0.5154173	0.9545412	1.0000000	0.1222948	0.0511987	0.0995070
500	0.0314900	0.0698110	0.0110600	0.6850957	0.5154173	0.9545412	1.0000000	0.1221939	0.0512251	0.0995106
550	0.0314463	0.0700014	0.0236841	0.6850957	0.5154173	0.9545412	1.0000000	0.4598347	0.0512375	0.0992896
600	0.0315101	0.0713379	0.0358750	0.6850957	0.5154173	0.9545412	1.0000000	0.7711344	0.0512075	0.0986456
650	0.0318407	0.0734974	0.0418392	0.6850956	0.5154173	0.9545412	1.0000000	0.9135994	0.0511143	0.0981253
700	0.0324426	0.0755264	0.0443516	0.6850954	0.5154173	0.9545412	1.0000000	0.9689493	0.0509922	0.0978397
750	0.0331521	0.0769825	0.0453540	0.6850952	0.5154173	0.9545412	1.0000000	0.9891017	0.0508807	0.0977098
800	0.0337995	0.0778768	0.0457449	0.6850951	0.5154173	0.9545412	1.0000000	0.9962204	0.0507974	0.0976579
850	0.0342986	0.0783743	0.0458959	0.6850951	0.5154173	0.9545412	1.0000000	0.9986973	0.0507427	0.0976395
900	0.0346407	0.0786329	0.0459540	0.6850951	0.5154173	0.9545412	1.0000000	0.9995525	0.0507098	0.0976339
950	0.0348560	0.0787612	0.0459763	0.6850950	0.5154173	0.9545412	1.0000000	0.9998465	0.0506913	0.0976326
1000	0.0349830	0.0788225	0.0459848	0.6850950	0.5154173	0.9545412	1.0000000	0.9999474	0.0506813	0.0976326
