"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
100	0.6000767	0.4046947	1.0361803	0.8121031	0.2267791	0.2162553	0.9057824	0.9869824	0.3429575	0.6143385
150	0.5895429	0.2594294	0.9612029	0.7889080	0.4251483	0.1445835	0.8003505	0.9857031	0.1382784	0.6607608
200	0.4476290	0.3246207	1.0514150	0.8013281	0.4981976	0.1437245	0.8060390	1.0167079	0.0713761	0.7496513
250	0.5006739	0.2499194	1.0476914	0.5984928	0.5404838	0.1287636	0.7866876	0.9908475	0.0397534	0.8783031
300	0.4425320	0.2856573	0.9319146	0.5229702	0.5176118	0.1377741	0.7744609	1.0004880	0.0265283	0.8023293
350	0.4350411	0.2617453	1.0587059	0.5357124	0.5795812	0.1282367	0.7833602	1.0312778	0.0287477	0.9131953
400	0.4833432	0.2663678	1.0225952	0.3463457	0.5524813	0.1434842	0.7859242	1.0554219	0.0224468	0.9919458
450	0.4878027	0.2785227	1.1097198	0.3240582	0.5289117	0.1524864	0.7156143	1.0626749	0.0176065	0.9742029
500	0.4624496	0.2405843	1.0707146	0.3351613	0.5771276	0.1437884	0.7336745	1.0305323	0.0266620	1.0030675
550	0.4333103	0.2608839	0.9869780	0.2789401	0.8235856	0.6790148	0.7514154	0.8424994	0.0098011	0.9070005
600	0.4533627	0.2883157	1.0131168	0.2221386	0.5645936	0.9336712	0.8240148	0.7232445	0.0267137	0.8983555
650	0.4390447	0.3229226	0.8852933	0.3424777	0.3905209	1.0015940	0.8511964	0.6896093	0.0142993	0.8347696
700	0.5175024	0.3091462	1.0389600	0.6339803	0.2585251	1.0031468	0.8629923	0.6866851	0.0266264	0.5869694
750	0.4722070	0.2813716	1.0528935	0.8585365	0.2216816	0.9609307	0.7766576	0.7244825	0.0545828	0.3828409
800	0.4723359	0.2799327	1.0251322	0.8785186	0.2371123	0.8922049	0.8044158	0.7138046	0.2266991	0.2776880
850	0.4244185	0.2892698	0.9358054	0.8981445	0.2139495	0.9983307	0.7479407	0.7507831	0.6823008	0.2023647
900	0.4223175	0.2955332	0.9715330	0.9830200	0.1842352	0.9650494	0.8054217	0.8513914	0.8840747	0.1525583
950	0.3958352	0.3063049	0.9765502	1.0059800	0.1677635	0.9539376	0.8180999	0.9882920	0.9217813	0.1044994
1000	0.4760224	0.2967877	1.0201763	1.0409591	0.1604569	0.9125165	0.8370946	0.8808091	1.0390153	0.0326569

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.5301902	0.2975925	0.9608331	0.9319018	0.2156363	0.9917636	0.8769936	0.9442300	0.7677094	0.3086588
100	0.4970043	0.3397425	0.9229482	1.0030665	0.2035043	1.0273901	0.9640496	0.9132583	0.5846031	0.3391508
150	0.4704410	0.3437848	0.9350174	0.9734846	0.1823775	1.0085054	0.9367699	0.9392160	0.4023523	0.4255250
200	0.5375404	0.3008082	0.9878045	1.0278931	0.1848248	0.9687254	0.7886097	0.8972846	0.2291746	0.4231871
250	0.4240012	0.2653916	1.0436111	1.0136996	0.2187441	0.9034167	0.8583585	0.7234813	0.2422160	0.3433694
300	0.3581652	0.2574354	1.0112579	1.0409007	0.2116701	0.9742094	0.8546767	0.7770192	0.1924860	0.3633127
350	0.3263362	0.2623094	1.0364719	1.0046860	0.1894797	0.9757939	0.9003620	0.7032902	0.1581237	0.3642135
400	0.3612678	0.3027310	0.9712433	0.9844742	0.1573254	0.9876065	0.8313352	0.6406332	0.2091658	0.3511201
450	0.4155520	0.2735526	0.9941689	1.0131724	0.1825953	1.0094391	0.8568954	0.6693554	0.3505220	0.3337809
500	0.4803917	0.2946763	0.9850357	0.8730367	0.1710752	1.0686672	0.8943781	0.7136109	0.2504696	0.3613783
550	0.4743291	0.3292422	1.0126086	0.9786028	0.1786967	1.0309608	0.8593095	0.8303894	0.4834387	0.1653578
600	0.5487356	0.3987754	0.9400591	1.0283983	0.1910833	0.9216077	0.9562532	0.9210601	0.7852578	0.0809580
650	0.6105006	0.4475218	0.8846180	0.9992961	0.2152866	1.0357758	0.8424626	0.9515060	0.9098133	0.0443899
700	0.6739954	0.4069644	1.0242095	0.9294286	0.1978661	0.9765913	0.8810575	1.0562886	0.9937673	0.0585924
750	0.5837594	0.3220958	1.0129545	0.9219765	0.1641458	0.9461286	0.9374488	1.0183328	0.9794178	0.0623006
800	0.4626467	0.2773272	0.9941977	1.0859098	0.1738162	0.9998823	0.8326378	1.0479713	1.0156235	0.0760162
850	0.4867983	0.2817743	1.0595112	0.9309316	0.2073229	1.0412440	0.8749112	1.0229704	1.0201278	0.0511447
900	0.3999176	0.2840401	1.0575308	0.9098292	0.1584447	0.9956017	0.9155002	0.9641729	0.9479741	0.0365537
950	0.3953784	0.2485663	0.9932189	0.9719289	0.1274216	1.0072896	0.9289441	0.9828863	0.9323951	0.0144093
1000	0.5422969	0.3060863	0.9340417	1.0078424	0.1666899	1.0198873	0.8894617	0.9510292	0.9809715	0.0147921

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.3912524	0.1136927	0.9978803	0.9592699	0.2342977	0.8526435	0.9524844	0.9653146	1.0208482	0.3043967
100	0.1779712	0.0697956	1.0103966	0.9727475	0.2478578	0.8963339	0.8049072	0.9935535	0.9093438	0.3227240
150	0.0785039	0.0611840	1.0290392	0.9334251	0.2235541	0.8147319	0.8851251	1.0895734	0.8617451	0.3800565
200	0.0421439	0.0578235	0.9633614	1.0051389	0.2055804	0.8139197	0.8137787	1.0029726	0.7099819	0.3251828
250	0.0391087	0.0539848	0.9548547	0.9370907	0.2514180	0.8542804	0.9145369	1.0068329	0.5524645	0.3488657
300	0.0529498	0.0683653	1.0264675	0.9639777	0.2748150	0.7937725	0.8706471	0.9789539	0.4932432	0.3970632
350	0.0384369	0.0632709	0.9835697	0.9922025	0.2953856	0.8583583	0.8523321	0.8717156	0.4325731	0.3825177
400	0.0276196	0.0435812	1.0280313	0.9725690	0.2875099	0.8304527	0.8670915	0.8274841	0.3453731	0.4623115
450	0.0232370	0.0757584	0.9820617	0.8862292	0.2761848	0.8438425	0.9219096	0.7594131	0.2249068	0.4328481
500	0.0405547	0.0415863	1.1478099	0.8599934	0.3057732	0.7696138	0.8271660	0.7902051	0.2696317	0.4397102
550	0.0934591	0.1588914	1.0150497	0.8468718	0.3088472	0.9654772	0.8078647	0.7045966	0.5667090	0.2705361
600	0.1953806	0.2786821	0.9999653	0.8014932	0.2596637	1.0363934	0.9165372	0.8200605	0.7825325	0.1953636
650	0.4621873	0.3163295	1.0389463	0.9718253	0.2018763	0.9944501	0.8422172	0.9679931	0.9679227	0.0967453
700	0.4918997	0.3168881	1.0011081	1.0168618	0.1887632	0.9443574	0.8933571	1.0032407	1.0067717	0.0553988
750	0.5066268	0.3353876	1.0637135	1.0009640	0.2281261	0.9298049	0.8902547	0.9868723	1.0113492	0.0511360
800	0.4359885	0.3182581	1.0609097	1.0062300	0.2481868	0.9885634	0.9912921	1.0283941	1.0274061	0.0912431
850	0.4517821	0.2996416	1.0066105	0.9341089	0.2540833	0.9449337	0.9137057	0.9811433	1.0259825	0.1810084
900	0.5754306	0.2821053	1.0212616	0.8451683	0.2059615	0.9474560	0.9231399	0.9109959	0.9158380	0.1882346
950	0.4906417	0.2167304	0.9717447	0.9531773	0.2080258	0.9560668	0.8673573	1.0048134	1.0380175	0.1425905
1000	0.5070999	0.3033119	1.0384800	0.9596969	0.1849056	1.0677934	0.9187132	0.9880458	0.9786264	0.0981511

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.6262579	0.3057850	0.9724099	0.9788246	0.2170536	0.4637990	0.9368622	0.9730728	0.4067032	0.1366167
100	0.6064657	0.2323998	0.9661920	0.9908013	0.4097685	0.3029181	0.9321378	0.8540301	0.2274165	0.2218514
150	0.5900091	0.2607899	1.0218412	0.9225051	0.6062102	0.2529728	0.9030407	0.7485102	0.1477009	0.4421936
200	0.6677706	0.2972700	1.0107778	0.5406509	0.7548872	0.2342825	0.8083277	0.7139823	0.0505719	0.6384350
250	0.6429454	0.3686916	0.9699047	0.2267637	0.8540297	0.2114785	0.8017760	0.6739104	0.0161418	0.8646718
300	0.6447198	0.3099519	0.9345052	0.1276454	0.9699177	0.2001594	0.7188609	0.6829419	0.0050507	0.8728807
350	0.7113667	0.4087592	0.9011138	0.0690660	1.0195982	0.2200566	0.6437781	0.6699557	0.0019553	0.8901447
400	0.7236079	0.3905463	0.9131236	0.0505764	0.9390680	0.2545718	0.6107547	0.6903909	0.0001100	0.9458675
450	0.8014928	0.4318738	0.7650916	0.0907025	0.9891654	0.2413623	0.6370841	0.6269593	0.0028242	0.9002143
500	0.7356188	0.5098453	0.7477365	0.0603545	0.9431121	0.2211430	0.5790396	0.6924573	0.0010395	0.9667867
550	0.7010890	0.6226346	0.4646058	0.0804151	0.7467572	0.7139915	0.6048682	0.7328026	0.0137509	0.9668638
600	0.7628711	0.7808992	0.4882721	0.1322303	0.5690275	1.0767214	0.7055303	0.7274187	0.0268180	0.8829257
650	0.7774536	0.7591041	0.8055397	0.3469348	0.3067119	0.9583520	0.6813046	0.7534247	0.0150342	0.8541586
700	0.7941572	0.5838890	0.9415077	0.7311000	0.2166935	0.9284149	0.7875404	0.8142750	0.0172878	0.5009376
750	0.7893991	0.3797259	0.9999282	0.9532963	0.2143762	1.0328213	0.7320430	0.7294321	0.1326960	0.2614784
800	0.6448634	0.3655748	1.0019649	0.9221763	0.2337524	0.8985452	0.8555460	0.7132663	0.5572927	0.1719163
850	0.5356434	0.2686395	1.0009779	1.0238772	0.1662529	1.0360047	0.8115226	0.7991835	0.7665149	0.1312372
900	0.4903462	0.3179485	0.9712511	0.9325189	0.2212706	1.0960938	0.8240308	0.8580677	0.9295558	0.0430108
950	0.5011642	0.3442374	0.9593557	0.9505750	0.1898591	0.9512979	0.9184908	1.0010310	1.0135495	0.0610984
1000	0.4940579	0.3110555	0.9777814	0.9081122	0.1733351	1.0262986	0.8718765	0.9610717	1.0964606	0.0629854

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.4734677	0.2170971	1.0365044	0.9254868	0.2134718	0.7143856	0.9091230	1.0651221	0.6164207	0.1645907
100	0.4022974	0.1880190	1.0233407	0.9537838	0.2814155	0.6422259	0.8148599	0.9840257	0.5917019	0.2106984
150	0.3875560	0.2150352	1.0213712	0.9023780	0.3470752	0.6259345	0.9459523	0.9828405	0.5521987	0.2894768
200	0.3806066	0.2462985	1.0502122	0.8648047	0.4589518	0.5641027	0.8221316	0.9810435	0.4176813	0.3948288
250	0.4020072	0.2196763	0.9568831	0.7295663	0.5223362	0.6011365	0.8178336	0.9836771	0.2883136	0.5828677
300	0.3917053	0.2102748	1.0656851	0.6037002	0.4673485	0.6190447	0.8114302	0.9944176	0.1427484	0.7069048
350	0.4353228	0.2776299	0.9846247	0.5819617	0.5010080	0.6318994	0.8051801	1.0341519	0.0624452	0.6678885
400	0.4351381	0.3093065	0.9618301	0.6444598	0.3758547	0.6325655	0.8659960	0.9600619	0.0392407	0.5960225
450	0.4939864	0.2897335	0.9955647	0.7231767	0.4693672	0.5673269	0.8554200	1.0380573	0.0226715	0.5609438
500	0.4377424	0.2777507	0.9794322	0.6659662	0.4452393	0.6783617	0.9101884	1.0839231	0.0329002	0.6549584
550	0.4406987	0.3128596	1.0029200	0.6275772	0.3332125	0.9121626	0.8448558	0.7800838	0.0325845	0.6793188
600	0.5419533	0.3699628	0.9185752	0.8586243	0.2419384	0.9577013	0.9131191	0.7781049	0.0666296	0.4891235
650	0.6132781	0.4295989	0.9282606	0.9095853	0.2632198	1.0227198	0.8962240	0.7536793	0.1953318	0.3080250
700	0.5947786	0.3467069	0.9831843	1.0333174	0.2235179	1.0153584	0.8880899	0.7426873	0.4515124	0.2329458
750	0.5817663	0.2869169	1.0699018	0.9334499	0.1778979	1.0250166	0.9269515	0.8102152	0.7527547	0.1228337
800	0.4493808	0.2237532	1.1710850	1.0232969	0.1959048	1.0166695	0.8448695	0.9392516	0.9960373	0.0726797
850	0.4157294	0.2741554	0.9883058	0.9772927	0.1886799	1.0272341	0.8896166	0.8897490	0.9625049	0.0382746
900	0.4358994	0.2946249	1.0536904	1.0290275	0.1917078	0.9811546	0.8176484	0.9751338	0.9419915	0.0614701
950	0.4280310	0.2978532	1.0780002	1.0177841	0.1887205	0.9535954	0.9512218	1.0151383	0.9896642	0.0692256
1000	0.4933207	0.2885739	1.0119557	0.9871895	0.1885023	0.9628330	0.9189884	0.9825904	1.0950202	0.0559758

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.4365702	0.1937966	0.9935260	0.6470414	0.1691195	0.9807593	1.0053287	0.9945643	0.9803315	0.0494111
100	0.3285520	0.1030110	1.0349709	0.5363241	0.1282657	1.0227139	0.9931218	0.9018313	1.0480385	0.0309223
150	0.1466022	0.0993181	1.0156474	0.4753745	0.1518210	0.9402711	1.0700180	1.0188054	0.9149369	0.0188584
200	0.0838343	0.1109235	0.9882762	0.4994478	0.1456898	0.9792877	1.0096077	0.9474010	0.8881793	0.0364484
250	0.1170640	0.1334370	0.9947913	0.4266588	0.1444042	0.9141336	1.0189352	0.9513541	0.9192131	0.0191093
300	0.1431454	0.0983001	1.0639130	0.4545339	0.1089511	0.9219499	0.8678238	1.0026650	0.9740458	0.0152911
350	0.1208530	0.1093027	0.9757783	0.4805019	0.1777242	0.9517315	0.9760897	0.9704581	1.0718150	0.0087491
400	0.1593214	0.1773800	0.9337376	0.5083961	0.1537423	0.9046718	0.9398408	0.9816172	1.0412761	0.0383857
450	0.2513076	0.2213329	0.9621260	0.4655501	0.2048935	0.9648150	1.0083875	0.9722161	0.9211092	0.0323358
500	0.2679941	0.1412975	0.8758536	0.4603443	0.1963249	1.0466031	0.9733873	1.0414169	0.9599029	0.0508061
550	0.2835273	0.2299594	0.9583075	0.7957802	0.1550942	0.9888590	0.8211172	1.0326511	0.9760482	0.0476906
600	0.3489067	0.3055093	0.9905728	0.9389313	0.1682925	0.9476614	0.8502465	0.9720248	0.9466725	0.0562536
650	0.4929550	0.2869478	1.0268562	0.9326989	0.1757191	0.9949966	0.8996654	1.0079276	1.0786614	0.0497923
700	0.4265844	0.3075104	0.9870458	1.0602738	0.2099356	1.0962498	0.8918841	1.0167379	0.9366431	0.0600935
750	0.4347540	0.2859334	1.0461500	0.9900931	0.1501842	0.9961982	0.8188367	0.9323230	0.9261432	0.1087712
800	0.4822471	0.3530219	0.9673736	0.9961157	0.2142033	0.9398958	0.9208269	0.9444808	0.9506461	0.0672741
850	0.5391193	0.3537830	0.9677630	0.8719204	0.2247239	0.9523759	0.9535491	0.9720847	0.9542810	0.0899876
900	0.5639038	0.3366759	1.0150287	0.9611575	0.2248388	1.0962002	0.8900712	0.9335396	0.9488968	0.0814503
950	0.5449905	0.3057510	0.9584228	0.8940897	0.2091555	1.1001355	0.9414793	0.9760904	1.0191950	0.0934344
1000	0.4903622	0.2481676	0.9914470	0.8918337	0.1721771	1.0129150	0.8857841	0.9071936	1.1464414	0.1207037

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.8130697	0.2617911	1.0009932	0.6420330	0.1361260	1.0939740	0.9344795	1.0032898	1.0139498	0.0572284
100	1.0240996	0.2472762	1.0292553	0.4779515	0.1573434	1.0336516	0.9693778	0.9435384	1.0320817	0.0459397
150	0.9096750	0.3179031	0.9692120	0.4495673	0.1641003	0.9972170	0.9162906	0.9391622	1.0353343	0.0360616
200	0.9427551	0.3183095	0.8927935	0.4352805	0.1967119	0.9765244	0.8659902	0.9421004	1.0058304	0.0460110
250	0.8661174	0.3591147	1.0264482	0.4061257	0.1802227	1.0340778	0.9493261	1.0466337	0.9699294	0.0523666
300	1.0099910	0.3570797	1.0550666	0.4218532	0.1491107	0.9780258	0.9168348	1.0196157	0.9818797	0.0561026
350	0.8926741	0.3137894	1.0156420	0.4668935	0.1939317	0.9936732	0.8861137	0.9767579	0.9714760	0.0529652
400	0.9319287	0.2765623	0.9258749	0.4639600	0.1537789	1.0406679	0.9711400	0.9779792	1.1017263	0.0626964
450	0.9784802	0.3702185	0.9919165	0.4322631	0.1369100	0.9964926	0.9304891	1.0002912	1.0430238	0.0401030
500	0.9732846	0.3145854	1.0500429	0.3767577	0.1770973	1.0015154	0.9255633	1.0251119	0.9758322	0.0466884
550	0.6004126	0.2780810	0.9885302	0.7783275	0.1767935	0.9457508	0.9244519	1.0106840	0.9629990	0.0691415
600	0.5615983	0.3055203	0.8913267	0.9593842	0.1985947	1.0277062	0.9127058	1.0246091	1.0147969	0.0898346
650	0.5158061	0.3349651	0.9862676	0.9010282	0.1960687	0.9726749	0.9358256	0.9827290	1.0155704	0.0971874
700	0.5529488	0.3887502	0.9639261	0.9624533	0.1735586	1.0017026	0.8325854	0.8996500	0.9881196	0.0703655
750	0.5492655	0.4027288	1.0301971	1.0417081	0.2014383	0.9574310	0.8678886	0.9251980	1.0194623	0.0540381
800	0.5578500	0.3383958	1.0289800	1.0466156	0.1788574	0.9677448	0.9331022	0.8992355	1.0359062	0.0531477
850	0.5521242	0.3637504	1.0212369	0.9488930	0.2025796	0.9674932	0.9637445	0.9669777	1.0351003	0.0568158
900	0.5193887	0.2940908	1.0635521	0.9381083	0.1853957	0.9717934	0.9548146	0.9883973	0.9936125	0.0529625
950	0.5159192	0.2810819	1.0224575	1.0030509	0.1988971	0.9396284	0.9533029	0.9468227	0.9733791	0.0836672
1000	0.5482201	0.2433292	1.0181894	0.9188603	0.2192252	1.0038853	0.9711686	1.0077133	1.0467352	0.0930038

0	0.5586783	0.3569097	1.0528587	0.9459913	0.1946093	0.9636150	0.8891602	1.0538271	1.0495853	0.0472618
50	0.7029002	0.2830725	0.8893617	0.4151412	0.1650400	1.1263376	1.0517913	0.9126764	0.3313761	0.0258583
100	0.8113494	0.3694617	0.9452808	0.2753852	0.1727769	0.9894441	0.9552804	0.8337958	0.1741731	0.0401846
150	0.7983912	0.4430812	0.9396646	0.2639013	0.1698724	0.9169639	1.0356514	0.7841011	0.1047600	0.0467596
200	0.7901189	0.4385499	1.0353693	0.2837768	0.1446123	0.9422884	0.9625977	0.7305114	0.0924519	0.0249589
250	0.8266693	0.3005900	0.9670494	0.2266203	0.1724550	0.9935108	0.9945429	0.8801218	0.1089651	0.0400630
300	0.7538812	0.2659886	0.9200080	0.2430022	0.1565765	1.0364677	0.9394625	0.7369745	0.1059453	0.0320975
350	0.7997350	0.3748228	0.9032891	0.2038747	0.1840800	1.0353943	0.9005851	0.7585320	0.0949320	0.0417809
400	0.8699098	0.3953972	0.9661370	0.2543575	0.1469438	0.9880128	0.9885591	0.7906578	0.0909705	0.0575666
450	0.8163168	0.3541327	0.9594007	0.2507636	0.1392206	0.9790400	1.0060928	0.7830631	0.0885533	0.0721125
500	0.7432715	0.3745203	1.0312225	0.2242964	0.1928588	1.0444872	1.1089975	0.7173316	0.0880914	0.0353823
550	0.5793586	0.3228663	1.0400506	0.7713823	0.1868092	0.9171457	0.9585984	0.7353645	0.8044160	0.0534508
600	0.5151427	0.2849697	1.0264354	0.9314250	0.2205807	1.0074817	0.8974471	0.7780662	0.9261324	0.0470749
650	0.5284568	0.2543185	0.9946156	0.9373686	0.1338297	1.0375651	0.9040429	0.9180652	0.9426096	0.0349986
700	0.4895943	0.2700334	0.9630239	1.0273295	0.2085337	1.0236647	0.8533320	0.9193168	0.9612914	0.0285495
750	0.4701621	0.3320940	0.9220864	0.9608284	0.2188242	1.0386821	0.8467774	1.0114850	1.0597745	0.0726657
800	0.5661958	0.4087426	1.0042599	0.9544060	0.1650760	1.0385523	0.9593097	0.9914001	1.0527914	0.0873055
850	0.5730914	0.3493269	0.9693271	1.0260317	0.1584491	0.9988627	0.9116485	0.9633556	1.0755943	0.0396010
900	0.5867145	0.3606054	0.9553480	0.9060540	0.1962844	1.0292181	0.9210023	0.9782533	1.0919055	0.0331849
950	0.6424230	0.3792707	1.0786477	0.9872191	0.1971609	1.0216280	0.9797202	0.9841608	1.0229851	0.0707372
1000	0.5812016	0.3849499	0.9950237	1.0133152	0.1889218	0.9980370	0.9405906	0.9623230	1.0809194	0.0466638
