"Time"	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
350	0.2398156	0.8704978	0.2273483	0.0946386	0.1901637	0.4073353	0.9937887	0.1201678	0.4559011	0.6710337
400	0.2289290	0.8706172	0.2338023	0.0919149	0.1888813	0.4065470	0.9933272	0.1236457	0.3966039	0.7057571
450	0.2243153	0.8670095	0.2393803	0.0900163	0.1881207	0.4062858	0.9927835	0.1264282	0.3503519	0.7284604
500	0.2231220	0.8620911	0.2436002	0.0888258	0.1877224	0.4062948	0.9922838	0.1283927	0.3178711	0.7419017
550	0.2248492	0.8040314	0.5942139	0.0848775	0.1875522	0.4065570	0.9848211	0.2429362	0.3022157	0.7192825
600	0.2426370	0.6535174	0.7069841	0.0838428	0.1876039	0.4088157	0.9583236	0.2880308	0.2993541	0.7232222
650	0.2951409	0.5251876	0.7441597	0.0837543	0.1882886	0.4153207	0.9294073	0.3053934	0.2991361	0.7081538
700	0.3822910	0.4481941	0.7551645	0.0846049	0.1901815	0.4248652	0.9104924	0.3104962	0.3094944	0.6563201
750	0.4809051	0.4084740	0.7542603	0.0868749	0.1933121	0.4343359	0.9019131	0.3085474	0.3457628	0.5726742
800	0.5639920	0.3907383	0.7441532	0.0907030	0.1970503	0.4414586	0.9008541	0.3018384	0.4195199	0.4835532
850	0.6198500	0.3859762	0.7254495	0.0955825	0.2005479	0.4454490	0.9047093	0.2925755	0.5244319	0.4114282
900	0.6500192	0.3897733	0.7004946	0.1005626	0.2031647	0.4465500	0.9111433	0.2830637	0.6346902	0.3625507
950	0.6602946	0.3997033	0.6737588	0.1046801	0.2046340	0.4455213	0.9181114	0.2750988	0.7258177	0.3335568
1000	0.6562135	0.4135808	0.6502135	0.1073240	0.2050231	0.4432821	0.9241542	0.2696322	0.7891863	0.3190475

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.5839064	0.4603005	0.5000515	0.1029321	0.2012123	0.4367688	0.9265143	0.2747763	0.7511612	0.3509324
100	0.5672244	0.5086942	0.4563444	0.1029028	0.2012026	0.4367756	0.9264675	0.2748326	0.7248463	0.3517119
150	0.5265033	0.5588875	0.4436779	0.1028850	0.2012000	0.4367904	0.9264260	0.2748711	0.7132142	0.3589142
200	0.4762244	0.5942879	0.4400314	0.1028781	0.2012027	0.4368079	0.9263952	0.2748909	0.7027312	0.3780532
250	0.4328071	0.6148175	0.4389862	0.1028796	0.2012084	0.4368243	0.9263770	0.2748946	0.6843590	0.4081993
300	0.4022222	0.6254262	0.4386768	0.1028866	0.2012152	0.4368370	0.9263703	0.2748869	0.6542187	0.4428833
350	0.3831775	0.6305196	0.4385677	0.1028960	0.2012216	0.4368451	0.9263726	0.2748730	0.6147178	0.4749313
400	0.3722408	0.6328524	0.4385106	0.1029054	0.2012265	0.4368487	0.9263805	0.2748572	0.5725574	0.5001161
450	0.3663122	0.6338940	0.4384688	0.1029132	0.2012296	0.4368486	0.9263909	0.2748429	0.5344325	0.5176435
500	0.3632343	0.6343586	0.4384359	0.1029185	0.2012310	0.4368461	0.9264010	0.2748321	0.5041017	0.5287713
550	0.3627795	0.6130819	0.5889408	0.1029213	0.2012309	0.4368423	0.9264092	0.2748255	0.5266942	0.5363311
600	0.3754139	0.5568718	0.6328151	0.1029218	0.2012299	0.4368385	0.9264148	0.2748229	0.5281356	0.5401643
650	0.4090849	0.5071994	0.6456061	0.1029208	0.2012285	0.4368351	0.9264176	0.2748234	0.5259474	0.5321460
700	0.4550756	0.4759774	0.6493399	0.1029189	0.2012270	0.4368328	0.9264180	0.2748260	0.5325790	0.5075739
750	0.4994941	0.4591644	0.6504360	0.1029168	0.2012257	0.4368314	0.9264168	0.2748294	0.5563989	0.4720054
800	0.5338622	0.4508711	0.6507641	0.1029148	0.2012248	0.4368311	0.9264147	0.2748329	0.5973107	0.4356769
850	0.5567155	0.4470065	0.6508673	0.1029133	0.2012243	0.4368314	0.9264123	0.2748357	0.6471171	0.4056959
900	0.5703752	0.4452755	0.6509032	0.1029124	0.2012241	0.4368321	0.9264102	0.2748377	0.6954709	0.3841802
950	0.5779339	0.4445217	0.6509171	0.1029120	0.2012243	0.4368330	0.9264086	0.2748387	0.7354816	0.3701642
1000	0.5818834	0.4442001	0.6509226	0.1029121	0.2012245	0.4368338	0.9264077	0.2748390	0.7650170	0.3616624

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.5951307	0.4041665	0.6076104	0.1019244	0.1951915	0.3625195	0.6577490	0.2760306	0.8166516	0.3506515
100	0.6192394	0.4007000	0.6046543	0.0934620	0.1832612	0.3739756	0.5939319	0.2891160	0.8171303	0.3460748
150	0.6359553	0.4024741	0.6362917	0.0820250	0.1791556	0.4057651	0.5736341	0.3135391	0.8210995	0.3368376
200	0.6447288	0.3934770	0.6817551	0.0767212	0.1835168	0.4323406	0.5600403	0.3304616	0.8292815	0.3279367
250	0.6566167	0.3745486	0.7100094	0.0794406	0.1918945	0.4504759	0.5507552	0.3285358	0.8391291	0.3212113
300	0.6769335	0.3562346	0.7070335	0.0880130	0.2005740	0.4619194	0.5496353	0.3120658	0.8484861	0.3145150
350	0.7006576	0.3478842	0.6748064	0.0992567	0.2076837	0.4678036	0.5560078	0.2906345	0.8575272	0.3058668
400	0.7179138	0.3539232	0.6245319	0.1102532	0.2125262	0.4690305	0.5656639	0.2710655	0.8672779	0.2960370
450	0.7202920	0.3743537	0.5709044	0.1189108	0.2150416	0.4670304	0.5748801	0.2563502	0.8776066	0.2877744
500	0.7038454	0.4054496	0.5259351	0.1242073	0.2156123	0.4634750	0.5819122	0.2470522	0.8869060	0.2839821
550	0.6596849	0.4813114	0.5324254	0.1281175	0.2246240	0.5572518	0.8602489	0.2409750	0.8929702	0.2871672
600	0.5920096	0.5170626	0.5096238	0.1463632	0.2429118	0.5299162	0.9290077	0.2255965	0.8932146	0.3017085
650	0.5325681	0.5452586	0.4410274	0.1736588	0.2458360	0.4861589	0.9516833	0.2053891	0.8838409	0.3284624
700	0.4841060	0.5903612	0.3629888	0.1821392	0.2353109	0.4548391	0.9634727	0.1956382	0.8617355	0.3614591
750	0.4351690	0.6507891	0.3290193	0.1674325	0.2215535	0.4361086	0.9689574	0.2004857	0.8272318	0.3962682
800	0.3845028	0.6999458	0.3525405	0.1440291	0.2101223	0.4258756	0.9685929	0.2164539	0.7825206	0.4350345
850	0.3430341	0.7128134	0.4205847	0.1233875	0.2022954	0.4211629	0.9630070	0.2373870	0.7276735	0.4808396
900	0.3209925	0.6830540	0.5064961	0.1090171	0.1976328	0.4202500	0.9534532	0.2576002	0.6624353	0.5286027
950	0.3228192	0.6243177	0.5843346	0.1003343	0.1953691	0.4220489	0.9420216	0.2735860	0.5932675	0.5654810
1000	0.3486333	0.5589800	0.6410851	0.0958366	0.1948424	0.4256184	0.9311431	0.2840799	0.5338187	0.5796597

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.5852152	0.4444336	0.6505179	0.1029321	0.2012123	0.4367688	0.9265143	0.2747763	0.8166280	0.3511403
100	0.5850719	0.4443531	0.6507313	0.1029028	0.2012026	0.4367756	0.9264675	0.2748326	0.8162258	0.3513886
150	0.5850709	0.4442340	0.6509065	0.1028850	0.2012000	0.4367904	0.9264260	0.2748711	0.8158566	0.3515419
200	0.5851658	0.4441096	0.6510255	0.1028781	0.2012027	0.4368079	0.9263952	0.2748909	0.8155744	0.3516044
250	0.5853087	0.4440033	0.6510863	0.1028796	0.2012084	0.4368243	0.9263770	0.2748946	0.8154001	0.3515948
300	0.5854591	0.4439275	0.6510974	0.1028866	0.2012152	0.4368370	0.9263703	0.2748869	0.8153291	0.3515385
350	0.5855885	0.4438854	0.6510732	0.1028960	0.2012216	0.4368451	0.9263726	0.2748730	0.8153399	0.3514605
400	0.5856813	0.4438731	0.6510295	0.1029054	0.2012265	0.4368487	0.9263805	0.2748572	0.8154040	0.3513814
450	0.5857335	0.4438831	0.6509803	0.1029132	0.2012296	0.4368486	0.9263909	0.2748429	0.8154928	0.3513154
500	0.5857494	0.4439062	0.6509359	0.1029185	0.2012310	0.4368461	0.9264010	0.2748321	0.8155828	0.3512695
550	0.5857380	0.4439342	0.6509024	0.1029213	0.2012309	0.4368423	0.9264092	0.2748255	0.8156581	0.3512451
600	0.5857105	0.4439606	0.6508821	0.1029218	0.2012299	0.4368385	0.9264148	0.2748229	0.8157104	0.3512394
650	0.5856767	0.4439813	0.6508742	0.1029208	0.2012285	0.4368351	0.9264176	0.2748234	0.8157383	0.3512471
700	0.5856447	0.4439946	0.6508760	0.1029189	0.2012270	0.4368328	0.9264180	0.2748260	0.8157449	0.3512627
750	0.5856194	0.4440007	0.6508839	0.1029168	0.2012257	0.4368314	0.9264168	0.2748294	0.8157361	0.3512807
800	0.5856030	0.4440008	0.6508947	0.1029148	0.2012248	0.4368311	0.9264147	0.2748329	0.8157184	0.3512973
850	0.5855955	0.4439969	0.6509054	0.1029133	0.2012243	0.4368314	0.9264123	0.2748357	0.8156979	0.3513100
900	0.5855952	0.4439910	0.6509143	0.1029124	0.2012241	0.4368321	0.9264102	0.2748377	0.8156791	0.3513179
950	0.5855998	0.4439847	0.6509204	0.1029120	0.2012243	0.4368330	0.9264086	0.2748387	0.8156646	0.3513212
1000	0.5856069	0.4439793	0.6509235	0.1029121	0.2012245	0.4368338	0.9264077	0.2748390	0.8156556	0.3513209

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.3609488	0.4875153	0.2366926	0.4109385	0.2014125	0.4438510	0.8240874	0.2747562	0.8076403	0.4068594
100	0.2729845	0.6514593	0.0784897	0.4787992	0.2038370	0.4635455	0.8002584	0.2739002	0.7587608	0.4937524
150	0.1933793	0.8264760	0.0288480	0.4957317	0.2098305	0.4821365	0.7954463	0.2689489	0.6674546	0.5513443
200	0.1279151	0.9282585	0.0136750	0.5038166	0.2175606	0.4940983	0.7970346	0.2580838	0.5905932	0.4887884
250	0.0887211	0.9727545	0.0089838	0.5113814	0.2245732	0.4998539	0.8023519	0.2437169	0.6138035	0.3330013
300	0.0687916	0.9899862	0.0074220	0.5186712	0.2295147	0.5011598	0.8094456	0.2297752	0.7380688	0.2171281
350	0.0593599	0.9963344	0.0068019	0.5245038	0.2321600	0.4997326	0.8163046	0.2188460	0.8588023	0.1610118
400	0.0550511	0.9986281	0.0064977	0.5281657	0.2329223	0.4970236	0.8217047	0.2117194	0.9299147	0.1376715
450	0.0531266	0.9994524	0.0063342	0.5297017	0.2324445	0.4940969	0.8253257	0.2080504	0.9646553	0.1284314
500	0.0522827	0.9997492	0.0062557	0.5296448	0.2313458	0.4915780	0.8273693	0.2070073	0.9804879	0.1248024
550	0.1461729	0.9996639	0.0446635	0.2396770	0.2298294	0.4816661	0.9342056	0.2076777	0.9886174	0.0913830
600	0.1721167	0.9966648	0.1330734	0.1729348	0.2257130	0.4598154	0.9588669	0.2099619	0.9924577	0.1904551
650	0.1799598	0.9751579	0.2591370	0.1509522	0.2182277	0.4411714	0.9636468	0.2159012	0.9653639	0.4569620
700	0.1858612	0.9122548	0.3646132	0.1351803	0.2100259	0.4298958	0.9623477	0.2270923	0.7991358	0.6459210
750	0.1981861	0.8180336	0.4493601	0.1209067	0.2033877	0.4245394	0.9575519	0.2422204	0.5745149	0.7276827
800	0.2222157	0.7189366	0.5242090	0.1096009	0.1990229	0.4231216	0.9499964	0.2580341	0.4188272	0.7503490
850	0.2606956	0.6302895	0.5879761	0.1019883	0.1967185	0.4242672	0.9408721	0.2714728	0.3375055	0.7378638
900	0.3135264	0.5580978	0.6359976	0.0976773	0.1959951	0.4270124	0.9318954	0.2808752	0.3083946	0.6989929
950	0.3765964	0.5038697	0.6669928	0.0958994	0.1963779	0.4305237	0.9246371	0.2859779	0.3168356	0.6401911
1000	0.4419806	0.4663221	0.6830521	0.0959146	0.1974449	0.4340383	0.9199698	0.2873965	0.3567082	0.5713147

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.5526056	0.3491493	0.4417474	0.3759569	0.6173765	0.4366525	0.9341459	0.1948805	0.6305108	0.3566371
100	0.5907944	0.3835692	0.1571137	0.7839352	0.7736697	0.4340548	0.9635553	0.1273381	0.5536780	0.3596364
150	0.5812649	0.5041526	0.0510493	0.9228771	0.8322415	0.4270804	0.9842620	0.0989331	0.5232170	0.3419703
200	0.4935591	0.6070200	0.0181400	0.9622334	0.8539503	0.4190022	0.9930077	0.0874828	0.5198483	0.3007214
250	0.3904809	0.6598344	0.0081285	0.9733995	0.8617617	0.4126702	0.9961933	0.0829080	0.5381377	0.2191776
300	0.3170571	0.6815826	0.0050981	0.9766889	0.8644089	0.4086371	0.9973215	0.0810870	0.5701577	0.1367328
350	0.2751811	0.6897431	0.0041824	0.9776938	0.8652070	0.4063655	0.9977267	0.0803642	0.5965461	0.0899249
400	0.2537941	0.6926885	0.0039058	0.9780040	0.8653886	0.4051833	0.9978760	0.0800782	0.6109687	0.0695542
450	0.2435443	0.6937350	0.0038222	0.9780960	0.8653916	0.4046003	0.9979323	0.0799656	0.6176133	0.0615793
500	0.2388372	0.6941048	0.0037969	0.9781197	0.8653589	0.4043237	0.9979538	0.0799214	0.6204903	0.0585813
550	0.2735104	0.8943665	0.0151204	0.9562855	0.4415701	0.4041962	0.9979580	0.0806314	0.8485861	0.0588973
600	0.2439448	0.9633213	0.0189592	0.7731154	0.2823380	0.4041416	0.9978620	0.0878712	0.9393348	0.0650203
650	0.2148807	0.9869056	0.0244257	0.4317523	0.2225061	0.4041526	0.9971086	0.1173777	0.9753010	0.0756861
700	0.1977888	0.9945499	0.0520207	0.2171514	0.2000361	0.4043816	0.9934410	0.1732756	0.9892378	0.0994808
750	0.1893077	0.9929484	0.1667037	0.1304393	0.1916715	0.4054345	0.9820751	0.2310547	0.9924090	0.2243014
800	0.1864527	0.9563272	0.3848972	0.0994354	0.1888374	0.4085207	0.9612874	0.2722266	0.9516761	0.4993660
850	0.1922317	0.8325764	0.5750270	0.0889227	0.1885922	0.4145254	0.9374414	0.2955179	0.7594567	0.6754060
900	0.2176276	0.6685049	0.6803905	0.0861923	0.1900342	0.4228131	0.9182720	0.3056562	0.5368616	0.7411053
950	0.2743865	0.5397910	0.7245581	0.0870677	0.1927198	0.4315119	0.9070166	0.3069022	0.3958639	0.7398400
1000	0.3621675	0.4616591	0.7344040	0.0900811	0.1960801	0.4387425	0.9032454	0.3023155	0.3344845	0.6869941

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.5836501	0.4634845	0.4718100	0.1008504	0.1886137	0.2517633	0.9264145	0.2774255	0.7331288	0.6840003
100	0.5636743	0.5216650	0.4326695	0.0840955	0.1613118	0.1878504	0.9221992	0.3075978	0.5239471	0.7930322
150	0.5161403	0.5745893	0.4636756	0.0617637	0.1421454	0.1663294	0.8985225	0.3789483	0.3663890	0.8306523
200	0.4638092	0.5910330	0.5174801	0.0470367	0.1322726	0.1613826	0.8395392	0.4649941	0.2792659	0.8477573
250	0.4310883	0.5754119	0.5577780	0.0397005	0.1278523	0.1657413	0.7529501	0.5358994	0.2348986	0.8595179
300	0.4241657	0.5483128	0.5796701	0.0364633	0.1262972	0.1771164	0.6678170	0.5821747	0.2120480	0.8681067
350	0.4363563	0.5240497	0.5899608	0.0352050	0.1263648	0.1927729	0.6045196	0.6072687	0.1997357	0.8725293
400	0.4573859	0.5070805	0.5943762	0.0349310	0.1274743	0.2090303	0.5660453	0.6172849	0.1931876	0.8727654
450	0.4789148	0.4967537	0.5959731	0.0352114	0.1292267	0.2228116	0.5473459	0.6171819	0.1902993	0.8701969
500	0.4964489	0.4910904	0.5961624	0.0358295	0.1312139	0.2326156	0.5425011	0.6106618	0.1898113	0.8665424
550	0.5109445	0.4609484	0.8584039	0.0370875	0.1441834	0.5176283	0.5469504	0.5965537	0.2244714	0.5641997
600	0.5439920	0.3944360	0.9303877	0.0468422	0.1925811	0.6164701	0.5687327	0.5253024	0.3536678	0.4566584
650	0.6072246	0.3427590	0.9142315	0.0896550	0.2497039	0.6410345	0.6501111	0.3838085	0.5093596	0.4046102
700	0.6782682	0.3236400	0.7260293	0.1786438	0.2870685	0.6192705	0.7856372	0.2621320	0.6351921	0.3623548
750	0.7239854	0.3630305	0.4197953	0.2683668	0.2965600	0.5667341	0.8959079	0.1916564	0.7288292	0.3244375
800	0.7054569	0.4895270	0.2263739	0.3066729	0.2830881	0.5099286	0.9527177	0.1597425	0.7981665	0.2975927
850	0.5951116	0.6656541	0.1483119	0.2864229	0.2588928	0.4664374	0.9756582	0.1528733	0.8455214	0.2902483
900	0.4435153	0.8075861	0.1390156	0.2342976	0.2350338	0.4390241	0.9828720	0.1635578	0.8695360	0.3104003
950	0.3271937	0.8830115	0.1821151	0.1808318	0.2167321	0.4239198	0.9823036	0.1866706	0.8655038	0.3647057
1000	0.2614403	0.8989165	0.2762137	0.1410639	0.2046384	0.4168702	0.9761919	0.2160712	0.8207956	0.4582392

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.6052355	0.3737289	0.2990954	0.5308812	0.2012082	0.4364883	0.9376535	0.2054967	0.8166921	0.3498387
100	0.6354081	0.4552959	0.1020397	0.6246064	0.2010227	0.4336008	0.9592621	0.1785306	0.8185700	0.3377845
150	0.5896621	0.5890212	0.0386660	0.6449954	0.2001338	0.4278190	0.9729239	0.1684018	0.8291964	0.3116665
200	0.4866056	0.6782509	0.0191784	0.6489937	0.1983306	0.4217306	0.9792042	0.1658116	0.8531192	0.2630637
250	0.3952551	0.7197563	0.0132865	0.6490499	0.1960524	0.4170573	0.9814992	0.1673338	0.8931918	0.1877710
300	0.3381657	0.7363674	0.0115444	0.6480894	0.1938894	0.4141150	0.9817686	0.1711482	0.9377931	0.1254664
350	0.3076650	0.7426195	0.0110591	0.6469834	0.1921968	0.4125786	0.9809678	0.1758142	0.9689723	0.0913412
400	0.2926191	0.7449162	0.0109487	0.6460512	0.1910624	0.4120105	0.9796490	0.1802346	0.9854373	0.0757610
450	0.2855450	0.7457522	0.0109437	0.6453873	0.1904179	0.4120421	0.9782040	0.1837743	0.9931163	0.0692070
500	0.2823297	0.7460553	0.0109620	0.6449800	0.1901397	0.4123963	0.9769069	0.1862262	0.9965213	0.0665806
550	0.2670817	0.9120247	0.0379609	0.2092140	0.1901056	0.4130363	0.9683119	0.2605842	0.9979855	0.0710903
600	0.2344550	0.9663989	0.1656074	0.1137153	0.1903129	0.4156231	0.9454861	0.2896991	0.9981094	0.1547904
650	0.2104713	0.9460318	0.4234273	0.0930957	0.1911287	0.4215721	0.9243583	0.3005293	0.9782476	0.4361305
700	0.2051435	0.8117933	0.6083669	0.0895826	0.1929468	0.4293088	0.9118067	0.3029516	0.8246527	0.6304828
750	0.2285453	0.6445702	0.6874029	0.0908400	0.1956371	0.4363851	0.9068211	0.3003351	0.5983525	0.7108799
800	0.2884337	0.5254978	0.7079092	0.0940422	0.1986100	0.4413443	0.9070955	0.2944221	0.4400173	0.7172632
850	0.3775159	0.4601912	0.7015709	0.0980226	0.2012198	0.4438563	0.9106702	0.2869836	0.3662430	0.6663402
900	0.4696492	0.4315823	0.6841175	0.1018512	0.2030505	0.4442628	0.9158224	0.2797435	0.3634915	0.5805795
950	0.5399475	0.4244213	0.6642002	0.1048178	0.2039810	0.4432015	0.9211024	0.2739421	0.4199478	0.4929540
1000	0.5805427	0.4284643	0.6470852	0.1065698	0.2041197	0.4413674	0.9255210	0.2701619	0.5152751	0.4254494

0	0.5855330	0.4444357	0.6503027	0.1029710	0.2012302	0.4367756	0.9265567	0.2747077	0.8169744	0.3508151
50	0.6227733	0.3020114	0.1899109	0.5786543	0.2012038	0.4362045	0.9478957	0.1275432	0.8167641	0.3485930
100	0.7041921	0.3325087	0.0554096	0.6828390	0.2008596	0.4310346	0.9800438	0.0700992	0.8206529	0.3257076
150	0.7278551	0.3964374	0.0161771	0.7054509	0.1993345	0.4221946	0.9938493	0.0478179	0.8408767	0.2716551
200	0.6934924	0.4343075	0.0047351	0.7097711	0.1965699	0.4142838	0.9981316	0.0395896	0.8835839	0.1875094
250	0.6450964	0.4504307	0.0013984	0.7097235	0.1934498	0.4090426	0.9993434	0.0371793	0.9338646	0.1142212
300	0.6077904	0.4564886	0.0004254	0.7086572	0.1907791	0.4060930	0.9996757	0.0371728	0.9685820	0.0774747
350	0.5852008	0.4586527	0.0001417	0.7075454	0.1888616	0.4045906	0.9997590	0.0380184	0.9860578	0.0632431
400	0.5732027	0.4594101	0.0000590	0.7066789	0.1876405	0.4038755	0.9997699	0.0389941	0.9938185	0.0582619
450	0.5673307	0.4596729	0.0000350	0.7060929	0.1869276	0.4035529	0.9997603	0.0398067	0.9971150	0.0565881
500	0.5646129	0.4597638	0.0000280	0.7057318	0.1865382	0.4034145	0.9997469	0.0403860	0.9984901	0.0560350
550	0.4938177	0.8135024	0.0303408	0.2188355	0.1863371	0.4033995	0.9967530	0.2110655	0.9990573	0.0567121
600	0.3516153	0.9336233	0.1512624	0.1119616	0.1862798	0.4045961	0.9741125	0.2781623	0.9992010	0.0954850
650	0.2613491	0.9400186	0.4213717	0.0885457	0.1866683	0.4099516	0.9400655	0.3043922	0.9938685	0.3161140
700	0.2262275	0.8120195	0.6247749	0.0839728	0.1881887	0.4196823	0.9144330	0.3135295	0.9156739	0.5279906
750	0.2380469	0.6385456	0.7145961	0.0846832	0.1911752	0.4306239	0.9011572	0.3137097	0.7199415	0.6470912
800	0.2956712	0.5129674	0.7404117	0.0879910	0.1951659	0.4396690	0.8974276	0.3078485	0.5352696	0.6824679
850	0.3885420	0.4434597	0.7349022	0.0929527	0.1992385	0.4453620	0.9001722	0.2982333	0.4294949	0.6464698
900	0.4873057	0.4126963	0.7134722	0.0985161	0.2025508	0.4476306	0.9066995	0.2874630	0.4052426	0.5654468
950	0.5634367	0.4054501	0.6853506	0.1035213	0.2046421	0.4471726	0.9145491	0.2778228	0.4509336	0.4779972
1000	0.6069632	0.4117193	0.6578817	0.1070842	0.2054629	0.4449998	0.9218076	0.2707178	0.5424332	0.4098157
