"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0	0.0299919	0.1659668	0.1919324	0.7133264	0.7741860	0.0498959	0.6693096	0.1235195	0.7942913	0.7453134
50	0.0992186	0.2114475	0.0616801	0.5473998	0.7297232	0.0625484	0.7748331	0.1790444	0.5511330	0.7768651
100	0.0420151	0.2371223	0.0494009	0.3546177	0.6841155	0.0443515	0.6928091	0.1469019	0.4509598	0.7454247
150	0.0269985	0.0988896	0.0515166	0.2783385	0.7615003	0.0264998	0.6224079	0.3679453	0.4022448	0.8395251
200	0.0178392	0.0553300	0.0217827	0.3659380	0.7381013	0.0536332	0.7505263	0.4235080	0.3195307	0.7508274
250	0.0187683	0.0441800	0.0233854	0.3077234	0.6871025	0.1026692	0.6386422	0.4487361	0.3061098	0.7360846
300	0.0484075	0.0255469	0.0441068	0.3236769	0.5759747	0.0850713	0.6033024	0.5287919	0.2634838	0.7353299
350	0.0152449	0.0336234	0.0260563	0.3834995	0.8497659	0.0607760	0.6972596	0.5601129	0.3541520	0.6971556
400	0.0254409	0.0607630	0.0129625	0.3157343	0.8127484	0.0719438	0.6611058	0.4921235	0.2645277	0.6696909
450	0.0283824	0.0255505	0.0358994	0.4233173	0.7762107	0.0973623	0.6723131	0.4302072	0.2880027	0.6990274
500	0.0306326	0.0449665	0.0292133	0.4036820	0.5932599	0.1116128	0.5326828	0.4998851	0.2885442	0.5567823
550	0.0208242	0.1380345	0.1313457	0.4962228	0.7480832	0.1758974	0.5720670	0.6400315	0.3800801	0.6326483
600	0.1624318	0.1342720	0.1650833	0.5715905	0.5791050	0.1859397	0.4903011	0.5208950	0.6245653	0.7499514
650	0.3214183	0.1818355	0.1732797	0.7386890	0.3678723	0.2602788	0.4617605	0.3168042	0.7023347	0.8080452
700	0.2938368	0.1415587	0.1318290	0.6911491	0.3694643	0.2064746	0.5474501	0.3136631	0.7257896	0.7876894
750	0.2228940	0.2899638	0.1519486	0.7435428	0.2532297	0.1411735	0.5585662	0.2203863	0.7257446	0.7992292
800	0.1610600	0.2034688	0.1706826	0.6264679	0.5584449	0.1013034	0.6072599	0.2019952	0.8822968	0.6929202
850	0.1571685	0.1994026	0.1238958	0.5474589	0.5974096	0.0688652	0.7109152	0.1659335	0.6220008	0.7430541
900	0.1522264	0.1743296	0.1538212	0.5554702	0.5588516	0.0862823	0.6795195	0.1483885	0.8614512	0.7216061
950	0.2057138	0.1553418	0.1631293	0.6464129	0.7818781	0.1017876	0.7147570	0.1360108	0.7818924	0.7627687
1000	0.1924290	0.1869569	0.1703324	0.6764625	0.5116292	0.1553532	0.7168603	0.2538453	0.7070305	0.8263749

0	0.0729444	0.1851737	0.0991931	0.7472416	0.6917584	0.0618182	0.7075536	0.1326591	0.7354542	0.7707922
50	0.1280432	0.2324931	0.1674205	0.7366576	0.7771127	0.0307646	0.5352566	0.2446913	0.7044745	0.6900870
100	0.1289256	0.2256387	0.1403103	0.7151424	0.5597776	0.0533165	0.8776178	0.2470732	0.9758642	0.7574353
150	0.0972871	0.2170544	0.1587322	0.5789654	0.6072783	0.0581466	0.7406295	0.2208711	0.7516161	0.7367905
200	0.1461397	0.2640469	0.1370405	0.6086636	0.7197507	0.0503307	0.6291054	0.2092017	0.7322417	0.7984538
250	0.1303714	0.2505065	0.1467413	0.5945781	0.6968918	0.0613769	0.8019649	0.2195709	0.5557168	0.6468550
300	0.0971407	0.2871886	0.1172148	0.6582298	0.7402000	0.0366305	0.6850781	0.2112200	0.6880914	0.6777491
350	0.0793284	0.2589160	0.1677233	0.6539531	0.7916625	0.0444616	0.9681850	0.3403668	0.7986646	0.7278401
400	0.1238989	0.3395287	0.1757585	0.8331187	0.7354832	0.0471215	0.6866818	0.1902688	0.6204813	0.5992521
450	0.1485423	0.2431351	0.1727165	0.7059391	0.7962117	0.0603331	0.6806209	0.2453365	0.6747400	0.6454984
500	0.1288815	0.1985199	0.1730476	0.5749472	0.7292877	0.0269347	0.7704837	0.1960332	0.6765420	0.6612411
550	0.0882836	0.1619028	0.0994463	0.7527116	0.8673350	0.0432744	0.6572251	0.2421911	0.6251755	0.8231635
600	0.0843290	0.1699627	0.1094028	0.6748014	0.6998276	0.0768012	0.7327777	0.2409113	0.5707346	0.6129747
650	0.1006969	0.1659604	0.2045943	0.5802264	0.8201202	0.1405039	0.8204092	0.3012007	0.6729562	0.8350838
700	0.1925387	0.2292955	0.2454851	0.6096788	0.5247497	0.0890398	0.7829390	0.2382238	0.6417481	0.7380198
750	0.2212884	0.2212156	0.1843662	0.6221419	0.5951788	0.0675482	0.7788059	0.2971220	0.7456460	0.7390346
800	0.2380179	0.1543653	0.1526524	0.6680554	0.6849256	0.0604370	0.7978265	0.2447344	0.7840163	0.6136110
850	0.2044479	0.2297001	0.1374413	0.7583246	0.6324388	0.1037972	0.8671165	0.2426585	0.7613743	0.6897224
900	0.1019950	0.2259113	0.1270935	0.7410098	0.6859066	0.1337610	0.7095693	0.2277423	0.8141455	0.7225255
950	0.0702857	0.1907305	0.1367542	0.5804556	0.7794435	0.1069287	0.6359609	0.1894030	0.6384296	0.7142568
1000	0.0688032	0.1456048	0.1256856	0.6004862	0.7999432	0.1007397	0.7729592	0.1388469	0.6663569	0.7456463

0	0.0531905	0.1890025	0.1068252	0.7228810	0.7001612	0.0343496	0.7430041	0.1845194	0.7338025	0.7356596
50	0.3983081	0.2437780	0.1881223	0.5489569	0.5759394	0.0999022	0.7712447	0.1265080	0.5942123	0.4396366
100	0.6400479	0.1754553	0.1930874	0.5839978	0.6983686	0.0421552	0.6965351	0.1399872	0.6584957	0.3523573
150	0.5288435	0.1909595	0.1430548	0.6879059	0.5156079	0.0281991	0.6862713	0.2114265	0.5258578	0.2314506
200	0.7575138	0.1556036	0.1894757	0.6524820	0.4625102	0.1267610	0.7871437	0.1958926	0.6559777	0.2550248
250	0.6914727	0.1772672	0.1446791	0.6758772	0.5283151	0.0837608	0.7842371	0.1465600	0.5463098	0.2247395
300	0.6654177	0.2701298	0.1806642	0.4456817	0.4521729	0.0387963	0.7281504	0.2029743	0.6369081	0.1591149
350	0.6929129	0.2631899	0.1966182	0.5256974	0.5110821	0.0520278	0.6956717	0.1780020	0.8496927	0.2032412
400	0.8434805	0.2608605	0.1696838	0.5129988	0.3863741	0.0516714	0.7165083	0.1482381	0.6048392	0.2357509
450	0.7108987	0.2039828	0.1463616	0.5694893	0.5019198	0.0587537	0.7883406	0.1055501	0.6251289	0.2958702
500	0.7401284	0.1829939	0.1146444	0.4866025	0.4234745	0.0361878	0.7436745	0.1721430	0.6464927	0.2175906
550	0.5359549	0.2433203	0.2419281	0.4775416	0.5189145	0.0811199	0.6750109	0.1423647	0.8132424	0.4043548
600	0.3204413	0.2543513	0.1549818	0.6079736	0.5892431	0.0698528	0.5700735	0.2083033	0.6422088	0.6868459
650	0.2157439	0.2417099	0.1407482	0.6485432	0.7287938	0.0565275	0.6834437	0.1522713	0.6174148	0.6177067
700	0.1177083	0.1992029	0.1676315	0.6973671	0.6629279	0.0657801	0.6098426	0.1792671	0.7843256	0.5999863
750	0.0506833	0.2066359	0.1807932	0.6361565	0.6501320	0.0330057	0.6796449	0.3355739	0.6413477	0.8064842
800	0.1210962	0.2021688	0.1244603	0.7272980	0.7149532	0.0791422	0.7139767	0.2471056	0.8065589	0.7949198
850	0.0841490	0.1819436	0.1756754	0.8146270	0.6140703	0.1032017	0.6504825	0.2534149	0.6377841	0.7275969
900	0.0922626	0.1914147	0.1341706	0.7933873	0.8089793	0.0672311	0.6813384	0.3895587	0.6649126	0.9123671
950	0.0590383	0.1952259	0.1308215	0.6996263	0.6909281	0.0462954	0.7854561	0.2060468	0.6515543	0.7994621
1000	0.0800637	0.2487880	0.1169414	0.7226264	0.6309586	0.0475621	0.6846658	0.2348549	0.7491666	0.7216568

0	0.0673762	0.1986182	0.1348113	0.6777502	0.6554747	0.0333436	0.6779369	0.1908889	0.7067525	0.6157775
50	0.1238847	0.2325664	0.0847074	0.7252238	0.8266599	0.0453893	0.5805552	0.1367462	0.8375746	0.6746856
100	0.0453994	0.1386069	0.0315384	0.7026688	0.7055107	0.0950159	0.4784685	0.0821345	0.6371852	0.5434317
150	0.0340811	0.1499391	0.0163072	0.5134532	0.6853566	0.1843562	0.2531807	0.0539017	0.7557466	0.6813850
200	0.0394186	0.0897530	0.0050381	0.7123643	0.5556018	0.3227476	0.2444552	0.0250899	0.7134861	0.6023555
250	0.0153202	0.0602203	0.0043238	0.6716677	0.3428621	0.6187197	0.1815686	0.0479243	0.8212920	0.7547286
300	0.0284539	0.0490940	0.0052166	0.5415480	0.1279499	0.6415186	0.2585589	0.0825258	0.7702081	0.7671999
350	0.0222349	0.0313707	0.0057688	0.5806750	0.0446728	0.5645456	0.2501828	0.0320573	0.6506709	0.9072808
400	0.0424535	0.0268445	0.0049986	0.4555802	0.0340532	0.6094088	0.2477993	0.0676041	0.9084209	0.8343510
450	0.0423927	0.0342912	0.0095565	0.4306398	0.0443170	0.5541283	0.2574224	0.0578518	0.7673884	0.7057292
500	0.0217923	0.0390848	0.0027911	0.4818405	0.0224145	0.7089941	0.2953316	0.0345130	0.6866424	0.6731689
550	0.0429863	0.0165801	0.0696974	0.5182780	0.0579949	0.7150276	0.4255006	0.1378283	0.7680515	0.6922977
600	0.0540675	0.0749788	0.1845029	0.5554563	0.0242446	0.3968985	0.5450816	0.1180173	0.7324274	0.7552245
650	0.1184158	0.1553843	0.2509335	0.4544343	0.0576179	0.2778528	0.6702502	0.1112689	0.8028957	0.8280101
700	0.2778220	0.2660368	0.2185203	0.4907520	0.1254342	0.1734102	0.8238053	0.1992995	0.6935747	0.8482882
750	0.4600215	0.2360110	0.1657377	0.5144468	0.3893421	0.1058364	0.7050835	0.1261652	0.5801276	0.7875911
800	0.4572612	0.1911582	0.1747215	0.5698387	0.5026853	0.1060265	0.7347491	0.1633815	0.7614900	0.7480374
850	0.2630673	0.1944538	0.1238773	0.5964425	0.6405951	0.0662921	0.6467361	0.1465624	0.7952842	0.6475821
900	0.2224473	0.2788514	0.1877587	0.5458859	0.7362245	0.0408604	0.7260941	0.1161887	0.6273949	0.7705896
950	0.1459609	0.1658550	0.1491258	0.7730750	0.7463124	0.0650350	0.9136141	0.1556646	0.6362684	0.7013020
1000	0.1830203	0.2189320	0.2006631	0.5840821	0.6368905	0.0732003	0.7133139	0.1762643	0.7908625	0.6503115

0	0.0775356	0.2270145	0.1520982	0.6576008	0.7487031	0.0576203	0.6264943	0.1955381	0.8131730	0.7849872
50	0.2398097	0.2151204	0.1468998	0.6623665	0.3983586	0.0447421	0.6144936	0.1734612	0.7783273	0.5016155
100	0.0832530	0.2094483	0.0917246	0.6792819	0.1910883	0.0180511	0.5385927	0.2409047	0.8050908	0.2790573
150	0.0404419	0.1411681	0.0368258	0.6469521	0.1366803	0.0193110	0.4763863	0.1514706	0.8463508	0.1824655
200	0.0192339	0.0522227	0.0233802	0.5124148	0.0678415	0.0193138	0.4201124	0.1741467	0.7428116	0.1683294
250	0.0310298	0.0704879	0.0455118	0.4614521	0.0355013	0.0192672	0.4261758	0.1837896	0.7254636	0.1366987
300	0.0232469	0.0568147	0.0668560	0.4868817	0.0318423	0.0353744	0.4112066	0.2022199	0.7485740	0.1260241
350	0.0282993	0.0604579	0.0590542	0.5447477	0.0153459	0.0369069	0.4361448	0.2122158	0.9261514	0.1049451
400	0.0088151	0.0674381	0.0509006	0.5343366	0.0169804	0.0730554	0.3613390	0.2842889	0.8061784	0.1116201
450	0.0251012	0.1036052	0.0563237	0.4805820	0.0178636	0.0946045	0.4774075	0.2102381	0.8992756	0.1028310
500	0.0167917	0.0785458	0.0578287	0.3936516	0.0157032	0.0694519	0.5151926	0.1967930	0.6206050	0.1029695
550	0.0413821	0.1264798	0.1203713	0.4404800	0.3734000	0.1035128	0.4689983	0.1525498	0.7203961	0.3118313
600	0.1246473	0.2042857	0.2130171	0.4889437	0.5550489	0.2252599	0.5614894	0.1913362	0.9464234	0.6388099
650	0.2911554	0.2212157	0.1501862	0.5886780	0.4530389	0.1757781	0.6230502	0.1696940	0.8016270	0.6982855
700	0.2755683	0.2315013	0.1660122	0.5835874	0.4475927	0.1957220	0.6576026	0.1810248	0.7747748	0.7743081
750	0.2960599	0.2590270	0.1562931	0.5766388	0.4287601	0.1052601	0.7359756	0.1705554	0.9087639	0.8501995
800	0.2435405	0.1655395	0.1202099	0.7579595	0.7091874	0.0907462	0.6435927	0.2005373	0.9235981	0.7420379
850	0.1042834	0.2414303	0.1533424	0.7204129	0.7244657	0.0799233	0.7030352	0.1521635	0.7974192	0.7479112
900	0.1106674	0.2450859	0.1619917	0.6034966	0.7424109	0.0467960	0.8409322	0.1324865	0.7118986	0.6762265
950	0.0745792	0.1676493	0.0885109	0.6878543	0.6588062	0.0709798	0.8184230	0.1543541	0.8140593	0.7837470
1000	0.0427418	0.1614577	0.1292127	0.5424878	0.5144960	0.0816963	0.7209927	0.1190387	0.7043027	0.6720494

0	0.0494098	0.2035913	0.1584239	0.7773039	0.6678600	0.0509893	0.7581845	0.1359447	0.7124097	0.7074011
50	0.1189974	0.1882467	0.1400364	0.6842105	0.7081328	0.0717815	0.7118821	0.1914951	0.8363948	0.6576461
100	0.0571191	0.2417887	0.1736296	0.8529820	0.7424444	0.0146517	0.6744521	0.0619914	0.6556335	0.6071234
150	0.1489530	0.1112139	0.1473363	0.7186949	0.7417967	0.0373355	0.5748056	0.0405834	0.6756078	0.6107190
200	0.1172173	0.1931700	0.1323147	0.6879907	0.8915788	0.0096144	0.5624323	0.0286361	0.7405498	0.7928802
250	0.0949628	0.2467688	0.1040162	0.6167895	0.7899183	0.0086526	0.6785882	0.0251526	0.6760042	0.5813874
300	0.2320355	0.2023419	0.1501036	0.6896197	0.8181818	0.0070031	0.6529460	0.0113532	0.7704988	0.6866176
350	0.1332133	0.1669411	0.1390685	0.8540434	0.9753876	0.0152797	0.7877996	0.0095948	0.7427236	0.7273843
400	0.1963273	0.2209205	0.2026681	0.5707496	0.7761259	0.0134487	0.8477625	0.0095144	0.6546119	0.5836586
450	0.2205957	0.2024255	0.1676281	0.6289358	0.6596004	0.0047821	0.7231182	0.0096761	0.6628794	0.7029521
500	0.1893454	0.2139404	0.1522984	0.5046863	0.8111969	0.0013150	0.7906989	0.0470753	0.6263197	0.6994858
550	0.0774575	0.2164570	0.1198312	0.6860390	0.8265336	0.0230309	0.7591570	0.0909105	0.6869576	0.6816097
600	0.0516811	0.1533438	0.1045408	0.6573565	0.5988472	0.0570519	0.6076824	0.1618264	0.6824679	0.7823733
650	0.0558497	0.2614267	0.1386257	0.6562038	0.5654886	0.0742799	0.6856895	0.1668916	0.8788638	0.7826675
700	0.1571442	0.2281973	0.1806791	0.6881216	0.4835502	0.1220465	0.7030106	0.1277662	0.6962977	0.6584707
750	0.1944363	0.2178093	0.1826904	0.7529502	0.5668832	0.1018553	0.7160141	0.1782085	0.6776541	0.6286908
800	0.2015466	0.1632838	0.2199486	0.4991351	0.6639416	0.0670268	0.8088356	0.1549647	0.8193296	0.5849307
850	0.1995637	0.2200001	0.2124316	0.7171723	0.6373773	0.0800487	0.7042856	0.1936117	0.7553346	0.6629201
900	0.2510484	0.1405903	0.1721321	0.6254355	0.6425393	0.0532285	0.7267144	0.1684132	0.7328832	0.7383991
950	0.1354871	0.2410035	0.1093629	0.6695135	0.7147990	0.0770447	0.6665126	0.1797925	0.6732939	0.7308099
1000	0.0893011	0.2889406	0.1521001	0.7204968	0.7057109	0.0822638	0.6974573	0.2271189	0.7418132	0.8728361

0	0.0683437	0.1493369	0.0999406	0.6663735	0.7003345	0.0428560	0.7373820	0.1819743	0.7049730	0.7230871
50	0.0924015	0.1866345	0.1340333	0.6355275	0.6119131	0.0336712	0.7358946	0.1498197	0.8896756	0.6559083
100	0.0602678	0.1852749	0.0642797	0.6692015	0.7110524	0.0181482	0.7016462	0.1318195	0.6628885	0.4972449
150	0.0556161	0.1644845	0.0640892	0.8261592	0.6383334	0.0317677	0.6160482	0.2189473	0.6416345	0.6757955
200	0.0242522	0.1268906	0.0366657	0.6857831	0.5765999	0.0835642	0.6951441	0.2324261	0.7545661	0.5340827
250	0.0263082	0.1193394	0.0383879	0.6233448	0.7439930	0.0280152	0.6820336	0.1897007	0.7488008	0.6403041
300	0.0214522	0.1307985	0.0864107	0.6545293	0.6491619	0.0396800	0.7075727	0.1335109	0.7214468	0.6713659
350	0.0379978	0.0903193	0.0879027	0.5657054	0.7548351	0.0366239	0.7452170	0.1773572	0.5751320	0.5423578
400	0.0366534	0.0985155	0.0560675	0.7044445	0.6755547	0.0350185	0.7352856	0.2028379	0.6237612	0.6514619
450	0.0596294	0.0756681	0.0524120	0.7700003	0.7017598	0.0637624	0.6995887	0.1691255	0.7467453	0.6050117
500	0.0275588	0.1084284	0.0612253	0.7256349	0.6760024	0.0562123	0.7253177	0.1414934	0.6884964	0.6028919
550	0.0213905	0.0870220	0.1438207	0.7602093	0.7129477	0.0967251	0.7562823	0.1931016	0.9317778	0.7044866
600	0.0323609	0.1526286	0.1631646	0.7302412	0.7677000	0.1541837	0.6681285	0.2224839	0.6396734	0.7932249
650	0.1043288	0.1678591	0.1607003	0.6275919	0.6397604	0.0842748	0.6497646	0.1785183	0.6105541	0.7587283
700	0.2461837	0.1655808	0.2404986	0.6058199	0.5458742	0.0909507	0.5937005	0.1681299	0.6762689	0.8089961
750	0.2873391	0.3119569	0.1391368	0.6606238	0.7328173	0.0634683	0.7056570	0.1561107	0.8694626	0.6523988
800	0.2407576	0.2435060	0.1372620	0.6412357	0.7033233	0.0767599	0.6339887	0.1859766	0.6673809	0.6403023
850	0.1863185	0.2220679	0.1789972	0.8585713	0.6144468	0.0551096	0.6748195	0.1373082	0.6790574	0.7411243
900	0.1531326	0.1954091	0.1703064	0.6230663	0.7312116	0.1173884	0.6667124	0.1860346	0.7460774	0.6999563
950	0.1064805	0.2180970	0.1125856	0.6581711	0.5936640	0.1224069	0.7911738	0.1556068	0.7262246	0.7601717
1000	0.1041041	0.2074176	0.1763199	0.7181161	0.6165110	0.0663342	0.7183024	0.1996306	0.7201976	0.8422327

0	0.1022016	0.2080560	0.1385153	0.8412767	0.6677960	0.0380167	0.7937400	0.1612319	0.7395898	0.7368719
50	0.0955864	0.2160100	0.1167340	0.5319696	0.7067545	0.0781521	0.8971643	0.2138355	0.7868000	0.8020405
100	0.0822186	0.1777503	0.1741813	0.7130107	0.6222493	0.0372755	0.7244825	0.1658119	0.7647680	0.8610413
150	0.0529178	0.1464198	0.1396067	0.5216690	0.8097406	0.0615280	0.8190572	0.1916270	0.6711566	0.8148707
200	0.0541063	0.1908047	0.0986581	0.6577041	0.7676906	0.0567221	0.7689203	0.3217931	0.7089261	0.6187415
250	0.1899104	0.1449600	0.1634137	0.6410863	0.6865040	0.0711955	0.6131614	0.2616447	0.6954779	0.8078296
300	0.2219300	0.2591555	0.1770174	0.6385410	0.7201598	0.0703781	0.6142822	0.2842564	0.7147218	0.6978430
350	0.2515332	0.2493024	0.1231253	0.6278917	0.7633876	0.0536032	0.6302193	0.2286097	0.6023952	0.8654321
400	0.2089685	0.1979067	0.1191518	0.6802604	0.6977694	0.0532431	0.7553907	0.2392443	0.7541519	0.7683840
450	0.1500770	0.2143098	0.1548509	0.6796155	0.6810626	0.0357683	0.8854719	0.1713773	0.6764359	0.7266742
500	0.1965555	0.1524274	0.1590784	0.6341749	0.8425267	0.0331188	0.7582118	0.2233538	0.7043217	0.6358526
550	0.2135782	0.2568428	0.2180314	0.7990956	0.6461300	0.0342207	0.7581636	0.2482525	0.6965322	0.7506408
600	0.2849095	0.3141435	0.2571152	0.7829487	0.7418099	0.0320415	0.6892341	0.1700471	0.8470452	0.5813147
650	0.3093216	0.2809961	0.1937481	0.6354423	0.7496576	0.0599597	0.6992108	0.1724471	0.6644987	0.5806893
700	0.2383297	0.3073583	0.1412481	0.7000003	0.7679649	0.0415172	0.8215802	0.1348535	0.6760619	0.6118947
750	0.1526868	0.1903505	0.1428815	0.6480241	0.7518351	0.0620031	0.8161104	0.1301409	0.7997429	0.7590453
800	0.1193499	0.2288289	0.2058207	0.6433745	0.6846494	0.0442424	0.7179287	0.1531785	0.7805438	0.7637903
850	0.1571773	0.1598671	0.0979267	0.7367728	0.6259138	0.0574532	0.6260505	0.1454102	0.7334268	0.8652470
900	0.1677185	0.2395690	0.1287539	0.6466142	0.6876699	0.0734699	0.6924490	0.1458642	0.7241668	0.7020665
950	0.1501154	0.2236583	0.1194494	0.6593713	0.6791890	0.0674965	0.7014994	0.1188375	0.6724991	0.6455506
1000	0.1793055	0.1964091	0.1681984	0.6278235	0.5415441	0.0755982	0.6578033	0.1391807	0.7650763	0.6793647
