"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
200	0.9851841	0.1447686	0.4305680	0.9996787	0.0079018	0.8283467	0.9802234	0.7093819	0.9996332	0.0041784
250	0.9819555	0.1471002	0.4267543	0.9998841	0.0072924	0.8294578	0.9826359	0.7934358	0.9999299	0.0015559
300	0.9809858	0.1502700	0.4250317	0.9999482	0.0071030	0.8301902	0.9845638	0.8496956	0.9999867	0.0005899
350	0.9811977	0.1527952	0.4242244	0.9999681	0.0070419	0.8307408	0.9858056	0.8793190	0.9999975	0.0002341
400	0.9817265	0.1544757	0.4238053	0.9999743	0.0070203	0.8311302	0.9865004	0.8927428	0.9999995	0.0001029
450	0.9822038	0.1555023	0.4235639	0.9999762	0.0070115	0.8313790	0.9868542	0.8983181	0.9999999	0.0000546
500	0.9825435	0.1561044	0.4234176	0.9999768	0.0070074	0.8315238	0.9870226	0.9005285	1.0000000	0.0000368
550	0.9798807	0.3272905	0.4301618	0.9996367	0.0704807	0.7378428	0.9627510	0.6929235	0.9991445	0.1967920
600	0.9902900	0.3913258	0.4468636	0.9977347	0.0933802	0.7128237	0.9520865	0.5541140	0.9849018	0.2416160
650	0.9946218	0.4105295	0.4608741	0.9952703	0.1027182	0.7032320	0.9414041	0.5152017	0.9635534	0.2394151
700	0.9960535	0.4121813	0.4695761	0.9934268	0.1067503	0.6973865	0.9341156	0.5077923	0.9540937	0.2303005
750	0.9964792	0.4084554	0.4746759	0.9923379	0.1086509	0.6933583	0.9306649	0.5081711	0.9539017	0.2242883
800	0.9965602	0.4041061	0.4777379	0.9917541	0.1096563	0.6909142	0.9294608	0.5093341	0.9561226	0.2218644
850	0.9965277	0.4005737	0.4795810	0.9914468	0.1102228	0.6896673	0.9291538	0.5098829	0.9577787	0.2215885
900	0.9964675	0.3980581	0.4806406	0.9912823	0.1105364	0.6891248	0.9291012	0.5099414	0.9584255	0.2222302
950	0.9964110	0.3963919	0.4812064	0.9911933	0.1106990	0.6889177	0.9290893	0.5098027	0.9583927	0.2230906
1000	0.9963675	0.3953460	0.4814857	0.9911458	0.1107771	0.6888436	0.9290727	0.5096377	0.9580535	0.2238616

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9976329	0.3554579	0.4777588	0.9930274	0.0535963	0.7335901	0.9290015	0.5093227	0.9563103	0.2276602
100	0.9975929	0.3417095	0.4689502	0.9964056	0.0361433	0.7433098	0.9289921	0.5089451	0.9550883	0.2339011
150	0.9973772	0.3388666	0.4624798	0.9982916	0.0307061	0.7454132	0.9289417	0.5081567	0.9521820	0.2400856
200	0.9972486	0.3402887	0.4591308	0.9990760	0.0290030	0.7458548	0.9288495	0.5074404	0.9487113	0.2439897
250	0.9972156	0.3426719	0.4576637	0.9993712	0.0284711	0.7459260	0.9287559	0.5070842	0.9459105	0.2456624
300	0.9972323	0.3446961	0.4570837	0.9994774	0.0283065	0.7459156	0.9286954	0.5070461	0.9442609	0.2459391
350	0.9972628	0.3460668	0.4568729	0.9995145	0.0282565	0.7458948	0.9286738	0.5071637	0.9436036	0.2455936
400	0.9972900	0.3468853	0.4568029	0.9995273	0.0282418	0.7458816	0.9286784	0.5073079	0.9435501	0.2450984
450	0.9973093	0.3473348	0.4567822	0.9995316	0.0282378	0.7458778	0.9286935	0.5074191	0.9437597	0.2446658
500	0.9973214	0.3475671	0.4567764	0.9995330	0.0282367	0.7458801	0.9287087	0.5074861	0.9440247	0.2443544
550	0.9956302	0.3861400	0.4605090	0.9989005	0.0825479	0.7010410	0.9287197	0.5075269	0.9443870	0.2419408
600	0.9958772	0.3998790	0.4691613	0.9965959	0.1007706	0.6913227	0.9287339	0.5078761	0.9460383	0.2354620
650	0.9962181	0.4026234	0.4757560	0.9941544	0.1073005	0.6892226	0.9287827	0.5086109	0.9493038	0.2293411
700	0.9963835	0.4011541	0.4792423	0.9925556	0.1096364	0.6887850	0.9288698	0.5093031	0.9527634	0.2255889
750	0.9964234	0.3988079	0.4807864	0.9917269	0.1104489	0.6887189	0.9289601	0.5096852	0.9553069	0.2240000
800	0.9964058	0.3968560	0.4813993	0.9913508	0.1107208	0.6887352	0.9290223	0.5097744	0.9567191	0.2237218
850	0.9963724	0.3955515	0.4816212	0.9911942	0.1108070	0.6887619	0.9290491	0.5097017	0.9572736	0.2240185
900	0.9963421	0.3947794	0.4816931	0.9911331	0.1108318	0.6887799	0.9290504	0.5095822	0.9573362	0.2244538
950	0.9963203	0.3943582	0.4817128	0.9911105	0.1108378	0.6887868	0.9290395	0.5094771	0.9571879	0.2248347
1000	0.9963066	0.3941420	0.4817171	0.9911026	0.1108389	0.6887861	0.9290261	0.5094052	0.9569923	0.2251085

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9962883	0.3939214	0.4817272	0.9910978	0.1108416	0.6889611	0.9334916	0.6392272	0.7015991	0.2255576
100	0.9962890	0.3939336	0.4816047	0.9910988	0.1108008	0.6905922	0.9414921	0.6911266	0.6534786	0.2255353
150	0.9962896	0.3939862	0.4810911	0.9911064	0.1106327	0.6933145	0.9468190	0.7166044	0.6443949	0.2255221
200	0.9962908	0.3941635	0.4801884	0.9911298	0.1103431	0.6958112	0.9496666	0.7268826	0.6426846	0.2255031
250	0.9962943	0.3945133	0.4791790	0.9911700	0.1100262	0.6975400	0.9510232	0.7303646	0.6423695	0.2254567
300	0.9963009	0.3949964	0.4783152	0.9912180	0.1097609	0.6985559	0.9516130	0.7314251	0.6423267	0.2253649
350	0.9963103	0.3955209	0.4776954	0.9912630	0.1095745	0.6990894	0.9518514	0.7317387	0.6423494	0.2252261
400	0.9963212	0.3960003	0.4773030	0.9912983	0.1094590	0.6993469	0.9519429	0.7318449	0.6423991	0.2250563
450	0.9963318	0.3963857	0.4770772	0.9913229	0.1093940	0.6994632	0.9519774	0.7318977	0.6424641	0.2248799
500	0.9963410	0.3966661	0.4769565	0.9913382	0.1093599	0.6995134	0.9519910	0.7319350	0.6425348	0.2247184
550	0.9963481	0.3968544	0.4768970	0.9913471	0.1093436	0.6994536	0.9498207	0.6065686	0.8975464	0.2245849
600	0.9963533	0.3969710	0.4769242	0.9913517	0.1093543	0.6985634	0.9435230	0.5435064	0.9458039	0.2244834
650	0.9963567	0.3970167	0.4772143	0.9913504	0.1094496	0.6964678	0.9370658	0.5199954	0.9549739	0.2244122
700	0.9963583	0.3969484	0.4778864	0.9913373	0.1096657	0.6939103	0.9327733	0.5125087	0.9567427	0.2243711
750	0.9963576	0.3967149	0.4788171	0.9913078	0.1099603	0.6917475	0.9305717	0.5103109	0.9570978	0.2243677
800	0.9963536	0.3963176	0.4797573	0.9912654	0.1102533	0.6903082	0.9296121	0.5096974	0.9571673	0.2244139
850	0.9963463	0.3958229	0.4805202	0.9912192	0.1104871	0.6894978	0.9292343	0.5095256	0.9571599	0.2245147
900	0.9963366	0.3953219	0.4810473	0.9911782	0.1106456	0.6890931	0.9290942	0.5094674	0.9571134	0.2246603
950	0.9963260	0.3948861	0.4813697	0.9911470	0.1107407	0.6889079	0.9290432	0.5094350	0.9570390	0.2248292
1000	0.9963161	0.3945492	0.4815490	0.9911259	0.1107924	0.6888281	0.9290236	0.5094084	0.9569478	0.2249969

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9952745	0.2431001	0.2023709	0.9910978	0.1108428	0.6887698	0.9291434	0.5187356	0.8615349	0.1617163
100	0.9920235	0.2578477	0.1107595	0.9910981	0.1108407	0.6888800	0.9304519	0.5405148	0.8549223	0.1486469
150	0.9915334	0.3471012	0.0807109	0.9910987	0.1108249	0.6893522	0.9326448	0.5548380	0.8577199	0.1444772
200	0.9940876	0.4281591	0.0708366	0.9911013	0.1107744	0.6901426	0.9344525	0.5618982	0.8599333	0.1347917
250	0.9961605	0.4775133	0.0675662	0.9911085	0.1106877	0.6909487	0.9356369	0.5680412	0.8620208	0.1221723
300	0.9972354	0.5031821	0.0664595	0.9911208	0.1105865	0.6916010	0.9365513	0.5754007	0.8640361	0.1112803
350	0.9977370	0.5156454	0.0660670	0.9911361	0.1104916	0.6921192	0.9374350	0.5831117	0.8656181	0.1036975
400	0.9979687	0.5214931	0.0659139	0.9911519	0.1104100	0.6925718	0.9382985	0.5898418	0.8666665	0.0990265
450	0.9980767	0.5241841	0.0658426	0.9911663	0.1103395	0.6929887	0.9390599	0.5948932	0.8672940	0.0963628
500	0.9981274	0.5254088	0.0658002	0.9911792	0.1102768	0.6933605	0.9396574	0.5982649	0.8676482	0.0949221
550	0.9985158	0.7563163	0.3439433	0.9911905	0.1102214	0.6936624	0.9398295	0.5798853	0.9713994	0.1389476
600	0.9989704	0.6920503	0.4350664	0.9912005	0.1101768	0.6937247	0.9382192	0.5504961	0.9883230	0.1387191
650	0.9989847	0.5714997	0.4649410	0.9912084	0.1101618	0.6932467	0.9357263	0.5374903	0.9905723	0.1406334
700	0.9986652	0.4881956	0.4748683	0.9912118	0.1102004	0.6923852	0.9338465	0.5317980	0.9900721	0.1537425
750	0.9981400	0.4415284	0.4783550	0.9912080	0.1102875	0.6915292	0.9326590	0.5263631	0.9875006	0.1725284
800	0.9975641	0.4174341	0.4797431	0.9911969	0.1103928	0.6908533	0.9317449	0.5205885	0.9828192	0.1904141
850	0.9970773	0.4054879	0.4804063	0.9911815	0.1104915	0.6903275	0.9309197	0.5157850	0.9768046	0.2040815
900	0.9967382	0.3996866	0.4807916	0.9911654	0.1105752	0.6898919	0.9302164	0.5125617	0.9707569	0.2131741
950	0.9965321	0.3968864	0.4810562	0.9911506	0.1106449	0.6895287	0.9296937	0.5107341	0.9657200	0.2186893
1000	0.9964176	0.3955208	0.4812568	0.9911378	0.1107025	0.6892448	0.9293555	0.5098404	0.9620837	0.2218301

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9987726	0.2686113	0.4816081	0.9559249	0.0362605	0.6922110	0.9585978	0.5134595	0.9655142	0.1511153
100	0.9987595	0.2197556	0.4805186	0.9489735	0.0144459	0.6983515	0.9619799	0.5238357	0.9809517	0.1323763
150	0.9981476	0.2009988	0.4786421	0.9476922	0.0080441	0.7019927	0.9628830	0.5312412	0.9885666	0.1322496
200	0.9975043	0.1942400	0.4769314	0.9474359	0.0061541	0.7036481	0.9634161	0.5334209	0.9909007	0.1358648
250	0.9970617	0.1922152	0.4757768	0.9473818	0.0055914	0.7043701	0.9636686	0.5328383	0.9911407	0.1388744
300	0.9968311	0.1919316	0.4751121	0.9473707	0.0054220	0.7046813	0.9637225	0.5316742	0.9907905	0.1406614
350	0.9967366	0.1921741	0.4747644	0.9473687	0.0053703	0.7048010	0.9636879	0.5307730	0.9904138	0.1415500
400	0.9967089	0.1924885	0.4745967	0.9473685	0.0053542	0.7048322	0.9636359	0.5302471	0.9901580	0.1419276
450	0.9967075	0.1927366	0.4745235	0.9473685	0.0053492	0.7048281	0.9635950	0.5299897	0.9900183	0.1420561
500	0.9967136	0.1928997	0.4744966	0.9473686	0.0053477	0.7048147	0.9635699	0.5298833	0.9899539	0.1420796
550	0.9870610	0.3183060	0.4745988	0.9846778	0.0784663	0.7016404	0.9350810	0.5210450	0.9828642	0.2415613
600	0.9915641	0.3672261	0.4755925	0.9930243	0.1001475	0.6957371	0.9311243	0.5083098	0.9610202	0.2578781
650	0.9943911	0.3860312	0.4773798	0.9933130	0.1069577	0.6919466	0.9294984	0.5045082	0.9454845	0.2495705
700	0.9955785	0.3928282	0.4790989	0.9923862	0.1093157	0.6900166	0.9287271	0.5056821	0.9429494	0.2392605
750	0.9960458	0.3948719	0.4803321	0.9917217	0.1102225	0.6891157	0.9285856	0.5076209	0.9464766	0.2322282
800	0.9962238	0.3951512	0.4810791	0.9913775	0.1105990	0.6887620	0.9287114	0.5088491	0.9505876	0.2283417
850	0.9962860	0.3948893	0.4814748	0.9912175	0.1107581	0.6886754	0.9288624	0.5093702	0.9534986	0.2264730
900	0.9963028	0.3945533	0.4816555	0.9911466	0.1108210	0.6886907	0.9289589	0.5095059	0.9551760	0.2256925
950	0.9963034	0.3942904	0.4817223	0.9911164	0.1108419	0.6887263	0.9290027	0.5094911	0.9560183	0.2254295
1000	0.9962997	0.3941211	0.4817382	0.9911042	0.1108459	0.6887530	0.9290155	0.5094401	0.9563890	0.2253812

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9962883	0.3939229	0.4816269	0.9917855	0.0922139	0.6916845	0.9540446	0.5145514	0.9673274	0.1310179
100	0.9962892	0.3939910	0.4807019	0.9932258	0.0865229	0.6969145	0.9571205	0.5303885	0.9852640	0.0961751
150	0.9962911	0.3942908	0.4790995	0.9942393	0.0845045	0.7000980	0.9584567	0.5482403	0.9939747	0.0833335
200	0.9962969	0.3948909	0.4776131	0.9947679	0.0836539	0.7017117	0.9597363	0.5620129	0.9970822	0.0785810
250	0.9963079	0.3956568	0.4765602	0.9950173	0.0832524	0.7026350	0.9607887	0.5702899	0.9981228	0.0767880
300	0.9963228	0.3964087	0.4758840	0.9951327	0.0830457	0.7032440	0.9614999	0.5745062	0.9984788	0.0760717
350	0.9963387	0.3970387	0.4754540	0.9951872	0.0829291	0.7036543	0.9619167	0.5764649	0.9986069	0.0757496
400	0.9963532	0.3975182	0.4751770	0.9952144	0.0828583	0.7039161	0.9621387	0.5773513	0.9986564	0.0755792
450	0.9963650	0.3978626	0.4749993	0.9952290	0.0828142	0.7040715	0.9622502	0.5777682	0.9986775	0.0754747
500	0.9963740	0.3981006	0.4748883	0.9952373	0.0827871	0.7041582	0.9623051	0.5779833	0.9986877	0.0754051
550	0.9963805	0.3982591	0.4749056	0.9947078	0.1011540	0.7017638	0.9402395	0.5588966	0.9967796	0.1692359
600	0.9963848	0.3983124	0.4756356	0.9934095	0.1067580	0.6971634	0.9360972	0.5300208	0.9876876	0.2037545
650	0.9963866	0.3981229	0.4770231	0.9923602	0.1087681	0.6938914	0.9331115	0.5156781	0.9755384	0.2164542
700	0.9963838	0.3976291	0.4784505	0.9917571	0.1096712	0.6917843	0.9309561	0.5106065	0.9664903	0.2211685
750	0.9963755	0.3969366	0.4796045	0.9914475	0.1101582	0.6904152	0.9297736	0.5093066	0.9614774	0.2230042
800	0.9963627	0.3962030	0.4804387	0.9912895	0.1104490	0.6895835	0.9292553	0.5091716	0.9590788	0.2238273
850	0.9963478	0.3955437	0.4809956	0.9912050	0.1106263	0.6891323	0.9290695	0.5092649	0.9579810	0.2242958
900	0.9963331	0.3950134	0.4813392	0.9911576	0.1107306	0.6889156	0.9290165	0.5093399	0.9574503	0.2246258
950	0.9963204	0.3946216	0.4815346	0.9911304	0.1107881	0.6888230	0.9290060	0.5093688	0.9571549	0.2248807
1000	0.9963103	0.3943521	0.4816371	0.9911150	0.1108174	0.6887877	0.9290053	0.5093700	0.9569624	0.2250780

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9988240	0.3939214	0.4817306	0.3185549	0.1108428	0.6887691	0.9291145	0.5173994	0.9709521	0.0905128
100	0.9992541	0.3939293	0.4817248	0.1281826	0.1108409	0.6888676	0.9304528	0.5482621	0.9907717	0.0452336
150	0.9993270	0.3939360	0.4816778	0.0742952	0.1108254	0.6894119	0.9338191	0.5802429	0.9974043	0.1183983
200	0.9993394	0.3939567	0.4814906	0.0590418	0.1107640	0.6905417	0.9359752	0.5442609	0.9912293	0.2671324
250	0.9993416	0.3940237	0.4811355	0.0547245	0.1106497	0.6913534	0.9339387	0.5101378	0.9503244	0.3411812
300	0.9993422	0.3941559	0.4808195	0.0535032	0.1105516	0.6910627	0.9306615	0.4984745	0.8885660	0.3706981
350	0.9993427	0.3943133	0.4807749	0.0531580	0.1105430	0.6900687	0.9285470	0.4988576	0.8408009	0.3819853
400	0.9993432	0.3944166	0.4810046	0.0530603	0.1106208	0.6891158	0.9278995	0.5033506	0.8140598	0.3862059
450	0.9993436	0.3944154	0.4813389	0.0530322	0.1107283	0.6885804	0.9281179	0.5077531	0.8013892	0.3877524
500	0.9993437	0.3943219	0.4816145	0.0530236	0.1108138	0.6884458	0.9285999	0.5106999	0.7959287	0.3883238
550	0.9968147	0.3941882	0.4817642	0.7255681	0.1108579	0.6885357	0.9289723	0.5106136	0.7641631	0.3723536
600	0.9963839	0.3940660	0.4818038	0.9159354	0.1108676	0.6886785	0.9293179	0.5184925	0.8111692	0.2798140
650	0.9963087	0.3939833	0.4817794	0.9698199	0.1108581	0.6888712	0.9300629	0.5216780	0.8838038	0.2455023
700	0.9962944	0.3939442	0.4817125	0.9850736	0.1108359	0.6891377	0.9304506	0.5181661	0.9256490	0.2328632
750	0.9962911	0.3939433	0.4816179	0.9893940	0.1108056	0.6893241	0.9302633	0.5141518	0.9441835	0.2282148
800	0.9962903	0.3939705	0.4815353	0.9906203	0.1107799	0.6893363	0.9298533	0.5116283	0.9517056	0.2265043
850	0.9962905	0.3940098	0.4814996	0.9909703	0.1107698	0.6892245	0.9294921	0.5103453	0.9546631	0.2258699
900	0.9962911	0.3940430	0.4815138	0.9910706	0.1107754	0.6890788	0.9292554	0.5097589	0.9558105	0.2256286
950	0.9962918	0.3940587	0.4815576	0.9910984	0.1107898	0.6889557	0.9291232	0.5095076	0.9562539	0.2255323
1000	0.9962922	0.3940553	0.4816080	0.9911047	0.1108059	0.6888716	0.9290565	0.5094046	0.9564262	0.2254925

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9981669	0.1865038	0.3785646	0.9911785	0.1057800	0.8740146	0.9291214	0.5179498	0.9715464	0.0831039
100	0.9962143	0.1138602	0.3234356	0.9918612	0.0961546	0.9142079	0.9305773	0.5529954	0.9914939	0.0306152
150	0.9899265	0.0957233	0.2960415	0.9929470	0.0900128	0.9230634	0.9346894	0.6195350	0.9981401	0.0112813
200	0.9814900	0.0972334	0.2839688	0.9938522	0.0871437	0.9253248	0.9412645	0.7094434	0.9996333	0.0041598
250	0.9768495	0.1034913	0.2790327	0.9944090	0.0859683	0.9263389	0.9484152	0.7934022	0.9999299	0.0015367
300	0.9766682	0.1091281	0.2770608	0.9946989	0.0855031	0.9271334	0.9541365	0.8495879	0.9999867	0.0005704
350	0.9782028	0.1129660	0.2762339	0.9948361	0.0853048	0.9277918	0.9578229	0.8792169	0.9999975	0.0002144
400	0.9797401	0.1152648	0.2758419	0.9948984	0.0852051	0.9282745	0.9598871	0.8927020	0.9999995	0.0000833
450	0.9808233	0.1165498	0.2756285	0.9949273	0.0851466	0.9285869	0.9609403	0.8983494	0.9999999	0.0000350
500	0.9814898	0.1172428	0.2755027	0.9949415	0.0851102	0.9287698	0.9614434	0.9006175	1.0000000	0.0000172
550	0.9751612	0.4090300	0.3641344	0.9949130	0.0883367	0.7524942	0.9600650	0.6899079	0.9990506	0.1993813
600	0.9915283	0.4808507	0.4179468	0.9945335	0.0964202	0.7135272	0.9516824	0.5532791	0.9852286	0.2286232
650	0.9961910	0.4739599	0.4494298	0.9937209	0.1029969	0.7025755	0.9413017	0.5169317	0.9688963	0.2168083
700	0.9972322	0.4499919	0.4654790	0.9928302	0.1067235	0.6969977	0.9342577	0.5109742	0.9645112	0.2073892
750	0.9972943	0.4289840	0.4733260	0.9921388	0.1086413	0.6932542	0.9310167	0.5115118	0.9656286	0.2058232
800	0.9970930	0.4146100	0.4773094	0.9916924	0.1096581	0.6909851	0.9298907	0.5120095	0.9664490	0.2088817
850	0.9968537	0.4057312	0.4794232	0.9914283	0.1102175	0.6898220	0.9295424	0.5116552	0.9657225	0.2132882
900	0.9966542	0.4005204	0.4805477	0.9912777	0.1105213	0.6892962	0.9293912	0.5109440	0.9639965	0.2172877
950	0.9965120	0.3975515	0.4811272	0.9911938	0.1106787	0.6890654	0.9292759	0.5102894	0.9620211	0.2203043
1000	0.9964197	0.3958955	0.4814156	0.9911483	0.1107567	0.6889521	0.9291781	0.5098347	0.9602736	0.2223557

0	0.9962870	0.3939071	0.4817342	0.9910975	0.1108438	0.6887647	0.9290014	0.5093445	0.9563343	0.2256019
50	0.9962885	0.3940875	0.4759355	0.9911276	0.1089326	0.7545965	0.9290015	0.5093397	0.9564201	0.2255559
100	0.9962963	0.3960074	0.4632138	0.9913995	0.1049708	0.7688712	0.9290011	0.5093379	0.9564695	0.2254534
150	0.9963333	0.4004608	0.4539470	0.9918717	0.1022620	0.7719664	0.9290012	0.5093571	0.9565532	0.2249850
200	0.9964102	0.4059413	0.4491719	0.9922973	0.1009492	0.7726377	0.9290043	0.5094373	0.9568092	0.2239102
250	0.9965096	0.4108028	0.4470799	0.9925747	0.1004084	0.7727842	0.9290151	0.5096029	0.9573449	0.2223545
300	0.9966055	0.4143392	0.4462440	0.9927242	0.1002057	0.7728189	0.9290363	0.5098314	0.9581303	0.2206692
350	0.9966821	0.4165949	0.4459284	0.9927955	0.1001340	0.7728318	0.9290661	0.5100719	0.9590228	0.2191673
400	0.9967358	0.4179076	0.4458125	0.9928265	0.1001094	0.7728421	0.9290990	0.5102795	0.9598672	0.2180029
450	0.9967701	0.4186225	0.4457694	0.9928393	0.1001007	0.7728528	0.9291293	0.5104332	0.9605643	0.2171890
500	0.9967905	0.4189934	0.4457519	0.9928443	0.1000971	0.7728632	0.9291535	0.5105335	0.9610830	0.2166638
550	0.9968018	0.4190023	0.4510334	0.9928239	0.1017418	0.7070575	0.9291707	0.5105922	0.9614386	0.2163471
600	0.9968018	0.4170317	0.4634113	0.9926016	0.1055429	0.6927956	0.9291818	0.5106213	0.9616622	0.2162462
650	0.9967724	0.4123589	0.4729282	0.9921670	0.1083919	0.6897077	0.9291876	0.5106125	0.9617431	0.2166170
700	0.9967039	0.4067756	0.4779868	0.9917321	0.1098490	0.6890407	0.9291872	0.5105287	0.9615905	0.2176597
750	0.9966102	0.4019918	0.4802407	0.9914256	0.1104674	0.6888961	0.9291768	0.5103488	0.9611272	0.2192072
800	0.9965149	0.3986083	0.4811497	0.9912512	0.1107031	0.6888611	0.9291543	0.5101035	0.9603926	0.2208829
850	0.9964353	0.3964921	0.4814952	0.9911650	0.1107874	0.6888459	0.9291227	0.5098526	0.9595274	0.2223679
900	0.9963776	0.3952762	0.4816232	0.9911265	0.1108168	0.6888318	0.9290884	0.5096446	0.9586884	0.2235120
950	0.9963399	0.3946192	0.4816721	0.9911103	0.1108276	0.6888166	0.9290576	0.5094984	0.9579826	0.2243069
1000	0.9963171	0.3942796	0.4816932	0.9911038	0.1108325	0.6888021	0.9290340	0.5094092	0.9574502	0.2248173
