"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
450	0.4931873	0.0758891	0.0667485	0.9050271	0.6702519	0.0277512	0.9890401	1.0599631	0.7050054	0.6811095
500	0.4207469	0.0557586	0.0632673	0.9104115	0.6182918	0.0165219	0.9445812	1.0378391	0.6916421	0.6634971
550	0.1966800	0.0544602	0.2529143	0.8069998	0.8494998	0.0089385	0.9763555	0.7962582	0.4307252	0.7310785
600	0.1677315	0.0406323	0.3816913	0.7855326	0.9513524	0.0067719	0.9473150	0.7767783	0.4948253	0.7720628
650	0.1823075	0.0362958	0.3911975	0.8106233	0.9298460	0.0119535	0.7863358	0.8399854	0.5839928	0.8205696
700	0.1327660	0.0514515	0.4388176	0.7772064	1.0302217	0.0117306	0.8413078	0.9481487	0.6427757	0.7428994
750	0.1397108	0.0407514	0.4458839	0.7879093	1.0637630	0.0056121	0.9502748	0.9434953	0.6252825	0.7661878
800	0.1517353	0.0522295	0.3487142	0.7925795	1.0236623	0.0043628	0.9077426	0.8153338	0.7279106	0.6905218
850	0.1298230	0.0479752	0.3660430	0.7808686	1.0238841	0.0160194	0.8696055	0.8577424	0.7780596	0.7141052
900	0.1270498	0.0509089	0.4582681	0.7613852	0.9868727	0.0093603	0.9648807	0.8604779	0.7240287	0.6449531
950	0.1256841	0.0515237	0.4302241	0.7425846	0.9830705	0.0089879	0.8677016	0.9075802	0.7516184	0.5479697
1000	0.1352917	0.0540087	0.4321216	0.7870364	0.9919850	0.0164441	0.9228752	0.9257249	0.7760865	0.5619552

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.1385654	0.0603056	0.4278400	0.7214185	0.9783214	0.0112683	1.0819197	0.9600358	0.7194660	0.6814001
100	0.1291826	0.0591687	0.4791705	0.7666117	1.0321975	0.0063814	0.9659016	0.9190699	0.7164093	0.6531494
150	0.2054079	0.0752835	0.4491907	0.7076308	1.0022189	0.0034579	0.9497953	0.9214116	0.6819588	0.7354204
200	0.1921669	0.0818041	0.4279324	0.7108369	0.9975042	0.0031576	0.9758215	0.9448323	0.6455709	0.7339439
250	0.1401948	0.0474582	0.4392616	0.7532194	0.9695737	0.0026204	1.0464145	0.9831640	0.7024688	0.7474685
300	0.1730987	0.0329192	0.4279111	0.7691734	0.9572709	0.0061086	0.9500802	0.9849435	0.6760222	0.7263864
350	0.1554835	0.0534963	0.4078384	0.7696333	0.9452744	0.0177527	0.8870701	0.9248596	0.7013903	0.7615959
400	0.1288411	0.0486866	0.4357013	0.7754709	0.9526775	0.0163542	0.8633978	0.9558231	0.7177583	0.6306263
450	0.1470302	0.0588476	0.4275426	0.8553491	0.9745900	0.0136646	0.9365641	0.9689962	0.7683451	0.5989524
500	0.1332472	0.0525461	0.3605414	0.7776352	0.9700600	0.0161095	0.8306113	0.9113570	0.6484868	0.6424303
550	0.1699778	0.0547728	0.3836580	0.8141436	0.9124796	0.0120733	0.8876540	0.9663744	0.6900010	0.6150959
600	0.1720702	0.0453821	0.4534725	0.8203573	0.9402657	0.0166173	0.8696199	0.8805174	0.6810553	0.6227048
650	0.1418173	0.0403517	0.4021057	0.8509599	0.9342023	0.0062344	0.9209722	0.9250991	0.7312132	0.5856102
700	0.1237446	0.0449154	0.3832298	0.8655720	1.0103220	0.0065558	0.9524554	0.9113368	0.7117708	0.6644763
750	0.1153500	0.0350538	0.4102745	0.8541892	0.9491716	0.0016718	0.9134277	0.8939815	0.6584156	0.6767983
800	0.1581665	0.0610210	0.4566940	0.7379797	0.9388807	0.0136730	0.9279680	0.9494112	0.7188765	0.7204668
850	0.1654937	0.0694379	0.4163148	0.7434578	1.0022768	0.0112268	0.9023066	0.9399109	0.6727447	0.7390045
900	0.1789585	0.0781008	0.4103326	0.7403051	0.9736249	0.0086200	0.9396103	0.9296696	0.7128255	0.7168396
950	0.1963148	0.0876833	0.4354143	0.8001189	0.9272587	0.0144549	0.9867802	0.9403753	0.7152297	0.6623417
1000	0.1931707	0.0605429	0.4197493	0.8438984	0.9664791	0.0116657	0.9547180	0.9008758	0.6859558	0.5971233

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.2712244	0.3675706	0.3081944	0.7672540	0.9817797	0.0166017	0.8399351	0.8722814	0.9937899	0.6533109
100	0.4109279	0.3423448	0.2845781	0.7046739	0.9372675	0.0246542	0.8851310	0.9239024	1.0347557	0.5588769
150	0.4715463	0.3847919	0.2208515	0.7455239	0.9232823	0.0119643	0.9148779	0.9578385	1.0802139	0.4422681
200	0.5270637	0.3607318	0.1944315	0.7693141	1.0427167	0.0178183	0.9118839	0.9806774	1.0097357	0.4324625
250	0.4761322	0.3670210	0.2147543	0.6951525	1.0273453	0.0133183	0.8923857	1.0017818	1.0557438	0.4382742
300	0.5120965	0.3681488	0.2148598	0.8207373	0.9894651	0.0146181	0.8953605	0.9706690	1.0523944	0.3644919
350	0.5227600	0.2912502	0.2452105	0.7568910	0.9226745	0.0147072	0.9800277	1.0163564	0.9759594	0.3458563
400	0.5178226	0.3407231	0.2369259	0.7988353	0.8840174	0.0091702	0.9758519	1.0109885	0.9827404	0.3887936
450	0.5317247	0.3292275	0.2059110	0.7984499	0.9673604	0.0044259	0.9553199	0.9444780	0.9841468	0.3376695
500	0.4443546	0.3195206	0.1786976	0.7568753	0.9549244	0.0196689	0.9512750	0.9687617	0.9297946	0.3288830
550	0.3841563	0.1055892	0.3621081	0.7910521	1.0586524	0.0138175	0.9906146	0.9218227	0.5111809	0.4681864
600	0.2544369	0.0750488	0.4101788	0.8502982	1.0302274	0.0033792	0.9273918	1.0106429	0.5203108	0.5586074
650	0.2746400	0.0565804	0.4303857	0.8116315	0.9704849	0.0217268	0.8820687	0.9565923	0.6199381	0.6819579
700	0.2670313	0.0529305	0.4600075	0.7883366	0.9834099	0.0100700	1.0069848	0.8743482	0.7575548	0.7068066
750	0.1948222	0.0539850	0.4777564	0.7579649	1.0365502	0.0102608	1.0382419	0.9062534	0.7236132	0.6811359
800	0.1559352	0.0536254	0.4524373	0.7955207	0.9741283	0.0188974	0.9675816	0.9142435	0.6724853	0.6379753
850	0.1290066	0.0457615	0.4299337	0.7721005	0.9652391	0.0167981	0.8912252	0.9404033	0.6508082	0.6714994
900	0.1520235	0.0710510	0.4136413	0.7523846	1.0929343	0.0172985	0.9387979	0.9673692	0.7617237	0.6632683
950	0.1686772	0.0619414	0.4547638	0.7047491	1.0269260	0.0019333	0.8647306	0.9491232	0.7069483	0.6430162
1000	0.1474897	0.0538768	0.4808635	0.7836461	0.9763024	0.0141870	0.9533488	0.8924090	0.6909167	0.6253779

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.2703743	0.3147204	0.2134321	0.7965283	0.5118484	0.0001636	0.9603351	0.8753271	0.7117586	0.6550871
100	0.4277486	0.3638448	0.2174672	0.8488804	0.2744814	0.0005043	0.9137836	0.9191599	0.5929036	0.6507792
150	0.4791981	0.4204438	0.2000242	0.9395783	0.1596570	0.0005781	0.9821268	0.9816339	0.5567521	0.6805726
200	0.5064937	0.3941445	0.1810132	1.0172765	0.0931395	0.0004160	0.9204277	0.9654457	0.5508753	0.7536819
250	0.5561591	0.3815682	0.1539763	0.9625282	0.0639462	0.0000689	0.9817068	0.9246318	0.5408823	0.7574330
300	0.5733289	0.3857169	0.1364726	1.0341524	0.0342568	0.0002475	0.9936672	1.0032518	0.5279189	0.7939289
350	0.6670441	0.3965486	0.1340034	0.9909406	0.0262605	0.0014673	0.9652297	1.0120035	0.5715471	0.8241022
400	0.5838137	0.4129865	0.1491819	0.9297779	0.0215050	0.0001945	1.0042855	1.0071353	0.5815674	0.8349825
450	0.5733547	0.4321603	0.1529944	1.0166857	0.0248173	0.0003176	0.9606476	1.0231820	0.5100854	0.7966140
500	0.5986259	0.3859605	0.1460009	1.0504279	0.0246731	0.0000129	0.8626263	0.9706265	0.4383132	0.7381049
550	0.4794346	0.1121710	0.3626598	0.9375200	0.5283064	0.0110502	0.9412993	0.7759654	0.4176875	0.8749407
600	0.3518103	0.0671270	0.3656018	0.9038823	0.7024933	0.0120717	0.8457726	0.6753432	0.5429837	0.9219135
650	0.2858442	0.0328907	0.4097922	0.8203678	0.8552118	0.0141930	0.7772277	0.7051322	0.5805918	0.8937949
700	0.1786991	0.0685609	0.3915371	0.8999103	0.9269447	0.0206846	0.8445916	0.8518771	0.7482129	0.7800937
750	0.1579580	0.0342164	0.3405251	0.8128256	0.9386143	0.0213261	1.0429330	0.9101246	0.7284679	0.7196902
800	0.1340706	0.0304640	0.4132497	0.8895837	0.9485655	0.0011224	1.0302289	0.9561227	0.7441430	0.7210166
850	0.1045776	0.0455936	0.3662205	0.7965117	0.9332714	0.0099971	0.8859537	0.9411886	0.7642963	0.6137842
900	0.1418905	0.0346725	0.4100915	0.8694149	0.9202211	0.0230141	0.9058646	0.9430170	0.6991570	0.5755468
950	0.1610268	0.0345328	0.4043588	0.7821629	0.9594982	0.0142830	0.9497687	0.9257017	0.7215249	0.6584147
1000	0.1786983	0.0561048	0.4082736	0.6683807	0.9994272	0.0150719	0.9671185	0.8869046	0.6843454	0.6328959

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.1951486	0.1102791	0.3996870	0.7950609	0.8714013	0.0032881	0.9816074	0.9071094	0.7258808	0.4057659
100	0.2323939	0.1267464	0.4034686	0.7920571	0.7529022	0.0065983	0.9481234	1.0374130	0.6311838	0.2654227
150	0.2521142	0.1659919	0.4216797	0.7072924	0.7054191	0.0143834	1.0124999	0.9990196	0.5998268	0.2664786
200	0.2492761	0.1505444	0.4851879	0.7822745	0.7322307	0.0186218	0.9104658	0.9622607	0.5172345	0.2642956
250	0.2465075	0.1332688	0.4338182	0.7470644	0.6843763	0.0191249	0.8810256	0.9265870	0.5773191	0.3119512
300	0.3365152	0.1060051	0.4571065	0.8285826	0.6837750	0.0183462	0.9375012	0.7373874	0.5298235	0.2674400
350	0.3291568	0.1703133	0.4351300	0.7828113	0.6879380	0.0067197	0.8446236	0.7489924	0.5578243	0.3309495
400	0.2990804	0.1443826	0.4272365	0.8177990	0.7275424	0.0092771	0.8200171	0.7436153	0.5512892	0.3396719
450	0.2295413	0.1384237	0.4375750	0.8182360	0.7723352	0.0217926	0.8759912	0.7006758	0.5690769	0.3094809
500	0.2593339	0.1677994	0.4702466	0.8031011	0.7331354	0.0166823	0.8311748	0.8538796	0.5542169	0.2880088
550	0.3373300	0.0782042	0.4758514	0.8145462	0.9027953	0.0071344	0.9397826	0.8373664	0.5940826	0.5704609
600	0.2470716	0.0647761	0.4082779	0.8287768	0.9466393	0.0135874	0.8874148	0.8859490	0.6206919	0.6657488
650	0.2124879	0.0599635	0.4221376	0.7597758	0.9408351	0.0262713	0.9556766	0.9774725	0.6556539	0.6668616
700	0.1675654	0.0334435	0.3872881	0.8614740	0.9417391	0.0075439	0.9495028	0.9439172	0.6735232	0.5724413
750	0.1408180	0.0278832	0.4301530	0.8422746	1.0175200	0.0110592	0.9662354	0.9277586	0.6486389	0.6006799
800	0.1113533	0.0467703	0.3883012	0.7339949	0.9892413	0.0215518	0.9333768	0.8224195	0.6865081	0.6223159
850	0.1277352	0.0563776	0.4624457	0.7692720	1.0226106	0.0150454	0.8846035	0.8307345	0.7598511	0.7148048
900	0.1646124	0.0875267	0.4349928	0.7296617	1.0391593	0.0221040	0.9134055	0.9146836	0.7559351	0.7314917
950	0.1751651	0.0574126	0.3905945	0.7268118	1.0133325	0.0176673	0.9489378	0.9889205	0.7443603	0.6762482
1000	0.1465414	0.0642657	0.4270000	0.7903762	0.9332417	0.0147176	0.9784371	0.9832304	0.7252037	0.6049298

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.1011788	0.0687187	0.3873159	0.5436613	1.0807395	0.0091497	0.9573506	0.8813039	0.8501177	0.3173834
100	0.1265581	0.0611109	0.4551338	0.4226184	1.0736854	0.0192218	0.9028453	0.9283988	0.9613516	0.1742592
150	0.1132347	0.0662527	0.5186464	0.3860033	1.1189892	0.0224474	0.9414753	0.9590277	0.9202874	0.1170736
200	0.1270523	0.0737097	0.4844410	0.3643896	1.0655202	0.0140204	0.9747859	1.0100828	0.9905468	0.0932659
250	0.1701805	0.0951191	0.5101397	0.3016288	0.9409176	0.0140936	1.0575060	1.0156430	0.9537395	0.1427513
300	0.1955173	0.0931168	0.5037782	0.2334460	0.9355024	0.0065872	1.0303847	1.0531130	0.9501070	0.1529975
350	0.1649149	0.0835130	0.5651539	0.2243660	0.9723853	0.0030833	0.9513019	0.8992034	0.9243975	0.1124236
400	0.2239054	0.0461890	0.5741360	0.0930389	1.0080283	0.0160682	0.9199610	1.0470712	1.0564877	0.1189110
450	0.2292687	0.0521527	0.6059418	0.1474729	0.9996742	0.0195283	0.8885748	1.0284360	1.0321819	0.0929417
500	0.1482436	0.0539940	0.6548555	0.1838622	1.0869925	0.0182349	0.9545381	1.0803931	1.0410585	0.0790826
550	0.1188883	0.0625828	0.7991522	0.4048103	0.9861390	0.0093398	0.9982188	0.9758581	0.6894755	0.3361997
600	0.1902544	0.1132949	0.7432992	0.6126731	0.9657966	0.0034332	0.9223809	0.9706911	0.6570605	0.4795086
650	0.2296925	0.1333882	0.6154803	0.7309445	1.0192840	0.0096311	0.9253972	1.0063540	0.6415568	0.5705965
700	0.2245345	0.1548320	0.5295695	0.7527926	0.9807414	0.0084485	0.9721972	0.9230197	0.6549893	0.6518050
750	0.2659634	0.0670000	0.4922194	0.8468892	1.0262206	0.0137646	0.9354659	0.9546464	0.6947364	0.6616479
800	0.2023275	0.0565742	0.4264847	0.8324692	0.9490664	0.0073488	0.9754002	0.9919432	0.7026526	0.5907275
850	0.1505121	0.0651057	0.4553649	0.7837659	0.8898423	0.0160604	1.0126480	0.9200518	0.7253508	0.6770365
900	0.1299707	0.0841446	0.4539601	0.8521267	0.9624347	0.0124603	0.9852157	0.9867831	0.7220353	0.6507097
950	0.1521857	0.0479090	0.4550749	0.6809737	0.9337496	0.0099187	0.9730185	0.9834002	0.6685458	0.6603733
1000	0.1648903	0.0497412	0.4499819	0.7798045	0.9306417	0.0096197	1.0149044	0.9100131	0.6853525	0.6012173

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.1455360	0.0593987	0.4031076	0.8235055	0.7902874	0.0165578	0.9609795	0.9630335	0.9139473	0.6278568
100	0.1492182	0.0408458	0.4519787	0.7833619	0.7362276	0.0031095	0.9229014	0.8795816	0.9543660	0.4925547
150	0.0978288	0.0520185	0.4701107	0.8000147	0.7240811	0.0125291	0.8764996	0.8844830	0.8983176	0.5254684
200	0.1439882	0.0601612	0.4371642	0.7578307	0.7034623	0.0081564	0.8472678	0.8677409	0.9724100	0.4600986
250	0.1381977	0.0621274	0.4344595	0.8748793	0.6811139	0.0093554	0.9304840	0.8504423	0.9907735	0.4826718
300	0.1716407	0.0585568	0.4140196	0.8493716	0.6365137	0.0096283	0.9433287	0.9678859	0.9456169	0.4832298
350	0.1823732	0.0585513	0.4330433	0.8447345	0.6794581	0.0076366	1.0668049	0.9898802	0.9670461	0.5259651
400	0.1691613	0.0482442	0.4195950	0.9302185	0.6937121	0.0149689	1.0004794	0.8795258	0.9897788	0.5013281
450	0.1731949	0.0410563	0.4055825	0.9087513	0.6380463	0.0198060	0.9413942	0.9453268	0.9871131	0.4475369
500	0.1468518	0.0469287	0.4264931	0.8556443	0.6640779	0.0136355	0.9860543	0.9502228	0.9570167	0.3957258
550	0.1212612	0.0418327	0.4188962	0.8767206	0.9289316	0.0162621	1.0141768	0.9616963	0.7792900	0.4774967
600	0.1729698	0.0485954	0.4145128	0.8415474	0.9431224	0.0134869	0.9321662	0.9675779	0.6936492	0.5315771
650	0.1942552	0.0748606	0.3935156	0.7942160	0.9530360	0.0228024	0.9953365	0.9593825	0.6843177	0.6189693
700	0.2256013	0.0526251	0.3902792	0.8013396	0.9962373	0.0131469	1.0964351	0.9712005	0.6583230	0.5192707
750	0.2179025	0.0472961	0.4128765	0.8447766	1.0539252	0.0121115	1.0232071	0.8993222	0.6495069	0.6652243
800	0.1535311	0.0562977	0.4021875	0.7573149	1.1105933	0.0184945	1.0608322	0.9704587	0.7331775	0.6242385
850	0.1595285	0.0514046	0.3756647	0.6767715	1.0230887	0.0126843	1.0187119	1.0086228	0.6710170	0.6624491
900	0.1436511	0.0489035	0.4403984	0.6980444	1.0160262	0.0118326	0.9970107	0.9121336	0.6320543	0.6329878
950	0.1534414	0.0368120	0.4387167	0.7381365	1.0002472	0.0114789	0.9211319	0.9363853	0.6501919	0.6451034
1000	0.1594422	0.0570021	0.4981525	0.7943700	0.9988025	0.0091621	0.9117680	0.9126322	0.6611846	0.6889710

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.2943094	0.5282132	0.3810392	0.8516004	0.9257101	0.0174657	0.9946546	1.0885199	0.8152395	0.5032994
100	0.4633516	0.6778624	0.3897552	0.7363221	1.0262076	0.0220122	0.9265686	1.1154293	0.9723253	0.4218963
150	0.6392249	0.6285171	0.4051936	0.7708507	1.0126592	0.0051133	1.0445548	0.9876302	1.0049903	0.4458942
200	0.6788600	0.6851991	0.4251832	0.7489048	0.9986098	0.0096057	0.9451242	0.9874903	0.9532698	0.4762167
250	0.6798328	0.6792689	0.4259021	0.7520671	0.9800389	0.0118370	0.9151972	1.0512885	0.9420464	0.4061745
300	0.7205523	0.6212381	0.4049541	0.8468630	0.9853871	0.0153507	0.9075557	0.9562966	0.9509207	0.4775934
350	0.6881696	0.6516482	0.3721714	0.8476612	1.0622745	0.0082255	0.8896186	0.9352305	0.9209977	0.4261954
400	0.7714005	0.6291517	0.3707504	0.7853407	1.0141272	0.0138884	0.9652889	0.9623561	0.9767019	0.4595006
450	0.7770437	0.6140347	0.4228191	0.7014792	1.0930350	0.0131685	0.9354470	1.0032411	0.8981559	0.4891156
500	0.7450075	0.6115273	0.4298918	0.7999678	1.0366576	0.0087034	0.8940874	1.0758806	0.8961491	0.4329095
550	0.6242778	0.1678274	0.4545996	0.7582215	1.0325586	0.0052267	0.9270368	0.9605155	0.7181014	0.4783290
600	0.4415757	0.0840801	0.4397743	0.6862426	0.9773967	0.0296058	0.8866658	0.9692279	0.6687530	0.5653481
650	0.3111292	0.0611884	0.4512380	0.7424488	0.9790387	0.0136259	0.8702180	0.9926420	0.7642767	0.6153158
700	0.2190596	0.0464325	0.4652685	0.7776365	1.1016748	0.0049060	1.0302278	0.9105051	0.7392072	0.6154028
750	0.2214912	0.0589902	0.4359765	0.7643987	1.0493614	0.0055752	0.9232759	0.9638280	0.7536716	0.6973816
800	0.1638754	0.0494076	0.4144321	0.7389432	1.0243072	0.0088162	0.9313602	0.9759892	0.7434291	0.5541788
850	0.1621695	0.0654764	0.5016120	0.6844190	0.9662966	0.0253275	1.0058510	0.9814937	0.6698983	0.5765809
900	0.1421942	0.0623755	0.4536494	0.8125287	0.9510509	0.0186673	0.9517443	0.9544326	0.6710079	0.6336521
950	0.1639019	0.0497038	0.3955236	0.7839819	1.0003344	0.0064757	0.9364617	0.9367520	0.7463270	0.6430402
1000	0.1564771	0.0538790	0.4066201	0.8109610	0.9659707	0.0221757	0.9180338	0.9133358	0.6736002	0.5784603

0	0.1350601	0.0416410	0.4427643	0.7048492	0.9714275	0.0159040	0.9611172	1.0037433	0.6746947	0.7298868
50	0.1560427	0.0871906	0.4072595	0.5457413	0.9622806	0.0082950	0.9516434	0.9973722	0.7962806	0.6475465
100	0.1723060	0.0639025	0.4595783	0.5135093	1.0022737	0.0039511	0.9800427	0.9461745	0.7794881	0.6277511
150	0.1703672	0.0506564	0.6108715	0.4938208	1.1056315	0.0017115	0.9502917	0.9786903	0.7145427	0.6524769
200	0.1821831	0.1016594	0.5890997	0.5010653	1.0983608	0.0039830	0.9865354	0.9450876	0.7154528	0.6867858
250	0.2022445	0.0745584	0.5947504	0.4678023	0.9913004	0.0031795	0.8712905	0.9862577	0.6318267	0.6270668
300	0.1678007	0.0907667	0.5827078	0.4838826	0.9154688	0.0043913	0.9761444	0.8487282	0.7284096	0.5905333
350	0.1494693	0.0892660	0.5877981	0.4967204	0.9927191	0.0001529	0.9080326	0.9551636	0.6812150	0.6206397
400	0.1829480	0.0966105	0.5769129	0.5974501	1.0455986	0.0000000	0.8662750	0.9169051	0.7735426	0.6800556
450	0.1845022	0.0909649	0.5968048	0.5243626	0.9944514	0.0044732	0.8814744	0.9810029	0.6994104	0.5539073
500	0.2099175	0.0855401	0.5497951	0.4982208	0.9857010	0.0111489	0.9444336	0.9222348	0.6705671	0.6254551
550	0.2055852	0.0914549	0.4523150	0.7454774	0.9995939	0.0164992	0.9178820	0.8950702	0.7286061	0.6550292
600	0.1911468	0.0632801	0.3996326	0.7377988	0.9834242	0.0137668	0.9300802	0.9099843	0.6823338	0.6734231
650	0.1499323	0.0618742	0.4824639	0.7166951	1.0340318	0.0162660	0.9645703	0.9133470	0.6315068	0.6861021
700	0.1539701	0.0670053	0.4922721	0.7727712	1.0757747	0.0016028	0.8737577	0.8854845	0.6800770	0.6388554
750	0.1651393	0.0626059	0.4444944	0.7177153	1.0218789	0.0080060	0.9822167	0.9196041	0.7150600	0.6843740
800	0.1339949	0.0651023	0.4197730	0.6943740	1.0321103	0.0043231	0.9380512	0.8580828	0.6611427	0.7031639
850	0.1327356	0.0517498	0.4835721	0.7650755	0.9337777	0.0092216	0.8516368	0.8735055	0.6493424	0.8051208
900	0.1329534	0.0477758	0.4635128	0.8508199	0.9340832	0.0220680	0.8957796	0.9374637	0.7340503	0.7125146
950	0.1297783	0.0654832	0.3706318	0.7857120	0.9378320	0.0193591	0.9680771	0.9926872	0.7338153	0.6272417
1000	0.1318217	0.0636384	0.3585423	0.8436419	0.9467637	0.0172519	1.0495608	0.9300268	0.7189213	0.6301529
