"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
100	0.6794540	0.7892475	0.6364287	0.0928950	0.0083422	0.6407424	0.1477495	0.3156674	0.3268662	0.5375146
150	0.8559972	0.6319908	0.6429822	0.1312472	0.0080658	0.6579541	0.1271011	0.3511955	0.2693999	0.5411727
200	0.7075537	0.7044101	0.6331198	0.1318377	0.0172752	0.6303768	0.0868295	0.3004210	0.2456666	0.4221977
250	0.6102929	0.8068421	0.7304206	0.1738169	0.0140726	0.6600738	0.0982391	0.2761393	0.2058292	0.4802236
300	0.6586218	0.5744378	0.6354945	0.1789791	0.0058032	0.6072689	0.0534448	0.3267988	0.2532580	0.4790038
350	0.9074012	0.6479516	0.6518353	0.1533153	0.0195843	0.8296937	0.1482014	0.3183397	0.2585700	0.4879085
400	0.6855806	0.6760037	0.6566906	0.1141155	0.0273006	0.6397720	0.0568105	0.2358322	0.1788588	0.4416720
450	0.7317310	0.6168713	0.6194889	0.1878008	0.0107311	0.6293741	0.0962607	0.2954881	0.2197959	0.4250821
500	0.6328427	0.5093669	0.6742646	0.1101825	0.0160996	0.7758040	0.1204753	0.2836220	0.2936769	0.4507704
550	0.6806651	0.5972545	0.5574679	0.1435365	0.0121825	0.7773704	0.3344855	0.3506908	0.2809138	0.4898685
600	0.6435756	0.6443236	0.7126448	0.2032146	0.0502046	0.7851258	0.5641565	0.2864441	0.3376481	0.3907373
650	0.6007342	0.6570191	0.7266118	0.1298074	0.0382291	0.6691854	0.5647629	0.3678911	0.3321422	0.3891715
700	0.5512189	0.6472533	0.5925715	0.1864468	0.0182544	0.6480775	0.4263803	0.2518375	0.4335199	0.4884067
750	0.6066334	0.5794030	0.6790120	0.1571415	0.0266316	0.6704085	0.5547912	0.3087632	0.3819021	0.4642073
800	0.5031103	0.6115002	0.7662244	0.1184738	0.0222948	0.6249750	0.6673118	0.3230225	0.3266134	0.5047322
850	0.6801852	0.6901639	0.7424672	0.1567918	0.0582129	0.6361427	0.5028665	0.2900329	0.3813436	0.4965718
900	0.8105542	0.8125396	0.6356433	0.1658510	0.0472249	0.6717919	0.5059165	0.3201853	0.2874060	0.3793772
950	0.7854046	0.6406983	0.6827511	0.2398036	0.0670968	0.7824085	0.4107498	0.3161457	0.2694564	0.4699503
1000	0.6115202	0.5655465	0.7816070	0.1742353	0.0579023	0.6033031	0.5019050	0.2939654	0.4151855	0.4666987

0	0.7478611	0.7632672	0.6317000	0.1265039	0.0713087	0.6990105	0.5048183	0.3538353	0.3107412	0.5824658
50	0.7551524	0.4485903	0.6658891	0.1923567	0.1106213	0.7108003	0.4510531	0.3716129	0.3427035	0.5023210
100	0.6599534	0.2271468	0.5064180	0.0506768	0.0775406	0.5985527	0.5343717	0.4259927	0.3081576	0.4034098
150	0.5268519	0.0943420	0.6295795	0.0334497	0.0795364	0.7027199	0.4469521	0.3353608	0.4003135	0.3116697
200	0.3397033	0.0930355	0.6660453	0.0548152	0.0364343	0.6686086	0.4393703	0.3054587	0.5663203	0.3071047
250	0.1848539	0.0636455	0.6657100	0.0870063	0.0173808	0.6536647	0.5376514	0.3749261	0.5272454	0.3547208
300	0.0951474	0.0644270	0.6501019	0.0755088	0.0196687	0.6165594	0.6453750	0.2362455	0.6388406	0.3143702
350	0.0442168	0.0416325	0.6515012	0.1061617	0.0231440	0.6386236	0.6223590	0.3584494	0.6725279	0.2309129
400	0.0209262	0.0342230	0.6727364	0.0750473	0.0144520	0.6150754	0.5688784	0.3073122	0.6483885	0.2263300
450	0.0138149	0.0444753	0.6658135	0.1029659	0.0275703	0.6989922	0.5537229	0.2910648	0.5455624	0.2721057
500	0.0120261	0.0701852	0.6296023	0.0437775	0.0060759	0.6424344	0.5692950	0.3881921	0.5752610	0.3846184
550	0.0732157	0.2447710	0.7658903	0.1110281	0.0080672	0.7598142	0.3873336	0.2875315	0.6400247	0.3209254
600	0.2590281	0.4532099	0.7467120	0.1045745	0.0092727	0.6031104	0.4494379	0.2833602	0.6851919	0.3746631
650	0.5843954	0.5961471	0.7773608	0.1898668	0.0107563	0.7436697	0.6622154	0.2694072	0.4490619	0.4898065
700	0.5531092	0.8074241	0.5930479	0.1898805	0.0131316	0.7512506	0.5941745	0.2765010	0.4383998	0.4510142
750	0.7708255	0.7480428	0.6816136	0.1624011	0.0204945	0.6564123	0.5777956	0.2746344	0.3445187	0.4033706
800	0.6430967	0.6009916	0.5978317	0.1460918	0.0369386	0.7611804	0.6041783	0.2986334	0.3535988	0.5820217
850	0.6436526	0.7634415	0.6688502	0.1679417	0.0292581	0.7937541	0.5878073	0.3150761	0.3275924	0.4626753
900	0.7775757	0.7302162	0.7223600	0.1713350	0.0961652	0.6571719	0.6381142	0.3169556	0.2780680	0.4418598
950	0.6561941	0.7014708	0.6052972	0.1658953	0.0706258	0.6925295	0.4434376	0.4446885	0.2800306	0.4748020
1000	0.7232720	0.5845056	0.6148195	0.2209774	0.0729311	0.6832856	0.4817055	0.4158825	0.3435272	0.4321190

0	0.7723773	0.6672570	0.7673280	0.1491162	0.0637247	0.7512844	0.5962393	0.3481994	0.2983947	0.4705485
50	0.6323013	0.7119697	0.6996798	0.1620142	0.0625890	0.6131067	0.2800879	0.2705832	0.4298379	0.4314740
100	0.7105345	0.7453492	0.6646282	0.1783478	0.0331905	0.6543291	0.1541294	0.3321911	0.3516608	0.4168703
150	0.6657357	0.6488479	0.6279536	0.2505139	0.0255324	0.6446568	0.1264486	0.2455234	0.3457868	0.3835686
200	0.7354837	0.7527826	0.5398407	0.2130658	0.0303427	0.7289586	0.0809570	0.3125175	0.3414808	0.4871224
250	0.6844760	0.8042716	0.8163422	0.2136435	0.0244638	0.6112387	0.1152738	0.2619249	0.2818151	0.4486623
300	0.6550816	0.6034123	0.8874338	0.1933413	0.0413783	0.7834210	0.0609437	0.2959695	0.3790043	0.5153235
350	0.7954551	0.5628239	0.6327286	0.1753780	0.0268442	0.7710773	0.0677949	0.3766157	0.2790612	0.3767041
400	0.7611197	0.5935705	0.7141935	0.1668099	0.0507415	0.7874072	0.0885448	0.3080766	0.3453589	0.4236480
450	0.7449181	0.5924976	0.8174088	0.1664375	0.0260182	0.6332161	0.0648790	0.3421962	0.3460586	0.4975210
500	0.6703016	0.6657191	0.6683357	0.1703573	0.0432619	0.7096493	0.0512514	0.3978687	0.2325648	0.5850933
550	0.5306948	0.6605117	0.6039505	0.1317142	0.0432351	0.6480608	0.2408444	0.3871567	0.3226270	0.4715155
600	0.5960410	0.5737763	0.6213906	0.1241290	0.0899082	0.6065325	0.3695263	0.3960628	0.2500383	0.4584790
650	0.5412581	0.4788121	0.6461099	0.1384025	0.0726183	0.5081015	0.4316840	0.3650129	0.2989944	0.4782767
700	0.6315795	0.6932110	0.6339503	0.1418909	0.0946062	0.6802215	0.5235072	0.3324687	0.3669007	0.4387931
750	0.7375176	0.6228796	0.7267968	0.1805607	0.0429827	0.7004646	0.5216213	0.3665088	0.3025108	0.4155215
800	0.6567950	0.7903566	0.5738786	0.1929308	0.0617935	0.6576752	0.5377302	0.3226616	0.3358693	0.5475243
850	0.6337075	0.5653916	0.6588612	0.1679934	0.0559197	0.7635044	0.4731961	0.3485903	0.3549148	0.7046632
900	0.6035907	0.7040453	0.6603949	0.1472091	0.0799800	0.7958551	0.4657107	0.3910347	0.2582605	0.5862958
950	0.6379931	0.6305803	0.6759136	0.1194110	0.0491928	0.6905516	0.4187373	0.3336366	0.3342902	0.4878778
1000	0.7318578	0.6858751	0.6650087	0.1514069	0.0573345	0.6729457	0.4780340	0.4013715	0.3373010	0.4849570

0	0.8535845	0.6743410	0.6594759	0.1201965	0.0369805	0.6856254	0.4718995	0.4161728	0.3594577	0.5120122
50	0.5527790	0.6059219	0.6576597	0.1662538	0.0274429	0.6514030	0.4464258	0.3217742	0.3561486	0.5459297
100	0.5789222	0.7067082	0.6405208	0.1722121	0.0465822	0.6943163	0.4727575	0.3572587	0.2026968	0.5205597
150	0.7847982	0.6600466	0.7524367	0.1149254	0.0890663	0.6713987	0.3628477	0.3586948	0.2081880	0.4483042
200	0.7262431	0.6649296	0.7311195	0.1422039	0.1231432	0.8511054	0.4778399	0.3923465	0.2731175	0.3892137
250	0.6362191	0.7854852	0.6527699	0.1453693	0.1111055	0.7832657	0.3995943	0.4574274	0.2475295	0.5457461
300	0.6255967	0.7179045	0.6951296	0.1775556	0.1054091	0.7279953	0.3824366	0.3989295	0.2719198	0.5351402
350	0.7124993	0.6702009	0.6902589	0.1148936	0.0920340	0.7418647	0.4499790	0.4013286	0.2314670	0.4600290
400	0.7764163	0.5634183	0.6359192	0.1510128	0.1135637	0.6889472	0.3781783	0.4080323	0.2779475	0.4436036
450	0.6435464	0.7830247	0.7734672	0.1062526	0.0737895	0.5118471	0.4250517	0.4592233	0.2402538	0.3838230
500	0.6665152	0.7662962	0.6286901	0.1835030	0.0834193	0.7071653	0.3443555	0.5446462	0.2966217	0.3905852
550	0.7862042	0.8534744	0.7281490	0.1631855	0.0859779	0.6018958	0.3122591	0.4772344	0.2443012	0.4768883
600	0.5901828	0.6270725	0.6799651	0.1275659	0.0645676	0.8279433	0.3825246	0.3972742	0.3239547	0.5148509
650	0.5988587	0.7385052	0.7246391	0.0978553	0.0803285	0.8250713	0.5159591	0.2900708	0.2585507	0.4645633
700	0.6959634	0.7700550	0.7136502	0.1040063	0.1066280	0.8231636	0.3904917	0.3045128	0.2788586	0.4282828
750	0.7936055	0.8719657	0.7820310	0.1663918	0.1170784	0.7793609	0.5041201	0.4369957	0.4207288	0.4852364
800	0.6860563	0.6819223	0.6513613	0.1711133	0.0432842	0.6842212	0.4806920	0.3476903	0.3765434	0.4033139
850	0.7270390	0.7244756	0.6555544	0.1661524	0.0128719	0.6121838	0.4977126	0.3453465	0.3697427	0.4076423
900	0.7792931	0.6096269	0.5564565	0.1935707	0.0259476	0.6685859	0.4944079	0.2602574	0.3950831	0.4386885
950	0.7828334	0.6316038	0.6339659	0.2435002	0.0254813	0.6616595	0.4999717	0.2797892	0.2818968	0.3753075
1000	0.6871930	0.5762212	0.7181266	0.1912457	0.0535303	0.5800444	0.5872229	0.2786342	0.2902558	0.4871203

0	0.7772676	0.7657416	0.8001421	0.1202068	0.0602011	0.6172358	0.4855463	0.4067549	0.3564219	0.4452815
50	0.6430231	0.6552098	0.6663374	0.1529836	0.0480702	0.5893606	0.3200202	0.4019272	0.3994413	0.4853693
100	0.5389632	0.6776638	0.7056077	0.1378445	0.0403037	0.6767751	0.1060424	0.3377646	0.2989220	0.5239612
150	0.6071502	0.7879186	0.6968295	0.1473283	0.0486549	0.7547921	0.0673555	0.4473437	0.3421869	0.4768762
200	0.6436179	0.6218429	0.5207240	0.1234031	0.0914731	0.5358333	0.0316176	0.4201266	0.3308653	0.4926557
250	0.7163474	0.6242496	0.7088430	0.1765729	0.0299649	0.5698544	0.0629564	0.4584287	0.2438354	0.4679759
300	0.6243660	0.7055417	0.5831728	0.1698670	0.0555859	0.6535195	0.0885754	0.4555506	0.3655279	0.2970513
350	0.7511579	0.6229253	0.7649941	0.1797440	0.0367291	0.6447644	0.0522108	0.3103384	0.3122675	0.4302101
400	0.6761988	0.6373166	0.7042901	0.1675900	0.0811270	0.6858456	0.0684528	0.4234330	0.2693115	0.3834119
450	0.7783362	0.7696200	0.6601351	0.1176957	0.0719429	0.6044867	0.0467006	0.4057779	0.4325599	0.4696636
500	0.6479110	0.7394604	0.7045551	0.1138160	0.0410014	0.5777853	0.0272466	0.3823959	0.2501653	0.6138995
550	0.6468723	0.6781681	0.6188835	0.1555276	0.0527290	0.6300194	0.1771005	0.3314121	0.2897463	0.3565359
600	0.7316788	0.7762115	0.7029922	0.0788785	0.0605362	0.7251936	0.3291749	0.3273716	0.2940819	0.4192068
650	0.8128295	0.6601270	0.7365719	0.1751882	0.0285419	0.7272593	0.3910496	0.2593746	0.3815045	0.3789389
700	0.7387830	0.7185582	0.6732563	0.1714673	0.0569877	0.5282260	0.4767118	0.4272840	0.4612482	0.4190833
750	0.6095630	0.7486357	0.6723309	0.1741451	0.0388668	0.6354959	0.4095991	0.3605395	0.4813579	0.5713657
800	0.7492883	0.5923776	0.6841641	0.1486150	0.0365779	0.7722141	0.4772507	0.2862650	0.3796416	0.4714619
850	0.6754684	0.6126644	0.6300992	0.1413516	0.0486974	0.6663511	0.5447059	0.3133420	0.4019948	0.4661590
900	0.5881094	0.5684426	0.7777907	0.1330712	0.0409224	0.6721404	0.4559684	0.3043738	0.3708522	0.5256436
950	0.6397191	0.7113948	0.6615851	0.1840611	0.0286497	0.6238917	0.5096757	0.3202588	0.3237441	0.6201926
1000	0.6066048	0.6592037	0.7313276	0.0929765	0.0348631	0.6694299	0.4452476	0.3675444	0.2242261	0.4814760

0	0.7936164	0.6983486	0.6589339	0.1051470	0.0729346	0.6589125	0.6138904	0.3385171	0.3582595	0.4448744
50	0.6248484	0.6330117	0.6238277	0.1424733	0.0720771	0.7227070	0.4614720	0.3418247	0.3408883	0.4145995
100	0.7347765	0.6114623	0.6908991	0.1280431	0.0564693	0.6699473	0.5062019	0.3971582	0.3893425	0.4726596
150	0.6430686	0.5874639	0.6121169	0.1623781	0.0423950	0.6402525	0.4368287	0.3606988	0.2924153	0.4626072
200	0.7916135	0.4498881	0.6493833	0.1275612	0.0377957	0.6995107	0.4418665	0.3126567	0.3192967	0.4276998
250	0.6011624	0.4535327	0.7131028	0.1598981	0.0193358	0.8495282	0.4926850	0.2898499	0.3985203	0.3824859
300	0.6253193	0.6519497	0.5834785	0.2144410	0.0458064	0.5825858	0.5654765	0.3401777	0.4507403	0.5206715
350	0.7012499	0.6553173	0.5852913	0.1649539	0.0351854	0.7409638	0.6003348	0.3236206	0.3811962	0.4815813
400	0.7118735	0.5699333	0.7240553	0.2766516	0.0274505	0.6629423	0.5888998	0.2833034	0.3502973	0.4797351
450	0.6791344	0.6737235	0.6241942	0.2183576	0.0385516	0.8367238	0.5188483	0.3023718	0.3531752	0.4276502
500	0.6880511	0.6625486	0.6677861	0.1670457	0.0774644	0.8212934	0.5522340	0.3249000	0.3497279	0.4970161
550	0.6787747	0.7001080	0.6526427	0.1273372	0.0468042	0.6835142	0.5473553	0.2775194	0.3780232	0.4464907
600	0.6617114	0.7204428	0.7086676	0.1273170	0.0445900	0.7293215	0.5331075	0.3585627	0.3171734	0.4686615
650	0.6636813	0.6433374	0.6836442	0.1422637	0.0385919	0.7372142	0.3107411	0.3940733	0.3400089	0.4995353
700	0.6742885	0.7275475	0.7430240	0.1287068	0.0717008	0.5094295	0.3787082	0.4909592	0.2700984	0.4351687
750	0.5696901	0.5548429	0.6419593	0.1481564	0.0403437	0.6473965	0.5177383	0.3026649	0.3305887	0.4404115
800	0.6791034	0.6313508	0.6036178	0.1434939	0.0625737	0.7141248	0.5219516	0.3068263	0.4452385	0.3732211
850	0.7314033	0.6519161	0.5956852	0.1605525	0.0592817	0.7806461	0.5444291	0.3642912	0.3608837	0.4773898
900	0.6890540	0.7986343	0.7682016	0.1733990	0.0390452	0.8157280	0.5521354	0.3594931	0.3563536	0.4215775
950	0.6522408	0.7372091	0.7154615	0.1543089	0.0231939	0.6701778	0.6089295	0.3721745	0.3003372	0.4408290
1000	0.6102047	0.6929680	0.6901659	0.1513899	0.0505039	0.5781091	0.4974164	0.3198505	0.2687109	0.4315329

0	0.7533122	0.6512591	0.6462927	0.1093650	0.0463543	0.7533664	0.6101062	0.3101730	0.3780101	0.5428783
50	0.7525983	0.5952486	0.8036717	0.0947773	0.0561215	0.7926537	0.5827141	0.3320027	0.3195021	0.3812278
100	0.7512421	0.4437424	0.6604815	0.0699321	0.0478565	0.7022062	0.3213626	0.2903903	0.4065838	0.4611082
150	0.6704466	0.4573796	0.7381255	0.1080803	0.0397367	0.5872247	0.3812714	0.2730344	0.3680935	0.2810196
200	0.7610256	0.3174653	0.6950398	0.0847118	0.0300157	0.6860000	0.3202534	0.2627842	0.5843551	0.3365741
250	0.6950287	0.3837603	0.7405771	0.0800820	0.0313359	0.6606961	0.3506212	0.3015048	0.5126648	0.4286214
300	0.6322154	0.2766714	0.6877536	0.1462734	0.0486661	0.6232874	0.2689888	0.2851259	0.4507793	0.3294255
350	0.6774630	0.2801246	0.6524314	0.0726739	0.0514514	0.6146042	0.2997664	0.3104652	0.6079719	0.4302956
400	0.7328143	0.4907041	0.6555749	0.1049260	0.0308582	0.7420146	0.3022165	0.3278398	0.5687850	0.3850853
450	0.7360965	0.3167282	0.7837557	0.0818958	0.0395695	0.7049820	0.2910586	0.2161972	0.6310510	0.3786070
500	0.6113909	0.2630780	0.6001492	0.0678134	0.0075917	0.6090297	0.2980194	0.3593860	0.7247495	0.4162403
550	0.7759697	0.3746186	0.6962903	0.1027792	0.0464625	0.5819926	0.5372892	0.3024976	0.4160294	0.4955723
600	0.6590907	0.4981505	0.6651585	0.1760525	0.0101406	0.6581472	0.6264590	0.3411489	0.4742761	0.4691453
650	0.6596004	0.6236535	0.7221830	0.1809481	0.0436524	0.5647238	0.5438099	0.2594072	0.4168174	0.4842683
700	0.6499879	0.6749832	0.6857909	0.0948506	0.0355715	0.6085952	0.4720715	0.2579003	0.4299741	0.4796568
750	0.6469948	0.6505141	0.6597513	0.1591367	0.0206594	0.7527409	0.5316107	0.2348750	0.4137060	0.5651049
800	0.6108527	0.7280184	0.6896154	0.1713383	0.0544046	0.6123504	0.5545968	0.2430842	0.3372464	0.4497878
850	0.5095886	0.6347756	0.7352520	0.2269554	0.0242624	0.6571074	0.4615305	0.3238050	0.2977204	0.5417864
900	0.6596719	0.8592434	0.5935353	0.1901749	0.0575375	0.6690761	0.4584838	0.3309455	0.3285141	0.5643382
950	0.6547240	0.6799238	0.6981552	0.1370977	0.0396847	0.6626728	0.5596436	0.3492597	0.2631283	0.5214535
1000	0.6256818	0.6052035	0.7400041	0.1564280	0.0419849	0.6568522	0.5166088	0.4001626	0.3057793	0.4718514
