"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
650	0.4075892	0.5418940	0.8642475	0.7999782	0.8721789	0.5568319	0.9711745	0.6709094	0.4672205	0.7278282
700	0.4075940	0.5419115	0.8636427	0.7999786	0.8721792	0.5568311	0.9699431	0.6699087	0.4672200	0.7278299
750	0.4076025	0.5419302	0.8632332	0.7999792	0.8721795	0.5568306	0.9694665	0.6697348	0.4672204	0.7278310
800	0.4076131	0.5419450	0.8630125	0.7999796	0.8721799	0.5568302	0.9693037	0.6697051	0.4672209	0.7278311
850	0.4076231	0.5419543	0.8629100	0.7999800	0.8721802	0.5568300	0.9692521	0.6697006	0.4672211	0.7278307
900	0.4076308	0.5419593	0.8628670	0.7999802	0.8721804	0.5568298	0.9692366	0.6697001	0.4672210	0.7278304
950	0.4076360	0.5419617	0.8628503	0.7999803	0.8721805	0.5568297	0.9692320	0.6697000	0.4672209	0.7278303
1000	0.4076391	0.5419627	0.8628442	0.7999804	0.8721806	0.5568297	0.9692308	0.6696997	0.4672208	0.7278305

0	0.4076364	0.5420666	0.8628402	0.8000877	0.8722806	0.5567684	0.9692547	0.6702015	0.4672017	0.7274431
50	0.3990061	0.1373132	0.8642138	0.6356270	0.8719349	0.5640118	0.9916708	0.9217754	0.4040917	0.7496610
100	0.2960637	0.0433584	0.8670829	0.5934009	0.8684931	0.5827111	0.9976773	0.9607450	0.3994978	0.7933944
150	0.2199596	0.0214937	0.8690493	0.5738891	0.8606949	0.6000805	0.9992766	0.9663902	0.4114144	0.8154017
200	0.1853485	0.0165068	0.8699984	0.5593729	0.8511114	0.6126378	0.9996940	0.9684219	0.4217958	0.8151896
250	0.1721529	0.0154482	0.8703866	0.5480987	0.8422365	0.6215034	0.9997965	0.9699579	0.4259108	0.8064846
300	0.1674524	0.0152495	0.8705303	0.5396749	0.8350230	0.6279520	0.9998167	0.9707947	0.4256460	0.7993433
350	0.1658277	0.0152065	0.8705794	0.5334710	0.8294657	0.6327311	0.9998163	0.9709977	0.4241083	0.7966013
400	0.1652751	0.0151833	0.8705948	0.5288926	0.8252646	0.6362929	0.9998116	0.9708973	0.4231448	0.7967775
450	0.1650885	0.0151676	0.8705987	0.5254969	0.8221077	0.6389517	0.9998069	0.9707727	0.4230707	0.7976700
500	0.1650255	0.0151621	0.8705991	0.5229691	0.8197398	0.6409390	0.9998029	0.9707332	0.4234470	0.7981047
550	0.1337540	0.4123026	0.8687710	0.6859343	0.8186872	0.6285780	0.9693112	0.6842814	0.4922698	0.7750594
600	0.2250822	0.5165711	0.8650513	0.7309719	0.8241479	0.6024028	0.9641262	0.6973645	0.4966536	0.7247641
650	0.3176686	0.5429880	0.8628267	0.7547151	0.8355789	0.5840969	0.9653614	0.7102953	0.4792007	0.6996617
700	0.3710842	0.5457032	0.8622043	0.7711358	0.8471551	0.5733862	0.9673582	0.6943315	0.4633505	0.7056808
750	0.3948754	0.5423926	0.8622944	0.7820270	0.8560050	0.5670283	0.9682538	0.6713179	0.4593595	0.7224277
800	0.4032594	0.5402286	0.8624677	0.7888929	0.8619913	0.5631394	0.9682400	0.6604811	0.4634873	0.7326719
850	0.4056121	0.5405218	0.8625357	0.7931389	0.8658331	0.5607331	0.9681310	0.6628444	0.4681633	0.7331224
900	0.4064389	0.5417490	0.8625551	0.7957565	0.8682452	0.5592425	0.9683487	0.6691854	0.4697106	0.7291131
950	0.4070933	0.5425092	0.8626030	0.7973717	0.8697460	0.5583205	0.9687525	0.6726509	0.4687206	0.7261036
1000	0.4076027	0.5425085	0.8626842	0.7983692	0.8706760	0.5577507	0.9690734	0.6722983	0.4672533	0.7257873

0	0.4076364	0.5420666	0.8628402	0.8000877	0.8722806	0.5567684	0.9692547	0.6702015	0.4672017	0.7274431
50	0.4076374	0.5413537	0.9469967	0.7884879	0.6903880	0.5572674	0.9716602	0.8670570	0.4716894	0.7271063
100	0.4074518	0.5418682	0.9612836	0.7855359	0.6284462	0.5583583	0.9751465	0.9036394	0.4837207	0.7208213
150	0.4077016	0.5446846	0.9638446	0.7843043	0.6071263	0.5592212	0.9768838	0.9143179	0.4919125	0.7072203
200	0.4087839	0.5473005	0.9643799	0.7835260	0.5996322	0.5597559	0.9775667	0.9190586	0.4922672	0.6945552
250	0.4101342	0.5481727	0.9645234	0.7830060	0.5969116	0.5600764	0.9778118	0.9202412	0.4885773	0.6893553
300	0.4110217	0.5476540	0.9645711	0.7826713	0.5958767	0.5602723	0.9778798	0.9193964	0.4856709	0.6907449
350	0.4112380	0.5468646	0.9645880	0.7824612	0.5954565	0.5603940	0.9778753	0.9182973	0.4852946	0.6939767
400	0.4110632	0.5465351	0.9645930	0.7823302	0.5952710	0.5604700	0.9778507	0.9179120	0.4863963	0.6956098
450	0.4108673	0.5466709	0.9645936	0.7822485	0.5951814	0.5605175	0.9778321	0.9181575	0.4873854	0.6952525
500	0.4108204	0.5469276	0.9645929	0.7821975	0.5951344	0.5605472	0.9778254	0.9185220	0.4875981	0.6942040
550	0.4109069	0.5473611	0.8818089	0.7937262	0.7766154	0.5600712	0.9768352	0.7430283	0.4785439	0.6948489
600	0.4109814	0.5457509	0.8676438	0.7966450	0.8384567	0.5589847	0.9742902	0.6981143	0.4636731	0.7057558
650	0.4103164	0.5421826	0.8648094	0.7978618	0.8598239	0.5581380	0.9719014	0.6718472	0.4594207	0.7225630
700	0.4088461	0.5400858	0.8638560	0.7986271	0.8674043	0.5576205	0.9701297	0.6604860	0.4631849	0.7327622
750	0.4075208	0.5403605	0.8633111	0.7991338	0.8701999	0.5573138	0.9691394	0.6623819	0.4677581	0.7334569
800	0.4070265	0.5415774	0.8629830	0.7994566	0.8712875	0.5571282	0.9688978	0.6685247	0.4694470	0.7296218
850	0.4072207	0.5423791	0.8628377	0.7996573	0.8717416	0.5570141	0.9690541	0.6721360	0.4686472	0.7265490
900	0.4075886	0.5424425	0.8628129	0.7997811	0.8719478	0.5569436	0.9692441	0.6720624	0.4672812	0.7260333
950	0.4077824	0.5421315	0.8628332	0.7998574	0.8720498	0.5569001	0.9693103	0.6703685	0.4666234	0.7270552
1000	0.4077660	0.5418717	0.8628498	0.7999045	0.8721043	0.5568732	0.9692758	0.6691336	0.4667515	0.7280561

0	0.4076364	0.5420666	0.8628402	0.8000877	0.8722806	0.5567684	0.9692547	0.6702015	0.4672017	0.7274431
50	0.4362980	0.7844649	0.8627952	0.3536605	0.8713423	0.5791201	0.9664515	0.7761307	0.4670779	0.7276920
100	0.4983769	0.8404348	0.8617236	0.2463796	0.8593780	0.6548408	0.9465668	0.7943602	0.4673138	0.7278791
150	0.5431489	0.8534857	0.8569886	0.2057756	0.8249754	0.7444947	0.9029989	0.7978628	0.4685332	0.7275657
200	0.5663785	0.8569754	0.8465472	0.1774499	0.7736886	0.8147886	0.8485108	0.7998474	0.4713996	0.7259458
250	0.5768588	0.8587669	0.8310070	0.1557909	0.7211796	0.8624166	0.7981319	0.8030442	0.4756800	0.7221945
300	0.5814260	0.8605695	0.8129643	0.1406441	0.6778314	0.8937413	0.7584401	0.8075815	0.4802105	0.7163322
350	0.5836189	0.8624414	0.7953529	0.1306892	0.6459884	0.9141049	0.7301452	0.8124562	0.4837681	0.7095069
400	0.5849230	0.8640672	0.7802998	0.1243306	0.6240436	0.9271489	0.7112830	0.8165221	0.4858597	0.7033084
450	0.5858426	0.8652362	0.7686977	0.1203216	0.6094773	0.9353987	0.6992093	0.8192170	0.4867862	0.6987984
500	0.5865105	0.8659571	0.7604201	0.1178115	0.6000355	0.9405746	0.6916367	0.8206782	0.4871608	0.6960889
550	0.5657868	0.6263132	0.7575990	0.4275535	0.5968154	0.8895248	0.7416261	0.7273352	0.4873971	0.6946351
600	0.5108702	0.5709171	0.7787981	0.5252851	0.6231021	0.7716708	0.8487396	0.7114068	0.4864293	0.6939956
650	0.4639373	0.5568262	0.8117057	0.5998310	0.6808516	0.6884076	0.9109795	0.7062894	0.4812826	0.6955427
700	0.4364894	0.5510928	0.8355563	0.6645775	0.7410793	0.6386597	0.9403721	0.6976954	0.4735289	0.7018317
750	0.4225183	0.5470197	0.8488999	0.7125832	0.7875405	0.6079103	0.9543145	0.6855365	0.4680330	0.7117225
800	0.4153855	0.5441244	0.8557223	0.7448494	0.8190417	0.5885949	0.9610755	0.6754024	0.4665314	0.7206635
850	0.4115349	0.5426762	0.8591147	0.7655889	0.8392384	0.5765180	0.9644589	0.6707361	0.4673102	0.7255842
900	0.4094807	0.5423174	0.8608047	0.7786459	0.8518682	0.5690127	0.9663034	0.6703408	0.4681833	0.7268550
950	0.4085124	0.5423696	0.8616752	0.7867811	0.8596783	0.5643631	0.9674357	0.6712051	0.4682520	0.7265769
1000	0.4081322	0.5423784	0.8621538	0.7918236	0.8644864	0.5614863	0.9681677	0.6714427	0.4677714	0.7264012

0	0.4076364	0.5420666	0.8628402	0.8000877	0.8722806	0.5567684	0.9692547	0.6702015	0.4672017	0.7274431
50	0.8096162	0.5614198	0.8628699	0.8000467	0.6555062	0.5567918	0.9704464	0.8032121	0.7144023	0.6368685
100	0.9373375	0.5869272	0.8631880	0.8000214	0.5818768	0.5568067	0.9740717	0.9049805	0.7347669	0.4588754
150	0.9779546	0.5960590	0.8638612	0.8000055	0.5568657	0.5568166	0.9769041	0.9325395	0.6793179	0.3732998
200	0.9908811	0.5946883	0.8645269	0.7999953	0.5483683	0.5568230	0.9782171	0.9257330	0.6312691	0.3783065
250	0.9949901	0.5899032	0.8649616	0.7999886	0.5454803	0.5568270	0.9785547	0.9091156	0.6178510	0.4184255
300	0.9962884	0.5869027	0.8651624	0.7999844	0.5444982	0.5568295	0.9784506	0.8996255	0.6275259	0.4465240
350	0.9966949	0.5868997	0.8652152	0.7999818	0.5441639	0.5568310	0.9782928	0.9006837	0.6408667	0.4498197
400	0.9968229	0.5882127	0.8652103	0.7999802	0.5440499	0.5568319	0.9782521	0.9056320	0.6467062	0.4400787
450	0.9968654	0.5891879	0.8652030	0.7999792	0.5440109	0.5568324	0.9783019	0.9088334	0.6452922	0.4313880
500	0.9968808	0.5893685	0.8652079	0.7999786	0.5439975	0.5568328	0.9783600	0.9091849	0.6417269	0.4290204
550	0.6151640	0.5739565	0.8652142	0.7999782	0.7607204	0.5568330	0.9781498	0.8149613	0.3616843	0.5273764
600	0.4858349	0.5223692	0.8651110	0.7999780	0.8343247	0.5568330	0.9753922	0.5621194	0.3501806	0.7331326
650	0.4273723	0.4992072	0.8643712	0.7999780	0.8593226	0.5568321	0.9655608	0.4739390	0.4319011	0.8218048
700	0.3997408	0.5186571	0.8624710	0.7999786	0.8678129	0.5568296	0.9573680	0.5716523	0.4875418	0.7978361
750	0.3950485	0.5396243	0.8608602	0.7999801	0.8706973	0.5568273	0.9607443	0.6695156	0.4975891	0.7382976
800	0.4007542	0.5483594	0.8608509	0.7999816	0.8716776	0.5568271	0.9664131	0.7052966	0.4814299	0.7041243
850	0.4067091	0.5473965	0.8617118	0.7999821	0.8720107	0.5568281	0.9695322	0.6955516	0.4637804	0.7054621
900	0.4091480	0.5428870	0.8624963	0.7999819	0.8721236	0.5568290	0.9702160	0.6719362	0.4581076	0.7219955
950	0.4087043	0.5400173	0.8628684	0.7999813	0.8721616	0.5568294	0.9696377	0.6589112	0.4620618	0.7336211
1000	0.4075006	0.5400728	0.8629062	0.7999809	0.8721744	0.5568295	0.9689793	0.6605799	0.4674822	0.7347784
