"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
150	0.7461934	0.1857410	0.7629114	0.0936196	0.9124716	0.0100491	0.4748665	0.9846129	0.0831358	0.6449512
200	0.7150844	0.3189765	0.9449130	0.0760883	1.1180104	0.0096866	0.4696455	0.9813016	0.0659832	0.5797471
250	0.6995269	0.4177748	0.8656845	0.0512452	1.0177210	0.0152492	0.5149016	1.0030950	0.0618492	0.5952461
300	0.5524238	0.5125440	0.9518396	0.0760747	1.0867594	0.0068089	0.4454736	0.9691368	0.0683308	0.5766291
350	0.5148987	0.5749382	0.9700104	0.0716916	0.9190826	0.0047233	0.4947430	0.9041331	0.0757746	0.7354824
400	0.4845009	0.5564499	1.0980800	0.0797654	1.1045101	0.0063569	0.5244515	1.0278061	0.0697729	0.7377807
450	0.4180450	0.5598166	1.0146077	0.0727622	0.9502339	0.0061582	0.5953521	1.0055720	0.0723057	0.7179757
500	0.4826903	0.6157785	1.0252955	0.0576476	0.9839234	0.0054963	0.6057789	1.0632001	0.0831816	0.6294686
550	0.5983931	0.5536707	0.9699546	0.0981214	0.9587673	0.0000000	0.6096495	0.8795803	0.0916931	0.7524954
600	0.6616714	0.4784533	0.9466624	0.1912236	0.9683838	0.0059995	0.5467345	0.8734271	0.0906362	0.7698555
650	0.7447165	0.5096304	0.7532346	0.2540690	1.0267325	0.0075251	0.5163600	0.8818303	0.0700234	0.7885798
700	0.8155736	0.5142867	0.5108475	0.2857312	0.9364489	0.0106498	0.5779017	0.9453532	0.0710854	0.7685498
750	0.8492252	0.3659665	0.3604206	0.2678152	1.0034765	0.0083653	0.5107324	1.0503680	0.0843483	0.6921058
800	0.8367005	0.2688571	0.2874526	0.2529256	0.9693290	0.0128039	0.4913542	0.9590235	0.0805845	0.7095941
850	0.9125011	0.2118046	0.1823156	0.2854717	1.0295393	0.0221014	0.3853142	1.0005341	0.0673424	0.7021151
900	0.8585042	0.1278322	0.1948632	0.2778218	0.8953232	0.0246877	0.4502427	0.8866617	0.0549058	0.6779794
950	0.9266844	0.1049543	0.2114240	0.2748241	0.9682570	0.0267767	0.4159993	0.9606679	0.0505645	0.5767651
1000	0.8877262	0.0957793	0.2066754	0.2861697	0.9833425	0.0184451	0.3961454	1.0570229	0.0500930	0.6635751

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8884112	0.2032656	0.1491412	0.2922639	0.7099391	0.0169812	0.4421508	0.9734675	0.0638478	0.7122922
100	0.8335859	0.3350656	0.1276674	0.3053855	0.5064106	0.0053949	0.4415807	0.9894965	0.0420965	0.5787333
150	0.7760652	0.4497161	0.1111507	0.3832859	0.4817464	0.0194102	0.4061391	0.8418071	0.1051101	0.5907680
200	0.8072070	0.4838842	0.1268971	0.4672669	0.3661766	0.0260785	0.5031641	0.8855176	0.0597525	0.5794131
250	0.7234907	0.4788111	0.1360996	0.5039318	0.4179552	0.0270645	0.5220999	0.8722852	0.0686873	0.6811355
300	0.7665312	0.4801440	0.1527425	0.4850976	0.4016116	0.0123473	0.5170120	0.8141566	0.1021541	0.7830385
350	0.7737340	0.4869284	0.1377897	0.4785895	0.4371899	0.0166850	0.5309466	0.8497109	0.1051287	0.7455634
400	0.6643169	0.5476407	0.1215389	0.5426248	0.4853907	0.0297788	0.5254547	0.7793510	0.1257203	0.7065336
450	0.6976609	0.5001623	0.1123209	0.5557008	0.4693918	0.0155378	0.5166388	0.7167460	0.1093561	0.6730015
500	0.6589255	0.5598689	0.0896745	0.5297256	0.4382508	0.0287189	0.4538797	0.7502638	0.0679466	0.6596535
550	0.7387917	0.3959614	0.0761965	0.4615235	0.6437658	0.0230643	0.4917961	0.7833965	0.0967621	0.7216416
600	0.8398704	0.2940405	0.0862039	0.4645342	0.8634014	0.0208582	0.4724327	0.8945914	0.0788059	0.7032626
650	0.8116319	0.1737255	0.0833979	0.3545305	0.8836744	0.0203593	0.5053184	0.9482023	0.0677373	0.6931800
700	0.7400233	0.1160681	0.1211347	0.2935845	1.0396306	0.0291896	0.4755467	0.8991762	0.0602431	0.6044068
750	0.7770972	0.0859777	0.1626762	0.2730744	0.9064995	0.0190945	0.4166363	0.9318269	0.0818517	0.6441775
800	0.7837239	0.0931090	0.1501827	0.3017221	1.0297135	0.0204837	0.4189424	0.9612719	0.0881021	0.6281227
850	0.8146780	0.1080902	0.1646244	0.2895162	1.0866826	0.0138004	0.4152241	1.0053166	0.0918496	0.6292633
900	0.8966604	0.1337237	0.1963105	0.2929536	1.0272891	0.0302976	0.3490457	1.0995110	0.1000020	0.6510834
950	0.9632614	0.1293484	0.1714233	0.2840336	1.0476072	0.0233105	0.3887406	0.9584791	0.1238609	0.6145836
1000	0.8335272	0.1146000	0.1498254	0.2891461	1.0399800	0.0377121	0.4470435	0.9497569	0.1082255	0.6301894

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8738404	0.2674356	0.1517740	0.2327021	0.8110211	0.0536365	0.4108629	0.8972947	0.0827143	0.5117557
100	0.5598353	0.3884210	0.2147570	0.3568089	0.6754369	0.0463727	0.5051057	1.0897703	0.0772310	0.5251143
150	0.3366311	0.4652066	0.2163824	0.2932287	0.6811431	0.0418588	0.5042032	1.0360498	0.0910526	0.5378701
200	0.3176111	0.5179692	0.1861226	0.2836304	0.6583246	0.0336640	0.5185836	0.9885127	0.0838017	0.5438000
250	0.2430172	0.6059860	0.1586931	0.2960747	0.6671713	0.0331510	0.5737195	0.9537761	0.0590140	0.5436722
300	0.2112724	0.5073340	0.1441258	0.3818638	0.5354384	0.0430977	0.5136917	1.0445405	0.1081726	0.6182685
350	0.1878863	0.5137575	0.1587095	0.4237624	0.6231029	0.0416979	0.5138461	1.0457184	0.0890123	0.5703872
400	0.2049011	0.5320318	0.1329836	0.3701993	0.5030714	0.0468243	0.5539796	0.9820009	0.1026939	0.5285419
450	0.2027491	0.5765774	0.1060116	0.4370903	0.5114813	0.0276307	0.5390533	1.0256300	0.0971080	0.6319177
500	0.2153769	0.5270605	0.0932030	0.4698558	0.5634564	0.0267502	0.5123486	0.9088767	0.0985920	0.6342313
550	0.3887739	0.4444809	0.0969966	0.4101849	0.7544790	0.0306262	0.5853368	0.9045060	0.1001459	0.7287140
600	0.6334119	0.2536999	0.0996539	0.3768059	0.9885567	0.0144321	0.5162742	0.9693503	0.1307162	0.6896105
650	0.7720818	0.1836791	0.0934719	0.3341912	1.0517477	0.0301065	0.4165076	1.0171129	0.1028085	0.7645628
700	0.7968495	0.1201083	0.1107614	0.2908910	1.0769779	0.0226729	0.4560848	1.0163648	0.0908712	0.7150653
750	0.8163385	0.1167789	0.1349534	0.2559370	1.0840567	0.0203882	0.4176761	1.0175441	0.0878579	0.6507747
800	0.8113124	0.1042914	0.1221288	0.2764417	1.1140689	0.0303700	0.4493850	0.9576758	0.0945372	0.6942496
850	0.8453191	0.0944043	0.1351990	0.2420154	1.0509566	0.0307172	0.3941461	0.9953158	0.1016649	0.7106526
900	0.8719521	0.0883722	0.1927925	0.2118386	0.8908811	0.0244612	0.3747663	1.1015952	0.0886056	0.6774240
950	0.9212911	0.1093730	0.2187134	0.2797850	0.9511603	0.0085477	0.3895323	1.0120843	0.0868238	0.7184537
1000	0.8650490	0.1231262	0.1596902	0.3284222	0.9900421	0.0187838	0.3705991	1.0678650	0.0758149	0.7482736

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8186375	0.0724109	0.1585730	0.3080270	0.9269779	0.0174585	0.3738567	0.9339209	0.0696051	0.7589901
100	0.7693659	0.1177916	0.1607445	0.3109416	0.8932406	0.0117287	0.3822694	1.1139470	0.0652333	0.7535087
150	0.6504917	0.1174391	0.1509191	0.3021077	1.0796616	0.0039727	0.4339374	1.0137758	0.0666755	0.8316878
200	0.5401627	0.1158170	0.1503678	0.2746016	1.0227627	0.0024781	0.3926231	0.9924247	0.0791866	0.7441957
250	0.5003787	0.1061157	0.1397881	0.2978443	0.9564945	0.0061938	0.4161621	0.9138259	0.0819875	0.8472031
300	0.5439719	0.0966457	0.1763870	0.3057346	1.0041549	0.0051709	0.3885390	0.8754584	0.0778729	0.8999432
350	0.5372635	0.1035216	0.1768317	0.2633468	1.0254007	0.0006021	0.4180297	0.8498326	0.0960914	0.8248036
400	0.5600343	0.1045549	0.1641747	0.2304837	0.9734594	0.0000000	0.4613079	0.8489704	0.0974476	0.9052819
450	0.5996622	0.1089358	0.1733962	0.3102078	1.0337541	0.0042326	0.4025002	0.9555371	0.0646748	0.8692396
500	0.6092950	0.1104891	0.1929153	0.2494350	1.0167922	0.0027399	0.4142983	0.9697345	0.0648681	0.8110657
550	0.6688106	0.1222226	0.2402859	0.2873121	1.0013431	0.0077936	0.4420578	0.8939802	0.0365925	0.7365299
600	0.7505310	0.1292177	0.1865727	0.2457846	1.0721881	0.0034179	0.4203969	0.9499576	0.0391651	0.6444315
650	0.9144796	0.1103436	0.1906671	0.2170630	0.9884416	0.0174079	0.4573973	0.8690526	0.0632406	0.6774643
700	0.9140341	0.0900530	0.2073871	0.2210128	0.9103176	0.0149206	0.5122906	0.9686021	0.0705532	0.6312692
750	0.9652503	0.1082820	0.2080161	0.2401236	0.9800038	0.0166088	0.4617256	0.9855820	0.0627575	0.6344654
800	0.9626327	0.1251043	0.2505509	0.2626625	1.0304372	0.0280512	0.4791110	1.0118897	0.0522812	0.6436009
850	0.8969355	0.1389430	0.2658802	0.2468099	0.9834591	0.0220133	0.4504589	0.9518206	0.0606405	0.5602824
900	0.8885853	0.1101045	0.2530544	0.2250598	0.9685445	0.0299520	0.3931132	0.9150481	0.0531760	0.5841607
950	0.8984489	0.0854813	0.2609399	0.2077819	0.9761103	0.0670811	0.4514252	0.9512411	0.0882900	0.5836690
1000	0.9249834	0.0715286	0.2486237	0.2661389	0.9849318	0.0385270	0.4384469	0.9230344	0.0665727	0.6531134

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.9365528	0.1590905	0.2366525	0.2472072	1.0473477	0.0281337	0.3501728	0.9847299	0.0852888	0.6738476
100	0.8701686	0.2511641	0.2736186	0.2559534	0.9477290	0.0296967	0.2450190	1.0711583	0.0872042	0.7069266
150	0.8432928	0.3035008	0.3515140	0.2779503	0.9165371	0.0243298	0.2279468	1.0133479	0.0576178	0.6294621
200	0.8394510	0.3538970	0.4037002	0.3182878	0.9253401	0.0274582	0.1792756	0.9804264	0.0814335	0.6119052
250	0.7882550	0.3105106	0.3476661	0.3362770	0.8998946	0.0162846	0.2125742	0.9902432	0.0977904	0.6091028
300	0.8089277	0.3607294	0.3343263	0.2917855	0.8945653	0.0070822	0.2653376	1.0550282	0.0910546	0.6533533
350	0.7796040	0.3775510	0.3266209	0.2536359	1.1031314	0.0089986	0.2269210	1.0573547	0.0704701	0.6090096
400	0.7976251	0.2793631	0.3777080	0.2406538	1.1015085	0.0147007	0.2267327	1.0569378	0.0748919	0.6335715
450	0.8147565	0.3234947	0.3403185	0.2764864	0.9815533	0.0183087	0.2549294	1.0452496	0.0889852	0.5437970
500	0.8738793	0.3868702	0.3316753	0.3339967	0.9683010	0.0171040	0.2405422	1.0750167	0.1060863	0.5991790
550	0.7775524	0.3225553	0.2893035	0.2981502	0.9151904	0.0189626	0.3010509	0.9824136	0.0996605	0.6383575
600	0.8129665	0.2226777	0.2325210	0.3062716	1.0941998	0.0222813	0.3498496	0.9700142	0.0910424	0.6699634
650	0.9267074	0.1486512	0.1913202	0.3173167	1.0364372	0.0483712	0.4157813	0.9754680	0.0672609	0.6485986
700	0.8962912	0.1060554	0.1871870	0.2505791	0.9751852	0.0422481	0.4537212	0.9609369	0.0652676	0.7465598
750	0.9279713	0.1099194	0.1629963	0.2375316	0.9337034	0.0371865	0.4888665	0.9638389	0.0732888	0.7485617
800	0.9054692	0.0853852	0.1586495	0.2630619	1.0869329	0.0197328	0.3883919	0.9753473	0.0747687	0.6578549
850	0.9532119	0.1294163	0.1418541	0.2333239	0.9729144	0.0145676	0.4120745	1.0227036	0.0737367	0.7325167
900	0.9582533	0.0969736	0.2153907	0.2707390	0.9234299	0.0204435	0.4329639	0.9497124	0.0764409	0.6708599
950	0.9902246	0.1052471	0.2297070	0.2570960	0.9222922	0.0218056	0.4003383	0.9227703	0.0963543	0.6334238
1000	1.0064960	0.0813125	0.1963588	0.3244107	0.9573431	0.0365391	0.4076030	0.8183531	0.1002171	0.6224586

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8931899	0.0833932	0.2811607	0.2259594	1.0715696	0.0092699	0.3719570	0.9552586	0.2730991	0.7739912
100	0.9453793	0.0554928	0.3487889	0.3180236	0.9952735	0.0153380	0.4105833	0.8843008	0.5352738	0.7794628
150	0.9502026	0.0945262	0.3924982	0.2511741	0.9989386	0.0121474	0.3861459	0.8720490	0.6784004	0.8303066
200	0.8794720	0.1614481	0.5357678	0.3117842	1.0203974	0.0008920	0.3193282	0.7795328	0.7693600	0.8923171
250	0.8267836	0.2244642	0.6060655	0.2250486	0.9821412	0.0075550	0.2725665	0.7474771	0.6694993	0.8717112
300	0.8242603	0.2433065	0.5888600	0.2268205	1.0081940	0.0072190	0.2620051	0.6875732	0.7096098	0.9337705
350	0.8006401	0.3127848	0.6134367	0.2266124	0.9939484	0.0074975	0.2511721	0.6707639	0.7693345	0.9230902
400	0.8544480	0.2666849	0.6120255	0.2035295	1.0257196	0.0037745	0.2022634	0.6860152	0.7497217	1.0246068
450	0.8646405	0.3079327	0.5718263	0.2446219	0.9730906	0.0052267	0.1732036	0.6123776	0.6808271	1.0481319
500	0.8344183	0.2496499	0.5123775	0.2781952	1.0885880	0.0056076	0.2652827	0.6592016	0.7816093	0.9762479
550	0.8062530	0.2724006	0.4458488	0.2357285	1.2034193	0.0016179	0.2163539	0.5881482	0.5814376	0.8803676
600	0.9011427	0.2400952	0.3355783	0.2839485	1.1562991	0.0048372	0.2368538	0.5449268	0.3243620	0.6920416
650	0.8801264	0.2285070	0.2773118	0.3255845	1.1485565	0.0125552	0.2976795	0.7006435	0.2364902	0.6259819
700	0.7564434	0.1439024	0.2243977	0.2706958	1.0516491	0.0185383	0.3487743	0.7866970	0.1366194	0.6670223
750	0.8019769	0.1268758	0.1886797	0.2550521	1.0452487	0.0120416	0.4554496	0.8011570	0.1137268	0.6284262
800	0.9120082	0.1225587	0.1678720	0.2805140	0.9931429	0.0200613	0.4363160	1.0066135	0.0744370	0.6388309
850	0.9612865	0.0922899	0.2060756	0.2943376	0.9456570	0.0230978	0.3833670	1.0277979	0.0790539	0.6668641
900	0.8924958	0.0790742	0.2225525	0.2272704	0.9344782	0.0190028	0.3557729	1.1418054	0.0544024	0.6377846
950	0.9223622	0.0965641	0.2448648	0.2646760	0.9333299	0.0139459	0.3140820	1.0595506	0.0664727	0.6183906
1000	0.9891481	0.1063147	0.2737977	0.3171906	0.9786202	0.0210956	0.3385145	1.0382912	0.0716424	0.6159924

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.9528617	0.0960457	0.1090885	0.2818141	0.9515156	0.0222024	0.4586419	0.9256965	0.0640015	0.6662336
100	1.0659721	0.1075737	0.1388201	0.2821850	0.9950570	0.0216161	0.4369371	0.9465807	0.0645480	0.6246850
150	0.9236443	0.1131534	0.1573603	0.2855766	0.9875498	0.0230117	0.3442223	1.0315366	0.0567092	0.6078763
200	1.0149497	0.1147907	0.1719638	0.3379057	0.9753776	0.0261376	0.3774701	0.9549848	0.0866664	0.6656615
250	1.0138362	0.1186646	0.1762839	0.3219760	1.0695233	0.0171055	0.4340316	0.9544912	0.0853150	0.7073496
300	1.0017987	0.1099013	0.1745342	0.3015979	1.0626323	0.0087886	0.4225019	1.0614731	0.0828852	0.5660784
350	1.0048004	0.1020192	0.1798996	0.2617659	0.9622780	0.0109094	0.4146560	1.0638974	0.0825926	0.5318124
400	0.9590602	0.1482543	0.2118568	0.2593873	1.1146754	0.0087232	0.4336494	1.0351374	0.0692594	0.6651233
450	0.9378937	0.1504123	0.1847791	0.2542502	0.9810274	0.0082318	0.4241069	1.0475844	0.0673618	0.6253410
500	0.8721732	0.1009059	0.2069087	0.2697539	1.1527783	0.0088243	0.4116365	1.0584897	0.0923365	0.6524008
550	0.9134775	0.1246675	0.2513670	0.2789325	0.9954417	0.0118315	0.4527938	1.0352803	0.0846216	0.6719778
600	0.9049147	0.1392054	0.2157000	0.2991570	1.1051861	0.0112598	0.4154780	1.0570797	0.0821957	0.6898776
650	0.8385771	0.1217005	0.1948709	0.2537969	1.0419575	0.0169703	0.4881383	0.9601451	0.0850072	0.6785323
700	0.8612697	0.1050134	0.1758925	0.2766385	0.9119707	0.0199508	0.5042513	0.8631551	0.0931643	0.7346200
750	0.8609358	0.0947245	0.1597177	0.3086600	0.9937234	0.0099269	0.4919240	1.0032663	0.1027597	0.6466586
800	0.8746374	0.1163742	0.1907958	0.3123325	0.8914080	0.0200797	0.4808119	1.0033970	0.1132796	0.6398411
850	0.8969393	0.1479822	0.1870079	0.3091561	1.1098365	0.0346260	0.4680717	1.0005184	0.0925013	0.6177559
900	0.9575767	0.1292651	0.2154020	0.2476468	1.0531831	0.0303559	0.4171365	1.0118745	0.0821933	0.6551347
950	0.8640536	0.1180720	0.1744696	0.2245499	1.0043112	0.0260304	0.4699047	1.1005596	0.0873504	0.6936368
1000	0.9474065	0.1086062	0.2238110	0.2639218	0.9056642	0.0431332	0.4148962	1.0213148	0.0938057	0.6248882

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8483912	0.1182103	0.1639438	0.3320203	0.9220422	0.0266360	0.4136018	0.6913100	0.0853526	0.6912021
100	0.8533843	0.1502338	0.1650873	0.2590332	1.0064989	0.0182153	0.4333805	0.5033808	0.0922432	0.7294858
150	0.8210516	0.1060974	0.1726382	0.2258714	0.9341041	0.0134051	0.4165961	0.3922821	0.0564131	0.7703870
200	0.9030699	0.1173085	0.1439722	0.2325486	1.0489567	0.0250501	0.4466216	0.3491605	0.0551433	0.7985511
250	0.8856557	0.1091498	0.1817407	0.1828934	0.9630883	0.0239460	0.4346591	0.2821249	0.0544895	0.6953654
300	0.9611584	0.1286684	0.2853690	0.1804339	1.0106745	0.0336509	0.4221438	0.2672977	0.0613331	0.7155130
350	0.9295368	0.1498968	0.3417026	0.2053878	1.0884012	0.0198638	0.4127283	0.2805771	0.0595463	0.6944274
400	0.9332787	0.1311850	0.4030792	0.1886683	0.9119396	0.0211172	0.3999029	0.2678537	0.0315092	0.6808576
450	0.8665527	0.2057043	0.3996880	0.2404142	0.8912590	0.0392157	0.3398328	0.2987350	0.0557549	0.5887254
500	0.8035553	0.1992644	0.3471299	0.2530233	0.9471342	0.0445815	0.4648193	0.2838306	0.0889398	0.5653318
550	0.7883488	0.2022077	0.3470007	0.2491130	1.0302469	0.0460636	0.4264957	0.4736269	0.0800213	0.6252236
600	0.8227634	0.1782485	0.2144864	0.2728741	0.9907000	0.0346449	0.4416298	0.7355999	0.0591087	0.6442657
650	0.9152198	0.1525987	0.2026239	0.2593993	1.0207700	0.0407866	0.3896968	0.8223935	0.0611180	0.6687366
700	0.9376808	0.1311013	0.2013688	0.2718066	1.0398477	0.0344076	0.4162861	0.8928458	0.0537997	0.6761296
750	0.9183894	0.0913212	0.2123837	0.2442638	0.9351655	0.0207568	0.4348400	1.0252928	0.0461910	0.5949338
800	0.9532452	0.1212683	0.2074508	0.2661053	0.9460071	0.0146301	0.4211875	0.9942219	0.0563150	0.6056336
850	0.9952595	0.0870551	0.2160429	0.2694384	0.9668169	0.0275462	0.4170004	1.0599394	0.0458710	0.5674430
900	1.0279301	0.0946830	0.2130718	0.2490465	1.0607853	0.0368858	0.4513003	0.9762986	0.0550461	0.6033316
950	0.9323350	0.0967055	0.2150333	0.2616939	0.8826246	0.0188042	0.4164330	0.9364551	0.0508355	0.6526657
1000	0.8665420	0.1064757	0.2034664	0.2641823	0.9531233	0.0198509	0.4566666	0.8787814	0.0836294	0.6641655

0	0.8733238	0.1029580	0.1882746	0.3036703	1.0602655	0.0303971	0.4063700	1.0032188	0.1000247	0.5884160
50	0.8049610	0.3361939	0.1938170	0.2975313	0.8867485	0.0339500	0.4441006	0.9753911	0.1877486	0.6625610
100	0.7505655	0.6009527	0.2174876	0.3434778	0.8043111	0.0179982	0.4388258	0.9373387	0.4304821	0.6087128
150	0.7220284	0.7540229	0.1362524	0.3366407	0.5504237	0.0174131	0.4914168	0.9076253	0.5045671	0.5736824
200	0.7123446	0.9690105	0.1475972	0.3944419	0.5823267	0.0188171	0.5946680	0.8243577	0.4810342	0.5612426
250	0.6624965	0.9478084	0.1139055	0.3948129	0.6588695	0.0130721	0.7080176	0.7988849	0.4889477	0.6067723
300	0.6137582	0.9075859	0.1109912	0.3735004	0.7227844	0.0109232	0.7864117	0.7931784	0.5533167	0.6328646
350	0.6058729	0.8558585	0.0948359	0.3692083	0.7339371	0.0104477	0.7673010	0.7979012	0.6233256	0.6674769
400	0.6027917	0.8163807	0.1272389	0.2967230	0.6358953	0.0042027	0.7772070	0.8433023	0.5641383	0.5651007
450	0.5782414	0.8392035	0.1288984	0.3671361	0.7272746	0.0086497	0.7579978	0.7938140	0.5514804	0.5476859
500	0.5981344	0.8616391	0.1116966	0.4014578	0.5933617	0.0076267	0.8070682	0.8072820	0.5693837	0.7014528
550	0.5559775	0.5749891	0.0977565	0.4001919	0.9077119	0.0046740	0.7299685	0.6957348	0.4321041	0.7242353
600	0.6934472	0.3166155	0.0717617	0.3642709	0.9457161	0.0121306	0.6240516	0.7450339	0.2816631	0.6981130
650	0.7131983	0.1765994	0.0860339	0.3322278	0.9387083	0.0101262	0.5094919	0.9156065	0.1550134	0.7561073
700	0.7291802	0.1606168	0.1291450	0.2713108	1.0395391	0.0239887	0.4758566	1.0033327	0.1073185	0.7554432
750	0.7974066	0.1112310	0.1492110	0.2923242	1.0754537	0.0150023	0.4284522	0.9473069	0.1022332	0.6772626
800	0.8910195	0.1288771	0.1325053	0.2896592	1.0488903	0.0204136	0.4665174	1.0169479	0.0982201	0.6819669
850	0.8612951	0.1164351	0.1428320	0.2541557	0.9932505	0.0150077	0.5340028	1.0412437	0.1001714	0.6209625
900	0.9521118	0.1308310	0.1653674	0.3059819	0.9972802	0.0306452	0.4714711	1.0520221	0.0714186	0.7162413
950	0.8731557	0.1235985	0.1936795	0.2797194	1.1008988	0.0150665	0.4092981	1.1440618	0.0789363	0.6832417
1000	0.9639354	0.0914500	0.1844765	0.2759910	1.0995800	0.0217864	0.3814315	0.9857527	0.0613292	0.6694112
