"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
800	0.0923694	0.5205485	0.7702964	0.0127831	0.1399303	0.3405901	0.4653837	0.1348244	0.6439955	0.7397767
850	0.0440855	0.6010197	0.7153992	0.0107694	0.1779432	0.2576657	0.4430410	0.1107228	0.5367654	0.6972216
900	0.0754977	0.5340497	0.7845337	0.0149564	0.1102486	0.3565240	0.5237049	0.0599039	0.6605645	0.7122433
950	0.0279665	0.5804979	0.7292005	0.0171245	0.1147732	0.3543185	0.4297665	0.0345435	0.7813757	0.8260021
1000	0.0533423	0.8712267	0.6824583	0.0165894	0.1405389	0.3133929	0.4143777	0.0865624	0.7620946	0.8145444

0	0.0428577	0.6469995	0.8704381	0.0133246	0.0920288	0.3854982	0.3823748	0.0355762	0.7783819	0.7798956
50	0.0313349	0.5993921	0.5872454	0.0084601	0.1907082	0.3612848	0.3390960	0.0273505	0.6496967	0.8837003
100	0.0147674	0.5697541	0.4498858	0.0176742	0.3074227	0.6579127	0.3928155	0.0588459	0.7419845	0.7218637
150	0.0234155	0.4435816	0.4319949	0.0401007	0.3074879	0.6563082	0.3157121	0.0543249	0.7010058	0.8117175
200	0.0262498	0.4475987	0.3964921	0.0352860	0.3152574	0.7229379	0.2614188	0.0735093	0.7214259	0.7933510
250	0.0221878	0.3760529	0.3464781	0.0400228	0.3869796	0.7334332	0.3862401	0.0592421	0.7717771	0.7248795
300	0.0547983	0.4540195	0.3818382	0.0346546	0.4460447	0.6787869	0.3412862	0.0610245	0.7216707	0.7955922
350	0.0640146	0.3432995	0.3114276	0.0486647	0.3610430	0.5977751	0.2854616	0.0395407	0.7988054	0.8404026
400	0.0215719	0.3451686	0.3768512	0.0699585	0.3564931	0.7080606	0.3366946	0.0384742	0.8743929	0.8386219
450	0.0583498	0.3747330	0.3692575	0.0589618	0.4529867	0.5956859	0.3459246	0.0540018	0.7297359	0.8268076
500	0.0433896	0.3556589	0.3028801	0.0671995	0.4227041	0.6828438	0.3149197	0.1007740	0.6899776	0.7120470
550	0.0437690	0.4402399	0.4326448	0.0453525	0.4191079	0.4661974	0.3577216	0.0365959	0.6761933	0.8305086
600	0.0435097	0.4655899	0.6043126	0.0408623	0.3186720	0.3525638	0.4684041	0.0549787	0.6816134	0.6902537
650	0.0746472	0.4782461	0.5522445	0.0443605	0.2460007	0.2708142	0.3847243	0.0391174	0.9007388	0.8166584
700	0.0739874	0.4367764	0.7941137	0.0534118	0.2080746	0.3392863	0.4193373	0.0205170	0.7444566	0.6770365
750	0.0456429	0.5844278	0.7245932	0.0999270	0.2147922	0.2730853	0.5377338	0.0575699	0.7385490	0.6813442
800	0.0290776	0.6737773	0.7215956	0.0127190	0.2059052	0.4025252	0.4946002	0.0325683	0.7412615	0.7557416
850	0.0784606	0.7881466	0.7154113	0.0307930	0.1165435	0.3243381	0.4845867	0.0466281	0.6948478	0.6665896
900	0.0221545	0.7263829	0.6984765	0.0316133	0.1643542	0.3127877	0.4422407	0.0457151	0.7334618	0.7909181
950	0.0343381	0.8076789	0.7582563	0.0262904	0.1320642	0.2644217	0.4128957	0.0323313	0.6534495	0.7653501
1000	0.0417064	0.6912561	0.7176070	0.0038441	0.2109453	0.3344969	0.3806270	0.0290537	0.7133720	0.8502314

0	0.0312092	0.6824967	0.6204802	0.0110823	0.1538146	0.3074972	0.4274396	0.0443544	0.8359288	0.7292164
50	0.0493563	0.6078311	0.7959362	0.0839495	0.1427254	0.3502982	0.3900610	0.0169847	0.8674802	0.8381740
100	0.0373989	0.7130401	0.6206599	0.1151230	0.1856466	0.3897882	0.3326578	0.0291911	0.8861754	0.8073799
150	0.0192384	0.6857155	0.6464668	0.1455379	0.3281377	0.5098317	0.3807537	0.0647810	0.8594978	0.7699089
200	0.0014382	0.5697093	0.6881049	0.1729394	0.2779947	0.6072832	0.4017411	0.0518742	0.7077881	0.8831792
250	0.0031762	0.6995475	0.5073809	0.1784645	0.3595657	0.6733389	0.5037629	0.0597476	0.7393705	0.7227881
300	0.0112468	0.5403602	0.6648249	0.2114862	0.4413976	0.6982203	0.5708195	0.0662372	0.6949273	0.7056634
350	0.0006625	0.6848911	0.4842356	0.1848714	0.4144154	0.6738457	0.3997017	0.0483910	0.7577336	0.6342514
400	0.0100761	0.5702116	0.5606803	0.2506748	0.4079924	0.5613837	0.4801186	0.0659356	0.6932505	0.7600863
450	0.0076677	0.5076839	0.5760055	0.2308980	0.3674009	0.6860692	0.4548532	0.0735288	0.6611307	0.6304771
500	0.0059845	0.4579306	0.4811831	0.1882423	0.4855950	0.6839853	0.4494436	0.0537637	0.6430578	0.6952283
550	0.0153856	0.5596802	0.3797674	0.1416829	0.4314344	0.4260482	0.4343233	0.0567344	0.6590741	0.7379405
600	0.0163644	0.4427190	0.5682700	0.1061988	0.3004979	0.4180678	0.5638247	0.0596903	0.7407206	0.6895618
650	0.0320040	0.5199369	0.5493375	0.1056723	0.3244960	0.3976986	0.4372242	0.0570112	0.6012600	0.6553400
700	0.0294063	0.5294142	0.5342591	0.0500633	0.2908358	0.3431187	0.3922022	0.0513805	0.7468594	0.7851701
750	0.0050464	0.5636028	0.5976675	0.0118617	0.2168098	0.3332908	0.3941636	0.0741115	0.7916625	0.7373170
800	0.0325943	0.7216144	0.7435165	0.0303812	0.1630771	0.2642907	0.5289329	0.0502534	0.7853676	0.6735921
850	0.0467715	0.6714161	0.6630616	0.0060806	0.2385168	0.3433867	0.3847213	0.0760222	0.6795775	0.7562182
900	0.0418573	0.6292436	0.8219620	0.0060861	0.2474546	0.3305250	0.4173032	0.0624694	0.7009241	0.6005660
950	0.0259081	0.6697045	0.7786843	0.0363309	0.1875174	0.3083786	0.3945834	0.0866759	0.7068559	0.7489213
1000	0.0806959	0.7051136	0.6525306	0.0131888	0.1332819	0.3445678	0.4521717	0.0207420	0.8145557	0.6845972

0	0.0257777	0.6008871	0.7734475	0.0133173	0.1178746	0.3697868	0.4660341	0.0439142	0.6864781	0.8454360
50	0.0686640	0.6083398	0.7558768	0.0121259	0.3509593	0.3034378	0.2716335	0.0449612	0.7168519	0.6940253
100	0.0683535	0.7342180	0.7556279	0.0392782	0.6459172	0.2381004	0.1862092	0.0455501	0.9286635	0.9337962
150	0.0472437	0.6201777	0.6579244	0.0981646	0.5669168	0.2503848	0.1485078	0.0654002	0.7514846	0.7787241
200	0.0234177	0.7969329	0.7521586	0.1589724	0.6551512	0.2834895	0.0956715	0.0385550	0.6077165	0.8014268
250	0.0435959	0.6175751	0.4332394	0.2521558	0.6128865	0.2840841	0.0792488	0.0571417	0.6960035	0.8572703
300	0.0323266	0.6020031	0.4304175	0.2336809	0.7445848	0.3061745	0.0506318	0.1148557	0.7014692	0.8494950
350	0.0517683	0.5678605	0.4048496	0.2684318	0.6271442	0.2919386	0.0557100	0.0985202	0.6124543	0.7522347
400	0.0454555	0.4988678	0.3501381	0.3138024	0.7418211	0.3627259	0.0686630	0.0515204	0.6902971	0.8155540
450	0.0972967	0.2634646	0.2873245	0.3078524	0.7435007	0.3581579	0.0465169	0.0435942	0.6788870	0.7507327
500	0.1713283	0.2661313	0.2272424	0.3784310	0.6977608	0.3235706	0.0840367	0.0435412	0.6555264	0.8121335
550	0.2453517	0.2506456	0.2727933	0.1875190	0.5636691	0.3546046	0.2751910	0.0798052	0.6456145	0.8985807
600	0.2645438	0.2904567	0.3721776	0.1422241	0.4636921	0.3246385	0.3376836	0.1144694	0.7076136	0.8069295
650	0.2140413	0.3759159	0.4767281	0.0986217	0.2506543	0.3823437	0.4117928	0.0547929	0.6995084	0.8531348
700	0.1277611	0.3955424	0.6477220	0.0307179	0.2023815	0.3036725	0.4638205	0.0852319	0.6968022	0.8218422
750	0.1583393	0.6609034	0.5645169	0.0253976	0.1839620	0.4056469	0.4328837	0.0389738	0.7945669	0.7589493
800	0.0793077	0.6347361	0.7537644	0.0387333	0.1844312	0.2771988	0.5382789	0.0629946	0.7558491	0.7609869
850	0.1126774	0.7217277	0.7081662	0.0237931	0.1532465	0.3370592	0.4607896	0.0714714	0.9449386	0.6864748
900	0.0282747	0.8242757	0.6501749	0.0189892	0.1975376	0.3469765	0.5239681	0.1154243	0.7342110	0.7260054
950	0.0360681	0.6820317	0.6895016	0.0240322	0.1267463	0.2542957	0.4172487	0.0253753	0.6811199	0.7191002
1000	0.0468194	0.6171608	0.5830261	0.0235657	0.2178855	0.2915250	0.4409002	0.0572430	0.7389240	0.7195824

0	0.0304802	0.7487468	0.7133421	0.0201701	0.1657986	0.3014389	0.4665161	0.0558420	0.7971617	0.7369931
50	0.0155934	0.6982108	0.5908668	0.0071563	0.2308724	0.5251651	0.4543725	0.0227248	0.8268220	0.6883628
100	0.0241855	0.7093282	0.3505735	0.0125816	0.4850673	0.6188250	0.4628127	0.0070468	0.7749616	0.7376247
150	0.0247767	0.5298515	0.2068766	0.0410359	0.4749673	0.6760534	0.4508825	0.0053859	0.6984070	0.8321257
200	0.0145122	0.3876328	0.0732749	0.0643577	0.5303396	0.6716350	0.6250202	0.0085490	0.7811398	0.7893270
250	0.0257884	0.3659200	0.0550695	0.0873353	0.4411276	0.5755295	0.5444939	0.0040516	0.8328394	0.7406283
300	0.0146662	0.3413670	0.0331523	0.2171960	0.6628783	0.6773522	0.7761291	0.0027757	0.6352036	0.6113292
350	0.0373359	0.3604175	0.0730809	0.1716305	0.5005225	0.6805032	0.7258460	0.0018051	0.7182592	0.9757790
400	0.0273653	0.4176654	0.0331778	0.1751985	0.5887617	0.7856542	0.6252657	0.0086917	0.6556564	0.8467084
450	0.0234760	0.3489079	0.0247589	0.1836265	0.4688857	0.7648151	0.7660847	0.0050750	0.6123752	0.8041615
500	0.0238028	0.4497746	0.0104706	0.2086830	0.6254771	0.6694072	0.8324122	0.0025877	0.8819886	0.7708910
550	0.0233711	0.2701443	0.0995854	0.2136903	0.4306662	0.3471657	0.7808320	0.0088369	0.6587893	0.7215324
600	0.3099607	0.0837803	0.2539012	0.1317471	0.3038557	0.2072149	0.7035110	0.0331786	0.7742018	0.6111523
650	0.4961970	0.1953303	0.4668650	0.1164969	0.1675324	0.2373820	0.7173507	0.0616843	0.6761244	0.5899398
700	0.5084619	0.3078779	0.6261133	0.0229308	0.2243688	0.3013283	0.4453340	0.0572356	0.6501165	0.8297203
750	0.4718951	0.4989849	0.6540057	0.0241025	0.1436238	0.2394560	0.5562204	0.0343856	0.6892867	0.7549403
800	0.2354351	0.5475235	0.7481785	0.0136684	0.0852890	0.3960451	0.4313639	0.0661374	0.6815360	0.7476093
850	0.1285927	0.6697549	0.6243111	0.0061574	0.1577183	0.2992715	0.5902205	0.0711073	0.6044699	0.7935493
900	0.0793271	0.9032171	0.7197855	0.0132523	0.1527751	0.3408630	0.4839201	0.0852511	0.6638231	0.8752199
950	0.0778437	0.7872509	0.6667970	0.0296813	0.2155676	0.2562430	0.5021733	0.0785472	0.7088875	0.6179182
1000	0.0398332	0.7579506	0.6744855	0.0105392	0.1477407	0.2975337	0.5750377	0.0506171	0.6675787	0.7162140

0	0.0215008	0.7972528	0.7096957	0.0257000	0.1282179	0.3364681	0.4692332	0.0370661	0.8029469	0.7628157
50	0.0349362	0.7187292	0.8617006	0.0191318	0.3450539	0.3275145	0.5102567	0.0932974	1.0114908	0.7283871
100	0.0202986	0.6396978	0.7200699	0.0513644	0.6649660	0.2582221	0.3843062	0.0464873	0.7055745	0.7314303
150	0.0051536	0.6867365	0.6607865	0.2046427	0.6284035	0.3233257	0.4366555	0.0645009	0.6602665	0.6914808
200	0.0010248	0.6062220	0.5040857	0.3072299	0.7814315	0.2901941	0.4676538	0.0552530	0.6725075	0.9036268
250	0.0022408	0.6373119	0.3708440	0.3744276	0.7761287	0.2371174	0.4311196	0.0410520	0.6019289	0.7688100
300	0.0131167	0.5079597	0.3799644	0.3691440	0.6680640	0.2463839	0.5013251	0.0398411	0.6627209	0.7291808
350	0.0044209	0.4908705	0.2227821	0.3189946	0.7325433	0.2258009	0.4747323	0.0719481	0.8201812	0.6779345
400	0.0476484	0.2260864	0.1909027	0.3696751	0.7634719	0.4079291	0.4925074	0.0588977	0.7475822	0.7599588
450	0.0826673	0.1600442	0.1596403	0.3346985	0.6364043	0.3191475	0.5184177	0.0892238	0.7569165	0.6568988
500	0.0720190	0.1071400	0.1740835	0.3054983	0.7475089	0.2768509	0.5618835	0.0312370	0.6641473	0.7635461
550	0.3375724	0.1037560	0.1711919	0.3520552	0.5586379	0.3096079	0.8063480	0.0484396	0.6782514	0.8812118
600	0.6538099	0.1277528	0.1459452	0.1593921	0.2843032	0.3582785	0.5543497	0.0401770	0.7329983	0.7977923
650	0.6816370	0.2523948	0.4756943	0.1292747	0.2299700	0.3226658	0.5246005	0.0469396	0.5929578	0.9075221
700	0.5123480	0.3979597	0.5215671	0.0457272	0.1504620	0.2695080	0.4308668	0.0829383	0.6525967	0.6945315
750	0.3176194	0.4672189	0.6502486	0.0127015	0.1709067	0.3358047	0.4738057	0.0951872	0.6387046	0.7754189
800	0.1688108	0.6326762	0.7637248	0.0113310	0.2428625	0.4231942	0.4851352	0.0884174	0.7180975	0.7674936
850	0.1273867	0.5951935	0.6918973	0.0382835	0.2686404	0.4638565	0.5289613	0.0921691	0.8223516	0.7986188
900	0.0308006	0.7237946	0.7842799	0.0307606	0.2019581	0.3988624	0.4350167	0.0416653	0.7829173	0.7338340
950	0.0245776	0.7812089	0.6377211	0.0251227	0.2774010	0.3971963	0.5176636	0.1119591	0.7063750	0.7858620
1000	0.0524116	0.7200362	0.7427755	0.0286341	0.3004991	0.3534068	0.4191670	0.0678653	0.8024394	0.7027788

0	0.0503753	0.7054952	0.5786474	0.0092583	0.1312723	0.3762426	0.4819679	0.0644000	0.6898266	0.7776757
50	0.0319044	0.7815567	0.7782081	0.1556749	0.1568337	0.3731296	0.4732033	0.0350340	0.7537299	0.5399554
100	0.0205380	0.6882158	0.8014776	0.2195672	0.1716329	0.3893431	0.4644875	0.0585687	0.7288155	0.5833909
150	0.0326968	0.6648033	0.4297414	0.2881305	0.2450054	0.3765569	0.3966556	0.0308764	0.6744704	0.7030100
200	0.0165113	0.5892676	0.4192530	0.4330205	0.2723313	0.2719124	0.4543075	0.0983876	0.6247325	0.7147171
250	0.0475435	0.4721153	0.2729356	0.3676019	0.2970006	0.3078423	0.4672542	0.0891063	0.6350982	0.8051431
300	0.0549440	0.2537757	0.2566571	0.2971628	0.2785578	0.2829111	0.5143910	0.0367163	0.8031769	0.7413752
350	0.2009192	0.1158373	0.2328771	0.3461092	0.2213932	0.3605189	0.6724396	0.0513222	0.7120592	0.6740845
400	0.3877130	0.1609913	0.2021129	0.3573855	0.2738444	0.3601425	0.5731643	0.0773225	0.6816992	0.7461648
450	0.5219495	0.1091343	0.1494561	0.4910172	0.2393364	0.4029423	0.5205867	0.0393928	0.5904036	0.7034938
500	0.6161605	0.0880765	0.1774071	0.3854594	0.2851470	0.3012285	0.5697245	0.0930219	0.6345955	0.8044843
550	0.7668164	0.0690220	0.2049371	0.1883120	0.2646174	0.3353270	0.6327610	0.1494347	0.7625990	0.6560234
600	0.6445004	0.1268083	0.3693894	0.1558456	0.1796637	0.3380255	0.6281926	0.0627505	0.7777009	0.7756284
650	0.6441010	0.1930945	0.3519298	0.0731517	0.2074548	0.3228416	0.5494110	0.0477849	0.7925266	0.7958191
700	0.6584649	0.2680014	0.4502944	0.0249549	0.2247071	0.4417913	0.4902666	0.0459051	0.7967805	0.7526807
750	0.3991513	0.5163404	0.6126606	0.0513015	0.2839443	0.4454280	0.5818178	0.0629918	0.7381498	0.7227152
800	0.2292079	0.5788936	0.7683985	0.0422913	0.2006709	0.2258693	0.5161937	0.0236003	0.7046276	0.7687270
850	0.1298969	0.6361914	0.5898920	0.0148200	0.1742728	0.3036868	0.3960301	0.0479165	0.7453671	0.9160815
900	0.1322164	0.7683301	0.8473702	0.0089219	0.1444033	0.3063445	0.4625537	0.0833481	0.7138045	0.8370619
950	0.0393333	0.6506815	0.7500565	0.0131511	0.1877047	0.4028071	0.4332621	0.0526022	0.7655974	0.7819976
1000	0.0575708	0.7320429	0.7387064	0.0257571	0.1544736	0.4049354	0.4649768	0.0506501	0.6521599	0.7918679

0	0.0246291	0.6317674	0.7830909	0.0173122	0.1563022	0.3823576	0.4200065	0.0802726	0.7117900	0.6759644
50	0.0343007	0.7896240	0.8462418	0.1288659	0.1536818	0.5018716	0.4128625	0.1139707	0.6453918	0.9406576
100	0.0182039	0.8100416	0.6965316	0.1764429	0.2657828	0.5561276	0.4104518	0.0288046	0.8001811	0.7540994
150	0.0235071	0.7817728	0.6394410	0.1356590	0.2940341	0.6440029	0.5348661	0.0455916	0.7348173	0.6865688
200	0.0131674	0.7015095	0.5361207	0.1498121	0.2581476	0.6612077	0.5042860	0.0505528	0.7701187	0.7389552
250	0.0230224	0.5738437	0.5782692	0.1607697	0.3897024	0.7285476	0.4528917	0.0478206	0.7652944	0.6245274
300	0.0086876	0.5539599	0.5958908	0.1817123	0.4243155	0.7002626	0.4133603	0.0966959	0.6954605	0.8846866
350	0.0324923	0.5417226	0.5423546	0.1958286	0.2821236	0.6390370	0.4622521	0.0695730	0.7015959	0.6720314
400	0.0327113	0.4574592	0.3816780	0.2504511	0.2707437	0.5501482	0.4214108	0.0419775	0.6791993	0.7578827
450	0.0161056	0.4314690	0.4184501	0.2284164	0.2753487	0.5607114	0.4592289	0.0403380	0.8653978	0.7402183
500	0.0169528	0.4911791	0.4380693	0.2302883	0.3208231	0.5305680	0.3956874	0.0537741	0.7592036	0.6586696
550	0.0356959	0.4848397	0.3894841	0.1305506	0.4409613	0.3725310	0.5172687	0.0459536	0.6234413	0.8397528
600	0.0380343	0.4532718	0.4891134	0.0682179	0.2311243	0.3114658	0.4748904	0.0264086	0.6234833	0.6420448
650	0.0951374	0.5156032	0.5984028	0.0442155	0.1796290	0.2989696	0.3818946	0.0435511	0.7751651	0.8107843
700	0.1020510	0.6339568	0.5903566	0.0253957	0.2077501	0.3020684	0.3347509	0.0453666	0.8207125	0.7459601
750	0.0798278	0.6044848	0.7185574	0.0256924	0.2347208	0.2940622	0.4655193	0.0438467	0.6893202	0.7252638
800	0.0361085	0.5266888	0.6212327	0.0150887	0.1612153	0.3568721	0.5104854	0.0310289	0.7693216	0.7811225
850	0.0241880	0.5200734	0.7196117	0.0177135	0.1571918	0.2516648	0.4306285	0.0371798	0.7593536	0.6993486
900	0.0522437	0.6199342	0.8174016	0.0107487	0.1628501	0.2994439	0.5126538	0.0725076	0.6228803	0.8128397
950	0.0670187	0.8202802	0.6245009	0.0327096	0.1412481	0.2978292	0.4112441	0.0506327	0.6797581	0.8783568
1000	0.0392046	0.7366098	0.7607796	0.0241967	0.1678757	0.4002684	0.5089963	0.0741238	0.6725355	0.8657472

0	0.0385791	0.6315079	0.7499042	0.0106785	0.1007899	0.3880500	0.3669034	0.0601916	0.8478837	0.7537829
50	0.0383487	0.7434479	0.5884150	0.2249654	0.1815643	0.2646307	0.2675430	0.0645434	0.6525526	0.7454625
100	0.0221319	0.6135386	0.4713816	0.4030268	0.1546655	0.2140971	0.1821188	0.0168014	0.6938209	0.7751607
150	0.0729168	0.5080643	0.2536580	0.5741673	0.1055420	0.1459343	0.1773324	0.0025275	0.6133178	0.9178469
200	0.2116570	0.3220254	0.1544036	0.5738114	0.1546677	0.0866733	0.1258861	0.0001736	0.6128741	0.7789897
250	0.3932376	0.2260365	0.0678832	0.4880409	0.0581663	0.0465259	0.2029214	0.0000000	0.7218742	0.7154063
300	0.4603816	0.1874385	0.0815818	0.5492766	0.0526050	0.0205372	0.1858363	0.0000003	0.6823791	0.6695104
350	0.7101622	0.1956374	0.0349344	0.4387571	0.0429803	0.0286434	0.3027680	0.0001239	0.6682653	0.7136067
400	0.7546571	0.1393149	0.0181640	0.6271634	0.0589377	0.0338102	0.3186513	0.0004097	0.6486979	0.6535065
450	0.6657538	0.1538593	0.0500284	0.5470323	0.0302787	0.0274942	0.2385102	0.0009068	0.7755149	0.7889546
500	0.7578491	0.1417802	0.0466465	0.5340503	0.0149814	0.0584143	0.3607248	0.0020916	0.8348353	0.7139472
550	0.7879192	0.1410724	0.0276151	0.3979132	0.0432013	0.0768149	0.4222967	0.0147123	0.6241881	0.7883024
600	0.7698260	0.0458582	0.1484089	0.1717161	0.0345311	0.1268914	0.5267653	0.0306399	0.6423559	0.6822654
650	0.7239543	0.0800466	0.2232367	0.0866976	0.0232048	0.2155706	0.5332599	0.0632322	0.7007141	0.8550255
700	0.6751949	0.3134893	0.5240649	0.0316121	0.0776695	0.2834559	0.5280569	0.0790565	0.7330422	0.6971712
750	0.4549753	0.3976524	0.6039888	0.0505059	0.1419266	0.4788597	0.5090550	0.0502550	0.5273519	0.7471390
800	0.2273212	0.5980180	0.6137235	0.0140089	0.2114906	0.3005108	0.4748513	0.0319963	0.6380377	0.7406321
850	0.1384098	0.4993877	0.6885600	0.0149364	0.1455339	0.3329223	0.3796916	0.0662499	0.7638058	0.7673493
900	0.0899682	0.6254293	0.6084288	0.0136115	0.1961609	0.3331780	0.4496570	0.0280554	0.8705244	0.6749329
950	0.0515718	0.6016614	0.7376685	0.0262805	0.1724862	0.1984837	0.4349585	0.1078659	0.7587692	0.6851242
1000	0.0638648	0.6858472	0.7218548	0.0047156	0.1751203	0.2924587	0.5094029	0.0324020	0.7374782	0.7844331

0	0.0275071	0.6920311	0.8108012	0.0178021	0.1449670	0.4312740	0.4372309	0.0691022	0.7662669	0.7833365
50	0.0246638	0.5842537	0.6533693	0.0245411	0.1860808	0.2431572	0.4663005	0.0473466	0.7767049	0.6205994
100	0.0182751	0.8275459	0.7394095	0.0027864	0.1415089	0.2683263	0.4170780	0.0250743	0.8426632	0.7000678
150	0.0343427	0.7255995	0.6428931	0.0127059	0.1327192	0.2258366	0.3686355	0.0014805	0.6548829	0.8487675
200	0.0460569	0.6650077	0.6981554	0.0330142	0.1056261	0.1504621	0.3851228	0.0044026	0.6817786	0.8949664
250	0.0733822	0.7740016	0.8400543	0.0082835	0.0630225	0.0816380	0.4146719	0.0056464	0.8159963	0.8134314
300	0.1973682	0.6872452	0.7001543	0.0058740	0.0711277	0.0870874	0.3967379	0.0005334	0.7960713	0.8812562
350	0.3087547	0.6403244	0.7742870	0.0098195	0.0468136	0.0746920	0.4447862	0.0028748	0.7519681	0.7754698
400	0.4723289	0.6900997	0.7833500	0.0042459	0.0495023	0.0560593	0.4471300	0.0040506	0.6753501	0.7982064
450	0.5878283	0.7569128	0.6588067	0.0003259	0.0310751	0.0177947	0.4703944	0.0019196	0.7899020	0.9008210
500	0.5919646	0.5727331	0.6352696	0.0034148	0.0279152	0.0519029	0.4179008	0.0000361	0.8003036	0.8332097
550	0.6134837	0.6220210	0.6998681	0.0051969	0.0295699	0.0521299	0.5024289	0.0169598	0.6719881	0.8794388
600	0.6602438	0.5542167	0.7906329	0.0018236	0.0155441	0.1243746	0.4445858	0.0222970	0.7105258	0.8837169
650	0.3245774	0.7405766	0.8275857	0.0441836	0.0329611	0.1873988	0.4475447	0.0379570	0.7259236	0.6116708
700	0.2857580	0.7494958	0.7100796	0.0196118	0.0407361	0.2639372	0.3694402	0.0404490	0.7998417	0.5540828
750	0.1354003	0.6988992	0.7621888	0.0253770	0.1044823	0.3551478	0.4015715	0.0632033	0.7822139	0.7023544
800	0.0734809	0.5888892	0.9718372	0.0082516	0.1598956	0.4297213	0.3726629	0.0452076	0.5927200	0.7461557
850	0.0718986	0.6268075	0.8300255	0.0079750	0.2043689	0.4162780	0.5301115	0.0836294	0.6859319	0.7391039
900	0.0760560	0.7855363	0.7055360	0.0539933	0.2567319	0.4197383	0.4186079	0.0719809	0.7554959	0.7794370
950	0.0053090	0.6019941	0.8150490	0.0344749	0.1535489	0.3524932	0.4218457	0.0625693	0.8885520	0.8112607
1000	0.0229928	0.7219543	0.8394291	0.0101908	0.1953707	0.3814808	0.4180995	0.0612285	0.8696351	0.7558209
