"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
450	0.3065442	0.4200634	0.4063322	0.9234750	0.6285149	0.6247293	0.7824314	0.1327640	0.6380336	0.7692220
500	0.3441574	0.5857690	0.4405511	0.7794498	0.6393841	0.7411101	0.7577449	0.1065436	0.5058701	0.7577627
550	0.3329261	0.4898935	0.4279061	0.7277672	0.6923435	0.6113196	0.7055425	0.4363936	0.6244127	0.6662834
600	0.3539254	0.3769295	0.4163868	0.7905413	0.6314034	0.6709413	0.6197323	0.5692190	0.7449138	0.6714307
650	0.4615250	0.5624630	0.4329194	0.5996346	0.7006571	0.7308875	0.7343440	0.6738578	0.7083118	0.7247525
700	0.3543841	0.4414128	0.4006939	0.6165895	0.6870283	0.7053316	0.7005967	0.7712482	0.8207916	0.6949593
750	0.5508426	0.5000307	0.4730626	0.5684054	0.6965147	0.8164345	0.6892853	0.6849624	0.6768929	0.5667452
800	0.4597493	0.5322301	0.3754341	0.7629713	0.5974258	0.8419964	0.6789178	0.7305233	0.7878443	0.7329596
850	0.4364796	0.5265810	0.3943314	0.6964455	0.8072781	0.6979902	0.6677821	0.6772394	0.8216330	0.7118342
900	0.4049637	0.4648306	0.4641228	0.6848672	0.8305569	0.7952261	0.7427717	0.7638271	0.6501575	0.8567941
950	0.3875807	0.4825604	0.4133265	0.7680449	0.7946009	0.7309021	0.8012582	0.8256981	0.5933026	0.6494549
1000	0.4415546	0.4753326	0.3771267	0.6873112	0.7277118	0.7499432	0.9287355	0.7731913	0.7416105	0.6344917

0	0.4971497	0.4764018	0.5149855	0.8397295	0.7983966	0.7523411	0.7397351	0.7173376	0.6919020	0.7236918
50	0.3759873	0.5949795	0.4259229	0.7381492	0.8452814	0.8435293	0.6996194	0.7013431	0.6373913	0.9338028
100	0.3373884	0.5106676	0.3708377	0.8322460	0.7062015	0.8290147	0.6479025	0.6642701	0.3731997	0.7649246
150	0.3620605	0.4844358	0.3553431	0.6573709	0.7438148	0.7959288	0.4166916	0.8488978	0.2767807	0.7139957
200	0.4136203	0.4865779	0.4214674	0.7015787	0.7419155	0.7383804	0.5127245	0.8785436	0.2380210	0.8408071
250	0.3890704	0.4706685	0.3466329	0.7608305	0.8502955	0.7209278	0.5883744	0.7003917	0.2567239	0.6008669
300	0.5167693	0.4418742	0.4176130	0.6411602	0.6524285	0.6718243	0.4271362	0.7576311	0.2282460	0.7200166
350	0.4758935	0.4066548	0.3940730	0.6831401	0.8651186	0.7108486	0.4807445	0.6223655	0.1561976	0.7150154
400	0.4771340	0.5040978	0.4321028	0.7166891	0.7642458	0.5831888	0.6359431	0.7354111	0.1768822	0.7135168
450	0.4294966	0.5262907	0.4654714	0.6330659	0.7653540	0.7089634	0.4284452	0.6609809	0.2196871	0.8066681
500	0.4026159	0.3882286	0.4256118	0.7870165	0.7151869	0.6431594	0.4700103	0.5969861	0.1578112	0.7366682
550	0.4111624	0.3919537	0.3370046	0.8335635	0.7214485	0.7020012	0.6321439	0.7374938	0.4473631	0.6933919
600	0.4903796	0.3991630	0.4035518	0.6320646	0.7264938	0.6623952	0.6520334	0.7978869	0.6664047	0.7264042
650	0.4559777	0.4132749	0.4622833	0.8158557	0.7027691	0.7726639	0.7844832	0.7680334	0.7898218	0.7648255
700	0.4379157	0.4740435	0.4832400	0.7841274	0.6793829	0.9725929	0.5647683	0.7054570	0.6807833	0.8113942
750	0.4219594	0.3451850	0.4755406	0.6702994	0.7392972	0.8651248	0.7119130	0.8451739	0.6926124	0.7396749
800	0.4373298	0.4078844	0.3986390	0.6540782	0.6806953	0.6822607	0.6258813	0.7639906	0.7017836	0.7162260
850	0.4943881	0.4262520	0.3709227	0.6926123	0.6822030	0.6913709	0.7227218	0.6077939	0.6998423	0.8009635
900	0.5027291	0.4974116	0.4389551	0.6813813	0.6654458	0.5966336	0.7810379	0.8266683	0.7071575	0.6503755
950	0.4704302	0.3261197	0.4795030	0.6256577	0.7436393	0.9327857	0.7526730	0.8566330	0.8142059	0.6713084
1000	0.5191805	0.4339706	0.4129354	0.7395492	0.6548236	0.8769547	0.5798623	0.6926316	0.6568045	0.8117907

0	0.4931510	0.4328010	0.5197454	0.7105110	0.8360156	0.7202415	0.6754692	0.7542700	0.6841992	0.6267845
50	0.4230022	0.4604329	0.4455149	0.5914024	0.5022489	0.7562082	0.7237918	0.8233492	0.8134017	0.6714411
100	0.3140302	0.5495261	0.4705585	0.7152225	0.5303620	0.8441096	0.7373222	0.6314166	0.7868132	0.7837257
150	0.3921998	0.6215842	0.4244927	0.6615517	0.4400480	0.6409486	0.6100705	0.8587123	0.7906725	0.6863576
200	0.2623038	0.6437268	0.5237928	0.7995825	0.5550636	0.7911452	0.8438131	0.8028729	0.7432380	0.7517432
250	0.2311447	0.5915127	0.4897341	0.8273317	0.4888769	0.8890281	0.8630945	0.9011476	0.8347258	0.7104162
300	0.1994632	0.6059493	0.5943104	0.7488954	0.6860169	0.7962170	0.7486176	0.7016015	0.6558594	0.8088173
350	0.2492318	0.7259166	0.5353671	0.7853867	0.5703283	0.7854380	0.8085309	0.7527131	0.7365142	0.5874645
400	0.2085799	0.6937149	0.5374623	0.6703525	0.5446267	0.5616907	0.8437052	0.5294233	0.8230686	0.7340373
450	0.2544449	0.6419320	0.4776846	0.7294006	0.5134917	0.7218581	0.6976607	0.5867183	0.7515726	0.7570585
500	0.2005035	0.6305500	0.5894895	0.7022671	0.5354311	0.6434126	0.5761534	0.7790184	0.7279968	0.7389120
550	0.2239528	0.5508137	0.4186728	0.6878397	0.5490965	0.5905151	0.5563334	0.7828680	0.8219309	0.8339082
600	0.3439807	0.5024305	0.4783883	0.8299179	0.7962943	0.6999614	0.6795999	0.6780369	0.8333527	0.6079147
650	0.3229219	0.5730111	0.4354223	0.9248944	0.8193707	0.6319825	0.6385746	0.7023242	0.7333915	0.7805025
700	0.3640164	0.4693272	0.5082202	0.7525728	0.8151388	0.6926434	0.7274662	0.5702094	0.6140339	0.6721305
750	0.4192450	0.5034082	0.5475458	0.6761515	0.8641080	0.7146589	0.7401517	0.7515196	0.8187906	0.6667740
800	0.3782610	0.5269675	0.4119166	0.7158821	0.7793555	0.7059509	0.7092090	0.7155612	0.7461719	0.6900100
850	0.4827232	0.5266882	0.3420087	0.7419156	0.7639598	0.5490176	0.6613110	0.7367985	0.8643814	0.8555640
900	0.4650047	0.5174826	0.4203942	0.7793043	0.7798809	0.6498590	0.7238427	0.8783928	0.9011750	0.6684287
950	0.4452258	0.5440630	0.4353464	0.7606028	0.8134932	0.6888083	0.7242016	0.6356457	0.7345993	0.6612764
1000	0.3794715	0.5016064	0.4226769	0.7076610	0.7121518	0.6636510	0.8416403	0.6419519	0.6896307	0.6806205

0	0.6160452	0.3925785	0.3809016	0.7733665	0.9453040	0.7474021	0.7834025	0.6166535	0.6500941	0.8268624
50	0.3403931	0.4535019	0.4338558	0.5106149	0.7127312	0.7658795	0.6587233	0.7633711	0.6026734	0.7554088
100	0.3636692	0.4451303	0.3551131	0.2676431	0.7467771	0.6564849	0.4481209	0.7145172	0.6795298	0.6970048
150	0.3808637	0.3078355	0.2614481	0.2154407	0.5878049	0.7416335	0.4444821	0.5775081	0.6205604	0.7637611
200	0.3447474	0.3927580	0.2641746	0.2697690	0.7366728	0.8558390	0.4597792	0.7972557	0.6620730	0.8018770
250	0.4184809	0.2666748	0.1722282	0.4472672	0.6745961	0.8713930	0.4333072	0.7719193	0.6059343	0.8665528
300	0.5708243	0.1579735	0.2258660	0.2983242	0.9421588	0.7837687	0.4351356	0.7050569	0.7011951	0.7998422
350	0.3607982	0.1487366	0.1794019	0.3299908	0.8489032	0.8195686	0.3340619	0.6627325	0.8456645	0.6506056
400	0.4654844	0.1214523	0.1924300	0.2974719	0.8478111	0.7510867	0.3694321	0.6882417	0.6151417	0.7382998
450	0.4586524	0.1173517	0.1618773	0.3388833	0.8188764	0.9415798	0.4148908	0.6356258	0.6477491	0.7576863
500	0.4364452	0.0930740	0.1721378	0.2902426	0.6884908	0.6538780	0.3681389	0.8482341	0.6689525	0.7012856
550	0.4463846	0.0985260	0.1958689	0.4885249	0.6872231	0.5639845	0.5100883	0.8149513	0.7307960	0.6302344
600	0.7302385	0.2267334	0.3403949	0.8208337	0.8537732	0.7534543	0.5459450	0.7484354	0.7775409	0.7757243
650	0.5946279	0.3342330	0.3564119	0.7440810	0.8129082	0.7304325	0.6416704	0.7665094	0.8044907	0.7161320
700	0.7001561	0.3773132	0.4963553	0.6881002	0.7575840	0.7634692	0.6639827	0.6073760	0.7183969	0.8919607
750	0.5432220	0.4985736	0.4091146	0.7977391	0.8674484	0.7204842	0.8838955	0.7547296	0.7943364	0.7598675
800	0.4451218	0.5163378	0.3773878	0.7189885	0.8501014	0.7658326	0.7677328	0.7074162	0.8122668	0.7855395
850	0.4180785	0.5721407	0.4747111	0.6440738	0.9034635	0.7199792	0.7377089	0.7384995	0.8259127	0.7832615
900	0.4085623	0.4508198	0.3948811	0.7944314	0.7961031	0.7628120	0.6419997	0.8498993	0.7303226	0.6501416
950	0.3600309	0.4269327	0.3571516	0.6640360	0.6964264	0.8255137	0.6400603	0.7956632	0.7402954	0.8156935
1000	0.3728712	0.3855310	0.3535229	0.7229080	0.7254901	0.6768376	0.6472078	0.7970081	0.6579779	0.7971909

0	0.4018445	0.4836495	0.4407823	0.7910386	0.9412598	0.6963628	0.6573805	0.6402552	0.7665951	0.7312926
50	0.4301440	0.4729329	0.5285132	0.6827248	0.7464893	0.8051807	0.7050187	0.7291131	0.7243095	0.6249989
100	0.3784844	0.5269931	0.5426324	0.6897475	0.6160019	0.8272395	0.8188148	0.7834624	0.6363338	0.7902839
150	0.3960822	0.5911946	0.6617626	0.7970919	0.7690224	0.8342293	0.5975679	0.6997180	0.6704358	0.7896380
200	0.3548746	0.6632324	0.6980574	0.9087365	0.5909510	0.7043201	0.7075959	0.8102421	0.7569321	0.7784771
250	0.2589969	0.6211312	0.7179125	0.9321413	0.7140285	0.6643535	0.5796037	0.7805970	0.7278520	0.7456396
300	0.2566848	0.5890625	0.5940921	0.6966567	0.7464879	0.7417919	0.7166952	0.6065818	0.6302533	0.7301223
350	0.3187628	0.7341983	0.6303529	0.7047567	0.6888733	0.6348408	0.7297333	0.6667432	0.7414407	0.7095537
400	0.2077158	0.6655800	0.7570388	0.6944890	0.6849122	0.8891101	0.6775432	0.6427933	0.6889944	0.7582751
450	0.2231996	0.5293356	0.6712979	0.6222302	0.6628826	0.7018553	0.5899720	0.6056913	0.8421879	0.6521013
500	0.2105725	0.4850936	0.6375106	0.8497985	0.7368090	0.6641372	0.6526202	0.8281869	0.7608452	0.7896974
550	0.2804295	0.6183617	0.5704631	0.6852211	0.7111966	0.7691481	0.6896320	0.7954957	0.8721342	0.8262263
600	0.3286816	0.4928254	0.4355121	0.7650844	0.5679855	0.8203974	0.7499150	0.6586878	0.6815927	0.6096023
650	0.2435569	0.5844186	0.4418824	0.7029558	0.8958325	0.7856940	0.6914741	0.7197317	0.7821240	0.6312809
700	0.3499078	0.3589949	0.4730622	0.6925077	0.5976609	0.7699107	0.7370430	0.7144184	0.7767316	0.7773190
750	0.3740216	0.3997590	0.3733137	0.6924997	0.5456604	0.7355673	0.8679248	0.6966001	0.5946901	0.7037888
800	0.4535778	0.2891889	0.3761636	0.6532848	0.6904562	0.6181376	0.6796799	0.7300836	0.8349524	0.8080867
850	0.4443179	0.4182377	0.4391004	0.7688128	0.7989689	0.7144957	0.7213404	0.7486720	0.7863274	0.7245013
900	0.6244073	0.4571814	0.5200765	0.7502006	0.7944454	0.6525323	0.6751309	0.8308508	0.7330486	0.7333626
950	0.4160983	0.3725259	0.4763236	0.8184797	0.7936930	0.8550937	0.7018520	0.6677686	0.7823735	0.7708107
1000	0.4894767	0.4143240	0.3994581	0.7467578	0.8759009	0.7226048	0.6974713	0.7842869	0.7026452	0.8107365

0	0.4849640	0.4325151	0.5196651	0.6864048	0.8342674	0.7968413	0.6408160	0.6177980	0.7811799	0.5883514
50	0.3472096	0.4516452	0.3598345	0.5893600	0.7531785	0.6857180	0.6406657	0.4838094	0.7506989	0.7794150
100	0.4224943	0.4916219	0.3099179	0.6936959	0.7034841	0.7913940	0.7792573	0.5375072	0.6765867	0.6877441
150	0.3960863	0.4172701	0.3212348	0.4230769	0.7619820	0.5913882	0.7803611	0.3511729	0.7833555	0.7034435
200	0.3712715	0.3884402	0.2705932	0.4070265	0.7899848	0.7069016	0.6152187	0.3049877	0.6712980	0.6214485
250	0.4790381	0.4669275	0.1898375	0.3997344	0.6297554	0.6427981	0.6897976	0.3553811	0.7486072	0.6504632
300	0.5003187	0.4918911	0.2952134	0.4719610	0.6854127	0.7860390	0.7316232	0.3244390	0.8129608	0.6949474
350	0.5849455	0.3535730	0.2961396	0.4291681	0.8175653	0.7013787	0.5870987	0.3609069	0.7011827	0.6250017
400	0.3882824	0.4011155	0.3638006	0.4478595	0.7511361	0.7207523	0.7287832	0.3702614	0.7865340	0.6435967
450	0.5458388	0.3552410	0.3396444	0.3427183	0.8320644	0.6723692	0.6997472	0.3394230	0.6301170	0.7637371
500	0.5344737	0.3812157	0.3125103	0.4587967	0.8299388	0.6594890	0.7562573	0.2583837	0.7395491	0.6699639
550	0.6255107	0.3719541	0.2746651	0.4937900	0.7417828	0.6735291	0.6575198	0.4507776	0.7871180	0.6836085
600	0.4512257	0.2869888	0.3882762	0.5911700	0.8340936	0.6289463	0.8297413	0.7357224	0.7113582	0.6789845
650	0.5934804	0.3630389	0.3545278	0.7582833	0.7774241	0.8349910	0.6761891	0.6160371	0.7528109	0.8612478
700	0.5336565	0.3660266	0.5252815	0.7060046	0.8405241	0.8423917	0.8192041	0.5401014	0.7661659	0.7628713
750	0.5525114	0.4048521	0.3476964	0.7235760	0.7805376	0.6481960	0.7409723	0.6504768	0.6718696	0.6934298
800	0.4729360	0.5005131	0.5650448	0.6843843	0.8608666	0.6883869	0.5722309	0.7755900	0.8474638	0.6362813
850	0.4380891	0.4729730	0.4433562	0.7521992	0.6521573	0.8363474	0.7016174	0.7656918	0.7640603	0.8751939
900	0.5130249	0.4841419	0.4397452	0.8061085	0.7424372	0.6923217	0.8172421	0.7582507	0.7053809	0.8124414
950	0.3611290	0.4921853	0.4503591	0.6951812	0.8029029	0.6769179	0.7827654	0.6830536	0.8882743	0.8477419
1000	0.5491319	0.6333289	0.4062853	0.6725535	0.7861221	0.8588545	0.7048693	0.8071681	0.7220752	0.6848775
