"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
400	0.6008789	0.1485970	0.8989538	0.8200101	0.8113708	0.9306589	0.0136311	0.8347378	0.7379241	0.8325806
450	0.7046137	0.1790133	0.9950427	0.8422421	0.7645598	0.9894330	0.0218849	0.9635297	0.8521902	0.7655866
500	0.7036990	0.1656712	0.8925104	0.8548768	0.8029509	1.0380553	0.0291741	0.8515439	0.8352999	0.7307617
550	0.6884313	0.1960141	0.9241507	0.7651210	0.8037069	0.9357781	0.0275260	0.8776410	0.7346722	0.5356696
600	0.6507762	0.1920587	0.9326521	0.6034544	0.7464526	0.9756084	0.0190148	0.8755003	0.6682080	0.3131518
650	0.6417944	0.2002435	1.0758200	0.5475995	0.7114856	0.9833863	0.0173580	0.9228126	0.5915249	0.1862284
700	0.6040808	0.2048725	0.9773853	0.4631881	0.6953669	0.9935820	0.0148730	0.8899428	0.4230861	0.1393709
750	0.7006795	0.1718670	0.9640649	0.4102194	0.7096389	0.9677665	0.0093210	0.7452463	0.3022494	0.0960183
800	0.6938438	0.1806986	0.8816142	0.3576024	0.5777066	1.0662469	0.0136341	0.6644185	0.2260428	0.0655639
850	0.6578938	0.2023639	1.0247668	0.3913396	0.5677754	0.9423828	0.0367050	0.7091493	0.1989920	0.0724107
900	0.6423603	0.1611419	0.9278528	0.3343211	0.5759844	1.0588965	0.0407955	0.6662969	0.1627310	0.0580251
950	0.6189655	0.1633291	1.0186476	0.2861006	0.5258755	1.0308936	0.0251633	0.6885132	0.1696744	0.0735686
1000	0.6280622	0.1368491	1.1698386	0.3066276	0.5013632	0.9478375	0.0142212	0.7446105	0.1815944	0.0775119

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6948334	0.1878954	1.0185822	0.4046522	0.4778068	1.0918401	0.0137831	0.6435592	0.1701021	0.0584777
100	0.6068914	0.1549631	1.0175030	0.4399475	0.5148684	1.1035459	0.0170907	0.6043215	0.1471448	0.0499380
150	0.5770555	0.1985829	0.9470877	0.3530283	0.5467044	1.0292994	0.0105238	0.6614658	0.1307500	0.0556411
200	0.6098822	0.1813366	0.9688362	0.2953879	0.4994221	0.9692867	0.0197381	0.6410017	0.1236885	0.0720429
250	0.6507177	0.1662761	1.0684503	0.3463414	0.5360939	1.0278117	0.0468049	0.6148522	0.1408184	0.0696366
300	0.6937670	0.1833339	1.0466486	0.3159089	0.5298177	1.0906262	0.0377779	0.7307896	0.1570760	0.0493722
350	0.6640038	0.1675504	0.9854146	0.3342626	0.5576669	1.0409555	0.0313856	0.6560579	0.1385443	0.0561411
400	0.6873805	0.1442845	1.0096505	0.3663130	0.5273701	1.0985018	0.0302330	0.6844798	0.1291367	0.0557523
450	0.6863459	0.1676177	1.0123151	0.4950220	0.6076534	1.0267454	0.0369128	0.6961351	0.1312855	0.0503978
500	0.7112685	0.1628381	0.9839901	0.4664617	0.6958339	1.0085013	0.0408104	0.5970094	0.1148767	0.0503725
550	0.7870144	0.1686952	0.9960525	0.4377972	0.6427443	0.9721435	0.0299523	0.5808991	0.1570466	0.0668137
600	0.6752853	0.1602764	1.0349463	0.4522361	0.6342412	1.0088158	0.0340369	0.5743222	0.1838912	0.0625853
650	0.6475216	0.1662698	0.9292443	0.4310409	0.5906837	0.9973161	0.0308625	0.7010755	0.1604549	0.0405378
700	0.6725913	0.2046893	0.9216695	0.4067898	0.5377774	0.9827609	0.0416802	0.6246406	0.1247126	0.0509617
750	0.6741128	0.2042797	0.9684174	0.3550302	0.6261577	0.9851803	0.0194572	0.5815304	0.1161639	0.0565390
800	0.6168322	0.1630792	1.0272097	0.3628128	0.5528257	0.9286034	0.0206056	0.7108011	0.1339493	0.0525415
850	0.6435010	0.1661391	0.9563589	0.3669685	0.5341107	0.9728689	0.0230975	0.7499219	0.1564803	0.0373714
900	0.6618004	0.1874135	0.9282531	0.3484445	0.5383296	1.0179436	0.0194494	0.6288674	0.1382823	0.0485259
950	0.6963553	0.2187942	0.9459038	0.3503741	0.4972001	0.9726605	0.0219317	0.6930020	0.1060082	0.0357699
1000	0.6496046	0.2299666	1.0149725	0.3350126	0.5229286	0.9650835	0.0387867	0.7404362	0.1111767	0.0237530

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6697153	0.2091276	0.9361611	0.3541639	0.4942986	0.6501544	0.0125273	0.7295351	0.2345224	0.0951368
100	0.6432206	0.2868817	1.0116011	0.3282904	0.4532462	0.3537421	0.0116647	0.6419453	0.2930863	0.0879070
150	0.5972944	0.2367293	0.9606779	0.3526559	0.3395979	0.2442963	0.0248779	0.5951454	0.2966838	0.0844181
200	0.5239998	0.2002141	0.9620102	0.3266649	0.2262731	0.2109917	0.0236776	0.4356796	0.4224857	0.1125936
250	0.5287222	0.2311099	0.9028160	0.2922681	0.1585890	0.2089733	0.0361583	0.3687935	0.4887923	0.0955203
300	0.5052580	0.1871366	0.9446791	0.2075128	0.1687761	0.1880331	0.0158096	0.5292840	0.4121962	0.1210378
350	0.6019460	0.2070975	0.8481769	0.1998047	0.1436848	0.2191997	0.0191962	0.5249664	0.4404081	0.1567810
400	0.5852030	0.2698071	0.8159974	0.1515073	0.1103628	0.2262450	0.0201107	0.5753293	0.4393974	0.1827217
450	0.6050358	0.2436540	0.9482650	0.1722970	0.1032083	0.2131741	0.0227515	0.4579774	0.4537984	0.1459033
500	0.5688555	0.1914603	0.9332921	0.1934896	0.1481451	0.2431177	0.0269955	0.5172284	0.3890317	0.1023993
550	0.5537724	0.2140335	0.9843042	0.2114330	0.1628448	0.5566410	0.0247938	0.5197407	0.3718249	0.0765511
600	0.6512027	0.2547460	0.9354646	0.1765629	0.3357236	0.7927952	0.0298604	0.6221235	0.2495904	0.0331131
650	0.6413831	0.1527246	1.0877025	0.2055727	0.3745186	0.8943191	0.0353435	0.7193076	0.1474701	0.0285925
700	0.6589323	0.1844256	1.0515175	0.2402991	0.4228236	0.9415299	0.0183296	0.7326573	0.1286356	0.0319981
750	0.6749683	0.1502357	1.0002877	0.2267216	0.4342674	1.0241983	0.0084160	0.7827861	0.0756517	0.0421664
800	0.7345865	0.1926641	1.0382198	0.2221110	0.4974861	1.0610569	0.0219042	0.6730298	0.1107555	0.0438454
850	0.7531358	0.1583530	1.0400636	0.2481663	0.4610874	1.0118818	0.0186550	0.6323887	0.0911960	0.0472701
900	0.6885497	0.2002926	1.0423256	0.2707401	0.4352456	1.0367341	0.0233832	0.6379641	0.1302027	0.0534112
950	0.6886309	0.2116879	1.1066205	0.2869041	0.4932803	0.9788008	0.0272954	0.6435566	0.1500854	0.0521353
1000	0.6595345	0.1627331	1.0278387	0.3550107	0.5146141	0.9256671	0.0357570	0.6781798	0.0980882	0.0739824

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6186245	0.1583218	0.7306762	0.3765235	0.6427246	0.7000901	0.0353700	0.7104048	0.1618122	0.0428562
100	0.3987512	0.4236252	0.3795142	0.3615237	0.5532552	0.4523192	0.0179447	0.6792907	0.1486101	0.0529035
150	0.1951874	0.8214509	0.2305839	0.2552532	0.4198591	0.3827060	0.0364404	0.6083092	0.1575082	0.0574997
200	0.1297626	0.8786628	0.1710523	0.1445275	0.2994876	0.3634521	0.0218434	0.5317930	0.1693610	0.0561562
250	0.0800746	1.0314255	0.2169552	0.0846464	0.2249989	0.3490277	0.0215437	0.5531875	0.1864214	0.0670150
300	0.0552367	1.0638889	0.1885442	0.0428986	0.2035565	0.3159055	0.0299170	0.6053742	0.1693695	0.0656430
350	0.0282562	1.0404053	0.2311177	0.0301941	0.2144333	0.3518685	0.0285211	0.5335802	0.1939651	0.0517001
400	0.0080304	0.9896861	0.2022369	0.0248871	0.1908167	0.2923016	0.0317163	0.5217308	0.1579608	0.0464834
450	0.0301099	0.9789109	0.2134593	0.0258025	0.1507552	0.2991356	0.0337712	0.5803961	0.1318083	0.0505633
500	0.0373599	1.0013010	0.2364247	0.0403462	0.1339334	0.3075650	0.0294881	0.4905361	0.1726908	0.0739218
550	0.0718710	1.0581976	0.5836994	0.0512048	0.1508137	0.4980874	0.0178269	0.4974622	0.2071869	0.0840942
600	0.1502239	0.6160420	0.8290875	0.0395862	0.2668629	0.7974240	0.0172808	0.5467701	0.1796645	0.0651511
650	0.2359698	0.3276414	0.9474975	0.0404960	0.4267910	0.9040634	0.0242086	0.5895338	0.1668181	0.0461584
700	0.3372626	0.2439020	0.8643001	0.0699876	0.4615766	0.9406207	0.0238262	0.6945896	0.1108614	0.0384132
750	0.4803645	0.1891520	0.9257267	0.1150462	0.5435287	0.9288666	0.0212398	0.6831807	0.1034535	0.0210568
800	0.5924347	0.2268200	0.9069375	0.2202947	0.4912852	0.9968222	0.0183644	0.6413949	0.0680322	0.0275357
850	0.6518813	0.2304693	1.0265509	0.2145251	0.5326006	1.0215612	0.0336576	0.7078123	0.1075655	0.0505633
900	0.6618244	0.1665206	0.9465400	0.2440705	0.5268489	1.0030895	0.0148974	0.6602916	0.1022682	0.0329370
950	0.6914878	0.1828601	0.9622717	0.2776684	0.5106396	1.1160623	0.0132945	0.7347177	0.1044087	0.0476443
1000	0.6026658	0.1860191	1.0320957	0.2905794	0.4935521	0.9692743	0.0268458	0.6352095	0.1552058	0.0536482

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6026724	0.2060260	0.7106530	0.3134334	0.5122188	0.9296304	0.0300365	0.6712875	0.3053995	0.0728223
100	0.6426806	0.3965597	0.5923706	0.2806141	0.5734209	0.9700688	0.0328335	0.7751634	0.4639401	0.0512387
150	0.5998401	0.5158124	0.5086021	0.3142002	0.5788597	1.0552975	0.0280199	0.7669308	0.5303980	0.0544311
200	0.4976264	0.5177566	0.4963053	0.2665942	0.5942035	1.0043472	0.0104325	0.9157658	0.5218442	0.0283920
250	0.3969002	0.6104651	0.5035540	0.2386117	0.5753105	0.9672041	0.0216280	0.8520765	0.5616138	0.0389944
300	0.3376366	0.6869268	0.5193083	0.2074433	0.5201282	1.0325590	0.0188626	0.8885941	0.5410493	0.0292294
350	0.2896153	0.6653996	0.4841376	0.1906737	0.4490593	1.0459676	0.0235414	0.7881897	0.5244438	0.0540899
400	0.2777277	0.6065873	0.4196581	0.1789799	0.4861625	1.0028393	0.0271229	0.7373540	0.5454935	0.0615159
450	0.2823464	0.7604787	0.4846740	0.1410809	0.5640945	0.9182331	0.0235689	0.7693963	0.5506995	0.0673188
500	0.3236369	0.6710515	0.5111982	0.1420521	0.5341015	0.9094353	0.0151245	0.7577362	0.6061614	0.0365913
550	0.2888551	0.7352322	0.6747584	0.1065148	0.4260030	0.9801397	0.0088977	0.7981753	0.3889374	0.0537844
600	0.3189564	0.4504076	0.9351786	0.1166277	0.4735728	0.9937177	0.0034563	0.8214137	0.2380323	0.0540731
650	0.2745614	0.3159995	1.0201786	0.1176423	0.4885014	1.0462381	0.0097921	0.8057373	0.1826293	0.0688628
700	0.4016599	0.1904982	1.0088883	0.1318797	0.3885310	1.1165535	0.0107658	0.6237504	0.1548158	0.0726944
750	0.4784626	0.1604881	0.9624654	0.1177500	0.3925857	0.9939492	0.0109423	0.6719830	0.1250614	0.0544479
800	0.6087024	0.1794748	0.9837318	0.1749374	0.4067605	1.0108848	0.0170113	0.6741854	0.1223109	0.0620658
850	0.6147270	0.2071742	0.9730915	0.1954422	0.4396132	1.0101201	0.0207463	0.6970200	0.1625951	0.0624720
900	0.5940484	0.1742509	1.0330427	0.1873485	0.4483662	1.0424285	0.0186607	0.6462146	0.2039066	0.0561533
950	0.6776243	0.1692499	0.9581089	0.2401096	0.5640437	1.0512775	0.0278752	0.7237480	0.2021535	0.0597785
1000	0.6208049	0.1966384	0.8882539	0.2458558	0.5287195	1.1364549	0.0256483	0.7280339	0.1617809	0.0426680

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6219130	0.1841435	0.7939259	0.3989169	0.6786218	0.9146375	0.0315804	0.6309607	0.2561226	0.1999078
100	0.5763792	0.4027730	0.6009845	0.3348418	0.8310797	1.0093721	0.0176513	0.7443054	0.4952600	0.4019742
150	0.4183859	0.6258388	0.4939191	0.3809374	0.9811296	1.0596106	0.0198712	0.7876808	0.6225927	0.5306107
200	0.3105797	0.6495489	0.4999317	0.2997382	0.8987795	0.9682989	0.0226485	0.9085908	0.8150138	0.5775157
250	0.2390397	0.7317754	0.5680878	0.2290765	0.9560675	0.8651065	0.0155244	0.9572293	0.7976879	0.5520250
300	0.2040501	0.6903296	0.5753134	0.2444167	1.0284035	1.0161079	0.0177485	0.9046650	0.7789739	0.5697128
350	0.2134135	0.6050867	0.5157399	0.2376985	1.0146797	1.0637192	0.0321279	0.8364381	0.7772764	0.6700113
400	0.1977271	0.8027127	0.4604545	0.1885365	1.0041433	0.9735575	0.0202578	0.9077610	0.7796040	0.6987268
450	0.1985284	0.7695345	0.5244454	0.1822299	0.9647066	0.9653696	0.0211013	0.9232529	0.7672501	0.6975762
500	0.2073715	0.6582131	0.5220571	0.1624411	1.0115213	1.0187154	0.0101039	0.9683203	0.8269363	0.7228200
550	0.2355816	0.6386894	0.7521454	0.1903691	0.8875966	1.0405317	0.0076246	1.0132961	0.8081547	0.4900970
600	0.2883092	0.4509913	0.9862014	0.2110066	0.6907373	0.8420888	0.0141689	0.9211769	0.6673675	0.2410372
650	0.3268380	0.2582635	0.9252255	0.1874269	0.5540373	1.0391491	0.0220601	0.8318180	0.4709417	0.1138877
700	0.4541868	0.1773802	0.9785723	0.1988272	0.5731985	1.0514602	0.0306579	0.8415919	0.3147534	0.0823066
750	0.5198816	0.1921733	1.0815025	0.2154704	0.4746513	1.0223363	0.0291549	0.7643437	0.1971309	0.0353996
800	0.6424958	0.1490107	0.9879358	0.1848110	0.4208809	1.0395863	0.0174299	0.7542550	0.1449570	0.0314066
850	0.7308390	0.1505948	1.0622610	0.2331568	0.4689493	0.8469382	0.0417256	0.6780915	0.0950804	0.0228749
900	0.8679112	0.1145633	1.0529278	0.1843513	0.4439425	1.0055620	0.0376109	0.6767876	0.0907222	0.0243773
950	0.7644258	0.1379790	1.1047573	0.2832181	0.4758762	1.0998339	0.0389102	0.6163538	0.1138906	0.0527023
1000	0.6749797	0.1189164	1.0961670	0.3007554	0.5521240	1.0191420	0.0362031	0.6421737	0.1297381	0.0525565

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.7334771	0.1427821	1.0077909	0.4211167	0.5095166	0.7790868	0.1484913	0.6183906	0.2923418	0.0565287
100	0.6930315	0.1932152	1.0076469	0.4445282	0.5792205	0.4361706	0.2376028	0.7130428	0.5135982	0.0499837
150	0.7707337	0.1346598	0.9565182	0.3620885	0.4328072	0.3025264	0.2958773	0.7357291	0.5873620	0.0700434
200	0.7828132	0.1854884	1.0366307	0.4336351	0.3301065	0.2526069	0.2616559	0.8155349	0.6891209	0.0707871
250	0.7540994	0.1414947	1.1331877	0.3860066	0.2680844	0.1954373	0.2674252	0.6939209	0.7595905	0.0540884
300	0.6822316	0.1663400	1.0352028	0.2948455	0.2164799	0.2634472	0.2874779	0.5473763	0.7770442	0.0550775
350	0.6857698	0.1250621	1.0644544	0.2861448	0.1665556	0.3164089	0.3072954	0.6626289	0.7296928	0.0636370
400	0.6704426	0.1365024	1.0221146	0.2951760	0.1704192	0.2856374	0.2904456	0.7721167	0.7672186	0.0673111
450	0.7385205	0.1998171	0.9680821	0.2974926	0.1851750	0.2497358	0.2750367	0.6928657	0.7676043	0.0891219
500	0.7031477	0.2010283	0.9642096	0.3075142	0.1964728	0.2954066	0.3028319	0.7572330	0.7105895	0.0783726
550	0.6444181	0.2090361	0.9053386	0.2840956	0.2094808	0.5734610	0.1792213	0.7768177	0.5815292	0.0524860
600	0.6578509	0.2475145	1.0307604	0.2803045	0.2910162	0.7477349	0.0914394	0.7155726	0.3079578	0.0445482
650	0.6751036	0.1563423	1.0012732	0.2756435	0.3553694	0.8977073	0.0544891	0.6984748	0.1926291	0.0577063
700	0.7401006	0.1766255	1.0084165	0.3001756	0.4172664	0.9799829	0.0424785	0.6708935	0.1519436	0.0362446
750	0.6858920	0.1415613	1.0031560	0.2435234	0.4521840	1.0207001	0.0327112	0.5657315	0.1383017	0.0554754
800	0.7520836	0.1609714	1.0763191	0.2519069	0.4045278	1.0277001	0.0561719	0.6041254	0.1159153	0.0572919
850	0.7241359	0.1898195	1.0725772	0.2877821	0.4814448	0.8609872	0.0321136	0.6516630	0.1299005	0.0388936
900	0.7115498	0.1595963	1.1239089	0.3777611	0.5178879	0.9687837	0.0327891	0.6762178	0.1379344	0.0306900
950	0.7710384	0.1511136	0.9358663	0.3946434	0.5063874	1.0223161	0.0318969	0.6225443	0.1181105	0.0239844
1000	0.7643287	0.1617525	0.9621513	0.3866723	0.5411056	1.0526301	0.0221456	0.6796143	0.0947886	0.0426802

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.6485702	0.1036579	0.9759605	0.3886019	0.5456922	0.9670750	0.0300793	0.6336225	0.1138838	0.0468771
100	0.6857182	0.1200009	0.9761963	0.3709499	0.5387770	0.9463512	0.0486576	0.6796795	0.1159432	0.0421594
150	0.7400925	0.1080818	1.0544137	0.3374965	0.6035464	0.9677147	0.0209832	0.6485678	0.1358453	0.0706492
200	0.8051150	0.1189635	0.9229022	0.3658081	0.5589281	0.9962093	0.0270027	0.6900109	0.1203129	0.0457194
250	0.8530950	0.1123234	0.9638292	0.3817480	0.4905766	0.9808595	0.0248536	0.6970162	0.1129255	0.0617252
300	0.8217302	0.1238111	0.9639465	0.3702165	0.5279487	1.0114042	0.0436912	0.6422554	0.1307985	0.0518899
350	0.7549655	0.0977273	0.8460279	0.3348472	0.5470854	0.9408027	0.0351314	0.7306889	0.1316260	0.0543139
400	0.7471063	0.1797370	0.9126600	0.4162901	0.4703390	0.9909391	0.0429608	0.6914182	0.1236360	0.0561625
450	0.7714142	0.1139153	1.0230002	0.4120734	0.5153515	1.0800770	0.0334004	0.7177070	0.1883477	0.0725545
500	0.8058866	0.1248887	0.9849377	0.4410638	0.4896918	0.9946051	0.0409502	0.6681012	0.1571607	0.0587223
550	0.7359713	0.1446798	0.9238557	0.3798848	0.5372678	1.0510414	0.0495442	0.6759609	0.1582553	0.0370714
600	0.7451246	0.2202159	0.8768003	0.3823420	0.5456157	1.0033293	0.0406178	0.6036167	0.1281715	0.0803756
650	0.6564263	0.2121336	1.0447819	0.3648942	0.6021034	1.0225337	0.0102948	0.6810008	0.1650020	0.0696329
700	0.6643174	0.1768964	1.0505400	0.4004404	0.5808993	1.0335990	0.0300297	0.6898663	0.1676237	0.0789283
750	0.6544936	0.1393454	0.9406104	0.3626254	0.5276758	1.1364443	0.0251323	0.6905415	0.1874794	0.0689791
800	0.6681196	0.1642758	0.9746516	0.3630290	0.5576939	1.1011508	0.0277655	0.6827019	0.2003394	0.0339162
850	0.6489232	0.2461803	0.9171365	0.2997858	0.5671805	0.9791746	0.0301372	0.7364168	0.1501316	0.0447598
900	0.6218149	0.2258987	0.9289064	0.2546376	0.5157683	0.9102362	0.0176793	0.7087768	0.1314391	0.0596292
950	0.6050514	0.2308845	0.9222724	0.2750811	0.5559385	0.8553735	0.0174296	0.8014540	0.1414592	0.0548526
1000	0.6633971	0.1531115	1.0190237	0.3073747	0.5017845	0.8721161	0.0114399	0.7261551	0.1323731	0.0403808

0	0.7912875	0.1609496	0.8643360	0.3823103	0.4961265	0.9892686	0.0324060	0.7440745	0.1228862	0.0417428
50	0.5224775	0.1477015	0.6844002	0.3662710	0.7091112	0.8924433	0.0327084	0.5494493	0.1700469	0.0555166
100	0.6095936	0.1209332	0.4069792	0.3931006	1.0003592	0.6974018	0.0249453	0.6095737	0.1792088	0.0321898
150	0.5575853	0.1522674	0.4626207	0.4215549	0.9681467	0.6599972	0.0242444	0.6501244	0.1260774	0.0476859
200	0.6156168	0.1739562	0.4396241	0.4256579	1.0450495	0.6196447	0.0205073	0.6289640	0.1278850	0.0385755
250	0.6508740	0.1594127	0.4848252	0.4391187	0.9808374	0.6470391	0.0266472	0.6213698	0.0966883	0.0268572
300	0.5924711	0.1641499	0.3783156	0.5179783	0.9629217	0.6935896	0.0171680	0.6384815	0.1007748	0.0394309
350	0.5921433	0.1994647	0.3873584	0.4935738	0.9240004	0.7314320	0.0186015	0.6013370	0.1098745	0.0660405
400	0.5958211	0.1678600	0.3729526	0.4030767	1.0093894	0.6121516	0.0112213	0.6229878	0.0840145	0.0726975
450	0.7095809	0.2171155	0.3719504	0.4432230	1.0127095	0.6356478	0.0219408	0.6280768	0.1567671	0.0738758
500	0.6331350	0.2703275	0.3770812	0.4399195	0.9427722	0.7247390	0.0122288	0.6150978	0.1620071	0.0716072
550	0.5398236	0.5387536	0.6387700	0.3962726	0.8835359	0.9014757	0.0072330	0.6412481	0.1408103	0.0609556
600	0.4789865	0.5352129	0.9114388	0.3610827	0.6585149	0.9231976	0.0077581	0.6293431	0.1316696	0.0385112
650	0.4252723	0.2767845	0.9753704	0.3117645	0.5860336	0.9371781	0.0326128	0.7070723	0.1353769	0.0390002
700	0.4170920	0.2016468	0.9636966	0.2524414	0.5687478	1.0585106	0.0346309	0.5996444	0.0915755	0.0514104
750	0.4945482	0.1883874	0.9887978	0.2337410	0.5293020	0.9781868	0.0330889	0.6427101	0.0979197	0.0638607
800	0.5913096	0.1467708	1.0207058	0.2792417	0.5540658	1.0026650	0.0249536	0.7353791	0.1404987	0.0418210
850	0.6492689	0.1216065	1.0024065	0.2302442	0.5343544	0.9818851	0.0274189	0.6557958	0.1218688	0.0476182
900	0.7056806	0.1326327	1.0968237	0.2852451	0.5257510	0.9838311	0.0084628	0.6824101	0.1230530	0.0610699
950	0.7557867	0.1077118	1.0732721	0.3570450	0.5381772	0.9492104	0.0156965	0.6426087	0.0976051	0.0596005
1000	0.7027858	0.1555474	1.0174321	0.3005116	0.5453794	0.9466232	0.0286337	0.6798377	0.0965062	0.0334512
