"Time"	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
300	0.2026890	0.6232269	0.2320358	0.0766938	0.1164316	0.3195868	0.8213923	0.1197620	0.3801563	0.5639850
350	0.1802236	0.5792127	0.1639208	0.1019277	0.1596769	0.3420189	0.8760387	0.0748455	0.4613490	0.5508682
400	0.1876661	0.7920763	0.0758133	0.0923074	0.1204251	0.3938478	0.7532393	0.0839156	0.2466741	0.5438898
450	0.2001448	0.6645903	0.0675711	0.1051760	0.2314028	0.3531485	0.9387818	0.0520269	0.2423795	0.5420577
500	0.1852491	0.8357190	0.1146880	0.1148035	0.1849054	0.4017694	0.8802977	0.0631580	0.2448459	0.5019215
550	0.1536651	0.7639029	0.1428572	0.1216031	0.2588689	0.3614853	0.8430688	0.1260982	0.1886056	0.5430098
600	0.1725407	0.7221433	0.2087119	0.1365853	0.1834718	0.3091967	0.9126578	0.1533696	0.2447317	0.5746840
650	0.2113689	0.6420943	0.2522497	0.1125657	0.1495425	0.3538899	0.8708850	0.1170508	0.3086756	0.5790803
700	0.2683508	0.8053054	0.2403503	0.1351731	0.1473900	0.3358395	0.7642899	0.1954718	0.1724626	0.5607142
750	0.1846649	0.5421949	0.3450998	0.0613438	0.1658966	0.4260339	0.7366280	0.2505874	0.1757234	0.6025662
800	0.3310064	0.4573239	0.5743825	0.0974715	0.1105762	0.3265723	0.8011029	0.2650412	0.2650772	0.5618496
850	0.3198562	0.4477167	0.5184886	0.1427267	0.1804572	0.2801699	0.9206574	0.1725939	0.3375545	0.6565113
900	0.2995183	0.3750823	0.5590286	0.0903939	0.1613215	0.3791777	0.7184551	0.2251745	0.2702673	0.5466006
950	0.4306790	0.4468614	0.4348299	0.1188916	0.1368812	0.2969163	0.8283548	0.2723229	0.3577449	0.4098077
1000	0.3292610	0.4781747	0.5074676	0.1194155	0.1404870	0.3583849	0.6062219	0.3088980	0.3929077	0.5804895

0	0.4284975	0.3159177	0.3441129	0.1290649	0.1725778	0.3701994	0.7067634	0.1953646	0.5584399	0.2909516
50	0.4704175	0.4953596	0.3914550	0.0680560	0.1195715	0.2738223	0.7300062	0.2106703	0.4715816	0.2530132
100	0.3530870	0.4802683	0.3963680	0.1551984	0.1491083	0.4117954	0.7509475	0.3094134	0.5152001	0.2871336
150	0.4169907	0.4827404	0.4272638	0.1167165	0.1383108	0.2799824	0.6746438	0.2517819	0.4952179	0.2821458
200	0.2692878	0.3681282	0.4017087	0.0697246	0.1259490	0.4797770	0.7208369	0.2397197	0.5624479	0.3926105
250	0.2892747	0.3169248	0.5591165	0.0887689	0.1541969	0.4664342	0.7061417	0.3209053	0.5317459	0.3351322
300	0.4017701	0.5144911	0.4057427	0.1467002	0.2097656	0.3372489	0.8864256	0.2694619	0.4733446	0.3424212
350	0.4524940	0.3731893	0.4136497	0.1554489	0.1824948	0.3650361	0.5769116	0.2098810	0.4995619	0.2828100
400	0.3129598	0.4689964	0.2339993	0.1200160	0.1205790	0.3701885	0.7186437	0.2493173	0.4183458	0.4128861
450	0.2835763	0.5971298	0.1841756	0.0789628	0.1105356	0.3894186	0.5797341	0.3057153	0.5664894	0.2704691
500	0.3071548	0.6258054	0.3226602	0.1010468	0.1100348	0.3045757	0.6694132	0.2584477	0.6073251	0.3074597
550	0.2158391	0.6258103	0.3626598	0.0981742	0.2013251	0.3000680	0.5779673	0.2223288	0.5289496	0.3489965
600	0.1721623	0.4621450	0.6142256	0.0744805	0.1854462	0.3253996	0.7600858	0.2006659	0.4673989	0.5098505
650	0.1923157	0.4205558	0.5099433	0.0808425	0.1236593	0.3880050	0.7595288	0.2173094	0.3369107	0.4599904
700	0.3940104	0.4166314	0.4678531	0.1147261	0.2080975	0.3608785	0.7321700	0.2596079	0.3740193	0.3401757
750	0.4029850	0.3929514	0.5213757	0.0741611	0.1206662	0.4071313	0.7970393	0.2850898	0.3449415	0.3958211
800	0.4827556	0.3847853	0.4349402	0.0910267	0.2520978	0.3198598	0.7293612	0.1994422	0.3768971	0.3821919
850	0.4965264	0.3376016	0.4122870	0.0910591	0.1874613	0.4715980	0.8269838	0.2234825	0.4905167	0.2173354
900	0.3952745	0.3628191	0.4355270	0.1318546	0.1927136	0.3441225	0.7839103	0.1677743	0.4957929	0.2253237
950	0.3885908	0.4346671	0.4507901	0.1512203	0.1398850	0.2893968	0.7937402	0.2265159	0.6047407	0.2617825
1000	0.3394048	0.4674788	0.4225847	0.1159097	0.2003698	0.2603621	0.8232003	0.1552988	0.5497327	0.2729077

0	0.4671984	0.3157559	0.4299240	0.0925545	0.2074068	0.3256113	0.8808633	0.1904433	0.6461496	0.3278968
50	0.4675417	0.4080863	0.3782134	0.0474427	0.1300092	0.2933930	0.6193874	0.2499578	0.6388012	0.2506229
100	0.3868549	0.4001450	0.5329202	0.0840260	0.1732538	0.2631091	0.4595251	0.1985083	0.6478025	0.2786842
150	0.4112038	0.4671791	0.5074459	0.0352986	0.1648690	0.3224709	0.4881398	0.2942198	0.6019983	0.2535998
200	0.4470480	0.2876022	0.6520316	0.0608600	0.1469061	0.4893579	0.5143834	0.3076991	0.4944688	0.3831254
250	0.4221938	0.3069749	0.7187224	0.0839131	0.2133360	0.3671498	0.3721881	0.2555585	0.5452750	0.2656279
300	0.5084350	0.2713794	0.6662197	0.1555787	0.2353259	0.4721644	0.4541766	0.2152411	0.5061431	0.2351015
350	0.5727156	0.2555148	0.5534132	0.1388723	0.1489359	0.3058339	0.3893422	0.2175735	0.6507971	0.2149714
400	0.4957214	0.3673126	0.4481855	0.0777167	0.1577249	0.3737225	0.3947418	0.2434984	0.6246107	0.2597499
450	0.5428221	0.4007839	0.4328723	0.1520100	0.1374665	0.4358344	0.4244357	0.2393182	0.7153236	0.2295936
500	0.3921059	0.3901683	0.3786482	0.1118608	0.1202427	0.4204736	0.4364821	0.2264367	0.7584482	0.2044048
550	0.4853762	0.4485914	0.4356473	0.1177501	0.1359397	0.3647363	0.5638366	0.1445627	0.7029310	0.2899018
600	0.4053620	0.4450657	0.3586587	0.1371184	0.1783744	0.4731292	0.6197819	0.2541783	0.6790974	0.2636777
650	0.3779996	0.3950425	0.4887181	0.1144069	0.1906558	0.3865954	0.5427068	0.1640111	0.6838275	0.2838497
700	0.3790390	0.5171702	0.4709532	0.3166822	0.2927221	0.3862602	0.7552921	0.1781768	0.7380464	0.4232356
750	0.4054795	0.4586196	0.2748477	0.2630683	0.2797649	0.4041322	0.8763492	0.1586406	0.7302255	0.4037384
800	0.3254328	0.3703836	0.2386221	0.2601171	0.2271695	0.3285975	0.6811223	0.1564009	0.5826820	0.3084972
850	0.2550844	0.6416577	0.1857225	0.1907461	0.1530592	0.3275469	0.7528141	0.1237089	0.6427634	0.3419399
900	0.2105209	0.6465295	0.1474247	0.1534782	0.1613115	0.4545923	0.6010957	0.1514710	0.6763046	0.3380377
950	0.2022345	0.6849059	0.1935005	0.1251677	0.1634090	0.3790444	0.8273588	0.1556095	0.7007192	0.4546383
1000	0.1662603	0.7105201	0.3694257	0.1001816	0.1736061	0.4241182	0.5722919	0.1906888	0.4976767	0.5111156

0	0.4420412	0.3344541	0.3848844	0.1291173	0.2173305	0.2122405	0.7391040	0.2077286	0.5733569	0.3573658
50	0.4067749	0.4916230	0.3534477	0.1084345	0.1686487	0.3297303	0.8143691	0.2470538	0.6506842	0.3536636
100	0.3366815	0.4292697	0.3619985	0.0642857	0.1417573	0.3221154	0.7691171	0.2942955	0.5698080	0.2388826
150	0.3288250	0.4396549	0.4677116	0.1174152	0.0774047	0.2311288	0.6409292	0.2363189	0.6503151	0.3081820
200	0.3483115	0.4786254	0.5840487	0.0378707	0.1602455	0.3237057	0.6756239	0.2493578	0.7349628	0.3529272
250	0.3672039	0.3276891	0.6693267	0.0719328	0.1417043	0.2973388	0.6609167	0.2077362	0.5742814	0.4099356
300	0.5135842	0.3138658	0.6129208	0.1594963	0.0983496	0.4233579	0.7315005	0.2439657	0.6506259	0.4149763
350	0.4769402	0.3227630	0.6594793	0.0846960	0.1255437	0.3368354	0.6344103	0.1878201	0.5417388	0.3447406
400	0.6409113	0.2898178	0.5584241	0.1088162	0.1829451	0.3931614	0.7292957	0.1738678	0.3685923	0.3966782
450	0.7413779	0.3737288	0.3569810	0.2106861	0.1755767	0.3934551	0.7108314	0.2402073	0.6857191	0.3373017
500	0.5442303	0.5207105	0.4655663	0.1376141	0.1890419	0.2993019	0.7474252	0.1830310	0.6433773	0.3731205
550	0.4856628	0.4508543	0.4435766	0.0661992	0.1651886	0.3185702	0.7634026	0.1989050	0.5860606	0.2741199
600	0.3313136	0.3966552	0.4900906	0.1253572	0.1569990	0.3697661	0.6745965	0.1561529	0.7314621	0.3170439
650	0.4574283	0.3570853	0.5495001	0.1001049	0.1013472	0.3179963	0.7741220	0.2326286	0.6349519	0.2548724
700	0.4220672	0.3375999	0.5588042	0.0735681	0.1074324	0.3383863	0.6489744	0.2182284	0.6730673	0.2943102
750	0.4769624	0.3356898	0.6663331	0.0948547	0.1323658	0.4024984	0.7708479	0.2141838	0.4449001	0.3950873
800	0.5731158	0.2834533	0.4896956	0.0895924	0.1264692	0.3324374	0.7754830	0.2577094	0.4732945	0.2475150
850	0.5281372	0.3543638	0.3655409	0.0754193	0.1394268	0.3270080	0.8345573	0.3131612	0.5277215	0.2716334
900	0.4273012	0.3545556	0.5704435	0.0432845	0.2192179	0.3387036	0.6237418	0.2704255	0.5644301	0.2508194
950	0.5624573	0.3487464	0.5367228	0.0776599	0.1633302	0.3272830	0.7087356	0.2534671	0.7214693	0.2394565
1000	0.5053770	0.3164714	0.5767306	0.0675027	0.1776492	0.4536521	0.7273107	0.2362174	0.7458741	0.3316366

0	0.3637309	0.3900246	0.5227105	0.0890752	0.1787721	0.2851869	0.8127785	0.1986539	0.4896655	0.2727822
50	0.3930006	0.4697965	0.4080768	0.2789644	0.1763902	0.3871067	0.8193399	0.3257517	0.6165646	0.2540339
100	0.2257607	0.3726433	0.1794699	0.2299320	0.1342986	0.4643066	0.5480458	0.3199762	0.6934208	0.3056417
150	0.1910360	0.4271228	0.1028722	0.4041627	0.1321517	0.4020742	0.5914605	0.1737624	0.6231358	0.3705155
200	0.1378417	0.7380924	0.0400224	0.5222057	0.1723828	0.4250306	0.5089638	0.1941429	0.6976907	0.3978342
250	0.0897808	0.6913537	0.0456185	0.4795140	0.1500970	0.4017503	0.6669014	0.2669532	0.4489214	0.2601430
300	0.0645096	0.7157127	0.0157206	0.5252026	0.1924854	0.4229510	0.5540246	0.1295888	0.5106294	0.1942825
350	0.0280007	0.8284633	0.0045065	0.4501011	0.1769711	0.4115596	0.5486777	0.0942534	0.6634292	0.1031216
400	0.0338197	1.0216351	0.0048845	0.5492992	0.1847749	0.4332832	0.7199405	0.0984182	0.6612007	0.1420830
450	0.0195217	0.9105921	0.0067386	0.4488315	0.2044993	0.3579758	0.7389141	0.0902927	0.8312648	0.1297439
500	0.0218099	0.9762401	0.0081214	0.3833834	0.2404712	0.3775658	0.6820664	0.1523228	0.7496567	0.0800167
550	0.0265802	0.8523311	0.0326552	0.2867084	0.1790450	0.4266043	0.5759928	0.1771180	0.7541207	0.0772348
600	0.0967885	0.7226567	0.0734681	0.1978885	0.1753867	0.3599927	0.7117017	0.2166379	0.7497380	0.1351531
650	0.1370179	0.7893736	0.0824030	0.1684739	0.1473855	0.4973110	0.6355725	0.2153137	0.7960079	0.2626849
700	0.1862856	0.9633423	0.1273900	0.1738764	0.1393769	0.2064082	0.7965142	0.1225623	0.6224676	0.3820970
750	0.1713993	0.7002560	0.1113825	0.1060157	0.1737716	0.3324116	0.7425256	0.1268597	0.5846266	0.4802538
800	0.1982104	0.6508140	0.1965477	0.1741312	0.1258685	0.3662504	0.9039482	0.2162097	0.5317210	0.5381678
850	0.1661035	0.8064720	0.2468152	0.1618136	0.1516358	0.3715725	0.8434878	0.1764914	0.3705530	0.4911100
900	0.1640978	0.6680502	0.2990659	0.1100898	0.1480179	0.3858865	0.9734222	0.2303197	0.2987798	0.4588695
950	0.2780851	0.9314253	0.2253382	0.1166431	0.1828967	0.3618391	0.7047628	0.1205437	0.2092124	0.4850177
1000	0.1404286	0.6710863	0.3417911	0.1844732	0.1645306	0.3665000	0.7186693	0.1636765	0.2377697	0.7537023

0	0.4383536	0.3296089	0.4578031	0.1455352	0.1466470	0.2663088	0.8273289	0.2303711	0.7144540	0.3403986
50	0.3855109	0.4189141	0.5425179	0.1477784	0.3612261	0.3628725	0.7752825	0.2753144	0.6034325	0.3020766
100	0.3137472	0.2917824	0.2764758	0.5343690	0.5491525	0.3821515	0.6416576	0.1524450	0.5156261	0.4418354
150	0.3886008	0.3155127	0.2079839	0.5222791	0.6439014	0.4308133	0.7851966	0.1108711	0.4532564	0.3335249
200	0.4682056	0.3435240	0.1587840	0.8325055	0.8016984	0.3910234	0.8682268	0.0824978	0.3916030	0.2409882
250	0.4721008	0.4957381	0.0278777	0.7536574	0.7628897	0.3788093	0.6592277	0.0966562	0.4296718	0.2237817
300	0.2356566	0.5442217	0.0228739	0.8064802	0.7158977	0.3971398	0.7391283	0.0899635	0.4428447	0.1907327
350	0.3094679	0.5696900	0.0040704	0.7111149	0.9169856	0.3627711	0.7907322	0.0521561	0.4225359	0.1422423
400	0.2008374	0.5833687	0.0091514	0.8650203	0.7089105	0.3130861	0.8856043	0.0981326	0.4910314	0.1300674
450	0.1946407	0.4946932	0.0136170	0.7266687	0.6958478	0.3493262	0.6606684	0.0977931	0.5750355	0.0699699
500	0.1966430	0.5824435	0.0064134	0.7928772	0.8909884	0.3112059	0.8572399	0.0644504	0.6264942	0.0526899
550	0.2007730	0.6325010	0.0059088	0.7164279	0.5842468	0.3928009	0.8113182	0.0463343	0.5104551	0.0578129
600	0.1724568	0.7876257	0.0153038	0.7841435	0.2468120	0.3126822	0.6557816	0.0626070	0.7210463	0.0433449
650	0.1630375	0.7973860	0.0146689	0.4250843	0.2504908	0.2756302	0.8566074	0.1597910	0.8179313	0.0969026
700	0.1938474	0.6613828	0.0414207	0.2440915	0.2608565	0.2940043	0.7462601	0.1399797	0.8130431	0.0697387
750	0.2002835	0.7771154	0.0616796	0.1439191	0.2248116	0.3545268	0.7570788	0.1185714	0.8257982	0.1534414
800	0.0739407	0.7456560	0.1259693	0.1227923	0.1695503	0.3150317	0.8956051	0.2071036	0.6891200	0.3300141
850	0.1561939	0.8537730	0.2155997	0.0992345	0.2147595	0.3835638	0.7118516	0.1584732	0.7288397	0.4675828
900	0.1536516	0.5090202	0.3140594	0.2009781	0.1757912	0.2865788	0.8093420	0.1408996	0.5925060	0.5580353
950	0.1955611	0.5720131	0.2849817	0.1232090	0.1511658	0.2170862	0.8532999	0.1489773	0.3509098	0.7339449
1000	0.1645045	0.6282654	0.3991511	0.0806803	0.1716750	0.3635986	0.7764087	0.2348800	0.2882726	0.4297042

0	0.5464849	0.3106728	0.4172262	0.1216851	0.2146117	0.2904087	0.9156280	0.1828050	0.6550963	0.3670788
50	0.4059276	0.6222956	0.2332272	0.1134248	0.1312083	0.2428822	0.7941658	0.2479278	0.7512825	0.4168969
100	0.2378458	0.6113424	0.2483825	0.0592915	0.0724678	0.1770734	0.6351543	0.2495384	0.5783488	0.5333091
150	0.2914746	0.6874926	0.2835514	0.0497670	0.0976389	0.1989350	0.6137600	0.3364328	0.4401415	0.6774030
200	0.3301155	0.6969712	0.2910253	0.0580342	0.0959169	0.1344604	0.7286909	0.4627918	0.2332019	0.8156357
250	0.3421765	0.5569845	0.3256735	0.0463784	0.0987794	0.1852801	0.5060834	0.6048182	0.2624351	0.7922014
300	0.2357678	0.4993732	0.3307088	0.0171190	0.0570861	0.1674734	0.4792016	0.6140862	0.2224677	0.7113959
350	0.2038402	0.4936751	0.4244877	0.0126681	0.0986054	0.2002460	0.3507761	0.4636665	0.1281361	0.7207225
400	0.3663443	0.4634275	0.4136622	0.0372254	0.1313694	0.1830663	0.3209634	0.3558593	0.1661494	0.6819105
450	0.2905286	0.3684983	0.3954026	0.0605034	0.1147474	0.2486510	0.4466135	0.2778476	0.1750090	0.6116356
500	0.4392155	0.2905600	0.4082226	0.0790897	0.1460690	0.2127079	0.5075546	0.3019718	0.1748187	0.6601905
550	0.4989084	0.3026541	0.4675105	0.0252327	0.0798517	0.2672306	0.5903433	0.4419529	0.1434999	0.5967747
600	0.4543645	0.3882045	0.5293408	0.0242178	0.1704457	0.3885429	0.6090085	0.3849869	0.1478722	0.5361464
650	0.5856339	0.3287584	0.7120066	0.0215937	0.2014234	0.3022411	0.6079260	0.3981950	0.4318319	0.2220884
700	0.5332181	0.2692866	0.7300014	0.0607303	0.1833427	0.2996660	0.6596537	0.3290539	0.6088218	0.2365016
750	0.5801988	0.2806405	0.7142036	0.0875273	0.1511827	0.3606688	0.5829333	0.1934166	0.5118593	0.3075558
800	0.5257577	0.2830555	0.6057570	0.0932299	0.2637588	0.5036316	0.6321755	0.1734048	0.7986629	0.3207566
850	0.4550587	0.2642130	0.4967605	0.1791713	0.2534807	0.4730200	0.5963835	0.1357513	0.7012606	0.2805511
900	0.4619156	0.3953827	0.3139334	0.1809989	0.1600556	0.4334165	0.8042218	0.1730870	0.6432344	0.2724686
950	0.4875863	0.5524260	0.2274555	0.1933048	0.1859046	0.4108362	0.8895028	0.1615134	0.6353635	0.1871832
1000	0.3586851	0.4652623	0.3183714	0.0905891	0.2112940	0.3538398	0.9725381	0.1672392	0.6673367	0.2367679

0	0.4258884	0.2795430	0.4248100	0.1302962	0.1634814	0.2486900	1.0651232	0.1710504	0.7542175	0.3121500
50	0.3949772	0.3482260	0.2522964	0.2857086	0.1931756	0.2423836	0.9207928	0.1820154	0.5460300	0.3751892
100	0.3507085	0.3333132	0.1924744	0.4481297	0.1250647	0.2960811	0.8971996	0.2229899	0.7015484	0.3328940
150	0.4256697	0.3639465	0.1056877	0.5128206	0.1626837	0.3199154	0.7540452	0.1947554	0.7262522	0.2940425
200	0.3717990	0.4310753	0.0401888	0.5488319	0.1926210	0.2541644	0.8478915	0.2042996	0.4914046	0.2109620
250	0.3270822	0.6239589	0.0204547	0.5281530	0.0690721	0.3441023	0.7473847	0.2310936	0.6915776	0.2124559
300	0.2375345	0.6327374	0.0090346	0.5659826	0.1270298	0.2811515	0.7593481	0.2510963	0.6366263	0.0941758
350	0.2060118	0.5742821	0.0079170	0.5469096	0.0853068	0.2467951	0.7127950	0.2214685	0.8151194	0.0702829
400	0.2161882	0.5919963	0.0065291	0.5160525	0.1433704	0.3025405	0.6949702	0.2564733	0.7104852	0.0626996
450	0.1878597	0.6105123	0.0030539	0.4940399	0.1980468	0.4420864	0.8259838	0.2350266	0.8006804	0.0268774
500	0.2406108	0.6727912	0.0015907	0.5637898	0.1550965	0.4356574	0.6997635	0.1773472	0.7267023	0.0588387
550	0.1892270	0.7350727	0.0178857	0.3869436	0.1781779	0.4010473	0.7566896	0.1594853	0.7966366	0.0782626
600	0.1485341	0.8012583	0.0498992	0.2727086	0.2278921	0.3717699	0.7551866	0.2276715	0.6157574	0.0663913
650	0.2254073	0.8541483	0.0800449	0.2101595	0.2015984	0.2438186	0.8443401	0.1818005	0.7030201	0.2789897
700	0.1702712	0.8218570	0.1498443	0.1851283	0.1429584	0.2888837	0.7594108	0.0963459	0.7938318	0.3302130
750	0.1332620	0.6880461	0.1111551	0.1583005	0.1854180	0.3524253	0.8289133	0.1324332	0.5395563	0.4365679
800	0.1976357	0.6504957	0.1677147	0.2072456	0.1745945	0.3782077	0.8366529	0.1083446	0.6222478	0.5522518
850	0.1543936	0.5801915	0.1472664	0.2921228	0.1754163	0.2793780	0.7822528	0.0645575	0.4062318	0.5884845
900	0.1991957	0.7531322	0.1612827	0.2093296	0.1995277	0.2881454	0.9158642	0.1421991	0.4433101	0.4557708
950	0.1666222	0.6760282	0.1022125	0.1253600	0.1109487	0.3544065	0.7560295	0.2170074	0.3095084	0.5375587
1000	0.1832171	0.6693518	0.2323199	0.0568955	0.0773737	0.3132931	0.9590231	0.2549697	0.2257981	0.5232159

0	0.3892931	0.3322664	0.4423946	0.1181333	0.2305239	0.2747604	0.7348735	0.1951472	0.6592284	0.3090461
50	0.3496360	0.3387319	0.3267820	0.3764189	0.1702771	0.1672714	0.6683859	0.1209955	0.6406956	0.2829081
100	0.4410080	0.2699444	0.1957951	0.7065423	0.1876844	0.2330268	0.7598728	0.0718253	0.6331216	0.2153890
150	0.4310093	0.2309227	0.0202106	0.6552267	0.1529867	0.3288042	0.7623611	0.0173096	0.6544109	0.2812700
200	0.5929942	0.3352493	0.0486385	0.6712199	0.1901986	0.2587726	0.7461333	0.0395371	0.6171344	0.2207620
250	0.4564517	0.3491538	0.0095183	0.5062191	0.1754171	0.3683263	0.7165115	0.0158013	0.7233874	0.1480847
300	0.4262690	0.4223209	0.0021460	0.5402740	0.1882652	0.4775067	0.8297687	0.0214983	0.7891250	0.0407758
350	0.4415122	0.4449722	0.0060912	0.5771852	0.2091030	0.3830366	0.7630990	0.0773113	0.8815053	0.0630341
400	0.4206496	0.3964953	0.0008410	0.6369553	0.2052316	0.3026349	0.8881188	0.0151816	0.7538641	0.0403241
450	0.4515071	0.3027988	0.0000000	0.6194030	0.1759556	0.2827093	0.8277356	0.0159918	0.7900548	0.0542432
500	0.5974027	0.2555672	0.0009930	0.4691339	0.1440133	0.2530218	0.7721440	0.0261929	0.8371113	0.0885717
550	0.4984393	0.5642735	0.0204945	0.3052570	0.1731344	0.2794793	1.0341190	0.1948318	0.8949336	0.0457932
600	0.3910265	0.6537350	0.0876028	0.1001437	0.1265701	0.2546411	0.8418090	0.2568794	0.8206458	0.0537399
650	0.2498415	0.6422457	0.2585989	0.0857691	0.1404511	0.2615275	0.8735747	0.2594672	0.7944159	0.1791716
700	0.2168754	0.7186220	0.4843664	0.0507214	0.1601481	0.4805203	0.7272765	0.2903758	0.6915764	0.3252367
750	0.1618300	0.6542308	0.5537458	0.0723967	0.2065786	0.2993290	0.7009554	0.1905432	0.6709689	0.4494440
800	0.2155615	0.5176786	0.6579492	0.0759458	0.1574161	0.3756590	0.7730698	0.2442935	0.6035774	0.4328743
850	0.3102082	0.3104559	0.6409917	0.0859582	0.1642397	0.4114222	0.6092021	0.1985504	0.3984025	0.4813810
900	0.4079584	0.3729728	0.5042921	0.0673322	0.1413652	0.3803430	0.7697880	0.1852555	0.3858994	0.4969106
950	0.4442132	0.2879527	0.5055040	0.0905558	0.1245259	0.2804878	0.7356024	0.1808520	0.4047098	0.2977911
1000	0.4577099	0.3362195	0.5205772	0.0890977	0.1597543	0.4063014	0.7604745	0.2136182	0.4074811	0.2607767
