"Time"	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
900	0.1224492	0.4982579	0.6477412	0.5924257	0.8185171	0.2005210	0.1063539	0.0828586	0.1154676	0.3348544
950	0.1250027	0.4936641	0.5873301	0.5504603	0.9447828	0.1788902	0.1337413	0.0866643	0.1360814	0.2942085
1000	0.1485213	0.4095767	0.6237420	0.6278701	0.9090834	0.1508136	0.1221686	0.0817131	0.1148087	0.3228358

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.2240853	0.5518118	0.6409033	0.5885420	0.8218099	0.1491389	0.1393956	0.0775813	0.1889270	0.3688017
100	0.4259814	0.5338249	0.6952832	0.5381453	0.7143154	0.1685176	0.1054410	0.1237080	0.4212780	0.5513817
150	0.4973390	0.5656734	0.6488260	0.6387816	0.6150005	0.1225921	0.1327900	0.2146161	0.5386456	0.5809099
200	0.6243049	0.4902395	0.6325173	0.7349725	0.5664457	0.1337983	0.1768633	0.3741226	0.6108162	0.6725087
250	0.6255123	0.5367922	0.6893769	0.8405009	0.5411895	0.2036051	0.1690553	0.4181166	0.6832726	0.7766373
300	0.5808824	0.4971294	0.6987579	0.8193465	0.4987240	0.2162129	0.2220242	0.5183381	0.7028527	0.7736180
350	0.5890611	0.5881028	0.7086297	0.7822645	0.5438974	0.2323973	0.3043602	0.6240234	0.7559743	0.8044015
400	0.6238377	0.6319906	0.8007230	0.8200077	0.5101044	0.3314402	0.4115239	0.6245043	0.8339467	0.8148578
450	0.5553757	0.7692842	0.7555769	0.9191082	0.4506409	0.3469168	0.3888915	0.7007975	0.7938503	0.8165194
500	0.7688954	0.7728855	0.8706472	0.9468249	0.4039667	0.3740678	0.3686191	0.6601827	0.7613690	0.8429901
550	0.6388272	0.7514992	0.8489326	0.9000939	0.4571070	0.3913005	0.3202569	0.6094056	0.7030277	0.8035328
600	0.4389564	0.7273388	0.8876620	0.8910665	0.5099183	0.4081394	0.3590730	0.5632194	0.6252342	0.7952443
650	0.3908581	0.7820098	0.8151800	0.8706484	0.5523147	0.4181837	0.3930898	0.5656746	0.5927776	0.7598582
700	0.4906484	0.8196119	0.7667792	0.8780164	0.5170210	0.3666633	0.4028727	0.4943827	0.5442109	0.7265992
750	0.5670408	0.7946801	0.8652097	0.8892410	0.6098147	0.3340768	0.3300053	0.4968946	0.5443744	0.6774824
800	0.4989634	0.8510203	0.9133953	0.9538040	0.7043094	0.3390895	0.3001576	0.4936343	0.5135378	0.6669763
850	0.5164130	0.7833455	0.7631601	0.8270190	0.7519422	0.3250536	0.3001618	0.4571640	0.5086266	0.6891642
900	0.5917999	0.7977395	0.7210407	0.7231288	0.6264471	0.3184034	0.3244848	0.3901576	0.5301119	0.6905295
950	0.4931029	0.6333883	0.7206127	0.7852460	0.5783099	0.3253689	0.3082559	0.3970089	0.5133376	0.5818282
1000	0.3649303	0.6286899	0.6679656	0.7567103	0.6603013	0.3178428	0.2799111	0.3761735	0.4589637	0.5349784

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1208282	0.3718264	0.5664667	0.4293087	1.0399779	0.1247000	0.0879039	0.0651894	0.1323279	0.6348442
100	0.1333240	0.3860259	0.5356120	0.3556094	1.0497639	0.0980676	0.0986459	0.0681221	0.3236252	0.8442945
150	0.0961111	0.3029896	0.4621703	0.3122662	1.0303502	0.1052235	0.1161139	0.1346320	0.4548225	1.0318221
200	0.0665649	0.2213223	0.4526597	0.3037613	0.9132391	0.1299069	0.1281682	0.1982460	0.6697295	1.0282425
250	0.0819999	0.1825521	0.4100228	0.2579399	0.8487748	0.1144397	0.1288148	0.3790290	0.7798196	1.0493309
300	0.0855953	0.1637535	0.4192129	0.2793651	0.8374801	0.1668083	0.2024502	0.5152155	0.8200236	0.9846872
350	0.0617456	0.1597093	0.4076141	0.3113864	0.8234055	0.2318225	0.2319384	0.6344849	0.7777777	0.9408781
400	0.0654718	0.1137781	0.4428063	0.3740880	0.7623149	0.2664901	0.3308774	0.6253032	0.6711557	0.9767366
450	0.0660302	0.1277824	0.4848391	0.3217482	0.8196220	0.3277063	0.3736535	0.6307362	0.6740334	0.9671058
500	0.0505325	0.1602837	0.4245777	0.3230769	0.6979248	0.4180614	0.3566918	0.6023750	0.6826153	1.0299436
550	0.0639802	0.1610935	0.5133818	0.4737222	0.5343789	0.4431158	0.3881979	0.5821491	0.8272513	0.6929120
600	0.0829063	0.2049088	0.5774086	0.6191072	0.5545702	0.4840426	0.3949730	0.5651702	0.6249314	0.4220539
650	0.1052148	0.2856282	0.6680847	0.7657475	0.5239815	0.4488474	0.4743894	0.5968418	0.4438502	0.4414553
700	0.0996960	0.4902075	0.7192967	0.8073395	0.5180850	0.4942126	0.3444247	0.4428843	0.3574090	0.5451997
750	0.1107723	0.5772988	0.7621227	0.8588080	0.5012394	0.4170640	0.3279024	0.3146156	0.3233546	0.5975968
800	0.1891565	0.5864724	0.7751527	0.8996985	0.4737018	0.3360141	0.1950686	0.2470389	0.3483441	0.6242394
850	0.1927883	0.5306571	0.6836043	0.8179946	0.6136436	0.2972476	0.1474405	0.2505553	0.3624550	0.7073862
900	0.2040347	0.5449983	0.7304020	0.7129239	0.7409159	0.2446199	0.1543538	0.2180809	0.4165765	0.6068221
950	0.1818281	0.5914101	0.7195176	0.6574282	0.7358277	0.2362790	0.1325786	0.1959424	0.4041029	0.4695743
1000	0.1875466	0.4913406	0.6222135	0.6777445	0.7901771	0.2428133	0.0919129	0.2363448	0.2931641	0.4508641

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.2235340	0.4601220	0.6425038	0.5417622	0.9242913	0.1167914	0.1652715	0.2241046	0.0557999	0.3836615
100	0.1764718	0.3929275	0.5940236	0.5311902	0.9667748	0.1327779	0.2400034	0.4075653	0.1233610	0.4484275
150	0.2408778	0.4065058	0.6429181	0.5322990	0.9638819	0.1625975	0.2965677	0.4761820	0.1984180	0.5438708
200	0.2758828	0.5223756	0.6046711	0.5639879	0.9562417	0.2396563	0.4165996	0.5284889	0.2239602	0.5261481
250	0.2719503	0.4723425	0.6613017	0.6096559	0.8586927	0.3158190	0.3419155	0.5922970	0.2387335	0.5539402
300	0.2411133	0.5068440	0.6919259	0.6205875	0.8634012	0.3447317	0.4038139	0.6621668	0.3171409	0.4980207
350	0.2494590	0.5537408	0.5940988	0.6763756	0.8224451	0.5039880	0.4494566	0.6414476	0.2836887	0.5435937
400	0.3210219	0.5127536	0.6782502	0.7186894	0.6172434	0.5142484	0.4381333	0.5831085	0.2922187	0.6202631
450	0.3247606	0.4258221	0.7112261	0.7254849	0.5033598	0.6344661	0.5426203	0.6036593	0.3951785	0.5919452
500	0.2531237	0.6002980	0.7069550	0.8734078	0.4696746	0.5289693	0.5345057	0.5828311	0.4408703	0.6083984
550	0.2956140	0.5894640	0.6629165	0.8378101	0.4013765	0.5042869	0.4481331	0.4891336	0.4114703	0.6186019
600	0.2262610	0.5504576	0.6809201	0.8931299	0.4537923	0.4310772	0.3808099	0.3980393	0.4796199	0.6378807
650	0.1772539	0.6004054	0.7346395	0.9177833	0.5299523	0.3739581	0.3072725	0.3504390	0.4612207	0.6616582
700	0.2142235	0.6498986	0.7645201	0.9006575	0.6572555	0.3535135	0.2293214	0.3277928	0.5463630	0.6776616
750	0.2780474	0.6863025	0.7078891	0.8606790	0.6253901	0.2547748	0.2011685	0.3965442	0.5181207	0.7518601
800	0.2733818	0.6601584	0.7749881	0.6955021	0.8583779	0.2011556	0.2720398	0.3411573	0.5364071	0.7063250
850	0.2488911	0.6565297	0.6980211	0.5723247	0.8917949	0.2252932	0.2366998	0.3963733	0.5427279	0.5270404
900	0.2812537	0.6048861	0.6932155	0.6038133	0.8676630	0.2127376	0.2177508	0.3567472	0.4334358	0.3765267
950	0.2525476	0.6545421	0.7740628	0.6502180	0.8487057	0.2481468	0.1889471	0.2900977	0.3285179	0.3310567
1000	0.2578836	0.6573422	0.7096341	0.6803021	0.7421304	0.1892731	0.1776758	0.2539625	0.2114267	0.3221505

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1351430	0.4957235	0.6848930	0.5988351	0.9356427	0.1614600	0.3165508	0.1302556	0.1005951	0.2794062
100	0.1560739	0.5747568	0.6371411	0.5870117	0.9185239	0.1889401	0.5060479	0.2362380	0.0750338	0.2889444
150	0.1511693	0.5306559	0.6412866	0.5269803	0.8598800	0.3025257	0.5142686	0.2982823	0.0894943	0.2550738
200	0.1468097	0.4361318	0.6251197	0.5669763	0.7431983	0.3651365	0.5650845	0.3601059	0.0538801	0.2590136
250	0.1371573	0.5025704	0.7206919	0.5784471	0.7337258	0.4422702	0.5451135	0.3590469	0.0459035	0.2599285
300	0.1626306	0.5856058	0.7454062	0.5546726	0.5406151	0.4656739	0.5998759	0.3163459	0.0567480	0.2547505
350	0.1542647	0.5529786	0.7266378	0.7191623	0.5307987	0.4612818	0.6560353	0.3630348	0.0314431	0.3011407
400	0.1715830	0.5584113	0.7634456	0.8087039	0.5957569	0.5048066	0.5920769	0.3213374	0.0552339	0.3965289
450	0.1778013	0.6155629	0.7297417	0.7160680	0.6118526	0.4914478	0.5939305	0.2967457	0.1295081	0.5302959
500	0.2522833	0.6520095	0.6805075	0.8565096	0.4961539	0.4822353	0.6450983	0.2898965	0.1699530	0.4842575
550	0.2384776	0.6094628	0.7381147	0.8506844	0.5226690	0.4674707	0.4361005	0.2512055	0.2758332	0.6218677
600	0.2800428	0.6498372	0.6870924	0.7866188	0.5362692	0.4255013	0.2532450	0.1778166	0.3474589	0.6947973
650	0.2752527	0.5840819	0.6836380	0.7702220	0.5071913	0.2877476	0.1392730	0.1948433	0.4359063	0.6445452
700	0.2124185	0.5585624	0.6731465	0.7968281	0.6364876	0.2486173	0.1386815	0.2732098	0.4603572	0.5731076
750	0.2456061	0.5911560	0.7031692	0.8635624	0.8180282	0.1849496	0.1290997	0.3027059	0.4446843	0.6322521
800	0.2790561	0.6605294	0.7457009	0.8066255	0.9467413	0.1690254	0.1815756	0.3257476	0.4641476	0.7440326
850	0.2942320	0.6480508	0.7495594	0.6769019	1.0452566	0.1820777	0.2236381	0.3232282	0.4556545	0.6042226
900	0.2699506	0.7508528	0.6690821	0.5502731	0.9987960	0.1686086	0.1678487	0.3169212	0.4396017	0.4149144
950	0.3312658	0.6278413	0.5661343	0.5533761	0.9058143	0.1511232	0.1720908	0.3377186	0.3159039	0.3760123
1000	0.2764200	0.4728460	0.6122164	0.5756770	0.8985251	0.1816241	0.1338436	0.2378222	0.2326098	0.3153430

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.2724739	0.4269525	0.5914383	0.2974978	1.1266312	0.1658352	0.0919459	0.1100941	0.2984334	0.1828396
100	0.3621280	0.3927914	0.4941740	0.1560364	1.0877034	0.2591269	0.1050910	0.1584275	0.5160110	0.1172383
150	0.3855704	0.2500324	0.3496129	0.0960401	0.9871536	0.2380813	0.1087192	0.2599339	0.5652402	0.0754613
200	0.3812097	0.1303055	0.1887450	0.0296011	0.9446034	0.2896292	0.1444478	0.3333230	0.6943208	0.0803564
250	0.3509107	0.0742089	0.1167986	0.0185174	0.8972533	0.2503247	0.1476547	0.4366248	0.7214868	0.0837859
300	0.4280327	0.0438716	0.0960225	0.0250498	0.7792949	0.2978259	0.2417361	0.5298847	0.7395454	0.0803578
350	0.4146193	0.0453407	0.0697102	0.0281496	0.8363200	0.3331109	0.3013672	0.5136099	0.7172394	0.0583533
400	0.4122705	0.0290024	0.0783524	0.0389626	0.6869744	0.3495462	0.3483375	0.6073263	0.6904470	0.0676180
450	0.3679571	0.0208100	0.1094663	0.0355237	0.7117722	0.4443371	0.3143937	0.5619393	0.7042710	0.0647508
500	0.3880376	0.0383304	0.1218421	0.0266651	0.5830236	0.5049399	0.3379416	0.6443687	0.7468761	0.0551581
550	0.2318419	0.0291587	0.1313091	0.2754218	0.5303985	0.5585653	0.3721781	0.6482286	0.4925613	0.0675694
600	0.1004308	0.0303939	0.2814604	0.7152115	0.4913224	0.4763915	0.3832023	0.4161023	0.2593598	0.1270066
650	0.0963959	0.0586691	0.5382369	0.7964452	0.4781012	0.3935847	0.2795578	0.2435172	0.1115764	0.3470097
700	0.1029010	0.2437137	0.6976956	0.8007272	0.5748582	0.2890900	0.2134741	0.1648698	0.1014520	0.5194868
750	0.1183825	0.4453567	0.7082123	0.8220483	0.5573741	0.2362086	0.1840374	0.1290205	0.2250811	0.5940945
800	0.1079701	0.5972583	0.7171371	0.7790436	0.7659253	0.2505538	0.1508843	0.1186663	0.2867010	0.5708759
850	0.1798540	0.5894054	0.7038238	0.8349524	0.8838973	0.1870355	0.1506964	0.1513942	0.3472404	0.5836549
900	0.1975556	0.5539458	0.6377669	0.7421757	0.8822450	0.1609718	0.1389805	0.2303885	0.3648829	0.6914318
950	0.1568604	0.4409933	0.6543094	0.6584052	0.9056189	0.1328244	0.1260336	0.1994688	0.4070691	0.5778319
1000	0.1326561	0.4220972	0.6069658	0.6010351	0.9169115	0.1275222	0.1718469	0.1946637	0.3820201	0.4641743

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1009720	0.4927939	0.7880834	0.5390514	0.8526024	0.1653839	0.2126240	0.0830520	0.3823286	0.2713083
100	0.0895096	0.6182940	0.8090477	0.5465988	0.9876895	0.1746661	0.3392421	0.1359620	0.6521843	0.2719987
150	0.1316118	0.6828583	0.8158850	0.5971163	0.9119161	0.2399290	0.3498369	0.2935343	0.9209092	0.2834468
200	0.2553563	0.7456473	0.9186541	0.6130829	0.8541249	0.2840721	0.4416746	0.4005897	0.8854972	0.3023121
250	0.4068176	0.8068184	0.9225152	0.6296098	0.8635981	0.3641400	0.4899792	0.6167265	0.9840289	0.2900394
300	0.4802941	0.8765635	0.9403013	0.6858665	0.7683829	0.4728588	0.5293273	0.6875237	0.9400465	0.4110503
350	0.4888121	0.8326376	0.9480706	0.6799962	0.7059904	0.5470282	0.6077985	0.8445887	0.9545297	0.3926483
400	0.5128300	0.9973921	0.8756696	0.7689399	0.5792701	0.6710596	0.6027302	0.8151100	0.9604228	0.4139670
450	0.5669935	0.8459812	0.9513709	0.7085940	0.4690803	0.7190794	0.7046975	0.7566526	0.9665276	0.4984586
500	0.5774530	0.8148454	0.8792976	0.8015200	0.3690261	0.7465738	0.7157960	0.7235308	0.9296858	0.4775880
550	0.4991571	0.8166577	0.8915804	0.9252498	0.3361876	0.6865242	0.5654513	0.7335618	0.7362330	0.5149512
600	0.5224127	0.8702776	0.8787503	0.9601094	0.3013004	0.7100504	0.4733518	0.6180225	0.5467395	0.6846385
650	0.4791591	0.8465911	0.9916519	1.0696875	0.3064046	0.6381106	0.4297181	0.5165978	0.4520835	0.7508997
700	0.4815172	0.8118249	0.9235940	0.9375624	0.3791737	0.5338281	0.3636643	0.3798985	0.5539872	0.7716638
750	0.4549506	0.8532201	0.9461940	0.9825413	0.4082138	0.4194295	0.2123691	0.3519661	0.5415908	0.7817266
800	0.5299157	0.8507782	0.9900099	0.9011769	0.4922859	0.3021433	0.1957289	0.3416351	0.5100943	0.7500214
850	0.6154734	0.8700478	0.8479813	0.8463977	0.5928201	0.2412996	0.2288305	0.4269251	0.5513225	0.7512941
900	0.5123265	0.7342463	0.7496514	0.7625561	0.6961865	0.2539465	0.2160442	0.4131659	0.6293600	0.6956335
950	0.4857732	0.6526348	0.6856467	0.7165606	0.7587285	0.2151999	0.2828336	0.4830195	0.5198361	0.6008796
1000	0.4237196	0.4799984	0.6477507	0.7043055	0.8207961	0.2620335	0.2835638	0.4923917	0.4242983	0.5094464

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1155644	0.2861390	0.4895810	0.4940870	1.0185689	0.1868624	0.4480539	0.1694230	0.0409984	0.2804432
100	0.0797710	0.2698100	0.5662218	0.4685103	0.9491051	0.2517316	0.7294465	0.2291052	0.0549407	0.2640591
150	0.0627065	0.3721998	0.6062349	0.5657037	0.7226636	0.4843505	0.7181695	0.3175763	0.0725112	0.2659748
200	0.0819230	0.4556871	0.6729533	0.7176470	0.6669675	0.4691462	0.8364010	0.3866009	0.0814276	0.3523428
250	0.1234945	0.4592127	0.6652294	0.7383321	0.5850574	0.4760469	0.8915223	0.4075231	0.1588511	0.4608577
300	0.1226872	0.5153060	0.6969154	0.7613505	0.5502685	0.5102164	0.8957523	0.4450287	0.2423986	0.4970128
350	0.1616425	0.4891927	0.7138063	0.8187546	0.4713827	0.5699698	0.9987655	0.4631278	0.2304160	0.4718511
400	0.1965570	0.5201072	0.7617210	0.8371589	0.3919289	0.5977048	0.9598683	0.4016993	0.2527097	0.5078884
450	0.2009886	0.5517866	0.8148851	0.7810315	0.3587072	0.7055413	0.8358573	0.4215834	0.2956203	0.5968262
500	0.1483823	0.6105244	0.8874632	0.9497071	0.3350353	0.6305195	0.9390783	0.4087737	0.4094286	0.6415458
550	0.2129687	0.7531727	0.9234549	0.9245092	0.3519203	0.5992978	0.6512497	0.4069115	0.4150672	0.6552610
600	0.2716753	0.7180963	0.8480681	0.9460282	0.3695362	0.5600979	0.3736783	0.3606114	0.4618294	0.6677199
650	0.3166482	0.6892808	0.7504089	0.8751337	0.3857520	0.5219488	0.2950128	0.3482420	0.4934097	0.7806347
700	0.3961647	0.7365861	0.8676417	0.8499783	0.4712744	0.4084659	0.2233296	0.3767085	0.5245791	0.6926834
750	0.4633240	0.6311869	0.9318533	0.9618480	0.5622654	0.2869688	0.2399476	0.4123406	0.4763002	0.7430519
800	0.3916489	0.8189469	0.8130363	0.8714403	0.6234258	0.2844420	0.2477794	0.4223406	0.5512465	0.7696554
850	0.4484499	0.6927672	0.7586725	0.7352556	0.7943533	0.2867744	0.2622929	0.3827672	0.5779746	0.6785658
900	0.4257277	0.6941785	0.7387488	0.7516382	0.7742412	0.2976697	0.2285299	0.3781208	0.4896030	0.5576876
950	0.4103001	0.6583567	0.7010342	0.7114600	0.7605168	0.2680577	0.2333608	0.3797342	0.4374021	0.5278760
1000	0.3003828	0.5364971	0.6523434	0.7409733	0.7736746	0.2050724	0.1703130	0.3087150	0.3461086	0.5132343

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1581648	0.4622410	0.5315871	0.5672958	0.8528007	0.3677729	0.1120384	0.0777371	0.3468955	0.2554999
100	0.1376061	0.3185258	0.4270042	0.5906379	0.7052678	0.7218356	0.0923824	0.1366803	0.6926984	0.2687585
150	0.1114491	0.1686057	0.2944543	0.6383418	0.4841054	0.8417704	0.1313207	0.3832450	0.8829378	0.3189734
200	0.0925722	0.0901426	0.3153247	0.6522807	0.3926124	0.8710850	0.2096172	0.5945184	0.9113880	0.3417783
250	0.1035805	0.0525386	0.3624157	0.7221965	0.3203503	0.8912746	0.2895109	0.6758810	0.9019283	0.3361403
300	0.0869734	0.0488666	0.3959996	0.8341439	0.2566018	0.9246772	0.4230553	0.7415839	0.9774154	0.5427430
350	0.1034046	0.0542713	0.4176576	0.9758394	0.2506506	0.9972827	0.5122851	0.8130505	0.8502844	0.7883891
400	0.0980293	0.0930238	0.3778866	0.9509033	0.1936921	1.0031661	0.5519551	0.7609094	0.8678638	0.7499996
450	0.0998506	0.0942431	0.4302913	0.9219249	0.1677084	0.9965043	0.4372815	0.7259667	0.8368387	0.7534334
500	0.0767902	0.1304402	0.4561022	0.9777163	0.1793916	0.9591329	0.4382417	0.7594388	0.9138471	0.6870018
550	0.1034810	0.2356771	0.6524075	1.0095148	0.2230098	0.8297035	0.4301688	0.7260153	0.6536994	0.7308290
600	0.0919304	0.4439455	0.7953573	1.0117304	0.2787902	0.7850301	0.4200354	0.5676197	0.6049626	0.7356533
650	0.1118481	0.6480025	0.8711776	1.0499025	0.2629551	0.6511443	0.3388505	0.5051006	0.5813196	0.7417784
700	0.2350365	0.7807173	0.9114665	0.9841088	0.3459172	0.5001382	0.3561781	0.4675348	0.6214272	0.8713213
750	0.3752291	0.8171158	0.8590571	0.9652774	0.4640675	0.3750413	0.3011898	0.4875844	0.6365707	0.7594626
800	0.4342866	0.7941197	0.8914380	0.9312152	0.5948518	0.3793700	0.2853973	0.4511272	0.7525695	0.8015964
850	0.5196123	0.9277042	0.8778827	0.8642504	0.5897901	0.3226103	0.3105016	0.5429428	0.6787658	0.7674906
900	0.5224639	0.7268495	0.7628375	0.8789320	0.7320209	0.3038696	0.2548525	0.5629934	0.5514011	0.7657883
950	0.4513450	0.6657926	0.6950109	0.6791896	0.6433837	0.2989616	0.2929521	0.5285900	0.5395210	0.6389825
1000	0.3689060	0.5965706	0.6503404	0.7116302	0.6785745	0.3134181	0.3199179	0.4860139	0.4902283	0.6223783

0	0.1254149	0.4711507	0.6168118	0.5103375	0.9857246	0.1562902	0.1422679	0.1098379	0.0541643	0.2628439
50	0.1421460	0.3778994	0.4662618	0.5370486	0.9376107	0.3640361	0.1433652	0.0760806	0.2434191	0.5163185
100	0.0978451	0.2541885	0.3832461	0.5405240	0.6863055	0.5953342	0.1196296	0.1205252	0.5428904	0.7001390
150	0.0899055	0.1003625	0.2480479	0.5946903	0.5581011	0.6889422	0.1002576	0.2304258	0.7251698	0.7534596
200	0.0676508	0.0314506	0.1989960	0.6858826	0.3768750	0.8573257	0.1325741	0.3939862	0.8027320	0.7874062
250	0.0662072	0.0223001	0.2754048	0.8394834	0.3237684	0.9399358	0.1812692	0.5830686	0.9124491	0.8200322
300	0.0665345	0.0430644	0.3119509	0.9062631	0.3256400	0.9598469	0.2602106	0.7444417	0.8340063	0.9001523
350	0.0714457	0.0454177	0.2969214	0.9655163	0.2480451	0.9837686	0.3422834	0.7966465	0.8315831	0.9235851
400	0.0754341	0.0477187	0.4108816	1.1101977	0.2549371	1.0820940	0.5144346	0.8252518	0.9102177	1.0148355
450	0.0803908	0.0860415	0.4150642	1.1506819	0.2165577	1.0709098	0.5269133	0.8314679	0.9063936	1.0136319
500	0.0943359	0.0678218	0.3854223	0.9944699	0.2446733	0.9887164	0.5013579	0.8344274	1.0316426	1.1265180
550	0.1130616	0.1277607	0.5722263	0.8879985	0.2800104	0.7900853	0.5358354	0.9009445	0.8769025	0.9409331
600	0.0823968	0.3072625	0.7697743	0.9205299	0.2637439	0.6840304	0.5685114	0.8011711	0.7819000	0.8039423
650	0.0956294	0.6377072	0.8618713	0.9052110	0.3006923	0.6774499	0.4514662	0.7113674	0.6743472	0.6912533
700	0.2322941	0.7821554	1.0013074	0.8980238	0.3023051	0.5581965	0.4730760	0.6946576	0.6738108	0.7928357
750	0.3442824	0.8583428	0.9462531	0.9811433	0.3722576	0.4981371	0.4639198	0.5881119	0.6255837	0.7388826
800	0.4323625	0.8615028	1.0218303	0.8556660	0.4293064	0.5127321	0.5054258	0.5173825	0.5761110	0.6762450
850	0.5124540	0.8646348	0.9686581	0.8997188	0.4336700	0.5173550	0.3606672	0.4648379	0.5872982	0.7286624
900	0.5790702	0.9358045	0.9081933	0.8409986	0.4738513	0.3645689	0.3270488	0.5024605	0.5912056	0.7058615
950	0.6234861	0.9083738	0.8559873	0.9529944	0.6171050	0.3694606	0.3318429	0.4655972	0.5482903	0.7351449
1000	0.6350303	0.7852877	0.8122872	0.8731862	0.6267263	0.3855224	0.3341386	0.4755252	0.5564109	0.7332500
