"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
650	0.2815380	1.0146023	0.0567327	0.2676264	0.6665796	0.2189471	0.6159133	0.7086193	0.6932351	0.9064296
700	0.2616491	0.9485918	0.0423614	0.2950620	0.8613152	0.2485411	0.5844635	0.7425059	0.7463548	0.9548420
750	0.2826458	1.0083412	0.0649660	0.2619538	0.9566592	0.2074903	0.6188626	0.7805634	0.8028927	1.0977681
800	0.2781238	1.0476845	0.0650703	0.3193298	0.8872186	0.1949765	0.5544911	0.7371356	0.7771885	1.0039470
850	0.2620025	0.9861242	0.0828023	0.2890522	0.9360653	0.2242282	0.6263324	0.7645768	0.7916865	1.0190715
900	0.2434797	1.0259208	0.0796269	0.2980620	1.0486378	0.2662049	0.6054180	0.7785102	0.8327161	0.9607647
950	0.2947063	1.0526851	0.0927394	0.3650321	0.9871067	0.2532353	0.5590847	0.7325078	0.8753505	1.1122005
1000	0.1796670	1.1083682	0.1186868	0.3563893	0.9377058	0.2255801	0.6659972	0.7067959	0.8550260	1.0477336

0	0.2679813	1.0953137	0.0953059	0.3021674	0.9295888	0.2705848	0.6826626	0.6339175	0.7683757	0.9751620
50	0.2581992	0.9381182	0.0418508	0.2665980	0.9605783	0.2413634	0.5330930	0.7109638	0.6229359	1.0007002
100	0.3393202	0.9488532	0.0236522	0.3333075	0.9301680	0.2322446	0.4326993	0.8506408	0.5534665	1.0521607
150	0.4733440	1.0510516	0.0121658	0.4462324	0.9391572	0.2094306	0.3399245	0.9339280	0.4697506	1.0011348
200	0.6172348	1.0348631	0.0245643	0.5350422	0.8762024	0.2340793	0.2297479	1.0198159	0.4910314	1.0992807
250	0.5830027	0.9822376	0.0504667	0.7444405	0.9450064	0.3163831	0.2592816	0.9820418	0.4167074	0.9879128
300	0.6020518	0.9940603	0.0279029	0.8425519	0.9887641	0.3393656	0.1981425	0.9268505	0.4841838	0.9902497
350	0.5921086	0.9841011	0.0184092	0.9414894	1.0677243	0.3459724	0.2490534	0.9124581	0.4407979	1.0329061
400	0.6122016	0.9360143	0.0184293	0.8300192	1.0063240	0.3675582	0.2546247	0.9733696	0.4209271	0.9835119
450	0.6294320	0.9984498	0.0311036	0.7583463	0.9459258	0.3636607	0.2138013	0.9861672	0.3876123	0.9877045
500	0.6344692	1.0273227	0.0251688	0.7908851	0.9062988	0.3222125	0.2120236	1.0809630	0.4983200	0.9780714
550	0.5984312	0.9116588	0.2233815	0.8313788	1.0799241	0.3851963	0.2258401	0.9786992	0.5638109	1.0344209
600	0.4747599	0.9645685	0.3436219	0.8869862	1.0206477	0.3366248	0.2807237	0.8728820	0.6880928	0.9870285
650	0.4027929	1.1004221	0.3627803	0.6965068	0.9651874	0.3184429	0.3812018	0.7666161	0.7437829	1.0343894
700	0.3253011	0.9395558	0.3316901	0.5529993	1.0233212	0.2994025	0.4757864	0.7773448	0.8327366	1.0064098
750	0.2803456	0.9861423	0.2225731	0.4152003	0.9326437	0.2457228	0.5481030	0.7294018	0.8636941	0.9581215
800	0.2251038	1.0882446	0.1634144	0.3409441	0.9379901	0.2569370	0.5595497	0.7629285	0.8338726	0.9535586
850	0.2635361	1.0331767	0.1741380	0.3561423	0.9346743	0.2952699	0.5391613	0.7872581	0.7693284	0.9882944
900	0.2288564	1.1273741	0.1168103	0.3412545	0.9219563	0.2750110	0.4789883	0.8197554	0.7451757	0.9889961
950	0.2361616	1.0533868	0.1198000	0.3825371	0.9211106	0.2982195	0.4815039	0.8735303	0.7957181	1.0405018
1000	0.2342871	1.0343917	0.1241697	0.4143134	0.9714446	0.2290666	0.4747964	0.8482710	0.7598386	1.0190002

0	0.2679813	1.0953137	0.0953059	0.3021674	0.9295888	0.2705848	0.6826626	0.6339175	0.7683757	0.9751620
50	0.2620978	1.0177999	0.0604833	0.2176909	0.9354858	0.2518239	0.6546216	0.7615002	0.8078605	0.9472767
100	0.3060890	0.9166231	0.0460524	0.1303378	0.9472743	0.2128233	0.5472869	0.7935293	0.8177918	1.0360300
150	0.2902301	0.9931439	0.0226499	0.1554570	1.0529348	0.2240713	0.5208849	0.7641244	0.8791161	1.0030888
200	0.2427926	0.9261418	0.0203375	0.0993755	0.9926208	0.2314352	0.5410866	0.7744179	0.7128449	0.9234668
250	0.3163951	0.9876839	0.0058937	0.1518343	0.9014143	0.2247434	0.5560729	0.7619058	0.7232712	0.9913907
300	0.3241643	1.0305244	0.0097795	0.1142552	0.9943034	0.2267943	0.5344797	0.7834609	0.7408422	0.9772148
350	0.3214379	1.0814861	0.0047565	0.1279405	0.9807907	0.2659699	0.5558079	0.6872805	0.8870541	0.9201486
400	0.2681716	1.0625573	0.0108891	0.1064352	0.8816665	0.2623803	0.6518208	0.7552037	0.8926982	1.0007650
450	0.2101929	0.9820499	0.0071479	0.0686873	0.9969078	0.2043972	0.5938514	0.7270327	0.9282880	0.9866013
500	0.2376180	0.9551735	0.0214114	0.0876016	1.0421281	0.2071465	0.6050455	0.6987136	0.7643550	1.0586357
550	0.1993918	1.0332299	0.0561912	0.1135747	0.9818038	0.2158320	0.6188551	0.6616965	0.8266906	1.0720267
600	0.2213049	1.0323271	0.0881868	0.2167336	0.9358153	0.2518009	0.5168130	0.7420603	0.7828648	1.1483194
650	0.1974487	1.0878080	0.0910179	0.3038984	0.9901615	0.2527389	0.5000840	0.7971901	0.7508998	1.0308110
700	0.2429759	1.0340031	0.0898344	0.3528529	0.8914813	0.2380259	0.4962589	0.7374301	0.8148271	1.0565805
750	0.2376772	1.0004484	0.0923326	0.3667682	0.9190521	0.2510568	0.6156478	0.7960165	0.8440240	1.0084181
800	0.2609739	0.9335232	0.0840380	0.3215258	0.9226766	0.2619584	0.5468907	0.8313352	0.7234787	0.9933583
850	0.2519404	0.8807503	0.0821745	0.3439463	0.9807566	0.2573603	0.5103525	0.7869756	0.7657259	1.0033971
900	0.3263967	1.0443293	0.1008002	0.3770009	0.9646966	0.2557487	0.5167995	0.6712256	0.7828430	1.1025946
950	0.2866831	1.0322462	0.0813634	0.3303264	0.9664201	0.2158249	0.6159162	0.7417244	0.8169888	1.0270199
1000	0.2992286	1.0124965	0.1018031	0.2521615	0.8303049	0.2296348	0.6277635	0.7458612	0.8118835	0.9769020

0	0.2679813	1.0953137	0.0953059	0.3021674	0.9295888	0.2705848	0.6826626	0.6339175	0.7683757	0.9751620
50	0.2662221	1.0644536	0.0585126	0.2117908	0.9466934	0.2181100	0.6897753	0.6965945	0.7224607	0.9596755
100	0.3659296	0.9836996	0.0660922	0.2064432	0.8764706	0.2599124	0.6837338	0.7107043	0.8117617	0.9445583
150	0.2840006	0.9755081	0.0633208	0.2295804	0.9509715	0.2357099	0.6177364	0.8166811	0.8090628	1.0350185
200	0.2828756	1.0087513	0.0886963	0.2783461	0.8230590	0.3415230	0.5411266	0.7544469	0.7726685	1.0511063
250	0.2598260	1.0102672	0.0960569	0.3370914	0.8687152	0.2762898	0.5580571	0.7760848	0.8339230	0.9968745
300	0.1971032	1.1074860	0.1053489	0.3506713	0.9677764	0.2739258	0.5712537	0.8265000	0.8391960	0.9308784
350	0.2140189	1.0757714	0.0732473	0.3612031	0.9209534	0.2856386	0.5863096	0.7215417	0.9071392	1.0444146
400	0.1813563	1.1267818	0.1023917	0.2993072	0.9949276	0.2423248	0.6304936	0.7258734	0.8985967	1.0819866
450	0.1825927	1.1407361	0.0856388	0.3074295	0.9353711	0.2064090	0.5496856	0.7696573	0.8046344	0.9425684
500	0.2531237	1.1141758	0.0962067	0.3213109	0.8733628	0.2069422	0.5592347	0.7241980	0.7309579	0.9511208
550	0.3169178	1.0771928	0.0758358	0.2841583	0.8337495	0.2120055	0.5946051	0.7413014	0.8225234	1.0207293
600	0.3009834	1.0418201	0.0749284	0.2314611	0.9264492	0.2366042	0.5876016	0.7022458	0.8509932	1.0576149
650	0.2322137	1.0257049	0.0780422	0.2479417	0.8759491	0.2242861	0.6256570	0.7144166	0.8552916	0.9706075
700	0.2161187	0.9360855	0.1018964	0.2575995	0.8607092	0.2271860	0.5992940	0.7338629	0.9398668	1.0377296
750	0.2657909	0.9091352	0.0758492	0.3419488	0.9353522	0.2417622	0.5672465	0.7193458	0.8478735	0.9100383
800	0.2653496	0.9765094	0.1162193	0.2691021	0.9807561	0.2260658	0.5675367	0.6561963	0.8419587	0.9605360
850	0.2306354	1.0920966	0.1533306	0.3198838	0.9795400	0.2673132	0.5656012	0.6906596	0.8748621	0.9921011
900	0.2272415	0.9558340	0.1180485	0.3164557	0.9742956	0.2688616	0.6188025	0.6931535	0.6839126	1.0158763
950	0.3121614	0.9013976	0.1190011	0.2970142	0.9583948	0.3026518	0.5506145	0.7280778	0.7635454	1.0523621
1000	0.2524541	0.9455834	0.1128619	0.2811562	0.9322701	0.2544724	0.6922993	0.6378708	0.7628915	0.9662726

0	0.2679813	1.0953137	0.0953059	0.3021674	0.9295888	0.2705848	0.6826626	0.6339175	0.7683757	0.9751620
50	0.1659815	1.0242277	0.0436610	0.3087972	0.8964265	0.2160538	0.3692040	0.7881166	0.8309335	1.0600516
100	0.1779908	1.1025189	0.1322083	0.5392827	0.9282838	0.2450911	0.1404581	0.7799673	0.7411990	0.9958563
150	0.1908279	0.9699101	0.3180388	0.8467726	0.8675807	0.3741092	0.0776202	0.7149397	0.7889491	0.9157290
200	0.1992199	0.8951904	0.4744558	0.8382256	0.8289972	0.3795717	0.0763757	0.7040639	0.7813654	1.0746306
250	0.1672697	0.9236255	0.5478503	0.8882121	0.9492012	0.4675449	0.0885355	0.6735308	0.8415290	1.0531696
300	0.1814428	0.9678945	0.6445795	0.9054162	0.9972121	0.4654648	0.1079472	0.6560937	0.6759576	1.0756524
350	0.1831988	0.9825003	0.6267784	1.0391344	0.9666589	0.4823703	0.1108247	0.6216465	0.6809230	1.0000378
400	0.1802497	1.0488550	0.6172731	1.0143668	0.9193322	0.4722763	0.0974558	0.6731333	0.6933869	1.0026223
450	0.1671781	0.9479974	0.6209660	1.0187412	0.9094780	0.4123838	0.0862410	0.6639177	0.7041087	1.0041905
500	0.1458311	0.8717534	0.5751124	1.0974398	0.9570984	0.4532457	0.0687892	0.6459030	0.7030903	0.9758482
550	0.2692155	1.0047462	0.6985218	0.9062440	1.0234167	0.4834372	0.3370658	0.7096861	0.6602696	0.9429075
600	0.3636963	1.0079327	0.5378351	0.7155313	1.0475691	0.3692719	0.5387209	0.7500101	0.6798836	0.9467636
650	0.4174533	0.9840915	0.3115905	0.4963884	1.0428188	0.2945563	0.5358794	0.7086223	0.6688468	0.9326001
700	0.4408827	1.0355167	0.1821915	0.3682047	1.0653326	0.3042135	0.6089900	0.7328660	0.7295874	0.9974688
750	0.3979539	0.9659795	0.1491453	0.2955853	1.0370595	0.2461583	0.5582323	0.7838964	0.7872325	0.9855557
800	0.3467035	0.9041770	0.1170992	0.2845525	0.9635709	0.2034783	0.5352766	0.7640509	0.8111534	1.0207434
850	0.2816325	0.8713850	0.1018822	0.3142194	0.8767149	0.2738706	0.6127407	0.7577566	0.7983789	1.0096043
900	0.2483429	0.9152385	0.0877066	0.3226361	0.9775472	0.2618017	0.6827741	0.7128583	0.8564406	0.9747534
950	0.2785697	0.9364665	0.0831011	0.2492857	0.8620855	0.2593551	0.5870233	0.6438210	0.8031238	0.9039662
1000	0.2681238	1.0043068	0.0719101	0.2680445	0.8730730	0.2588945	0.7149591	0.7110594	0.8662261	0.9510260
