"Time"	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
150	0.6025890	0.0678196	0.4441901	0.0601331	0.6549900	0.7528389	0.1976294	0.3423885	0.0493785	0.5658750
200	0.7989364	0.0784712	0.4680671	0.0482391	0.6241459	0.6747505	0.1308880	0.4522103	0.0283396	0.4241582
250	0.7856171	0.0745409	0.4999100	0.0691591	0.6846998	0.6526355	0.1090473	0.3687763	0.0540592	0.4479681
300	0.6499256	0.1017287	0.4301241	0.0830191	0.7958006	0.5754704	0.1366015	0.3913410	0.0667317	0.4790173
350	0.7195616	0.0648968	0.5111887	0.0612029	0.6890047	0.6086374	0.1426921	0.3521324	0.1255884	0.3894778
400	0.6172642	0.0865179	0.4257340	0.0794335	0.6532650	0.7066365	0.2683976	0.3010139	0.0702624	0.5235978
450	0.6127504	0.0880652	0.4431440	0.0904092	0.6516644	0.6927453	0.3040993	0.3271911	0.1239843	0.4365994
500	0.6491467	0.0960843	0.6277578	0.0781078	0.6668428	0.6111588	0.3102297	0.3915009	0.0638094	0.5406350
550	0.7604315	0.0796985	0.4548514	0.1479924	0.7205781	0.6277989	0.2167145	0.3861987	0.0947555	0.7190410
600	0.6687626	0.1188791	0.3684773	0.2162632	0.8283864	0.6668067	0.1596468	0.4287299	0.0501147	0.7714206
650	0.7480413	0.1392122	0.3538444	0.1934718	0.7275169	0.6951827	0.1443077	0.3894357	0.0657800	0.6446590
700	0.8512016	0.0820154	0.3476972	0.1552609	0.6901455	0.6620989	0.0953568	0.3856919	0.0554488	0.7045560
750	0.6555226	0.1518386	0.4193928	0.1569789	0.6866137	0.7424887	0.2007312	0.4668023	0.0327172	0.6598465
800	0.7406000	0.1181628	0.3368210	0.1999325	0.6293020	0.6064538	0.1102886	0.4223755	0.0764012	0.6113122
850	0.7135450	0.0949720	0.3692157	0.1911600	0.6427542	0.4814648	0.1625410	0.4519915	0.0573625	0.7624404
900	0.7030018	0.1187374	0.4272370	0.2137816	0.7500109	0.6876184	0.1357273	0.4569843	0.0630462	0.7555305
950	0.8380263	0.1244932	0.4339408	0.1620277	0.7056009	0.6825989	0.0812775	0.4658306	0.0952231	0.6820650
1000	0.6748013	0.0601011	0.3038308	0.2117063	0.7702111	0.6704196	0.0930598	0.3640007	0.0441345	0.8345662

0	0.6811743	0.1064889	0.2895189	0.1286789	0.6642201	0.7199577	0.0667430	0.4243398	0.0486256	0.6775731
50	0.7033534	0.0773128	0.7670727	0.1278335	0.6155946	0.6537542	0.1495019	0.4498996	0.0187237	0.7413518
100	0.7431067	0.0591116	0.5869387	0.0652065	0.6369382	0.5945954	0.1266329	0.4070148	0.0401678	0.7369991
150	0.7832961	0.0226949	0.6642636	0.0579631	0.5564143	0.6546562	0.0864815	0.4410171	0.0120911	0.7090113
200	0.7291438	0.0354060	0.7734381	0.1536213	0.6327348	0.7232455	0.0751352	0.5255964	0.0123848	0.6169857
250	0.6293352	0.0106715	0.7235266	0.0939749	0.8174599	0.4985816	0.1133608	0.5509826	0.0021582	0.6810809
300	0.7506373	0.0279020	0.6864102	0.1359909	0.7742873	0.5178276	0.0885563	0.5136018	0.0157846	0.7463298
350	0.7255173	0.0508608	0.6562575	0.0857381	0.7272983	0.4863918	0.0914566	0.4748417	0.0143762	0.7512855
400	0.6135090	0.0815489	0.6813355	0.0683621	0.6885161	0.5109016	0.0948917	0.4489917	0.0123750	0.7328949
450	0.8024492	0.0529137	0.8364082	0.1016446	0.6858065	0.6601476	0.0684669	0.4792900	0.0109258	0.7394762
500	0.6722111	0.0210441	0.7299839	0.0585584	0.6430369	0.7255362	0.1463920	0.4092872	0.0161816	0.7450715
550	0.7888231	0.0589454	0.4161121	0.1513346	0.6570219	0.6201333	0.0939139	0.5442637	0.0376846	0.7124656
600	0.8322343	0.0949926	0.3379817	0.1311857	0.5870032	0.6142647	0.1033154	0.4206990	0.0787609	0.7569396
650	0.8094879	0.1084909	0.3132359	0.1854377	0.6756880	0.6211738	0.1142945	0.3148895	0.0343484	0.6566081
700	0.7286129	0.0610856	0.2586379	0.1631759	0.7022993	0.5722433	0.0618599	0.5018505	0.0983170	0.6750585
750	0.7791336	0.0725246	0.3180955	0.2043527	0.6985578	0.5968785	0.1461264	0.3847106	0.0534128	0.6551742
800	0.7618361	0.0891289	0.3470860	0.1576520	0.6589771	0.5803913	0.1705861	0.3049611	0.0258033	0.7034859
850	0.6925879	0.0693359	0.4178810	0.1682867	0.7278395	0.7507512	0.1644899	0.4349288	0.0559597	0.7929121
900	0.6493775	0.0987372	0.4144925	0.2146919	0.7100820	0.6906304	0.1556051	0.5035043	0.0346172	0.7554206
950	0.6522970	0.0771439	0.2732898	0.1845216	0.6588069	0.6453499	0.1423467	0.4392937	0.0417658	0.7464344
1000	0.7450949	0.0674996	0.2952388	0.1489332	0.6453033	0.8408529	0.1276071	0.4692215	0.0516688	0.7347390

0	0.9368800	0.1528855	0.2992088	0.1703011	0.6330954	0.5772443	0.0925944	0.3731206	0.1175282	0.7956815
50	0.6676186	0.1451033	0.7222521	0.1987492	0.6764268	0.7242007	0.2129955	0.3459644	0.0394456	0.7501253
100	0.7646506	0.1394103	0.6605205	0.1568056	0.7386455	0.7183629	0.1737389	0.4227903	0.0198282	0.8047306
150	0.7752009	0.1199385	0.7342047	0.1997018	0.6232696	0.7433130	0.1251239	0.4077518	0.0840387	0.6908673
200	0.6852316	0.0801502	0.8107907	0.1938045	0.6765603	0.6717085	0.1194140	0.4358607	0.0439334	0.8299326
250	0.7610108	0.0800198	0.5121943	0.1700054	0.7390915	0.6455706	0.1063847	0.3477634	0.0554139	0.8115700
300	0.7134218	0.0740410	0.7200201	0.1444182	0.6942461	0.6754815	0.1804822	0.4027220	0.0508038	0.7313454
350	0.6956700	0.0988634	0.5844839	0.1917224	0.5558865	0.5924511	0.1901186	0.3195888	0.0466335	0.7700305
400	0.7026923	0.1381578	0.6333417	0.2575001	0.6913890	0.5928668	0.2996101	0.2962024	0.0290985	0.7409739
450	0.6960027	0.1209457	0.5514818	0.2122697	0.8422550	0.7372498	0.2935229	0.4331413	0.0590008	0.7103879
500	0.6180587	0.0931117	0.6414002	0.2018059	0.6766063	0.7713500	0.1943321	0.4905732	0.0595891	0.7007915
550	0.5599201	0.0873945	0.3919849	0.1899443	0.6533444	0.7842739	0.1157511	0.4372087	0.0487423	0.6884038
600	0.7430338	0.0692354	0.3621251	0.2301783	0.6334378	0.6482123	0.0895019	0.4057020	0.0815260	0.6300339
650	0.7178618	0.0740186	0.3787307	0.1763290	0.6946064	0.6501562	0.1884013	0.2982712	0.0419703	0.7488343
700	0.6073282	0.1060605	0.3796732	0.2298888	0.6564320	0.7732794	0.2586505	0.2848582	0.0584692	0.7063565
750	0.7575350	0.0733948	0.3721195	0.2171140	0.6359712	0.7369270	0.2237667	0.3521193	0.0397947	0.7039206
800	0.6222614	0.1174655	0.4158231	0.1963657	0.7752931	0.6451561	0.1848398	0.3245548	0.0280564	0.7090629
850	0.7018854	0.1179674	0.4045711	0.2249722	0.6875989	0.6100292	0.1252455	0.5144042	0.0517599	0.7479070
900	0.6457247	0.0570409	0.3871322	0.1809257	0.7600327	0.6723069	0.1572587	0.4291540	0.0381632	0.5944407
950	0.7492055	0.1270983	0.4304994	0.1570853	0.5858183	0.7182734	0.1806350	0.4285967	0.0674620	0.6334305
1000	0.5842066	0.1013893	0.4286084	0.1764602	0.6455748	0.5376247	0.1616096	0.3787951	0.0681023	0.7958123

0	0.8182820	0.1410995	0.3638244	0.2347732	0.6161442	0.6583226	0.0836471	0.4132358	0.0603230	0.6738496
50	0.2970709	0.0948735	0.2922738	0.1944521	0.7773055	0.4649169	0.0858094	0.3630497	0.1061857	0.5936006
100	0.1714297	0.1085717	0.2832045	0.2333216	0.6956319	0.5581922	0.0300365	0.4103606	0.1820050	0.6251282
150	0.1639024	0.1134561	0.2975179	0.1584722	0.7027011	0.3847233	0.0527235	0.3122214	0.0447356	0.7205282
200	0.1629621	0.0947513	0.2309713	0.1644716	0.6769926	0.4128660	0.0149514	0.3139921	0.0496369	0.7919850
250	0.1388110	0.1216091	0.2131912	0.2041074	0.6634415	0.3840182	0.0432135	0.3623824	0.0684121	0.7913697
300	0.1706262	0.1389241	0.1660081	0.2280974	0.4763032	0.2976966	0.0164387	0.3697038	0.0634159	0.5862784
350	0.1834286	0.1171992	0.1650329	0.2892245	0.4980177	0.1784862	0.0217710	0.3471533	0.0770801	0.7209430
400	0.1764337	0.1401407	0.1329512	0.3459404	0.4731939	0.2452857	0.0561023	0.3287021	0.0297967	0.8046655
450	0.1892832	0.1976786	0.1290344	0.3296676	0.3986400	0.2958653	0.0167857	0.2913198	0.0590238	0.7284695
500	0.2205017	0.2092461	0.1447848	0.3892671	0.4100162	0.2846883	0.0444058	0.2769912	0.0422292	0.6658488
550	0.6237898	0.1888150	0.1092587	0.5240308	0.3047831	0.3154521	0.0496462	0.2275413	0.0330004	0.7461524
600	0.7067880	0.1055502	0.1488772	0.6022954	0.4966852	0.3897924	0.1674274	0.2723303	0.0822710	0.7363023
650	0.5813372	0.1347348	0.1486549	0.5584202	0.5374160	0.5243454	0.2643616	0.2526605	0.0654496	0.8356548
700	0.6613025	0.0982036	0.2318063	0.3118347	0.5917925	0.6727698	0.3065100	0.3382946	0.0649806	0.7788356
750	0.7358789	0.0860530	0.2159335	0.2724041	0.5918089	0.6044706	0.2455053	0.4111610	0.0542049	0.7778638
800	0.6994340	0.0978250	0.3462286	0.2444289	0.5792594	0.7174766	0.2464205	0.4057949	0.0835108	0.7684007
850	0.7052728	0.1364889	0.4169561	0.1886728	0.7916783	0.6440599	0.1889558	0.4274226	0.0490442	0.6499675
900	0.6075535	0.1279342	0.4112125	0.2377711	0.6757265	0.6435413	0.2635899	0.3750221	0.0540888	0.6863944
950	0.5835161	0.0869035	0.3714703	0.1904053	0.7114452	0.6543552	0.2079944	0.5651681	0.0395710	0.8067512
1000	0.6454671	0.0852225	0.2569005	0.1670255	0.8651768	0.5597224	0.1362906	0.3936065	0.0471160	0.7173718

0	0.7746742	0.1019711	0.3072014	0.2271737	0.6143496	0.6403895	0.1220367	0.4331126	0.0555049	0.7454428
50	0.7640229	0.0259846	0.5793038	0.0501325	0.6647130	0.7597958	0.0822610	0.6460402	0.1158788	0.6498111
100	0.6215226	0.0089556	0.3725456	0.0204527	0.6695247	0.6386287	0.0633667	0.5741468	0.0582364	0.6827470
150	0.6991704	0.0217076	0.4274892	0.0125327	0.6359444	0.4448874	0.0577746	0.5889511	0.0370106	0.7741760
200	0.7439519	0.0231728	0.2554668	0.0150955	0.7057946	0.3213458	0.0389875	0.5659358	0.0451061	0.6808791
250	0.6442846	0.0234192	0.2382832	0.0136806	0.5197070	0.4081115	0.0569342	0.7566172	0.0516922	0.8179549
300	0.7841112	0.0527441	0.1710348	0.0262759	0.5236773	0.3187915	0.0428247	0.5676489	0.0466133	0.6934983
350	0.8269068	0.0305966	0.3178144	0.0252593	0.5808128	0.4279726	0.0133997	0.6062483	0.0999459	0.7891784
400	0.7298298	0.0625054	0.1616964	0.0204867	0.5995124	0.2859621	0.0160900	0.6702165	0.0811062	0.7592453
450	0.7450386	0.0538652	0.1839548	0.0349061	0.5178896	0.3995564	0.0328521	0.7409424	0.0432872	0.7026400
500	0.8515424	0.0835824	0.1871073	0.0456069	0.4438300	0.2578482	0.0191374	0.7290196	0.0530028	0.7000001
550	0.6914284	0.1189917	0.1271141	0.3069343	0.3045550	0.2497544	0.0463588	0.4127089	0.0607322	0.6738221
600	0.6202239	0.1548495	0.1635891	0.3472846	0.3192490	0.3396906	0.1062160	0.3281845	0.0610188	0.6421534
650	0.5977672	0.1622309	0.1171084	0.4196054	0.3339078	0.4283678	0.1505826	0.2980088	0.0412113	0.8106158
700	0.7087907	0.1536851	0.1704661	0.3507733	0.5244718	0.7124067	0.2911382	0.3184840	0.0665366	0.6837418
750	0.5696030	0.1629632	0.2000277	0.3303582	0.6045619	0.5435603	0.2295133	0.2307461	0.0344221	0.8204526
800	0.5872680	0.0752862	0.3010958	0.3475639	0.6530101	0.6148000	0.3518127	0.2899635	0.0506494	0.6424837
850	0.6455999	0.1191759	0.4568999	0.1838730	0.7108069	0.5849623	0.3050389	0.4529120	0.0428274	0.7461759
900	0.6491343	0.1018289	0.3776146	0.2791137	0.6208824	0.8319821	0.1932613	0.4357286	0.0494997	0.6788358
950	0.7660973	0.0961110	0.4270199	0.2390071	0.5712079	0.6999967	0.1621729	0.3653728	0.0421916	0.7357519
1000	0.5989722	0.0877986	0.4945809	0.1793146	0.6375115	0.7827695	0.1341244	0.3500719	0.0472158	0.7172368

0	0.7233229	0.1590725	0.3248010	0.1851583	0.6416148	0.7169465	0.0985973	0.3843441	0.1079990	0.6019078
50	0.8621544	0.0641355	0.3832959	0.1661317	0.6645019	0.6315012	0.1898538	0.6639046	0.0362898	0.6548854
100	0.6331491	0.0974965	0.4297476	0.1860402	0.8410685	0.6480720	0.1931462	0.6893878	0.0509629	0.7107047
150	0.6994831	0.0516954	0.4412824	0.1991513	0.7990164	0.6282554	0.2014254	0.7265096	0.0455958	0.6575935
200	0.6419495	0.0701281	0.3103974	0.2272515	0.7302945	0.6026872	0.1680658	0.7248237	0.0281470	0.6967021
250	0.7833327	0.1000843	0.3862342	0.1369866	0.7366146	0.6194267	0.2157078	0.7214465	0.0460571	0.8248837
300	0.8011201	0.1430375	0.4479210	0.1501681	0.7347285	0.7112885	0.1953011	0.7112623	0.0646136	0.6637615
350	0.6776610	0.0812615	0.4337178	0.1654939	0.6285899	0.6778890	0.2175101	0.6299566	0.0517167	0.7051620
400	0.7600974	0.0928095	0.4411106	0.1672951	0.7199669	0.6760703	0.2072488	0.6266271	0.0654934	0.6448927
450	0.6265798	0.0991150	0.3889254	0.1122592	0.7299309	0.7100032	0.1669416	0.7909338	0.0402923	0.8022703
500	0.7117174	0.0976553	0.4355154	0.1600731	0.6890041	0.6721499	0.1639792	0.7757742	0.0588875	0.7165213
550	0.6437254	0.0947116	0.4434103	0.1701042	0.6777686	0.6047180	0.0933809	0.4309068	0.0302023	0.7685244
600	0.6046809	0.0940277	0.3052438	0.1601400	0.8416144	0.5582731	0.0298791	0.4165710	0.0572335	0.5791829
650	0.8364702	0.1387991	0.3869582	0.1841384	0.6785257	0.5110029	0.0619112	0.4888720	0.0305090	0.6479483
700	0.7776763	0.0912938	0.3565743	0.1480612	0.7579411	0.4710720	0.0904389	0.3660363	0.0647779	0.6471268
750	0.6934725	0.1410275	0.2527645	0.1754295	0.6491707	0.4886201	0.1025516	0.5355131	0.0836798	0.7139014
800	0.7691818	0.0829823	0.2801935	0.1773176	0.7927273	0.5538297	0.0872508	0.4406653	0.0438768	0.7117477
850	0.6537599	0.0761626	0.2600179	0.1684609	0.7003568	0.5561777	0.0955955	0.3748725	0.0624195	0.7274073
900	0.7185040	0.0790024	0.3895199	0.1152154	0.6138817	0.5680705	0.2111165	0.4033233	0.0438209	0.7205442
950	0.6682775	0.0932495	0.3148848	0.1238460	0.6948726	0.6926530	0.1281938	0.4388120	0.0568739	0.7244573
1000	0.7340715	0.1125425	0.3081871	0.2365895	0.7091966	0.5890679	0.1825397	0.4211968	0.0387446	0.6951500

0	0.7612137	0.0847615	0.3669052	0.2147888	0.7148975	0.6396069	0.1187956	0.4682838	0.0650883	0.7512433
50	0.7368057	0.1175338	0.4094343	0.2568174	0.7113937	0.6233563	0.0974902	0.4259798	0.0370857	0.6969819
100	0.8870717	0.0821570	0.4476917	0.1939884	0.9478490	0.5911974	0.1127633	0.3709589	0.0005087	0.6386199
150	0.7796894	0.1205710	0.4134661	0.1823946	0.6195578	0.7245734	0.1727789	0.4266101	0.0000000	0.7266247
200	0.6691843	0.0607658	0.3837445	0.2030497	0.6673392	0.6425359	0.1460205	0.4412696	0.0000538	0.8344545
250	0.8632428	0.0733997	0.3606518	0.2070225	0.6702519	0.5748451	0.1163568	0.3688829	0.0006693	0.7903588
300	0.7448899	0.0799984	0.4518283	0.2834526	0.7155623	0.5845990	0.0878666	0.4977935	0.0014536	0.7383126
350	0.8103424	0.0952370	0.4146500	0.1749376	0.6183165	0.6459509	0.0604695	0.4747645	0.0000000	0.7515825
400	0.7635416	0.1006280	0.3891041	0.1808215	0.6551786	0.6636939	0.0748562	0.3933922	0.0001278	0.7780910
450	0.7997949	0.0821158	0.4792717	0.1647495	0.7897236	0.7541253	0.0728112	0.4592454	0.0005248	0.7131232
500	0.6970962	0.0591427	0.4321825	0.1372326	0.7962497	0.8072149	0.0570191	0.4150552	0.0029980	0.7357148
550	0.7268695	0.0864255	0.5215756	0.1588208	0.8137468	0.6320753	0.1261771	0.3229368	0.0131751	0.8060632
600	0.6401688	0.1306852	0.3112519	0.1997591	0.6965622	0.7063656	0.0950369	0.4845467	0.0530712	0.6726841
650	0.8018160	0.1254081	0.3294172	0.1452835	0.6302028	0.7000491	0.0941577	0.4427066	0.0466458	0.8384680
700	0.6546621	0.0933924	0.4121834	0.2252496	0.6304310	0.6231098	0.0704607	0.4099159	0.0291320	0.7052174
750	0.7138609	0.0981415	0.3204312	0.1901844	0.5973215	0.5082579	0.1174565	0.4390671	0.0388983	0.8427359
800	0.7902811	0.1287024	0.2701464	0.2186771	0.7211221	0.5261119	0.1037273	0.4162204	0.0683382	0.7434874
850	0.8412683	0.1598106	0.3480797	0.2129899	0.6332645	0.5809991	0.1208142	0.3368997	0.0562425	0.8303347
900	0.7419613	0.1464366	0.4642904	0.1516301	0.7343874	0.7121982	0.2620548	0.3239898	0.0786304	0.7329249
950	0.7481172	0.0975132	0.4135633	0.2104330	0.7019812	0.7174067	0.2887572	0.2858877	0.0852723	0.7765001
1000	0.5787475	0.0870401	0.4311780	0.1534332	0.7583773	0.6339213	0.3425184	0.2918640	0.0805357	0.7619320

0	0.7859061	0.1216447	0.3618292	0.2518322	0.7102879	0.5507321	0.0829076	0.4358731	0.0604924	0.8289869
50	0.3117233	0.1252907	0.3288583	0.1482093	0.6992371	0.6074181	0.0758659	0.5400290	0.0796866	0.7924347
100	0.2633460	0.1450124	0.4666436	0.2149976	0.6595876	0.6078897	0.0476619	0.3335735	0.0395019	0.6914302
150	0.2209229	0.0764895	0.2091491	0.1560298	0.6779115	0.5732762	0.0332536	0.4033803	0.0531521	0.7933589
200	0.1463238	0.1141113	0.3819500	0.1928426	0.7456277	0.4754577	0.0246718	0.3641933	0.0605765	0.6681759
250	0.1653601	0.1026121	0.3025398	0.2075686	0.7617030	0.4786013	0.0436225	0.3387098	0.0518398	0.7760345
300	0.1434329	0.1439878	0.2314951	0.2093370	0.6369464	0.2852926	0.0249710	0.4422892	0.0523249	0.7177080
350	0.1231346	0.1370824	0.1754820	0.1972923	0.6009606	0.3608642	0.0157045	0.3819364	0.0532990	0.6141203
400	0.2110451	0.1664978	0.1803410	0.2788126	0.4778017	0.3973254	0.0257566	0.5708037	0.0470175	0.7472683
450	0.1748985	0.1460434	0.1592155	0.2732957	0.4697373	0.3099836	0.0352160	0.3543878	0.0527464	0.6876949
500	0.2773539	0.1202489	0.1433252	0.2915057	0.5382554	0.3620422	0.0441543	0.3810288	0.0303774	0.7193152
550	0.5073196	0.1218601	0.1664667	0.2590778	0.5210138	0.2358469	0.0331616	0.3837207	0.0681216	0.8531307
600	0.6345140	0.1747175	0.1535801	0.3901254	0.3739339	0.3107320	0.1094971	0.3004098	0.0655478	0.7261673
650	0.5955065	0.1313180	0.1335612	0.4344444	0.6044953	0.5290396	0.1470449	0.2429570	0.0258904	0.6686734
700	0.7632687	0.0683144	0.1692856	0.4706104	0.6129076	0.6670797	0.1850707	0.3681485	0.0613483	0.7143515
750	0.8207537	0.1415179	0.3165977	0.2455038	0.6450966	0.5967527	0.1139968	0.2832403	0.0493852	0.6959987
800	0.8081984	0.1242046	0.2914557	0.2399742	0.7727776	0.6563777	0.1490651	0.3678817	0.0574606	0.7459581
850	0.8469026	0.0743970	0.4086869	0.2629199	0.8016528	0.7814575	0.1493019	0.3725780	0.0493513	0.7857409
900	0.6204880	0.1061225	0.4093431	0.2153143	0.6829977	0.7139744	0.1353527	0.3737836	0.0582397	0.6291816
950	0.8441989	0.0738474	0.3500377	0.1534861	0.6221248	0.7623484	0.1952221	0.4379614	0.0503471	0.8965072
1000	0.7124461	0.0734708	0.4197113	0.1916977	0.6319416	0.7072018	0.1249552	0.4289501	0.0333266	0.5788200

0	0.6718935	0.1101552	0.3547369	0.2091558	0.6664975	0.6740838	0.0930973	0.4210569	0.0823218	0.7300940
50	0.4016805	0.0230494	0.4246889	0.0832773	0.7763085	0.7523702	0.1713580	0.5477870	0.0665181	0.8035653
100	0.3164935	0.0523620	0.4449647	0.0606524	0.7380569	0.7805654	0.0650390	0.4113169	0.0395476	0.6632752
150	0.2820196	0.0619968	0.4247677	0.0418550	0.6825438	0.6326014	0.0637640	0.4356377	0.0470359	0.6237553
200	0.3080029	0.0240299	0.2689570	0.0486806	0.6691657	0.4954486	0.0432654	0.4630901	0.0482956	0.6712635
250	0.3752351	0.0542828	0.3539324	0.0645555	0.7471624	0.4030820	0.0306708	0.3191261	0.0315886	1.0000000
300	0.2552250	0.0539760	0.2085733	0.0338442	0.6064078	0.3646810	0.0439951	0.5107697	0.0419086	0.8136593
350	0.4008093	0.0763497	0.1904632	0.0242367	0.6163450	0.3504116	0.0335238	0.3925969	0.0339111	0.7934484
400	0.3018865	0.0733052	0.1436373	0.0216203	0.5747964	0.2741598	0.0432849	0.3182003	0.0795035	0.5760411
450	0.2507647	0.0406293	0.1383570	0.0517261	0.4824326	0.2454910	0.0323909	0.4316350	0.0318049	0.6339334
500	0.3231253	0.0856251	0.1312656	0.0919250	0.4128503	0.2934652	0.0175133	0.4794725	0.0461180	0.6543115
550	0.8133750	0.1317914	0.0900069	0.3076264	0.2661851	0.3098492	0.0403105	0.3781582	0.0419737	0.7374818
600	0.7364733	0.2291982	0.1107036	0.5142929	0.1925455	0.3570792	0.1355599	0.2787682	0.0884792	0.7328933
650	0.7165683	0.2195881	0.1240401	0.5363155	0.3922435	0.4949089	0.1968666	0.2005378	0.0573542	0.8515204
700	0.7464460	0.1130442	0.1515887	0.5186899	0.6160394	0.6406329	0.3299532	0.2696569	0.0730862	0.6344088
750	0.7976268	0.1287326	0.3587577	0.3681380	0.5973810	0.7310483	0.3393118	0.3036020	0.0607558	0.7291048
800	0.5977505	0.0860937	0.3854111	0.2347230	0.7352893	0.8351725	0.2549493	0.3504812	0.0492637	0.7889450
850	0.5867427	0.0797681	0.4908777	0.2654518	0.5639721	0.8034012	0.1825910	0.3636700	0.0682349	0.7067319
900	0.7941854	0.0579945	0.3964250	0.2463504	0.8330099	0.7622102	0.1982683	0.4272069	0.0374796	0.7952111
950	0.7554301	0.1097044	0.3456694	0.2062815	0.6739810	0.7062954	0.1063342	0.4093327	0.0485383	0.6493012
1000	0.7522452	0.0763186	0.3730716	0.1714731	0.8188817	0.6452819	0.1616027	0.3903192	0.0430324	0.8338753
