"Time"	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
600	0.1020840	0.0032143	0.5717851	0.3682844	0.5470275	0.6971787	0.0666220	0.3059251	0.3957380	0.3516837
650	0.0757066	0.0075047	0.6685713	0.3896121	0.6001564	0.6187352	0.0408212	0.3063229	0.4648379	0.3030788
700	0.1231046	0.0045921	0.5098732	0.4436532	0.5777702	0.7051423	0.0989958	0.2755428	0.5253323	0.3676268
750	0.0884624	0.0075359	0.5763376	0.2669615	0.5314842	0.5825186	0.0345841	0.3455061	0.5368368	0.2452045
800	0.0785320	0.0094295	0.5694503	0.4165473	0.6436439	0.6917333	0.0406264	0.2461943	0.4882057	0.2605746
850	0.0763987	0.0037292	0.5033991	0.4167873	0.5844249	0.7853590	0.1123427	0.2411742	0.4153338	0.3709979
900	0.1009163	0.0055980	0.4938190	0.3808119	0.4903361	0.5827673	0.0578802	0.2580776	0.4192401	0.3730096
950	0.0597041	0.0087089	0.5988247	0.3255017	0.6129860	0.6492212	0.0736684	0.2653375	0.4156085	0.3658206
1000	0.0636928	0.0066022	0.4979090	0.3824270	0.5988754	0.7903628	0.0704734	0.2392053	0.5176365	0.3617232

0	0.0931860	0.0010912	0.7375094	0.3371241	0.5871042	0.6354166	0.0746253	0.2318487	0.3377449	0.2094253
50	0.2810644	0.0113276	0.6744054	0.2897158	0.4386386	0.6870729	0.0754078	0.2305339	0.4052389	0.2271396
100	0.6130366	0.0035593	0.6233287	0.1641884	0.3577342	0.6282220	0.0746026	0.1843728	0.4566152	0.2756531
150	0.5056163	0.0013541	0.6371752	0.1854343	0.3956630	0.8607353	0.0504373	0.1189977	0.4222342	0.2142909
200	0.6512767	0.0093009	0.7929918	0.2504681	0.3801451	0.7851548	0.0683351	0.1188693	0.5626789	0.3173946
250	0.6361000	0.0087117	0.7591007	0.2095116	0.2736841	0.6947586	0.1430516	0.0398776	0.4936701	0.2633618
300	0.6729394	0.0015454	0.8028595	0.2442077	0.3539859	0.6205093	0.1872847	0.0621227	0.2965503	0.1956047
350	0.5962066	0.0010660	0.6891398	0.1553468	0.4165213	0.7391499	0.2480194	0.0320774	0.5297923	0.2658127
400	0.7058730	0.0005889	0.6690487	0.1942264	0.2746151	0.6911060	0.4639881	0.0420078	0.4134911	0.2863287
450	0.7409543	0.0041887	0.7541587	0.2698680	0.2611803	0.4816515	0.4611462	0.0415397	0.5026289	0.3023437
500	0.6219493	0.0014956	0.6778119	0.2416113	0.3383594	0.2078460	0.6810959	0.0248528	0.4505545	0.2491305
550	0.3977435	0.0012406	0.7291924	0.2875035	0.4460492	0.1651730	0.7307837	0.0516124	0.4392737	0.3135248
600	0.2523770	0.0144427	0.6982713	0.4223240	0.4707881	0.1206149	0.5123105	0.1871846	0.4270445	0.2645885
650	0.1403403	0.0082579	0.5228309	0.3216388	0.5870338	0.0807418	0.3496362	0.1587056	0.4283143	0.2411263
700	0.1517295	0.0142323	0.5099462	0.2995462	0.7750952	0.1815432	0.2642907	0.2795687	0.4713413	0.3914944
750	0.1205698	0.0108154	0.6615403	0.2884428	0.4705342	0.5366617	0.1018659	0.2976016	0.4799771	0.3232564
800	0.0765870	0.0022645	0.7206802	0.3650663	0.5618987	0.5150008	0.1248477	0.2765415	0.4230131	0.2629137
850	0.1202891	0.0029657	0.6459342	0.4152123	0.6832310	0.6215822	0.0462054	0.2919736	0.4309940	0.2884151
900	0.0970604	0.0019088	0.6295223	0.3803649	0.4909747	0.7653788	0.1627041	0.2836229	0.4522972	0.3287281
950	0.0845185	0.0038901	0.7321472	0.3877638	0.4710565	0.5852176	0.0348439	0.3318538	0.5247121	0.1871980
1000	0.0692266	0.0089182	0.5695550	0.3365864	0.5561002	0.6634359	0.0470290	0.3177087	0.4241535	0.3235496

0	0.1036527	0.0020628	0.6906517	0.3900982	0.5995084	0.7410890	0.0353727	0.3040562	0.4370618	0.2811043
50	0.1408485	0.0041827	0.6607852	0.3649179	0.6950057	0.7357307	0.0588632	0.2646252	0.4303974	0.3112217
100	0.0981646	0.0021662	0.6174587	0.4533218	0.6660203	0.7136432	0.0425159	0.1747347	0.5354868	0.3580459
150	0.1406069	0.0030837	0.5507062	0.3693998	0.5473509	0.7515950	0.0768954	0.1402755	0.4653439	0.2575884
200	0.0879390	0.0009435	0.7114909	0.2895323	0.5494966	0.6060534	0.1082800	0.0645811	0.5121279	0.3383895
250	0.0802173	0.0063584	0.6685803	0.3019850	0.5515428	0.7029738	0.0967609	0.0978901	0.5285799	0.2989024
300	0.0663324	0.0015756	0.5957496	0.3185371	0.5921078	0.7111431	0.2146302	0.0713464	0.5071858	0.2851367
350	0.0853119	0.0003499	0.7428431	0.3028718	0.6330871	0.6924629	0.1625763	0.0864801	0.4872470	0.3072604
400	0.1295322	0.0008364	0.8605609	0.3162971	0.7679812	0.5654180	0.1852366	0.1285923	0.3983391	0.2897709
450	0.0729480	0.0029198	0.7443127	0.3091282	0.7995734	0.6768070	0.1286520	0.0988092	0.3998015	0.2464796
500	0.1097290	0.0023720	0.7627388	0.2878971	0.6511421	0.5595393	0.1474585	0.0989539	0.4339104	0.2678836
550	0.1212477	0.0045928	0.5629381	0.2526597	0.6224915	0.7194346	0.1894155	0.1438364	0.5067010	0.3004951
600	0.0692540	0.0038183	0.7886408	0.3076996	0.5556812	0.6526556	0.0848913	0.2225894	0.6182838	0.2749145
650	0.1150480	0.0106296	0.6888227	0.3146512	0.5346181	0.6860005	0.1126336	0.3269504	0.3593421	0.1886105
700	0.0954638	0.0062492	0.7260313	0.2702428	0.5383707	0.7271654	0.0998449	0.2847895	0.3804776	0.2533077
750	0.0923014	0.0065177	0.7442758	0.2832192	0.5720111	0.7522090	0.0992689	0.2869832	0.4065594	0.2962748
800	0.1322039	0.0007465	0.5788417	0.2679555	0.5291378	0.7155334	0.0644700	0.3708647	0.3689147	0.2760862
850	0.1028379	0.0005910	0.6560841	0.4023451	0.5816507	0.6697296	0.0434604	0.3276330	0.3906269	0.2702261
900	0.0558194	0.0021448	0.5174911	0.4137682	0.5355618	0.7455575	0.1105006	0.2954840	0.5260953	0.2837720
950	0.0420796	0.0058510	0.4938014	0.3765883	0.5539115	0.6932771	0.0901747	0.3007992	0.4092386	0.3620401
1000	0.0567651	0.0014610	0.4977251	0.4230565	0.4386557	0.7110214	0.0656569	0.3269075	0.3508990	0.3013446

0	0.1115607	0.0064147	0.6916053	0.3747419	0.4838599	0.7380560	0.0725107	0.3609133	0.4650876	0.2508035
50	0.3083517	0.0039533	0.3983530	0.3567799	0.4366201	0.7775165	0.0606665	0.3674836	0.3695490	0.2472769
100	0.4542512	0.0077824	0.2153676	0.3281375	0.4566345	0.5989494	0.0447597	0.2902688	0.4102335	0.2433987
150	0.6915259	0.0452312	0.1371396	0.2917180	0.3679077	0.8089242	0.0628593	0.2949735	0.3329111	0.2919829
200	0.8019665	0.2107769	0.0583255	0.3573699	0.3212192	0.8460094	0.0767603	0.4052168	0.3693821	0.4016549
250	0.8007028	0.4496716	0.0329483	0.4645404	0.2565797	0.8337868	0.0528708	0.2977569	0.4953047	0.4290290
300	0.7214403	0.5686696	0.0340582	0.3604647	0.4172430	0.7505500	0.0354743	0.2852920	0.5170767	0.3073166
350	0.7911508	0.7222805	0.0282568	0.3235506	0.4598706	0.7166490	0.0535748	0.2478353	0.4932035	0.4519781
400	0.7171874	0.7905921	0.0112556	0.3589407	0.3265435	0.6385451	0.0339651	0.2250634	0.5887434	0.4019286
450	0.7966665	0.7708470	0.0234363	0.2749850	0.3188471	0.5978402	0.0762170	0.2056321	0.5570075	0.4890198
500	0.7315958	0.6737947	0.0133473	0.3125139	0.3498235	0.7552841	0.0442216	0.1827023	0.4861873	0.4878025
550	0.6688280	0.6832873	0.1941278	0.3667208	0.4263437	0.8940610	0.0319244	0.2964258	0.5774371	0.5296362
600	0.8505574	0.4046041	0.4240351	0.4260438	0.6058350	0.7025123	0.0789914	0.2187610	0.6238849	0.6151421
650	0.8411747	0.2185343	0.5313706	0.4038468	0.5942184	0.7236973	0.0910952	0.2645686	0.6074165	0.4512751
700	0.6310486	0.1086587	0.5597711	0.3387468	0.6568351	0.7548083	0.0504261	0.2829817	0.5371919	0.3902001
750	0.5998655	0.0288956	0.7404814	0.3460448	0.4924778	0.6871030	0.1103025	0.2580566	0.5119398	0.2801152
800	0.5697877	0.0364433	0.6342336	0.3373047	0.5144169	0.8241670	0.0768078	0.3600286	0.4465929	0.2766384
850	0.3072456	0.0064170	0.5349025	0.4018994	0.5104308	0.7454602	0.0712022	0.3122315	0.6361883	0.2814309
900	0.1453111	0.0162731	0.6024676	0.3509619	0.5500143	0.7316051	0.0558813	0.3618174	0.3862998	0.2702454
950	0.1433231	0.0105647	0.5877801	0.3474911	0.4745906	0.6314104	0.0784225	0.2610739	0.4093836	0.3125254
1000	0.0776212	0.0317484	0.6847903	0.3286292	0.5271481	0.7278490	0.0528792	0.2553242	0.4579181	0.2269968

0	0.0611906	0.0019661	0.7521666	0.3214187	0.6080351	0.8110491	0.1039920	0.3666475	0.4508999	0.3166355
50	0.1099711	0.0038160	0.6023945	0.1683093	0.5471992	0.6259429	0.0652817	0.1968394	0.4276890	0.2689572
100	0.0673582	0.0084750	0.8029341	0.2555671	0.3533423	0.6241850	0.0651247	0.1816183	0.4787356	0.3214215
150	0.1000361	0.0063924	0.4793724	0.1617547	0.3459355	0.7171085	0.0871289	0.1895615	0.6292775	0.3447919
200	0.1009717	0.0071380	0.4938064	0.3491449	0.3543088	0.6316194	0.0814930	0.1268619	0.4754808	0.3614006
250	0.1001991	0.0056914	0.6416201	0.1994964	0.3269879	0.6911058	0.1030445	0.1083489	0.4464778	0.3050329
300	0.0622297	0.0095121	0.5214249	0.2747753	0.2659375	0.7399740	0.0621792	0.1232738	0.4392103	0.3190745
350	0.0803478	0.0018427	0.5137144	0.2520531	0.3052564	0.8076596	0.0417424	0.1640529	0.6081873	0.3562874
400	0.0982414	0.0065286	0.4698028	0.2675750	0.2572576	0.7385251	0.1087830	0.1547016	0.5649712	0.3583007
450	0.0643996	0.0250018	0.6340427	0.2221698	0.3235909	0.7752014	0.0600621	0.1315418	0.4327089	0.2888992
500	0.1262081	0.0135255	0.5399721	0.1683053	0.2374743	0.6639159	0.0784491	0.1396959	0.4571979	0.3804902
550	0.1175591	0.0061136	0.5364222	0.3636046	0.3504831	0.7291811	0.0852010	0.1535212	0.4843798	0.3859475
600	0.0924114	0.0004930	0.5356993	0.4835878	0.5299638	0.5675159	0.1306371	0.1919459	0.4383567	0.3255070
650	0.0664498	0.0006484	0.4296626	0.3166711	0.5935414	0.7038548	0.1210422	0.1958761	0.5019293	0.3265359
700	0.1530193	0.0003461	0.6207360	0.3300636	0.7675989	0.6968450	0.1409277	0.2716949	0.5368783	0.4041375
750	0.0977769	0.0029013	0.6898074	0.3713061	0.5805727	0.5668416	0.0829345	0.2189692	0.5757821	0.3544787
800	0.0873150	0.0079814	0.4944247	0.3255804	0.5991396	0.6853470	0.1091446	0.2048742	0.7475726	0.3456894
850	0.0932312	0.0067234	0.6055989	0.2965290	0.5508153	0.6913867	0.0519085	0.2929354	0.5385762	0.3748457
900	0.1350332	0.0023830	0.6966757	0.2323345	0.6965859	0.7244680	0.0491806	0.1732369	0.4613797	0.2848520
950	0.1069381	0.0009689	0.5950418	0.2478125	0.5487050	0.6953026	0.0255824	0.1897357	0.4871648	0.3782846
1000	0.0612171	0.0024149	0.7120357	0.4112891	0.6153659	0.8305128	0.0355600	0.2563405	0.6512998	0.3445597

0	0.0901763	0.0012245	0.5557376	0.2921858	0.5607067	0.8618847	0.0367569	0.3118501	0.4105855	0.2614850
50	0.0700320	0.0038454	0.5255252	0.3652693	0.4522538	0.5491765	0.0391687	0.2504038	0.4882535	0.3616884
100	0.1049501	0.0036636	0.3255957	0.3648511	0.4497738	0.2263487	0.0196055	0.2360480	0.5913606	0.2930125
150	0.0931050	0.0034166	0.2443959	0.4886118	0.5319447	0.1662300	0.0250876	0.2240106	0.7373543	0.3945596
200	0.1079452	0.0627974	0.2030451	0.3400409	0.4865546	0.1372706	0.0110778	0.1834171	0.7103291	0.5160504
250	0.2011656	0.0740658	0.2881506	0.4667420	0.6876776	0.0712140	0.0033237	0.2232689	0.8086452	0.5544977
300	0.4192635	0.0835687	0.2074559	0.3745751	0.7090530	0.1029978	0.0103901	0.2660035	0.7749736	0.4758862
350	0.5095556	0.1729836	0.2099102	0.2493494	0.6672775	0.0766193	0.0026163	0.2942326	0.7288257	0.5757637
400	0.4752129	0.1140135	0.2640375	0.3042840	0.5743892	0.0683617	0.0000000	0.1837395	0.8223248	0.6502033
450	0.5441212	0.1355269	0.2280052	0.3385416	0.5767001	0.0724050	0.0042760	0.1958157	0.8507153	0.5652764
500	0.5111346	0.0846488	0.3173175	0.2757616	0.5828772	0.0919873	0.0023690	0.1825258	0.7427603	0.5735246
550	0.6864988	0.0614842	0.3833467	0.2759093	0.5613241	0.2317933	0.0651596	0.2010200	0.6933358	0.6946999
600	0.4951252	0.0438085	0.5403509	0.3560191	0.5401072	0.4128945	0.0551698	0.2352294	0.7619365	0.5244726
650	0.3330363	0.0260174	0.6217185	0.2798685	0.7363102	0.5962740	0.0651688	0.2125333	0.6821392	0.4044409
700	0.3467196	0.0171012	0.6070282	0.3356372	0.7812101	0.6389314	0.0918337	0.2629054	0.6163616	0.3657357
750	0.2058322	0.0048339	0.5964650	0.2677023	0.5863592	0.5844472	0.0637497	0.3213018	0.5802789	0.3133075
800	0.1035566	0.0102593	0.7390811	0.2126505	0.5727071	0.6177738	0.0953386	0.2965914	0.4926554	0.3228270
850	0.0920054	0.0124936	0.5528475	0.2059965	0.5186520	0.6521033	0.0669990	0.2587365	0.6041767	0.2433602
900	0.0567099	0.0134187	0.5629791	0.2983158	0.5156364	0.6634746	0.0317034	0.2640668	0.4143689	0.3057556
950	0.0834852	0.0049217	0.6695065	0.3739708	0.6126771	0.7874046	0.0806135	0.2418470	0.4713706	0.3886172
1000	0.0939087	0.0006925	0.5860786	0.3449772	0.5669512	0.7119726	0.1072172	0.2175106	0.4447529	0.4220175

0	0.0682532	0.0044851	0.6872510	0.3749032	0.6130103	0.7047224	0.0985664	0.3874869	0.4178255	0.2113881
50	0.2461664	0.0103110	0.5234688	0.2872400	0.4190559	0.7248578	0.0763013	0.2906623	0.4331546	0.2674163
100	0.3221471	0.0115012	0.5803347	0.2155350	0.2240352	0.7065377	0.0194674	0.2946725	0.4282462	0.3011724
150	0.3425474	0.0042583	0.4863511	0.2016685	0.1305401	0.7629445	0.0113812	0.2786338	0.3584791	0.3250971
200	0.3677887	0.0055778	0.4217516	0.2938397	0.0944620	0.7562029	0.0046347	0.3602006	0.4030958	0.4662048
250	0.4105104	0.0024524	0.5777326	0.2765932	0.0380909	0.7613944	0.0073033	0.2705583	0.5332239	0.3685065
300	0.3856570	0.0058483	0.4391033	0.4184001	0.0467069	0.6954391	0.0007226	0.3142604	0.5084404	0.5175233
350	0.4350825	0.0078622	0.4122653	0.2645330	0.0235323	0.6239774	0.0024277	0.3430539	0.4831393	0.4081046
400	0.4582525	0.0116074	0.3921457	0.3183766	0.0436683	0.6743165	0.0001316	0.3484733	0.6325202	0.2997674
450	0.5757797	0.0175533	0.2894998	0.2596710	0.0175604	0.6201990	0.0010424	0.2407763	0.5315956	0.3773743
500	0.4877306	0.0058263	0.4199657	0.3263581	0.0226318	0.7521517	0.0006797	0.2730140	0.5743241	0.4194125
550	0.3419487	0.0120579	0.3667953	0.4832049	0.2050444	0.6958523	0.0198670	0.2230006	0.6193994	0.5089353
600	0.2378187	0.0051743	0.4472472	0.4901940	0.3291965	0.6676375	0.0361496	0.1538936	0.4756219	0.5348645
650	0.1656847	0.0370670	0.3519985	0.5047924	0.6011552	0.6428918	0.0743156	0.1871189	0.6426242	0.4574429
700	0.1403976	0.0008806	0.4093736	0.4413445	0.5672694	0.6654446	0.0783797	0.2340333	0.5554604	0.4111112
750	0.0853047	0.0138800	0.4149502	0.3921566	0.6466583	0.6399743	0.1061777	0.2403660	0.5697167	0.6683629
800	0.0802598	0.0124487	0.5040304	0.3855237	0.4382890	0.6908310	0.0859912	0.2176068	0.5809335	0.5271434
850	0.1360210	0.0109899	0.6421482	0.2632032	0.5344104	0.7206406	0.0569223	0.1924168	0.5845903	0.5326303
900	0.2219259	0.0067306	0.7188156	0.3469099	0.5126431	0.8953818	0.0822363	0.2036457	0.5059766	0.4128194
950	0.1536170	0.0250777	0.6483863	0.3082098	0.6097318	0.7855662	0.0905343	0.2394494	0.5630410	0.2787418
1000	0.0757248	0.0016261	0.6351302	0.2989813	0.6628106	0.9008977	0.0617440	0.2640233	0.4896253	0.2875389

0	0.1336659	0.0015581	0.6248425	0.3277498	0.5366425	0.5920895	0.0537275	0.3798568	0.3815299	0.2853124
50	0.2385563	0.0046099	0.5678847	0.3469607	0.4988314	0.7471742	0.0431326	0.2646357	0.4867674	0.2510953
100	0.5370513	0.0006796	0.6106682	0.2659228	0.5250843	0.4016850	0.0688335	0.2599353	0.5894854	0.2248974
150	0.5077911	0.0037866	0.7124462	0.2604852	0.4529195	0.1892010	0.0593268	0.3253548	0.5371144	0.1124470
200	0.5728726	0.0002599	0.6372191	0.2250411	0.6716453	0.1776320	0.0902593	0.3018652	0.7533049	0.1570639
250	0.5895521	0.0077040	0.5880620	0.2369248	0.5822119	0.1860341	0.0390953	0.2336558	0.6563521	0.1227903
300	0.7065561	0.0000660	0.6759470	0.2656575	0.5456209	0.1221234	0.0640883	0.2496022	0.6683683	0.0977523
350	0.5783514	0.0033397	0.8344047	0.2658621	0.6323744	0.2356033	0.0819970	0.2185148	0.5922675	0.1116685
400	0.5978751	0.0024707	0.7308959	0.1864270	0.5382803	0.1577583	0.0701762	0.2489377	0.6042566	0.0917637
450	0.5832496	0.0031656	0.7173799	0.1671360	0.5927718	0.1827428	0.0791430	0.2434814	0.5502502	0.0698917
500	0.4856956	0.0002701	0.7444758	0.2152875	0.5995001	0.1561056	0.0617658	0.2312447	0.4620585	0.1314375
550	0.3857739	0.0083386	0.9037089	0.2733208	0.5365710	0.3131192	0.0807553	0.2382613	0.3341549	0.1662003
600	0.2390737	0.0015398	0.6570205	0.3409965	0.4913376	0.5197042	0.0638202	0.2625962	0.3253802	0.2313912
650	0.1603818	0.0008751	0.6619720	0.3890106	0.4664141	0.6033323	0.0280574	0.3077371	0.3138054	0.3178809
700	0.0906643	0.0039385	0.5799508	0.3955343	0.6187119	0.6364858	0.0699589	0.3338056	0.4224925	0.3809145
750	0.0975436	0.0123899	0.4999314	0.3626329	0.5095561	0.6345997	0.0448742	0.3114073	0.4881018	0.3354442
800	0.1448950	0.0058867	0.6121678	0.4552295	0.6734467	0.7174224	0.0614988	0.3260882	0.4202803	0.5100226
850	0.1095153	0.0111853	0.6905074	0.3321396	0.6438050	0.7527513	0.0685188	0.2648734	0.5193496	0.3901042
900	0.1333450	0.0273752	0.6807285	0.3205473	0.5729772	0.7682956	0.0998970	0.2434770	0.5551111	0.4260944
950	0.1347455	0.0081966	0.5469134	0.3652768	0.5202954	0.8608490	0.0933051	0.3222395	0.4899883	0.3683539
1000	0.0902007	0.0234724	0.4257383	0.3442520	0.5655313	0.8557696	0.1008714	0.2948458	0.5232899	0.2550633
