"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
900	0.6193012	0.6356816	0.5505768	1.0209635	0.9098804	0.9945262	1.0136479	0.9329080	0.9934338	0.9856197
950	0.6783745	0.7465661	0.6683232	1.0688708	1.1040838	1.0059799	0.9173808	1.0251128	0.9299692	0.9455871
1000	0.5182314	0.7355701	0.5561740	1.0131966	1.0604202	0.9692833	0.9609036	1.0023804	1.1170240	0.9151026

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.5765882	0.6277426	0.6119781	0.9818620	0.9427589	1.0348433	0.9629940	0.6955575	0.9728310	1.0181446
100	0.4852917	0.6718600	0.5043664	0.9025402	0.9020220	0.9898426	1.0611679	0.3137344	0.8319684	0.9789210
150	0.4881455	0.5913793	0.5862428	0.9362429	0.9604451	1.0165926	1.0055313	0.1600107	0.8832753	0.8812088
200	0.5071555	0.5848331	0.6269214	0.9541518	0.8486382	0.9422835	0.9948152	0.1589504	0.8415614	0.9744268
250	0.4678913	0.6341718	0.5396252	0.9182732	0.8447327	0.8951192	0.9678234	0.1793597	0.7760170	0.9567444
300	0.4803581	0.7403686	0.5665001	0.9233833	0.8425278	0.9567869	0.9060490	0.1615545	0.7391299	0.9244418
350	0.4911315	0.6452165	0.6304914	0.9402138	0.9432177	0.9665431	0.8832670	0.2000036	0.6799330	0.9878725
400	0.4627019	0.5459129	0.5569756	1.0440335	0.8717938	0.9405172	0.8961268	0.1852635	0.7119860	1.0417574
450	0.4840836	0.6306188	0.5489249	1.1618642	0.8765398	0.8964807	0.9826280	0.1456458	0.8398039	1.0490320
500	0.5111606	0.7115094	0.6111117	1.0318518	0.8556136	1.0311779	0.9566963	0.1322489	0.7559511	0.9617680
550	0.4192420	0.6932571	0.6390546	0.9919301	0.9937902	0.9909374	0.9577865	0.5761505	0.9668151	0.8716664
600	0.5575355	0.5666209	0.6004950	1.0403591	0.9412815	0.9080351	0.9611670	0.7889974	1.0476852	0.8623874
650	0.6256947	0.5949901	0.5795588	0.9536637	0.9577135	0.9469777	1.0436050	0.9958765	0.9287548	1.0067038
700	0.5943408	0.6592845	0.6242005	1.0031706	0.9055639	0.9947433	0.9114955	1.0088029	1.0837756	0.9669225
750	0.6497229	0.5971197	0.6468130	0.8982256	0.8860713	1.0152309	0.8821466	1.0183840	1.0976704	0.9148417
800	0.6965298	0.6878575	0.5272460	1.0509775	0.9919419	1.0149042	0.9802945	0.9483950	1.1395652	0.9558047
850	0.5604929	0.6809337	0.6018344	0.9996947	1.1441383	1.0459812	0.9932345	0.9535018	1.0779852	1.0205476
900	0.5824662	0.5925839	0.6292571	1.0006899	1.0968524	1.0047327	0.9984135	1.0145634	0.9339357	1.0711068
950	0.5613282	0.5966655	0.6075147	1.0216503	0.9616076	1.0153086	1.0925366	1.0362645	0.9318176	0.9525818
1000	0.5872845	0.6630180	0.5774989	0.9626569	1.0408551	0.9501709	1.1379752	0.9719388	1.0276172	0.9036701

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.5049155	0.7595259	0.6362339	0.9617160	1.1302381	1.0855098	0.9019573	1.0099297	0.8265844	1.0230217
100	0.4520938	0.6795576	0.5702343	1.0557380	1.0705752	1.1460874	0.7571605	0.9908370	0.5542312	1.0396842
150	0.4403179	0.6645362	0.5588139	0.8517989	1.0082825	1.0427672	0.6278232	1.0171457	0.3508151	1.1467246
200	0.5326634	0.6204666	0.5195566	0.9815433	0.9918195	1.0180054	0.6688882	1.0799278	0.3105972	1.1564872
250	0.6194594	0.6355762	0.5345211	1.0305729	1.0059152	0.9855373	0.6866059	0.9945168	0.3171257	0.9499972
300	0.5953411	0.5512942	0.5906596	1.0368323	1.0397963	0.9207355	0.6535641	1.1078074	0.2623483	0.9898160
350	0.6812929	0.5484731	0.5917082	0.9322111	1.0229006	0.9513767	0.6960162	0.8309788	0.2703355	1.0222071
400	0.6395944	0.5672355	0.5971322	0.9730507	1.0469800	0.9032083	0.7133779	1.0485522	0.2183912	1.0905268
450	0.6296728	0.6348669	0.5888875	0.9142855	1.0901668	0.8841097	0.6864568	0.8823213	0.2142544	1.0769582
500	0.6072344	0.5545952	0.6303175	0.9702573	1.0410998	0.8832439	0.6383117	0.9108710	0.2205066	1.0117597
550	0.6470232	0.5949955	0.5120559	1.0900726	1.0086962	1.0252291	0.7940542	0.9360025	0.5921882	1.0070602
600	0.6765976	0.5351224	0.5525086	0.9992139	0.9365108	0.9781020	0.9170790	0.9230794	0.8551756	0.9455193
650	0.7230068	0.5647329	0.6705564	1.0554765	0.9777159	1.0593100	0.9473790	1.0436098	0.9723793	0.9570549
700	0.6710857	0.6874168	0.5699362	1.0027274	0.9819581	1.0956765	0.8432795	0.9312806	0.9785954	1.0231212
750	0.6587515	0.6399233	0.5739394	0.8262572	0.9026541	1.0732023	0.9915441	1.0887040	1.0017027	0.9909696
800	0.6200923	0.5777516	0.5167046	0.9014954	0.9877718	1.0450784	0.9895592	0.9388948	0.9568436	1.0263135
850	0.6110388	0.5922283	0.5506891	0.9654005	0.9695087	1.0418269	1.0238450	0.8953888	0.9602806	1.0586185
900	0.6253419	0.5870077	0.5466144	0.8875380	0.9463195	0.9550930	1.0416145	1.0327557	0.9746936	0.9108087
950	0.5990880	0.5691340	0.5621691	0.9294909	0.9965218	1.0151557	1.0271352	1.0571941	1.0798995	0.9616770
1000	0.6456622	0.5829296	0.5262165	0.9734407	0.9271326	0.9951623	0.9026073	0.9503697	1.0273219	0.9599247

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.5918065	0.6792176	0.5937719	0.8503741	0.8148065	0.9434504	0.9574759	1.0421001	1.0252758	0.9787601
100	0.4911229	0.7820682	0.6607863	0.9966148	0.7270643	1.0262479	0.9816599	0.9737240	1.0309383	0.9863575
150	0.5245718	0.7908717	0.7291368	1.0561837	0.6822705	0.9451499	0.9264223	1.0214030	1.0395718	1.0059618
200	0.3924447	0.8320411	0.6848279	1.0969177	0.6891541	1.0248977	1.1565420	1.0691064	1.0177913	1.0577121
250	0.3479517	0.8002525	0.7083258	1.0768168	0.7558446	1.0498369	1.1409456	1.2154573	1.0147312	0.9821478
300	0.3915789	0.7857086	0.7363571	1.0565592	0.8048425	1.1098611	1.0645942	1.0005728	1.0236552	0.9893422
350	0.3555732	0.8895689	0.7270983	1.0227504	0.7679903	0.9561516	0.9584073	0.9909076	1.0647436	0.9562863
400	0.3058795	0.8355938	0.7079918	0.9407542	0.7091247	0.8642221	1.0837045	0.9590739	1.0078606	0.8955595
450	0.3803593	0.7969948	0.6560102	0.9763870	0.7047130	1.0291272	0.9600261	0.9791484	1.0158667	0.9113516
500	0.3354704	0.8292619	0.6832107	0.9515213	0.6832338	0.9143539	0.8689924	1.0295153	1.0525603	1.0184518
550	0.3342129	0.8826451	0.6088503	0.9895802	0.7607787	0.9238042	0.9303253	1.0398366	1.1160232	0.9656216
600	0.4034868	0.7368426	0.6482960	1.0348447	0.9535944	0.9384868	1.0025329	0.9742191	1.0536468	0.9606584
650	0.4529370	0.7060753	0.6162015	1.1334152	0.9179195	0.9273513	0.9419285	0.9161852	0.9489121	1.0290801
700	0.5254314	0.6822211	0.6006748	0.9702658	1.0567293	0.9373806	1.0626797	0.8772435	0.9154098	0.9411577
750	0.5544908	0.7371005	0.6535467	0.9214407	1.0769748	0.9669578	1.0239762	0.9873882	1.0302407	0.9303531
800	0.4742802	0.7274959	0.5804015	0.9901678	1.0829623	0.9770233	1.0416779	1.0481564	1.0454670	1.0556047
850	0.6074619	0.6305327	0.5651534	1.0649322	1.1001861	0.8859072	0.9200308	1.0351989	1.1238128	1.0643305
900	0.5824702	0.6370808	0.6025846	1.0770564	1.1158779	0.9906547	1.0561096	1.0397783	1.0184989	0.9849472
950	0.5274636	0.6530327	0.6323084	1.0205087	1.0166781	1.0436842	1.0142928	0.9682441	1.0060177	0.9524606
1000	0.5188709	0.5893195	0.5362736	0.9672122	1.0427438	1.0386131	1.0232410	0.9116836	1.0235551	0.8892702

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.4843686	0.6069257	0.5790093	0.6479597	0.9903830	0.9799593	0.8647024	1.0013635	0.9326606	0.9880610
100	0.5578293	0.6337629	0.5608750	0.3941559	0.9711113	0.9690449	0.6751130	0.9008758	1.0531860	1.0833545
150	0.5110550	0.5464911	0.3890733	0.3754544	0.9379360	0.9301233	0.6134648	0.9839230	0.9962840	1.1661495
200	0.4997667	0.4544108	0.2650296	0.3673052	0.9200181	0.9857752	0.5565675	1.0065626	1.0102296	1.0770949
250	0.5526755	0.3531365	0.2676764	0.4393441	0.9280939	1.1409098	0.5459954	1.0450690	0.9548029	1.0346140
300	0.6427260	0.2620196	0.2620487	0.3409970	1.0177120	1.0678275	0.5288666	1.0444811	1.0243790	1.0567652
350	0.6268202	0.2272614	0.2391718	0.4169297	1.0431087	1.0693023	0.5326909	1.0665553	1.0823227	0.9774412
400	0.6285209	0.1603667	0.2968407	0.3534696	1.0623400	0.9912206	0.5002311	0.9506600	0.9271658	0.9913392
450	0.6396801	0.1417373	0.2405365	0.3864516	1.0107519	1.1257478	0.5046717	0.9630394	1.0316824	1.0251792
500	0.6383529	0.1797047	0.3019461	0.3714560	0.9767598	0.9743969	0.4903733	1.0155131	0.9799624	0.9430944
550	0.7701346	0.1692738	0.3306283	0.7195065	0.9455563	0.8874637	0.6246031	0.9591720	1.0340360	0.9173940
600	0.9138514	0.2658290	0.4552837	0.9353770	1.0661612	0.8850835	0.8756072	1.0690319	1.0268244	0.9965093
650	0.8691012	0.4125996	0.5182729	1.0376708	1.0287722	0.9527206	0.9280995	1.0717908	1.0470684	0.9550127
700	0.9003809	0.4890075	0.5389365	0.9997431	1.0229336	0.9566275	0.9904266	0.8903312	1.0861510	1.0051017
750	0.7910532	0.5788655	0.6165082	1.0211592	1.1127871	0.9148917	0.9834869	0.9715510	1.1416999	1.0281620
800	0.6282286	0.6129044	0.6209615	1.1183685	1.2086466	1.0480614	1.0425710	0.9771150	1.0475448	1.0138070
850	0.5874963	0.7634838	0.6355642	0.9231552	1.1643607	1.0382580	1.0520843	1.0412533	1.0173359	1.0335638
900	0.6121695	0.6448077	0.5899854	1.0105822	1.0594320	1.0376144	0.9327860	1.0137518	1.0428940	1.0344146
950	0.5845857	0.5966995	0.5025865	1.0085152	1.0114714	1.0779623	1.0009313	1.0318640	0.9610434	1.0315309
1000	0.6078292	0.5170099	0.4664161	0.9357850	1.0172219	0.9793873	0.9852164	0.9843794	0.9262991	1.0579380

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.6546285	0.7193363	0.7530551	1.0231112	0.9843381	1.0386402	0.9911078	0.9655221	0.9067928	0.9966264
100	0.6427544	0.7997862	0.7656327	0.9881610	0.9944229	0.9425433	1.0565744	0.9509196	0.9522093	1.0300812
150	0.5103326	0.8740034	0.9356461	1.0576874	1.0453144	1.0402865	0.8943384	1.0090509	0.9212622	0.9948514
200	0.4259253	0.7736915	0.9797161	1.1382440	0.9877197	0.9737337	0.9007525	0.9903027	1.0532529	0.9555747
250	0.4156687	0.8040965	1.0663435	1.1875680	1.0106372	0.8858429	0.8572069	1.0562316	0.9813926	1.0100400
300	0.3909589	0.8571098	0.9287452	0.9412134	1.0149754	0.9174937	0.8786466	0.9333848	0.9147548	1.0289785
350	0.4170755	0.8683843	0.8806026	0.9855864	0.9942506	0.9382615	1.0434537	0.9635104	0.9439855	0.9711753
400	0.3200933	0.9087442	0.8568075	0.9683098	0.9422088	0.9711859	1.0557120	0.9493576	1.0686864	1.0107164
450	0.3178398	0.7247443	0.9562321	0.9241446	0.9672082	1.0849704	0.9164677	0.9550060	1.0535835	1.0142885
500	0.3663500	0.7558102	0.9096081	1.0050782	0.9728561	0.9808231	0.9316227	1.0708031	1.0292867	1.0506909
550	0.3608308	0.7748085	0.7083347	0.9792263	0.9713541	1.0162874	0.9274902	1.0372591	1.0521673	0.9930755
600	0.3603217	0.7460521	0.6320075	0.9807456	0.9795305	0.9831986	0.9097782	0.9944297	1.0442120	0.8978417
650	0.3951029	0.7700873	0.6120160	0.9706159	1.0239505	1.1611152	0.8764252	0.9307586	1.0856134	0.9663304
700	0.4304563	0.6245508	0.5926307	1.0341588	0.9808735	0.9890772	0.9964797	0.9457539	1.0354459	0.9808169
750	0.5435659	0.5654328	0.5491459	1.0043586	0.8996805	1.0234358	0.9378720	1.0273278	0.9448852	1.0196425
800	0.6909186	0.4891123	0.5159539	1.0118149	0.9523089	0.9735909	0.8927759	0.9881346	0.8760388	0.9729219
850	0.6413791	0.5350911	0.6486543	1.1141602	0.9747848	1.0513096	0.9164687	1.0156872	0.9938826	0.9921811
900	0.7210895	0.5854664	0.6097542	1.0329232	1.1580420	0.9934831	0.8603754	1.0348377	1.0964481	0.9934491
950	0.6842697	0.6205360	0.6049291	1.0816628	1.0243236	1.0652478	0.9644605	0.9452216	0.9715205	1.0446374
1000	0.6461510	0.5937557	0.5741373	1.0932588	1.0604834	1.0292461	0.9907341	0.9893991	1.0215005	1.0326076

0	0.6964569	0.6425206	0.6408870	1.0498387	1.1023944	1.0586629	0.9570906	0.9812542	1.0101027	0.9637649
50	0.4278204	0.7206955	0.4720218	0.7500252	1.0839630	0.9922427	0.8817596	0.7481883	0.9907841	1.0003073
100	0.5295576	0.6906061	0.4877997	0.6147585	1.0117541	1.0318121	0.9885339	0.5051639	0.9961967	0.9597377
150	0.5682779	0.5963134	0.3675330	0.5833639	1.0227272	0.9406282	1.0454856	0.5019743	0.9608327	1.0044390
200	0.5898869	0.5220865	0.4660229	0.5397049	0.9799793	0.9760939	1.0425059	0.5130083	0.9590413	0.9225856
250	0.6883034	0.5260959	0.3446703	0.5090025	0.8868314	0.9852104	0.9595577	0.4927574	1.0212642	0.9633833
300	0.7258855	0.5388457	0.3216297	0.5640176	0.9909166	1.0084193	1.0355545	0.4246016	1.0533157	0.9401252
350	0.7821933	0.5123368	0.3563338	0.4953891	1.0262153	0.9726161	0.8972272	0.4546646	0.9512893	0.9191054
400	0.6428878	0.5397684	0.4207046	0.5211764	1.0655610	1.0011081	0.9371244	0.4194962	1.0510461	0.9090841
450	0.7636563	0.5319544	0.3841373	0.4930370	1.0494160	0.9582648	0.9329565	0.4774762	0.9227753	0.9310642
500	0.7926648	0.5269774	0.3970181	0.5137186	1.0213012	0.8993785	0.8962065	0.4325947	1.0137075	0.8905412
550	0.7491523	0.4789667	0.3618852	0.7827740	1.0926962	0.9652868	0.9550049	0.7182052	0.9473509	0.9152536
600	0.7451072	0.4158274	0.5412786	0.8700789	0.9446810	0.9668484	1.0555851	0.8945976	0.9075118	0.8838674
650	0.8287386	0.5012152	0.5643425	0.9807455	0.9321708	1.0965368	0.9929707	0.9928933	1.0166962	0.9705247
700	0.7693592	0.5987272	0.6653299	0.9082342	0.9559417	1.0187977	1.0188582	0.8947440	1.0590707	0.9696665
750	0.6841368	0.5996722	0.6293496	1.0393268	1.0475976	0.9888349	0.9561551	0.9037038	1.0724261	0.9814148
800	0.6343994	0.6860674	0.6828705	0.9807261	1.0089993	1.0129701	0.8363275	0.9482943	1.0776253	0.9425743
850	0.5867069	0.6651517	0.6241561	0.9882561	0.9615652	1.0826934	0.9030689	1.0430158	1.1074684	1.0297598
900	0.6058024	0.7276922	0.5983959	0.9918636	1.0103737	1.0253491	0.9931880	1.0405655	0.9998281	0.9803011
950	0.5543472	0.5700739	0.5452334	0.9510056	0.9935884	1.0185934	0.9975963	1.0326001	1.1022092	1.1031823
1000	0.6653014	0.7169636	0.5504250	0.9606610	0.9978556	1.1658424	0.9597680	1.0145067	1.1203236	1.0123966
