"Time"	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C
750	0.1184900	0.0359621	0.1030325	0.6126151	0.3991535	0.6428540	0.6156002	1.0000000	0.1894464	0.9953727
800	0.0916198	0.0229594	0.1125114	0.4518233	0.5318427	0.6428540	0.6156002	1.0000000	0.2178483	0.9980985
850	0.0854608	0.0183421	0.1421194	0.3305964	0.5855012	0.6428540	0.6156002	1.0000000	0.2622397	0.9992777
900	0.0841088	0.0172524	0.1944742	0.2664426	0.6016929	0.6428540	0.6156002	1.0000000	0.3004765	0.9997279
950	0.0838158	0.0189310	0.2570829	0.2370461	0.6060908	0.6428540	0.6156002	1.0000000	0.3246990	0.9998953
1000	0.0837552	0.0253202	0.3107113	0.2244381	0.6068084	0.6428540	0.6156002	1.0000000	0.3376484	0.9999543

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.0890153	0.2229645	0.3353090	0.2461644	0.4575523	0.7514664	0.6678692	1.0000000	0.3307911	0.7298259
100	0.1195085	0.2754986	0.3270814	0.2843698	0.2883953	0.7968866	0.6838342	1.0000000	0.3463638	0.6275515
150	0.1714843	0.2912134	0.2864214	0.3809793	0.2005502	0.8194555	0.6887106	1.0000000	0.3483161	0.5885578
200	0.2119398	0.2880736	0.2213962	0.5074176	0.1661901	0.8299950	0.6902000	1.0000000	0.3459038	0.5736102
250	0.2270422	0.2766716	0.1656248	0.6155011	0.1548481	0.8345699	0.6906550	1.0000000	0.3446300	0.5679615
300	0.2233138	0.2663789	0.1310963	0.6837963	0.1532900	0.8364454	0.6907939	1.0000000	0.3443547	0.5658933
350	0.2129838	0.2601699	0.1128071	0.7175957	0.1553801	0.8371814	0.6908364	1.0000000	0.3444684	0.5651647
400	0.2036348	0.2570658	0.1039336	0.7299686	0.1580515	0.8374606	0.6908493	1.0000000	0.3447486	0.5649136
450	0.1973808	0.2556410	0.0999893	0.7318244	0.1601095	0.8375638	0.6908533	1.0000000	0.3450975	0.5648177
500	0.1937844	0.2550085	0.0984814	0.7298224	0.1613908	0.8376010	0.6908545	1.0000000	0.3454373	0.5647637
550	0.1589211	0.0976838	0.0981040	0.7237774	0.1897852	0.7559633	0.6385859	1.0000000	0.3252262	0.8254429
600	0.1090281	0.0436082	0.0989312	0.6701641	0.3136061	0.7075136	0.6226209	1.0000000	0.2765749	0.9267046
650	0.0900758	0.0250301	0.1049371	0.5309583	0.4624549	0.6752859	0.6177446	1.0000000	0.2510834	0.9714221
700	0.0851818	0.0187120	0.1242615	0.3895059	0.5454545	0.6574502	0.6162551	1.0000000	0.2619070	0.9893840
750	0.0840557	0.0168220	0.1637782	0.3015497	0.5809948	0.6489349	0.6158002	1.0000000	0.2885465	0.9960850
800	0.0838048	0.0171993	0.2198242	0.2564516	0.5961250	0.6452530	0.6156613	1.0000000	0.3126255	0.9985562
850	0.0837502	0.0205488	0.2769776	0.2347859	0.6026083	0.6437639	0.6156188	1.0000000	0.3289014	0.9994646
900	0.0837437	0.0291939	0.3217226	0.2246230	0.6046654	0.6431891	0.6156059	1.0000000	0.3384352	0.9997927
950	0.0837692	0.0442523	0.3507370	0.2201254	0.6026113	0.6429747	0.6156019	1.0000000	0.3433531	0.9998770
1000	0.0838899	0.0633129	0.3669934	0.2189942	0.5930237	0.6428967	0.6156007	1.0000000	0.3449103	0.9996982

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.7294437	0.0758378	0.3354776	0.2434420	0.5385675	0.6667518	0.6046196	0.8338414	0.3204564	0.9973522
100	0.8646624	0.0783987	0.3349351	0.2467401	0.5260531	0.6581352	0.5735343	0.7815787	0.3177569	0.9969204
150	0.8930384	0.0796551	0.3313057	0.2515177	0.5220189	0.6250844	0.5438678	0.7651402	0.3137385	0.9965408
200	0.8989995	0.0791940	0.3257109	0.2545419	0.5314610	0.5820551	0.5245641	0.7599697	0.3110217	0.9963247
250	0.9002492	0.0772313	0.3214287	0.2528312	0.5524657	0.5438606	0.5142308	0.7583434	0.3121020	0.9963126
300	0.9005017	0.0748766	0.3219745	0.2458917	0.5789074	0.5169651	0.5093084	0.7578319	0.3178254	0.9964466
350	0.9005424	0.0737278	0.3291027	0.2357188	0.6037807	0.5007370	0.5071360	0.7576710	0.3271586	0.9965952
400	0.9005448	0.0752355	0.3421301	0.2251878	0.6216084	0.4919478	0.5062271	0.7576204	0.3378664	0.9965917
450	0.9005527	0.0802938	0.3583977	0.2166257	0.6290968	0.4875480	0.5058614	0.7576045	0.3474822	0.9962397
500	0.9005841	0.0889822	0.3742982	0.2114227	0.6245630	0.4854729	0.5057187	0.7575995	0.3539967	0.9952880
550	0.2571342	0.1003092	0.3863209	0.2101802	0.6135905	0.4469550	0.5198318	0.9237565	0.3562325	0.9934774
600	0.1231916	0.1121488	0.3921736	0.2121078	0.5960218	0.4614733	0.5546724	0.9760187	0.3548505	0.9908110
650	0.0965265	0.1218332	0.3914393	0.2177906	0.5596845	0.5076665	0.5834805	0.9924570	0.3494869	0.9878531
700	0.0924878	0.1270513	0.3830328	0.2298066	0.5117781	0.5574782	0.6004164	0.9976275	0.3381301	0.9855736
750	0.0927358	0.1259011	0.3649805	0.2489684	0.4690947	0.5948568	0.6089127	0.9992538	0.3212381	0.9848028
800	0.0927835	0.1171792	0.3382341	0.2720372	0.4444217	0.6180016	0.6127987	0.9997653	0.3027519	0.9857874
850	0.0914933	0.1018935	0.3084846	0.2920715	0.4431925	0.6307508	0.6144699	0.9999262	0.2876919	0.9881514
900	0.0892375	0.0838214	0.2833864	0.3015602	0.4640978	0.6372371	0.6151573	0.9999768	0.2797938	0.9912098
950	0.0870208	0.0674584	0.2687437	0.2972340	0.4985168	0.6403480	0.6154307	0.9999927	0.2805436	0.9942321
1000	0.0854828	0.0556180	0.2668849	0.2825885	0.5333863	0.6417722	0.6155365	0.9999977	0.2888070	0.9966005

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.5161303	0.0758373	0.3354178	0.2443500	0.5132168	0.8692948	0.5647762	0.3185121	0.3197287	0.9973527
100	0.6066586	0.0783058	0.3325369	0.2569702	0.4536875	0.9038822	0.3876597	0.1041600	0.3098611	0.9969462
150	0.6257012	0.0784760	0.3181465	0.2814902	0.4207659	0.8712212	0.2004581	0.0367388	0.2921513	0.9967238
200	0.6297007	0.0741161	0.2932086	0.3063542	0.4161882	0.8366967	0.0886677	0.0155324	0.2756248	0.9969083
250	0.6304564	0.0651695	0.2678743	0.3206591	0.4281481	0.8241861	0.0393016	0.0088622	0.2660588	0.9975050
300	0.6304720	0.0546755	0.2506258	0.3220538	0.4463790	0.8210772	0.0205328	0.0067642	0.2639435	0.9982761
350	0.6303459	0.0458314	0.2437883	0.3146247	0.4642368	0.8203745	0.0138928	0.0061043	0.2671648	0.9989474
400	0.6302387	0.0400221	0.2456395	0.3038638	0.4778033	0.8202186	0.0116176	0.0058968	0.2730396	0.9993991
450	0.6301759	0.0372051	0.2529193	0.2937634	0.4862654	0.8201841	0.0108471	0.0058315	0.2792724	0.9996554
500	0.6301455	0.0368005	0.2622783	0.2861162	0.4906880	0.8201765	0.0105868	0.0058110	0.2844612	0.9997840
550	0.1984285	0.0381252	0.2713022	0.2779705	0.5743519	0.1926526	0.0713897	0.6872924	0.2901675	0.9998381
600	0.1078901	0.0406237	0.2849227	0.2429893	0.7910878	0.0546586	0.2825707	0.9016424	0.3185215	0.9998433
650	0.0889247	0.0453621	0.3239237	0.1921749	0.9191812	0.0521011	0.4517643	0.9690631	0.3768924	0.9997811
700	0.0850149	0.0580858	0.3956243	0.1574983	0.9476492	0.1866287	0.5424822	0.9902692	0.4317985	0.9995019
750	0.0844948	0.0902622	0.4770636	0.1413577	0.9006967	0.3750541	0.5847107	0.9969393	0.4641452	0.9979619
800	0.0861806	0.1511346	0.5387024	0.1403362	0.7434542	0.5084900	0.6030326	0.9990373	0.4692632	0.9884092
850	0.0966026	0.2297757	0.5606389	0.1590869	0.5135983	0.5804830	0.6106326	0.9996972	0.4401602	0.9656586
900	0.1331693	0.2933383	0.5252565	0.2112680	0.3336883	0.6151402	0.6136822	0.9999048	0.3770957	0.9523975
950	0.1941981	0.3048338	0.4270421	0.3065725	0.2433214	0.6309080	0.6148739	0.9999700	0.3052957	0.9563617
1000	0.2258982	0.2480322	0.3062474	0.4248739	0.2121146	0.6378305	0.6153297	0.9999906	0.2509237	0.9685762

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.0849721	0.0758379	0.3354851	0.2433266	0.5418905	0.6428540	0.6156002	1.0000000	0.3242579	0.9130976
100	0.0851710	0.0784106	0.3352422	0.2454730	0.5351443	0.6428540	0.6156002	1.0000000	0.3332785	0.8816575
150	0.0853640	0.0798068	0.3329397	0.2484255	0.5290245	0.6428540	0.6156002	1.0000000	0.3414741	0.8696851
200	0.0855040	0.0798367	0.3291819	0.2515732	0.5248222	0.6428540	0.6156002	1.0000000	0.3461282	0.8648986
250	0.0855564	0.0786221	0.3248256	0.2542400	0.5233373	0.6428540	0.6156002	1.0000000	0.3480369	0.8629145
300	0.0855137	0.0765456	0.3208102	0.2558566	0.5246628	0.6428540	0.6156002	1.0000000	0.3487603	0.8621736
350	0.0853980	0.0741340	0.3179468	0.2561323	0.5282079	0.6428540	0.6156002	1.0000000	0.3494367	0.8620590
400	0.0852482	0.0719175	0.3167342	0.2551351	0.5329356	0.6428540	0.6156002	1.0000000	0.3505838	0.8622532
450	0.0851026	0.0703146	0.3172648	0.2532375	0.5377036	0.6428540	0.6156002	1.0000000	0.3522362	0.8625527
500	0.0849887	0.0695677	0.3192438	0.2509636	0.5415594	0.6428540	0.6156002	1.0000000	0.3541490	0.8628255
550	0.0849208	0.0697281	0.3221041	0.2488258	0.5438951	0.6428540	0.6156002	1.0000000	0.3514611	0.9472112
600	0.0849031	0.0706738	0.3251699	0.2472144	0.5444689	0.6428540	0.6156002	1.0000000	0.3410280	0.9782720
650	0.0849326	0.0721483	0.3278137	0.2463571	0.5433625	0.6428540	0.6156002	1.0000000	0.3312956	0.9897558
700	0.0850009	0.0738154	0.3295702	0.2463222	0.5409282	0.6428540	0.6156002	1.0000000	0.3247521	0.9940232
750	0.0850941	0.0753270	0.3301959	0.2470365	0.5377301	0.6428540	0.6156002	1.0000000	0.3206124	0.9955960
800	0.0851932	0.0763922	0.3296817	0.2483065	0.5344539	0.6428540	0.6156002	1.0000000	0.3177817	0.9961529
850	0.0852771	0.0768343	0.3282332	0.2498474	0.5317746	0.6428540	0.6156002	1.0000000	0.3156314	0.9963423
900	0.0853278	0.0766209	0.3262187	0.2513308	0.5302065	0.6428540	0.6156002	1.0000000	0.3139566	0.9964284
950	0.0853360	0.0758600	0.3240918	0.2524520	0.5299855	0.6428540	0.6156002	1.0000000	0.3127734	0.9965185
1000	0.0853038	0.0747636	0.3222948	0.2530015	0.5310286	0.6428540	0.6156002	1.0000000	0.3121491	0.9966456

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.0849528	0.0723739	0.3244199	0.1209913	0.3899248	0.6428540	0.6156002	1.0000000	0.3087865	0.9973981
100	0.0850345	0.0788312	0.4378337	0.1066007	0.3578386	0.6428540	0.6156002	1.0000000	0.2788143	0.9973582
150	0.0857061	0.1213083	0.5230210	0.1155264	0.3363075	0.6428540	0.6156002	1.0000000	0.2540288	0.9970247
200	0.0908238	0.1955068	0.5433440	0.1293333	0.2713792	0.6428540	0.6156002	1.0000000	0.2356038	0.9952697
250	0.1130406	0.2606167	0.5193761	0.1553162	0.1802826	0.6428540	0.6156002	1.0000000	0.2153823	0.9941114
300	0.1585767	0.2844253	0.4579240	0.1983739	0.1205927	0.6428540	0.6156002	1.0000000	0.1946870	0.9945420
350	0.1953610	0.2563863	0.3721618	0.2450009	0.0968379	0.6428540	0.6156002	1.0000000	0.1798503	0.9956188
400	0.1864901	0.1912828	0.2928625	0.2782216	0.0989385	0.6428540	0.6156002	1.0000000	0.1710816	0.9966618
450	0.1442506	0.1232734	0.2389483	0.2914620	0.1298456	0.6428540	0.6156002	1.0000000	0.1665511	0.9974730
500	0.1083932	0.0751199	0.2121522	0.2811670	0.2000256	0.6428540	0.6156002	1.0000000	0.1662929	0.9981645
550	0.0916492	0.0492380	0.2066780	0.5272895	0.4325963	0.6428540	0.6156002	1.0000000	0.1782302	0.9989097
600	0.0860118	0.0352094	0.1678107	0.4224735	0.5360318	0.6428540	0.6156002	1.0000000	0.2161593	0.9994749
650	0.0843695	0.0266823	0.1735545	0.3204243	0.5798149	0.6428540	0.6156002	1.0000000	0.2630221	0.9997634
700	0.0839146	0.0230583	0.2137609	0.2644512	0.5968949	0.6428540	0.6156002	1.0000000	0.3000944	0.9998918
750	0.0837919	0.0240108	0.2673437	0.2377081	0.6029864	0.6428540	0.6156002	1.0000000	0.3233943	0.9999450
800	0.0837648	0.0305527	0.3144368	0.2256272	0.6043178	0.6428540	0.6156002	1.0000000	0.3361644	0.9999595
850	0.0837840	0.0436537	0.3465838	0.2205607	0.6019544	0.6428540	0.6156002	1.0000000	0.3423515	0.9999281
900	0.0838929	0.0615108	0.3648670	0.2192798	0.5930599	0.6428540	0.6156002	1.0000000	0.3443755	0.9997273
950	0.0842432	0.0798793	0.3729432	0.2212697	0.5727753	0.6428540	0.6156002	1.0000000	0.3427602	0.9989286
1000	0.0850342	0.0947311	0.3728945	0.2275924	0.5408850	0.6428540	0.6156002	1.0000000	0.3367732	0.9970050

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.3820037	0.5465562	0.1782437	0.2519347	0.3404849	0.8992880	0.8615562	1.0000000	0.3289491	0.6927293
100	0.6414448	0.7051893	0.1254284	0.3390024	0.1592629	0.9662883	0.9366811	1.0000000	0.3376472	0.5786320
150	0.8191447	0.7580366	0.0839684	0.5145705	0.1044770	0.9849294	0.9596272	1.0000000	0.3522612	0.5360561
200	0.8910647	0.7756897	0.0493938	0.6889401	0.0880688	0.9903229	0.9666359	1.0000000	0.3707676	0.5193602
250	0.9171095	0.7816231	0.0292309	0.8012334	0.0828190	0.9919681	0.9687767	1.0000000	0.3851661	0.5117577
300	0.9265077	0.7836354	0.0194685	0.8585933	0.0810377	0.9924975	0.9694305	1.0000000	0.3941030	0.5074241
350	0.9299605	0.7843224	0.0150608	0.8848035	0.0804097	0.9926750	0.9696302	1.0000000	0.3992166	0.5045243
400	0.9312480	0.7845577	0.0131180	0.8961490	0.0801839	0.9927360	0.9696912	1.0000000	0.4021525	0.5024913
450	0.9317312	0.7846384	0.0122700	0.9009199	0.0801019	0.9927572	0.9697099	1.0000000	0.4039150	0.5010834
500	0.9319125	0.7846661	0.0119026	0.9028907	0.0800721	0.9927646	0.9697156	1.0000000	0.4050247	0.5001321
550	0.8349909	0.2792607	0.0632546	0.9033341	0.0833410	0.9263121	0.7237613	1.0000000	0.3751752	0.7893623
600	0.5001815	0.1056660	0.0778798	0.8972590	0.1051858	0.8493389	0.6486369	1.0000000	0.2973424	0.9005509
650	0.2074463	0.0460731	0.0824484	0.8578301	0.2000539	0.7647486	0.6256909	1.0000000	0.2369088	0.9512277
700	0.1124544	0.0256470	0.0862034	0.7124760	0.3798458	0.7032456	0.6186823	1.0000000	0.2104958	0.9793053
750	0.0899871	0.0186768	0.0968801	0.5045553	0.5050410	0.6694171	0.6165416	1.0000000	0.2220764	0.9922326
800	0.0850731	0.0163780	0.1240427	0.3591672	0.5623636	0.6536596	0.6158877	1.0000000	0.2569930	0.9971331
850	0.0840189	0.0159272	0.1730770	0.2833647	0.5876981	0.6470249	0.6156880	1.0000000	0.2918022	0.9989430
900	0.0837937	0.0170829	0.2349937	0.2472283	0.5991176	0.6444061	0.6156270	1.0000000	0.3166733	0.9996088
950	0.0837470	0.0216222	0.2916856	0.2303298	0.6039817	0.6434165	0.6156083	1.0000000	0.3318422	0.9998521
1000	0.0837450	0.0322195	0.3324789	0.2225073	0.6049877	0.6430539	0.6156027	1.0000000	0.3402212	0.9999330

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.1114073	0.4568456	0.4109182	0.0721494	0.3801956	0.6407002	0.5974359	0.7315453	0.3452216	0.7764797
100	0.3491566	0.6048626	0.6518103	0.0350596	0.2132068	0.6140739	0.5436601	0.6471069	0.3510614	0.6915661
150	0.6209500	0.7113831	0.8392090	0.0349358	0.1704611	0.5455402	0.4900494	0.6205480	0.3604248	0.6592983
200	0.7814325	0.8087384	0.9138571	0.0420818	0.1712661	0.4549176	0.4541574	0.6121943	0.3901218	0.6460759
250	0.8637931	0.8728358	0.9300922	0.0466867	0.1883265	0.3741712	0.4346187	0.6095667	0.4367469	0.6381171
300	0.9036492	0.9067706	0.9276516	0.0475294	0.2093707	0.3184028	0.4252182	0.6087403	0.4889556	0.6292294
350	0.9224315	0.9227909	0.9247051	0.0460806	0.2270822	0.2856148	0.4210440	0.6084803	0.5353434	0.6167894
400	0.9312162	0.9299337	0.9259334	0.0439209	0.2390988	0.2682348	0.4192909	0.6083986	0.5708654	0.6008130
450	0.9353175	0.9332500	0.9301123	0.0419736	0.2462360	0.2596576	0.4185838	0.6083729	0.5963289	0.5831615
500	0.9372528	0.9351312	0.9350075	0.0405471	0.2501334	0.2556448	0.4183072	0.6083648	0.6145387	0.5660629
550	0.9350479	0.8591049	0.6757452	0.4246300	0.2522578	0.2578025	0.4453623	0.8768169	0.6001381	0.7385681
600	0.9228142	0.7305474	0.3390701	0.5157222	0.2521751	0.3000413	0.5097921	0.9612546	0.5569924	0.8018687
650	0.8751181	0.4566854	0.2014345	0.5378835	0.2458652	0.3910018	0.5609617	0.9878132	0.4754237	0.8386090
700	0.6851272	0.2162783	0.1528581	0.5493777	0.2361062	0.4871391	0.5901512	0.9961668	0.3600770	0.8790253
750	0.3484640	0.0956724	0.1354873	0.5589727	0.2545306	0.5574584	0.6045039	0.9987943	0.2768966	0.9233485
800	0.1572781	0.0463824	0.1293450	0.5327712	0.3701659	0.5996056	0.6109833	0.9996208	0.2399207	0.9592413
850	0.1008480	0.0275361	0.1336308	0.4345949	0.5232451	0.6221519	0.6137461	0.9998807	0.2418127	0.9828407
900	0.0875067	0.0206553	0.1567739	0.3288640	0.5934720	0.6333671	0.6148761	0.9999625	0.2727128	0.9935313
950	0.0845550	0.0188217	0.2033277	0.2647695	0.6100705	0.6386596	0.6153237	0.9999882	0.3067852	0.9976001
1000	0.0839146	0.0205135	0.2627055	0.2345662	0.6111368	0.6410552	0.6154966	0.9999963	0.3295280	0.9991083

0	0.0848085	0.0725602	0.3334167	0.2424315	0.5478410	0.6428540	0.6156002	1.0000000	0.3211593	0.9977219
50	0.0849079	0.0627186	0.1498068	0.2870812	0.1776201	0.6895069	0.7769715	1.0000000	0.3069728	0.7042721
100	0.0845668	0.0389938	0.0831263	0.4532415	0.1034558	0.7799259	0.8262608	1.0000000	0.2924835	0.5968568
150	0.0840905	0.0245083	0.0447530	0.6508839	0.0850212	0.8363917	0.8413158	1.0000000	0.3036139	0.5578057
200	0.0838499	0.0183407	0.0241837	0.7869779	0.0771898	0.8625971	0.8459142	1.0000000	0.3215103	0.5435705
250	0.0837667	0.0160493	0.0147280	0.8594816	0.0728207	0.8735369	0.8473187	1.0000000	0.3346196	0.5383604
300	0.0837415	0.0152410	0.0106295	0.8947101	0.0704643	0.8778763	0.8477477	1.0000000	0.3420088	0.5364503
350	0.0837340	0.0149609	0.0088656	0.9114669	0.0692951	0.8795416	0.8478788	1.0000000	0.3456527	0.5357495
400	0.0837316	0.0148643	0.0080959	0.9194372	0.0687536	0.8801646	0.8479188	1.0000000	0.3473081	0.5354923
450	0.0837308	0.0148310	0.0077530	0.9232273	0.0685155	0.8803928	0.8479310	1.0000000	0.3480185	0.5353979
500	0.0837306	0.0148196	0.0075974	0.9250175	0.0684148	0.8804748	0.8479347	1.0000000	0.3483107	0.5353633
550	0.0837305	0.0148161	0.0616645	0.7997410	0.3968595	0.8605287	0.6865645	1.0000000	0.3314337	0.8292707
600	0.0837305	0.0148265	0.0844609	0.5420531	0.4688664	0.7968226	0.6372755	1.0000000	0.3024890	0.9372644
650	0.0837305	0.0148896	0.1127431	0.3879907	0.5031649	0.7294976	0.6222207	1.0000000	0.2918776	0.9769460
700	0.0837305	0.0151357	0.1568721	0.3133844	0.5354848	0.6843824	0.6176223	1.0000000	0.2947781	0.9915270
750	0.0837308	0.0160660	0.2096561	0.2743432	0.5638309	0.6607661	0.6162178	1.0000000	0.3044124	0.9968845
800	0.0837318	0.0189700	0.2591581	0.2510656	0.5839005	0.6500590	0.6157888	1.0000000	0.3162454	0.9988524
850	0.0837359	0.0256718	0.2994155	0.2364167	0.5954165	0.6456171	0.6156578	1.0000000	0.3271186	0.9995719
900	0.0837524	0.0371650	0.3295875	0.2274953	0.5997132	0.6438784	0.6156178	1.0000000	0.3353471	0.9998188
950	0.0838157	0.0525266	0.3506126	0.2227904	0.5966569	0.6432244	0.6156055	1.0000000	0.3403579	0.9998182
1000	0.0840191	0.0692930	0.3636325	0.2217479	0.5838731	0.6429854	0.6156018	1.0000000	0.3418389	0.9994403
