"Time"	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
400	0.5127639	0.3235399	0.3646469	0.3828614	0.3357658	0.4161983	0.5473016	0.5010668	0.8291673	0.7309804
450	0.5980313	0.3724870	0.2189150	0.4036464	0.2641024	0.6182697	0.6716549	0.5383898	0.7253822	0.6424890
500	0.5156089	0.2982110	0.2002948	0.3525358	0.3876680	0.4504871	0.7558805	0.5459140	0.8032680	0.8432340
550	0.5419858	0.3169203	0.1734494	0.6695409	0.2389156	0.5155183	0.4680058	0.5347686	0.8195142	0.8157459
600	0.5673281	0.3205626	0.2837393	0.6439002	0.3157529	0.4471241	0.2617582	0.3960944	0.6747127	0.7415119
650	0.4622323	0.5217368	0.3040550	0.7331910	0.2536139	0.6537951	0.2006562	0.3069867	0.7319204	0.8586383
700	0.5928385	0.4673057	0.2093240	0.6298813	0.3843484	0.6285699	0.1826552	0.3632830	0.7029338	0.9377094
750	0.5663049	0.5712142	0.4065404	0.5209253	0.4059173	0.7370543	0.2126231	0.4468761	0.7257147	0.8061801
800	0.7123986	0.4090284	0.2641748	0.6521681	0.4441958	0.7681231	0.2350986	0.4344704	0.6860226	0.9713782
850	0.7297812	0.4339360	0.2649312	0.4995757	0.5163085	0.5928570	0.1981963	0.3312230	0.6599969	0.7586517
900	0.7197530	0.4212626	0.3185293	0.5663054	0.4350236	0.6746811	0.1879650	0.2850040	0.8167082	0.9130171
950	0.7362900	0.4645200	0.3835915	0.4565643	0.3561284	0.6213366	0.2030977	0.4460281	0.8084982	0.7657809
1000	0.7541938	0.4880523	0.4011812	0.5482574	0.2817509	0.7431424	0.1630948	0.4894564	0.7415886	0.7035341

0	0.7985387	0.4458408	0.2198285	0.5125170	0.4003340	0.6894507	0.3133053	0.4505284	0.7964788	0.7661688
50	0.7379573	0.4925937	0.3776772	0.2754787	0.3581450	0.6619400	0.2196625	0.3580616	0.7110207	0.8187808
100	0.7042055	0.5455186	0.4723732	0.1571173	0.3131431	0.6153106	0.1951607	0.3544783	0.6445145	0.9632837
150	0.6301073	0.4258495	0.4659976	0.0707822	0.4392505	0.6359143	0.2297398	0.3497250	0.7464647	0.7534578
200	0.6727201	0.4034010	0.5276461	0.0820791	0.3631453	0.6678471	0.2160522	0.3553102	0.8985163	0.8703255
250	0.5329282	0.4942092	0.5364470	0.0560101	0.3676373	0.5392062	0.1850258	0.3834113	0.6311734	0.8140215
300	0.6692821	0.3367959	0.4726313	0.1316332	0.3302685	0.5047940	0.2177387	0.3397849	0.6732394	0.7372669
350	0.6586850	0.4205542	0.5387191	0.0421990	0.3211809	0.6202035	0.2857895	0.3760837	0.6748928	0.8502024
400	0.6032090	0.4438295	0.4391435	0.0679579	0.4808957	0.6174508	0.1967010	0.3388109	0.7794064	0.8376544
450	0.8194300	0.4745306	0.4859255	0.1018629	0.2900235	0.5404344	0.1471542	0.3709323	0.7644699	0.7521305
500	0.6683658	0.4749266	0.5320827	0.0772630	0.4280679	0.6278279	0.1948056	0.3485901	0.7635249	0.8892562
550	0.7503661	0.4503208	0.4809076	0.3258459	0.3363130	0.6704012	0.1428400	0.3626110	0.5999850	0.6170694
600	0.5476157	0.5668261	0.3016133	0.4795168	0.3308724	0.6104247	0.2012081	0.4251667	0.7490349	0.8206972
650	0.6391249	0.4744192	0.2464050	0.5086316	0.4861094	0.6660687	0.2395924	0.4362910	0.6854693	0.7934177
700	0.6545065	0.4891747	0.3020490	0.4951029	0.3315542	0.7900285	0.2515160	0.3527443	0.6877291	0.7470584
750	0.7454448	0.5028860	0.2835968	0.5582898	0.5225503	0.6934139	0.2194483	0.3127497	0.7422818	0.9448238
800	0.6958277	0.4857686	0.3697704	0.5205673	0.3569461	0.7346449	0.2396959	0.4288452	0.7217335	0.8455312
850	0.6328800	0.4274744	0.2380539	0.7427139	0.4327197	0.6877708	0.1742552	0.2664843	0.7673476	0.7325225
900	0.6641347	0.4852429	0.2746280	0.6841258	0.4138620	0.7693246	0.2822750	0.3722189	0.7149149	0.8454127
950	0.6941417	0.4545141	0.2813891	0.6889788	0.4773453	0.6493132	0.2472151	0.3704782	0.7638760	0.9802462
1000	0.6244847	0.4972547	0.2474570	0.5574682	0.4116875	0.8880717	0.3093607	0.4781200	0.6357811	0.7283332

0	0.7399228	0.5505772	0.2893341	0.6391503	0.3651529	0.8262679	0.2223055	0.4437351	0.7220526	0.8792798
50	0.6668863	0.4047440	0.4576255	0.4214857	0.3352228	0.7023464	0.3562811	0.3617833	0.6685322	0.5750812
100	0.7716763	0.3083832	0.4895630	0.1946078	0.4631187	0.6038018	0.5242452	0.3577458	0.7036062	0.7406348
150	0.6068690	0.3130729	0.4286470	0.1293785	0.3997581	0.6739834	0.5457573	0.4490686	0.6756906	0.6810411
200	0.4469359	0.2063009	0.4963876	0.1424035	0.3412496	0.6719026	0.6528367	0.5716063	0.7977450	0.8271827
250	0.3702394	0.1930168	0.4664976	0.1161517	0.4448441	0.5119031	0.5906929	0.7147870	0.7657631	0.7181992
300	0.3167600	0.1904119	0.4184632	0.1035602	0.3076502	0.4778982	0.5313639	0.5670739	0.6939637	0.6377295
350	0.3078854	0.1996208	0.3776980	0.1533477	0.4049892	0.5028276	0.5171591	0.5121490	0.5230101	0.5851489
400	0.3560718	0.2009665	0.4431724	0.1074166	0.4534617	0.5896527	0.5982264	0.4395807	0.5650369	0.6086310
450	0.4306395	0.3186780	0.5374557	0.1297201	0.3680167	0.3058911	0.6046281	0.4859194	0.7127345	0.7724668
500	0.4197973	0.2780802	0.4818308	0.1359151	0.3086587	0.4508268	0.4773362	0.5064972	0.7169752	0.5551451
550	0.4017311	0.3798266	0.2884762	0.3301199	0.2708972	0.3687209	0.4471668	0.5868905	0.6046233	0.6479752
600	0.5337097	0.3560850	0.2444980	0.4342143	0.3049858	0.5153381	0.3007503	0.5240754	0.7507750	0.7335556
650	0.5393312	0.3850888	0.2755390	0.5546728	0.2221746	0.5981459	0.1940559	0.3983922	0.6901023	0.8344426
700	0.7061430	0.4478684	0.2680179	0.6587614	0.3152815	0.6188351	0.1272090	0.3579011	0.6030014	0.8255183
750	0.6391109	0.4930498	0.2437352	0.6247240	0.3726491	0.6243854	0.2229281	0.3523447	0.7616394	0.7606525
800	0.7855413	0.5706288	0.2368745	0.5566510	0.5183848	0.7454883	0.2157496	0.4600669	0.6993297	0.7128697
850	0.6699466	0.5699679	0.2748251	0.4565060	0.3367860	0.8443676	0.2367016	0.4137689	0.6452101	0.8406067
900	0.7270866	0.6479919	0.3258415	0.5428904	0.4861737	0.6793305	0.2704353	0.3676004	0.6746720	0.7644827
950	0.6521696	0.4511058	0.3435367	0.5179488	0.4515694	0.7758729	0.2425483	0.3045275	0.6913719	0.7527095
1000	0.5903267	0.4513032	0.3779007	0.5311680	0.4796406	0.6691218	0.2065858	0.3733424	0.9066777	0.7454618

0	0.6327289	0.5035553	0.2403524	0.5965259	0.3837213	0.7523196	0.2156033	0.3873597	0.7446089	0.8794462
50	0.5772301	0.4219450	0.3069934	0.6090703	0.4338833	0.5800983	0.3032456	0.3561406	0.6858306	0.6435304
100	0.6336892	0.4179987	0.3555882	0.5255261	0.3719369	0.2794574	0.2197869	0.3102609	0.8316050	0.8009208
150	0.6877616	0.4367903	0.3242419	0.6470109	0.3012538	0.3288074	0.2208148	0.5397714	0.6725224	0.7873354
200	0.8252844	0.4510635	0.4531863	0.6489818	0.2246845	0.3632879	0.2282136	0.2960088	0.6491960	0.7513538
250	0.7571130	0.3532385	0.2538891	0.6648074	0.1403711	0.3070794	0.3937490	0.4426587	0.6605068	0.6976782
300	0.6349085	0.4249554	0.2462398	0.6774365	0.2603270	0.2729670	0.1825114	0.4924879	0.8647758	0.7684569
350	0.5010266	0.4205154	0.3149707	0.7150167	0.1682168	0.2613314	0.2325132	0.4219257	0.5805865	0.8736157
400	0.8012762	0.3610412	0.3405373	0.7145489	0.1628216	0.3069331	0.2456152	0.3545686	0.6630780	0.6357777
450	0.7739532	0.5398927	0.3331270	0.7477183	0.1874195	0.2850851	0.1972497	0.4641027	0.6167884	0.8177957
500	0.6125465	0.5681788	0.3002946	0.7997500	0.1414578	0.2886493	0.2569724	0.4016594	0.6163410	0.7615433
550	0.6837803	0.5615708	0.2943504	0.7320188	0.2265474	0.4833114	0.2313563	0.3804153	0.6153529	0.7059019
600	0.7197730	0.4987150	0.3058529	0.5746244	0.2915798	0.5254548	0.1862789	0.4871814	0.8247432	0.9576610
650	0.6519794	0.4004648	0.3206699	0.7440240	0.2729614	0.6441278	0.2072579	0.4080045	0.8605954	0.7472065
700	0.6549018	0.4498929	0.3365606	0.5461350	0.3412882	0.7481213	0.1541129	0.4605951	0.7257585	0.7586405
750	0.5899613	0.4448863	0.3135658	0.7062625	0.4046910	0.6161174	0.1640859	0.3929973	0.7940070	0.7329806
800	0.7767710	0.4326123	0.3313405	0.6735994	0.4571115	0.5540730	0.1777510	0.4199559	0.7951578	0.6909959
850	0.7662051	0.4362673	0.2628186	0.4892508	0.3265085	0.6833208	0.2814109	0.3312431	0.6505582	0.8313374
900	0.7058587	0.3662952	0.2361551	0.5975774	0.3730493	0.7405624	0.2256069	0.5101835	0.7695300	0.8455976
950	0.5920803	0.3723826	0.3145965	0.5954609	0.4924341	0.5800034	0.2338195	0.4500284	0.8641943	0.7578859
1000	0.7024430	0.4181759	0.2759724	0.7073204	0.4244352	0.6844944	0.1601763	0.5090211	0.6628829	0.7745732

0	0.6201304	0.5157896	0.2178156	0.5913979	0.4011959	0.7707437	0.1672816	0.4158940	0.7298628	0.6473418
50	0.8307574	0.3421949	0.4605606	0.7459007	0.3879092	0.6796224	0.1966699	0.6083577	0.5513406	0.5717344
100	0.6071708	0.2160561	0.7045297	0.6972490	0.4146031	0.7216040	0.1986096	0.6494563	0.7941503	0.5772583
150	0.4864517	0.1290450	0.6846482	0.5669654	0.3958457	0.7210573	0.0851130	0.6765259	0.6798609	0.4329547
200	0.2172485	0.0965327	0.5343909	0.5375672	0.3092893	0.7788069	0.0735085	0.8168685	0.5507533	0.5014056
250	0.1100475	0.0234578	0.5470890	0.6030328	0.4348582	0.7457406	0.0853963	0.7257785	0.5863166	0.5314741
300	0.0982207	0.0391511	0.6628079	0.5167358	0.4147603	0.7414878	0.0521772	0.7321168	0.6296362	0.6285410
350	0.0768782	0.0288796	0.6354449	0.5281462	0.4200213	0.7509655	0.0204402	0.6698301	0.6006433	0.4905980
400	0.0570105	0.0212795	0.7345798	0.5557602	0.4312449	0.8982170	0.0145210	0.7144169	0.6089309	0.5866748
450	0.0935152	0.0239534	0.7848023	0.5568059	0.4330381	0.7090946	0.0388369	0.5675862	0.5246923	0.4966342
500	0.0608853	0.0423047	0.8342893	0.6202100	0.5187802	0.8283185	0.0029043	0.6153635	0.6346031	0.4648167
550	0.0648923	0.0888582	0.6302702	0.7044182	0.4332189	0.7300581	0.0099806	0.4141631	0.5467834	0.6099463
600	0.1095664	0.2979186	0.3677343	0.4726312	0.4785999	0.7891866	0.0092435	0.3229850	0.7456978	0.6954829
650	0.3591938	0.4009238	0.2632507	0.6203819	0.2492215	0.6951565	0.0884382	0.2506268	0.7749929	0.7484628
700	0.6231265	0.5294859	0.3073967	0.5313016	0.3574661	0.6949757	0.2090077	0.3616758	0.6350750	0.8602574
750	0.6216257	0.5507679	0.3359537	0.5108647	0.5378968	0.5918758	0.2341456	0.4537014	0.8359759	0.7226633
800	0.7928525	0.4835423	0.3654165	0.5634820	0.4364160	0.6237258	0.1672819	0.3561168	0.7842908	0.7555912
850	0.5570670	0.4884969	0.3586039	0.6039851	0.3535413	0.7694824	0.2280307	0.4599128	0.7646448	0.7974885
900	0.5874618	0.4423554	0.3633154	0.6372403	0.4350665	0.7621054	0.2397757	0.4074778	0.7080965	0.7961280
950	0.7479721	0.5031998	0.4182373	0.5555479	0.4330089	0.8154215	0.2788054	0.3515269	0.6767019	0.6066109
1000	0.6429658	0.3711846	0.3656294	0.7192441	0.3685118	0.7074613	0.1756025	0.4739360	0.6779476	0.7054461

0	0.7347877	0.4767009	0.1959367	0.4664031	0.3705448	0.7195892	0.1726314	0.3754118	0.7018118	0.7735988
50	0.8084007	0.4052022	0.5248426	0.5897744	0.3611707	0.4934878	0.2132610	0.5396077	0.6800181	0.7092147
100	0.5458854	0.1046029	0.7905254	0.5873447	0.2168986	0.4728534	0.1275875	0.5250212	0.7928026	0.6870973
150	0.2855393	0.0627973	0.7237741	0.7658556	0.2051014	0.2690502	0.1482228	0.6224203	0.6624793	0.6974299
200	0.2614146	0.0407134	0.7241487	0.6443801	0.1553837	0.2768307	0.1275214	0.7659417	0.7507724	0.7018947
250	0.1310836	0.0156927	0.9155269	0.7233736	0.1904697	0.4191940	0.0542493	0.7034134	0.6705929	0.6768882
300	0.0747624	0.0082064	0.8844710	0.7603986	0.2285221	0.2779787	0.0174079	0.7282535	0.6815757	0.8344895
350	0.0879926	0.0054966	0.6319168	0.7943427	0.2026361	0.3174640	0.0067562	0.7176252	0.7297438	0.8313782
400	0.0886008	0.0012709	0.6736273	0.6720014	0.2764999	0.3410912	0.0056595	0.7125499	0.8048800	0.7884830
450	0.0540245	0.0008925	0.7407304	0.6566932	0.2042021	0.3208970	0.0163821	0.6245520	0.6789924	0.9310623
500	0.0519399	0.0045113	0.5686705	0.6575590	0.2539139	0.3455748	0.0108323	0.5330682	0.7986048	0.7891405
550	0.0668784	0.1070089	0.5693875	0.8004512	0.2591889	0.5061588	0.0138744	0.4991075	0.6974444	0.8291675
600	0.1366018	0.3027776	0.3987862	0.5478333	0.3193830	0.7480046	0.0103371	0.3917773	0.8018338	0.7009202
650	0.3255723	0.4469526	0.3748467	0.6998620	0.2601909	0.7756441	0.0445769	0.3647282	0.7496003	0.7455618
700	0.4765156	0.4607753	0.3115290	0.4952905	0.3692785	1.0609347	0.1532598	0.3119548	0.7403347	0.8602768
750	0.5732572	0.5485152	0.2714731	0.5007805	0.4715873	0.7582667	0.1604808	0.4095615	0.8134379	0.7976964
800	0.7582177	0.4872412	0.3084083	0.6635611	0.3676675	0.7316938	0.2437668	0.3726912	0.7824039	0.6707076
850	0.7732995	0.4543297	0.4361071	0.5165660	0.4027487	0.7704711	0.2885322	0.3865644	0.7390303	0.7005335
900	0.6772271	0.4013778	0.3226127	0.5309848	0.4872443	0.8066613	0.2353617	0.3766189	0.9019134	0.9126218
950	0.6806225	0.4167911	0.2003013	0.6739842	0.4058257	0.6851216	0.1925642	0.4305618	0.6040323	0.8200746
1000	0.6886893	0.5029376	0.2584518	0.6597756	0.3642807	0.7982586	0.2079092	0.5356741	0.8045994	0.7371478

0	0.6008320	0.4016738	0.2195613	0.5298852	0.4131660	0.7508514	0.3332382	0.4080021	0.8076080	0.8176877
50	0.6765074	0.4950072	0.5014698	0.5236777	0.6186388	0.4994764	0.1927378	0.3210693	0.8328414	0.7521413
100	0.7915839	0.3348974	0.6043920	0.5352602	0.7687393	0.1794003	0.3703868	0.3581948	0.7145788	0.9268537
150	0.7852203	0.4358204	0.7336458	0.4207427	0.8440754	0.0561221	0.2499956	0.3578099	0.6534235	0.6635356
200	0.8288907	0.4101785	0.6527733	0.4485428	0.6827588	0.0442607	0.2586741	0.2346520	0.8359941	0.8435106
250	0.6586229	0.4252263	0.6673172	0.3820647	0.7207719	0.0119028	0.1337790	0.3241943	0.7121134	0.8165883
300	0.5577403	0.4317196	0.5851747	0.3479676	0.7223520	0.0442094	0.2229110	0.3885534	0.6196966	0.6572864
350	0.6725181	0.3695282	0.5721947	0.4204494	0.6885026	0.0220232	0.2609934	0.4008162	0.6691980	0.7731646
400	0.5625788	0.3312008	0.7011456	0.4454964	0.8533166	0.0504569	0.1601603	0.3666729	0.6472649	0.7107671
450	0.7041701	0.3552170	0.7447265	0.5186025	0.8551394	0.0251843	0.2243432	0.4189078	0.6440482	0.7117207
500	0.6097271	0.3607992	0.7343115	0.5793272	0.6453008	0.0251031	0.3257358	0.3986120	0.6472650	0.7155631
550	0.4939048	0.3862904	0.5472113	0.5200898	0.3076792	0.3505317	0.2139050	0.4064189	0.7433912	0.8955986
600	0.5860898	0.4293459	0.4148120	0.7259824	0.2537592	0.4741494	0.1999694	0.2992733	0.6691465	0.6527972
650	0.5856082	0.3639619	0.4290035	0.5965194	0.3113509	0.6382920	0.2147966	0.4779978	0.7312371	0.7387704
700	0.6190831	0.4056213	0.4156703	0.5532171	0.2085090	0.6116784	0.1790880	0.3937398	0.6539558	0.6174593
750	0.5366812	0.4662002	0.3069074	0.5550018	0.3257406	0.6620109	0.2465736	0.4256962	0.7417881	0.7334987
800	0.7859504	0.4459586	0.3748802	0.6426211	0.3797284	0.6885097	0.2032322	0.4114523	0.6522570	0.7169291
850	0.6368230	0.5780900	0.2586062	0.6239424	0.3938549	0.7093908	0.2302702	0.3552333	0.8266779	0.8813918
900	0.6186417	0.5031014	0.2451595	0.7123292	0.4380511	0.7334534	0.2262325	0.3250266	0.7733078	0.8449110
950	0.7149156	0.4080679	0.3384761	0.7088442	0.4481943	0.8103238	0.2111348	0.4617995	0.7404010	0.7356608
1000	0.6951897	0.4430902	0.3687742	0.7319030	0.4276595	0.6444875	0.2095211	0.4844027	0.7573030	0.7411384

0	0.6713672	0.5340763	0.3267026	0.5774650	0.3874677	0.6937497	0.2301608	0.4155323	0.6961949	0.7886768
50	0.5977820	0.4203487	0.3345320	0.6368883	0.5034615	0.5372065	0.2116116	0.3916594	0.6625902	0.6627111
100	0.6657552	0.3617451	0.3396067	0.6484511	0.3441752	0.4651304	0.2790751	0.3910658	0.6093505	0.8819138
150	0.6967757	0.3731710	0.3177360	0.7210675	0.3239808	0.5806790	0.1353280	0.3804888	0.9017888	0.8785487
200	0.6763800	0.3561935	0.2861103	0.5055205	0.4274576	0.5047793	0.2061277	0.4866837	0.7377866	0.8344691
250	0.6706047	0.3787412	0.3197064	0.5670974	0.2875062	0.4186054	0.1940285	0.3602727	0.6762060	0.8284525
300	0.7322483	0.3645334	0.3370429	0.6053502	0.3395239	0.5128483	0.2548251	0.3037942	0.7057136	0.9397113
350	0.7170211	0.5018284	0.2736961	0.6289469	0.3058301	0.4691893	0.2324467	0.4460451	0.7601270	0.8377213
400	0.7217331	0.4641370	0.3038429	0.5514624	0.3350968	0.6253719	0.2110697	0.4887091	0.7557986	0.7046512
450	0.6336850	0.4923219	0.3558531	0.5772866	0.2875266	0.3898996	0.2813234	0.3421485	0.7401072	0.7953142
500	0.6946935	0.5754754	0.2685065	0.5896332	0.3064217	0.5259101	0.2528160	0.3423834	0.6067369	0.8988319
550	0.7742342	0.5450758	0.2261588	0.6162122	0.2873632	0.5652786	0.2288429	0.4050745	0.6720716	0.8800629
600	0.8981737	0.5102864	0.2342426	0.8132376	0.3832478	0.7689687	0.2145189	0.4912926	0.7871347	0.7579322
650	0.6659959	0.3924975	0.2612148	0.7187715	0.4104911	0.7093129	0.2013900	0.4170048	0.7496726	0.8059448
700	0.7162485	0.4856901	0.3091041	0.6660846	0.3390558	0.5586010	0.2198967	0.3894399	0.8746444	0.8432447
750	0.7658056	0.4775355	0.3574489	0.6308022	0.3486469	0.6362270	0.2776440	0.4044655	0.8582269	0.6381574
800	0.8117878	0.3732175	0.2200264	0.5028170	0.3786840	0.5932397	0.1885878	0.3732270	0.7327651	0.7687614
850	0.7248988	0.3745129	0.3081540	0.5763538	0.3454826	0.6693045	0.1887797	0.3595566	0.7141784	0.6203339
900	0.8118909	0.4645464	0.3172011	0.7050064	0.4207777	0.6877673	0.1982812	0.3924986	0.8449904	0.8166097
950	0.8158268	0.5149061	0.3304152	0.4930461	0.5760444	0.6445472	0.1687247	0.2695568	0.7909450	0.8723491
1000	0.6535838	0.4829479	0.3462301	0.7099893	0.4026123	0.6885505	0.1749276	0.4426882	0.7764978	0.7685580

0	0.7118133	0.5305072	0.2574807	0.5547046	0.3827262	0.7250125	0.2542974	0.4197836	0.7857540	0.7320320
50	0.8171649	0.3549190	0.4029945	0.5549713	0.4018006	0.7081892	0.4188655	0.4752344	0.7263545	0.8000513
100	0.7981158	0.3517232	0.4730515	0.5822650	0.4572955	0.6006382	0.7408505	0.5434394	0.7305655	0.8791762
150	0.7052684	0.2423025	0.4911875	0.6634414	0.3441660	0.5591669	0.7213022	0.4911251	0.8618552	1.0024588
200	0.5317653	0.2553235	0.6036401	0.5646946	0.3067752	0.4936773	0.7275162	0.5140979	0.9179741	0.7791945
250	0.5391993	0.2660964	0.5765393	0.5500240	0.2306196	0.4477700	0.6802414	0.4990486	0.8881794	0.8871060
300	0.3751927	0.1730068	0.4953064	0.6743276	0.2462021	0.4205149	0.7903202	0.4720239	0.8183708	0.6904803
350	0.5691066	0.2127961	0.5753143	0.6914261	0.2865711	0.3963234	0.7082923	0.5344683	0.7524594	0.7871307
400	0.3699755	0.2683989	0.6881927	0.6907805	0.2899374	0.4156968	0.7672353	0.5751431	0.8095072	0.7674102
450	0.4236535	0.2637325	0.5815544	0.7386014	0.2175326	0.3769576	0.7351033	0.5872800	0.7702344	0.7004331
500	0.5042383	0.2193966	0.5533751	0.6297041	0.2369984	0.4819540	0.5874063	0.4082740	0.7940929	0.7705677
550	0.5024708	0.2809011	0.4176217	0.6733344	0.2719189	0.3257955	0.5572228	0.4918619	0.7240627	0.7398534
600	0.3835182	0.3285829	0.3547864	0.7329461	0.2553517	0.5194708	0.2512855	0.5566018	0.8344491	0.7438324
650	0.4666991	0.2941134	0.2913397	0.5890007	0.4241658	0.6805289	0.1564535	0.4223881	0.7536932	0.8359020
700	0.5258710	0.3664027	0.2745435	0.6945384	0.3576339	0.6932621	0.1572726	0.3752647	0.6540564	0.8599640
750	0.5198724	0.3693432	0.3688058	0.6830261	0.3212053	0.6356859	0.1736585	0.4704097	0.7065162	0.8236670
800	0.6323151	0.5152696	0.4401403	0.5973357	0.3949388	0.7308135	0.3130764	0.4479326	0.7370477	0.8451220
850	0.6481922	0.4849285	0.2831616	0.5837472	0.4430928	0.7189393	0.1762159	0.3720798	0.7563641	0.9386810
900	0.6624278	0.4365418	0.3277264	0.6047385	0.3480585	0.6524025	0.2715286	0.4365549	0.7643637	0.8237879
950	0.6168479	0.4528529	0.2899768	0.4575480	0.4128182	0.7948862	0.2031780	0.3362351	0.7420694	0.8451749
1000	0.6998858	0.4323339	0.2998484	0.4984205	0.4151280	0.8952632	0.2423884	0.3651316	0.6551664	0.8567054
