"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
250	0.0978991	0.7740308	0.0386733	1.0691307	0.8566707	1.1015551	0.7375834	1.0170445	0.9127531	0.9570855
300	0.1055975	0.7240349	0.0381900	1.0564062	0.8396922	0.9699512	0.7293619	0.9099870	0.9623088	0.9657179
350	0.0732622	0.7151190	0.0453554	1.0011193	0.8504371	0.9224089	0.8164621	0.9669948	0.8562182	0.8894383
400	0.1001888	0.7680212	0.0342240	0.9113198	0.8395831	0.9289305	0.8271283	0.9999915	0.8232739	0.9727877
450	0.0871608	0.7233187	0.0220198	0.9762668	0.8167954	0.9673381	0.7981036	0.9549453	0.7973326	0.9736822
500	0.0921609	0.7944527	0.0158137	1.0019761	0.7447602	0.9993490	0.7933897	1.0212318	0.8909505	0.9231395
550	0.1353890	0.8460175	0.0233008	0.9830662	0.8421777	0.9273577	0.8282275	1.0986025	0.8397730	1.1536890
600	0.1053401	0.9141959	0.0210870	0.9449807	0.8102856	0.7811990	0.7958477	1.0379944	0.7850265	1.0680375
650	0.0818510	0.9369593	0.0263278	0.9858060	0.7572819	0.8030797	0.7991066	0.9815062	0.7716972	1.0055748
700	0.0783066	0.8801469	0.0121025	0.9866847	0.7891029	0.8173913	0.7797982	1.0202318	0.8628318	0.9818744
750	0.0704706	0.9681672	0.0184956	0.9744032	0.7784389	0.8402046	0.7716781	0.9935606	0.7348795	0.9720528
800	0.0613800	0.9348253	0.0367434	0.9409229	0.8019811	0.8428890	0.8229405	1.0431961	0.7391913	0.9755865
850	0.0725973	0.8875509	0.0193597	1.0602937	0.7123581	0.7421899	0.8637129	1.0291963	0.7214055	0.9024632
900	0.0741652	1.0553346	0.0338472	0.8671035	0.7410020	0.8449995	0.7660657	0.9557383	0.7299308	1.0253123
950	0.0841712	0.8398908	0.0373133	1.0126764	0.7914492	0.7878987	0.7701527	0.9834822	0.8437948	0.9789041
1000	0.0843313	0.9923793	0.0285569	0.9354824	0.8099851	0.7528449	0.7860479	0.9869689	0.6673125	0.9056869

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.0746097	0.8449234	0.0381492	0.9337679	0.8495706	0.8002424	0.7688998	0.9580460	0.7335280	1.0744324
100	0.0263056	0.8521864	0.0164244	1.0122872	0.8434149	0.6815581	0.7733448	0.9675867	0.7426295	0.9854354
150	0.0117605	0.8560346	0.0133668	0.8897794	0.8414809	0.7315256	0.7089026	0.9797131	0.7777597	0.9773946
200	0.0097282	0.8433238	0.0421972	0.9744625	0.9042728	0.7546073	0.7434501	0.9455021	0.7831495	0.8860400
250	0.0066945	0.8963596	0.0350589	1.0033467	0.8898183	0.7685809	0.8001695	0.9671069	0.7496216	0.8721876
300	0.0024483	0.9505543	0.0476996	0.9769568	0.8759664	0.7901343	0.7071110	0.9031799	0.7382090	1.1143770
350	0.0024492	0.9582137	0.0226095	0.9491926	0.8247609	0.7496085	0.7766425	1.0224326	0.6616364	1.1167413
400	0.0000000	0.9918971	0.0057742	0.9151629	0.8908267	0.7984779	0.8803667	1.0884692	0.7942273	1.1255694
450	0.0015153	1.0688030	0.0306921	0.9997702	0.8964331	0.8017829	0.8968045	1.0014446	0.6158989	1.1613534
500	0.0058284	0.9786827	0.0275598	0.8967617	0.7781694	0.8893513	0.9388708	0.9888784	0.7664278	1.1129423
550	0.0363006	1.0158173	0.0438261	0.8825901	0.8540561	0.8237955	0.8875702	0.8880480	0.7569547	1.0015464
600	0.0632514	0.9374010	0.0205164	0.8192772	0.7687306	0.8198182	0.8266224	0.9409076	0.6595346	0.9439774
650	0.1044346	0.9262520	0.0208289	0.9613140	0.7553365	0.7372145	0.7151082	0.9340339	0.7335030	0.9624058
700	0.0888559	0.9261436	0.0243195	0.9769919	0.7965342	0.7112073	0.7004327	0.9663420	0.6852338	0.9261707
750	0.0861953	0.8342495	0.0352376	0.9808194	0.8582774	0.7032927	0.8525776	0.9907753	0.7128634	0.9392417
800	0.0674458	0.9293096	0.0236898	0.9086334	0.9146293	0.7216593	0.7909008	0.9610809	0.8631727	0.9812480
850	0.0799365	0.9214917	0.0320221	0.9244358	0.8672056	0.7172448	0.7692977	0.9688012	0.8486275	0.9776793
900	0.1171290	1.0198876	0.0399309	0.9003219	0.7699950	0.7710661	0.8199993	0.9168323	0.7792620	1.0413177
950	0.0913310	0.9596541	0.0365989	0.9847235	0.7514268	0.8633891	0.7569842	0.9757600	0.7867178	1.0722831
1000	0.0803565	0.8874573	0.0506561	0.9394913	0.7240498	0.7309096	0.8110817	0.9844673	0.7456350	1.0206990

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.1076386	0.7936821	0.0368500	1.0640430	0.8008733	0.8035720	0.8469367	0.9988861	0.7775785	1.0075664
100	0.1274246	0.6702874	0.0369787	1.0753842	0.8716341	0.9479662	0.8890575	0.9659793	0.7699579	0.9135891
150	0.0905347	0.5812496	0.0433996	0.9484881	0.7930336	0.9409332	0.8794946	1.1033781	0.8763704	1.0641750
200	0.0760603	0.5682512	0.0272030	0.9352999	0.7633461	0.9303549	0.8898003	1.0484384	0.8714836	1.0819226
250	0.1442869	0.5496889	0.0205667	0.9602545	0.8054188	1.0245009	0.8271356	1.0312124	0.8463576	0.9380960
300	0.1126539	0.5277320	0.0279347	1.0500275	0.7360807	1.0177716	0.8567721	1.0182316	0.8510819	0.8808807
350	0.1273756	0.5804663	0.0250128	0.9706888	0.7787977	1.0117414	1.0601427	1.0863324	0.8946927	0.9535420
400	0.0957600	0.6873831	0.0381300	0.9572116	0.7280268	0.9963819	0.9878737	1.0538765	0.8427199	0.9091257
450	0.0955185	0.6309405	0.0338318	0.9426260	0.6974932	0.9813968	0.9901978	0.9723144	0.9401076	0.9944706
500	0.1084142	0.5887972	0.0295970	0.9226637	0.7196266	0.9706039	0.9858589	1.0227509	0.8199623	0.9578736
550	0.1225305	0.6942485	0.0378822	0.8412450	0.6481597	0.9111626	0.9556696	1.0076656	0.7899471	0.9496071
600	0.1037291	0.8488105	0.0284289	0.8682681	0.6210652	0.7993274	0.8499192	0.9676529	0.7971009	1.0068594
650	0.0646541	0.9170856	0.0235219	0.8291355	0.6380433	0.8457968	0.8695722	1.0707446	0.7401888	1.1140878
700	0.1051769	0.8879097	0.0319549	0.8482542	0.6925433	0.7837495	0.7691372	1.0302601	0.7453111	1.0923966
750	0.0825550	0.9510823	0.0365400	0.8219117	0.7417482	0.6910176	0.8283803	1.0044835	0.7417033	1.1252891
800	0.0927538	0.8936462	0.0280049	0.9258032	0.8499809	0.7853275	0.8245268	0.9384842	0.7138071	1.0665043
850	0.1250026	0.8689174	0.0232349	0.9601037	0.8095805	0.7960159	0.7780108	0.8991650	0.7574593	1.0409909
900	0.0862406	0.9284473	0.0331896	0.9592976	0.7388207	0.8100378	0.8184614	0.9512331	0.7745402	1.0022964
950	0.0757747	0.9548016	0.0269430	1.0259371	0.7960680	0.8946240	0.8255993	1.0882162	0.8589007	1.0977591
1000	0.0945344	0.8507502	0.0514593	0.9892625	0.8215428	0.8069760	0.7726544	1.0190064	0.7931826	1.0373611

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.0775237	0.9555282	0.0261746	0.8886397	0.8764316	0.7643136	0.7824098	0.9959504	0.8407471	0.8885992
100	0.0966569	0.9364655	0.0240677	0.9049575	0.8410014	0.7987057	0.9327761	1.0395707	0.7779028	0.7359295
150	0.0989816	0.9681061	0.0173588	1.0398817	0.9174892	0.8022662	0.8726608	1.0786831	0.7592774	0.7266918
200	0.0801724	0.8772780	0.0256918	1.0702420	1.0431501	0.7549700	0.9838914	1.0320387	0.7351106	0.6820483
250	0.1032140	0.9113532	0.0258711	1.0386453	0.9298579	0.8605480	0.9950756	0.9632986	0.8006677	0.6358483
300	0.0950221	0.9872024	0.0469743	0.9946118	0.8575728	0.9401601	0.9714538	1.0586837	0.7836055	0.5534410
350	0.0914757	0.8728218	0.0425685	0.9966796	0.7856540	0.8313254	0.9671243	1.0625853	0.8245891	0.4894406
400	0.0802356	0.8940578	0.0363534	0.9681831	0.7678210	0.8768249	1.0922528	0.9468307	0.8312742	0.5132914
450	0.0722137	0.9310710	0.0429963	1.0242737	0.8722890	0.9340355	1.0538315	0.9697752	0.7998120	0.6184020
500	0.0979897	0.9274915	0.0247188	0.9851081	0.9123039	0.9505002	1.0073677	1.0481582	0.7647129	0.6826283
550	0.1348039	0.8920994	0.0209510	0.9783305	0.8743473	0.8415374	0.9397682	1.0336132	0.7051308	0.7970083
600	0.1242320	0.9211624	0.0275212	0.9497405	0.8462899	0.8117786	0.9021899	0.9969190	0.7526504	0.8763230
650	0.1098529	0.9705479	0.0256758	1.0394773	0.8048026	0.8034965	0.7911515	1.0206357	0.7709120	0.9780144
700	0.0839686	0.9954117	0.0205925	0.9555147	0.8122484	0.7698875	0.8762290	0.9323759	0.7297050	1.0641032
750	0.0875821	0.9242092	0.0261547	1.0175781	0.8611604	0.7927199	0.8591609	1.0822771	0.7119146	1.0599695
800	0.1004709	0.8642151	0.0376299	1.0247822	0.8714816	0.8520530	0.8151271	1.0232832	0.8053393	1.0543404
850	0.0888313	0.8828800	0.0331699	0.9444187	0.8861547	0.7482570	0.8614973	1.0814149	0.7500471	0.9543041
900	0.1044577	0.9018718	0.0210082	0.8736605	0.7843760	0.7444246	0.8030203	1.0590777	0.8445683	1.1557111
950	0.1064227	0.9413102	0.0130469	0.8280343	0.8887937	0.8054116	0.8004688	0.9466243	0.8129501	1.0263432
1000	0.0612551	0.9235022	0.0303157	0.9530736	0.8740471	0.7902106	0.7967121	1.0821505	0.7104690	0.9974464

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.0390767	0.9995984	0.0240928	1.0321250	0.8648614	0.7928622	0.8376135	0.7753302	0.7714752	1.0730771
100	0.0199126	0.9813246	0.0222767	0.9875898	0.8074456	0.8075784	0.7243360	0.4247119	0.8633209	1.0435338
150	0.0142039	0.8782443	0.0321901	0.9114401	0.8636837	0.7389467	0.5068944	0.2786767	0.8654269	1.0394039
200	0.0049490	0.9592104	0.0468727	0.9281168	0.8567426	0.6722488	0.3050679	0.2329978	0.7442418	1.0138286
250	0.0016179	0.9817174	0.0364509	0.9643259	0.8005021	0.5645518	0.1593995	0.2125830	0.7448498	1.0021638
300	0.0002674	0.9736144	0.0446096	0.9245175	0.9466121	0.4657355	0.1276577	0.1593838	0.8044727	0.9571800
350	0.0016184	0.8802985	0.0504827	1.0263899	0.9482881	0.3511377	0.1019896	0.1956961	0.8112729	0.9341264
400	0.0004748	0.8036287	0.0428793	1.0440066	0.9395466	0.2360619	0.0779923	0.2059726	0.7862888	0.9519017
450	0.0005971	0.9618357	0.0339022	1.0614514	0.9356972	0.2709194	0.0773470	0.1868445	0.8666330	0.9226208
500	0.0004123	0.9269623	0.0310565	1.0733979	1.0859938	0.2751178	0.0459704	0.1569267	0.9258362	0.9511454
550	0.0446679	0.9538383	0.0285020	1.0898070	1.0345417	0.2264686	0.0706100	0.4489558	0.8503030	0.8866897
600	0.0693390	0.9106660	0.0231091	0.9978861	1.0226143	0.2217207	0.2353269	0.7511969	0.8370168	0.9162383
650	0.0692732	0.8541389	0.0264092	1.0138631	1.0537419	0.3938623	0.4119147	0.9157542	0.8890538	0.9247883
700	0.0829793	0.9252535	0.0304331	1.0178606	0.9922570	0.6321430	0.5935717	0.9365563	0.7907422	0.9334967
750	0.0887886	0.9424065	0.0466478	1.0438531	0.9249611	0.7042104	0.6842720	0.9893852	0.7069649	1.0280720
800	0.0633168	0.9588911	0.0285669	0.9524215	0.8709943	0.6653365	0.7244536	1.0236760	0.6695295	1.0026350
850	0.0732908	0.9270438	0.0170479	1.0413179	0.8704901	0.7500298	0.7715391	0.9850208	0.7036200	1.1056956
900	0.1009768	0.9422096	0.0113810	1.0008488	0.8519661	0.7043831	0.7812068	1.0544091	0.8223036	0.9647482
950	0.0910690	1.0652119	0.0292569	0.9905084	0.8967800	0.7746190	0.7775748	1.0088774	0.8149828	0.9313560
1000	0.0948569	0.9607958	0.0253930	0.9611950	0.9103459	0.7001433	0.7768212	0.9187465	0.7484492	1.0601490

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.0643637	0.8883059	0.0275991	1.0690256	0.8873478	0.8748563	0.8207467	0.9623241	0.7949572	1.0218827
100	0.0360495	0.9303467	0.0311048	1.1163850	0.9368962	0.7626172	0.8381250	0.9486738	0.7912458	0.9861339
150	0.0188195	0.9645581	0.0338515	0.9779012	0.8641041	0.7758460	0.8171880	0.8224172	0.8370211	0.9529795
200	0.0000000	0.8720663	0.0347851	0.9669266	0.8702653	0.7715231	0.7222833	0.8014590	0.6699883	0.9946321
250	0.0040364	0.8479089	0.0383605	0.9680798	0.8732037	0.8313928	0.6028126	0.8231531	0.6846420	0.9962253
300	0.0017183	0.9621921	0.0161126	0.9029897	0.8198273	0.7423887	0.6221731	0.8446519	0.7343707	1.0000923
350	0.0011848	1.0198826	0.0224704	0.8474628	0.7630659	0.7978484	0.6486283	0.8268591	0.7555033	1.0825288
400	0.0001437	0.9910426	0.0348465	0.9510529	0.7720588	0.6933900	0.6828518	0.8174194	0.6168844	0.9854393
450	0.0017528	0.9957801	0.0451242	0.9917865	0.8125137	0.7207151	0.7295169	0.7234755	0.6790016	1.1184563
500	0.0034467	0.8973891	0.0323226	0.9730998	0.8920509	0.7497824	0.6331445	0.8129673	0.7047323	1.1224379
550	0.0252169	0.9746607	0.0250571	0.9961453	0.9179335	0.7455578	0.6142880	0.8063747	0.7860086	0.9651389
600	0.0379790	0.9315166	0.0365299	0.9592726	0.8595252	0.7761182	0.6639921	0.9194895	0.8394899	1.0328642
650	0.0427589	0.8707809	0.0279433	0.9658864	0.7876927	0.7325309	0.6702186	0.9222726	0.7879605	1.0576688
700	0.0841157	0.9177251	0.0325394	0.9791690	0.8283562	0.7637646	0.7949907	1.0293051	0.6823788	1.0437601
750	0.0682310	0.8421068	0.0343814	1.1002167	0.7837909	0.8493777	0.8484382	1.0575051	0.7708600	0.9652750
800	0.1096909	0.8406519	0.0531059	1.1053543	0.7963031	0.7662723	0.8533377	1.0566414	0.8007506	0.9301445
850	0.1141755	0.9017591	0.0355924	0.9347816	0.8535417	0.7892759	0.8437875	1.0262604	0.8778750	0.9713927
900	0.1146209	0.8152771	0.0393090	0.9537567	0.8686992	0.6918751	0.6983485	0.9786322	0.8614390	1.0371370
950	0.1331744	0.8897848	0.0301864	0.9670135	0.9613142	0.8122945	0.7901991	1.0332197	0.7465854	0.8537731
1000	0.0932336	0.9931721	0.0482214	1.0678748	0.8858438	0.7669193	0.7327779	0.9134122	0.7653964	0.9301127

0	0.0998950	0.9054292	0.0460330	0.9718910	0.8368844	0.7707006	0.6636710	1.1414693	0.7526707	1.0902661
50	0.0717289	0.8823033	0.0220724	0.9657299	0.8175378	0.8207771	0.8606206	0.9781215	0.8100643	0.9630867
100	0.0702222	0.8925512	0.0241486	1.0402741	0.8614452	0.8407171	0.8284534	0.9829472	0.7678001	1.0165715
150	0.0773329	0.8529615	0.0339533	1.0929027	0.9016836	0.8657653	0.7200652	1.1025442	0.7775182	0.9725412
200	0.0834186	0.8243720	0.0384105	0.8631646	0.8345538	0.7384775	0.7457884	1.0574347	0.7677499	0.9260473
250	0.1145613	0.8769969	0.0248285	0.8908519	0.9362845	0.8250040	0.7796606	1.0615804	0.7881268	1.1013635
300	0.1148333	0.9278039	0.0340749	0.9808224	0.8413163	0.8667182	0.8048726	0.9943237	0.7955146	1.0212096
350	0.0863787	0.9536401	0.0338367	0.9397377	0.9241129	0.9877543	0.8063128	1.0294278	0.9005288	0.9920822
400	0.1109167	1.0000014	0.0271863	0.8842178	0.8596495	0.9627938	0.7621566	1.0694109	0.7635374	0.9074159
450	0.1068814	1.0153716	0.0291511	1.0181699	0.9230062	0.8673098	0.7762664	1.0751372	0.7888602	1.0142557
500	0.0764688	0.9609109	0.0311093	0.9657224	0.9069746	0.9298137	0.7817446	1.0919946	0.7657342	1.0159883
550	0.0740445	0.8865881	0.0301438	1.0375416	0.8708034	0.8016792	0.8824860	1.0638386	0.7173198	1.1026381
600	0.0609531	0.9568077	0.0358255	0.9400977	0.8203669	0.7796953	0.8580537	1.0678022	0.7131399	1.1048351
650	0.0768523	0.9653029	0.0366317	1.0139252	0.8461528	0.8200777	0.7947918	1.1054090	0.7402604	1.1939066
700	0.0764399	0.9151816	0.0379890	1.0319169	0.8863158	0.8531737	0.8046896	0.9833977	0.7413972	1.0706628
750	0.1076891	0.9687692	0.0451375	0.9553683	0.8018567	0.7287469	0.7647487	1.0107694	0.8277127	1.0196002
800	0.0825315	0.9750307	0.0284446	0.9275287	0.7418567	0.7649525	0.7339957	0.9501789	0.8750761	0.9833560
850	0.0721426	1.0307163	0.0348288	0.8826353	0.8036161	0.7550651	0.7442074	1.0746117	0.8412602	0.9974639
900	0.0842034	1.0373734	0.0343179	0.9699622	0.7716176	0.6868631	0.6782294	1.0035891	0.7475602	0.9959095
950	0.0851509	0.9964737	0.0196968	0.9356672	0.7917103	0.6614075	0.8170148	1.0026172	0.8073001	1.1053281
1000	0.1214073	1.0120700	0.0213978	0.8748087	0.7860083	0.7549495	0.8295589	1.0996246	0.7984374	1.0450963
