"Time"	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C
800	0.3419824	0.9191999	0.5500427	0.2416124	0.1194486	0.3788943	0.2822331	0.5521323	1.0004260	0.9284264
850	0.2838360	1.0654539	0.5437376	0.2931994	0.1034495	0.3436495	0.2389787	0.5145205	1.0331145	0.9511132
900	0.2252425	0.9643383	0.4498510	0.3294800	0.0732655	0.3337084	0.2457508	0.5112958	0.9211493	1.0173568
950	0.2109603	1.0154383	0.4018467	0.3556688	0.0555834	0.3906475	0.2465552	0.5727693	0.9570283	1.0886868
1000	0.1922467	1.1055097	0.3189526	0.3754644	0.0710721	0.4289448	0.2195567	0.4865893	0.9555576	0.9638546

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.1880291	1.0285616	0.2627442	0.3747586	0.0830979	0.3724879	0.1664328	0.7467011	0.8436844	1.1099298
100	0.1089186	1.0297357	0.2558721	0.3806272	0.0859854	0.5665222	0.0762537	0.6882441	0.8674131	0.9398606
150	0.0688870	1.0697924	0.2309958	0.4039895	0.1559859	0.8345823	0.0215168	0.6858055	0.9604330	0.9280380
200	0.0376496	1.0722233	0.2039686	0.4487331	0.2099999	0.8526420	0.0321706	0.6441569	0.9311392	1.0114118
250	0.0173602	1.0471383	0.2456284	0.5562349	0.2593186	1.0398884	0.0198791	0.6005786	0.9692577	1.0103532
300	0.0111029	1.0432102	0.1760546	0.5718376	0.3486179	0.9978435	0.0282148	0.5170293	1.0660966	0.9878504
350	0.0044831	0.9608174	0.1756687	0.6663231	0.3269466	1.0415316	0.0085616	0.5111041	0.9302835	0.9470859
400	0.0079381	0.8683672	0.1300828	0.6938645	0.3725026	1.0100170	0.0069656	0.7226223	0.8857367	0.8625500
450	0.0161100	0.9366512	0.0948233	0.8502804	0.4035699	0.9243278	0.0104129	0.7252006	0.9538519	0.9035682
500	0.0182387	0.9759265	0.1073186	0.7563110	0.4141417	1.0094345	0.0067121	0.7032204	0.9204049	0.8797151
550	0.0705087	1.0307530	0.1294209	0.7570315	0.3432861	0.9242772	0.0828412	0.6773043	0.8266526	0.9388506
600	0.1088013	0.8956061	0.1221883	0.7740348	0.3186022	0.8354254	0.1549188	0.7781487	0.9561363	0.9892940
650	0.1454371	0.9507229	0.0887105	0.7715379	0.2881574	0.7979294	0.2304315	0.5861933	1.0115277	0.9179542
700	0.1852300	0.8645461	0.0971970	0.6647514	0.3135932	0.5848031	0.2562429	0.5270625	0.8284016	0.9132754
750	0.2369777	0.8463282	0.1038023	0.6099876	0.1830960	0.5001166	0.2253329	0.7323900	0.8890617	0.8232427
800	0.2445398	0.8905377	0.1321615	0.5880736	0.1133561	0.4072364	0.2386725	0.7657853	0.8678181	0.9665307
850	0.2360217	0.9497776	0.1332323	0.5054572	0.0826818	0.4424043	0.2017284	0.6377982	0.9933848	0.9842191
900	0.2108661	1.0362254	0.1620374	0.5161741	0.0704121	0.4209799	0.2009561	0.6483618	0.8473806	1.0556397
950	0.2151164	0.9936555	0.2020767	0.4611151	0.0888892	0.3781752	0.2201552	0.6192928	0.8714317	1.0511824
1000	0.2194938	1.0681525	0.1417649	0.4532329	0.0828449	0.3553167	0.2135232	0.6465645	0.8948425	1.0968035

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.1653622	1.0152948	0.2293651	0.4301692	0.2290722	0.3720062	0.2891137	0.5753288	1.0012082	0.9213414
100	0.2155662	1.0596060	0.1912203	0.4515865	0.2947531	0.3495645	0.2700260	0.5820652	0.9347785	0.8994803
150	0.2052760	1.1375279	0.1320240	0.3726628	0.3963969	0.3335698	0.2874093	0.6129015	0.9652230	0.8598410
200	0.2302582	1.0746647	0.0968115	0.3701370	0.4421641	0.3122251	0.2579678	0.7077319	0.8922222	0.9274636
250	0.1723337	1.0786275	0.1355389	0.3650208	0.5016523	0.3304342	0.2618745	0.6344137	0.9149395	0.9862659
300	0.2075907	0.9466964	0.1668721	0.3358160	0.4011950	0.3149537	0.2788156	0.7214037	1.0027315	0.9779638
350	0.1904785	0.9463453	0.1354051	0.3598744	0.4092518	0.3520924	0.2167521	0.5414495	0.9706443	0.8291674
400	0.1903910	1.0010286	0.1084628	0.3577676	0.4852632	0.4200571	0.2365848	0.7628526	0.8810664	0.9044577
450	0.1537725	0.9771615	0.1326197	0.3810235	0.5117646	0.3908031	0.2570657	0.6708760	0.9153970	0.8746891
500	0.1533729	0.9915355	0.1403976	0.3869761	0.3858120	0.3636416	0.2648976	0.6155471	0.9703364	0.9178390
550	0.1593352	0.9972426	0.1300849	0.3999699	0.2759455	0.3275730	0.2425500	0.5473312	0.9219347	1.0200623
600	0.1833166	0.9588104	0.1897800	0.3820286	0.1750035	0.3661260	0.2643997	0.5974815	0.9582602	1.0125929
650	0.1851013	0.9886360	0.2321480	0.3504802	0.0863563	0.3748155	0.2603577	0.5641645	0.9538587	0.9965237
700	0.1956030	1.0194315	0.2531463	0.3961296	0.0716941	0.3635036	0.2223924	0.5819056	1.0070866	1.0008392
750	0.1997810	1.0344149	0.2376955	0.4294288	0.0702557	0.4339079	0.2624084	0.5905393	0.9414593	0.9861615
800	0.2001185	0.9901520	0.2530857	0.3982949	0.0720859	0.4529223	0.2729782	0.6629753	1.0152045	0.9600308
850	0.2241692	0.8527659	0.2400421	0.4571637	0.0812802	0.3521861	0.2756453	0.6296184	0.9708524	1.0155835
900	0.2186634	0.9355964	0.2292265	0.3987256	0.0754919	0.2944376	0.2246419	0.5520414	0.9297091	1.0228094
950	0.2318112	0.9643559	0.2304072	0.3441309	0.0476916	0.4212805	0.2232615	0.5424038	0.9736388	1.0426303
1000	0.1523462	0.9758305	0.2454241	0.3536892	0.0522025	0.4253511	0.2224184	0.5644004	1.0087605	0.9532562

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.1303443	1.0987138	0.2410344	0.4319232	0.3158912	0.2243569	0.2355600	0.4620615	1.0002075	0.9962479
100	0.0857366	1.1380825	0.1414186	0.3510721	0.5896694	0.0874600	0.2341091	0.3996844	0.8733294	1.1336188
150	0.0578877	1.1261178	0.1327428	0.2626583	0.7164748	0.0261403	0.2017867	0.3827772	0.9709278	1.0629609
200	0.0498103	1.1723504	0.1266742	0.2296690	0.6729027	0.0098418	0.1973002	0.3647031	0.9346647	1.0353072
250	0.0364553	1.0793783	0.1762589	0.2216198	0.7645202	0.0107467	0.2130847	0.4038424	0.9365360	1.0288694
300	0.0345900	1.1199263	0.1520601	0.1788400	0.7188075	0.0178149	0.2016896	0.3978392	0.9149397	1.0137267
350	0.0293091	1.1530162	0.1706360	0.1491441	0.7131685	0.0296210	0.2603767	0.3968199	0.9213639	1.0209849
400	0.0372737	1.1043180	0.2154635	0.1505533	0.7119319	0.0215239	0.2518683	0.4158424	0.9443863	1.0426681
450	0.0241469	1.0890898	0.1868301	0.1341979	0.7528755	0.0233075	0.2679806	0.4003131	0.9602469	0.9769356
500	0.0292128	1.1243676	0.2477315	0.1536909	0.7098347	0.0155538	0.2722258	0.4698373	0.8393720	1.0693507
550	0.0494618	1.1346022	0.3229708	0.1460034	0.4915283	0.1403665	0.2592008	0.6238182	0.8322945	0.9860122
600	0.1005189	1.0760703	0.4040481	0.1585001	0.2125872	0.2259527	0.2717431	0.6401335	0.8197324	1.0372287
650	0.1175023	1.0293201	0.5371178	0.1992623	0.1100327	0.3525655	0.2700901	0.7210964	0.8345868	0.9728593
700	0.1681288	1.0086650	0.4963786	0.3061110	0.0541066	0.3504525	0.2412698	0.7903413	0.8386210	1.0576126
750	0.1570185	1.1060504	0.3987136	0.3675724	0.0546068	0.3160102	0.2599800	0.6794444	0.9304842	0.9146502
800	0.1901261	1.1039372	0.3273717	0.3108808	0.0480773	0.3075898	0.3517274	0.7643771	0.7946459	1.0626005
850	0.1938275	1.0740736	0.3347371	0.3763511	0.0307312	0.3389542	0.2881843	0.7764840	0.9880210	1.0231349
900	0.1678068	1.0621167	0.3027663	0.3381783	0.0368944	0.3249091	0.1836451	0.6027145	1.0009433	0.9344850
950	0.2211129	0.9707095	0.2453015	0.3842814	0.0585558	0.3821222	0.2515524	0.6447310	0.8589693	0.9843276
1000	0.2237470	0.9802997	0.2242573	0.4189733	0.0795417	0.3939326	0.2267704	0.6449008	0.7695387	1.0591686

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.2158496	0.9330493	0.3120749	0.5565462	0.1236938	0.3920085	0.2978822	0.4884855	1.1785500	0.9484671
100	0.2358795	0.9599682	0.2488645	0.6612425	0.1510642	0.2996456	0.2979229	0.4388120	0.9881914	0.9648646
150	0.1873819	0.9461102	0.2041454	0.8034260	0.1550607	0.3887889	0.2505095	0.5401452	0.8857967	0.9483502
200	0.2054539	0.9489118	0.1431078	0.8548569	0.2007243	0.3523035	0.2045715	0.6050880	0.9024467	0.9661103
250	0.2162437	0.9279142	0.1159113	0.9324104	0.1783266	0.4424525	0.1970040	0.7054030	0.9854341	1.0254413
300	0.2501092	0.9286320	0.0831182	0.9872172	0.1737978	0.3383648	0.2544135	0.5556841	1.0003189	0.9147179
350	0.2795384	0.8501726	0.0689964	0.9787722	0.2426399	0.3449089	0.2698886	0.5252653	0.9928536	0.9598371
400	0.3028655	0.8417536	0.0643924	1.0341082	0.2395660	0.3030283	0.2343381	0.6961753	0.8038065	0.9506718
450	0.2888719	0.7469443	0.0771745	0.9227953	0.1780107	0.3029449	0.2175429	0.7163882	0.8780069	0.9762003
500	0.2710371	0.7479213	0.0899433	0.9833433	0.1630010	0.4083505	0.2420516	0.7006627	0.8638617	0.9896457
550	0.3144076	0.8060662	0.0966737	0.8329748	0.1788535	0.3482705	0.2031618	0.8555565	0.8633235	0.9413529
600	0.3130016	0.9383047	0.1128604	0.6242852	0.1205258	0.4074798	0.2146261	0.7454924	0.8961496	0.9717349
650	0.3016230	0.9167087	0.1257796	0.5401460	0.1206521	0.4906184	0.2427515	0.6638310	0.9987401	1.0038515
700	0.2620383	1.0001450	0.1872582	0.5031843	0.0845095	0.4455743	0.2410679	0.6105938	0.9575127	0.9848744
750	0.2579019	0.9942500	0.1568329	0.4691314	0.1109268	0.4525069	0.2439496	0.5505244	0.9753548	0.9500284
800	0.2490057	0.8866930	0.1752173	0.4198578	0.0877556	0.4077127	0.2285488	0.6139545	1.0069835	1.0464272
850	0.2604766	0.9040134	0.1862460	0.4085051	0.0749900	0.3476759	0.2930349	0.4738778	0.9903772	1.0698000
900	0.2476083	0.9444338	0.2416864	0.3428354	0.0700652	0.3671882	0.2694292	0.5231971	0.9340421	1.0576059
950	0.2115643	0.8982679	0.2607371	0.3716308	0.0707164	0.3080059	0.2885932	0.6090998	0.9257297	1.0197767
1000	0.2644947	0.8351985	0.2821989	0.3889366	0.0921300	0.3045292	0.2776366	0.6151445	1.0111586	1.0180241

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.2121413	0.9501589	0.2641533	0.4015630	0.0728069	0.5137602	0.1603003	0.4542755	1.0885227	0.9524037
100	0.2699824	1.0186934	0.2769286	0.3873160	0.0859201	0.6011488	0.0574094	0.4655915	0.8714233	0.9604744
150	0.2332977	0.9377970	0.2447821	0.5144421	0.1445029	0.7749025	0.0377519	0.6128320	0.9361347	1.0341950
200	0.2349574	0.9588236	0.2529647	0.5968322	0.2314161	0.9374103	0.0125942	0.7266437	0.8898664	0.8785726
250	0.2338974	1.0135151	0.1562695	0.5445314	0.3176418	0.9631159	0.0044794	0.6742046	0.9455537	0.9000704
300	0.2299239	1.1479365	0.1601930	0.5768822	0.3101053	0.8883476	0.0063957	0.6882818	0.9757686	0.9919754
350	0.1887071	0.9921473	0.1584083	0.6167907	0.2851316	0.9117246	0.0040925	0.6094752	0.9728624	1.0222477
400	0.2507898	1.0006105	0.1445808	0.6495689	0.3246234	0.9408301	0.0029923	0.5415933	1.0060850	1.1263742
450	0.1909741	0.8781392	0.1244236	0.6107350	0.3813021	0.9809118	0.0071262	0.5814890	0.9186151	1.1142960
500	0.2177752	0.8468602	0.1255135	0.6352327	0.3728997	0.9643303	0.0038259	0.5792194	0.9743372	0.9708292
550	0.2475221	0.8767195	0.1339040	0.6617854	0.3565099	0.9985708	0.1252759	0.5040045	0.9048178	1.0049011
600	0.2536752	0.9800147	0.1364624	0.6821881	0.3498876	0.9414546	0.1672453	0.6454929	0.8417617	1.0027138
650	0.2330774	0.8689787	0.1371115	0.7189306	0.3275572	0.7604184	0.1804352	0.7329534	1.0879968	1.0080828
700	0.2320503	0.9826602	0.1084881	0.7024709	0.3310309	0.6647019	0.1999773	0.6252832	0.9769019	1.0372646
750	0.2548666	0.9419422	0.1051428	0.5816495	0.2749863	0.5497396	0.1965864	0.5365607	0.9305610	1.0275059
800	0.2771327	0.8606163	0.1172045	0.5318472	0.1912547	0.4127450	0.2107691	0.5930186	0.8536867	1.0152820
850	0.2711764	1.0166661	0.1365559	0.5164820	0.1241887	0.4592823	0.2169503	0.6461852	0.9763279	0.9730878
900	0.2180846	1.1146290	0.1715771	0.4671623	0.1243559	0.4071561	0.2581645	0.6528514	0.8966807	0.9608814
950	0.1779687	1.1024826	0.2074793	0.3518964	0.1136031	0.3710593	0.2493065	0.8151869	0.8826709	0.9407959
1000	0.1697881	0.9509935	0.1860225	0.3445498	0.0928255	0.4190708	0.2002018	0.7396090	0.9232634	0.9165423

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.2348592	1.0079231	0.3127940	0.3829416	0.0615255	0.4340338	0.1660236	0.3674694	1.0216465	0.9497534
100	0.2469815	1.0149146	0.2534233	0.4021188	0.1155960	0.6002861	0.0803989	0.2428231	1.0106909	1.0302388
150	0.1968544	0.9955955	0.1895418	0.5156039	0.1402000	0.7528003	0.0227228	0.1655831	0.9919527	1.0212473
200	0.1800448	1.0586518	0.2170231	0.6390867	0.2478666	0.9377381	0.0423269	0.1369115	1.1289722	1.0349114
250	0.2083625	1.0783615	0.1845420	0.5600666	0.3064259	1.0049853	0.0353957	0.0821831	0.9810654	0.8455903
300	0.2169315	0.9667277	0.1717155	0.6570456	0.3445253	0.9637181	0.0801607	0.0732437	1.0264462	1.0342774
350	0.2273816	0.9462920	0.1704582	0.6769113	0.3616718	0.8497028	0.0535786	0.1064040	1.0889408	1.0331657
400	0.2300365	1.0719189	0.1553960	0.7221248	0.3007288	0.9161806	0.0525453	0.0871532	1.0682940	1.0376818
450	0.2444477	1.0964417	0.1118538	0.6950547	0.3577831	0.9189566	0.0608025	0.0845901	1.0375962	1.0419061
500	0.2156288	0.9444530	0.1466028	0.7169081	0.3441914	0.9929318	0.0515038	0.0971414	0.9929857	0.9799480
550	0.2080397	0.9576585	0.1282178	0.7454906	0.3479928	0.8465366	0.2271060	0.3003151	1.0288648	0.9818267
600	0.2283729	0.9751291	0.1235611	0.7957996	0.2879092	0.6025775	0.2455280	0.5272842	0.8110766	1.0944402
650	0.2326749	0.9914896	0.1282378	0.6769720	0.2267282	0.5043725	0.3049383	0.6152927	0.8790309	1.0857495
700	0.2152944	1.0023580	0.1348548	0.4923606	0.1395820	0.3790376	0.2526176	0.5485882	0.9744467	1.0399363
750	0.2017559	0.8878506	0.1481897	0.4706412	0.0965984	0.3272964	0.2497814	0.5685124	1.0433057	1.1232726
800	0.2020095	0.8619261	0.1854949	0.4061571	0.0898073	0.3451471	0.2807678	0.5893485	0.9603372	1.0912555
850	0.2118684	0.9703865	0.2083349	0.3083712	0.0605272	0.3022881	0.2845238	0.4785808	0.9958098	1.0385897
900	0.1913695	0.9848571	0.2470409	0.3116022	0.0863655	0.3709814	0.2303210	0.4883651	0.9191310	0.9930522
950	0.2349972	0.9857194	0.3509025	0.3531181	0.0574092	0.3891763	0.2350271	0.5862908	0.9737357	1.0340630
1000	0.2169142	1.0515442	0.3467640	0.2960694	0.0606752	0.4123787	0.2429202	0.6448788	0.9302549	0.9409093

0	0.1919020	1.0703848	0.2510566	0.3994873	0.0840599	0.3797023	0.2684878	0.6168259	0.9976571	1.0144637
50	0.1729160	1.0269550	0.2665184	0.4181602	0.0784136	0.3679476	0.2198626	0.4116254	1.0510080	0.9398810
100	0.1109370	1.0073340	0.2279548	0.3796480	0.0372531	0.2398496	0.2019355	0.3851723	0.9445369	1.0268026
150	0.0830820	1.0483024	0.1934468	0.3089794	0.0289497	0.2507358	0.2626227	0.3660041	0.9284441	1.0964345
200	0.0726743	0.9984054	0.2548176	0.2985736	0.0191164	0.2378535	0.2467347	0.4536552	0.9462919	1.1223861
250	0.0470455	0.9851425	0.3449020	0.2496092	0.0344873	0.1608505	0.2188935	0.4057408	0.9103363	1.0261266
300	0.0391503	0.9358831	0.3837155	0.2225035	0.0479639	0.1941185	0.2215470	0.4246906	1.0330120	1.0494017
350	0.0478105	0.9792377	0.4114247	0.1968105	0.0671430	0.1783136	0.2018802	0.4051518	1.0707585	1.0005738
400	0.0502637	0.9421407	0.4581300	0.2426399	0.0480430	0.2601886	0.2827201	0.3532987	1.0473539	1.0099172
450	0.0488898	0.9300378	0.4742864	0.2700011	0.0461172	0.2877419	0.2490839	0.3940978	0.9769992	1.0052331
500	0.0479399	0.9468861	0.4514132	0.2699098	0.0639569	0.2505061	0.2665800	0.3993847	1.0078949	0.9902053
550	0.0872427	1.0771245	0.4467491	0.2388074	0.0443135	0.2458519	0.2493965	0.5293272	1.0047885	0.9361067
600	0.1661165	0.9563496	0.4331482	0.2374258	0.0397271	0.2866806	0.2374806	0.5623017	0.9539689	1.0024410
650	0.1792246	1.0072536	0.4428566	0.3229433	0.0342812	0.3815047	0.2546074	0.6374044	0.9090048	0.8687271
700	0.2374479	1.0674173	0.3752576	0.3222034	0.0667253	0.4086346	0.2373386	0.6599819	0.8655461	0.9113256
750	0.2558150	1.0204589	0.3396497	0.3994562	0.0532632	0.4525181	0.2651416	0.6842581	0.9411255	1.0343334
800	0.2817770	0.9735913	0.2923283	0.4300636	0.0629352	0.3975650	0.2148746	0.5757133	0.9251000	1.0390172
850	0.2860602	0.9359568	0.2711698	0.4042549	0.0592625	0.4257706	0.2460591	0.5341421	0.9761727	0.9035916
900	0.2520941	0.9353395	0.1873181	0.4237605	0.0821415	0.3784731	0.2571310	0.4937133	0.8999107	0.9514727
950	0.2345001	0.9743108	0.1732550	0.4294969	0.0782022	0.3726213	0.2465140	0.6279463	0.9424318	0.9420914
1000	0.2660097	0.9769492	0.2124403	0.3634838	0.0772551	0.3764972	0.1968159	0.6327243	0.9343743	0.9530011
