"Time"	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
50	0.0976589	1.0028902	0.9669314	0.2290087	0.3132879	0.3013414	0.4693890	1.0072318	0.8768868	0.9586188
100	0.1038051	1.0322660	0.9860213	0.3213030	0.4775049	0.1525334	0.5130241	0.9693394	0.9228427	0.9713470
150	0.0870304	1.0113416	0.9421737	0.4072220	0.5096720	0.0900993	0.5504074	0.9954350	0.8975911	0.9443784
200	0.0751191	0.9419232	0.8548006	0.4454358	0.5739085	0.0759239	0.5292365	0.9052349	0.8772960	1.0434882
250	0.1053331	1.0341683	0.9414872	0.3833196	0.6063952	0.0828220	0.5158048	0.9247112	0.8495437	1.0155499
300	0.0855428	1.0657789	0.9299070	0.3959731	0.5398052	0.0885969	0.4699968	1.0501559	0.8670534	1.0316550
350	0.0850931	0.9710896	0.9074554	0.4368347	0.6043147	0.1137135	0.5216743	1.0386851	0.9101869	0.9641435
400	0.0946369	0.9946238	0.9198425	0.4498427	0.5739232	0.0983876	0.5519505	0.9963678	0.9111319	0.9744575
450	0.0741431	0.9793706	0.8901665	0.4422119	0.6024897	0.0908469	0.5299215	0.9857631	0.8854771	0.9905735
500	0.0660045	1.0960495	0.9267474	0.4391564	0.6230185	0.0800631	0.5690693	0.9530455	0.8889061	0.9603246
550	0.0684408	1.0505695	0.9233546	0.2466014	0.6278321	0.6472011	0.6130669	0.9526037	1.0209882	0.9607624
600	0.1115421	1.0355308	0.9847371	0.1518888	0.5513321	0.7288229	0.5991241	0.9344095	0.9831149	0.9461825
650	0.0769136	1.0616859	0.9645865	0.1028105	0.4514950	0.7522758	0.5495970	0.9135270	1.1117549	1.0422553
700	0.1017797	1.0289050	0.9042792	0.0648324	0.3846111	0.8945206	0.5785525	0.9880535	1.0212590	0.9174575
750	0.1089839	1.0615135	0.9893907	0.0489740	0.3530279	0.9019413	0.5217648	0.9465625	0.9680856	1.0012229
800	0.0818926	1.1237080	1.0129515	0.0490733	0.3457522	0.8533786	0.4770083	0.9838382	0.9574187	1.0507423
850	0.0737237	1.1143770	0.9733729	0.0402383	0.3526374	0.8317007	0.4324005	0.9743613	0.9622743	1.0369803
900	0.0873028	1.0058451	0.9815202	0.0487897	0.3296844	0.9859013	0.5364787	1.0008562	0.9502342	1.0341048
950	0.1108580	1.0023085	1.0299004	0.0490716	0.3185847	0.9719950	0.4576149	0.9932990	1.0287727	0.9148851
1000	0.1128455	0.9184047	1.0317165	0.0417650	0.3256054	0.9807754	0.4454909	0.8605667	1.0123052	0.8872960

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0751009	1.0314228	1.0105915	0.1829771	0.2985573	0.8477974	0.2149915	0.9329101	1.0672781	1.0251307
100	0.0606305	1.0727584	0.9934153	0.2148294	0.2337236	0.9034086	0.1198979	0.9056113	1.0254154	0.9829409
150	0.0940801	1.0105403	0.9675574	0.2409944	0.2814328	0.9764958	0.0883659	0.8785895	0.9600331	0.9664735
200	0.0922423	0.9554196	0.9635285	0.2533567	0.3229167	0.9910034	0.0712715	0.8355245	0.9057514	0.9179347
250	0.1044312	0.9678290	0.9496316	0.2883486	0.3237751	0.9829922	0.0593522	0.9669914	1.0140990	1.0303382
300	0.0712619	1.0682077	0.9429459	0.3355183	0.2709868	1.1035585	0.0774737	0.8676894	1.0915679	1.0299429
350	0.0817201	0.9484564	0.9088635	0.3482620	0.2771668	0.9831856	0.0768321	0.9147718	1.0340358	1.0422470
400	0.1029567	1.0413726	1.0114125	0.3551367	0.2841042	1.0378261	0.0641862	0.8933478	0.9595384	0.9719053
450	0.0732413	1.0184936	0.9371654	0.3345962	0.2511233	1.0148619	0.0664662	0.9317173	0.9589466	0.9841554
500	0.1054885	0.9602710	1.0244445	0.3039064	0.3085028	1.0419975	0.0565189	0.8381771	0.9340741	1.0056928
550	0.0933419	0.9330765	0.9824176	0.1690624	0.3273712	0.9798376	0.3987856	0.9622454	0.8590716	1.0424113
600	0.0779488	0.9304265	0.9281534	0.1057008	0.3328581	0.9715437	0.5268953	0.9770330	0.9405909	0.9663405
650	0.0913661	0.9789547	1.0742603	0.0445794	0.3640867	1.0215417	0.5815978	1.0253461	0.8430203	0.9675211
700	0.0709224	1.0069118	1.0151724	0.0418299	0.3089745	0.9673849	0.5415412	1.0226249	0.8664093	1.0590178
750	0.0653286	0.9804104	1.0125312	0.0356800	0.3440546	0.8360772	0.4859409	0.9650516	1.0590103	0.9344946
800	0.0995614	1.0417763	0.9993294	0.0315899	0.2929594	0.9319673	0.5411866	0.9637099	0.9297947	0.9973247
850	0.0765436	1.0671328	1.0330317	0.0244894	0.2516081	0.9463992	0.5922334	0.9500129	1.0351456	0.9010546
900	0.0829665	1.0383218	1.1172683	0.0296553	0.2434936	0.9013673	0.5743375	0.9709650	0.9884948	1.0071827
950	0.0708378	1.0037229	0.9928058	0.0379423	0.2589913	0.8743643	0.5482571	0.9659021	0.9791130	1.0393215
1000	0.0750996	0.9247103	0.9807826	0.0296161	0.2592523	1.0216828	0.6093460	1.0051539	0.9109961	1.0117501

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0106914	0.9453949	1.0502428	0.0502000	0.3903305	0.3150873	0.2439448	0.5814299	0.4641712	0.5146667
100	0.0051151	1.0058393	1.0428394	0.1070001	0.5201021	0.1915475	0.2163072	0.3124113	0.2915821	0.3864224
150	0.0213255	1.0241329	1.0955456	0.1814941	0.5940718	0.1361344	0.2318888	0.2503655	0.2971757	0.3827480
200	0.0166565	1.0339713	1.0904501	0.1995162	0.5842249	0.1182976	0.2402808	0.2826246	0.2403851	0.3762413
250	0.0171181	0.9983528	0.9641573	0.2579222	0.6241359	0.1191378	0.2180806	0.2273446	0.2689115	0.3207939
300	0.0173701	0.9896937	0.9495983	0.2878008	0.5906165	0.1135345	0.2174208	0.2405858	0.2011065	0.3543184
350	0.0204477	0.9462949	0.9836959	0.4065489	0.5631086	0.0930023	0.2142921	0.2142354	0.2023647	0.3680624
400	0.0173858	0.9734024	1.0491709	0.4078515	0.5620920	0.1158466	0.2326965	0.2455077	0.1983809	0.3013578
450	0.0153986	1.0020481	1.0434636	0.4230642	0.6174983	0.1425219	0.2413405	0.2694913	0.1906183	0.3275894
500	0.0196221	0.9843011	0.9846131	0.4679785	0.5590928	0.1276757	0.2408402	0.2439670	0.1737828	0.3650144
550	0.0985775	1.0123392	1.0521412	0.3938040	0.5760541	0.7508392	0.6972179	0.6821153	0.6995309	0.9223725
600	0.1014431	0.9491039	0.9028203	0.2456582	0.4421518	0.8787216	0.6612181	0.8758316	0.8283624	0.9978937
650	0.0928111	0.9632466	0.9178385	0.1819964	0.2966501	0.8635012	0.6115965	0.9375645	0.9685686	1.0239455
700	0.1000995	0.9762818	0.8956675	0.1025609	0.2619400	0.7400620	0.5693175	0.9888720	0.9646243	1.0395565
750	0.0825296	1.0153591	0.9496534	0.0531717	0.3494530	0.8539943	0.5350834	1.0193273	1.0679753	1.0402182
800	0.0829597	0.9849538	0.9478337	0.0352951	0.3602763	0.8299543	0.5125283	0.9944551	1.0045613	0.9855873
850	0.0779158	1.0257577	0.9588959	0.0321362	0.3892900	0.8756050	0.5631405	1.0084718	0.9895372	0.8965531
900	0.0805825	0.9938873	0.9958051	0.0472387	0.3202937	0.9347903	0.5116528	0.9484498	0.9380798	0.9694226
950	0.0737450	1.0524980	0.9971050	0.0320927	0.3081355	0.8700022	0.4729107	0.9128182	1.0085630	1.0102361
1000	0.0801368	1.0356474	0.9491542	0.0430348	0.3106918	0.8914142	0.5442140	0.9091939	1.0389108	0.9632943

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0959850	0.9901726	1.0550329	0.0278459	0.2707549	0.5673669	0.5461636	1.0993535	0.6576571	0.9554138
100	0.0726256	0.9901724	1.0128346	0.0546700	0.4184193	0.4418430	0.5312877	1.0641787	0.5465831	0.9593458
150	0.0807187	0.9857041	1.0504866	0.0749825	0.5023485	0.5000453	0.4623177	1.0567814	0.4962151	0.9522010
200	0.0763525	0.9783265	0.9908730	0.0996728	0.4861404	0.4814417	0.4453712	1.0946723	0.4938118	0.9033570
250	0.0923682	0.9554893	1.0374539	0.1253390	0.5040168	0.5016063	0.4807601	1.0200718	0.5065895	0.9723283
300	0.0478791	0.9427710	0.9818387	0.1302934	0.4219695	0.4719488	0.4481196	1.0396461	0.5481239	0.9125771
350	0.0577245	1.0279788	0.9478873	0.1187565	0.4647304	0.4705332	0.4523865	1.0647262	0.5834112	1.0245119
400	0.0830557	1.0119473	0.9477778	0.1097261	0.5485269	0.3706928	0.4175181	1.0130390	0.6112860	0.9757207
450	0.0768842	1.0141764	0.9728767	0.1206515	0.5585465	0.4337219	0.4505718	0.9634018	0.5636316	1.0773089
500	0.0472622	1.0252646	0.9006019	0.0968469	0.5557838	0.4328756	0.5202174	1.0765235	0.4792638	1.0676753
550	0.0816266	1.0256874	0.9593736	0.1092527	0.5205124	0.7108298	0.5600157	1.0625677	0.7163111	0.9647175
600	0.0677314	1.0097973	0.9831671	0.0895708	0.4133882	0.7996082	0.5190315	0.9398113	0.8635530	0.9125381
650	0.0687208	1.0222673	1.1129346	0.0813888	0.3196011	0.8937530	0.4480759	0.9081723	0.9481374	0.9490154
700	0.0697989	0.9724437	1.0473912	0.0593297	0.2715106	0.8778996	0.5176612	0.9255622	0.9872538	1.0588711
750	0.0810650	1.1318215	1.1228897	0.0515733	0.2849064	0.9346013	0.5204666	0.9787246	1.0458613	0.9961036
800	0.0795168	1.0355031	1.0868142	0.0559403	0.3097368	0.8719549	0.5494895	1.0076725	1.0244650	1.0012539
850	0.0836708	1.0506050	1.0109003	0.0313867	0.3104586	0.8539677	0.5523587	0.9329262	1.0200903	0.9719581
900	0.0655005	0.9916992	1.0124206	0.0400472	0.3530050	0.8211592	0.5127008	0.9203851	0.9555137	1.0887336
950	0.0955844	0.9063316	1.0179303	0.0237824	0.3063968	0.9577009	0.5816621	0.9523719	0.9490048	0.9959712
1000	0.1044605	0.9570757	1.0419000	0.0322445	0.3156179	0.9380237	0.5611673	1.0052363	0.9484589	1.0178318

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0038507	1.0972023	1.0139289	0.0243613	0.2056594	0.8572366	0.5527626	1.0350009	1.0245103	0.9091504
100	0.0061032	1.0241100	1.0135493	0.0196898	0.1965588	0.8741954	0.4885588	1.0373187	0.9726422	1.0559160
150	0.0084016	1.0361848	1.0631132	0.0216260	0.1611556	0.8471144	0.4857882	1.0434726	1.0111903	1.0409575
200	0.0043779	0.9710326	0.9847785	0.0166612	0.1573900	0.9488085	0.5339949	0.9872113	0.9881125	0.9791410
250	0.0038844	1.0076321	0.9787523	0.0134153	0.1995064	0.9162311	0.5189491	1.0256827	0.9257991	1.0451564
300	0.0100924	0.9987168	1.0431361	0.0332681	0.1595430	0.9001148	0.5172328	1.0135947	1.0002170	1.0608619
350	0.0075556	0.9499836	1.0059277	0.0220922	0.1943774	0.8526047	0.5182546	0.9232618	1.0644056	0.9907407
400	0.0132502	1.0747494	0.9992290	0.0118261	0.2063403	0.9187115	0.5545699	0.9334544	1.0423094	0.9646241
450	0.0049233	1.0509209	1.0174983	0.0201791	0.2320628	0.8795387	0.5277925	1.0161955	0.9826038	0.9976140
500	0.0106693	0.9906321	1.0684476	0.0315434	0.2215380	0.8334033	0.4995907	1.0213440	1.0422319	1.0363145
550	0.0881257	1.0133459	1.0107002	0.0346777	0.2451561	0.8613787	0.4632610	0.9916383	0.9115768	0.9807502
600	0.0684300	1.0418663	1.0061463	0.0433575	0.2973161	0.8167552	0.5101420	1.0951988	0.9945340	1.0073209
650	0.0820642	1.0829671	1.0565922	0.0401806	0.3307407	0.8307387	0.5122469	1.0549947	0.9552546	1.0649945
700	0.0726716	1.0408126	1.0343262	0.0222487	0.3264551	0.9749179	0.4770367	1.0454810	0.9890812	0.9137749
750	0.0943423	1.0210818	1.0015321	0.0200346	0.2809130	0.8802792	0.4645467	0.9812384	0.9118787	0.9691371
800	0.0807861	1.0172890	1.0544283	0.0274999	0.3083135	0.8868852	0.4841465	0.9796745	1.0128903	0.9954341
850	0.0842186	1.0358451	1.1015471	0.0286213	0.3071780	0.9563169	0.5503986	1.0107995	1.0378985	1.0808284
900	0.0696747	1.0114206	0.9517297	0.0181898	0.2638399	0.8588967	0.4868126	1.0169713	1.0019063	1.0041364
950	0.0913862	1.0127445	0.8852199	0.0352484	0.2314028	0.8100990	0.5294552	1.0077025	1.0266785	1.0275822
1000	0.1084304	0.9710860	0.9892420	0.0316317	0.2702163	0.9649912	0.5974182	0.9479463	0.9840243	1.0377540

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0575616	1.0134264	0.8973061	0.0446160	0.1067101	0.4461501	0.5043237	1.0555433	0.9938256	0.7944670
100	0.0755748	1.0231472	0.9109103	0.0293826	0.0970316	0.2923745	0.4869577	0.9264117	1.1194551	0.6611731
150	0.0824698	1.0260294	0.9052697	0.0156318	0.1316539	0.2889365	0.5004793	1.0246538	1.0913826	0.7050909
200	0.1111133	0.9414191	0.8876636	0.0161224	0.1458183	0.2591890	0.5679397	1.0570332	1.0774143	0.7396944
250	0.0928085	0.9146209	0.8196827	0.0084964	0.1557806	0.2996359	0.4733018	1.0979720	0.9258368	0.7335181
300	0.0979400	0.9637202	0.8730490	0.0169078	0.1607149	0.2900917	0.5465540	1.0353510	0.9236234	0.7252311
350	0.0868322	0.9634040	0.8339153	0.0281498	0.1960709	0.2810605	0.4797926	1.0904280	0.9598969	0.7522808
400	0.0705438	1.0020748	0.9041344	0.0233648	0.1839848	0.2549482	0.4904913	0.9563497	0.9909825	0.6818710
450	0.0911068	0.9871454	0.8581085	0.0221983	0.2063082	0.2754865	0.4737244	1.0068981	1.0352729	0.7300972
500	0.0853279	1.0605441	0.8618795	0.0164451	0.2043424	0.2448247	0.5165097	1.0177269	1.0218963	0.6371179
550	0.0954789	1.0525007	0.9507399	0.0283263	0.4221890	0.7131501	0.5176214	0.9235627	0.9951718	0.9830897
600	0.0773992	1.0325460	0.9833410	0.0276985	0.3778511	0.8691440	0.4613160	0.9811465	0.9790182	1.0340533
650	0.0848709	0.9624728	1.0399054	0.0363298	0.2911033	1.0253235	0.5401695	1.0057899	0.9732953	1.0477371
700	0.1059410	1.0293422	1.0227435	0.0294345	0.2519023	0.9897921	0.4978979	1.0077749	0.9258412	0.9317827
750	0.1045282	1.0350438	0.9646363	0.0220830	0.2857216	0.9412278	0.5029399	1.0128597	0.9823997	1.0308046
800	0.0845624	0.9650669	0.9650780	0.0332354	0.2950708	0.9057750	0.4655109	0.9975590	0.9052556	0.9831955
850	0.1086550	1.0212592	0.9930852	0.0322573	0.2791282	0.9509747	0.4762448	0.9780007	0.9687619	0.9478114
900	0.0775399	0.9641436	1.0334179	0.0388683	0.2814886	0.9491870	0.5488539	1.0704524	0.9684375	1.0175316
950	0.0664127	0.9492670	1.0559488	0.0320228	0.2982044	0.9121155	0.5293004	1.0344528	1.0398693	0.9461222
1000	0.1088037	0.9256893	1.0587934	0.0274430	0.2970488	0.9377325	0.4949934	0.9552690	1.0147448	1.0051292

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0350502	0.9296566	1.0012698	0.0379778	0.4817668	0.6291852	0.5546767	1.0483314	0.9348593	0.9594951
100	0.0154518	0.9595969	0.9618590	0.0470614	0.5068240	0.5956496	0.5595941	0.9516997	0.9629437	1.0091103
150	0.0098822	1.0214361	1.0012327	0.0575579	0.5901639	0.6233926	0.5227114	0.9725020	0.9471869	1.0202218
200	0.0204210	1.0383184	0.9862263	0.0617654	0.6094734	0.5693632	0.5040511	0.8821671	0.9778429	0.9768693
250	0.0100695	1.0848716	1.0081608	0.1045610	0.6872661	0.5460301	0.5290337	0.9953734	1.0785051	0.9904387
300	0.0180051	1.1231299	1.0999566	0.1114516	0.6660479	0.5177819	0.4985660	1.0471243	0.9905006	0.9609460
350	0.0193340	0.9690277	1.0091941	0.0950046	0.6184158	0.5507422	0.5290167	1.0026017	1.0346248	0.9613333
400	0.0170968	0.9771533	1.0997903	0.0770819	0.6064528	0.5517774	0.4762647	1.0161623	0.9645098	1.0265082
450	0.0203200	1.0520684	1.0285806	0.0930901	0.5796131	0.5442751	0.4587675	0.9891670	1.0036007	1.0118086
500	0.0117312	0.9561237	1.0154120	0.0938385	0.6112616	0.5316691	0.5054570	1.0647271	1.0192865	0.9621523
550	0.0976090	0.9674351	1.0381348	0.0909703	0.4661647	0.8062233	0.4385603	1.0502926	1.0374087	0.9567450
600	0.0876841	1.0288612	1.1069226	0.0825793	0.3509572	0.9534445	0.4709081	1.0172653	1.0546181	0.9981196
650	0.0594590	1.0069488	0.9699820	0.0579185	0.2997405	0.9672517	0.4977957	0.9429796	1.0295283	0.9939690
700	0.0819153	0.9225159	0.9903658	0.0399170	0.2899870	0.9530873	0.4984777	1.0522056	0.9761428	0.9962551
750	0.1432343	0.8914513	1.0613731	0.0326197	0.2268482	0.9191539	0.5141679	0.9790838	0.9856132	1.0293060
800	0.0943105	1.0300830	0.9784345	0.0306354	0.3200969	0.9169130	0.4443292	0.9910829	0.9271183	0.9674304
850	0.0743229	0.9272829	1.0393930	0.0437904	0.3461219	0.9839818	0.5154744	1.0320446	0.9853892	0.9200352
900	0.0703743	1.0060013	0.9850374	0.0387036	0.2769036	0.9669164	0.4627890	0.9611196	1.0364699	0.9595397
950	0.0652827	0.9489740	1.0108699	0.0408253	0.2123699	0.8206706	0.4746260	0.9728775	0.9742263	0.9330282
1000	0.0816012	1.0609702	0.8760277	0.0479202	0.2499297	0.9313492	0.5336952	0.8891016	0.9676663	0.9560406

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0258013	1.0548570	1.0462530	0.0336446	0.3406358	0.4255618	0.3773449	0.8038464	0.5145571	0.9573797
100	0.0289545	0.9893805	1.0460970	0.0302391	0.3961526	0.3455724	0.3131427	0.7662441	0.3955044	0.8933988
150	0.0201627	0.9610876	1.0616697	0.0604794	0.5266300	0.3425955	0.3076214	0.6576337	0.3041134	0.9311271
200	0.0273620	0.9612193	1.0624835	0.0992688	0.5525519	0.3542337	0.3195741	0.6848994	0.3544556	0.9731053
250	0.0420809	1.0067895	1.0785054	0.1050161	0.5131381	0.3966707	0.3408066	0.7890723	0.3795853	1.0023991
300	0.0302256	1.0168616	1.0133680	0.1371412	0.4812019	0.3290368	0.3151578	0.7087907	0.3482640	1.0192169
350	0.0442193	1.0112721	0.9775458	0.1495864	0.5372026	0.2820428	0.3229227	0.7463828	0.3434221	1.0229135
400	0.0243642	1.0091998	1.0592245	0.1297645	0.5382104	0.3325629	0.3250205	0.7059542	0.3387836	0.9372947
450	0.0306657	0.9582397	0.9372931	0.1478905	0.5333581	0.3230330	0.3256163	0.7018821	0.3465285	0.9579188
500	0.0301922	0.9607572	1.0906327	0.1245282	0.6145942	0.3114527	0.2961036	0.7175038	0.3055724	1.0183612
550	0.0980087	1.0696478	1.0770300	0.2152210	0.5319271	0.7446232	0.5386309	0.9198713	0.8366140	0.9981670
600	0.0814405	1.0164617	1.0378158	0.1336441	0.4135539	0.8514725	0.5638268	0.9972995	0.8917900	1.0689517
650	0.0923645	0.9763162	0.9094827	0.0967901	0.3169820	0.8823142	0.5480881	0.9290403	0.8909611	0.9420419
700	0.1073069	0.9774486	0.9876507	0.0663136	0.2783155	0.9696099	0.5565571	0.9478633	0.8736577	0.9428093
750	0.0630054	0.9556175	0.9108395	0.0627196	0.2594405	0.9556944	0.5572967	0.9577673	0.9460913	0.8882966
800	0.0796950	1.0299519	0.9937085	0.0492219	0.2935237	0.9018194	0.5008275	1.0023131	0.9247850	1.0735663
850	0.0831455	0.9939697	1.0041304	0.0425196	0.2626315	0.9058933	0.5204994	1.0237595	0.9930294	1.0169223
900	0.0617850	0.9708190	0.9671727	0.0575454	0.3007546	0.8334936	0.5254761	0.9781159	1.0260061	0.9969430
950	0.1110787	1.0110119	1.0478663	0.0361495	0.2943218	0.9204105	0.5369771	0.9767796	1.0237656	0.9881253
1000	0.0743400	1.0382998	1.0115889	0.0412551	0.2998237	0.9713974	0.5528374	0.9751498	0.9851822	0.9728893

0	0.0501182	1.1862399	1.0784211	0.0351157	0.3288383	0.9449315	0.5447799	0.9769533	0.9906351	0.9926441
50	0.0747298	0.9254384	0.8888470	0.0160948	0.3008115	0.3767430	0.4508614	1.0520534	0.9765560	0.5058696
100	0.0915247	0.9630355	0.9554232	0.0187497	0.4581117	0.2491319	0.4693752	1.0280689	0.9121066	0.5511739
150	0.0875326	1.0319294	1.0004181	0.0151447	0.5706915	0.2563510	0.4489373	1.0180321	0.9610185	0.5136579
200	0.0500665	1.1101042	0.9861250	0.0183347	0.5634118	0.2037074	0.4825476	1.0552875	1.0697073	0.5456936
250	0.0682357	1.0006674	1.0180357	0.0251299	0.5922209	0.1832419	0.5296752	1.0430338	1.0242048	0.5658807
300	0.0750691	1.0530635	0.9587393	0.0302191	0.5599384	0.1642865	0.5205422	0.9166696	1.0043552	0.5809570
350	0.0733899	0.9326013	1.0202241	0.0386086	0.5676958	0.1522102	0.5506185	1.0281588	1.0165177	0.5868054
400	0.0910135	0.9557272	0.9680863	0.0303566	0.5619978	0.1307359	0.4797975	1.0179283	0.9479897	0.5049915
450	0.1167690	0.9714185	0.8966290	0.0402847	0.5614752	0.1274157	0.5094941	0.9906696	0.9962553	0.5842902
500	0.0951006	0.9470615	0.9779072	0.0351794	0.5693451	0.1871694	0.5006242	0.9645163	1.0431857	0.5406613
550	0.0733634	0.9577979	0.9870378	0.0532879	0.5393105	0.6531765	0.5316102	1.0124683	1.0326448	0.9895025
600	0.0743023	0.9922376	1.0403769	0.0658330	0.4807069	0.7889064	0.5086643	1.1029615	0.9491863	0.9026574
650	0.0962939	1.0770547	0.9480759	0.0605562	0.3291457	0.8731346	0.4957463	1.0586865	1.0448598	0.9712982
700	0.0711129	1.1038791	0.9465105	0.0452687	0.2729928	0.8843580	0.5080887	1.0258719	0.9389688	0.9816280
750	0.0767387	1.0217134	1.0013241	0.0339121	0.2791747	0.9400986	0.4857042	1.0150730	0.9443758	1.0109767
800	0.0732929	0.9504593	0.9398779	0.0243673	0.2637798	0.8937455	0.4553225	0.9695439	0.9544019	0.9865437
850	0.0806325	0.9908101	0.9287091	0.0213919	0.2830691	0.9332749	0.4403988	1.0007038	1.0483031	0.9890268
900	0.0675587	1.0155658	0.8980154	0.0194312	0.2744485	0.8455242	0.4531780	1.0417038	1.0095458	1.0051113
950	0.0922934	1.0216506	0.9418761	0.0254294	0.2464602	0.8620538	0.4757718	0.9575867	0.9485417	1.0685920
1000	0.0813377	1.0161840	0.9999803	0.0156535	0.3023603	0.8955354	0.5325200	0.9986720	1.0197537	1.0152829
