"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
300	0.9956062	0.9977161	0.9606662	0.7834421	0.5432534	0.2782795	0.4154928	0.3787458	0.4090644	1.0000000
350	0.9961932	0.9976824	0.9570591	0.7576323	0.5524868	0.2885282	0.4110585	0.3845518	0.4061944	1.0000000
400	0.9964329	0.9976440	0.9539636	0.7390928	0.5588780	0.2951561	0.4086369	0.3871837	0.4050061	1.0000000
450	0.9965317	0.9976074	0.9514531	0.7259043	0.5631587	0.2992698	0.4074235	0.3883383	0.4044849	1.0000000
500	0.9965726	0.9975755	0.9494985	0.7166755	0.5659137	0.3016903	0.4068502	0.3888430	0.4042397	1.0000000
550	0.9690661	0.9963923	0.9481685	0.7286331	0.3856114	0.2869152	0.6317416	0.4332177	0.6118859	1.0000000
600	0.9355406	0.9953190	0.9495399	0.8038482	0.2364733	0.2373860	0.7718181	0.4204714	0.8199226	1.0000000
650	0.9109036	0.9948825	0.9547392	0.8857710	0.1557995	0.1952275	0.8254058	0.3833518	0.9249376	1.0000000
700	0.8934757	0.9948068	0.9607629	0.9411257	0.1101460	0.1703137	0.8552557	0.3579782	0.9701032	1.0000000
750	0.8819883	0.9948754	0.9653890	0.9717632	0.0853513	0.1572233	0.8734766	0.3456826	0.9883307	1.0000000
800	0.8752030	0.9949721	0.9682838	0.9870301	0.0726347	0.1505782	0.8833213	0.3407613	0.9954726	1.0000000
850	0.8716122	0.9950513	0.9698937	0.9941750	0.0663283	0.1472474	0.8879439	0.3390928	0.9982308	1.0000000
900	0.8698891	0.9951042	0.9707243	0.9973866	0.0632430	0.1456048	0.8898523	0.3386365	0.9992888	1.0000000
950	0.8691308	0.9951355	0.9711312	0.9987917	0.0617436	0.1448159	0.8905447	0.3385588	0.9996934	1.0000000
1000	0.8688227	0.9951527	0.9713230	0.9993954	0.0610218	0.1444500	0.8907596	0.3385707	0.9998480	1.0000000

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.8686492	0.9963249	0.9783882	0.9998295	0.0570331	0.1009248	0.8908082	0.3386103	0.9999500	0.8877392
100	0.8686513	0.9974076	0.9847669	0.9998530	0.0439498	0.0540752	0.8908077	0.3386091	0.9999712	0.7592245
150	0.8686534	0.9979114	0.9876155	0.9998960	0.0326232	0.0287591	0.8908082	0.3386062	0.9999869	0.6842677
200	0.8686545	0.9981095	0.9886678	0.9999365	0.0269998	0.0173112	0.8908096	0.3386034	0.9999946	0.6471330
250	0.8686547	0.9981821	0.9890239	0.9999638	0.0248325	0.0125273	0.8908111	0.3386015	0.9999979	0.6299149
300	0.8686545	0.9982076	0.9891386	0.9999792	0.0240946	0.0106107	0.8908122	0.3386006	0.9999992	0.6221800
350	0.8686543	0.9982164	0.9891745	0.9999870	0.0238571	0.0098616	0.8908129	0.3386001	0.9999997	0.6187613
400	0.8686541	0.9982194	0.9891855	0.9999908	0.0237819	0.0095733	0.8908133	0.3385999	0.9999999	0.6172632
450	0.8686540	0.9982203	0.9891889	0.9999925	0.0237578	0.0094634	0.8908135	0.3385999	1.0000000	0.6166099
500	0.8686540	0.9982207	0.9891899	0.9999933	0.0237499	0.0094218	0.8908135	0.3385999	1.0000000	0.6163257
550	0.8686535	0.9971476	0.9822813	0.9999936	0.0241094	0.0526553	0.8908136	0.3385999	1.0000000	0.7284631
600	0.8686512	0.9960964	0.9759066	0.9999933	0.0284605	0.0994973	0.8908136	0.3386000	0.9999991	0.8569242
650	0.8686484	0.9955622	0.9730600	0.9999899	0.0378175	0.1248105	0.8908135	0.3386005	0.9999931	0.9318577
700	0.8686464	0.9953272	0.9720087	0.9999781	0.0472504	0.1362573	0.8908132	0.3386018	0.9999810	0.9689824
750	0.8686458	0.9952305	0.9716530	0.9999547	0.0537331	0.1410409	0.8908124	0.3386038	0.9999677	0.9861961
800	0.8686460	0.9951925	0.9715380	0.9999242	0.0573239	0.1429573	0.8908113	0.3386060	0.9999574	0.9939291
850	0.8686467	0.9951782	0.9715012	0.9998949	0.0590687	0.1437064	0.8908101	0.3386079	0.9999509	0.9973470
900	0.8686474	0.9951729	0.9714890	0.9998720	0.0598486	0.1439947	0.8908091	0.3386091	0.9999473	0.9988446
950	0.8686480	0.9951710	0.9714845	0.9998566	0.0601785	0.1441047	0.8908083	0.3386098	0.9999455	0.9994978
1000	0.8686484	0.9951703	0.9714826	0.9998473	0.0603130	0.1441464	0.8908078	0.3386102	0.9999446	0.9997820

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.8686488	0.9951694	0.9714771	0.9998284	0.0604448	0.1450454	0.8092987	0.3386104	0.9999433	0.8328995
100	0.8686488	0.9951697	0.9714791	0.9998327	0.0611362	0.1495908	0.7548062	0.3386106	0.9999418	0.6416052
150	0.8686489	0.9951699	0.9714799	0.9998305	0.0632461	0.1554501	0.7374880	0.3386109	0.9999354	0.5300319
200	0.8686493	0.9951699	0.9714801	0.9998188	0.0661400	0.1598576	0.7328294	0.3386119	0.9999249	0.4747567
250	0.8686498	0.9951699	0.9714797	0.9997973	0.0687386	0.1624007	0.7316547	0.3386134	0.9999136	0.4491276
300	0.8686506	0.9951699	0.9714788	0.9997708	0.0705408	0.1636643	0.7313666	0.3386151	0.9999043	0.4376142
350	0.8686514	0.9951699	0.9714776	0.9997451	0.0715954	0.1642372	0.7312965	0.3386166	0.9998981	0.4325254
400	0.8686521	0.9951699	0.9714763	0.9997242	0.0721443	0.1644821	0.7312791	0.3386177	0.9998943	0.4302956
450	0.8686527	0.9951699	0.9714752	0.9997095	0.0724070	0.1645827	0.7312746	0.3386184	0.9998922	0.4293231
500	0.8686530	0.9951698	0.9714743	0.9997001	0.0725254	0.1646230	0.7312733	0.3386188	0.9998912	0.4289001
550	0.8686533	0.9951698	0.9714736	0.9996945	0.0725079	0.1632639	0.8127819	0.3386190	0.9998909	0.5958168
600	0.8686534	0.9951698	0.9714732	0.9996929	0.0714237	0.1576431	0.8672733	0.3386190	0.9998947	0.7870314
650	0.8686533	0.9951698	0.9714731	0.9997006	0.0687307	0.1517669	0.8845912	0.3386183	0.9999052	0.8985700
700	0.8686528	0.9951698	0.9714733	0.9997214	0.0656806	0.1479051	0.8892498	0.3386169	0.9999179	0.9538302
750	0.8686521	0.9951698	0.9714741	0.9997500	0.0633295	0.1458552	0.8904249	0.3386150	0.9999284	0.9794529
800	0.8686512	0.9951698	0.9714754	0.9997778	0.0618748	0.1448891	0.8907132	0.3386134	0.9999354	0.9909634
850	0.8686504	0.9951698	0.9714767	0.9998000	0.0610915	0.1444659	0.8907835	0.3386121	0.9999395	0.9960510
900	0.8686498	0.9951698	0.9714779	0.9998153	0.0607075	0.1442892	0.8908008	0.3386113	0.9999417	0.9982803
950	0.8686494	0.9951699	0.9714789	0.9998249	0.0605314	0.1442178	0.8908053	0.3386109	0.9999428	0.9992525
1000	0.8686492	0.9951699	0.9714796	0.9998304	0.0604546	0.1441895	0.8908066	0.3386107	0.9999434	0.9996754

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.8686488	0.9953618	0.9714771	0.9998284	0.0604092	0.1441741	0.8908082	0.3386104	0.9999434	1.0000000
100	0.8686488	0.9955372	0.9714791	0.9998333	0.0604037	0.1441725	0.8908075	0.3386106	0.9999437	1.0000000
150	0.8686488	0.9956142	0.9714799	0.9998353	0.0604015	0.1441719	0.8908073	0.3386106	0.9999438	1.0000000
200	0.8686488	0.9956420	0.9714803	0.9998361	0.0604007	0.1441718	0.8908072	0.3386105	0.9999438	1.0000000
250	0.8686489	0.9956512	0.9714805	0.9998364	0.0604004	0.1441717	0.8908072	0.3386105	0.9999438	1.0000000
300	0.8686489	0.9956541	0.9714805	0.9998366	0.0604003	0.1441717	0.8908072	0.3386105	0.9999438	1.0000000
350	0.8686489	0.9956550	0.9714805	0.9998366	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
400	0.8686489	0.9956552	0.9714806	0.9998366	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
450	0.8686488	0.9956553	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
500	0.8686488	0.9956553	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
550	0.8686488	0.9954629	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
600	0.8686488	0.9952878	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
650	0.8686488	0.9952110	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
700	0.8686488	0.9951832	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
750	0.8686488	0.9951741	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
800	0.8686488	0.9951712	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
850	0.8686488	0.9951703	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
900	0.8686488	0.9951701	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
950	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
1000	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.8665939	0.9961476	0.9744527	0.9998284	0.0604078	0.1441157	0.9040802	0.2086415	0.7427033	1.0000000
100	0.8627408	0.9970546	0.9772002	0.9998333	0.0603154	0.1432163	0.9457748	0.1247460	0.4855117	1.0000000
150	0.8700031	0.9974682	0.9784270	0.9998359	0.0598472	0.1412336	0.9736011	0.1162061	0.3562897	1.0000000
200	0.8851122	0.9976266	0.9788801	0.9998393	0.0589691	0.1392633	0.9827889	0.1297351	0.3010333	1.0000000
250	0.8993458	0.9976829	0.9790333	0.9998446	0.0580241	0.1379721	0.9830970	0.1415719	0.2788597	1.0000000
300	0.9091161	0.9977021	0.9790826	0.9998512	0.0573054	0.1373498	0.9810752	0.1479271	0.2702190	1.0000000
350	0.9147374	0.9977085	0.9790981	0.9998575	0.0568838	0.1371423	0.9793163	0.1506425	0.2669003	1.0000000
400	0.9176239	0.9977106	0.9791029	0.9998626	0.0566906	0.1371218	0.9783021	0.1516276	0.2656350	1.0000000
450	0.9189919	0.9977112	0.9791045	0.9998660	0.0566278	0.1371575	0.9778295	0.1519308	0.2651544	1.0000000
500	0.9196024	0.9977115	0.9791051	0.9998680	0.0566223	0.1371954	0.9776409	0.1520035	0.2649723	1.0000000
550	0.9171833	0.9967642	0.9761300	0.9998690	0.0566349	0.1372649	0.9627837	0.3407598	0.5221464	1.0000000
600	0.9099077	0.9958687	0.9733848	0.9998694	0.0567229	0.1382229	0.9023820	0.4138586	0.7793150	1.0000000
650	0.9012741	0.9954436	0.9721589	0.9998690	0.0572562	0.1409687	0.8639009	0.3918700	0.9085278	1.0000000
700	0.8913285	0.9952716	0.9717062	0.9998664	0.0584539	0.1439460	0.8619976	0.3643604	0.9637788	1.0000000
750	0.8823417	0.9952065	0.9715531	0.9998603	0.0598260	0.1455394	0.8725435	0.3488038	0.9859479	1.0000000
800	0.8759511	0.9951828	0.9715038	0.9998515	0.0607597	0.1457875	0.8817439	0.3420046	0.9945855	1.0000000
850	0.8721556	0.9951744	0.9714881	0.9998427	0.0611053	0.1454124	0.8869990	0.3395072	0.9979027	1.0000000
900	0.8701867	0.9951715	0.9714831	0.9998364	0.0610639	0.1449446	0.8894270	0.3387447	0.9991679	1.0000000
950	0.8692695	0.9951705	0.9714813	0.9998332	0.0608785	0.1445920	0.8903863	0.3385737	0.9996489	1.0000000
1000	0.8688798	0.9951701	0.9714807	0.9998325	0.0606942	0.1443782	0.8907113	0.3385651	0.9998316	1.0000000

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.7995583	0.9951677	0.9700302	0.7984008	0.0604085	0.1441431	0.8979569	0.2711914	0.9999434	1.0000000
100	0.7246870	0.9951190	0.9578186	0.5499693	0.0603548	0.1436259	0.9231961	0.2234004	0.9999438	1.0000000
150	0.6830375	0.9948607	0.9259078	0.3960839	0.0600740	0.1423561	0.9436687	0.2101577	0.9999446	1.0000000
200	0.6640966	0.9941300	0.8752952	0.3170307	0.0595002	0.1409383	0.9530739	0.2089856	0.9999463	1.0000000
250	0.6565846	0.9926433	0.8194528	0.2798749	0.0588233	0.1398797	0.9560068	0.2101844	0.9999484	1.0000000
300	0.6539501	0.9903048	0.7730079	0.2632963	0.0582528	0.1392627	0.9564773	0.2112002	0.9999504	1.0000000
350	0.6531326	0.9874192	0.7416060	0.2561470	0.0578698	0.1389627	0.9563196	0.2117426	0.9999518	1.0000000
400	0.6529065	0.9845804	0.7232680	0.2531371	0.0576530	0.1388382	0.9561234	0.2119808	0.9999527	1.0000000
450	0.6528472	0.9822854	0.7136089	0.2518923	0.0575462	0.1387947	0.9560030	0.2120734	0.9999532	1.0000000
500	0.6528288	0.9807030	0.7088820	0.2513845	0.0574999	0.1387829	0.9559443	0.2121066	0.9999535	1.0000000
550	0.7221606	0.9799546	0.7334075	0.4526124	0.0574829	0.1388019	0.9497819	0.2856008	0.9999536	1.0000000
600	0.7979261	0.9822217	0.8226176	0.7009732	0.0575107	0.1392010	0.9244690	0.3344824	0.9999536	1.0000000
650	0.8400248	0.9868510	0.8973831	0.8548320	0.0577322	0.1403750	0.9016052	0.3450974	0.9999531	1.0000000
700	0.8587990	0.9907231	0.9383329	0.9338745	0.0582604	0.1418825	0.8912602	0.3439072	0.9999517	1.0000000
750	0.8659102	0.9930313	0.9573703	0.9710246	0.0589601	0.1430905	0.8888261	0.3413894	0.9999496	1.0000000
800	0.8681694	0.9942029	0.9656053	0.9875987	0.0595937	0.1437912	0.8891528	0.3397878	0.9999475	1.0000000
850	0.8687148	0.9947485	0.9690564	0.9947437	0.0600287	0.1441006	0.8898850	0.3390308	0.9999458	1.0000000
900	0.8687661	0.9949904	0.9704843	0.9977499	0.0602670	0.1441990	0.8903892	0.3387333	0.9999448	1.0000000
950	0.8687217	0.9950946	0.9710721	0.9989919	0.0603721	0.1442117	0.8906456	0.3386351	0.9999442	1.0000000
1000	0.8686829	0.9951386	0.9713136	0.9994979	0.0604071	0.1442004	0.8907542	0.3386097	0.9999440	1.0000000

0	0.8686490	0.9951687	0.9714724	0.9998165	0.0604232	0.1441784	0.8908098	0.3386098	0.9999427	1.0000000
50	0.8675794	0.9951682	0.9704838	0.8548043	0.0604084	0.1441381	0.8990461	0.2621258	0.8114548	0.9267358
100	0.8656978	0.9951370	0.9631753	0.6759396	0.0603479	0.1435590	0.9259076	0.2238605	0.6230019	0.8428639
150	0.8698900	0.9949971	0.9479646	0.5651457	0.0600411	0.1422392	0.9424440	0.2359261	0.5283167	0.7939453
200	0.8788832	0.9946939	0.9291286	0.5082295	0.0594580	0.1409779	0.9429424	0.2581178	0.4878288	0.7697102
250	0.8879213	0.9942532	0.9122057	0.4814791	0.0588578	0.1403434	0.9360734	0.2739354	0.4715819	0.7584733
300	0.8945465	0.9937679	0.9000587	0.4695440	0.0584798	0.1403145	0.9289612	0.2822483	0.4652508	0.7534253
350	0.8985873	0.9933363	0.8926229	0.4643976	0.0583730	0.1406038	0.9241656	0.2859059	0.4628190	0.7511942
400	0.9007631	0.9930122	0.8885581	0.4622309	0.0584508	0.1409545	0.9215781	0.2873148	0.4618917	0.7502165
450	0.9018307	0.9927990	0.8865093	0.4613346	0.0586008	0.1412369	0.9203780	0.2877949	0.4615393	0.7497901
500	0.9023171	0.9926725	0.8855360	0.4609686	0.0587463	0.1414226	0.9198838	0.2879367	0.4614055	0.7496046
550	0.9019873	0.9926168	0.8910035	0.6058467	0.0588565	0.1415671	0.9100980	0.3735921	0.6498441	0.8227883
600	0.8992134	0.9928133	0.9152008	0.7846591	0.0589863	0.1422863	0.8786078	0.3979173	0.8382788	0.9066252
650	0.8932827	0.9933711	0.9398708	0.8954324	0.0593827	0.1439223	0.8636475	0.3768779	0.9329566	0.9555286
700	0.8856108	0.9940112	0.9557077	0.9523393	0.0601064	0.1453764	0.8680436	0.3567589	0.9734408	0.9797571
750	0.8787510	0.9945087	0.9641040	0.9790841	0.0608057	0.1458901	0.8773252	0.3457525	0.9896854	0.9909912
800	0.8739770	0.9948228	0.9681595	0.9910147	0.0611668	0.1456745	0.8842918	0.3409793	0.9960154	0.9960380
850	0.8711874	0.9949980	0.9700217	0.9961581	0.0611809	0.1452069	0.8881035	0.3392325	0.9984470	0.9982686
900	0.8697560	0.9950883	0.9708510	0.9983233	0.0610095	0.1447833	0.8898344	0.3387015	0.9993746	0.9992460
950	0.8690941	0.9951324	0.9712126	0.9992195	0.0608028	0.1444946	0.8905123	0.3385835	0.9997274	0.9996723
1000	0.8688143	0.9951531	0.9713678	0.9995862	0.0606361	0.1443275	0.8907405	0.3385783	0.9998615	0.9998577
